depth,sector,condition,rg_similarity,composite_coherence,binding_persistence,recursive_internal_stability,assembly_reproducibility,bounded_composite_drift,composite_gain,classification
33554432,A-N,InternalCoherenceStability,0.7361,0.7146,0.7073,0.7225,0.7069,0.6763,0.6913,COMPOSITE-PARTIAL
1,A-N,PerturbationResilienceComposite,0.9511,0.8993,0.906,0.8976,0.8685,0.8774,0.9152,COMPOSITE-BOUNDED
2,A-N,PerturbationResilienceComposite,0.9384,0.9222,0.8834,0.8928,0.8743,0.9034,0.8783,COMPOSITE-STABLE
4,A-N,PerturbationResilienceComposite,0.9496,0.9217,0.8821,0.8814,0.8806,0.8791,0.8878,COMPOSITE-STABLE
6,A-N,PerturbationResilienceComposite,0.94,0.9191,0.8782,0.8906,0.8972,0.91,0.9027,COMPOSITE-STABLE
8,A-N,PerturbationResilienceComposite,0.9359,0.9162,0.9021,0.9116,0.9042,0.901,0.8855,COMPOSITE-STABLE
12,A-N,PerturbationResilienceComposite,0.9415,0.9083,0.8978,0.9032,0.872,0.887,0.9107,COMPOSITE-STABLE
16,A-N,PerturbationResilienceComposite,0.9332,0.8941,0.8805,0.8948,0.8667,0.9006,0.9005,COMPOSITE-BOUNDED
20,A-N,PerturbationResilienceComposite,0.9282,0.9166,0.9042,0.8762,0.8658,0.8772,0.9059,COMPOSITE-STABLE
24,A-N,PerturbationResilienceComposite,0.9284,0.8987,0.9009,0.9061,0.8901,0.9079,0.896,COMPOSITE-BOUNDED
32,A-N,PerturbationResilienceComposite,0.9213,0.901,0.909,0.9038,0.9052,0.8849,0.8916,COMPOSITE-STABLE
40,A-N,PerturbationResilienceComposite,0.9259,0.8891,0.8762,0.9049,0.8681,0.91,0.8838,COMPOSITE-BOUNDED
48,A-N,PerturbationResilienceComposite,0.9399,0.8958,0.9128,0.8879,0.8804,0.905,0.9136,COMPOSITE-BOUNDED
64,A-N,PerturbationResilienceComposite,0.9259,0.9118,0.893,0.9099,0.8702,0.91,0.897,COMPOSITE-STABLE
80,A-N,PerturbationResilienceComposite,0.9287,0.9124,0.8928,0.8777,0.9012,0.91,0.8925,COMPOSITE-STABLE
96,A-N,PerturbationResilienceComposite,0.9494,0.8922,0.8996,0.8838,0.8917,0.8801,0.8823,COMPOSITE-BOUNDED
128,A-N,PerturbationResilienceComposite,0.9501,0.8913,0.9083,0.8825,0.8738,0.8904,0.884,COMPOSITE-BOUNDED
160,A-N,PerturbationResilienceComposite,0.938,0.912,0.8938,0.8885,0.9043,0.8906,0.9111,COMPOSITE-STABLE
192,A-N,PerturbationResilienceComposite,0.943,0.9046,0.9096,0.8956,0.9033,0.8827,0.8865,COMPOSITE-STABLE
256,A-N,PerturbationResilienceComposite,0.9453,0.9187,0.9095,0.9048,0.8705,0.8919,0.8921,COMPOSITE-STABLE
320,A-N,PerturbationResilienceComposite,0.9356,0.8999,0.9084,0.8776,0.8707,0.8935,0.9055,COMPOSITE-BOUNDED
512,A-N,PerturbationResilienceComposite,0.9384,0.8943,0.887,0.915,0.8861,0.91,0.8762,COMPOSITE-BOUNDED
768,A-N,PerturbationResilienceComposite,0.9264,0.9198,0.9054,0.9006,0.8961,0.8884,0.8871,COMPOSITE-STABLE
1024,A-N,PerturbationResilienceComposite,0.9283,0.8913,0.8766,0.8776,0.8864,0.8874,0.9027,COMPOSITE-BOUNDED
1536,A-N,PerturbationResilienceComposite,0.9546,0.9177,0.8812,0.8948,0.8976,0.9089,0.9052,COMPOSITE-STABLE
2048,A-N,PerturbationResilienceComposite,0.9531,0.9105,0.8982,0.8867,0.8661,0.8849,0.9152,COMPOSITE-STABLE
3072,A-N,PerturbationResilienceComposite,0.9201,0.8906,0.8979,0.8907,0.8864,0.91,0.8905,COMPOSITE-BOUNDED
4096,A-N,PerturbationResilienceComposite,0.9267,0.9148,0.9097,0.8943,0.8685,0.91,0.9111,COMPOSITE-STABLE
6144,A-N,PerturbationResilienceComposite,0.9373,0.9024,0.8929,0.8958,0.8916,0.9054,0.9076,COMPOSITE-STABLE
8192,A-N,PerturbationResilienceComposite,0.9225,0.9143,0.8801,0.8812,0.8997,0.8968,0.8926,COMPOSITE-STABLE
12288,A-N,PerturbationResilienceComposite,0.9274,0.9126,0.8961,0.8757,0.9029,0.8862,0.9152,COMPOSITE-STABLE
16384,A-N,PerturbationResilienceComposite,0.9262,0.921,0.8949,0.8944,0.8769,0.9038,0.9139,COMPOSITE-STABLE
24576,A-N,PerturbationResilienceComposite,0.9258,0.9096,0.8911,0.9069,0.8764,0.8988,0.8789,COMPOSITE-STABLE
32768,A-N,PerturbationResilienceComposite,0.9409,0.8931,0.9,0.9133,0.8863,0.8761,0.8924,COMPOSITE-BOUNDED
65536,A-N,PerturbationResilienceComposite,0.917,0.922,0.8886,0.9025,0.8841,0.9074,0.8971,COMPOSITE-STABLE
131072,A-N,PerturbationResilienceComposite,0.951,0.8918,0.8898,0.8958,0.8985,0.8889,0.9137,COMPOSITE-BOUNDED
262144,A-N,PerturbationResilienceComposite,0.9456,0.9042,0.876,0.8964,0.8881,0.9035,0.9032,COMPOSITE-STABLE
524288,A-N,PerturbationResilienceComposite,0.9423,0.9077,0.8836,0.9012,0.8682,0.8975,0.9003,COMPOSITE-STABLE
1048576,A-N,PerturbationResilienceComposite,0.9483,0.9163,0.888,0.8794,0.8694,0.879,0.8806,COMPOSITE-STABLE
2097152,A-N,PerturbationResilienceComposite,0.9219,0.8886,0.8751,0.8694,0.8682,0.8825,0.8866,COMPOSITE-BOUNDED
4194304,A-N,PerturbationResilienceComposite,0.8898,0.8805,0.8579,0.8822,0.8421,0.8558,0.8649,COMPOSITE-BOUNDED
8388608,A-N,PerturbationResilienceComposite,0.8918,0.8607,0.8563,0.823,0.8373,0.837,0.8485,COMPOSITE-BOUNDED
16777216,A-N,PerturbationResilienceComposite,0.8399,0.7938,0.7769,0.7861,0.7851,0.7749,0.8001,COMPOSITE-PARTIAL
33554432,A-N,PerturbationResilienceComposite,0.7405,0.7038,0.7088,0.704,0.6999,0.7206,0.7192,COMPOSITE-PARTIAL
1,A-N,RecursiveAssemblyHierarchy,0.9374,0.9064,0.8785,0.8882,0.92,0.8639,0.8869,COMPOSITE-STABLE
2,A-N,RecursiveAssemblyHierarchy,0.9386,0.9283,0.8783,0.8917,0.92,0.8586,0.8882,COMPOSITE-STABLE
4,A-N,RecursiveAssemblyHierarchy,0.9263,0.932,0.9132,0.8801,0.92,0.8715,0.902,COMPOSITE-STABLE
6,A-N,RecursiveAssemblyHierarchy,0.9485,0.9028,0.8904,0.8793,0.8953,0.8558,0.8885,COMPOSITE-STABLE
8,A-N,RecursiveAssemblyHierarchy,0.9413,0.9286,0.8988,0.8995,0.9105,0.8931,0.8765,COMPOSITE-STABLE
12,A-N,RecursiveAssemblyHierarchy,0.9185,0.9319,0.8969,0.8953,0.9132,0.8698,0.8875,COMPOSITE-STABLE
16,A-N,RecursiveAssemblyHierarchy,0.9211,0.9254,0.9042,0.9033,0.8916,0.8587,0.8879,COMPOSITE-STABLE
20,A-N,RecursiveAssemblyHierarchy,0.927,0.9212,0.9097,0.8847,0.8878,0.8629,0.9055,COMPOSITE-STABLE
24,A-N,RecursiveAssemblyHierarchy,0.9457,0.8956,0.9077,0.9028,0.92,0.865,0.8756,COMPOSITE-BOUNDED
32,A-N,RecursiveAssemblyHierarchy,0.95,0.9167,0.8759,0.8968,0.8946,0.8802,0.88,COMPOSITE-STABLE
40,A-N,RecursiveAssemblyHierarchy,0.9507,0.9132,0.8968,0.8691,0.8922,0.8656,0.9014,COMPOSITE-STABLE
48,A-N,RecursiveAssemblyHierarchy,0.9478,0.8968,0.8905,0.8881,0.9193,0.8835,0.914,COMPOSITE-BOUNDED
64,A-N,RecursiveAssemblyHierarchy,0.9491,0.9221,0.8784,0.8712,0.899,0.8905,0.8945,COMPOSITE-STABLE
80,A-N,RecursiveAssemblyHierarchy,0.9556,0.9106,0.8808,0.8955,0.9174,0.8592,0.8922,COMPOSITE-STABLE
96,A-N,RecursiveAssemblyHierarchy,0.9191,0.915,0.9103,0.878,0.8953,0.891,0.8861,COMPOSITE-STABLE
128,A-N,RecursiveAssemblyHierarchy,0.9504,0.9026,0.893,0.9041,0.9126,0.8567,0.915,COMPOSITE-STABLE
160,A-N,RecursiveAssemblyHierarchy,0.9209,0.9336,0.8813,0.881,0.9049,0.8862,0.8825,COMPOSITE-STABLE
192,A-N,RecursiveAssemblyHierarchy,0.9236,0.9025,0.9134,0.8707,0.9117,0.8569,0.8941,COMPOSITE-STABLE
256,A-N,RecursiveAssemblyHierarchy,0.9384,0.9303,0.8921,0.8946,0.8964,0.8951,0.8756,COMPOSITE-STABLE
320,A-N,RecursiveAssemblyHierarchy,0.9384,0.9006,0.9083,0.8665,0.9072,0.8885,0.8966,COMPOSITE-STABLE
512,A-N,RecursiveAssemblyHierarchy,0.9416,0.9175,0.9062,0.8999,0.9179,0.8863,0.8807,COMPOSITE-STABLE
768,A-N,RecursiveAssemblyHierarchy,0.9508,0.9139,0.8927,0.8707,0.9175,0.8715,0.8822,COMPOSITE-STABLE
1024,A-N,RecursiveAssemblyHierarchy,0.919,0.9162,0.8965,0.8677,0.9138,0.884,0.8958,COMPOSITE-STABLE
1536,A-N,RecursiveAssemblyHierarchy,0.9454,0.9244,0.9039,0.9049,0.9033,0.8811,0.9029,COMPOSITE-STABLE
2048,A-N,RecursiveAssemblyHierarchy,0.937,0.8978,0.8932,0.9013,0.9183,0.8653,0.8891,COMPOSITE-BOUNDED
3072,A-N,RecursiveAssemblyHierarchy,0.9374,0.9038,0.8782,0.8741,0.9077,0.8686,0.8922,COMPOSITE-STABLE
4096,A-N,RecursiveAssemblyHierarchy,0.9275,0.9335,0.8938,0.8735,0.9055,0.8618,0.8962,COMPOSITE-STABLE
6144,A-N,RecursiveAssemblyHierarchy,0.9527,0.9006,0.9018,0.8799,0.9128,0.8735,0.9051,COMPOSITE-STABLE
8192,A-N,RecursiveAssemblyHierarchy,0.953,0.9018,0.8829,0.8724,0.89,0.8601,0.8965,COMPOSITE-STABLE
12288,A-N,RecursiveAssemblyHierarchy,0.9385,0.9058,0.8847,0.8737,0.9123,0.8613,0.902,COMPOSITE-STABLE
16384,A-N,RecursiveAssemblyHierarchy,0.9307,0.8991,0.9127,0.8938,0.8963,0.8686,0.8931,COMPOSITE-BOUNDED
24576,A-N,RecursiveAssemblyHierarchy,0.9317,0.8993,0.9021,0.8947,0.9081,0.8936,0.8865,COMPOSITE-BOUNDED
32768,A-N,RecursiveAssemblyHierarchy,0.9373,0.8986,0.9031,0.8929,0.8939,0.8939,0.8759,COMPOSITE-BOUNDED
65536,A-N,RecursiveAssemblyHierarchy,0.9183,0.9139,0.8783,0.897,0.9048,0.8699,0.8822,COMPOSITE-STABLE
131072,A-N,RecursiveAssemblyHierarchy,0.9161,0.9177,0.8966,0.8895,0.9106,0.8577,0.8777,COMPOSITE-STABLE
262144,A-N,RecursiveAssemblyHierarchy,0.9544,0.9099,0.8832,0.8822,0.9037,0.8712,0.8835,COMPOSITE-STABLE
524288,A-N,RecursiveAssemblyHierarchy,0.9438,0.9148,0.8795,0.8835,0.909,0.868,0.8798,COMPOSITE-STABLE
1048576,A-N,RecursiveAssemblyHierarchy,0.938,0.9073,0.8823,0.8641,0.9053,0.8769,0.871,COMPOSITE-STABLE
2097152,A-N,RecursiveAssemblyHierarchy,0.9101,0.8893,0.8779,0.8838,0.8762,0.866,0.8993,COMPOSITE-BOUNDED
4194304,A-N,RecursiveAssemblyHierarchy,0.8908,0.8993,0.8624,0.8576,0.8936,0.8414,0.848,COMPOSITE-BOUNDED
8388608,A-N,RecursiveAssemblyHierarchy,0.8788,0.8487,0.8287,0.8223,0.835,0.8116,0.826,COMPOSITE-BOUNDED
16777216,A-N,RecursiveAssemblyHierarchy,0.8247,0.8118,0.8075,0.7788,0.7907,0.767,0.7762,COMPOSITE-BOUNDED
33554432,A-N,RecursiveAssemblyHierarchy,0.7338,0.7231,0.7133,0.715,0.7242,0.6956,0.7068,COMPOSITE-PARTIAL
1,A-N,CompositeTransportStability,0.917,0.9086,0.9254,0.8789,0.894,0.8633,0.9006,COMPOSITE-STABLE
2,A-N,CompositeTransportStability,0.9435,0.925,0.8929,0.893,0.8777,0.865,0.9194,COMPOSITE-STABLE
4,A-N,CompositeTransportStability,0.9229,0.9233,0.9013,0.9016,0.8718,0.8857,0.9124,COMPOSITE-STABLE
6,A-N,CompositeTransportStability,0.9272,0.9184,0.9036,0.8818,0.8915,0.8682,0.9267,COMPOSITE-STABLE
8,A-N,CompositeTransportStability,0.9436,0.917,0.907,0.8832,0.8927,0.8843,0.9176,COMPOSITE-STABLE
12,A-N,CompositeTransportStability,0.9418,0.9064,0.9106,0.8906,0.8658,0.8557,0.9125,COMPOSITE-STABLE
16,A-N,CompositeTransportStability,0.9318,0.8979,0.9206,0.8659,0.8661,0.887,0.9133,COMPOSITE-BOUNDED
20,A-N,CompositeTransportStability,0.9497,0.9253,0.902,0.8795,0.8568,0.8804,0.9213,COMPOSITE-STABLE
24,A-N,CompositeTransportStability,0.9486,0.9054,0.8947,0.8674,0.8769,0.8592,0.9235,COMPOSITE-STABLE
32,A-N,CompositeTransportStability,0.918,0.9308,0.8889,0.8907,0.895,0.8769,0.9277,COMPOSITE-STABLE
40,A-N,CompositeTransportStability,0.9234,0.928,0.9015,0.8684,0.8689,0.8676,0.9298,COMPOSITE-STABLE
48,A-N,CompositeTransportStability,0.9187,0.9331,0.8949,0.8957,0.8893,0.8797,0.9269,COMPOSITE-STABLE
64,A-N,CompositeTransportStability,0.9332,0.8994,0.898,0.8782,0.8796,0.8877,0.9194,COMPOSITE-BOUNDED
80,A-N,CompositeTransportStability,0.9247,0.9061,0.9066,0.8707,0.8691,0.8867,0.93,COMPOSITE-STABLE
96,A-N,CompositeTransportStability,0.9137,0.907,0.8944,0.8876,0.8599,0.8758,0.93,COMPOSITE-STABLE
128,A-N,CompositeTransportStability,0.9277,0.9025,0.9236,0.8729,0.8912,0.8675,0.9285,COMPOSITE-STABLE
160,A-N,CompositeTransportStability,0.9186,0.9151,0.9175,0.8993,0.8943,0.867,0.93,COMPOSITE-STABLE
192,A-N,CompositeTransportStability,0.9274,0.903,0.9172,0.8957,0.8561,0.8797,0.926,COMPOSITE-STABLE
256,A-N,CompositeTransportStability,0.9146,0.8973,0.8877,0.8659,0.8914,0.8569,0.9097,COMPOSITE-BOUNDED
320,A-N,CompositeTransportStability,0.9129,0.9066,0.9236,0.8684,0.8594,0.887,0.9024,COMPOSITE-STABLE
512,A-N,CompositeTransportStability,0.9198,0.9233,0.891,0.9051,0.8926,0.8938,0.9265,COMPOSITE-STABLE
768,A-N,CompositeTransportStability,0.9321,0.9301,0.9076,0.8883,0.8908,0.8739,0.9236,COMPOSITE-STABLE
1024,A-N,CompositeTransportStability,0.9352,0.896,0.9208,0.8727,0.8797,0.8896,0.9258,COMPOSITE-BOUNDED
1536,A-N,CompositeTransportStability,0.9464,0.9312,0.8889,0.8924,0.8755,0.8855,0.9088,COMPOSITE-STABLE
2048,A-N,CompositeTransportStability,0.9501,0.9142,0.8893,0.8701,0.8593,0.881,0.93,COMPOSITE-STABLE
3072,A-N,CompositeTransportStability,0.9274,0.9239,0.9063,0.8792,0.8793,0.8787,0.8974,COMPOSITE-STABLE
4096,A-N,CompositeTransportStability,0.9131,0.9337,0.9102,0.8781,0.8899,0.8557,0.9204,COMPOSITE-STABLE
6144,A-N,CompositeTransportStability,0.9415,0.9003,0.8925,0.8944,0.8926,0.8758,0.9015,COMPOSITE-STABLE
8192,A-N,CompositeTransportStability,0.9206,0.9165,0.8892,0.8891,0.8576,0.8585,0.9194,COMPOSITE-STABLE
12288,A-N,CompositeTransportStability,0.9127,0.9129,0.8975,0.8996,0.8901,0.8769,0.9282,COMPOSITE-STABLE
16384,A-N,CompositeTransportStability,0.9201,0.8971,0.9026,0.9052,0.8894,0.8664,0.9254,COMPOSITE-BOUNDED
24576,A-N,CompositeTransportStability,0.9214,0.9151,0.8956,0.899,0.8918,0.8801,0.9136,COMPOSITE-STABLE
32768,A-N,CompositeTransportStability,0.9138,0.8985,0.9014,0.8782,0.8794,0.8812,0.9287,COMPOSITE-BOUNDED
65536,A-N,CompositeTransportStability,0.9445,0.9047,0.9212,0.8777,0.8829,0.8662,0.9191,COMPOSITE-STABLE
131072,A-N,CompositeTransportStability,0.9357,0.898,0.8864,0.8955,0.8922,0.892,0.915,COMPOSITE-BOUNDED
262144,A-N,CompositeTransportStability,0.9381,0.9307,0.8882,0.8851,0.8676,0.8836,0.8961,COMPOSITE-STABLE
524288,A-N,CompositeTransportStability,0.9188,0.9279,0.904,0.899,0.8744,0.8852,0.9019,COMPOSITE-STABLE
1048576,A-N,CompositeTransportStability,0.9278,0.9194,0.8859,0.8835,0.8556,0.8766,0.9224,COMPOSITE-STABLE
2097152,A-N,CompositeTransportStability,0.9014,0.9192,0.9031,0.8667,0.8654,0.8439,0.8954,COMPOSITE-STABLE
4194304,A-N,CompositeTransportStability,0.886,0.8695,0.8918,0.8518,0.8394,0.8416,0.8857,COMPOSITE-BOUNDED
8388608,A-N,CompositeTransportStability,0.8655,0.8701,0.858,0.8263,0.8361,0.8278,0.8547,COMPOSITE-BOUNDED
16777216,A-N,CompositeTransportStability,0.8285,0.8001,0.8151,0.7826,0.7821,0.78,0.8008,COMPOSITE-BOUNDED
33554432,A-N,CompositeTransportStability,0.7257,0.7223,0.7022,0.7047,0.6896,0.6909,0.727,COMPOSITE-PARTIAL
1,A-N,NullBindingControl,0.6494,0.626,0.6035,0.5761,0.5988,0.569,0.5927,COMPOSITE-DEGRADING
2,A-N,NullBindingControl,0.6597,0.6005,0.5906,0.6145,0.5894,0.5616,0.6103,COMPOSITE-DEGRADING
4,A-N,NullBindingControl,0.6497,0.6024,0.5948,0.5984,0.5935,0.5679,0.5763,COMPOSITE-DEGRADING
6,A-N,NullBindingControl,0.6417,0.634,0.6047,0.6127,0.5972,0.5754,0.5838,COMPOSITE-DEGRADING
8,A-N,NullBindingControl,0.6647,0.6335,0.6119,0.5774,0.5844,0.5904,0.6002,COMPOSITE-DEGRADING
12,A-N,NullBindingControl,0.6343,0.635,0.5983,0.6101,0.5722,0.5714,0.5823,COMPOSITE-DEGRADING
16,A-N,NullBindingControl,0.6467,0.6052,0.6083,0.6062,0.5911,0.5937,0.6049,COMPOSITE-DEGRADING
20,A-N,NullBindingControl,0.6542,0.5962,0.5952,0.5821,0.6037,0.5937,0.6119,COMPOSITE-DEGRADING
24,A-N,NullBindingControl,0.6464,0.6037,0.6011,0.597,0.5668,0.5864,0.5911,COMPOSITE-DEGRADING
32,A-N,NullBindingControl,0.6289,0.6255,0.6001,0.5954,0.5937,0.5686,0.5787,COMPOSITE-DEGRADING
40,A-N,NullBindingControl,0.644,0.6158,0.6107,0.6072,0.57,0.5781,0.6128,COMPOSITE-DEGRADING
48,A-N,NullBindingControl,0.6303,0.6052,0.5997,0.5863,0.5944,0.5741,0.6002,COMPOSITE-DEGRADING
64,A-N,NullBindingControl,0.6489,0.601,0.5962,0.6059,0.5902,0.5874,0.6147,COMPOSITE-DEGRADING
80,A-N,NullBindingControl,0.6285,0.6333,0.5859,0.5815,0.5679,0.5956,0.5884,COMPOSITE-DEGRADING
96,A-N,NullBindingControl,0.655,0.6106,0.6195,0.5864,0.5717,0.5892,0.5809,COMPOSITE-DEGRADING
128,A-N,NullBindingControl,0.6402,0.5968,0.6231,0.6047,0.5753,0.5802,0.579,COMPOSITE-DEGRADING
160,A-N,NullBindingControl,0.6541,0.622,0.5934,0.5863,0.5871,0.5884,0.5758,COMPOSITE-DEGRADING
192,A-N,NullBindingControl,0.6496,0.6191,0.5973,0.5954,0.5852,0.5671,0.5958,COMPOSITE-DEGRADING
256,A-N,NullBindingControl,0.6269,0.6081,0.6149,0.5924,0.5757,0.593,0.577,COMPOSITE-DEGRADING
320,A-N,NullBindingControl,0.6356,0.6038,0.6098,0.6117,0.5909,0.5663,0.5767,COMPOSITE-DEGRADING
512,A-N,NullBindingControl,0.6305,0.6203,0.5955,0.6003,0.6045,0.582,0.6087,COMPOSITE-DEGRADING
768,A-N,NullBindingControl,0.6386,0.6138,0.6156,0.5841,0.5785,0.562,0.5758,COMPOSITE-DEGRADING
1024,A-N,NullBindingControl,0.6431,0.6135,0.6152,0.6049,0.605,0.5727,0.6121,COMPOSITE-DEGRADING
1536,A-N,NullBindingControl,0.6288,0.6016,0.615,0.59,0.5708,0.5696,0.591,COMPOSITE-DEGRADING
2048,A-N,NullBindingControl,0.6333,0.6195,0.6147,0.6092,0.601,0.5848,0.5961,COMPOSITE-DEGRADING
3072,A-N,NullBindingControl,0.6637,0.6107,0.6094,0.5764,0.572,0.5918,0.5759,COMPOSITE-DEGRADING
4096,A-N,NullBindingControl,0.66,0.5965,0.6226,0.5819,0.5997,0.5567,0.6143,COMPOSITE-DEGRADING
6144,A-N,NullBindingControl,0.6443,0.6204,0.5883,0.6103,0.6036,0.557,0.6112,COMPOSITE-DEGRADING
8192,A-N,NullBindingControl,0.6488,0.6348,0.5977,0.5963,0.5832,0.5601,0.6103,COMPOSITE-DEGRADING
12288,A-N,NullBindingControl,0.6402,0.5968,0.6227,0.6141,0.5964,0.5807,0.6076,COMPOSITE-DEGRADING
16384,A-N,NullBindingControl,0.6449,0.6305,0.5862,0.5946,0.5944,0.5751,0.5972,COMPOSITE-DEGRADING
24576,A-N,NullBindingControl,0.6575,0.624,0.6169,0.603,0.596,0.5606,0.5773,COMPOSITE-DEGRADING
32768,A-N,NullBindingControl,0.6644,0.6076,0.5894,0.6014,0.5919,0.5649,0.6135,COMPOSITE-DEGRADING
65536,A-N,NullBindingControl,0.6446,0.6282,0.5957,0.607,0.5997,0.571,0.6016,COMPOSITE-DEGRADING
131072,A-N,NullBindingControl,0.6271,0.6237,0.6109,0.5798,0.598,0.5768,0.5948,COMPOSITE-DEGRADING
262144,A-N,NullBindingControl,0.6518,0.6302,0.6175,0.613,0.595,0.5869,0.5864,COMPOSITE-DEGRADING
524288,A-N,NullBindingControl,0.6468,0.6174,0.5956,0.5795,0.5844,0.572,0.6,COMPOSITE-DEGRADING
1048576,A-N,NullBindingControl,0.6541,0.6233,0.6156,0.5999,0.5751,0.5592,0.5871,COMPOSITE-DEGRADING
2097152,A-N,NullBindingControl,0.6509,0.6151,0.602,0.5795,0.5702,0.5642,0.603,COMPOSITE-DEGRADING
4194304,A-N,NullBindingControl,0.6235,0.5887,0.5784,0.5902,0.5563,0.5409,0.5643,COMPOSITE-DEGRADING
8388608,A-N,NullBindingControl,0.5963,0.5723,0.584,0.5703,0.5355,0.5274,0.5496,COMPOSITE-DEGRADING
16777216,A-N,NullBindingControl,0.5592,0.5356,0.5254,0.515,0.5228,0.5115,0.5226,COMPOSITE-FAILED
33554432,A-N,NullBindingControl,0.5218,0.4747,0.4723,0.4782,0.4702,0.4594,0.474,COMPOSITE-FAILED
1,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
20,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
40,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
48,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
64,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
80,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
96,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
128,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
160,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
192,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
256,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
320,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
512,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
768,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1024,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1536,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2048,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
3072,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
4096,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
6144,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
8192,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
12288,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
16384,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
24576,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
32768,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
65536,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
131072,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
262144,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
524288,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
1048576,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
2097152,P-A-N,CompositeBindingEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,COMPOSITE-STABLE
