depth,sector,condition,rg_similarity,geometric_coherence,relational_metric_stability,topology_persistence,spatial_transport_alignment,locality_geometry_consistency,recursive_spatialization_gain,classification
48,Neutral,TransportInducedSpatialPersistence,0.9415,0.9215,0.9219,0.8911,0.92,0.9079,0.93,GEOMETRY-STABLE
64,Neutral,TransportInducedSpatialPersistence,0.9557,0.9523,0.8995,0.9029,0.9138,0.9053,0.9183,GEOMETRY-STABLE
80,Neutral,TransportInducedSpatialPersistence,0.9511,0.9181,0.9046,0.9071,0.918,0.8908,0.9248,GEOMETRY-STABLE
96,Neutral,TransportInducedSpatialPersistence,0.94,0.954,0.9189,0.8919,0.92,0.8847,0.93,GEOMETRY-STABLE
128,Neutral,TransportInducedSpatialPersistence,0.96,0.9244,0.9211,0.8873,0.92,0.91,0.93,GEOMETRY-STABLE
160,Neutral,TransportInducedSpatialPersistence,0.96,0.9263,0.8986,0.9252,0.9107,0.8789,0.8989,GEOMETRY-STABLE
192,Neutral,TransportInducedSpatialPersistence,0.96,0.9269,0.9265,0.8858,0.9138,0.8823,0.8974,GEOMETRY-STABLE
256,Neutral,TransportInducedSpatialPersistence,0.9525,0.9446,0.9142,0.9088,0.92,0.91,0.9238,GEOMETRY-STABLE
320,Neutral,TransportInducedSpatialPersistence,0.9439,0.9318,0.9317,0.8942,0.917,0.8912,0.9112,GEOMETRY-STABLE
512,Neutral,TransportInducedSpatialPersistence,0.9394,0.9254,0.9086,0.8899,0.92,0.8885,0.9237,GEOMETRY-STABLE
768,Neutral,TransportInducedSpatialPersistence,0.96,0.9511,0.9169,0.9244,0.917,0.894,0.93,GEOMETRY-STABLE
1024,Neutral,TransportInducedSpatialPersistence,0.96,0.9544,0.9103,0.8991,0.9163,0.9,0.9087,GEOMETRY-STABLE
1536,Neutral,TransportInducedSpatialPersistence,0.9587,0.9319,0.932,0.8866,0.92,0.9097,0.9074,GEOMETRY-STABLE
2048,Neutral,TransportInducedSpatialPersistence,0.9433,0.9205,0.9047,0.8849,0.9073,0.9083,0.9283,GEOMETRY-STABLE
3072,Neutral,TransportInducedSpatialPersistence,0.96,0.9271,0.9047,0.9167,0.92,0.9088,0.8999,GEOMETRY-STABLE
4096,Neutral,TransportInducedSpatialPersistence,0.9427,0.9468,0.9172,0.9048,0.9025,0.8732,0.9197,GEOMETRY-STABLE
6144,Neutral,TransportInducedSpatialPersistence,0.9362,0.9358,0.8908,0.9114,0.9094,0.8882,0.8968,GEOMETRY-STABLE
8192,Neutral,TransportInducedSpatialPersistence,0.9486,0.9415,0.9174,0.9136,0.9012,0.8963,0.9142,GEOMETRY-STABLE
12288,Neutral,TransportInducedSpatialPersistence,0.9556,0.9384,0.9001,0.9068,0.8973,0.9029,0.9116,GEOMETRY-STABLE
16384,Neutral,TransportInducedSpatialPersistence,0.9362,0.9387,0.9151,0.8981,0.92,0.8697,0.907,GEOMETRY-STABLE
24576,Neutral,TransportInducedSpatialPersistence,0.9463,0.9063,0.8833,0.8933,0.8918,0.8824,0.9086,GEOMETRY-STABLE
32768,Neutral,TransportInducedSpatialPersistence,0.927,0.9119,0.8732,0.8616,0.9119,0.8671,0.8766,GEOMETRY-STABLE
65536,Neutral,TransportInducedSpatialPersistence,0.8932,0.8651,0.8484,0.8683,0.8873,0.8226,0.8639,GEOMETRY-BOUNDED
131072,Neutral,TransportInducedSpatialPersistence,0.8534,0.8173,0.8147,0.7979,0.8087,0.8007,0.7972,GEOMETRY-BOUNDED
262144,Neutral,TransportInducedSpatialPersistence,0.7512,0.7288,0.7331,0.7248,0.7355,0.7219,0.7232,GEOMETRY-PARTIAL
1,Neutral,LocalityDrivenGeometricStabilization,0.9494,0.9218,0.9138,0.93,0.9033,0.9063,0.9032,GEOMETRY-STABLE
2,Neutral,LocalityDrivenGeometricStabilization,0.9389,0.9395,0.9283,0.8999,0.8936,0.91,0.9193,GEOMETRY-STABLE
4,Neutral,LocalityDrivenGeometricStabilization,0.96,0.9409,0.8966,0.8998,0.8888,0.91,0.9016,GEOMETRY-STABLE
6,Neutral,LocalityDrivenGeometricStabilization,0.9441,0.9512,0.9038,0.9217,0.8771,0.91,0.9157,GEOMETRY-STABLE
8,Neutral,LocalityDrivenGeometricStabilization,0.955,0.9334,0.9062,0.9007,0.9026,0.897,0.8999,GEOMETRY-STABLE
12,Neutral,LocalityDrivenGeometricStabilization,0.96,0.9197,0.9296,0.8976,0.8962,0.91,0.9016,GEOMETRY-STABLE
16,Neutral,LocalityDrivenGeometricStabilization,0.96,0.9239,0.9183,0.8976,0.9101,0.91,0.93,GEOMETRY-STABLE
20,Neutral,LocalityDrivenGeometricStabilization,0.96,0.941,0.9018,0.93,0.891,0.91,0.93,GEOMETRY-STABLE
24,Neutral,LocalityDrivenGeometricStabilization,0.96,0.9194,0.9198,0.9257,0.8842,0.9009,0.93,GEOMETRY-STABLE
32,Neutral,LocalityDrivenGeometricStabilization,0.96,0.9273,0.899,0.93,0.891,0.91,0.9115,GEOMETRY-STABLE
40,Neutral,LocalityDrivenGeometricStabilization,0.955,0.9344,0.913,0.896,0.8879,0.91,0.9119,GEOMETRY-STABLE
48,Neutral,LocalityDrivenGeometricStabilization,0.96,0.9425,0.8967,0.9142,0.9009,0.9088,0.9072,GEOMETRY-STABLE
64,Neutral,LocalityDrivenGeometricStabilization,0.9403,0.9555,0.9335,0.93,0.8864,0.8995,0.9155,GEOMETRY-STABLE
80,Neutral,LocalityDrivenGeometricStabilization,0.96,0.9446,0.9313,0.9134,0.8999,0.91,0.911,GEOMETRY-STABLE
96,Neutral,LocalityDrivenGeometricStabilization,0.9511,0.9228,0.935,0.9244,0.9002,0.91,0.9126,GEOMETRY-STABLE
128,Neutral,LocalityDrivenGeometricStabilization,0.96,0.9496,0.9191,0.912,0.9014,0.91,0.93,GEOMETRY-STABLE
160,Neutral,LocalityDrivenGeometricStabilization,0.9462,0.9209,0.9177,0.9174,0.8778,0.91,0.9192,GEOMETRY-STABLE
192,Neutral,LocalityDrivenGeometricStabilization,0.96,0.9487,0.9222,0.93,0.8762,0.91,0.9254,GEOMETRY-STABLE
256,Neutral,LocalityDrivenGeometricStabilization,0.96,0.9414,0.9115,0.9125,0.9085,0.91,0.9066,GEOMETRY-STABLE
320,Neutral,LocalityDrivenGeometricStabilization,0.941,0.9332,0.9037,0.9225,0.8929,0.8987,0.9166,GEOMETRY-STABLE
512,Neutral,LocalityDrivenGeometricStabilization,0.9403,0.9181,0.9122,0.93,0.9081,0.91,0.9031,GEOMETRY-STABLE
768,Neutral,LocalityDrivenGeometricStabilization,0.9515,0.93,0.9325,0.9149,0.8836,0.91,0.9136,GEOMETRY-STABLE
1024,Neutral,LocalityDrivenGeometricStabilization,0.9535,0.9494,0.9039,0.9199,0.8842,0.9086,0.9028,GEOMETRY-STABLE
1536,Neutral,LocalityDrivenGeometricStabilization,0.96,0.9507,0.8956,0.909,0.8808,0.91,0.8981,GEOMETRY-STABLE
2048,Neutral,LocalityDrivenGeometricStabilization,0.9521,0.9443,0.9102,0.9115,0.8832,0.9038,0.93,GEOMETRY-STABLE
3072,Neutral,LocalityDrivenGeometricStabilization,0.9491,0.9132,0.8986,0.8957,0.893,0.91,0.9073,GEOMETRY-STABLE
4096,Neutral,LocalityDrivenGeometricStabilization,0.933,0.9253,0.9037,0.8941,0.8865,0.8941,0.9247,GEOMETRY-STABLE
6144,Neutral,LocalityDrivenGeometricStabilization,0.9595,0.94,0.9299,0.9201,0.9029,0.9059,0.9167,GEOMETRY-STABLE
8192,Neutral,LocalityDrivenGeometricStabilization,0.9537,0.9443,0.9255,0.8917,0.874,0.8909,0.9131,GEOMETRY-STABLE
12288,Neutral,LocalityDrivenGeometricStabilization,0.9484,0.9408,0.901,0.9042,0.8997,0.9062,0.9153,GEOMETRY-STABLE
16384,Neutral,LocalityDrivenGeometricStabilization,0.9571,0.9033,0.8872,0.885,0.8774,0.8972,0.8908,GEOMETRY-STABLE
24576,Neutral,LocalityDrivenGeometricStabilization,0.9215,0.9294,0.8832,0.8767,0.8565,0.8914,0.9131,GEOMETRY-STABLE
32768,Neutral,LocalityDrivenGeometricStabilization,0.9329,0.905,0.8884,0.9009,0.8604,0.8938,0.8691,GEOMETRY-STABLE
65536,Neutral,LocalityDrivenGeometricStabilization,0.9156,0.8717,0.8744,0.8672,0.8481,0.875,0.8638,GEOMETRY-BOUNDED
131072,Neutral,LocalityDrivenGeometricStabilization,0.853,0.8359,0.8223,0.818,0.8012,0.7931,0.8143,GEOMETRY-BOUNDED
262144,Neutral,LocalityDrivenGeometricStabilization,0.7548,0.7558,0.7266,0.7105,0.7228,0.7335,0.7207,GEOMETRY-PARTIAL
1,Neutral,RecursiveMetricConsistencyTracking,0.96,0.9374,0.9391,0.9067,0.9083,0.8859,0.93,GEOMETRY-STABLE
2,Neutral,RecursiveMetricConsistencyTracking,0.9524,0.9232,0.94,0.9072,0.8996,0.881,0.93,GEOMETRY-STABLE
4,Neutral,RecursiveMetricConsistencyTracking,0.9484,0.9263,0.94,0.911,0.8793,0.8753,0.9282,GEOMETRY-STABLE
6,Neutral,RecursiveMetricConsistencyTracking,0.96,0.9382,0.94,0.9017,0.8925,0.899,0.9273,GEOMETRY-STABLE
8,Neutral,RecursiveMetricConsistencyTracking,0.96,0.9135,0.94,0.9265,0.892,0.8694,0.93,GEOMETRY-STABLE
12,Neutral,RecursiveMetricConsistencyTracking,0.9351,0.9241,0.94,0.9158,0.8781,0.9013,0.919,GEOMETRY-STABLE
16,Neutral,RecursiveMetricConsistencyTracking,0.9557,0.9403,0.9289,0.8969,0.9059,0.8751,0.924,GEOMETRY-STABLE
20,Neutral,RecursiveMetricConsistencyTracking,0.9415,0.9212,0.94,0.9151,0.8955,0.8897,0.9187,GEOMETRY-STABLE
24,Neutral,RecursiveMetricConsistencyTracking,0.9351,0.9272,0.9307,0.93,0.8833,0.8804,0.9138,GEOMETRY-STABLE
32,Neutral,RecursiveMetricConsistencyTracking,0.9568,0.9437,0.9355,0.9123,0.8947,0.8704,0.9235,GEOMETRY-STABLE
40,Neutral,RecursiveMetricConsistencyTracking,0.9505,0.9373,0.94,0.9216,0.8791,0.8853,0.9184,GEOMETRY-STABLE
48,Neutral,RecursiveMetricConsistencyTracking,0.94,0.9454,0.94,0.93,0.8865,0.8865,0.9029,GEOMETRY-STABLE
64,Neutral,RecursiveMetricConsistencyTracking,0.9582,0.9233,0.94,0.9039,0.8786,0.9001,0.9132,GEOMETRY-STABLE
80,Neutral,RecursiveMetricConsistencyTracking,0.9591,0.9291,0.94,0.9114,0.9017,0.8854,0.909,GEOMETRY-STABLE
96,Neutral,RecursiveMetricConsistencyTracking,0.96,0.9374,0.9306,0.9176,0.8955,0.8916,0.9244,GEOMETRY-STABLE
128,Neutral,RecursiveMetricConsistencyTracking,0.96,0.9075,0.94,0.9227,0.908,0.8681,0.9278,GEOMETRY-STABLE
160,Neutral,RecursiveMetricConsistencyTracking,0.96,0.9371,0.94,0.9221,0.8903,0.8865,0.8989,GEOMETRY-STABLE
192,Neutral,RecursiveMetricConsistencyTracking,0.9477,0.9332,0.94,0.8971,0.8935,0.8877,0.8971,GEOMETRY-STABLE
256,Neutral,RecursiveMetricConsistencyTracking,0.96,0.9368,0.94,0.9163,0.8989,0.8654,0.9137,GEOMETRY-STABLE
320,Neutral,RecursiveMetricConsistencyTracking,0.96,0.9422,0.94,0.9014,0.9062,0.8962,0.9265,GEOMETRY-STABLE
512,Neutral,RecursiveMetricConsistencyTracking,0.9406,0.9223,0.94,0.9168,0.9091,0.8949,0.93,GEOMETRY-STABLE
768,Neutral,RecursiveMetricConsistencyTracking,0.9354,0.9193,0.94,0.9182,0.8993,0.8834,0.9246,GEOMETRY-STABLE
1024,Neutral,RecursiveMetricConsistencyTracking,0.9367,0.9381,0.94,0.907,0.8975,0.8724,0.9135,GEOMETRY-STABLE
1536,Neutral,RecursiveMetricConsistencyTracking,0.9499,0.9432,0.94,0.9242,0.8964,0.8878,0.9125,GEOMETRY-STABLE
2048,Neutral,RecursiveMetricConsistencyTracking,0.9345,0.9278,0.94,0.9221,0.9092,0.8871,0.8946,GEOMETRY-STABLE
3072,Neutral,RecursiveMetricConsistencyTracking,0.96,0.9091,0.9385,0.9062,0.8756,0.8662,0.9121,GEOMETRY-STABLE
4096,Neutral,RecursiveMetricConsistencyTracking,0.9347,0.9291,0.94,0.8944,0.8892,0.8957,0.9052,GEOMETRY-STABLE
6144,Neutral,RecursiveMetricConsistencyTracking,0.9407,0.9013,0.94,0.8971,0.8755,0.8846,0.8992,GEOMETRY-STABLE
8192,Neutral,RecursiveMetricConsistencyTracking,0.9518,0.9302,0.94,0.9149,0.8755,0.8963,0.8935,GEOMETRY-STABLE
12288,Neutral,RecursiveMetricConsistencyTracking,0.9542,0.9168,0.94,0.9095,0.8803,0.8654,0.8884,GEOMETRY-STABLE
16384,Neutral,RecursiveMetricConsistencyTracking,0.9519,0.8942,0.9163,0.9126,0.8966,0.8525,0.9023,GEOMETRY-BOUNDED
24576,Neutral,RecursiveMetricConsistencyTracking,0.9177,0.8859,0.9244,0.8869,0.8685,0.8592,0.901,GEOMETRY-BOUNDED
32768,Neutral,RecursiveMetricConsistencyTracking,0.9382,0.899,0.9333,0.8903,0.8676,0.8658,0.8971,GEOMETRY-BOUNDED
65536,Neutral,RecursiveMetricConsistencyTracking,0.876,0.8569,0.8739,0.8722,0.8312,0.8172,0.8728,GEOMETRY-BOUNDED
131072,Neutral,RecursiveMetricConsistencyTracking,0.8452,0.8141,0.8341,0.7988,0.7779,0.7679,0.8004,GEOMETRY-BOUNDED
262144,Neutral,RecursiveMetricConsistencyTracking,0.7415,0.7259,0.7387,0.7238,0.7193,0.6916,0.7234,GEOMETRY-PARTIAL
1,Neutral,NullGeometryControl,0.6716,0.651,0.6403,0.6104,0.6005,0.5786,0.6263,GEOMETRY-DEGRADING
2,Neutral,NullGeometryControl,0.6716,0.6525,0.6325,0.6087,0.6117,0.5812,0.6231,GEOMETRY-DEGRADING
4,Neutral,NullGeometryControl,0.6841,0.6346,0.64,0.626,0.5939,0.587,0.6068,GEOMETRY-DEGRADING
6,Neutral,NullGeometryControl,0.6808,0.6536,0.6285,0.6103,0.6119,0.5836,0.5997,GEOMETRY-DEGRADING
8,Neutral,NullGeometryControl,0.6837,0.6226,0.6091,0.5998,0.5869,0.5952,0.6205,GEOMETRY-DEGRADING
12,Neutral,NullGeometryControl,0.6534,0.6325,0.6228,0.6143,0.6089,0.5942,0.6078,GEOMETRY-DEGRADING
16,Neutral,NullGeometryControl,0.6514,0.6294,0.6193,0.628,0.6161,0.6099,0.599,GEOMETRY-DEGRADING
20,Neutral,NullGeometryControl,0.6665,0.6489,0.6171,0.6289,0.6239,0.6028,0.6286,GEOMETRY-DEGRADING
24,Neutral,NullGeometryControl,0.6525,0.6299,0.6311,0.6239,0.593,0.6104,0.6079,GEOMETRY-DEGRADING
32,Neutral,NullGeometryControl,0.6661,0.6509,0.6328,0.6015,0.6244,0.5877,0.6355,GEOMETRY-DEGRADING
40,Neutral,NullGeometryControl,0.67,0.6393,0.642,0.62,0.5958,0.6035,0.6263,GEOMETRY-DEGRADING
48,Neutral,NullGeometryControl,0.6777,0.6206,0.628,0.6201,0.6044,0.6064,0.6259,GEOMETRY-DEGRADING
64,Neutral,NullGeometryControl,0.6683,0.6313,0.6336,0.6283,0.593,0.5865,0.6293,GEOMETRY-DEGRADING
80,Neutral,NullGeometryControl,0.6474,0.6493,0.6383,0.6001,0.6131,0.6098,0.6165,GEOMETRY-DEGRADING
96,Neutral,NullGeometryControl,0.6522,0.632,0.6074,0.6332,0.5868,0.6145,0.6075,GEOMETRY-DEGRADING
128,Neutral,NullGeometryControl,0.6619,0.617,0.6253,0.6112,0.6191,0.5983,0.6137,GEOMETRY-DEGRADING
160,Neutral,NullGeometryControl,0.6603,0.6269,0.6262,0.6045,0.6021,0.6095,0.6153,GEOMETRY-DEGRADING
192,Neutral,NullGeometryControl,0.6572,0.6163,0.6207,0.6198,0.6028,0.6136,0.6072,GEOMETRY-DEGRADING
256,Neutral,NullGeometryControl,0.6755,0.6322,0.6229,0.6279,0.6022,0.5959,0.6093,GEOMETRY-DEGRADING
320,Neutral,NullGeometryControl,0.6818,0.6308,0.6434,0.6015,0.6201,0.585,0.6171,GEOMETRY-DEGRADING
512,Neutral,NullGeometryControl,0.6827,0.6455,0.6328,0.6073,0.6162,0.6108,0.6073,GEOMETRY-DEGRADING
768,Neutral,NullGeometryControl,0.6578,0.6335,0.6138,0.6339,0.6248,0.5766,0.6144,GEOMETRY-DEGRADING
1024,Neutral,NullGeometryControl,0.6493,0.6441,0.6275,0.6102,0.5878,0.615,0.617,GEOMETRY-DEGRADING
1536,Neutral,NullGeometryControl,0.6602,0.6405,0.6442,0.6251,0.5992,0.5957,0.6174,GEOMETRY-DEGRADING
2048,Neutral,NullGeometryControl,0.6758,0.6338,0.6354,0.6035,0.6094,0.5807,0.6161,GEOMETRY-DEGRADING
3072,Neutral,NullGeometryControl,0.6776,0.636,0.6267,0.5943,0.6123,0.6116,0.6057,GEOMETRY-DEGRADING
4096,Neutral,NullGeometryControl,0.6451,0.6215,0.6164,0.6085,0.6002,0.5948,0.6023,GEOMETRY-DEGRADING
6144,Neutral,NullGeometryControl,0.675,0.6304,0.61,0.6168,0.6002,0.6003,0.6276,GEOMETRY-DEGRADING
8192,Neutral,NullGeometryControl,0.6636,0.6455,0.6343,0.5948,0.5938,0.5767,0.6178,GEOMETRY-DEGRADING
12288,Neutral,NullGeometryControl,0.664,0.6421,0.6307,0.5981,0.5909,0.6079,0.6024,GEOMETRY-DEGRADING
16384,Neutral,NullGeometryControl,0.6591,0.6132,0.6032,0.6161,0.5793,0.5706,0.589,GEOMETRY-DEGRADING
24576,Neutral,NullGeometryControl,0.6588,0.6336,0.5924,0.6041,0.603,0.5898,0.604,GEOMETRY-DEGRADING
32768,Neutral,NullGeometryControl,0.6363,0.5969,0.6041,0.5983,0.5915,0.5894,0.5812,GEOMETRY-DEGRADING
65536,Neutral,NullGeometryControl,0.6386,0.6035,0.5868,0.5841,0.5618,0.5497,0.5831,GEOMETRY-DEGRADING
131072,Neutral,NullGeometryControl,0.5893,0.5776,0.5368,0.5321,0.538,0.51,0.5303,GEOMETRY-DEGRADING
262144,Neutral,NullGeometryControl,0.5162,0.5131,0.4987,0.483,0.4666,0.4728,0.4813,GEOMETRY-FAILED
1,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-A,EmergentDistanceMetricAnalysis,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
131072,P-A,EmergentDistanceMetricAnalysis,0.9525,0.9207,0.921,0.8946,0.9065,0.8966,0.9155,GEOMETRY-STABLE
262144,P-A,EmergentDistanceMetricAnalysis,0.8593,0.8505,0.8289,0.8035,0.8128,0.7979,0.8217,GEOMETRY-BOUNDED
1,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
20,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
40,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
48,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
64,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
80,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
96,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
128,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
160,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
192,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
256,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
320,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
512,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
768,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1024,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
1536,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2048,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
3072,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
4096,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
6144,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
8192,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
12288,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
16384,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
24576,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
32768,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
65536,P-A,RecursiveTopologyFormation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
131072,P-A,RecursiveTopologyFormation,0.9324,0.9041,0.9206,0.9127,0.8835,0.8711,0.9027,GEOMETRY-STABLE
262144,P-A,RecursiveTopologyFormation,0.8596,0.8127,0.8209,0.8216,0.8112,0.7778,0.8168,GEOMETRY-BOUNDED
1,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
2,P-A,RelationalGeometricCoherenceMapping,0.96,0.96,0.94,0.93,0.92,0.91,0.93,GEOMETRY-STABLE
