depth,sector,condition,rg_similarity,localization_coherence,packet_persistence,bounded_transport_stability,recursive_identity_retention,interference_confinement_strength,localization_gain,classification
768,A-N,ConstructiveInterferenceConfinement,0.9296,0.9352,0.8772,0.8708,0.8769,0.91,0.8964,LOCALIZATION-STABLE
1024,A-N,ConstructiveInterferenceConfinement,0.946,0.906,0.8923,0.8955,0.8839,0.8933,0.8847,LOCALIZATION-STABLE
1536,A-N,ConstructiveInterferenceConfinement,0.9292,0.9148,0.8833,0.8951,0.8893,0.8768,0.9063,LOCALIZATION-STABLE
2048,A-N,ConstructiveInterferenceConfinement,0.9462,0.9189,0.8799,0.8953,0.8731,0.91,0.902,LOCALIZATION-STABLE
3072,A-N,ConstructiveInterferenceConfinement,0.9357,0.8984,0.8821,0.8792,0.8569,0.8854,0.8992,LOCALIZATION-BOUNDED
4096,A-N,ConstructiveInterferenceConfinement,0.9414,0.9299,0.888,0.8748,0.8857,0.8881,0.8998,LOCALIZATION-STABLE
6144,A-N,ConstructiveInterferenceConfinement,0.9378,0.9148,0.9095,0.8969,0.8893,0.8797,0.9137,LOCALIZATION-STABLE
8192,A-N,ConstructiveInterferenceConfinement,0.9422,0.9224,0.9072,0.8859,0.8586,0.91,0.8943,LOCALIZATION-STABLE
12288,A-N,ConstructiveInterferenceConfinement,0.9557,0.9171,0.8796,0.8974,0.875,0.887,0.8939,LOCALIZATION-STABLE
16384,A-N,ConstructiveInterferenceConfinement,0.9392,0.9208,0.9088,0.8921,0.8903,0.8868,0.9094,LOCALIZATION-STABLE
24576,A-N,ConstructiveInterferenceConfinement,0.9535,0.9037,0.8863,0.9043,0.8936,0.8995,0.8966,LOCALIZATION-STABLE
32768,A-N,ConstructiveInterferenceConfinement,0.9495,0.8976,0.9045,0.8996,0.8877,0.884,0.8852,LOCALIZATION-BOUNDED
65536,A-N,ConstructiveInterferenceConfinement,0.9343,0.9068,0.8824,0.8885,0.8636,0.887,0.8822,LOCALIZATION-STABLE
131072,A-N,ConstructiveInterferenceConfinement,0.9498,0.9281,0.8808,0.8769,0.8606,0.9054,0.8956,LOCALIZATION-STABLE
262144,A-N,ConstructiveInterferenceConfinement,0.9179,0.9058,0.8996,0.87,0.8679,0.8911,0.8913,LOCALIZATION-STABLE
524288,A-N,ConstructiveInterferenceConfinement,0.9315,0.8936,0.8869,0.8871,0.842,0.8661,0.8942,LOCALIZATION-BOUNDED
1048576,A-N,ConstructiveInterferenceConfinement,0.9098,0.9031,0.8741,0.8495,0.8313,0.8516,0.8822,LOCALIZATION-BOUNDED
2097152,A-N,ConstructiveInterferenceConfinement,0.8833,0.8487,0.8331,0.8288,0.833,0.8578,0.836,LOCALIZATION-BOUNDED
4194304,A-N,ConstructiveInterferenceConfinement,0.8461,0.7987,0.8071,0.7794,0.7736,0.7861,0.7832,LOCALIZATION-PARTIAL
8388608,A-N,ConstructiveInterferenceConfinement,0.7435,0.7411,0.7219,0.7102,0.6852,0.6989,0.6968,LOCALIZATION-PARTIAL
1,A-N,BoundedPropagationCoherence,0.9473,0.9115,0.8902,0.9023,0.8872,0.8821,0.896,LOCALIZATION-STABLE
2,A-N,BoundedPropagationCoherence,0.9252,0.9056,0.8966,0.9006,0.8896,0.8736,0.8986,LOCALIZATION-STABLE
4,A-N,BoundedPropagationCoherence,0.923,0.9185,0.8864,0.9276,0.8672,0.88,0.89,LOCALIZATION-STABLE
6,A-N,BoundedPropagationCoherence,0.9225,0.9255,0.9004,0.9011,0.8741,0.8831,0.881,LOCALIZATION-STABLE
8,A-N,BoundedPropagationCoherence,0.9531,0.9038,0.8979,0.9202,0.8842,0.8665,0.8989,LOCALIZATION-STABLE
12,A-N,BoundedPropagationCoherence,0.9293,0.9084,0.9118,0.93,0.8986,0.8673,0.8924,LOCALIZATION-STABLE
16,A-N,BoundedPropagationCoherence,0.9516,0.8987,0.9093,0.9001,0.8895,0.883,0.8824,LOCALIZATION-BOUNDED
20,A-N,BoundedPropagationCoherence,0.9406,0.931,0.8807,0.9007,0.8984,0.8734,0.9073,LOCALIZATION-STABLE
24,A-N,BoundedPropagationCoherence,0.9196,0.9226,0.891,0.93,0.8895,0.8524,0.8906,LOCALIZATION-STABLE
32,A-N,BoundedPropagationCoherence,0.9234,0.9106,0.8876,0.9251,0.8657,0.878,0.8867,LOCALIZATION-STABLE
40,A-N,BoundedPropagationCoherence,0.9207,0.9222,0.8944,0.9258,0.8901,0.8792,0.8809,LOCALIZATION-STABLE
48,A-N,BoundedPropagationCoherence,0.9377,0.9029,0.8905,0.8962,0.8702,0.8622,0.8967,LOCALIZATION-STABLE
64,A-N,BoundedPropagationCoherence,0.9415,0.9017,0.9083,0.9252,0.9051,0.8838,0.8761,LOCALIZATION-STABLE
80,A-N,BoundedPropagationCoherence,0.9243,0.9274,0.8766,0.9198,0.8899,0.86,0.8909,LOCALIZATION-STABLE
96,A-N,BoundedPropagationCoherence,0.9473,0.927,0.8955,0.9032,0.9031,0.8536,0.8861,LOCALIZATION-STABLE
128,A-N,BoundedPropagationCoherence,0.9279,0.9281,0.8891,0.9114,0.8872,0.8813,0.889,LOCALIZATION-STABLE
160,A-N,BoundedPropagationCoherence,0.9322,0.9231,0.9105,0.9082,0.8902,0.8617,0.8803,LOCALIZATION-STABLE
192,A-N,BoundedPropagationCoherence,0.9264,0.9293,0.9107,0.913,0.8783,0.8525,0.8914,LOCALIZATION-STABLE
256,A-N,BoundedPropagationCoherence,0.9271,0.9125,0.8887,0.9049,0.8816,0.8591,0.9063,LOCALIZATION-STABLE
320,A-N,BoundedPropagationCoherence,0.918,0.9065,0.9075,0.9243,0.8902,0.8472,0.9044,LOCALIZATION-STABLE
512,A-N,BoundedPropagationCoherence,0.952,0.9108,0.9017,0.9144,0.9033,0.8529,0.8843,LOCALIZATION-STABLE
768,A-N,BoundedPropagationCoherence,0.9519,0.9034,0.8808,0.9016,0.8938,0.8566,0.881,LOCALIZATION-STABLE
1024,A-N,BoundedPropagationCoherence,0.9199,0.9079,0.8941,0.9095,0.8775,0.8519,0.9081,LOCALIZATION-STABLE
1536,A-N,BoundedPropagationCoherence,0.9527,0.9138,0.909,0.9101,0.8992,0.8714,0.8958,LOCALIZATION-STABLE
2048,A-N,BoundedPropagationCoherence,0.9291,0.9071,0.9051,0.9294,0.9036,0.8584,0.9138,LOCALIZATION-STABLE
3072,A-N,BoundedPropagationCoherence,0.9189,0.9183,0.9051,0.93,0.8663,0.8757,0.8945,LOCALIZATION-STABLE
4096,A-N,BoundedPropagationCoherence,0.9332,0.9069,0.9047,0.9144,0.9001,0.8821,0.9056,LOCALIZATION-STABLE
6144,A-N,BoundedPropagationCoherence,0.9455,0.9016,0.8922,0.9166,0.8983,0.8777,0.8791,LOCALIZATION-STABLE
8192,A-N,BoundedPropagationCoherence,0.953,0.9027,0.909,0.9048,0.8919,0.8687,0.9031,LOCALIZATION-STABLE
12288,A-N,BoundedPropagationCoherence,0.9513,0.9248,0.8847,0.912,0.8915,0.8695,0.8929,LOCALIZATION-STABLE
16384,A-N,BoundedPropagationCoherence,0.9444,0.9183,0.881,0.9166,0.8798,0.8819,0.8833,LOCALIZATION-STABLE
24576,A-N,BoundedPropagationCoherence,0.944,0.9284,0.8905,0.9222,0.888,0.8542,0.8913,LOCALIZATION-STABLE
32768,A-N,BoundedPropagationCoherence,0.942,0.9343,0.8806,0.895,0.8893,0.883,0.8825,LOCALIZATION-STABLE
65536,A-N,BoundedPropagationCoherence,0.9345,0.9302,0.8966,0.93,0.8747,0.8506,0.9041,LOCALIZATION-STABLE
131072,A-N,BoundedPropagationCoherence,0.9268,0.8972,0.9026,0.9097,0.893,0.8618,0.8775,LOCALIZATION-BOUNDED
262144,A-N,BoundedPropagationCoherence,0.9251,0.9262,0.8741,0.9214,0.8757,0.8699,0.9054,LOCALIZATION-STABLE
524288,A-N,BoundedPropagationCoherence,0.9352,0.8978,0.8636,0.9173,0.8779,0.8655,0.8845,LOCALIZATION-BOUNDED
1048576,A-N,BoundedPropagationCoherence,0.9256,0.8911,0.8847,0.8777,0.8412,0.8418,0.8654,LOCALIZATION-BOUNDED
2097152,A-N,BoundedPropagationCoherence,0.879,0.8595,0.8256,0.8771,0.8495,0.8016,0.8395,LOCALIZATION-BOUNDED
4194304,A-N,BoundedPropagationCoherence,0.8333,0.8221,0.7758,0.8064,0.7741,0.7637,0.8056,LOCALIZATION-BOUNDED
8388608,A-N,BoundedPropagationCoherence,0.7311,0.7231,0.7141,0.7199,0.6912,0.7008,0.7029,LOCALIZATION-PARTIAL
1,A-N,RecursiveIdentityPreservingTransport,0.9341,0.9033,0.8902,0.9033,0.92,0.8844,0.9019,LOCALIZATION-STABLE
2,A-N,RecursiveIdentityPreservingTransport,0.9451,0.9183,0.892,0.8869,0.8883,0.8582,0.8931,LOCALIZATION-STABLE
4,A-N,RecursiveIdentityPreservingTransport,0.942,0.9164,0.9224,0.8928,0.9139,0.8656,0.8927,LOCALIZATION-STABLE
6,A-N,RecursiveIdentityPreservingTransport,0.9403,0.8999,0.9047,0.9123,0.8994,0.8756,0.8976,LOCALIZATION-BOUNDED
8,A-N,RecursiveIdentityPreservingTransport,0.9437,0.9044,0.8999,0.8778,0.8935,0.8692,0.8845,LOCALIZATION-STABLE
12,A-N,RecursiveIdentityPreservingTransport,0.9549,0.9201,0.9206,0.9055,0.8883,0.8545,0.8763,LOCALIZATION-STABLE
16,A-N,RecursiveIdentityPreservingTransport,0.9348,0.9198,0.8915,0.8881,0.9028,0.866,0.8905,LOCALIZATION-STABLE
20,A-N,RecursiveIdentityPreservingTransport,0.9512,0.9066,0.9243,0.9049,0.9143,0.8475,0.8855,LOCALIZATION-STABLE
24,A-N,RecursiveIdentityPreservingTransport,0.9523,0.904,0.9151,0.8828,0.8952,0.8699,0.8854,LOCALIZATION-STABLE
32,A-N,RecursiveIdentityPreservingTransport,0.9471,0.9237,0.9001,0.8972,0.904,0.8793,0.878,LOCALIZATION-STABLE
40,A-N,RecursiveIdentityPreservingTransport,0.9431,0.911,0.9114,0.8978,0.92,0.876,0.8896,LOCALIZATION-STABLE
48,A-N,RecursiveIdentityPreservingTransport,0.9358,0.8905,0.9099,0.8943,0.92,0.8466,0.9125,LOCALIZATION-BOUNDED
64,A-N,RecursiveIdentityPreservingTransport,0.9437,0.9196,0.8876,0.906,0.9128,0.8507,0.9001,LOCALIZATION-STABLE
80,A-N,RecursiveIdentityPreservingTransport,0.9403,0.9078,0.9197,0.8863,0.8903,0.8662,0.8757,LOCALIZATION-STABLE
96,A-N,RecursiveIdentityPreservingTransport,0.9204,0.911,0.9136,0.9013,0.9175,0.8804,0.907,LOCALIZATION-STABLE
128,A-N,RecursiveIdentityPreservingTransport,0.9334,0.9107,0.8974,0.9108,0.9095,0.8722,0.8778,LOCALIZATION-STABLE
160,A-N,RecursiveIdentityPreservingTransport,0.942,0.9157,0.8893,0.8922,0.8991,0.849,0.8763,LOCALIZATION-STABLE
192,A-N,RecursiveIdentityPreservingTransport,0.9537,0.9038,0.8981,0.8794,0.8972,0.869,0.9029,LOCALIZATION-STABLE
256,A-N,RecursiveIdentityPreservingTransport,0.9484,0.9098,0.8989,0.8882,0.9003,0.8797,0.8773,LOCALIZATION-STABLE
320,A-N,RecursiveIdentityPreservingTransport,0.9199,0.9142,0.8926,0.9035,0.92,0.8574,0.8856,LOCALIZATION-STABLE
512,A-N,RecursiveIdentityPreservingTransport,0.9233,0.9109,0.8871,0.902,0.9002,0.846,0.8926,LOCALIZATION-STABLE
768,A-N,RecursiveIdentityPreservingTransport,0.9547,0.8862,0.911,0.902,0.8907,0.8702,0.8965,LOCALIZATION-BOUNDED
1024,A-N,RecursiveIdentityPreservingTransport,0.9431,0.9149,0.9022,0.8885,0.9038,0.8534,0.8953,LOCALIZATION-STABLE
1536,A-N,RecursiveIdentityPreservingTransport,0.9282,0.8907,0.9014,0.8763,0.9187,0.8624,0.9148,LOCALIZATION-BOUNDED
2048,A-N,RecursiveIdentityPreservingTransport,0.9519,0.9104,0.9211,0.9072,0.8932,0.8712,0.9084,LOCALIZATION-STABLE
3072,A-N,RecursiveIdentityPreservingTransport,0.9291,0.8865,0.8981,0.879,0.9014,0.8581,0.9155,LOCALIZATION-BOUNDED
4096,A-N,RecursiveIdentityPreservingTransport,0.9473,0.9135,0.8958,0.8809,0.9074,0.8649,0.9087,LOCALIZATION-STABLE
6144,A-N,RecursiveIdentityPreservingTransport,0.941,0.9129,0.908,0.9085,0.9078,0.8651,0.907,LOCALIZATION-STABLE
8192,A-N,RecursiveIdentityPreservingTransport,0.94,0.8889,0.9205,0.8942,0.9007,0.8776,0.9097,LOCALIZATION-BOUNDED
12288,A-N,RecursiveIdentityPreservingTransport,0.9212,0.889,0.9094,0.8896,0.8926,0.8499,0.8863,LOCALIZATION-BOUNDED
16384,A-N,RecursiveIdentityPreservingTransport,0.9357,0.9067,0.9142,0.9068,0.9122,0.8506,0.9034,LOCALIZATION-STABLE
24576,A-N,RecursiveIdentityPreservingTransport,0.9412,0.891,0.9245,0.8932,0.8918,0.8477,0.8771,LOCALIZATION-BOUNDED
32768,A-N,RecursiveIdentityPreservingTransport,0.9179,0.9033,0.9168,0.8758,0.9177,0.8681,0.9062,LOCALIZATION-STABLE
65536,A-N,RecursiveIdentityPreservingTransport,0.9505,0.9008,0.8843,0.8807,0.887,0.8509,0.9112,LOCALIZATION-STABLE
131072,A-N,RecursiveIdentityPreservingTransport,0.9148,0.8838,0.9094,0.8745,0.9042,0.874,0.9067,LOCALIZATION-BOUNDED
262144,A-N,RecursiveIdentityPreservingTransport,0.9147,0.8959,0.8909,0.9062,0.8928,0.8556,0.8698,LOCALIZATION-BOUNDED
524288,A-N,RecursiveIdentityPreservingTransport,0.9168,0.8934,0.872,0.8807,0.8763,0.8615,0.8858,LOCALIZATION-BOUNDED
1048576,A-N,RecursiveIdentityPreservingTransport,0.8977,0.8656,0.8762,0.8857,0.8704,0.847,0.8578,LOCALIZATION-BOUNDED
2097152,A-N,RecursiveIdentityPreservingTransport,0.8682,0.8364,0.8492,0.8433,0.8644,0.8184,0.8554,LOCALIZATION-BOUNDED
4194304,A-N,RecursiveIdentityPreservingTransport,0.8281,0.8122,0.8064,0.7877,0.8066,0.7788,0.8067,LOCALIZATION-BOUNDED
8388608,A-N,RecursiveIdentityPreservingTransport,0.7301,0.7197,0.7235,0.7161,0.7132,0.6997,0.7056,LOCALIZATION-PARTIAL
1,A-N,LocalizationStabilityPerturbation,0.9325,0.9105,0.8869,0.866,0.8803,0.8644,0.9054,LOCALIZATION-STABLE
2,A-N,LocalizationStabilityPerturbation,0.9486,0.8961,0.8988,0.8713,0.8942,0.8605,0.9164,LOCALIZATION-BOUNDED
4,A-N,LocalizationStabilityPerturbation,0.9257,0.933,0.9121,0.8894,0.8836,0.8801,0.9077,LOCALIZATION-STABLE
6,A-N,LocalizationStabilityPerturbation,0.915,0.9167,0.9128,0.8753,0.8922,0.8642,0.9178,LOCALIZATION-STABLE
8,A-N,LocalizationStabilityPerturbation,0.9413,0.9073,0.902,0.8858,0.8931,0.8611,0.93,LOCALIZATION-STABLE
12,A-N,LocalizationStabilityPerturbation,0.9393,0.9347,0.8918,0.8772,0.8914,0.8595,0.9011,LOCALIZATION-STABLE
16,A-N,LocalizationStabilityPerturbation,0.9124,0.9087,0.8777,0.9039,0.8912,0.8719,0.9284,LOCALIZATION-STABLE
20,A-N,LocalizationStabilityPerturbation,0.9238,0.9008,0.8974,0.8857,0.895,0.8637,0.9128,LOCALIZATION-STABLE
24,A-N,LocalizationStabilityPerturbation,0.9433,0.9219,0.8997,0.8993,0.8967,0.8468,0.9256,LOCALIZATION-STABLE
32,A-N,LocalizationStabilityPerturbation,0.927,0.9238,0.9051,0.8783,0.8729,0.8554,0.905,LOCALIZATION-STABLE
40,A-N,LocalizationStabilityPerturbation,0.9408,0.919,0.8906,0.8898,0.8683,0.8681,0.9244,LOCALIZATION-STABLE
48,A-N,LocalizationStabilityPerturbation,0.9363,0.9198,0.889,0.8805,0.8913,0.8575,0.8957,LOCALIZATION-STABLE
64,A-N,LocalizationStabilityPerturbation,0.9271,0.8965,0.8766,0.897,0.8926,0.8461,0.9213,LOCALIZATION-BOUNDED
80,A-N,LocalizationStabilityPerturbation,0.9291,0.9182,0.8831,0.8817,0.8986,0.871,0.9293,LOCALIZATION-STABLE
96,A-N,LocalizationStabilityPerturbation,0.9239,0.9205,0.8901,0.8735,0.8722,0.8546,0.9075,LOCALIZATION-STABLE
128,A-N,LocalizationStabilityPerturbation,0.9269,0.9028,0.9063,0.8687,0.8867,0.8732,0.9121,LOCALIZATION-STABLE
160,A-N,LocalizationStabilityPerturbation,0.9339,0.9094,0.8863,0.8876,0.8793,0.8829,0.915,LOCALIZATION-STABLE
192,A-N,LocalizationStabilityPerturbation,0.9343,0.9097,0.8794,0.8657,0.8964,0.872,0.914,LOCALIZATION-STABLE
256,A-N,LocalizationStabilityPerturbation,0.9314,0.8984,0.894,0.8883,0.8739,0.8551,0.928,LOCALIZATION-BOUNDED
320,A-N,LocalizationStabilityPerturbation,0.9251,0.911,0.9127,0.8992,0.8947,0.8709,0.9209,LOCALIZATION-STABLE
512,A-N,LocalizationStabilityPerturbation,0.9318,0.9068,0.9095,0.8872,0.8954,0.8696,0.9157,LOCALIZATION-STABLE
768,A-N,LocalizationStabilityPerturbation,0.9154,0.9005,0.8939,0.8898,0.8671,0.8534,0.93,LOCALIZATION-STABLE
1024,A-N,LocalizationStabilityPerturbation,0.9228,0.9278,0.8993,0.8759,0.8868,0.8829,0.8967,LOCALIZATION-STABLE
1536,A-N,LocalizationStabilityPerturbation,0.9228,0.9028,0.8783,0.9019,0.8843,0.8463,0.9202,LOCALIZATION-STABLE
2048,A-N,LocalizationStabilityPerturbation,0.9309,0.9118,0.914,0.8943,0.8776,0.8835,0.8973,LOCALIZATION-STABLE
3072,A-N,LocalizationStabilityPerturbation,0.948,0.935,0.9031,0.8725,0.8971,0.8723,0.9165,LOCALIZATION-STABLE
4096,A-N,LocalizationStabilityPerturbation,0.9496,0.9173,0.888,0.873,0.8719,0.8619,0.9226,LOCALIZATION-STABLE
6144,A-N,LocalizationStabilityPerturbation,0.9387,0.9177,0.9011,0.8902,0.8958,0.8809,0.9054,LOCALIZATION-STABLE
8192,A-N,LocalizationStabilityPerturbation,0.9228,0.9148,0.9102,0.8671,0.8878,0.8734,0.93,LOCALIZATION-STABLE
12288,A-N,LocalizationStabilityPerturbation,0.9486,0.9032,0.8761,0.8669,0.8897,0.8564,0.92,LOCALIZATION-STABLE
16384,A-N,LocalizationStabilityPerturbation,0.9438,0.9135,0.895,0.8849,0.884,0.8745,0.9146,LOCALIZATION-STABLE
24576,A-N,LocalizationStabilityPerturbation,0.9327,0.9236,0.9023,0.8671,0.8946,0.8791,0.9141,LOCALIZATION-STABLE
32768,A-N,LocalizationStabilityPerturbation,0.9217,0.9111,0.8863,0.9041,0.8778,0.8564,0.9056,LOCALIZATION-STABLE
65536,A-N,LocalizationStabilityPerturbation,0.9372,0.925,0.8793,0.8954,0.8837,0.8667,0.9244,LOCALIZATION-STABLE
131072,A-N,LocalizationStabilityPerturbation,0.9408,0.9135,0.8733,0.865,0.8739,0.8774,0.9249,LOCALIZATION-STABLE
262144,A-N,LocalizationStabilityPerturbation,0.9368,0.8913,0.8839,0.879,0.8861,0.8752,0.9029,LOCALIZATION-BOUNDED
524288,A-N,LocalizationStabilityPerturbation,0.9095,0.8876,0.8904,0.8663,0.8807,0.8468,0.9047,LOCALIZATION-BOUNDED
1048576,A-N,LocalizationStabilityPerturbation,0.8951,0.873,0.8765,0.8753,0.8657,0.8195,0.87,LOCALIZATION-BOUNDED
2097152,A-N,LocalizationStabilityPerturbation,0.8799,0.8741,0.8229,0.8414,0.8454,0.8307,0.8459,LOCALIZATION-BOUNDED
4194304,A-N,LocalizationStabilityPerturbation,0.8397,0.7965,0.7806,0.781,0.7946,0.7806,0.8025,LOCALIZATION-PARTIAL
8388608,A-N,LocalizationStabilityPerturbation,0.7272,0.7161,0.7108,0.7141,0.699,0.6903,0.7194,LOCALIZATION-PARTIAL
1,A-N,NullLocalizationControl,0.6403,0.5962,0.6248,0.5843,0.5833,0.5641,0.5907,LOCALIZATION-DEGRADING
2,A-N,NullLocalizationControl,0.6574,0.614,0.6194,0.5822,0.6054,0.5693,0.5885,LOCALIZATION-DEGRADING
4,A-N,NullLocalizationControl,0.6528,0.5959,0.5936,0.5811,0.5954,0.5924,0.6014,LOCALIZATION-DEGRADING
6,A-N,NullLocalizationControl,0.6542,0.6112,0.5956,0.5836,0.5739,0.5898,0.5891,LOCALIZATION-DEGRADING
8,A-N,NullLocalizationControl,0.6441,0.6235,0.6218,0.6121,0.6009,0.5835,0.589,LOCALIZATION-DEGRADING
12,A-N,NullLocalizationControl,0.655,0.6059,0.6149,0.5862,0.5891,0.5834,0.5759,LOCALIZATION-DEGRADING
16,A-N,NullLocalizationControl,0.6499,0.6145,0.6222,0.6126,0.5993,0.5586,0.6069,LOCALIZATION-DEGRADING
20,A-N,NullLocalizationControl,0.6432,0.634,0.6018,0.582,0.5934,0.5619,0.5866,LOCALIZATION-DEGRADING
24,A-N,NullLocalizationControl,0.6284,0.6203,0.5946,0.5906,0.578,0.5753,0.6003,LOCALIZATION-DEGRADING
32,A-N,NullLocalizationControl,0.636,0.6005,0.6159,0.5808,0.5694,0.5793,0.5886,LOCALIZATION-DEGRADING
40,A-N,NullLocalizationControl,0.6547,0.6319,0.6025,0.6023,0.5838,0.5683,0.6048,LOCALIZATION-DEGRADING
48,A-N,NullLocalizationControl,0.6286,0.6153,0.5975,0.6014,0.6021,0.577,0.5956,LOCALIZATION-DEGRADING
64,A-N,NullLocalizationControl,0.6603,0.6342,0.5864,0.6077,0.5721,0.5698,0.5997,LOCALIZATION-DEGRADING
80,A-N,NullLocalizationControl,0.6346,0.6119,0.5924,0.5949,0.5973,0.5908,0.5907,LOCALIZATION-DEGRADING
96,A-N,NullLocalizationControl,0.6521,0.6087,0.5907,0.5908,0.5988,0.5884,0.5957,LOCALIZATION-DEGRADING
128,A-N,NullLocalizationControl,0.6493,0.6078,0.5871,0.5996,0.5822,0.5911,0.5844,LOCALIZATION-DEGRADING
160,A-N,NullLocalizationControl,0.6599,0.6235,0.5871,0.5834,0.5726,0.5877,0.6117,LOCALIZATION-DEGRADING
192,A-N,NullLocalizationControl,0.6516,0.6254,0.6104,0.5775,0.6017,0.5766,0.5989,LOCALIZATION-DEGRADING
256,A-N,NullLocalizationControl,0.6458,0.6143,0.6248,0.5848,0.6037,0.5595,0.5871,LOCALIZATION-DEGRADING
320,A-N,NullLocalizationControl,0.633,0.5992,0.6057,0.5807,0.5664,0.5721,0.6051,LOCALIZATION-DEGRADING
512,A-N,NullLocalizationControl,0.6282,0.6188,0.5872,0.578,0.5931,0.5784,0.5915,LOCALIZATION-DEGRADING
768,A-N,NullLocalizationControl,0.6367,0.6174,0.6084,0.5945,0.5995,0.5948,0.6055,LOCALIZATION-DEGRADING
1024,A-N,NullLocalizationControl,0.6642,0.6092,0.6203,0.6097,0.5773,0.5614,0.5785,LOCALIZATION-DEGRADING
1536,A-N,NullLocalizationControl,0.6364,0.6262,0.6228,0.5975,0.5893,0.5953,0.5855,LOCALIZATION-DEGRADING
2048,A-N,NullLocalizationControl,0.6607,0.6195,0.5988,0.5943,0.5958,0.5888,0.6107,LOCALIZATION-DEGRADING
3072,A-N,NullLocalizationControl,0.6442,0.6143,0.6066,0.5948,0.577,0.571,0.5786,LOCALIZATION-DEGRADING
4096,A-N,NullLocalizationControl,0.6414,0.6266,0.6081,0.6085,0.6019,0.5596,0.5873,LOCALIZATION-DEGRADING
6144,A-N,NullLocalizationControl,0.6525,0.5964,0.6211,0.6112,0.5673,0.5716,0.5869,LOCALIZATION-DEGRADING
8192,A-N,NullLocalizationControl,0.6466,0.6035,0.6249,0.6049,0.5813,0.5661,0.6104,LOCALIZATION-DEGRADING
12288,A-N,NullLocalizationControl,0.6494,0.597,0.5919,0.58,0.5978,0.5569,0.5896,LOCALIZATION-DEGRADING
16384,A-N,NullLocalizationControl,0.6378,0.5996,0.61,0.6105,0.6035,0.5768,0.602,LOCALIZATION-DEGRADING
24576,A-N,NullLocalizationControl,0.6367,0.6016,0.6113,0.5825,0.5935,0.5847,0.5898,LOCALIZATION-DEGRADING
32768,A-N,NullLocalizationControl,0.6392,0.6013,0.5913,0.6056,0.6039,0.5756,0.5815,LOCALIZATION-DEGRADING
65536,A-N,NullLocalizationControl,0.6385,0.6008,0.5961,0.6045,0.5709,0.5629,0.585,LOCALIZATION-DEGRADING
131072,A-N,NullLocalizationControl,0.6406,0.6037,0.5967,0.6001,0.584,0.5599,0.6027,LOCALIZATION-DEGRADING
262144,A-N,NullLocalizationControl,0.6507,0.6202,0.585,0.5838,0.5815,0.5903,0.603,LOCALIZATION-DEGRADING
524288,A-N,NullLocalizationControl,0.6389,0.6025,0.5826,0.591,0.5602,0.5693,0.5741,LOCALIZATION-DEGRADING
1048576,A-N,NullLocalizationControl,0.6177,0.5882,0.5677,0.57,0.5824,0.5464,0.5867,LOCALIZATION-DEGRADING
2097152,A-N,NullLocalizationControl,0.5948,0.5788,0.5647,0.5483,0.5484,0.5278,0.5532,LOCALIZATION-DEGRADING
4194304,A-N,NullLocalizationControl,0.5877,0.5479,0.5387,0.5386,0.5039,0.4915,0.5442,LOCALIZATION-FAILED
8388608,A-N,NullLocalizationControl,0.4981,0.4893,0.478,0.4852,0.4544,0.4556,0.4713,LOCALIZATION-FAILED
1,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
2,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
4,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
6,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
8,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
12,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
16,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
20,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
24,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
32,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
40,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
48,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
64,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
80,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
96,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
128,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
160,P-A-N,LocalizedPacketEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,LOCALIZATION-STABLE
