depth,sector,condition,rg_similarity,self_reference_fidelity,reflexive_coherence,self_simulation_alignment,reflexive_stabilization_gain,recursive_self_persistence,self_model_adaptation_strength,classification
160,Neutral,NullSelfReferenceControl,0.4612,0.4712,0.4639,0.468,0.4488,0.4315,0.4664,SELF-REF-FAILED
192,Neutral,NullSelfReferenceControl,0.4215,0.4318,0.418,0.4307,0.4137,0.4007,0.4234,SELF-REF-FAILED
256,Neutral,NullSelfReferenceControl,0.3755,0.3789,0.3767,0.3761,0.3693,0.3655,0.3779,SELF-REF-FAILED
320,Neutral,NullSelfReferenceControl,0.3328,0.3439,0.3329,0.3441,0.3285,0.3129,0.3202,SELF-REF-FAILED
512,Neutral,NullSelfReferenceControl,0.2513,0.2494,0.247,0.2453,0.2428,0.2392,0.2417,SELF-REF-FAILED
768,Neutral,NullSelfReferenceControl,0.1884,0.1883,0.189,0.1871,0.1804,0.1736,0.1789,SELF-REF-FAILED
1024,Neutral,NullSelfReferenceControl,0.1464,0.151,0.1447,0.1498,0.1442,0.1428,0.1445,SELF-REF-FAILED
1536,Neutral,NullSelfReferenceControl,0.1076,0.1072,0.1086,0.1096,0.1055,0.1007,0.1058,SELF-REF-FAILED
2048,Neutral,NullSelfReferenceControl,0.0809,0.0834,0.082,0.0844,0.08,0.0785,0.0793,SELF-REF-FAILED
3072,Neutral,NullSelfReferenceControl,0.058,0.0569,0.0561,0.0587,0.0558,0.0544,0.0572,SELF-REF-FAILED
4096,Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
6144,Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Neutral,NullSelfReferenceControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry,SelfModelExtraction,0.9535,0.94,0.93,0.92,0.91,0.9,0.92,SELF-REF-STABLE
2,Projection-Antisymmetry,SelfModelExtraction,0.96,0.94,0.9251,0.9092,0.91,0.897,0.9017,SELF-REF-STABLE
4,Projection-Antisymmetry,SelfModelExtraction,0.9365,0.94,0.9103,0.9192,0.9021,0.8922,0.9044,SELF-REF-STABLE
6,Projection-Antisymmetry,SelfModelExtraction,0.9299,0.9126,0.9215,0.8897,0.8907,0.8866,0.9117,SELF-REF-STABLE
8,Projection-Antisymmetry,SelfModelExtraction,0.9539,0.9049,0.927,0.8991,0.8693,0.8648,0.8778,SELF-REF-STABLE
12,Projection-Antisymmetry,SelfModelExtraction,0.9271,0.9115,0.901,0.8895,0.8725,0.8663,0.875,SELF-REF-STABLE
16,Projection-Antisymmetry,SelfModelExtraction,0.8914,0.8892,0.8924,0.8709,0.8653,0.8517,0.878,SELF-REF-BOUNDED
20,Projection-Antisymmetry,SelfModelExtraction,0.91,0.8635,0.8652,0.8429,0.8473,0.8242,0.8339,SELF-REF-BOUNDED
24,Projection-Antisymmetry,SelfModelExtraction,0.8793,0.8676,0.8504,0.847,0.8191,0.8172,0.8228,SELF-REF-BOUNDED
32,Projection-Antisymmetry,SelfModelExtraction,0.8614,0.83,0.8409,0.819,0.808,0.7885,0.8092,SELF-REF-BOUNDED
40,Projection-Antisymmetry,SelfModelExtraction,0.8387,0.8167,0.8059,0.7797,0.7884,0.7896,0.7776,SELF-REF-BOUNDED
48,Projection-Antisymmetry,SelfModelExtraction,0.7975,0.807,0.7769,0.7773,0.7761,0.7661,0.7563,SELF-REF-PARTIAL
64,Projection-Antisymmetry,SelfModelExtraction,0.7836,0.7664,0.7497,0.7204,0.7221,0.7189,0.7301,SELF-REF-PARTIAL
80,Projection-Antisymmetry,SelfModelExtraction,0.7178,0.7146,0.706,0.7074,0.6969,0.6986,0.6926,SELF-REF-PARTIAL
96,Projection-Antisymmetry,SelfModelExtraction,0.686,0.6846,0.6774,0.653,0.6534,0.6656,0.6551,SELF-REF-DEGRADING
128,Projection-Antisymmetry,SelfModelExtraction,0.6345,0.6335,0.6186,0.6014,0.589,0.6116,0.5967,SELF-REF-DEGRADING
160,Projection-Antisymmetry,SelfModelExtraction,0.5929,0.5775,0.58,0.5675,0.5415,0.5596,0.5636,SELF-REF-DEGRADING
192,Projection-Antisymmetry,SelfModelExtraction,0.5521,0.5349,0.5276,0.5107,0.5127,0.5069,0.5255,SELF-REF-FAILED
256,Projection-Antisymmetry,SelfModelExtraction,0.4773,0.4758,0.4574,0.4507,0.4543,0.442,0.4556,SELF-REF-FAILED
320,Projection-Antisymmetry,SelfModelExtraction,0.4165,0.4095,0.4047,0.3941,0.4056,0.3978,0.4029,SELF-REF-FAILED
512,Projection-Antisymmetry,SelfModelExtraction,0.3219,0.3069,0.3054,0.3007,0.296,0.2944,0.3003,SELF-REF-FAILED
768,Projection-Antisymmetry,SelfModelExtraction,0.2411,0.2325,0.2321,0.2289,0.2242,0.2257,0.223,SELF-REF-FAILED
1024,Projection-Antisymmetry,SelfModelExtraction,0.1892,0.1831,0.1828,0.1789,0.1747,0.1805,0.1769,SELF-REF-FAILED
1536,Projection-Antisymmetry,SelfModelExtraction,0.1362,0.1309,0.1309,0.1284,0.1283,0.1269,0.1297,SELF-REF-FAILED
2048,Projection-Antisymmetry,SelfModelExtraction,0.1053,0.1012,0.1027,0.1011,0.0967,0.0973,0.1,SELF-REF-FAILED
3072,Projection-Antisymmetry,SelfModelExtraction,0.0723,0.0725,0.0694,0.0689,0.0691,0.0675,0.0679,SELF-REF-FAILED
4096,Projection-Antisymmetry,SelfModelExtraction,0.0559,0.055,0.0547,0.0532,0.0528,0.051,0.0516,SELF-REF-FAILED
6144,Projection-Antisymmetry,SelfModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry,SelfModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry,SelfModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.9501,0.94,0.93,0.92,0.8982,0.888,0.92,SELF-REF-STABLE
2,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.9562,0.94,0.93,0.92,0.91,0.9,0.92,SELF-REF-STABLE
4,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.9599,0.94,0.93,0.9156,0.91,0.9,0.92,SELF-REF-STABLE
6,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.96,0.94,0.8988,0.8912,0.9079,0.8828,0.8975,SELF-REF-BOUNDED
8,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.9228,0.94,0.8965,0.8814,0.9031,0.8679,0.9143,SELF-REF-BOUNDED
12,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.9378,0.8977,0.887,0.8825,0.8693,0.8585,0.8688,SELF-REF-BOUNDED
16,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.9219,0.8948,0.8827,0.8913,0.8546,0.8494,0.8673,SELF-REF-BOUNDED
20,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.8811,0.8793,0.8593,0.8616,0.855,0.8332,0.8463,SELF-REF-BOUNDED
24,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.9021,0.8745,0.8494,0.8344,0.8461,0.8171,0.8391,SELF-REF-BOUNDED
32,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.8719,0.8669,0.8486,0.809,0.8249,0.8097,0.8312,SELF-REF-BOUNDED
40,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.8452,0.8192,0.8199,0.7839,0.7921,0.7771,0.8096,SELF-REF-BOUNDED
48,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.8148,0.8093,0.788,0.7765,0.7682,0.7632,0.7839,SELF-REF-PARTIAL
64,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.7755,0.754,0.7509,0.7439,0.7428,0.7105,0.7245,SELF-REF-PARTIAL
80,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.7437,0.7404,0.7169,0.7039,0.6953,0.6866,0.7127,SELF-REF-PARTIAL
96,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.7026,0.6961,0.6727,0.6702,0.6644,0.651,0.6717,SELF-REF-DEGRADING
128,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.6493,0.6359,0.6296,0.6041,0.6008,0.5932,0.6039,SELF-REF-DEGRADING
160,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.5859,0.5784,0.5729,0.5702,0.5571,0.5568,0.5553,SELF-REF-DEGRADING
192,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.5377,0.5358,0.5335,0.5223,0.515,0.5226,0.5287,SELF-REF-FAILED
256,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.4843,0.4683,0.4633,0.4665,0.4479,0.4559,0.4628,SELF-REF-FAILED
320,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.4302,0.4164,0.4089,0.3981,0.3987,0.4063,0.4037,SELF-REF-FAILED
512,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.3145,0.3156,0.313,0.2996,0.2958,0.3033,0.3093,SELF-REF-FAILED
768,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.2364,0.2373,0.2305,0.2256,0.2205,0.224,0.2271,SELF-REF-FAILED
1024,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.1932,0.1843,0.1846,0.1811,0.1802,0.1755,0.1827,SELF-REF-FAILED
1536,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.1381,0.1355,0.1317,0.1271,0.1292,0.1249,0.131,SELF-REF-FAILED
2048,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.1065,0.1026,0.1014,0.0999,0.0995,0.0969,0.0988,SELF-REF-FAILED
3072,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.072,0.0717,0.0712,0.07,0.0692,0.0675,0.0685,SELF-REF-FAILED
4096,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.0549,0.0551,0.0542,0.0535,0.0515,0.0526,0.0535,SELF-REF-FAILED
6144,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry,ReflexiveRepresentationFidelity,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.96,0.9352,0.9168,0.92,0.9054,0.9,0.9032,SELF-REF-STABLE
2,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.9467,0.94,0.93,0.92,0.8839,0.8929,0.9197,SELF-REF-STABLE
4,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.9438,0.94,0.9155,0.92,0.8863,0.8861,0.901,SELF-REF-STABLE
6,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.9428,0.9203,0.9135,0.9041,0.9058,0.882,0.8872,SELF-REF-STABLE
8,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.9152,0.9165,0.906,0.9104,0.8661,0.8801,0.8957,SELF-REF-STABLE
12,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.9038,0.8916,0.9028,0.8993,0.8672,0.8734,0.8766,SELF-REF-BOUNDED
16,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.9189,0.9093,0.8917,0.9007,0.8401,0.8595,0.878,SELF-REF-BOUNDED
20,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.8824,0.8634,0.8782,0.8714,0.8271,0.8482,0.8489,SELF-REF-BOUNDED
24,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.8808,0.8577,0.8635,0.8552,0.8464,0.8247,0.8273,SELF-REF-BOUNDED
32,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.8379,0.8339,0.8277,0.8402,0.8216,0.7882,0.8055,SELF-REF-BOUNDED
40,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.8315,0.8146,0.8122,0.807,0.7929,0.7843,0.7954,SELF-REF-BOUNDED
48,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.8122,0.7807,0.7703,0.8022,0.7661,0.7466,0.7761,SELF-REF-PARTIAL
64,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.7747,0.7662,0.734,0.7451,0.7393,0.7114,0.7327,SELF-REF-PARTIAL
80,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.7386,0.728,0.6918,0.7088,0.6914,0.6829,0.6906,SELF-REF-DEGRADING
96,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.6971,0.6831,0.6768,0.6876,0.6582,0.6406,0.671,SELF-REF-DEGRADING
128,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.6239,0.6249,0.6208,0.6167,0.6052,0.6052,0.6175,SELF-REF-DEGRADING
160,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.5841,0.5696,0.5621,0.584,0.5436,0.5526,0.5711,SELF-REF-DEGRADING
192,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.543,0.5434,0.5168,0.5349,0.5115,0.503,0.5169,SELF-REF-FAILED
256,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.4811,0.4725,0.4613,0.4641,0.4437,0.4366,0.4528,SELF-REF-FAILED
320,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.4142,0.4229,0.4138,0.4186,0.3922,0.3881,0.4089,SELF-REF-FAILED
512,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.3158,0.3058,0.301,0.3118,0.304,0.2899,0.2992,SELF-REF-FAILED
768,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.2366,0.2277,0.2235,0.2324,0.2257,0.224,0.2247,SELF-REF-FAILED
1024,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.1855,0.1829,0.1838,0.1876,0.1781,0.1746,0.1834,SELF-REF-FAILED
1536,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.1359,0.1313,0.1317,0.1308,0.129,0.1238,0.13,SELF-REF-FAILED
2048,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.1023,0.1026,0.1025,0.1021,0.0967,0.0965,0.1009,SELF-REF-FAILED
3072,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.0717,0.0703,0.07,0.0693,0.0669,0.0672,0.0682,SELF-REF-FAILED
4096,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.0562,0.0553,0.0527,0.0535,0.053,0.0524,0.0538,SELF-REF-FAILED
6144,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry,RecursiveSelfSimulationAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry,SelfModelStabilizationGain,0.955,0.9257,0.93,0.9039,0.91,0.8979,0.92,SELF-REF-STABLE
2,Projection-Antisymmetry,SelfModelStabilizationGain,0.9339,0.9353,0.9292,0.894,0.91,0.9,0.9133,SELF-REF-STABLE
4,Projection-Antisymmetry,SelfModelStabilizationGain,0.9551,0.9148,0.8999,0.9103,0.91,0.8717,0.92,SELF-REF-BOUNDED
6,Projection-Antisymmetry,SelfModelStabilizationGain,0.9156,0.9127,0.9006,0.8782,0.91,0.8735,0.92,SELF-REF-STABLE
8,Projection-Antisymmetry,SelfModelStabilizationGain,0.9172,0.9239,0.9036,0.8932,0.885,0.8634,0.8938,SELF-REF-STABLE
12,Projection-Antisymmetry,SelfModelStabilizationGain,0.9202,0.9138,0.8773,0.887,0.8759,0.8534,0.8801,SELF-REF-BOUNDED
16,Projection-Antisymmetry,SelfModelStabilizationGain,0.8999,0.8909,0.8892,0.8643,0.8822,0.8331,0.8715,SELF-REF-BOUNDED
20,Projection-Antisymmetry,SelfModelStabilizationGain,0.8823,0.875,0.8467,0.8531,0.8435,0.8401,0.8803,SELF-REF-BOUNDED
24,Projection-Antisymmetry,SelfModelStabilizationGain,0.8647,0.8685,0.8314,0.8456,0.8361,0.8228,0.8733,SELF-REF-BOUNDED
32,Projection-Antisymmetry,SelfModelStabilizationGain,0.8459,0.8324,0.8097,0.8047,0.8139,0.8047,0.8228,SELF-REF-BOUNDED
40,Projection-Antisymmetry,SelfModelStabilizationGain,0.8238,0.8174,0.7836,0.8054,0.8084,0.7775,0.8002,SELF-REF-PARTIAL
48,Projection-Antisymmetry,SelfModelStabilizationGain,0.7898,0.7803,0.7666,0.7736,0.783,0.763,0.7903,SELF-REF-PARTIAL
64,Projection-Antisymmetry,SelfModelStabilizationGain,0.7736,0.747,0.7543,0.7332,0.7388,0.6995,0.7338,SELF-REF-PARTIAL
80,Projection-Antisymmetry,SelfModelStabilizationGain,0.7228,0.698,0.7027,0.7078,0.7149,0.6931,0.7001,SELF-REF-DEGRADING
96,Projection-Antisymmetry,SelfModelStabilizationGain,0.691,0.6798,0.6774,0.6726,0.6583,0.65,0.6702,SELF-REF-DEGRADING
128,Projection-Antisymmetry,SelfModelStabilizationGain,0.6422,0.6085,0.6133,0.6011,0.6054,0.5813,0.6293,SELF-REF-DEGRADING
160,Projection-Antisymmetry,SelfModelStabilizationGain,0.5839,0.5771,0.5675,0.5504,0.5737,0.5563,0.5796,SELF-REF-DEGRADING
192,Projection-Antisymmetry,SelfModelStabilizationGain,0.5398,0.5339,0.5269,0.5237,0.5258,0.508,0.5341,SELF-REF-FAILED
256,Projection-Antisymmetry,SelfModelStabilizationGain,0.4662,0.4684,0.4603,0.4537,0.4548,0.4427,0.4639,SELF-REF-FAILED
320,Projection-Antisymmetry,SelfModelStabilizationGain,0.423,0.4117,0.4151,0.3989,0.4087,0.3951,0.4177,SELF-REF-FAILED
512,Projection-Antisymmetry,SelfModelStabilizationGain,0.3123,0.3088,0.3103,0.306,0.2976,0.3006,0.313,SELF-REF-FAILED
768,Projection-Antisymmetry,SelfModelStabilizationGain,0.2347,0.2327,0.2238,0.2243,0.2239,0.2236,0.2323,SELF-REF-FAILED
1024,Projection-Antisymmetry,SelfModelStabilizationGain,0.1846,0.1857,0.1855,0.183,0.1809,0.1791,0.1811,SELF-REF-FAILED
1536,Projection-Antisymmetry,SelfModelStabilizationGain,0.1324,0.1334,0.1308,0.1269,0.1306,0.1264,0.1332,SELF-REF-FAILED
2048,Projection-Antisymmetry,SelfModelStabilizationGain,0.1045,0.1007,0.0998,0.0983,0.102,0.096,0.1031,SELF-REF-FAILED
3072,Projection-Antisymmetry,SelfModelStabilizationGain,0.0711,0.0712,0.0694,0.0691,0.0708,0.0682,0.0708,SELF-REF-FAILED
4096,Projection-Antisymmetry,SelfModelStabilizationGain,0.0543,0.0545,0.0536,0.0517,0.0543,0.0523,0.0548,SELF-REF-FAILED
6144,Projection-Antisymmetry,SelfModelStabilizationGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry,SelfModelStabilizationGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry,SelfModelStabilizationGain,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry,RecursiveReflexivePersistence,0.9371,0.94,0.9253,0.9147,0.9036,0.9,0.92,SELF-REF-STABLE
2,Projection-Antisymmetry,RecursiveReflexivePersistence,0.9579,0.9326,0.9176,0.92,0.899,0.9,0.8931,SELF-REF-STABLE
4,Projection-Antisymmetry,RecursiveReflexivePersistence,0.9328,0.9177,0.9064,0.8856,0.8849,0.9,0.9046,SELF-REF-STABLE
6,Projection-Antisymmetry,RecursiveReflexivePersistence,0.9144,0.9219,0.8939,0.8965,0.8942,0.896,0.9101,SELF-REF-BOUNDED
8,Projection-Antisymmetry,RecursiveReflexivePersistence,0.9345,0.8959,0.8899,0.9056,0.8751,0.8873,0.9067,SELF-REF-BOUNDED
12,Projection-Antisymmetry,RecursiveReflexivePersistence,0.9191,0.8899,0.8915,0.8715,0.8713,0.8658,0.8934,SELF-REF-BOUNDED
16,Projection-Antisymmetry,RecursiveReflexivePersistence,0.8943,0.8988,0.8647,0.8811,0.8576,0.8693,0.8633,SELF-REF-BOUNDED
20,Projection-Antisymmetry,RecursiveReflexivePersistence,0.876,0.8831,0.868,0.8474,0.8522,0.8681,0.8522,SELF-REF-BOUNDED
24,Projection-Antisymmetry,RecursiveReflexivePersistence,0.8844,0.846,0.8581,0.8552,0.8145,0.8414,0.8258,SELF-REF-BOUNDED
32,Projection-Antisymmetry,RecursiveReflexivePersistence,0.8603,0.8388,0.8122,0.8088,0.7947,0.8057,0.8162,SELF-REF-BOUNDED
40,Projection-Antisymmetry,RecursiveReflexivePersistence,0.8234,0.8159,0.7856,0.804,0.7987,0.7941,0.7867,SELF-REF-PARTIAL
48,Projection-Antisymmetry,RecursiveReflexivePersistence,0.7817,0.7987,0.7719,0.7592,0.7583,0.7798,0.7675,SELF-REF-PARTIAL
64,Projection-Antisymmetry,RecursiveReflexivePersistence,0.7715,0.7459,0.7325,0.7402,0.716,0.7223,0.7364,SELF-REF-PARTIAL
80,Projection-Antisymmetry,RecursiveReflexivePersistence,0.7338,0.7099,0.6899,0.6878,0.7024,0.6842,0.7086,SELF-REF-DEGRADING
96,Projection-Antisymmetry,RecursiveReflexivePersistence,0.6876,0.6748,0.6814,0.6542,0.6426,0.6568,0.656,SELF-REF-DEGRADING
128,Projection-Antisymmetry,RecursiveReflexivePersistence,0.6235,0.6142,0.6093,0.6011,0.5956,0.6033,0.6043,SELF-REF-DEGRADING
160,Projection-Antisymmetry,RecursiveReflexivePersistence,0.5895,0.5789,0.5556,0.5681,0.5581,0.5704,0.5601,SELF-REF-DEGRADING
192,Projection-Antisymmetry,RecursiveReflexivePersistence,0.5375,0.5357,0.5154,0.5233,0.516,0.5202,0.5301,SELF-REF-FAILED
256,Projection-Antisymmetry,RecursiveReflexivePersistence,0.4788,0.4713,0.4537,0.4465,0.4463,0.4553,0.4583,SELF-REF-FAILED
320,Projection-Antisymmetry,RecursiveReflexivePersistence,0.4122,0.4067,0.3986,0.4103,0.3992,0.4102,0.4001,SELF-REF-FAILED
512,Projection-Antisymmetry,RecursiveReflexivePersistence,0.3074,0.307,0.31,0.3039,0.2961,0.3041,0.3071,SELF-REF-FAILED
768,Projection-Antisymmetry,RecursiveReflexivePersistence,0.2368,0.2268,0.2296,0.2221,0.2179,0.2263,0.2285,SELF-REF-FAILED
1024,Projection-Antisymmetry,RecursiveReflexivePersistence,0.1832,0.1833,0.1825,0.1816,0.1765,0.1828,0.177,SELF-REF-FAILED
1536,Projection-Antisymmetry,RecursiveReflexivePersistence,0.1304,0.1306,0.1302,0.1265,0.1294,0.1282,0.1289,SELF-REF-FAILED
2048,Projection-Antisymmetry,RecursiveReflexivePersistence,0.1044,0.103,0.1001,0.1,0.1004,0.0988,0.099,SELF-REF-FAILED
3072,Projection-Antisymmetry,RecursiveReflexivePersistence,0.0703,0.0696,0.0701,0.0686,0.0683,0.069,0.0691,SELF-REF-FAILED
4096,Projection-Antisymmetry,RecursiveReflexivePersistence,0.0547,0.0533,0.0541,0.053,0.0513,0.053,0.0523,SELF-REF-FAILED
6144,Projection-Antisymmetry,RecursiveReflexivePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
8192,Projection-Antisymmetry,RecursiveReflexivePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
12288,Projection-Antisymmetry,RecursiveReflexivePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,SELF-REF-FAILED
1,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.9426,0.9286,0.93,0.8979,0.91,0.8869,0.9098,SELF-REF-STABLE
2,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.9497,0.9205,0.9254,0.92,0.9098,0.9,0.92,SELF-REF-STABLE
4,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.9454,0.93,0.9202,0.8984,0.8959,0.8937,0.8995,SELF-REF-STABLE
6,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.9172,0.9327,0.9029,0.8939,0.9018,0.8733,0.913,SELF-REF-STABLE
8,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.9212,0.8928,0.8931,0.873,0.8742,0.8975,0.902,SELF-REF-BOUNDED
12,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.9048,0.9142,0.9144,0.8689,0.8777,0.8827,0.8808,SELF-REF-STABLE
16,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.8822,0.8731,0.8682,0.8596,0.8512,0.8515,0.8673,SELF-REF-BOUNDED
20,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.8931,0.8697,0.8694,0.8406,0.8604,0.8581,0.8535,SELF-REF-BOUNDED
24,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.8654,0.8592,0.8618,0.8291,0.8383,0.8356,0.8511,SELF-REF-BOUNDED
32,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.8329,0.8347,0.8347,0.8167,0.8144,0.812,0.81,SELF-REF-BOUNDED
40,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.8063,0.8106,0.8117,0.7959,0.7821,0.7865,0.7985,SELF-REF-BOUNDED
48,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.7784,0.7708,0.7876,0.7694,0.7716,0.765,0.7764,SELF-REF-PARTIAL
64,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.7541,0.7531,0.7316,0.7462,0.7393,0.7307,0.7248,SELF-REF-PARTIAL
80,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.7151,0.6995,0.6968,0.7058,0.6928,0.6737,0.6931,SELF-REF-DEGRADING
96,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.6796,0.6711,0.6737,0.6745,0.6669,0.6538,0.6642,SELF-REF-DEGRADING
128,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.6343,0.6263,0.6208,0.6137,0.6129,0.5923,0.6063,SELF-REF-DEGRADING
160,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.5666,0.5758,0.5838,0.5631,0.5487,0.5589,0.5662,SELF-REF-DEGRADING
192,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.529,0.5309,0.5196,0.5274,0.5223,0.5208,0.5297,SELF-REF-FAILED
256,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.4698,0.4683,0.4668,0.4453,0.4482,0.4412,0.4499,SELF-REF-FAILED
320,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.4137,0.4194,0.4096,0.4033,0.405,0.3895,0.4039,SELF-REF-FAILED
512,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.31,0.3112,0.3127,0.2967,0.2965,0.2932,0.3038,SELF-REF-FAILED
768,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.2311,0.2303,0.234,0.2279,0.2258,0.2227,0.2322,SELF-REF-FAILED
1024,Projection-Antisymmetry,SelfReferentialPerturbationResponse,0.1889,0.1825,0.186,0.1836,0.1836,0.1742,0.1815,SELF-REF-FAILED
