depth,sector,condition,rg_similarity,representation_fidelity,internal_model_coherence,simulation_alignment,predictive_model_gain,recursive_representation_persistence,model_adaptation_strength,classification
1,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.96,0.94,0.93,0.9116,0.9072,0.9,0.92,MODEL-STABLE
2,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.96,0.94,0.93,0.92,0.91,0.9,0.9173,MODEL-STABLE
4,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.96,0.927,0.9084,0.9183,0.8904,0.8907,0.9001,MODEL-STABLE
6,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.934,0.909,0.9242,0.8855,0.8864,0.8774,0.9149,MODEL-STABLE
8,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.9368,0.9165,0.879,0.8954,0.8948,0.8872,0.8747,MODEL-BOUNDED
12,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.9033,0.893,0.8802,0.8804,0.8572,0.8572,0.869,MODEL-BOUNDED
16,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.8786,0.8781,0.8636,0.8614,0.8234,0.846,0.8594,MODEL-BOUNDED
20,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.8522,0.8452,0.8368,0.8387,0.826,0.8106,0.8474,MODEL-BOUNDED
24,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.8352,0.8482,0.811,0.8114,0.802,0.7916,0.8042,MODEL-BOUNDED
32,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.8152,0.8073,0.7992,0.7872,0.7752,0.7513,0.7848,MODEL-PARTIAL
40,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.7776,0.781,0.7683,0.7478,0.7405,0.7418,0.7421,MODEL-PARTIAL
48,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.7492,0.7355,0.7341,0.7283,0.7121,0.714,0.7277,MODEL-PARTIAL
64,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.6865,0.7066,0.6707,0.6626,0.6557,0.6666,0.6578,MODEL-DEGRADING
80,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.6426,0.6603,0.6458,0.627,0.6291,0.626,0.6195,MODEL-DEGRADING
96,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.6257,0.6129,0.5939,0.5929,0.5876,0.5764,0.5994,MODEL-DEGRADING
128,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.5491,0.5495,0.5248,0.5211,0.5236,0.5054,0.5195,MODEL-FAILED
160,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.4972,0.4819,0.4866,0.4733,0.4727,0.4544,0.4768,MODEL-FAILED
192,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.4412,0.4456,0.4399,0.4369,0.4256,0.4246,0.4233,MODEL-FAILED
256,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.3873,0.3799,0.3674,0.3637,0.3644,0.3516,0.37,MODEL-FAILED
320,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.3294,0.3298,0.3167,0.32,0.3121,0.3143,0.3159,MODEL-FAILED
512,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.2382,0.2347,0.2279,0.2252,0.2248,0.2181,0.232,MODEL-FAILED
768,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.1719,0.169,0.1705,0.1648,0.1651,0.1615,0.1684,MODEL-FAILED
1024,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.1344,0.1346,0.1309,0.1314,0.1294,0.1247,0.1309,MODEL-FAILED
1536,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.0928,0.0923,0.0907,0.0923,0.0897,0.089,0.0921,MODEL-FAILED
2048,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.0714,0.0723,0.069,0.0683,0.0702,0.0696,0.0711,MODEL-FAILED
3072,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Antisymmetry,RepresentationFidelityAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.9512,0.94,0.9176,0.92,0.91,0.8826,0.92,MODEL-STABLE
2,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.96,0.94,0.93,0.9137,0.8943,0.8845,0.9141,MODEL-STABLE
4,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.9363,0.94,0.8936,0.92,0.891,0.8697,0.9184,MODEL-BOUNDED
6,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.9107,0.9179,0.9107,0.92,0.8923,0.8745,0.8964,MODEL-STABLE
8,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.9186,0.9218,0.8935,0.8855,0.8772,0.8431,0.8847,MODEL-BOUNDED
12,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.8947,0.8872,0.8756,0.8847,0.8426,0.8266,0.8505,MODEL-BOUNDED
16,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.8703,0.8604,0.8545,0.8412,0.8307,0.8381,0.8495,MODEL-BOUNDED
20,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.8617,0.8659,0.8458,0.8254,0.8306,0.8171,0.8363,MODEL-BOUNDED
24,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.8231,0.8384,0.8147,0.8056,0.8053,0.7712,0.7981,MODEL-BOUNDED
32,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.8125,0.8119,0.7782,0.7724,0.7623,0.75,0.7713,MODEL-PARTIAL
40,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.7795,0.7815,0.7614,0.7487,0.7225,0.7276,0.7349,MODEL-PARTIAL
48,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.7312,0.7459,0.7368,0.7182,0.715,0.6861,0.7263,MODEL-PARTIAL
64,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.6898,0.6927,0.6591,0.6857,0.6444,0.6401,0.6685,MODEL-DEGRADING
80,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.6438,0.6342,0.615,0.6459,0.6033,0.6119,0.6306,MODEL-DEGRADING
96,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.6044,0.5911,0.6023,0.5859,0.5644,0.5749,0.5745,MODEL-DEGRADING
128,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.5408,0.5268,0.5347,0.5369,0.507,0.5079,0.5141,MODEL-FAILED
160,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.4985,0.4843,0.4639,0.4822,0.4652,0.4662,0.4663,MODEL-FAILED
192,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.4476,0.4417,0.4346,0.4386,0.425,0.4135,0.4283,MODEL-FAILED
256,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.3804,0.3814,0.3654,0.3719,0.3651,0.3571,0.3691,MODEL-FAILED
320,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.3331,0.3194,0.3169,0.3157,0.3143,0.3088,0.3113,MODEL-FAILED
512,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.2318,0.237,0.2239,0.2322,0.2254,0.2167,0.224,MODEL-FAILED
768,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.1674,0.1687,0.1658,0.1682,0.1609,0.1582,0.1641,MODEL-FAILED
1024,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.1312,0.1326,0.1296,0.1338,0.1251,0.128,0.1264,MODEL-FAILED
1536,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.0937,0.0944,0.0905,0.0924,0.0902,0.0885,0.0886,MODEL-FAILED
2048,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.0708,0.0714,0.0708,0.0706,0.0691,0.0683,0.0697,MODEL-FAILED
3072,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Antisymmetry,SimulatedPerturbationEvaluation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.9376,0.9293,0.93,0.92,0.91,0.8963,0.919,MODEL-STABLE
2,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.9554,0.94,0.9085,0.9035,0.9096,0.8822,0.92,MODEL-STABLE
4,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.9443,0.9317,0.905,0.8962,0.91,0.8906,0.901,MODEL-STABLE
6,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.9093,0.8962,0.9103,0.8752,0.91,0.8689,0.9088,MODEL-BOUNDED
8,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.8952,0.9104,0.894,0.883,0.8936,0.8619,0.8805,MODEL-BOUNDED
12,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.8819,0.8649,0.8826,0.8707,0.8768,0.8331,0.8647,MODEL-BOUNDED
16,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.8628,0.8537,0.8543,0.8556,0.8469,0.82,0.871,MODEL-BOUNDED
20,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.8357,0.8354,0.818,0.8202,0.8183,0.7948,0.84,MODEL-BOUNDED
24,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.842,0.8303,0.8285,0.8117,0.817,0.8,0.832,MODEL-BOUNDED
32,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.8141,0.778,0.7703,0.7705,0.7831,0.7621,0.7765,MODEL-PARTIAL
40,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.7855,0.7626,0.7467,0.74,0.755,0.7149,0.7668,MODEL-PARTIAL
48,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.7481,0.722,0.7174,0.7139,0.729,0.7042,0.7364,MODEL-PARTIAL
64,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.6865,0.6685,0.6606,0.6655,0.6856,0.6506,0.6892,MODEL-DEGRADING
80,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.6503,0.63,0.6213,0.6298,0.639,0.6008,0.6349,MODEL-DEGRADING
96,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.6088,0.6027,0.5916,0.5722,0.5959,0.5711,0.5925,MODEL-DEGRADING
128,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.5443,0.5202,0.5236,0.513,0.5165,0.5066,0.5237,MODEL-FAILED
160,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.4893,0.4796,0.4725,0.4636,0.4804,0.4483,0.4796,MODEL-FAILED
192,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.4483,0.4283,0.4379,0.4199,0.4331,0.4139,0.4406,MODEL-FAILED
256,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.3795,0.3663,0.3718,0.3622,0.3612,0.3583,0.368,MODEL-FAILED
320,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.3322,0.3218,0.3164,0.3094,0.3241,0.3012,0.3218,MODEL-FAILED
512,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.2308,0.2258,0.224,0.2223,0.23,0.2167,0.2262,MODEL-FAILED
768,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.1683,0.1656,0.1647,0.164,0.1633,0.1569,0.1669,MODEL-FAILED
1024,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.1344,0.1336,0.1311,0.1256,0.127,0.1235,0.1331,MODEL-FAILED
1536,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.0938,0.0935,0.0896,0.0896,0.0919,0.0889,0.092,MODEL-FAILED
2048,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.0727,0.0717,0.0711,0.0702,0.0711,0.0675,0.0717,MODEL-FAILED
3072,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Antisymmetry,PredictiveModelAdaptationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Antisymmetry,RecursiveSimulationPersistence,0.9532,0.9357,0.9296,0.896,0.8885,0.9,0.9116,MODEL-STABLE
2,Projection-Antisymmetry,RecursiveSimulationPersistence,0.9572,0.9363,0.9227,0.9148,0.8945,0.9,0.8912,MODEL-STABLE
4,Projection-Antisymmetry,RecursiveSimulationPersistence,0.9156,0.9045,0.9121,0.8895,0.8883,0.9,0.8805,MODEL-STABLE
6,Projection-Antisymmetry,RecursiveSimulationPersistence,0.9021,0.9137,0.8876,0.8979,0.8685,0.8977,0.8937,MODEL-BOUNDED
8,Projection-Antisymmetry,RecursiveSimulationPersistence,0.9097,0.9156,0.8992,0.8857,0.8836,0.894,0.8674,MODEL-BOUNDED
12,Projection-Antisymmetry,RecursiveSimulationPersistence,0.8999,0.8785,0.8502,0.8604,0.8442,0.8513,0.8696,MODEL-BOUNDED
16,Projection-Antisymmetry,RecursiveSimulationPersistence,0.8642,0.8418,0.8525,0.8344,0.8363,0.8392,0.8442,MODEL-BOUNDED
20,Projection-Antisymmetry,RecursiveSimulationPersistence,0.8392,0.8508,0.837,0.8138,0.8129,0.8358,0.8379,MODEL-BOUNDED
24,Projection-Antisymmetry,RecursiveSimulationPersistence,0.846,0.8206,0.8186,0.7888,0.7839,0.7924,0.8053,MODEL-BOUNDED
32,Projection-Antisymmetry,RecursiveSimulationPersistence,0.7827,0.7774,0.7862,0.7843,0.7486,0.7575,0.7797,MODEL-PARTIAL
40,Projection-Antisymmetry,RecursiveSimulationPersistence,0.752,0.7527,0.746,0.756,0.7405,0.7512,0.7285,MODEL-PARTIAL
48,Projection-Antisymmetry,RecursiveSimulationPersistence,0.7252,0.7433,0.7175,0.7012,0.7041,0.7258,0.7008,MODEL-PARTIAL
64,Projection-Antisymmetry,RecursiveSimulationPersistence,0.6833,0.6867,0.6776,0.6649,0.6439,0.6711,0.6719,MODEL-DEGRADING
80,Projection-Antisymmetry,RecursiveSimulationPersistence,0.6354,0.6245,0.6281,0.6231,0.6149,0.6174,0.6133,MODEL-DEGRADING
96,Projection-Antisymmetry,RecursiveSimulationPersistence,0.5926,0.5867,0.6008,0.5916,0.5767,0.5945,0.5722,MODEL-DEGRADING
128,Projection-Antisymmetry,RecursiveSimulationPersistence,0.5445,0.5343,0.529,0.5182,0.5048,0.5151,0.5308,MODEL-FAILED
160,Projection-Antisymmetry,RecursiveSimulationPersistence,0.4921,0.4861,0.4807,0.4651,0.4671,0.4622,0.4643,MODEL-FAILED
192,Projection-Antisymmetry,RecursiveSimulationPersistence,0.4319,0.432,0.4368,0.4344,0.4195,0.4263,0.4204,MODEL-FAILED
256,Projection-Antisymmetry,RecursiveSimulationPersistence,0.3772,0.3722,0.3671,0.3649,0.3641,0.3629,0.3579,MODEL-FAILED
320,Projection-Antisymmetry,RecursiveSimulationPersistence,0.3279,0.3264,0.3147,0.3078,0.3052,0.3086,0.3109,MODEL-FAILED
512,Projection-Antisymmetry,RecursiveSimulationPersistence,0.2298,0.2272,0.2283,0.2219,0.2193,0.2231,0.228,MODEL-FAILED
768,Projection-Antisymmetry,RecursiveSimulationPersistence,0.1675,0.1691,0.1682,0.1642,0.1588,0.1667,0.1628,MODEL-FAILED
1024,Projection-Antisymmetry,RecursiveSimulationPersistence,0.1306,0.131,0.128,0.1286,0.127,0.1297,0.1261,MODEL-FAILED
1536,Projection-Antisymmetry,RecursiveSimulationPersistence,0.0934,0.0914,0.0889,0.0881,0.0902,0.09,0.0907,MODEL-FAILED
2048,Projection-Antisymmetry,RecursiveSimulationPersistence,0.0707,0.0705,0.0698,0.0683,0.0682,0.07,0.0696,MODEL-FAILED
3072,Projection-Antisymmetry,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Antisymmetry,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Antisymmetry,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Antisymmetry,RecursiveSimulationPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.9499,0.94,0.93,0.92,0.9037,0.9,0.92,MODEL-STABLE
2,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.917,0.9301,0.9242,0.9151,0.9011,0.8881,0.92,MODEL-STABLE
4,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.9367,0.9189,0.9014,0.88,0.8813,0.8886,0.92,MODEL-STABLE
6,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.9019,0.9045,0.9174,0.894,0.8865,0.8756,0.914,MODEL-STABLE
8,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.8969,0.906,0.9126,0.891,0.8773,0.8864,0.8722,MODEL-STABLE
12,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.864,0.8651,0.8611,0.8767,0.8774,0.8682,0.8565,MODEL-BOUNDED
16,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.8695,0.8487,0.8754,0.8317,0.8316,0.83,0.8386,MODEL-BOUNDED
20,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.8303,0.85,0.8368,0.8387,0.8126,0.7999,0.8176,MODEL-BOUNDED
24,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.8237,0.8089,0.8116,0.8011,0.7929,0.8036,0.8153,MODEL-BOUNDED
32,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.7922,0.8003,0.8011,0.7747,0.787,0.767,0.78,MODEL-BOUNDED
40,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.7553,0.7539,0.7514,0.7576,0.7457,0.7237,0.7376,MODEL-PARTIAL
48,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.7281,0.7295,0.7336,0.7194,0.7286,0.7137,0.7071,MODEL-PARTIAL
64,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.6913,0.6869,0.6754,0.6596,0.6561,0.6643,0.6805,MODEL-DEGRADING
80,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.6407,0.6411,0.6311,0.6174,0.626,0.6046,0.6319,MODEL-DEGRADING
96,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.6088,0.6059,0.6032,0.5912,0.5757,0.5784,0.5873,MODEL-DEGRADING
128,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.5227,0.5246,0.5331,0.5233,0.5249,0.5128,0.5234,MODEL-FAILED
160,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.4778,0.481,0.4847,0.4663,0.4604,0.4656,0.4678,MODEL-FAILED
192,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.4298,0.4346,0.438,0.4179,0.4286,0.4177,0.4361,MODEL-FAILED
256,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.3764,0.3751,0.3765,0.3676,0.3612,0.3524,0.3724,MODEL-FAILED
320,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.3159,0.3175,0.3151,0.3152,0.3199,0.3174,0.3234,MODEL-FAILED
512,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.2301,0.2313,0.226,0.2297,0.2232,0.218,0.2233,MODEL-FAILED
768,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.1711,0.1639,0.1653,0.1642,0.1655,0.1625,0.1672,MODEL-FAILED
1024,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.1303,0.1307,0.1287,0.1289,0.1279,0.1266,0.1307,MODEL-FAILED
1536,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.091,0.0925,0.0904,0.0893,0.0911,0.0882,0.0922,MODEL-FAILED
2048,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.072,0.0703,0.0709,0.0687,0.0703,0.0692,0.0692,MODEL-FAILED
3072,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Antisymmetry,ModelDrivenStabilizationTesting,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Antisymmetry,NullRepresentationControl,0.7715,0.7806,0.7367,0.7558,0.7379,0.7384,0.7432,MODEL-PARTIAL
2,Projection-Antisymmetry,NullRepresentationControl,0.7565,0.7729,0.767,0.7469,0.719,0.715,0.7334,MODEL-PARTIAL
4,Projection-Antisymmetry,NullRepresentationControl,0.723,0.7441,0.7347,0.7347,0.7421,0.7277,0.7157,MODEL-PARTIAL
6,Projection-Antisymmetry,NullRepresentationControl,0.7179,0.7469,0.7469,0.7479,0.7207,0.6893,0.7402,MODEL-PARTIAL
8,Projection-Antisymmetry,NullRepresentationControl,0.7151,0.744,0.7401,0.7346,0.7077,0.6995,0.6983,MODEL-PARTIAL
12,Projection-Antisymmetry,NullRepresentationControl,0.7034,0.7247,0.7112,0.7254,0.7079,0.6638,0.7068,MODEL-PARTIAL
16,Projection-Antisymmetry,NullRepresentationControl,0.6848,0.709,0.6992,0.7159,0.6633,0.6532,0.6894,MODEL-DEGRADING
20,Projection-Antisymmetry,NullRepresentationControl,0.6706,0.7023,0.689,0.702,0.6624,0.6633,0.6752,MODEL-DEGRADING
24,Projection-Antisymmetry,NullRepresentationControl,0.6643,0.6577,0.65,0.6752,0.6366,0.6514,0.6558,MODEL-DEGRADING
32,Projection-Antisymmetry,NullRepresentationControl,0.6528,0.6308,0.6324,0.6542,0.6051,0.5961,0.6171,MODEL-DEGRADING
40,Projection-Antisymmetry,NullRepresentationControl,0.6277,0.6072,0.616,0.6093,0.6034,0.5928,0.5987,MODEL-DEGRADING
48,Projection-Antisymmetry,NullRepresentationControl,0.598,0.5994,0.5893,0.5882,0.5673,0.5695,0.5928,MODEL-DEGRADING
64,Projection-Antisymmetry,NullRepresentationControl,0.5502,0.5479,0.5424,0.5474,0.5308,0.5137,0.5515,MODEL-FAILED
80,Projection-Antisymmetry,NullRepresentationControl,0.5058,0.5075,0.5135,0.5274,0.507,0.4905,0.5151,MODEL-FAILED
96,Projection-Antisymmetry,NullRepresentationControl,0.4888,0.4756,0.4723,0.4998,0.4624,0.4612,0.4767,MODEL-FAILED
128,Projection-Antisymmetry,NullRepresentationControl,0.4281,0.4439,0.4251,0.4354,0.4138,0.421,0.4315,MODEL-FAILED
160,Projection-Antisymmetry,NullRepresentationControl,0.3796,0.4001,0.3787,0.3875,0.3778,0.3669,0.383,MODEL-FAILED
192,Projection-Antisymmetry,NullRepresentationControl,0.3452,0.3564,0.3475,0.3509,0.3388,0.3324,0.3389,MODEL-FAILED
256,Projection-Antisymmetry,NullRepresentationControl,0.3001,0.2987,0.3043,0.3001,0.2901,0.2947,0.2885,MODEL-FAILED
320,Projection-Antisymmetry,NullRepresentationControl,0.2629,0.2667,0.2545,0.2615,0.2564,0.2484,0.2511,MODEL-FAILED
512,Projection-Antisymmetry,NullRepresentationControl,0.1838,0.1846,0.1855,0.1847,0.1798,0.1798,0.1848,MODEL-FAILED
768,Projection-Antisymmetry,NullRepresentationControl,0.1346,0.137,0.1375,0.1384,0.1304,0.1295,0.1334,MODEL-FAILED
1024,Projection-Antisymmetry,NullRepresentationControl,0.1074,0.1088,0.1059,0.1092,0.1009,0.1006,0.1062,MODEL-FAILED
1536,Projection-Antisymmetry,NullRepresentationControl,0.0733,0.0738,0.0755,0.0747,0.0739,0.0726,0.0747,MODEL-FAILED
2048,Projection-Antisymmetry,NullRepresentationControl,0.0556,0.0577,0.0564,0.0563,0.055,0.0544,0.0564,MODEL-FAILED
3072,Projection-Antisymmetry,NullRepresentationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
4096,Projection-Antisymmetry,NullRepresentationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
6144,Projection-Antisymmetry,NullRepresentationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
8192,Projection-Antisymmetry,NullRepresentationControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODEL-FAILED
1,Projection-Neutral,InternalModelExtraction,0.9478,0.94,0.93,0.9141,0.91,0.9,0.92,MODEL-STABLE
2,Projection-Neutral,InternalModelExtraction,0.9503,0.9339,0.93,0.9088,0.91,0.8975,0.9086,MODEL-STABLE
4,Projection-Neutral,InternalModelExtraction,0.9543,0.9214,0.9117,0.8935,0.8705,0.8834,0.9145,MODEL-STABLE
6,Projection-Neutral,InternalModelExtraction,0.9264,0.9132,0.9039,0.9024,0.8719,0.8719,0.9062,MODEL-STABLE
8,Projection-Neutral,InternalModelExtraction,0.9038,0.9167,0.9032,0.8789,0.8682,0.8856,0.8787,MODEL-STABLE
12,Projection-Neutral,InternalModelExtraction,0.9184,0.8913,0.8781,0.8588,0.8604,0.8359,0.8767,MODEL-BOUNDED
16,Projection-Neutral,InternalModelExtraction,0.883,0.8791,0.8622,0.8529,0.8153,0.8366,0.8496,MODEL-BOUNDED
20,Projection-Neutral,InternalModelExtraction,0.8449,0.8621,0.8412,0.8122,0.8151,0.8032,0.8221,MODEL-BOUNDED
24,Projection-Neutral,InternalModelExtraction,0.8421,0.8281,0.8342,0.8105,0.7792,0.7893,0.7874,MODEL-BOUNDED
32,Projection-Neutral,InternalModelExtraction,0.8178,0.8005,0.7763,0.7688,0.7695,0.7476,0.7569,MODEL-PARTIAL
40,Projection-Neutral,InternalModelExtraction,0.7798,0.7546,0.7553,0.7542,0.7214,0.7318,0.7497,MODEL-PARTIAL
48,Projection-Neutral,InternalModelExtraction,0.7444,0.7346,0.718,0.7052,0.6966,0.7179,0.7004,MODEL-PARTIAL
64,Projection-Neutral,InternalModelExtraction,0.6978,0.6822,0.6732,0.6641,0.6593,0.6522,0.6534,MODEL-DEGRADING
80,Projection-Neutral,InternalModelExtraction,0.6631,0.6338,0.6427,0.6187,0.6256,0.6192,0.6114,MODEL-DEGRADING
96,Projection-Neutral,InternalModelExtraction,0.6065,0.6063,0.5926,0.5836,0.5769,0.589,0.5765,MODEL-DEGRADING
128,Projection-Neutral,InternalModelExtraction,0.5559,0.5444,0.5387,0.5141,0.519,0.5075,0.5286,MODEL-FAILED
160,Projection-Neutral,InternalModelExtraction,0.4976,0.4814,0.4707,0.4784,0.4625,0.4649,0.4621,MODEL-FAILED
192,Projection-Neutral,InternalModelExtraction,0.446,0.44,0.4309,0.4249,0.4302,0.4256,0.4332,MODEL-FAILED
256,Projection-Neutral,InternalModelExtraction,0.3778,0.3677,0.3664,0.3544,0.3621,0.3553,0.3642,MODEL-FAILED
