depth,sector,condition,robustness_survival_fraction,perturbation_resilience_index,collapse_threshold_depth,hierarchy_resilience_rate,recursive_recovery_strength,coherence_retention,perturbation_drift_bound,efficacy,base_emergence,perturbed_emergence,classification
1048576,Neutral,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9392,0.0575,0.94,0.9195,0.8666,PERTURBATION-STABLE
2097152,Neutral,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8753,0.1179,0.94,0.9158,0.8078,PERTURBATION-STABLE
4194304,Neutral,TransportDisruption,0.9846,0.9846,0.0,1.0,0.9846,0.9837,0.0154,0.94,0.9084,0.8945,PERTURBATION-STABLE
8388608,Neutral,TransportDisruption,0.8916,0.8916,0.0,1.0,0.8916,0.8851,0.1084,0.94,0.894,0.7971,PERTURBATION-STABLE
16777216,Neutral,TransportDisruption,0.9176,0.9176,0.0,1.0,0.9176,0.9126,0.0824,0.94,0.8665,0.7951,PERTURBATION-STABLE
33554432,Neutral,TransportDisruption,0.9425,0.9425,0.0,1.0,0.9425,0.9387,0.0575,0.94,0.8163,0.7693,PERTURBATION-STABLE
67108864,Neutral,TransportDisruption,0.8821,0.8821,0.0,1.0,0.8821,0.8734,0.1179,0.94,0.7315,0.6453,PERTURBATION-STABLE
1,Neutral,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8943,0.1,0.96,0.9233,0.831,PERTURBATION-STABLE
2,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9233,0.9002,PERTURBATION-STABLE
4,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9233,0.9002,PERTURBATION-STABLE
6,Neutral,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.913,0.0823,0.96,0.9233,0.8473,PERTURBATION-STABLE
8,Neutral,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8943,0.1,0.96,0.9233,0.831,PERTURBATION-STABLE
12,Neutral,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9292,0.0669,0.96,0.9233,0.8615,PERTURBATION-STABLE
16,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9233,0.9002,PERTURBATION-STABLE
20,Neutral,RecursiveTimingDistortion,0.9966,0.9966,0.0,1.0,0.9966,0.9964,0.0034,0.96,0.9233,0.9201,PERTURBATION-STABLE
24,Neutral,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9233,0.9226,PERTURBATION-STABLE
32,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9233,0.9002,PERTURBATION-STABLE
40,Neutral,RecursiveTimingDistortion,0.9425,0.9425,0.0,1.0,0.9425,0.9392,0.0575,0.96,0.9233,0.8702,PERTURBATION-STABLE
48,Neutral,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.913,0.0823,0.96,0.9233,0.8473,PERTURBATION-STABLE
64,Neutral,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8943,0.1,0.96,0.9233,0.831,PERTURBATION-STABLE
80,Neutral,RecursiveTimingDistortion,0.9109,0.9109,0.0,1.0,0.9109,0.9058,0.0891,0.96,0.9233,0.8411,PERTURBATION-STABLE
96,Neutral,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9292,0.0669,0.96,0.9233,0.8615,PERTURBATION-STABLE
128,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9233,0.9002,PERTURBATION-STABLE
160,Neutral,RecursiveTimingDistortion,0.9966,0.9966,0.0,1.0,0.9966,0.9964,0.0034,0.96,0.9233,0.9201,PERTURBATION-STABLE
192,Neutral,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9233,0.9226,PERTURBATION-STABLE
256,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9233,0.9002,PERTURBATION-STABLE
320,Neutral,RecursiveTimingDistortion,0.9425,0.9425,0.0,1.0,0.9425,0.9392,0.0575,0.96,0.9233,0.8702,PERTURBATION-STABLE
512,Neutral,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8943,0.1,0.96,0.9233,0.831,PERTURBATION-STABLE
768,Neutral,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9292,0.0669,0.96,0.9233,0.8615,PERTURBATION-STABLE
1024,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9233,0.9002,PERTURBATION-STABLE
1536,Neutral,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9233,0.9226,PERTURBATION-STABLE
2048,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9233,0.9002,PERTURBATION-STABLE
3072,Neutral,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.913,0.0823,0.96,0.9233,0.8473,PERTURBATION-STABLE
4096,Neutral,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8943,0.1,0.96,0.9233,0.831,PERTURBATION-STABLE
6144,Neutral,RecursiveTimingDistortion,0.9331,0.9331,0.0,1.0,0.9331,0.9292,0.0669,0.96,0.9233,0.8615,PERTURBATION-STABLE
8192,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9233,0.9002,PERTURBATION-STABLE
12288,Neutral,RecursiveTimingDistortion,0.9992,0.9992,0.0,1.0,0.9992,0.9992,0.0008,0.96,0.9233,0.9225,PERTURBATION-STABLE
16384,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9232,0.9002,PERTURBATION-STABLE
24576,Neutral,RecursiveTimingDistortion,0.9177,0.9177,0.0,1.0,0.9177,0.913,0.0823,0.96,0.9232,0.8473,PERTURBATION-STABLE
32768,Neutral,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8943,0.1,0.96,0.9232,0.8309,PERTURBATION-STABLE
65536,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9231,0.9,PERTURBATION-STABLE
131072,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9228,0.8998,PERTURBATION-STABLE
262144,Neutral,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8943,0.1,0.96,0.9224,0.8301,PERTURBATION-STABLE
524288,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9214,0.8984,PERTURBATION-STABLE
1048576,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9736,0.025,0.96,0.9195,0.8965,PERTURBATION-STABLE
2097152,Neutral,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8942,0.1,0.96,0.9158,0.8242,PERTURBATION-STABLE
4194304,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9735,0.025,0.96,0.9084,0.8857,PERTURBATION-STABLE
8388608,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9735,0.025,0.96,0.894,0.8717,PERTURBATION-STABLE
16777216,Neutral,RecursiveTimingDistortion,0.9,0.9,0.0,1.0,0.9,0.8939,0.1,0.96,0.8665,0.7799,PERTURBATION-STABLE
33554432,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9734,0.025,0.96,0.8163,0.7959,PERTURBATION-STABLE
67108864,Neutral,RecursiveTimingDistortion,0.975,0.975,0.0,1.0,0.975,0.9732,0.025,0.96,0.7315,0.7132,PERTURBATION-STABLE
1,Neutral,BoundedStochasticCorruption,0.9313,0.9313,0.0,1.0,0.9313,0.9274,0.0687,0.925,0.9233,0.8599,PERTURBATION-STABLE
2,Neutral,BoundedStochasticCorruption,0.876,0.876,0.0,1.0,0.876,0.8689,0.124,0.925,0.9233,0.8088,PERTURBATION-STABLE
4,Neutral,BoundedStochasticCorruption,0.9503,0.9503,0.0,1.0,0.9503,0.9474,0.0497,0.925,0.9233,0.8774,PERTURBATION-STABLE
6,Neutral,BoundedStochasticCorruption,0.9212,0.9212,0.0,1.0,0.9212,0.9166,0.0788,0.925,0.9233,0.8505,PERTURBATION-STABLE
8,Neutral,BoundedStochasticCorruption,0.8887,0.8887,0.0,1.0,0.8887,0.8824,0.1113,0.925,0.9233,0.8206,PERTURBATION-STABLE
12,Neutral,BoundedStochasticCorruption,0.8837,0.8837,0.0,1.0,0.8837,0.877,0.1163,0.925,0.9233,0.8159,PERTURBATION-STABLE
16,Neutral,BoundedStochasticCorruption,0.9057,0.9057,0.0,1.0,0.9057,0.9003,0.0943,0.925,0.9233,0.8363,PERTURBATION-STABLE
20,Neutral,BoundedStochasticCorruption,0.8902,0.8902,0.0,1.0,0.8902,0.8839,0.1098,0.925,0.9233,0.8219,PERTURBATION-STABLE
24,Neutral,BoundedStochasticCorruption,0.857,0.857,0.0,1.0,0.857,0.8488,0.143,0.925,0.9233,0.7913,PERTURBATION-STABLE
32,Neutral,BoundedStochasticCorruption,0.9428,0.9428,0.0,1.0,0.9428,0.9395,0.0572,0.925,0.9233,0.8705,PERTURBATION-STABLE
40,Neutral,BoundedStochasticCorruption,0.931,0.931,0.0,1.0,0.931,0.927,0.069,0.925,0.9233,0.8596,PERTURBATION-STABLE
48,Neutral,BoundedStochasticCorruption,0.963,0.963,0.0,1.0,0.963,0.9608,0.037,0.925,0.9233,0.8891,PERTURBATION-STABLE
64,Neutral,BoundedStochasticCorruption,0.9416,0.9416,0.0,1.0,0.9416,0.9383,0.0584,0.925,0.9233,0.8694,PERTURBATION-STABLE
80,Neutral,BoundedStochasticCorruption,0.9465,0.9465,0.0,1.0,0.9465,0.9435,0.0535,0.925,0.9233,0.8739,PERTURBATION-STABLE
96,Neutral,BoundedStochasticCorruption,0.8557,0.8557,0.0,1.0,0.8557,0.8474,0.1443,0.925,0.9233,0.7901,PERTURBATION-STABLE
128,Neutral,BoundedStochasticCorruption,0.9053,0.9053,0.0,1.0,0.9053,0.8999,0.0947,0.925,0.9233,0.8359,PERTURBATION-STABLE
160,Neutral,BoundedStochasticCorruption,0.9295,0.9295,0.0,1.0,0.9295,0.9255,0.0705,0.925,0.9233,0.8582,PERTURBATION-STABLE
192,Neutral,BoundedStochasticCorruption,0.9074,0.9074,0.0,1.0,0.9074,0.9021,0.0926,0.925,0.9233,0.8378,PERTURBATION-STABLE
256,Neutral,BoundedStochasticCorruption,0.9094,0.9094,0.0,1.0,0.9094,0.9042,0.0906,0.925,0.9233,0.8396,PERTURBATION-STABLE
320,Neutral,BoundedStochasticCorruption,0.8724,0.8724,0.0,1.0,0.8724,0.8651,0.1276,0.925,0.9233,0.8055,PERTURBATION-STABLE
512,Neutral,BoundedStochasticCorruption,0.9903,0.9903,0.0,1.0,0.9903,0.9898,0.0097,0.925,0.9233,0.9144,PERTURBATION-STABLE
768,Neutral,BoundedStochasticCorruption,0.8712,0.8712,0.0,1.0,0.8712,0.8639,0.1288,0.925,0.9233,0.8044,PERTURBATION-STABLE
1024,Neutral,BoundedStochasticCorruption,0.8998,0.8998,0.0,1.0,0.8998,0.894,0.1002,0.925,0.9233,0.8307,PERTURBATION-STABLE
1536,Neutral,BoundedStochasticCorruption,0.9253,0.9253,0.0,1.0,0.9253,0.921,0.0747,0.925,0.9233,0.8543,PERTURBATION-STABLE
2048,Neutral,BoundedStochasticCorruption,0.8684,0.8684,0.0,1.0,0.8684,0.8609,0.1316,0.925,0.9233,0.8018,PERTURBATION-STABLE
3072,Neutral,BoundedStochasticCorruption,0.9528,0.9528,0.0,1.0,0.9528,0.9501,0.0472,0.925,0.9233,0.8797,PERTURBATION-STABLE
4096,Neutral,BoundedStochasticCorruption,0.9879,0.9879,0.0,1.0,0.9879,0.9872,0.0121,0.925,0.9233,0.9121,PERTURBATION-STABLE
6144,Neutral,BoundedStochasticCorruption,0.9511,0.9511,0.0,1.0,0.9511,0.9483,0.0489,0.925,0.9233,0.8781,PERTURBATION-STABLE
8192,Neutral,BoundedStochasticCorruption,0.9666,0.9666,0.0,1.0,0.9666,0.9647,0.0334,0.925,0.9233,0.8925,PERTURBATION-STABLE
12288,Neutral,BoundedStochasticCorruption,0.9324,0.9324,0.0,1.0,0.9324,0.9286,0.0676,0.925,0.9233,0.8609,PERTURBATION-STABLE
16384,Neutral,BoundedStochasticCorruption,0.9312,0.9312,0.0,1.0,0.9312,0.9273,0.0688,0.925,0.9232,0.8597,PERTURBATION-STABLE
24576,Neutral,BoundedStochasticCorruption,0.8856,0.8856,0.0,1.0,0.8856,0.8791,0.1144,0.925,0.9232,0.8176,PERTURBATION-STABLE
32768,Neutral,BoundedStochasticCorruption,0.9732,0.9732,0.0,1.0,0.9732,0.9716,0.0268,0.925,0.9232,0.8984,PERTURBATION-STABLE
65536,Neutral,BoundedStochasticCorruption,0.9394,0.9394,0.0,1.0,0.9394,0.9359,0.0606,0.925,0.9231,0.8671,PERTURBATION-STABLE
131072,Neutral,BoundedStochasticCorruption,0.9106,0.9106,0.0,1.0,0.9106,0.9055,0.0894,0.925,0.9228,0.8403,PERTURBATION-STABLE
262144,Neutral,BoundedStochasticCorruption,0.9848,0.9848,0.0,1.0,0.9848,0.9839,0.0152,0.925,0.9224,0.9083,PERTURBATION-STABLE
524288,Neutral,BoundedStochasticCorruption,0.9944,0.9944,0.0,1.0,0.9944,0.9941,0.0056,0.925,0.9214,0.9162,PERTURBATION-STABLE
1048576,Neutral,BoundedStochasticCorruption,0.865,0.865,0.0,1.0,0.865,0.8573,0.135,0.925,0.9195,0.7954,PERTURBATION-STABLE
2097152,Neutral,BoundedStochasticCorruption,0.9288,0.9288,0.0,1.0,0.9288,0.9247,0.0712,0.925,0.9158,0.8506,PERTURBATION-STABLE
4194304,Neutral,BoundedStochasticCorruption,0.8843,0.8843,0.0,1.0,0.8843,0.8776,0.1157,0.925,0.9084,0.8033,PERTURBATION-STABLE
8388608,Neutral,BoundedStochasticCorruption,0.9055,0.9055,0.0,1.0,0.9055,0.8999,0.0945,0.925,0.894,0.8096,PERTURBATION-STABLE
16777216,Neutral,BoundedStochasticCorruption,0.9625,0.9625,0.0,1.0,0.9625,0.9602,0.0375,0.925,0.8665,0.834,PERTURBATION-STABLE
33554432,Neutral,BoundedStochasticCorruption,0.9953,0.9953,0.0,1.0,0.9953,0.995,0.0047,0.925,0.8163,0.8124,PERTURBATION-STABLE
67108864,Neutral,BoundedStochasticCorruption,0.8749,0.8749,0.0,1.0,0.8749,0.8657,0.1251,0.925,0.7315,0.64,PERTURBATION-STABLE
1,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
2,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
4,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
6,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
8,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
12,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
16,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
20,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
24,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
32,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
40,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
48,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
64,Neutral,LocalizedPerturbationInjection,0.9005,0.9005,0.0,1.0,0.9005,0.8948,0.0995,0.9,0.9233,0.8314,PERTURBATION-STABLE
80,Neutral,LocalizedPerturbationInjection,0.9365,0.9365,0.0,1.0,0.9365,0.9328,0.0635,0.9,0.9233,0.8646,PERTURBATION-STABLE
96,Neutral,LocalizedPerturbationInjection,0.9364,0.9364,0.0,1.0,0.9364,0.9327,0.0636,0.9,0.9233,0.8646,PERTURBATION-STABLE
128,Neutral,LocalizedPerturbationInjection,0.7493,0.7493,0.0,1.0,0.7493,0.735,0.2507,0.9,0.9233,0.6918,PERTURBATION-BOUNDED
160,Neutral,LocalizedPerturbationInjection,0.7999,0.7999,0.0,1.0,0.7999,0.7885,0.2001,0.9,0.9233,0.7386,PERTURBATION-BOUNDED
192,Neutral,LocalizedPerturbationInjection,0.7364,0.7364,0.0,1.0,0.7364,0.7213,0.2636,0.9,0.9233,0.6799,PERTURBATION-BOUNDED
256,Neutral,LocalizedPerturbationInjection,0.7012,0.7012,0.0,1.0,0.7012,0.6841,0.2988,0.9,0.9233,0.6474,PERTURBATION-BOUNDED
320,Neutral,LocalizedPerturbationInjection,0.7938,0.7938,0.0,1.0,0.7938,0.782,0.2062,0.9,0.9233,0.7329,PERTURBATION-BOUNDED
512,Neutral,LocalizedPerturbationInjection,0.7446,0.7446,0.0,1.0,0.7446,0.73,0.2554,0.9,0.9233,0.6875,PERTURBATION-BOUNDED
768,Neutral,LocalizedPerturbationInjection,0.8353,0.8353,0.0,1.0,0.8353,0.8259,0.1647,0.9,0.9233,0.7712,PERTURBATION-STABLE
1024,Neutral,LocalizedPerturbationInjection,0.7026,0.7026,0.0,1.0,0.7026,0.6856,0.2974,0.9,0.9233,0.6487,PERTURBATION-BOUNDED
1536,Neutral,LocalizedPerturbationInjection,0.7591,0.7591,0.0,1.0,0.7591,0.7453,0.2409,0.9,0.9233,0.7009,PERTURBATION-BOUNDED
2048,Neutral,LocalizedPerturbationInjection,0.822,0.822,0.0,1.0,0.822,0.8118,0.178,0.9,0.9233,0.7589,PERTURBATION-STABLE
3072,Neutral,LocalizedPerturbationInjection,0.8053,0.8053,0.0,1.0,0.8053,0.7942,0.1947,0.9,0.9233,0.7435,PERTURBATION-BOUNDED
4096,Neutral,LocalizedPerturbationInjection,0.8391,0.8391,0.0,1.0,0.8391,0.8299,0.1609,0.9,0.9233,0.7747,PERTURBATION-STABLE
6144,Neutral,LocalizedPerturbationInjection,0.7673,0.7673,0.0,1.0,0.7673,0.754,0.2327,0.9,0.9233,0.7085,PERTURBATION-BOUNDED
8192,Neutral,LocalizedPerturbationInjection,0.7382,0.7382,0.0,1.0,0.7382,0.7232,0.2618,0.9,0.9233,0.6816,PERTURBATION-BOUNDED
12288,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9233,0.9233,PERTURBATION-STABLE
16384,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9232,0.9232,PERTURBATION-STABLE
24576,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9232,0.9232,PERTURBATION-STABLE
32768,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9232,0.9232,PERTURBATION-STABLE
65536,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9231,0.9231,PERTURBATION-STABLE
131072,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9228,0.9228,PERTURBATION-STABLE
262144,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9224,0.9224,PERTURBATION-STABLE
524288,Neutral,LocalizedPerturbationInjection,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.9,0.9214,0.9214,PERTURBATION-STABLE
1048576,Neutral,LocalizedPerturbationInjection,0.8741,0.8741,0.0,1.0,0.8741,0.8669,0.1259,0.9,0.9195,0.8038,PERTURBATION-STABLE
2097152,Neutral,LocalizedPerturbationInjection,0.8697,0.8697,0.0,1.0,0.8697,0.8622,0.1303,0.9,0.9158,0.7965,PERTURBATION-STABLE
4194304,Neutral,LocalizedPerturbationInjection,0.7694,0.7694,0.0,1.0,0.7694,0.756,0.2306,0.9,0.9084,0.699,PERTURBATION-BOUNDED
8388608,Neutral,LocalizedPerturbationInjection,0.8211,0.8211,0.0,1.0,0.8211,0.8105,0.1789,0.9,0.894,0.7341,PERTURBATION-STABLE
16777216,Neutral,LocalizedPerturbationInjection,0.8186,0.8186,0.0,1.0,0.8186,0.8075,0.1814,0.9,0.8665,0.7094,PERTURBATION-STABLE
33554432,Neutral,LocalizedPerturbationInjection,0.8067,0.8067,0.0,1.0,0.8067,0.7941,0.1933,0.9,0.8163,0.6585,PERTURBATION-BOUNDED
67108864,Neutral,LocalizedPerturbationInjection,0.8049,0.8049,0.0,1.0,0.8049,0.7906,0.1951,0.9,0.7315,0.5888,PERTURBATION-BOUNDED
1,Neutral,DistributedPerturbationInjection,0.86,0.86,0.0,1.0,0.86,0.852,0.14,0.925,0.9233,0.7941,PERTURBATION-STABLE
2,Neutral,DistributedPerturbationInjection,0.8551,0.8551,0.0,1.0,0.8551,0.8468,0.1449,0.925,0.9233,0.7895,PERTURBATION-STABLE
4,Neutral,DistributedPerturbationInjection,0.9083,0.9083,0.0,1.0,0.9083,0.9031,0.0917,0.925,0.9233,0.8387,PERTURBATION-STABLE
6,Neutral,DistributedPerturbationInjection,0.8636,0.8636,0.0,1.0,0.8636,0.8558,0.1364,0.925,0.9233,0.7974,PERTURBATION-STABLE
8,Neutral,DistributedPerturbationInjection,0.8831,0.8831,0.0,1.0,0.8831,0.8764,0.1169,0.925,0.9233,0.8153,PERTURBATION-STABLE
12,Neutral,DistributedPerturbationInjection,0.8749,0.8749,0.0,1.0,0.8749,0.8677,0.1251,0.925,0.9233,0.8078,PERTURBATION-STABLE
16,Neutral,DistributedPerturbationInjection,0.9078,0.9078,0.0,1.0,0.9078,0.9026,0.0922,0.925,0.9233,0.8382,PERTURBATION-STABLE
20,Neutral,DistributedPerturbationInjection,0.9197,0.9197,0.0,1.0,0.9197,0.9151,0.0803,0.925,0.9233,0.8492,PERTURBATION-STABLE
24,Neutral,DistributedPerturbationInjection,0.9228,0.9228,0.0,1.0,0.9228,0.9183,0.0772,0.925,0.9233,0.852,PERTURBATION-STABLE
32,Neutral,DistributedPerturbationInjection,0.8666,0.8666,0.0,1.0,0.8666,0.8589,0.1334,0.925,0.9233,0.8001,PERTURBATION-STABLE
40,Neutral,DistributedPerturbationInjection,0.9094,0.9094,0.0,1.0,0.9094,0.9043,0.0906,0.925,0.9233,0.8397,PERTURBATION-STABLE
48,Neutral,DistributedPerturbationInjection,0.8955,0.8955,0.0,1.0,0.8955,0.8895,0.1045,0.925,0.9233,0.8268,PERTURBATION-STABLE
64,Neutral,DistributedPerturbationInjection,0.9249,0.9249,0.0,1.0,0.9249,0.9206,0.0751,0.925,0.9233,0.8539,PERTURBATION-STABLE
80,Neutral,DistributedPerturbationInjection,0.8599,0.8599,0.0,1.0,0.8599,0.8519,0.1401,0.925,0.9233,0.794,PERTURBATION-STABLE
96,Neutral,DistributedPerturbationInjection,0.8596,0.8596,0.0,1.0,0.8596,0.8515,0.1404,0.925,0.9233,0.7937,PERTURBATION-STABLE
128,Neutral,DistributedPerturbationInjection,0.9031,0.9031,0.0,1.0,0.9031,0.8976,0.0969,0.925,0.9233,0.8338,PERTURBATION-STABLE
160,Neutral,DistributedPerturbationInjection,0.8574,0.8574,0.0,1.0,0.8574,0.8492,0.1426,0.925,0.9233,0.7916,PERTURBATION-STABLE
192,Neutral,DistributedPerturbationInjection,0.8906,0.8906,0.0,1.0,0.8906,0.8843,0.1094,0.925,0.9233,0.8223,PERTURBATION-STABLE
256,Neutral,DistributedPerturbationInjection,0.8906,0.8906,0.0,1.0,0.8906,0.8843,0.1094,0.925,0.9233,0.8223,PERTURBATION-STABLE
320,Neutral,DistributedPerturbationInjection,0.9001,0.9001,0.0,1.0,0.9001,0.8943,0.0999,0.925,0.9233,0.831,PERTURBATION-STABLE
512,Neutral,DistributedPerturbationInjection,0.8592,0.8592,0.0,1.0,0.8592,0.8511,0.1408,0.925,0.9233,0.7933,PERTURBATION-STABLE
768,Neutral,DistributedPerturbationInjection,0.8844,0.8844,0.0,1.0,0.8844,0.8778,0.1156,0.925,0.9233,0.8166,PERTURBATION-STABLE
1024,Neutral,DistributedPerturbationInjection,0.9188,0.9188,0.0,1.0,0.9188,0.9141,0.0812,0.925,0.9233,0.8483,PERTURBATION-STABLE
1536,Neutral,DistributedPerturbationInjection,0.8933,0.8933,0.0,1.0,0.8933,0.8872,0.1067,0.925,0.9233,0.8248,PERTURBATION-STABLE
2048,Neutral,DistributedPerturbationInjection,0.8514,0.8514,0.0,1.0,0.8514,0.8429,0.1486,0.925,0.9233,0.7861,PERTURBATION-STABLE
3072,Neutral,DistributedPerturbationInjection,0.9203,0.9203,0.0,1.0,0.9203,0.9157,0.0797,0.925,0.9233,0.8497,PERTURBATION-STABLE
4096,Neutral,DistributedPerturbationInjection,0.9236,0.9236,0.0,1.0,0.9236,0.9192,0.0764,0.925,0.9233,0.8527,PERTURBATION-STABLE
6144,Neutral,DistributedPerturbationInjection,0.8895,0.8895,0.0,1.0,0.8895,0.8832,0.1105,0.925,0.9233,0.8213,PERTURBATION-STABLE
8192,Neutral,DistributedPerturbationInjection,0.9206,0.9206,0.0,1.0,0.9206,0.9161,0.0794,0.925,0.9233,0.85,PERTURBATION-STABLE
12288,Neutral,DistributedPerturbationInjection,0.8739,0.8739,0.0,1.0,0.8739,0.8666,0.1261,0.925,0.9233,0.8068,PERTURBATION-STABLE
16384,Neutral,DistributedPerturbationInjection,0.8687,0.8687,0.0,1.0,0.8687,0.8612,0.1313,0.925,0.9232,0.802,PERTURBATION-STABLE
24576,Neutral,DistributedPerturbationInjection,0.8784,0.8784,0.0,1.0,0.8784,0.8714,0.1216,0.925,0.9232,0.8109,PERTURBATION-STABLE
32768,Neutral,DistributedPerturbationInjection,0.8548,0.8548,0.0,1.0,0.8548,0.8465,0.1452,0.925,0.9232,0.7891,PERTURBATION-STABLE
65536,Neutral,DistributedPerturbationInjection,0.903,0.903,0.0,1.0,0.903,0.8974,0.097,0.925,0.9231,0.8335,PERTURBATION-STABLE
131072,Neutral,DistributedPerturbationInjection,0.8604,0.8604,0.0,1.0,0.8604,0.8525,0.1396,0.925,0.9228,0.794,PERTURBATION-STABLE
262144,Neutral,DistributedPerturbationInjection,0.9091,0.9091,0.0,1.0,0.9091,0.9039,0.0909,0.925,0.9224,0.8385,PERTURBATION-STABLE
