depth,sector,condition,rg_similarity,wave_coherence,interference_stability,standing_mode_persistence,oscillatory_transport_alignment,recursive_mode_synchronization,interference_gain,classification
32,Neutral,OscillatoryTransportStability,0.96,0.9241,0.9074,0.9131,0.92,0.8987,0.9164,WAVE-STABLE
40,Neutral,OscillatoryTransportStability,0.9539,0.917,0.9291,0.888,0.9143,0.8981,0.9208,WAVE-STABLE
48,Neutral,OscillatoryTransportStability,0.96,0.9474,0.9247,0.903,0.9166,0.8857,0.9008,WAVE-STABLE
64,Neutral,OscillatoryTransportStability,0.96,0.9427,0.94,0.8875,0.92,0.8818,0.91,WAVE-STABLE
80,Neutral,OscillatoryTransportStability,0.9474,0.9531,0.9209,0.89,0.92,0.8883,0.9073,WAVE-STABLE
96,Neutral,OscillatoryTransportStability,0.96,0.9394,0.935,0.9238,0.92,0.8783,0.9134,WAVE-STABLE
128,Neutral,OscillatoryTransportStability,0.9588,0.9488,0.9125,0.9146,0.9058,0.8712,0.9284,WAVE-STABLE
160,Neutral,OscillatoryTransportStability,0.9586,0.9306,0.9311,0.903,0.9087,0.8862,0.9284,WAVE-STABLE
192,Neutral,OscillatoryTransportStability,0.96,0.9241,0.9115,0.9177,0.92,0.8963,0.93,WAVE-STABLE
256,Neutral,OscillatoryTransportStability,0.96,0.9414,0.9363,0.8952,0.9188,0.8787,0.93,WAVE-STABLE
320,Neutral,OscillatoryTransportStability,0.96,0.9276,0.925,0.9154,0.92,0.8931,0.9104,WAVE-STABLE
512,Neutral,OscillatoryTransportStability,0.96,0.9233,0.94,0.9005,0.92,0.8988,0.9159,WAVE-STABLE
768,Neutral,OscillatoryTransportStability,0.9377,0.9428,0.9187,0.9145,0.92,0.8859,0.9283,WAVE-STABLE
1024,Neutral,OscillatoryTransportStability,0.96,0.9405,0.94,0.9239,0.92,0.8815,0.9167,WAVE-STABLE
1536,Neutral,OscillatoryTransportStability,0.96,0.9489,0.9206,0.9242,0.92,0.8836,0.8982,WAVE-STABLE
2048,Neutral,OscillatoryTransportStability,0.9402,0.9319,0.9325,0.9206,0.92,0.875,0.907,WAVE-STABLE
3072,Neutral,OscillatoryTransportStability,0.96,0.9435,0.94,0.9044,0.92,0.8705,0.9204,WAVE-STABLE
4096,Neutral,OscillatoryTransportStability,0.9381,0.9524,0.9095,0.9043,0.9188,0.9026,0.9219,WAVE-STABLE
6144,Neutral,OscillatoryTransportStability,0.9367,0.928,0.9078,0.9234,0.92,0.8719,0.8958,WAVE-STABLE
8192,Neutral,OscillatoryTransportStability,0.943,0.9435,0.9179,0.9002,0.92,0.8885,0.9235,WAVE-STABLE
12288,Neutral,OscillatoryTransportStability,0.9554,0.9344,0.9305,0.9186,0.9095,0.8916,0.9053,WAVE-STABLE
16384,Neutral,OscillatoryTransportStability,0.96,0.9234,0.94,0.8997,0.9142,0.8821,0.9225,WAVE-STABLE
24576,Neutral,OscillatoryTransportStability,0.96,0.9209,0.9275,0.8919,0.92,0.8936,0.9068,WAVE-STABLE
32768,Neutral,OscillatoryTransportStability,0.9474,0.948,0.94,0.9022,0.9173,0.8786,0.9258,WAVE-STABLE
65536,Neutral,OscillatoryTransportStability,0.9578,0.9201,0.9274,0.8831,0.9097,0.8877,0.9016,WAVE-STABLE
131072,Neutral,OscillatoryTransportStability,0.9396,0.941,0.9054,0.8866,0.92,0.8841,0.9138,WAVE-STABLE
262144,Neutral,OscillatoryTransportStability,0.9358,0.9266,0.923,0.8749,0.92,0.8751,0.9073,WAVE-STABLE
524288,Neutral,OscillatoryTransportStability,0.9367,0.8953,0.8898,0.8766,0.8852,0.8614,0.8852,WAVE-BOUNDED
1048576,Neutral,OscillatoryTransportStability,0.9103,0.8948,0.8545,0.8642,0.8794,0.8436,0.8408,WAVE-BOUNDED
2097152,Neutral,OscillatoryTransportStability,0.8353,0.8156,0.8209,0.8085,0.8132,0.7829,0.824,WAVE-BOUNDED
4194304,Neutral,OscillatoryTransportStability,0.7448,0.7565,0.7317,0.7093,0.7405,0.7064,0.7105,WAVE-PARTIAL
1,Neutral,ConstructiveDestructiveInteraction,0.96,0.9271,0.94,0.906,0.888,0.8732,0.93,WAVE-STABLE
2,Neutral,ConstructiveDestructiveInteraction,0.9542,0.9082,0.9186,0.9193,0.8993,0.8668,0.93,WAVE-STABLE
4,Neutral,ConstructiveDestructiveInteraction,0.96,0.9312,0.94,0.905,0.8935,0.9033,0.9285,WAVE-STABLE
6,Neutral,ConstructiveDestructiveInteraction,0.9497,0.9322,0.94,0.8893,0.92,0.9017,0.93,WAVE-STABLE
8,Neutral,ConstructiveDestructiveInteraction,0.943,0.9347,0.9204,0.9081,0.8979,0.9025,0.93,WAVE-STABLE
12,Neutral,ConstructiveDestructiveInteraction,0.9485,0.9226,0.94,0.9128,0.9134,0.8735,0.93,WAVE-STABLE
16,Neutral,ConstructiveDestructiveInteraction,0.96,0.9314,0.94,0.891,0.9199,0.9039,0.93,WAVE-STABLE
20,Neutral,ConstructiveDestructiveInteraction,0.9561,0.9072,0.94,0.9245,0.9058,0.8929,0.9225,WAVE-STABLE
24,Neutral,ConstructiveDestructiveInteraction,0.9471,0.922,0.94,0.8894,0.894,0.8677,0.93,WAVE-STABLE
32,Neutral,ConstructiveDestructiveInteraction,0.96,0.9331,0.9247,0.897,0.9057,0.886,0.93,WAVE-STABLE
40,Neutral,ConstructiveDestructiveInteraction,0.9516,0.9212,0.9201,0.9009,0.8892,0.8776,0.93,WAVE-STABLE
48,Neutral,ConstructiveDestructiveInteraction,0.9442,0.9156,0.9376,0.8915,0.8992,0.9023,0.93,WAVE-STABLE
64,Neutral,ConstructiveDestructiveInteraction,0.9594,0.9273,0.9219,0.8978,0.918,0.9048,0.93,WAVE-STABLE
80,Neutral,ConstructiveDestructiveInteraction,0.96,0.9351,0.94,0.9159,0.8889,0.8704,0.93,WAVE-STABLE
96,Neutral,ConstructiveDestructiveInteraction,0.9403,0.9456,0.9177,0.9196,0.9123,0.9006,0.93,WAVE-STABLE
128,Neutral,ConstructiveDestructiveInteraction,0.9494,0.9164,0.9384,0.8888,0.8985,0.8828,0.9253,WAVE-STABLE
160,Neutral,ConstructiveDestructiveInteraction,0.96,0.9321,0.94,0.9048,0.903,0.8815,0.93,WAVE-STABLE
192,Neutral,ConstructiveDestructiveInteraction,0.9396,0.9137,0.94,0.9057,0.8989,0.8817,0.924,WAVE-STABLE
256,Neutral,ConstructiveDestructiveInteraction,0.96,0.9102,0.9251,0.9191,0.919,0.8829,0.93,WAVE-STABLE
320,Neutral,ConstructiveDestructiveInteraction,0.9425,0.9357,0.94,0.8996,0.8896,0.889,0.93,WAVE-STABLE
512,Neutral,ConstructiveDestructiveInteraction,0.96,0.9066,0.9261,0.8926,0.8959,0.8976,0.9245,WAVE-STABLE
768,Neutral,ConstructiveDestructiveInteraction,0.9513,0.928,0.94,0.8915,0.9052,0.8785,0.93,WAVE-STABLE
1024,Neutral,ConstructiveDestructiveInteraction,0.9374,0.9385,0.94,0.9158,0.9046,0.8809,0.9281,WAVE-STABLE
1536,Neutral,ConstructiveDestructiveInteraction,0.9407,0.9349,0.94,0.8966,0.92,0.8959,0.93,WAVE-STABLE
2048,Neutral,ConstructiveDestructiveInteraction,0.9454,0.9241,0.9292,0.8864,0.9091,0.8804,0.9274,WAVE-STABLE
3072,Neutral,ConstructiveDestructiveInteraction,0.96,0.9289,0.94,0.9065,0.9184,0.885,0.9284,WAVE-STABLE
4096,Neutral,ConstructiveDestructiveInteraction,0.96,0.9073,0.9171,0.9037,0.8871,0.8886,0.9173,WAVE-STABLE
6144,Neutral,ConstructiveDestructiveInteraction,0.9508,0.9105,0.9212,0.8995,0.92,0.8924,0.9221,WAVE-STABLE
8192,Neutral,ConstructiveDestructiveInteraction,0.9453,0.9134,0.94,0.8892,0.8877,0.8929,0.93,WAVE-STABLE
12288,Neutral,ConstructiveDestructiveInteraction,0.96,0.9351,0.9174,0.9195,0.8895,0.8968,0.9171,WAVE-STABLE
16384,Neutral,ConstructiveDestructiveInteraction,0.96,0.9231,0.94,0.9201,0.9085,0.8694,0.93,WAVE-STABLE
24576,Neutral,ConstructiveDestructiveInteraction,0.96,0.9434,0.9196,0.9014,0.9015,0.8694,0.93,WAVE-STABLE
32768,Neutral,ConstructiveDestructiveInteraction,0.96,0.9252,0.9317,0.8925,0.9002,0.8876,0.93,WAVE-STABLE
65536,Neutral,ConstructiveDestructiveInteraction,0.96,0.936,0.94,0.8893,0.9185,0.8665,0.93,WAVE-STABLE
131072,Neutral,ConstructiveDestructiveInteraction,0.96,0.9197,0.9296,0.9001,0.8955,0.8887,0.93,WAVE-STABLE
262144,Neutral,ConstructiveDestructiveInteraction,0.9327,0.9049,0.9057,0.887,0.8758,0.8785,0.93,WAVE-STABLE
524288,Neutral,ConstructiveDestructiveInteraction,0.9183,0.892,0.9174,0.8667,0.8586,0.8669,0.8933,WAVE-BOUNDED
1048576,Neutral,ConstructiveDestructiveInteraction,0.9142,0.879,0.8747,0.8427,0.8626,0.8243,0.8731,WAVE-BOUNDED
2097152,Neutral,ConstructiveDestructiveInteraction,0.8322,0.819,0.8393,0.7978,0.7859,0.7737,0.8187,WAVE-BOUNDED
4194304,Neutral,ConstructiveDestructiveInteraction,0.7671,0.7375,0.7324,0.7221,0.7108,0.7112,0.7565,WAVE-PARTIAL
1,Neutral,RecursiveModeSynchronization,0.9454,0.9327,0.9136,0.8982,0.9144,0.91,0.9294,WAVE-STABLE
2,Neutral,RecursiveModeSynchronization,0.958,0.9419,0.9093,0.9032,0.8894,0.91,0.9199,WAVE-STABLE
4,Neutral,RecursiveModeSynchronization,0.9367,0.9218,0.94,0.8994,0.894,0.8981,0.9275,WAVE-STABLE
6,Neutral,RecursiveModeSynchronization,0.9458,0.9124,0.9077,0.9185,0.9116,0.91,0.9238,WAVE-STABLE
8,Neutral,RecursiveModeSynchronization,0.96,0.9403,0.9218,0.8983,0.8888,0.8985,0.9039,WAVE-STABLE
12,Neutral,RecursiveModeSynchronization,0.9558,0.934,0.94,0.9132,0.8837,0.91,0.9113,WAVE-STABLE
16,Neutral,RecursiveModeSynchronization,0.9337,0.9248,0.9319,0.9198,0.8813,0.91,0.9204,WAVE-STABLE
20,Neutral,RecursiveModeSynchronization,0.96,0.922,0.9152,0.8976,0.9082,0.91,0.9204,WAVE-STABLE
24,Neutral,RecursiveModeSynchronization,0.96,0.9216,0.9374,0.93,0.904,0.91,0.93,WAVE-STABLE
32,Neutral,RecursiveModeSynchronization,0.9358,0.945,0.9082,0.9165,0.9076,0.91,0.9031,WAVE-STABLE
40,Neutral,RecursiveModeSynchronization,0.9318,0.9095,0.9156,0.8974,0.8896,0.91,0.9023,WAVE-STABLE
48,Neutral,RecursiveModeSynchronization,0.9329,0.9306,0.94,0.9129,0.8861,0.91,0.9112,WAVE-STABLE
64,Neutral,RecursiveModeSynchronization,0.96,0.9446,0.9142,0.8994,0.9014,0.91,0.8994,WAVE-STABLE
80,Neutral,RecursiveModeSynchronization,0.96,0.9072,0.9371,0.929,0.8882,0.91,0.9103,WAVE-STABLE
96,Neutral,RecursiveModeSynchronization,0.9438,0.943,0.9302,0.922,0.878,0.9054,0.9176,WAVE-STABLE
128,Neutral,RecursiveModeSynchronization,0.9425,0.92,0.9081,0.911,0.907,0.91,0.9086,WAVE-STABLE
160,Neutral,RecursiveModeSynchronization,0.9403,0.9178,0.9305,0.9018,0.8912,0.91,0.93,WAVE-STABLE
192,Neutral,RecursiveModeSynchronization,0.96,0.9443,0.9122,0.9268,0.9009,0.9079,0.9027,WAVE-STABLE
256,Neutral,RecursiveModeSynchronization,0.96,0.9198,0.9341,0.93,0.9009,0.91,0.8964,WAVE-STABLE
320,Neutral,RecursiveModeSynchronization,0.939,0.9139,0.9335,0.93,0.9155,0.91,0.9158,WAVE-STABLE
512,Neutral,RecursiveModeSynchronization,0.9464,0.9345,0.9095,0.9153,0.8894,0.91,0.9101,WAVE-STABLE
768,Neutral,RecursiveModeSynchronization,0.94,0.9289,0.9285,0.93,0.8971,0.91,0.9248,WAVE-STABLE
1024,Neutral,RecursiveModeSynchronization,0.9427,0.9392,0.9266,0.93,0.8995,0.9064,0.9003,WAVE-STABLE
1536,Neutral,RecursiveModeSynchronization,0.9407,0.9131,0.94,0.9214,0.8977,0.91,0.9114,WAVE-STABLE
2048,Neutral,RecursiveModeSynchronization,0.9329,0.9313,0.9357,0.9115,0.8853,0.91,0.93,WAVE-STABLE
3072,Neutral,RecursiveModeSynchronization,0.9383,0.92,0.9378,0.8959,0.9075,0.91,0.9136,WAVE-STABLE
4096,Neutral,RecursiveModeSynchronization,0.9401,0.9381,0.9102,0.9285,0.8896,0.91,0.9072,WAVE-STABLE
6144,Neutral,RecursiveModeSynchronization,0.944,0.942,0.9083,0.9014,0.9006,0.91,0.9259,WAVE-STABLE
8192,Neutral,RecursiveModeSynchronization,0.96,0.9387,0.9356,0.9097,0.8877,0.9015,0.9224,WAVE-STABLE
12288,Neutral,RecursiveModeSynchronization,0.9361,0.9168,0.9132,0.9079,0.9055,0.91,0.896,WAVE-STABLE
16384,Neutral,RecursiveModeSynchronization,0.9531,0.9329,0.9386,0.9065,0.9063,0.91,0.9082,WAVE-STABLE
24576,Neutral,RecursiveModeSynchronization,0.9428,0.9064,0.9399,0.8964,0.8876,0.91,0.9003,WAVE-STABLE
32768,Neutral,RecursiveModeSynchronization,0.945,0.9278,0.9075,0.9287,0.8882,0.91,0.9139,WAVE-STABLE
65536,Neutral,RecursiveModeSynchronization,0.9494,0.9351,0.9322,0.8941,0.8877,0.9034,0.9011,WAVE-STABLE
131072,Neutral,RecursiveModeSynchronization,0.9432,0.91,0.9191,0.898,0.8815,0.91,0.9077,WAVE-STABLE
262144,Neutral,RecursiveModeSynchronization,0.9519,0.9138,0.9039,0.8851,0.8616,0.8925,0.8834,WAVE-STABLE
524288,Neutral,RecursiveModeSynchronization,0.9183,0.897,0.8905,0.888,0.8727,0.9024,0.8969,WAVE-BOUNDED
1048576,Neutral,RecursiveModeSynchronization,0.9101,0.8786,0.8603,0.8476,0.8488,0.8755,0.877,WAVE-BOUNDED
2097152,Neutral,RecursiveModeSynchronization,0.8258,0.807,0.8314,0.8031,0.7855,0.8104,0.8017,WAVE-BOUNDED
4194304,Neutral,RecursiveModeSynchronization,0.7522,0.7295,0.7267,0.7188,0.6998,0.7212,0.7143,WAVE-PARTIAL
1,Neutral,NullWaveControl,0.6593,0.616,0.6397,0.6173,0.6015,0.5919,0.6261,WAVE-DEGRADING
2,Neutral,NullWaveControl,0.6752,0.6329,0.6219,0.6113,0.6138,0.6097,0.6274,WAVE-DEGRADING
4,Neutral,NullWaveControl,0.6534,0.621,0.619,0.5995,0.6194,0.5867,0.6269,WAVE-DEGRADING
6,Neutral,NullWaveControl,0.6809,0.6248,0.6105,0.599,0.6177,0.6058,0.6089,WAVE-DEGRADING
8,Neutral,NullWaveControl,0.6489,0.6176,0.626,0.6326,0.6101,0.6046,0.6179,WAVE-DEGRADING
12,Neutral,NullWaveControl,0.6752,0.6481,0.6081,0.607,0.5916,0.5965,0.6025,WAVE-DEGRADING
16,Neutral,NullWaveControl,0.6605,0.6373,0.6237,0.6247,0.5935,0.6065,0.5957,WAVE-DEGRADING
20,Neutral,NullWaveControl,0.6603,0.6447,0.6281,0.6051,0.5965,0.5955,0.6193,WAVE-DEGRADING
24,Neutral,NullWaveControl,0.6689,0.6294,0.6283,0.6228,0.6083,0.6095,0.597,WAVE-DEGRADING
32,Neutral,NullWaveControl,0.6861,0.6484,0.6321,0.6056,0.6063,0.5921,0.6201,WAVE-DEGRADING
40,Neutral,NullWaveControl,0.6693,0.6548,0.643,0.6163,0.5926,0.6044,0.6299,WAVE-DEGRADING
48,Neutral,NullWaveControl,0.6477,0.6413,0.6248,0.597,0.5971,0.6091,0.6062,WAVE-DEGRADING
64,Neutral,NullWaveControl,0.6605,0.6364,0.6306,0.6018,0.5973,0.599,0.6307,WAVE-DEGRADING
80,Neutral,NullWaveControl,0.6828,0.6434,0.6323,0.6139,0.5973,0.5936,0.6092,WAVE-DEGRADING
96,Neutral,NullWaveControl,0.6749,0.6387,0.6107,0.609,0.5882,0.588,0.6137,WAVE-DEGRADING
128,Neutral,NullWaveControl,0.6805,0.6354,0.6373,0.6079,0.5881,0.5904,0.6216,WAVE-DEGRADING
160,Neutral,NullWaveControl,0.6683,0.6462,0.6282,0.625,0.5935,0.5909,0.6271,WAVE-DEGRADING
192,Neutral,NullWaveControl,0.6581,0.6512,0.6079,0.6314,0.619,0.6107,0.613,WAVE-DEGRADING
256,Neutral,NullWaveControl,0.6788,0.6418,0.6328,0.6044,0.6157,0.6072,0.6145,WAVE-DEGRADING
320,Neutral,NullWaveControl,0.6638,0.6407,0.634,0.6178,0.6248,0.6057,0.6075,WAVE-DEGRADING
512,Neutral,NullWaveControl,0.6611,0.6398,0.6139,0.6143,0.5914,0.6076,0.6145,WAVE-DEGRADING
768,Neutral,NullWaveControl,0.6643,0.6409,0.6076,0.625,0.5915,0.6029,0.62,WAVE-DEGRADING
1024,Neutral,NullWaveControl,0.6561,0.6509,0.645,0.6043,0.607,0.5788,0.5963,WAVE-DEGRADING
1536,Neutral,NullWaveControl,0.6846,0.6471,0.6118,0.6016,0.6068,0.5991,0.6178,WAVE-DEGRADING
2048,Neutral,NullWaveControl,0.6786,0.6463,0.6406,0.616,0.5909,0.5801,0.5955,WAVE-DEGRADING
3072,Neutral,NullWaveControl,0.6861,0.6461,0.6263,0.6083,0.607,0.5918,0.6264,WAVE-DEGRADING
4096,Neutral,NullWaveControl,0.6864,0.6432,0.6146,0.6129,0.6066,0.6127,0.6283,WAVE-DEGRADING
6144,Neutral,NullWaveControl,0.6854,0.633,0.6316,0.6145,0.5943,0.5982,0.6085,WAVE-DEGRADING
8192,Neutral,NullWaveControl,0.6523,0.6537,0.6168,0.6255,0.594,0.6123,0.6099,WAVE-DEGRADING
12288,Neutral,NullWaveControl,0.6718,0.6475,0.6168,0.6043,0.5992,0.5764,0.628,WAVE-DEGRADING
16384,Neutral,NullWaveControl,0.6527,0.6303,0.6304,0.6088,0.6025,0.5955,0.6029,WAVE-DEGRADING
24576,Neutral,NullWaveControl,0.6472,0.6541,0.6178,0.5956,0.5983,0.5921,0.6323,WAVE-DEGRADING
32768,Neutral,NullWaveControl,0.6467,0.6287,0.6242,0.6218,0.6095,0.5815,0.6238,WAVE-DEGRADING
65536,Neutral,NullWaveControl,0.6601,0.6275,0.6185,0.6193,0.5975,0.6065,0.6081,WAVE-DEGRADING
131072,Neutral,NullWaveControl,0.6596,0.6462,0.6096,0.6041,0.6151,0.5825,0.6094,WAVE-DEGRADING
262144,Neutral,NullWaveControl,0.6685,0.6146,0.6259,0.604,0.6113,0.5984,0.6069,WAVE-DEGRADING
524288,Neutral,NullWaveControl,0.6613,0.6302,0.5885,0.6021,0.5761,0.5707,0.6057,WAVE-DEGRADING
1048576,Neutral,NullWaveControl,0.6156,0.6142,0.59,0.5633,0.5531,0.5644,0.5903,WAVE-DEGRADING
2097152,Neutral,NullWaveControl,0.6027,0.5763,0.5576,0.5447,0.5398,0.5431,0.5476,WAVE-DEGRADING
4194304,Neutral,NullWaveControl,0.536,0.5139,0.4898,0.4765,0.4694,0.469,0.4759,WAVE-FAILED
1,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
262144,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
524288,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1048576,P-A,WaveModeExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2097152,P-A,WaveModeExtraction,0.9513,0.9157,0.9085,0.8945,0.9154,0.8757,0.8876,WAVE-STABLE
4194304,P-A,WaveModeExtraction,0.8419,0.8355,0.7995,0.814,0.807,0.773,0.7976,WAVE-BOUNDED
1,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
20,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
40,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
48,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
64,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
80,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
96,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
128,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
160,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
192,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
256,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
320,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
512,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
768,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1024,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
1536,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
2048,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
3072,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
4096,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
6144,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
8192,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
12288,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
16384,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
24576,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
32768,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
65536,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
131072,P-A,RecursiveInterferenceCoherence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,WAVE-STABLE
