recursive_closure,recursive_identity_score,recursive_continuity,reconstruction_ability,org_memory,trajectory_coherence,closure_persistence,operator_continuity,operator_reversibility,compositional_stability,transition_smoothness,null_observer_continuity,null_recursive_identity
0.1201,0.23,1.0,0.0,0.1201,0.0,0.1201,1.0,0.1201,0.090221,0.9999,0.044796495330000005,0.1201
0.0044,0.2011,1.0,0.0,0.0044,0.0,0.0044,1.0,0.0044,0.000121,1.0,0.0014716468800000002,0.0044
0.5833,0.3458,1.0,0.0,0.5833,0.0,0.5833,1.0,0.5833,0.00174,1.0,0.30753845037000005,0.5833
0.3961,0.299,1.0,0.0,0.3961,0.0,0.3961,1.0,0.3961,0.250534,0.9996,0.18414740493,0.3961
0.3519,0.6696,0.8667,1.0,0.3519,0.08,0.3519,0.8667,0.3519,0.076346,0.9998,0.25998153822000003,0.3519
0.735,0.7815,1.0,1.0,0.735,0.06,0.735,1.0,0.735,0.153948,1.0,0.669404925,0.735
0.4774,0.3193,1.0,0.0,0.4774,0.0,0.4774,1.0,0.4774,0.11882,0.9999,0.23486848308000002,0.4774
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.7e-05,1.0,0.0,0.0
0.45,0.6733,0.8667,0.975,0.45,0.04,0.45,0.8667,0.45,0.064772,0.9999,0.34341124500000003,0.45
0.5711,0.3428,1.0,0.0,0.5711,0.0,0.5711,1.0,0.5711,0.133368,0.9999,0.2987859849300001,0.5711
0.0221,0.2055,1.0,0.0,0.0221,0.0,0.0221,1.0,0.0221,0.000332,1.0,0.007521940530000001,0.0221
0.7755,0.7887,1.0,1.0,0.7755,0.02,0.7755,1.0,0.7755,0.200056,0.9999,0.71674928325,0.7755
0.55,0.6909,0.7333,1.0,0.55,0.08,0.55,0.7333,0.55,0.075176,0.9998,0.41818639500000004,0.55
0.0488,0.2122,1.0,0.0,0.0488,0.0,0.0488,1.0,0.0488,0.104666,0.9999,0.017043419520000002,0.0488
0.0375,0.1627,0.7667,0.0,0.0375,0.0,0.0375,0.7667,0.0375,0.011305,0.9999,0.010042447500000001,0.0375
0.1603,0.2401,1.0,0.0,0.1603,0.0,0.1603,1.0,0.1603,0.124834,1.0,0.06193669797,0.1603
0.028,0.207,1.0,0.0,0.028,0.0,0.028,1.0,0.028,0.014299,1.0,0.009585072,0.028
0.674,0.3685,1.0,0.0,0.674,0.0,0.674,1.0,0.674,0.154793,0.9999,0.3757159080000001,0.674
0.7985,0.3996,1.0,0.0,0.7985,0.0,0.7985,1.0,0.7985,0.101619,0.9999,0.47822204925,0.7985
0.9999,0.45,1.0,0.0,0.9999,0.0,0.9999,1.0,0.9999,0.031901,0.9998,0.66590010333,0.9999
0.4348,0.3087,1.0,0.0,0.4348,0.0,0.4348,1.0,0.4348,0.001982,0.9999,0.20774239632000002,0.4348
0.464,0.316,1.0,0.0,0.464,0.0,0.464,1.0,0.464,0.308635,0.9998,0.22620556800000002,0.464
0.7758,0.7802,1.0,0.96,0.7758,0.04,0.7758,1.0,0.7758,0.1577,0.9994,0.7067704021200001,0.7758
0.1175,0.6833,1.0,1.0,0.1175,0.4,0.1175,1.0,0.1175,0.054462,1.0,0.08285248125,0.1175
0.0884,0.2221,1.0,0.0,0.0884,0.0,0.0884,1.0,0.0884,0.086655,0.9999,0.03203944848,0.0884
0.7738,0.3934,1.0,0.0,0.7738,0.0,0.7738,1.0,0.7738,0.200804,0.9999,0.4570646245200001,0.7738
0.1624,0.2766,1.0,0.0,0.1624,0.24,0.1624,1.0,0.1624,0.067372,0.9999,0.06286166208,0.1624
0.5562,0.7407,1.0,1.0,0.5562,0.04,0.5562,1.0,0.5562,0.157759,0.9999,0.47344556052000003,0.5562
0.087,0.1818,0.8,0.0,0.087,0.0,0.087,0.8,0.087,0.097452,0.9996,0.025697277,0.087
0.014,0.2035,1.0,0.0,0.014,0.0,0.014,1.0,0.014,0.004399,1.0,0.004727268000000001,0.014
0.2651,0.2263,0.8,0.0,0.2651,0.0,0.2651,0.8,0.2651,0.081629,0.9997,0.09402521733000002,0.2651
0.001,0.1936,0.9667,0.0,0.001,0.0,0.001,0.9667,0.001,0.000369,1.0,0.0003222441,0.001
0.3333,0.2833,1.0,0.0,0.3333,0.0,0.3333,1.0,0.3333,0.003016,1.0,0.14798150037000002,0.3333
0.04,0.0433,0.1667,0.0,0.04,0.0,0.04,0.1667,0.04,0.008772,1.0,0.0027532439999999997,0.04
0.0551,0.2138,1.0,0.0,0.0551,0.0,0.0551,1.0,0.0551,0.105354,0.9999,0.01935929133,0.0551
0.6,0.2347,0.3333,0.0,0.6,0.12,0.6,0.3333,0.6,0.089654,0.9995,0.18647334,0.6
0.8493,0.772,0.8333,0.975,0.8493,0.06,0.8493,0.8333,0.8493,0.092778,0.9993,0.7516141934400001,0.8493
0.1525,0.3071,1.0,0.0,0.1525,0.46,0.1525,1.0,0.1525,0.061638,0.9999,0.05852683125,0.1525
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
1.0,0.6932,0.9667,0.6667,1.0,0.1,1.0,0.9667,1.0,0.250357,0.999,0.8769222000000001,1.0
0.9499,0.7989,1.0,0.92,0.9499,0.04,0.9499,1.0,0.9499,0.052007,0.9989,0.9077972973299999,0.9499
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.040507,1.0,0.1040625,0.25
0.331,0.2828,1.0,0.0,0.331,0.0,0.331,1.0,0.331,0.173705,0.9985,0.14670681300000002,0.331
0.026,0.2065,1.0,0.0,0.026,0.0,0.026,1.0,0.026,0.013401,1.0,0.008883108,0.026
0.2718,0.1413,0.3667,0.0,0.2718,0.0,0.2718,0.3667,0.2718,0.072947,0.9997,0.057790251900000006,0.2718
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.3955,0.2989,1.0,0.0,0.3955,0.0,0.3955,1.0,0.3955,0.301987,0.9995,0.18378944325000002,0.3955
0.05,0.0858,0.3667,0.0,0.05,0.0,0.05,0.3667,0.05,0.016244,1.0,0.006938055,0.05
0.0442,0.1844,0.8667,0.0,0.0442,0.0,0.0442,0.8667,0.0442,0.00046,1.0,0.013407172740000002,0.0442
0.3333,0.4333,1.0,0.0,0.3333,1.0,0.3333,1.0,0.3333,0.209388,0.9906,0.14798150037000002,0.3333
0.6327,0.3582,1.0,0.0,0.6327,0.0,0.6327,1.0,0.6327,0.160132,0.9999,0.34399209357000005,0.6327
0.2833,0.2708,1.0,0.0,0.2833,0.0,0.2833,1.0,0.2833,0.074167,0.9996,0.12106511037,0.2833
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.0025,0.194,0.9667,0.0,0.0025,0.0,0.0025,0.9667,0.0025,0.001248,1.0,0.000806859,0.0025
0.5999,0.2966,0.7333,0.0,0.5999,0.0,0.5999,0.7333,0.5999,0.042535,0.9997,0.26632896444,0.5999
0.3289,0.2822,1.0,0.0,0.3289,0.0,0.3289,1.0,0.3289,0.07592,0.9975,0.14554604493000003,0.3289
0.1175,0.076,0.2333,0.0,0.1175,0.0,0.1175,0.2333,0.1175,0.042381,0.9999,0.013725927,0.1175
0.012,0.203,1.0,0.0,0.012,0.0,0.012,1.0,0.012,0.004824,1.0,0.004043952000000001,0.012
0.0728,0.2182,1.0,0.0,0.0728,0.0,0.0728,1.0,0.0728,0.001057,1.0,0.026007246720000005,0.0728
0.6504,0.3866,1.0,0.0,0.6504,0.16,0.6504,1.0,0.6504,0.581548,0.9989,0.35744891328,0.6504
0.5986,0.6073,1.0,0.6,0.5986,0.14,0.5986,1.0,0.5986,0.443729,0.999,0.43825529268,0.5986
0.0005,0.1935,0.9667,0.0,0.0005,0.0,0.0005,0.9667,0.0005,1e-06,1.0,0.00016103880000000001,0.0005
0.7589,0.3897,1.0,0.0,0.7589,0.0,0.7589,1.0,0.7589,0.144261,0.9999,0.44449812693000007,0.7589
0.25,0.2625,1.0,0.0,0.25,0.0,0.25,1.0,0.25,0.02771,1.0,0.1040625,0.25
0.1775,0.3344,1.0,0.0,0.1775,0.6,0.1775,1.0,0.1775,0.088246,0.9999,0.06959908125,0.1775
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.7e-05,1.0,0.0,0.0
0.07,0.2175,1.0,0.0,0.07,0.0,0.07,1.0,0.07,0.022599,1.0,0.024941700000000004,0.07
0.45,0.1325,0.1,0.0,0.45,0.0,0.45,0.1,0.45,0.027881,0.9998,0.0824175,0.45
0.1183,0.1962,0.8333,0.0,0.1183,0.0,0.1183,0.8333,0.1183,0.053703,0.9999,0.03748723524000001,0.1183
0.9231,0.4308,1.0,0.0,0.9231,0.0,0.9231,1.0,0.9231,0.232108,1.0,0.59114613213,0.9231
0.012,0.203,1.0,0.0,0.012,0.0,0.012,1.0,0.012,0.005467,1.0,0.004043952000000001,0.012
0.8897,0.8243,1.0,1.0,0.8897,0.06,0.8897,1.0,0.8897,0.128656,0.9999,0.8561317079700002,0.8897
0.8003,0.7847,1.0,0.98,0.8003,0.02,0.8003,1.0,0.8003,0.17129,0.9996,0.7409496719700001,0.8003
0.001,0.2002,1.0,0.0,0.001,0.0,0.001,1.0,0.001,0.000554,1.0,0.000333333,0.001
0.295,0.6421,1.0,0.92,0.295,0.04,0.295,1.0,0.295,0.093661,0.9995,0.217590525,0.295
0.9285,0.8399,1.0,1.0,0.9285,0.08,0.9285,1.0,0.9285,0.159047,0.9999,0.9054643792500001,0.9285
0.1561,0.2324,0.9667,0.0,0.1561,0.0,0.1561,0.9667,0.1561,0.121308,1.0,0.05836460364,0.1561
0.6013,0.7526,1.0,1.0,0.6013,0.04,0.6013,1.0,0.6013,0.119369,0.9999,0.5208658427699999,0.6013
0.0557,0.2139,1.0,0.0,0.0557,0.0,0.0557,1.0,0.0557,0.102673,0.9999,0.019581229170000002,0.0557
0.0287,0.2072,1.0,0.0,0.0287,0.0,0.0287,1.0,0.0287,0.066917,0.9999,0.009831388770000001,0.0287
0.1551,0.2321,0.9667,0.0,0.1551,0.0,0.1551,0.9667,0.1551,0.089306,0.9999,0.057939062939999994,0.1551
0.0002,0.2,1.0,0.0,0.0002,0.0,0.0002,1.0,0.0002,0.0,1.0,6.661332e-05,0.0002
0.6615,0.4014,1.0,0.0,0.6615,0.24,0.6615,1.0,0.6615,0.586675,0.999,0.36599438925,0.6615
0.2667,0.4167,1.0,0.0,0.2667,1.0,0.2667,1.0,0.2667,0.156754,0.9937,0.11249702037,0.2667
0.171,0.2227,0.9,0.0,0.171,0.0,0.171,0.9,0.171,0.131315,0.9998,0.06098595300000001,0.171
0.02,0.205,1.0,0.0,0.02,0.0,0.02,1.0,0.02,0.009634,1.0,0.0067932,0.02
0.0428,0.1707,0.8,0.0,0.0428,0.0,0.0428,0.8,0.0428,0.059823,0.9997,0.012011922720000002,0.0428
0.9542,0.8378,1.0,1.0,0.9542,0.04,0.9542,1.0,0.9542,0.150502,0.9999,0.9386929141200002,0.9542
0.04,0.1033,0.4667,0.0,0.04,0.0,0.04,0.4667,0.04,0.013138,0.9999,0.006749244000000001,0.04
0.018,0.2045,1.0,0.0,0.018,0.0,0.018,1.0,0.018,0.009164,1.0,0.006101892,0.018
0.5226,0.3814,1.0,0.12,0.5226,0.02,0.5226,1.0,0.5226,0.454457,0.998,0.28585477907999995,0.5226
1.0,0.7405,1.0,0.78,1.0,0.02,1.0,1.0,1.0,0.204847,0.9993,0.92574,1.0
0.1818,0.2455,1.0,0.0,0.1818,0.0,0.1818,1.0,0.1818,0.002057,1.0,0.07154546292,0.1818
0.533,0.2466,0.5667,0.0,0.533,0.0,0.533,0.5667,0.533,0.118327,0.9998,0.1951846533,0.533
0.1213,0.2303,1.0,0.0,0.1213,0.0,0.1213,1.0,0.1213,0.055986,0.9998,0.045292558770000005,0.1213
0.0,0.0867,0.4333,0.0,0.0,0.0,0.0,0.4333,0.0,1.2e-05,0.9999,0.0,0.0
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.045,0.0779,0.3333,0.0,0.045,0.0,0.045,0.3333,0.045,0.018329,1.0,0.0056688254999999995,0.045
0.002,0.2005,1.0,0.0,0.002,0.0,0.002,1.0,0.002,0.000976,1.0,0.0006673320000000001,0.002
0.3951,0.2988,1.0,0.0,0.3951,0.0,0.3951,1.0,0.3951,0.298373,0.9994,0.18355093533,0.3951
0.3348,0.2837,1.0,0.0,0.3348,0.0,0.3348,1.0,0.3348,0.095046,0.9999,0.14881471631999998,0.3348
1.0,0.45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.015669,0.9998,0.666,1.0
0.398,0.7034,1.0,1.0,0.398,0.06,0.398,1.0,0.398,0.087554,0.9999,0.31781653200000004,0.398
0.008,0.202,1.0,0.0,0.008,0.0,0.008,1.0,0.008,0.006206,1.0,0.002685312,0.008
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.0539,0.2135,1.0,0.0,0.0539,0.0,0.0539,1.0,0.0539,0.119208,0.9998,0.018916134930000002,0.0539
0.012,0.203,1.0,0.0,0.012,0.0,0.012,1.0,0.012,0.007528,1.0,0.004043952000000001,0.012
0.0825,0.2006,0.9,0.0,0.0825,0.0,0.0825,0.9,0.0825,0.040049,0.9999,0.026991731250000005,0.0825
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.1685,0.2421,1.0,0.0,0.1685,0.0,0.1685,1.0,0.1685,0.103879,1.0,0.06556511925000001,0.1685
0.1104,0.2276,1.0,0.0,0.1104,0.0,0.1104,1.0,0.1104,0.000914,1.0,0.040821857280000005,0.1104
0.018,0.2045,1.0,0.0,0.018,0.0,0.018,1.0,0.018,0.009805,0.9999,0.006101892,0.018
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8e-06,1.0,0.0,0.0
0.68,0.7057,0.8667,0.9,0.68,0.06,0.68,0.8667,0.68,0.172481,0.996,0.5540307480000002,0.68
0.028,0.207,1.0,0.0,0.028,0.0,0.028,1.0,0.028,0.015858,1.0,0.009585072,0.028
0.012,0.203,1.0,0.0,0.012,0.0,0.012,1.0,0.012,0.008687,1.0,0.004043952000000001,0.012
0.9641,0.441,1.0,0.0,0.9641,0.0,0.9641,1.0,0.9641,0.14839,0.9999,0.6305650737299999,0.9641
0.07,0.2175,1.0,0.0,0.07,0.0,0.07,1.0,0.07,0.019274,1.0,0.024941700000000004,0.07
0.0865,0.2216,1.0,0.0,0.0865,0.0,0.0865,1.0,0.0865,0.111658,0.9998,0.03129608925,0.0865
0.25,0.2492,0.9333,0.0,0.25,0.0,0.25,0.9333,0.25,0.047511,0.9999,0.098509725,0.25
0.028,0.207,1.0,0.0,0.028,0.0,0.028,1.0,0.028,0.015662,1.0,0.009585072,0.028
0.175,0.3037,1.0,0.0,0.175,0.4,0.175,1.0,0.175,0.066073,0.9999,0.068473125,0.175
0.2523,0.2631,1.0,0.0,0.2523,0.0,0.2523,1.0,0.2523,0.133981,0.9999,0.10521311157000002,0.2523
0.3987,0.2997,1.0,0.0,0.3987,0.0,0.3987,1.0,0.3987,0.290888,0.999,0.18570134277,0.3987
0.3319,0.283,1.0,0.0,0.3319,0.0,0.3319,1.0,0.3319,0.197818,0.9966,0.14720518413,0.3319
0.0,0.1933,0.9667,0.0,0.0,0.0,0.0,0.9667,0.0,0.003905,0.9998,0.0,0.0
0.1073,0.2268,1.0,0.0,0.1073,0.0,0.1073,1.0,0.1073,0.09961,1.0,0.03956482557,0.1073
0.3972,0.2993,1.0,0.0,0.3972,0.0,0.3972,1.0,0.3972,0.145608,0.9999,0.18480429072000001,0.3972
0.115,0.2767,1.0,0.0,0.115,0.32,0.115,1.0,0.115,0.063152,0.9999,0.042698925000000006,0.115
0.8776,0.8115,1.0,1.0,0.8776,0.02,0.8776,1.0,0.8776,0.252309,1.0,0.8409521260800001,0.8776
0.4,0.2933,0.9667,0.0,0.4,0.0,0.4,0.9667,0.4,0.046371,0.9998,0.18204444000000003,0.4
0.0954,0.2238,1.0,0.0,0.0954,0.0,0.0954,1.0,0.0954,0.000303,1.0,0.03479888628,0.0954
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.031965,0.9999,0.12987,0.3
0.01,0.2025,1.0,0.0,0.01,0.0,0.01,1.0,0.01,0.00436,1.0,0.0033633,0.01
0.14,0.235,1.0,0.0,0.14,0.0,0.14,1.0,0.14,0.044131,0.9999,0.05314680000000001,0.14
0.65,0.2495,0.3,0.0,0.65,0.18,0.65,0.3,0.65,0.105255,0.9997,0.20562750000000002,0.65
0.2564,0.2641,1.0,0.0,0.2564,0.0,0.2564,1.0,0.2564,0.108291,0.9999,0.10727293968000001,0.2564
0.155,0.2927,1.0,0.0,0.155,0.36,0.155,1.0,0.155,0.066537,0.9999,0.059615325000000004,0.155
0.4751,0.3188,1.0,0.0,0.4751,0.0,0.4751,1.0,0.4751,0.173014,0.9999,0.23337306333000002,0.4751
0.6305,0.3576,1.0,0.0,0.6305,0.0,0.6305,1.0,0.6305,0.092386,0.9999,0.34233407325,0.6305
0.4436,0.7095,1.0,1.0,0.4436,0.02,0.4436,1.0,0.4436,0.142469,0.9999,0.36096565968000005,0.4436
0.1313,0.2128,0.9,0.0,0.1313,0.0,0.1313,0.9,0.1313,0.068612,0.9998,0.04509142677,0.1313
0.075,0.2187,1.0,0.0,0.075,0.0,0.075,1.0,0.075,0.016886,1.0,0.026848125,0.075
0.0015,0.2004,1.0,0.0,0.0015,0.0,0.0015,1.0,0.0015,0.000442,0.9999,0.00050024925,0.0015
0.2258,0.2098,0.7667,0.0,0.2258,0.0,0.2258,0.7667,0.2258,0.079326,0.9998,0.0746274645,0.2258
0.8998,0.8018,0.9667,0.96,0.8998,0.04,0.8998,0.9667,0.8998,0.124237,0.9991,0.8469138051000002,0.8998
0.026,0.2065,1.0,0.0,0.026,0.0,0.026,1.0,0.026,0.014831,1.0,0.008883108,0.026
0.1971,0.6651,1.0,1.0,0.1971,0.12,0.1971,1.0,0.1971,0.077602,0.9999,0.14420512053,0.1971
0.9355,0.4339,1.0,0.0,0.9355,0.0,0.9355,1.0,0.9355,0.17617,1.0,0.60294986325,0.9355
0.9392,0.4348,1.0,0.0,0.9392,0.0,0.9392,1.0,0.9392,0.047248,0.9994,0.6064917811200001,0.9392
1.0,0.7573,1.0,0.9,1.0,0.06,1.0,1.0,1.0,0.216915,0.9991,0.9657,1.0
0.035,0.0354,0.1333,0.0,0.035,0.0,0.035,0.1333,0.035,0.015578,1.0,0.0019615365000000004,0.035
0.3991,0.2998,1.0,0.0,0.3991,0.0,0.3991,1.0,0.3991,0.250428,0.9994,0.18594080973,0.3991
0.016,0.0307,0.1333,0.0,0.016,0.0,0.016,0.1333,0.016,0.006158,1.0,0.0007954704000000001,0.016
0.0,0.2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.8e-05,1.0,0.0,0.0
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.1025,0.1923,0.8333,0.0,0.1025,0.0,0.1025,0.8333,0.1025,0.106814,0.9999,0.0319411935,0.1025
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.016,0.204,1.0,0.0,0.016,0.0,0.016,1.0,0.016,0.004996,1.0,0.005413248,0.016
1.0,0.45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.002579,0.9998,0.666,1.0
0.014,0.2035,1.0,0.0,0.014,0.0,0.014,1.0,0.014,0.006781,1.0,0.004727268000000001,0.014
0.9994,0.4498,1.0,0.0,0.9994,0.0,0.9994,1.0,0.9994,0.044178,0.9999,0.66540071988,0.9994
0.0004,0.2001,1.0,0.0,0.0004,0.0,0.0004,1.0,0.0004,1e-06,1.0,0.00013325328,0.0004
0.0005,0.1935,0.9667,0.0,0.0005,0.0,0.0005,0.9667,0.0005,1e-06,1.0,0.00016103880000000001,0.0005
0.1029,0.2124,0.9333,0.0,0.1029,0.0,0.1029,0.9333,0.1029,0.104555,0.9999,0.035506118340000004,0.1029
0.1022,0.2256,1.0,0.0,0.1022,0.0,0.1022,1.0,0.1022,0.126077,0.9998,0.03751073172,0.1022
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.1875,0.3429,1.0,0.0,0.1875,0.64,0.1875,1.0,0.1875,0.085653,0.9999,0.07414453125,0.1875
0.1125,0.632,1.0,1.0,0.1125,0.08,0.1125,1.0,0.1125,0.061267,1.0,0.07913953125,0.1125
0.3985,0.2996,1.0,0.0,0.3985,0.0,0.3985,1.0,0.3985,0.249937,0.9996,0.18558164925000004,0.3985
0.2222,0.2556,1.0,0.0,0.2222,0.0,0.2222,1.0,0.2222,0.002149,1.0,0.09043375572000001,0.2222
0.2094,0.239,0.9333,0.0,0.2094,0.0,0.2094,0.9333,0.2094,0.041111,0.9997,0.07968069954000001,0.2094
0.012,0.203,1.0,0.0,0.012,0.0,0.012,1.0,0.012,0.005381,1.0,0.004043952000000001,0.012
0.0005,0.1935,0.9667,0.0,0.0005,0.0,0.0005,0.9667,0.0005,1e-06,1.0,0.00016103880000000001,0.0005
0.3988,0.2997,1.0,0.0,0.3988,0.0,0.3988,1.0,0.3988,0.234453,0.9981,0.18576119952,0.3988
0.3239,0.281,1.0,0.0,0.3239,0.0,0.3239,1.0,0.3239,0.154547,0.9997,0.14279413293000004,0.3239
0.125,0.0713,0.2,0.0,0.125,0.0,0.125,0.2,0.125,0.046858,0.9999,0.013528125000000002,0.125
0.0092,0.189,0.9333,0.0,0.0092,0.0,0.0092,0.9333,0.0092,0.004826,1.0,0.002887443,0.0092
0.1402,0.2351,1.0,0.0,0.1402,0.0,0.1402,1.0,0.1402,0.120792,0.9999,0.05323206132,0.1402
0.1,0.205,0.9,0.0,0.1,0.0,0.1,0.9,0.1,0.009848,0.9999,0.0333,0.1
0.135,0.2271,0.9667,0.0,0.135,0.0,0.135,0.9667,0.135,0.038431,0.9999,0.0495269235,0.135
0.0132,0.2033,1.0,0.0,0.0132,0.0,0.0132,1.0,0.0132,0.000481,1.0,0.00445362192,0.0132
0.0025,0.194,0.9667,0.0,0.0025,0.0,0.0025,0.9667,0.0025,0.001595,1.0,0.000806859,0.0025
0.0138,0.1768,0.8667,0.0,0.0138,0.0,0.0138,0.8667,0.0138,0.015089,0.9999,0.004046249700000001,0.0138
0.1415,0.2354,1.0,0.0,0.1415,0.0,0.1415,1.0,0.1415,0.114584,1.0,0.05378690925,0.1415
0.2,0.25,1.0,0.0,0.2,0.0,0.2,1.0,0.2,0.047981,0.9998,0.07992,0.2
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.041305,0.9999,0.12987,0.3
0.04,0.13,0.6,0.0,0.04,0.0,0.04,0.6,0.04,0.010251,1.0,0.0085248,0.04
0.9504,0.4376,1.0,0.0,0.9504,0.0,0.9504,1.0,0.9504,0.049794,0.9995,0.61726883328,0.9504
1.0,0.776,0.9667,0.9,1.0,0.08,1.0,0.9667,1.0,0.227987,0.9988,0.9546111000000002,1.0
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.040837,0.9999,0.12987,0.3
0.01,0.2025,1.0,0.0,0.01,0.0,0.01,1.0,0.01,0.007333,1.0,0.0033633,0.01
0.3903,0.6613,0.8333,1.0,0.3903,0.04,0.3903,0.8333,0.3903,0.109766,0.9997,0.28900106964000005,0.3903
0.55,0.2308,0.4667,0.0,0.55,0.0,0.55,0.4667,0.55,0.029315,0.9997,0.18620860500000003,0.55
0.1667,0.2417,1.0,0.0,0.1667,0.0,0.1667,1.0,0.1667,0.002118,1.0,0.06476480037,0.1667
0.01,0.0492,0.2333,0.0,0.01,0.0,0.01,0.2333,0.01,0.004355,1.0,0.000810189,0.01
0.3,0.275,1.0,0.0,0.3,0.0,0.3,1.0,0.3,0.037773,0.9999,0.12987,0.3
1.0,0.45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.028353,0.9998,0.666,1.0
0.1177,0.2294,1.0,0.0,0.1177,0.0,0.1177,1.0,0.1177,0.000656,1.0,0.04380724557,0.1177
0.1386,0.228,0.9667,0.0,0.1386,0.0,0.1386,0.9667,0.1386,0.079871,1.0,0.051013795140000005,0.1386
0.0617,0.1688,0.7667,0.0,0.0617,0.0,0.0617,0.7667,0.0617,0.0554,0.9999,0.01702038924,0.0617
0.4878,0.2686,0.7333,0.0,0.4878,0.0,0.4878,0.7333,0.4878,0.405353,0.9718,0.19835230914000002,0.4878
1.0,0.45,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.002857,0.9993,0.666,1.0
0.8916,0.8195,1.0,1.0,0.8916,0.04,0.8916,1.0,0.8916,0.167338,0.9999,0.85852413648,0.8916
0.026,0.1998,0.9667,0.0,0.026,0.0,0.026,0.9667,0.026,0.009907,1.0,0.0085947966,0.026
0.3929,0.6575,0.8333,1.0,0.3929,0.02,0.3929,0.8333,0.3929,0.095047,0.9996,0.2912664353400001,0.3929
0.5319,0.333,1.0,0.0,0.5319,0.0,0.5319,1.0,0.5319,0.340395,0.9993,0.27133426413000006,0.5319
0.2175,0.3444,1.0,0.0,0.2175,0.6,0.2175,1.0,0.2175,0.090396,0.9999,0.08818048125000001,0.2175
0.0037,0.2009,1.0,0.0,0.0037,0.0,0.0037,1.0,0.0037,0.052407,0.9999,0.00123665877,0.0037
0.4649,0.3162,1.0,0.0,0.4649,0.0,0.4649,1.0,0.4649,0.27335,0.999,0.22678365933,0.4649
0.7354,0.3839,1.0,0.0,0.7354,0.0,0.7354,1.0,0.7354,0.147237,0.9999,0.4249789822800001,0.7354
0.018,0.2045,1.0,0.0,0.018,0.0,0.018,1.0,0.018,0.009449,1.0,0.006101892,0.018
0.5755,0.7459,0.9667,1.0,0.5755,0.08,0.5755,0.9667,0.5755,0.111372,0.9999,0.4871910213,0.5755
0.1875,0.3309,1.0,0.0,0.1875,0.56,0.1875,1.0,0.1875,0.078868,0.9999,0.07414453125,0.1875
0.1725,0.1765,0.6667,0.0,0.1725,0.0,0.1725,0.6667,0.1725,0.066025,0.9999,0.048205746,0.1725
0.06,0.155,0.7,0.0,0.06,0.0,0.06,0.7,0.06,0.013028,1.0,0.0151848,0.06
0.026,0.2065,1.0,0.0,0.026,0.0,0.026,1.0,0.026,0.012213,1.0,0.008883108,0.026
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.4996,0.603,0.3667,1.0,0.4996,0.06,0.4996,0.3667,0.4996,0.056468,0.9995,0.31049035884,0.4996
0.5129,0.3282,1.0,0.0,0.5129,0.0,0.5129,1.0,0.5129,0.161724,0.9997,0.25839681453,0.5129
0.0005,0.2001,1.0,0.0,0.0005,0.0,0.0005,1.0,0.0005,1e-06,1.0,0.00016658325000000002,0.0005
0.101,0.2252,1.0,0.0,0.101,0.0,0.101,1.0,0.101,0.000636,1.0,0.037029933,0.101
