domain,sys_idx,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score,process_regime_tg,dominant_operator,operator_continuity,operator_rupture,operator_curvature,transition_smoothness_tg,recursive_closure,operator_reversibility,compositional_stability,operator_neighborhood_entropy,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,self_prediction,internal_continuity,self_model_consistency,closure_adaptation,forecast_stability,self_alignment,temporal_self_coherence,perturbation_anticipation,self_prediction_norm,internal_continuity_norm,self_model_consistency_norm,closure_adaptation_norm,forecast_stability_norm,self_alignment_norm,temporal_self_coherence_norm,perturbation_anticipation_norm,self_reference_composite
nonlinear_oscillator,454,CG,1.0,0.0,0.155,0.074793,0.9999,0.155,0.0,0.0,0.3,0.2837,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.155,0.155,0.074793,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.155,0.9999,0.0,0.0,0.011592915,0.10465116290264442,0.0465,-2.0,0.1549999999845,0.99989999990001,0.0,0.0,0.014345930562904334,0.10465116278023266,0.05812499999273437,0.0,0.16650276165254768
nonlinear_oscillator,455,CH,1.0,0.0,0.2209,0.103163,0.9998,0.2209,0.0,0.0,0.0,0.2552,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9998,0.2209,0.2209,0.103163,0.0,,,,,,,0.2209,0.9998,0.0,0.0,0.0227887067,0.06901725442998041,0.0,,0.22089999997791002,0.99979999990002,0.0,0.0,0.028200431378699212,0.06901725430667668,0.0,,0.18827395508047226
nonlinear_oscillator,456,RG,1.0,0.0,0.105,0.050805,1.0,0.105,0.0,0.0,0.0,0.2262,RG,op_competitive_exclusion,1.0,0.0,0.0,1.0,0.105,0.105,0.050805,0.0,,,,,,,0.105,1.0,0.0,0.0,0.005334525,0.032758189668322335,0.0,,0.10499999998949999,0.9999999999,0.0,0.0,0.006601335836248021,0.032758189544111,0.0,,0.1634799321814084
nonlinear_oscillator,457,CH,1.0,0.0,0.062,0.072045,0.9997,0.062,0.0,0.0,0.0,0.2155,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9997,0.062,0.062,0.072045,0.0,,,,,,,0.062,0.9997,0.0,0.0,0.00446679,0.0193798450838486,0.0,,0.0619999999938,0.99969999990003,0.0,0.0,0.005527536359843529,0.019379844959302384,0.0,,0.15522962588756797
nonlinear_oscillator,458,CL,0.2333,0.0,0.0027,0.01896,0.9999,0.0027,0.0,0.0,0.0,0.0473,CL,op_competitive_exclusion,0.2333,0.7667,0.03648,0.9999,0.0027,0.0027,0.01896,0.7838,,,,,,,0.00062991,0.23327667000000002,0.0,0.0,5.119200000000001e-05,0.767691923009791,0.0,,0.0006299099999370091,0.23327666997667235,0.0,0.0,6.334876753398078e-05,0.767691922903976,0.0,,0.14309455023544565
nonlinear_oscillator,459,CH,1.0,0.0,0.5755,0.177363,0.9994,0.5755,0.0,0.0,0.0,0.3439,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9994,0.5755,0.5755,0.177363,0.0,,,,,,,0.5755,0.9994,0.0,0.0,0.1020724065,0.1799199800975344,0.0,,0.57549999994245,0.9993999999000599,0.0,0.0,0.12631194622211453,0.1799199799770067,0.0,,0.2687331322916616
nonlinear_oscillator,460,CG,1.0,0.0,0.185,0.076851,0.9999,0.185,0.0,0.0,0.6,0.3362,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.185,0.185,0.076851,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.185,0.9999,0.0,0.0,0.014217435,0.1702925732470253,0.111,-2.0,0.1849999999815,0.99989999990001,0.0,0.0,0.01759370574981407,0.17029257312625662,0.13874999998265625,0.0,0.1889420348425296
nonlinear_oscillator,461,CH,1.0,0.0,0.0281,0.093897,0.9996,0.0281,0.0,0.0,0.0,0.207,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9996,0.0281,0.0281,0.093897,0.0,,,,,,,0.0281,0.9996,0.0,0.0,0.0026385057,0.008752188170948694,0.0,,0.02809999999719,0.99959999990004,0.0,0.0,0.0032650821266288323,0.008752188046136453,0.0,,0.14853103858142788
nonlinear_oscillator,462,CG,0.8667,1.0,0.1125,0.055607,0.9999,0.1125,0.6575,0.9666,0.06,0.6055,CG,op_competitive_exclusion,0.8667,0.1333,0.030643,0.9999,0.1125,0.1125,0.055607,0.5665,7.0,1.0,3.34,1.0,0.0,1.0,0.09750375,0.8666133300000001,0.1125,0.1087425,0.006255787499999999,0.6736684171450777,0.00675,1.0,0.09750374999024962,0.8666133299133387,0.11249999998875,0.1103299101872547,0.007741374200646247,0.6736684170369093,0.008437499998945311,0.9999999999666667,0.3595992851603451
nonlinear_oscillator,463,CG,1.0,0.0,0.1175,0.066962,0.9999,0.1175,0.0,0.0,0.22,0.2624,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.1175,0.1175,0.066962,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1175,0.9999,0.0,0.0,0.007868034999999999,0.07801950499149546,0.025849999999999998,-2.0,0.11749999998824999,0.99989999990001,0.0,0.0,0.009736488517038292,0.07801950486841706,0.03231249999596093,0.0,0.15468356165870953
nonlinear_oscillator,464,CG,1.0,0.0,0.1525,0.081021,1.0,0.1525,0.0,0.0,0.4,0.2981,CG,op_competitive_exclusion,1.0,0.0,0.0,1.0,0.1525,0.1525,0.081021,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1525,1.0,0.0,0.0,0.0123557025,0.12265566402567463,0.061,-2.0,0.15249999998475,0.9999999999,0.0,0.0,0.015289860239715677,0.12265566390371355,0.07624999999046875,0.0,0.170836940502331
nonlinear_oscillator,465,RG,1.0,0.0,0.1,0.050763,1.0,0.1,0.0,0.0,0.0,0.225,RG,op_competitive_exclusion,1.0,0.0,0.0,1.0,0.1,0.1,0.050763,0.0,,,,,,,0.1,1.0,0.0,0.0,0.005076300000000001,0.03125781457473653,0.0,,0.09999999999,0.9999999999,0.0,0.0,0.006281789120033337,0.031257814450487635,0.0,,0.16250565763721728
nonlinear_oscillator,466,CG,0.9667,1.0,0.3329,0.094337,0.9997,0.3329,0.9222,0.9413,0.06,0.6768,CG,op_competitive_exclusion,0.9667,0.0333,0.008545,0.9997,0.3329,0.3329,0.094337,0.2108,3.0,1.0,5.87,1.0,0.0,1.0,0.32181443,0.96640999,0.3329,0.31335877,0.0314047873,0.6377844461568162,0.019974,1.0,0.32181442996781856,0.966409989903359,0.33289999996671,0.3179331443592763,0.03886260685501273,0.6377844460477494,0.02496749999687906,0.9999999999666667,0.45508401463293396
nonlinear_oscillator,467,CH,1.0,0.0,0.0487,0.081933,0.9997,0.0487,0.0,0.0,0.0,0.2122,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9997,0.0487,0.0487,0.081933,0.0,,,,,,,0.0487,0.9997,0.0,0.0,0.0039901371,0.015253813576487363,0.0,,0.04869999999513,0.99969999990003,0.0,0.0,0.004937690802793643,0.015253813451837867,0.0,,0.15265592916425594
nonlinear_oscillator,468,CH,1.0,0.0,0.1992,0.075014,0.9999,0.1992,0.0,0.0,0.0,0.2498,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.1992,0.1992,0.075014,0.0,,,,,,,0.1992,0.9999,0.0,0.0,0.014942788799999999,0.06226556650884407,0.0,,0.19919999998007998,0.99989999990001,0.0,0.0,0.018491312197229475,0.06226556638537134,0.0,,0.18283669692324153
nonlinear_oscillator,469,CG,1.0,1.0,0.3099,0.12409,0.9998,0.3099,0.6407,0.96,0.06,0.6805,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9998,0.3099,0.3099,0.12409,0.0,9.0,1.0,4.0,1.0,0.0,1.0,0.3099,0.9998,0.3099,0.297504,0.038455491,0.6007751938483652,0.018594,1.0,0.30989999996901,0.99979999990002,0.30989999996901,0.30184692829711496,0.047587669162449005,0.6007751937383721,0.023242499997094684,0.9999999999666667,0.44913153637496717
nonlinear_oscillator,470,CG,1.0,1.0,0.13,0.061132,1.0,0.13,0.3994,0.978,0.26,0.6682,CG,op_competitive_exclusion,1.0,0.0,0.0,1.0,0.13,0.13,0.061132,0.0,1.0,1.0,2.2,1.0,0.0,1.0,0.13,1.0,0.13,0.12714,0.00794716,0.5853963491391103,0.033800000000000004,1.0,0.12999999998700001,0.9999999999,0.12999999998700001,0.1289959747220044,0.009834403645009974,0.5853963490287323,0.042249999994718755,0.9999999999666667,0.3783095909038915
nonlinear_oscillator,471,CH,1.0,0.0,0.2092,0.095741,0.9997,0.2092,0.0,0.0,0.0,0.2523,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9997,0.2092,0.2092,0.095741,0.0,,,,,,,0.2092,0.9997,0.0,0.0,0.020029017200000002,0.06539134795381452,0.0,,0.20919999997908,0.99969999990003,0.0,0.0,0.02478538745383854,0.06539134783042003,0.0,,0.1855823907376241
nonlinear_oscillator,472,CG,1.0,1.0,0.115,0.052518,1.0,0.115,0.294,0.972,0.04,0.6305,CG,op_competitive_exclusion,1.0,0.0,0.0,1.0,0.115,0.115,0.052518,0.0,9.0,1.0,2.8,1.0,0.0,1.0,0.115,1.0,0.115,0.11178,0.00603957,0.5382595649489548,0.0046,1.0,0.11499999998850001,0.9999999999,0.11499999998850001,0.11341175125393779,0.0074738106722770006,0.5382595648373968,0.005749999999281249,0.9999999999666667,0.36186189082581993
nonlinear_oscillator,473,CG,1.0,0.0,0.1425,0.067168,0.9999,0.1425,0.0,0.0,0.16,0.2596,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.1425,0.1425,0.067168,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1425,0.9999,0.0,0.0,0.00957144,0.07451862977312862,0.022799999999999997,-2.0,0.14249999998575,0.99989999990001,0.0,0.0,0.011844407866960558,0.0745186296499626,0.028499999996437493,0.0,0.15715787967489006
nonlinear_oscillator,474,CG,1.0,0.0,0.29,0.103166,0.9998,0.29,0.0,0.0,0.34,0.3235,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9998,0.29,0.29,0.103166,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.29,0.9998,0.0,0.0,0.029918139999999996,0.15441360350657507,0.09860000000000001,-2.0,0.28999999997099996,0.99979999990002,0.0,0.0,0.03702291951689895,0.15441360338540894,0.12324999998459375,0.0,0.20056081534474018
nonlinear_oscillator,475,CH,1.0,0.0,0.5612,0.166801,0.9997,0.5612,0.0,0.0,0.0,0.3403,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9997,0.5612,0.5612,0.166801,0.0,,,,,,,0.5612,0.9997,0.0,0.0,0.09360872120000001,0.175418854816777,0.0,,0.56119999994388,0.99969999990003,0.0,0.0,0.11583835596288516,0.17541885469613663,0.0,,0.2645938872147045
nonlinear_oscillator,476,RG,1.0,0.0,0.08,0.044746,1.0,0.08,0.0,0.0,0.0,0.22,RG,op_competitive_exclusion,1.0,0.0,0.0,1.0,0.08,0.08,0.044746,0.0,,,,,,,0.08,1.0,0.0,0.0,0.00357968,0.025006251684795422,0.0,,0.079999999992,0.9999999999,0.0,0.0,0.004429760825246919,0.025006251560390044,0.0,,0.15849085889680528
nonlinear_oscillator,477,CG,1.0,0.0,0.15,0.059917,0.9999,0.15,0.0,0.0,0.5,0.3125,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.15,0.15,0.059917,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15,0.9999,0.0,0.0,0.008987549999999999,0.14066016514870472,0.075,-2.0,0.149999999985,0.99989999990001,0.0,0.0,0.011121859189913048,0.1406601650271943,0.09374999998828124,0.0,0.17442900301129982
nonlinear_oscillator,478,RG,0.3,0.0,0.0675,0.034404,0.9999,0.0675,0.0,0.0,0.0,0.0769,RG,op_competitive_exclusion,0.3,0.7,0.103872,0.9999,0.0675,0.0675,0.034404,0.997,,,,,,,0.02025,0.29997,0.0,0.0,0.00232227,0.7213053263664285,0.0,,0.020249999997975,0.299969999970003,0.0,0.0,0.0028737486791127033,0.7213053262594524,0.0,,0.14919986784379186
nonlinear_oscillator,479,CG,1.0,1.0,0.1525,0.06609,0.9999,0.1525,0.7271,0.986,0.12,0.654,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.1525,0.1525,0.06609,0.0,3.0,1.0,1.4,1.0,0.0,1.0,0.1525,0.9999,0.1525,0.150365,0.010078724999999998,0.5676419105316778,0.0183,1.0,0.15249999998475,0.99989999990001,0.15249999998475,0.15256001053228088,0.012472159850443823,0.5676419104208553,0.022874999997140624,0.9999999999666667,0.38255613507961217
nonlinear_oscillator,480,RG,1.0,0.0,0.11,0.045053,0.9999,0.11,0.0,0.0,0.0,0.2275,RG,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.11,0.11,0.045053,0.0,,,,,,,0.11,0.9999,0.0,0.0,0.0049558300000000005,0.034383596019707086,0.0,,0.109999999989,0.99989999990001,0.0,0.0,0.0061327106307221425,0.03438359589553643,0.0,,0.16434518663075265
nonlinear_oscillator,481,CG,1.0,0.0,0.14,0.072296,1.0,0.14,0.0,0.0,0.42,0.298,CG,op_competitive_exclusion,1.0,0.0,0.0,1.0,0.14,0.14,0.072296,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.14,1.0,0.0,0.0,0.01012144,0.12253063276787579,0.058800000000000005,-2.0,0.13999999998600002,0.9999999999,0.0,0.0,0.012525018551123892,0.12253063264591157,0.0734999999908125,0.0,0.168569456384231
nonlinear_oscillator,482,CH,1.0,0.0,0.2833,0.074167,0.9996,0.2833,0.0,0.0,0.0,0.2708,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9996,0.2833,0.2833,0.074167,0.0,,,,,,,0.2833,0.9996,0.0,0.0,0.021011511099999998,0.08852213064659642,0.0,,0.28329999997167,0.99959999990004,0.0,0.0,0.026001198081957267,0.08852213052378093,0.0,,0.19963190406820686
nonlinear_oscillator,483,RG,0.9333,0.0,0.08,0.036462,1.0,0.08,0.0,0.0,0.0,0.2067,RG,op_competitive_exclusion,0.9333,0.0667,0.0165,1.0,0.08,0.08,0.036462,0.3534,,,,,,,0.07466400000000001,0.9333,0.0,0.0,0.00291696,0.09177294334936581,0.0,,0.0746639999925336,0.93329999990667,0.0,0.0,0.003609662075049237,0.09177294322663168,0.0,,0.15762094360012635
nonlinear_oscillator,484,CG,1.0,0.0,0.145,0.068667,1.0,0.145,0.0,0.0,0.42,0.2992,CG,op_competitive_exclusion,1.0,0.0,0.0,1.0,0.145,0.145,0.068667,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.145,1.0,0.0,0.0,0.009956715,0.1240310078614616,0.060899999999999996,-2.0,0.14499999998549998,0.9999999999,0.0,0.0,0.012321175651216973,0.12403100773953493,0.07612499999048436,0.0,0.16968464790834203
nonlinear_oscillator,485,CG,1.0,0.0,0.185,0.078333,0.9999,0.185,0.0,0.0,0.6,0.3362,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.185,0.185,0.078333,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.185,0.9999,0.0,0.0,0.014491605,0.1702925732470253,0.111,-2.0,0.1849999999815,0.99989999990001,0.0,0.0,0.017932983988499636,0.17029257312625662,0.13874999998265625,0.0,0.1889844446223653
nonlinear_oscillator,486,RG,0.3333,0.0,0.135,0.047814,0.9999,0.135,0.0,0.0,0.0,0.1004,RG,op_competitive_exclusion,0.3333,0.6667,0.058928,0.9999,0.135,0.135,0.047814,0.9183,,,,,,,0.0449955,0.33326667,0.0,0.0,0.0064548900000000005,0.7090522631021441,0.0,,0.04499549999550045,0.3332666699666733,0.0,0.0,0.007987758361998302,0.7090522629948612,0.0,,0.15647174161700475
nonlinear_oscillator,487,CG,1.0,1.0,0.2724,0.100906,0.9998,0.2724,0.6532,0.9732,0.08,0.6761,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9998,0.2724,0.2724,0.100906,0.0,5.0,1.0,2.68,1.0,0.0,1.0,0.2724,0.9998,0.2724,0.26509967999999995,0.027486794399999997,0.5952738185052172,0.021792,1.0,0.27239999997276,0.99979999990002,0.27239999997276,0.26896957385631154,0.034014192621892564,0.5952738183950864,0.027239999996595,0.9999999999666667,0.4337621980852615
nonlinear_oscillator,488,CG,1.0,0.0,0.18,0.082685,0.9999,0.18,0.0,0.0,0.4,0.305,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.18,0.18,0.082685,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.18,0.9999,0.0,0.0,0.014883299999999999,0.13128282081379306,0.072,-2.0,0.179999999982,0.99989999990001,0.0,0.0,0.018417696355651193,0.1312828206920479,0.08999999998874998,0.0,0.17745006461480736
nonlinear_oscillator,489,CG,1.0,0.0,0.1825,0.081014,0.9999,0.1825,0.0,0.0,0.42,0.3086,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.1825,0.1825,0.081014,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1825,0.9999,0.0,0.0,0.014785055,0.1357839460945507,0.07665,-2.0,0.18249999998174998,0.99989999990001,0.0,0.0,0.018296120725350053,0.1357839459729182,0.09581249998802342,0.0,0.17903657082100646
nonlinear_oscillator,490,CH,1.0,0.0,0.3393,0.093257,0.9998,0.3393,0.0,0.0,0.0,0.2848,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9998,0.3393,0.3393,0.093257,0.0,,,,,,,0.3393,0.9998,0.0,0.0,0.0316421001,0.10602650673843128,0.0,,0.33929999996606997,0.99979999990002,0.0,0.0,0.039156275268046756,0.10602650661605395,0.0,,0.21204039739288438
nonlinear_oscillator,491,CG,1.0,1.0,0.1025,0.059808,1.0,0.1025,0.5217,0.9508,0.08,0.6302,CG,op_competitive_exclusion,1.0,0.0,0.0,1.0,0.1025,0.1025,0.059808,0.0,4.0,1.0,4.92,1.0,0.0,1.0,0.1025,1.0,0.1025,0.09745699999999999,0.00613032,0.5378844711755584,0.008199999999999999,1.0,0.10249999998975,0.9999999999,0.10249999998975,0.09887966578954208,0.00758611143516395,0.5378844710639911,0.010249999998718748,0.9999999999666667,0.3574500310166978
nonlinear_oscillator,492,CG,1.0,0.0,0.19,0.093896,0.9999,0.19,0.0,0.0,0.44,0.3135,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.19,0.19,0.093896,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.19,0.9999,0.0,0.0,0.01784024,0.14191047772669296,0.08360000000000001,-2.0,0.189999999981,0.99989999990001,0.0,0.0,0.02207683264006925,0.14191047760521386,0.1044999999869375,0.0,0.18229841376415384
nonlinear_oscillator,493,CH,1.0,0.0,0.0886,0.064137,0.9999,0.0886,0.0,0.0,0.0,0.2222,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.0886,0.0886,0.064137,0.0,,,,,,,0.0886,0.9999,0.0,0.0,0.0056825382,0.02775693935636947,0.0,,0.08859999999114,0.99989999990001,0.0,0.0,0.007031993112884152,0.027756939232032943,0.0,,0.16046984746229528
nonlinear_oscillator,494,CG,1.0,0.0,0.1325,0.07179,0.9999,0.1325,0.0,0.0,0.3,0.2781,CG,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.1325,0.1325,0.07179,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.1325,0.9999,0.0,0.0,0.009512175000000001,0.09764941246591041,0.03975,-2.0,0.13249999998675,0.99989999990001,0.0,0.0,0.011771068972057031,0.09764941234332339,0.04968749999378906,0.0,0.1614384976494912
nonlinear_oscillator,495,CG,1.0,1.0,0.1125,0.052136,1.0,0.1125,0.1348,0.9708,0.02,0.6267,CG,op_competitive_exclusion,1.0,0.0,0.0,1.0,0.1125,0.1125,0.052136,0.0,12.0,1.0,2.92,1.0,0.0,1.0,0.1125,1.0,0.1125,0.109215,0.0058653,0.5335083771525997,0.0022500000000000003,1.0,0.11249999998875,0.9999999999,0.11249999998875,0.11080930768651652,0.00725815608331492,0.5335083770409228,0.002812499999648438,0.9999999999666667,0.35992354258182113
nonlinear_oscillator,496,CH,1.0,0.0,0.4491,0.152334,0.9998,0.4491,0.0,0.0,0.0,0.3123,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9998,0.4491,0.4491,0.152334,0.0,,,,,,,0.4491,0.9998,0.0,0.0,0.0684131994,0.14041010263310716,0.0,,0.44909999995509,0.99979999990002,0.0,0.0,0.08465955354443024,0.1404101025115905,0.0,,0.23913852227301868
nonlinear_oscillator,497,CG,1.0,0.0,0.15,0.069601,1.0,0.15,0.0,0.0,0.62,0.3305,CG,op_competitive_exclusion,1.0,0.0,0.0,1.0,0.15,0.15,0.069601,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.15,1.0,0.0,0.0,0.010440149999999999,0.16316579155249245,0.093,-2.0,0.149999999985,0.9999999999,0.0,0.0,0.012919413880486974,0.1631657914315454,0.11624999998546874,0.0,0.18029190064781264
nonlinear_oscillator,498,CH,1.0,0.0,0.2115,0.072779,0.9999,0.2115,0.0,0.0,0.0,0.2529,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9999,0.2115,0.2115,0.072779,0.0,,,,,,,0.2115,0.9999,0.0,0.0,0.0153927585,0.06614153550060753,0.0,,0.21149999997885,0.99989999990001,0.0,0.0,0.019048137988810877,0.06614153537723182,0.0,,0.18522709617784325
nonlinear_oscillator,499,CH,1.0,0.0,0.3069,0.104553,0.9998,0.3069,0.0,0.0,0.0,0.2767,CH,op_competitive_exclusion,1.0,0.0,0.0,0.9998,0.3069,0.3069,0.104553,0.0,,,,,,,0.3069,0.9998,0.0,0.0,0.0320873157,0.09589897485672683,0.0,,0.30689999996931,0.99979999990002,0.0,0.0,0.039707217984621644,0.09589897473409599,0.0,,0.20604374179829252
population,0,CG,0.9333,0.86,0.35,0.060052,0.9998,0.35,0.5359,0.8098,0.02,0.6136,CG,op_hierarchical_nesting,0.9333,0.0667,0.01427,0.9998,0.35,0.35,0.060052,0.3534,11.0,1.0,5.84,0.86,0.0,1.0,0.326655,0.93311334,0.301,0.28342999999999996,0.0210182,0.6005251313327676,0.006999999999999999,0.86,0.3266549999673345,0.9331133399066887,0.3009999999699,0.2875674777053461,0.02600947542160327,0.6005251312227683,0.008749999998906249,0.9533333333015556,0.4296192196867628
population,1,CG,0.6333,0.8,0.5,0.090158,0.9997,0.5,0.717,0.772,0.06,0.5765,CG,op_hierarchical_nesting,0.6333,0.3667,0.053258,0.9997,0.5,0.5,0.090158,0.9481,1.0,1.0,3.5,0.8,0.0,1.0,0.31665,0.63311001,0.4,0.386,0.045079,0.9292323080858675,0.03,0.8,0.316649999968335,0.633110009936689,0.39999999996,0.3916347824657362,0.0557840891479981,0.9292323079840962,0.0374999999953125,0.9333333333022221,0.46215556534504865
population,2,RG,1.0,0.0,0.3,0.039352,0.9999,0.3,0.0,0.0,0.0,0.275,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.3,0.3,0.039352,0.0,,,,,,,0.3,0.9999,0.0,0.0,0.0118056,0.09377344347414696,0.0,,0.29999999997,0.99989999990001,0.0,0.0,0.014609122714470294,0.09377344335146291,0.0,,0.20118322370513475
population,3,CG,0.8667,0.0,0.4,0.096119,0.9997,0.4,0.0,0.0,0.1,0.2883,CG,op_hierarchical_nesting,0.8667,0.1333,0.026501,0.9997,0.4,0.4,0.096119,0.5665,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.34668000000000004,0.86643999,0.0,0.0,0.0384476,0.27706926740721816,0.04000000000000001,-2.0,0.34667999996533205,0.866439989913356,0.0,0.0,0.04757790425534222,0.27706926728912223,0.04999999999375001,0.0,0.19847089517711283
population,4,RG,1.0,0.0,0.3,0.040837,0.9999,0.3,0.0,0.0,0.0,0.275,RG,op_hierarchical_nesting,1.0,0.0,0.0,0.9999,0.3,0.3,0.040837,0.0,,,,,,,0.3,0.9999,0.0,0.0,0.0122511,0.09377344347414696,0.0,,0.29999999997,0.99989999990001,0.0,0.0,0.015160417368642595,0.09377344335146291,0.0,,0.20126198008430224
population,5,RG,1.0,0.0,0.2,0.027162,1.0,0.2,0.0,0.0,0.0,0.25,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.2,0.2,0.027162,0.0,,,,,,,0.2,1.0,0.0,0.0,0.0054324,0.06251562902444174,0.0,,0.19999999998,0.9999999999,0.0,0.0,0.006722453601179816,0.06251562890097527,0.0,,0.18131972605459357
population,6,CH,0.9333,0.0,0.3415,0.128806,0.9999,0.3415,0.0,0.0,0.0,0.272,CH,op_hierarchical_nesting,0.9333,0.0667,0.00693,0.9999,0.3415,0.3415,0.128806,0.3534,,,,,,,0.31872195000000003,0.93320667,0.0,0.0,0.043987249000000006,0.17341835469199574,0.0,,0.31872194996812786,0.9332066699066793,0.0,0.0,0.05443307570245992,0.1734183545713053,0.0,,0.21139715002122464
population,7,CH,0.0,0.0,0.3377,0.120605,0.9999,0.3377,0.0,0.0,0.0,0.0844,CH,op_hierarchical_nesting,0.0,1.0,0.0,0.9999,0.3377,0.3377,0.120605,0.0,,,,,,,0.0,0.0,0.0,0.0,0.040728308500000004,0.8947236809333929,0.0,,0.0,0.0,0.0,0.0,0.050400221660000646,0.8947236808307577,0.0,,0.13501770035582264
population,8,CH,0.1667,0.0,0.7337,0.130883,0.9997,0.7337,0.0,0.0,0.0,0.2168,CH,op_hierarchical_nesting,0.1667,0.8333,0.047366,0.9997,0.7337,0.7337,0.130883,0.9206,,,,,,,0.12230779,0.16664999,0.0,0.0,0.0960288571,0.9376094023583885,0.0,,0.12230778998776921,0.166649989983335,0.0,0.0,0.11883321114591652,0.9376094022568268,0.0,,0.19220005619626396
population,9,RG,1.0,0.0,0.25,0.028765,1.0,0.25,0.0,0.0,0.0,0.2625,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.25,0.25,0.028765,0.0,,,,,,,0.25,1.0,0.0,0.0,0.00719125,0.0781445362492943,0.0,,0.249999999975,0.9999999999,0.0,0.0,0.008898984695435598,0.07814453612621904,0.0,,0.19100621724237923
population,10,CG,0.8667,0.95,0.4,0.072857,0.9997,0.4,0.9965,0.892,0.08,0.6566,CG,op_hierarchical_nesting,0.8667,0.1333,0.026501,0.9997,0.4,0.4,0.072857,0.5665,2.0,1.0,6.11,0.95,0.0,1.0,0.34668000000000004,0.86643999,0.38,0.3568,0.029142800000000003,0.7375593898802751,0.032,0.95,0.34667999996533205,0.866439989913356,0.379999999962,0.36200852431029706,0.03606345644806405,0.7375593897737059,0.039999999995,0.9833333333005556,0.4690105867085389
population,11,RG,1.0,0.0,0.25,0.041075,1.0,0.25,0.0,0.0,0.0,0.2625,RG,op_hierarchical_nesting,1.0,0.0,0.0,1.0,0.25,0.25,0.041075,0.0,,,,,,,0.25,1.0,0.0,0.0,0.01026875,0.0781445362492943,0.0,,0.249999999975,0.9999999999,0.0,0.0,0.012707310841822257,0.07814453612621904,0.0,,0.19155026383472018
population,12,CH,0.7667,0.0,0.5954,0.147593,0.9998,0.5954,0.0,0.0,0.0,0.3022,CH,op_hierarchical_nesting,0.7667,0.2333,0.036687,0.9998,0.5954,0.5954,0.147593,0.6216,,,,,,,0.45649318000000005,0.76654666,0.0,0.0,0.08787687220000001,0.41947987004007514,0.0,,0.45649317995435074,0.7665466599233454,0.0,0.0,0.10874534201850167,0.419479869925544,0.0,,0.2501807216888202
