domain,sys_idx,process_regime,transition_neighbor_fraction,transition_sharpness,org_gradient_predictive_shear,org_curvature_local_curvature,process_rigidity,is_near_transition
nonlinear_oscillator,378,CG,0.0,1.3747,0.0015,0.174,0.0067,0
nonlinear_oscillator,379,CG,0.0,0.8679,0.0028,0.1429,0.0043,0
nonlinear_oscillator,380,RG,0.0333,1.3364,0.0025,0.1521,0.0044,0
nonlinear_oscillator,381,RG,0.0,1.7074,0.0021,0.0878,0.0029,0
nonlinear_oscillator,382,CG,0.1333,0.613,0.0025,0.1577,0.0043,0
nonlinear_oscillator,383,CG,0.0,1.0833,0.0064,0.1862,0.0095,0
nonlinear_oscillator,384,CG,0.1667,0.6157,0.0053,0.1608,0.0097,0
nonlinear_oscillator,385,CH,0.0,3.4621,0.0097,0.1676,0.0083,0
nonlinear_oscillator,386,RG,0.3,0.7919,0.0038,0.1828,0.0085,0
nonlinear_oscillator,387,RG,0.6333,0.7414,0.0026,0.1081,0.0062,1
nonlinear_oscillator,388,RG,0.5,0.5754,0.0024,0.0836,0.0018,1
nonlinear_oscillator,389,CL,0.4333,1.4435,0.0009,0.1035,0.0024,1
nonlinear_oscillator,390,CH,0.5667,0.679,0.0038,0.1034,0.0044,1
nonlinear_oscillator,391,CG,0.1,0.9278,0.0036,0.0765,0.0066,0
nonlinear_oscillator,392,CG,0.0,0.9151,0.0004,0.0481,0.005,0
nonlinear_oscillator,393,CG,0.0,1.4469,0.0006,0.1032,0.002,0
nonlinear_oscillator,394,CL,0.9333,1.0869,0.0022,0.1015,0.0032,1
nonlinear_oscillator,395,CG,0.1667,0.3833,0.0006,0.1692,0.0022,0
nonlinear_oscillator,396,CG,0.0,0.6631,0.0025,0.0888,0.0028,0
nonlinear_oscillator,397,CG,0.0,0.8725,0.0026,0.1298,0.0047,0
nonlinear_oscillator,398,CH,0.0333,2.5104,0.008,0.18,0.0086,0
nonlinear_oscillator,399,CH,0.6,1.1391,0.0066,0.1424,0.0078,1
nonlinear_oscillator,400,RG,0.1333,0.941,0.0014,0.0987,0.0022,0
nonlinear_oscillator,401,CH,0.2667,0.9579,0.0017,0.0727,0.0048,0
nonlinear_oscillator,402,CH,0.5333,0.499,0.0023,0.0724,0.0051,1
nonlinear_oscillator,403,CL,0.6,1.0117,0.0041,0.1181,0.0053,1
nonlinear_oscillator,404,CG,0.0,1.3372,0.0002,0.0893,0.0035,0
nonlinear_oscillator,405,CG,0.0,0.9922,0.0015,0.0844,0.0034,0
nonlinear_oscillator,406,CG,0.0,0.8061,0.0053,0.1443,0.007,0
nonlinear_oscillator,407,CG,0.1,1.2016,0.0032,0.1016,0.0071,0
nonlinear_oscillator,408,CL,0.3,0.7092,0.0013,0.0587,0.006,0
nonlinear_oscillator,409,RG,0.0,1.1898,0.0014,0.0853,0.0013,0
nonlinear_oscillator,410,CG,0.0,0.9539,0.0019,0.1815,0.0054,0
nonlinear_oscillator,411,CH,0.3667,0.8428,0.0041,0.1549,0.0067,1
nonlinear_oscillator,412,CH,0.6,0.5297,0.0018,0.0701,0.0048,1
nonlinear_oscillator,413,CG,0.0333,1.2618,0.0039,0.1023,0.0068,0
nonlinear_oscillator,414,CH,0.0,3.9851,0.0052,0.1207,0.0057,0
nonlinear_oscillator,415,RG,0.5333,0.2591,0.0008,0.0667,0.0033,1
nonlinear_oscillator,416,RG,0.4,0.1348,0.0035,0.1135,0.0039,1
nonlinear_oscillator,417,CH,0.3667,1.2621,0.0018,0.0916,0.0042,1
nonlinear_oscillator,418,CG,0.0,0.6785,0.0018,0.1465,0.004,0
nonlinear_oscillator,419,CG,0.2667,0.6341,0.0002,0.0662,0.005,0
nonlinear_oscillator,420,CG,0.4,0.5187,0.0022,0.0886,0.003,1
nonlinear_oscillator,421,CG,0.4667,0.9661,0.0001,0.0785,0.0046,1
nonlinear_oscillator,422,CG,0.1667,0.517,0.0012,0.0961,0.0042,0
nonlinear_oscillator,423,RG,0.3667,0.2816,0.003,0.0738,0.0034,1
nonlinear_oscillator,424,CH,0.0,2.4836,0.0024,0.1167,0.0068,0
nonlinear_oscillator,425,CG,0.0667,0.7149,0.0002,0.0823,0.0049,0
nonlinear_oscillator,426,CG,0.3333,0.499,0.0021,0.1395,0.0068,1
nonlinear_oscillator,427,CH,0.0,2.0635,0.0031,0.0835,0.0043,0
nonlinear_oscillator,428,RG,0.0,1.4051,0.0028,0.0766,0.0032,0
nonlinear_oscillator,429,RG,0.3333,0.5237,0.0053,0.1339,0.0066,1
nonlinear_oscillator,430,RG,0.2,0.6575,0.0026,0.1381,0.0038,0
nonlinear_oscillator,431,CG,0.0,1.2451,0.0027,0.1847,0.0066,0
nonlinear_oscillator,432,CG,0.0333,0.7013,0.0006,0.0843,0.0028,0
nonlinear_oscillator,433,CG,0.0,0.8731,0.0021,0.0713,0.0047,0
nonlinear_oscillator,434,CH,0.1,1.0538,0.0025,0.1453,0.0041,0
nonlinear_oscillator,435,RG,0.3333,0.6045,0.001,0.0709,0.0037,1
nonlinear_oscillator,436,RG,0.4667,0.1385,0.0026,0.1214,0.0035,1
nonlinear_oscillator,437,CG,0.1333,0.3671,0.0021,0.1665,0.0033,0
nonlinear_oscillator,438,CH,0.4333,1.0014,0.0031,0.1331,0.006,1
nonlinear_oscillator,439,CH,0.1667,1.0585,0.0002,0.0778,0.0051,0
nonlinear_oscillator,440,CG,0.0,0.726,0.0022,0.126,0.0051,0
nonlinear_oscillator,441,CG,0.0,1.6131,0.0052,0.1424,0.0082,0
nonlinear_oscillator,442,CG,0.0,1.5268,0.0063,0.1399,0.0081,0
nonlinear_oscillator,443,CH,0.0333,1.5956,0.0008,0.0927,0.0056,0
nonlinear_oscillator,444,CG,0.0333,0.5298,0.0018,0.0745,0.0036,0
nonlinear_oscillator,445,CG,0.0333,0.6575,0.0009,0.0917,0.0029,0
nonlinear_oscillator,446,CG,0.0,1.6573,0.0013,0.0884,0.0043,0
nonlinear_oscillator,447,CG,0.0,0.8511,0.0003,0.0815,0.0043,0
nonlinear_oscillator,448,CG,0.0667,0.545,0.0065,0.1582,0.0104,0
nonlinear_oscillator,449,CG,0.0,1.4125,0.0011,0.0881,0.0023,0
nonlinear_oscillator,450,CG,0.0,1.11,0.0017,0.1109,0.0023,0
nonlinear_oscillator,451,CH,0.2,1.0663,0.0039,0.1897,0.0098,0
nonlinear_oscillator,452,CG,0.0333,0.4649,0.0003,0.0868,0.0037,0
nonlinear_oscillator,453,CG,0.0,1.9437,0.0038,0.1603,0.0066,0
nonlinear_oscillator,454,CG,0.0,1.1218,0.0018,0.1123,0.0028,0
nonlinear_oscillator,455,CH,0.0,2.5657,0.005,0.0953,0.0043,0
nonlinear_oscillator,456,RG,0.6667,0.2876,0.0019,0.1082,0.0033,1
nonlinear_oscillator,457,CH,0.3667,1.5155,0.0037,0.1503,0.0052,1
nonlinear_oscillator,458,CL,0.3333,1.4678,0.0006,0.0608,0.0028,1
nonlinear_oscillator,459,CH,0.0,2.8612,0.004,0.1222,0.0037,0
nonlinear_oscillator,460,CG,0.0,1.3591,0.001,0.0694,0.0036,0
nonlinear_oscillator,461,CH,0.0333,0.458,0.0112,0.0611,0.0014,0
nonlinear_oscillator,462,CG,0.4667,0.6575,0.0016,0.1682,0.0034,1
nonlinear_oscillator,463,CG,0.0,1.2655,0.003,0.1231,0.0033,0
nonlinear_oscillator,464,CG,0.0,1.1564,0.0011,0.0581,0.0057,0
nonlinear_oscillator,465,RG,0.3,0.2109,0.0035,0.0954,0.0034,0
nonlinear_oscillator,466,CG,0.1667,0.9222,0.0006,0.0884,0.0057,0
nonlinear_oscillator,467,CH,0.3,2.809,0.0062,0.1518,0.0081,0
nonlinear_oscillator,468,CH,0.7,0.3202,0.0049,0.1688,0.0095,1
nonlinear_oscillator,469,CG,0.4333,0.6407,0.015,0.2203,0.0088,1
nonlinear_oscillator,470,CG,0.0333,0.3994,0.0026,0.0901,0.0019,0
nonlinear_oscillator,471,CH,0.2,3.9929,0.0037,0.1722,0.0098,0
nonlinear_oscillator,472,CG,0.4333,0.294,0.0024,0.1345,0.0041,1
nonlinear_oscillator,473,CG,0.0,0.7577,0.0004,0.0918,0.0025,0
nonlinear_oscillator,474,CG,0.0,1.6201,0.0002,0.0765,0.0026,0
nonlinear_oscillator,475,CH,0.0,3.5066,0.004,0.1431,0.0057,0
nonlinear_oscillator,476,RG,0.2667,0.2919,0.0007,0.13,0.0027,0
nonlinear_oscillator,477,CG,0.0333,0.637,0.0066,0.1807,0.0108,0
nonlinear_oscillator,478,RG,0.0,1.1913,0.0026,0.0902,0.0033,0
nonlinear_oscillator,479,CG,0.1,0.7271,0.0017,0.1101,0.0025,0
nonlinear_oscillator,480,RG,0.6333,0.2087,0.0035,0.1317,0.0071,1
nonlinear_oscillator,481,CG,0.0,0.7492,0.0013,0.0792,0.0026,0
nonlinear_oscillator,482,CH,0.1,1.4707,0.002,0.1002,0.0049,0
nonlinear_oscillator,483,RG,0.1333,0.5854,0.0034,0.1014,0.0035,0
nonlinear_oscillator,484,CG,0.0,0.7886,0.0009,0.0801,0.0032,0
nonlinear_oscillator,485,CG,0.0,0.8732,0.0007,0.0651,0.0036,0
nonlinear_oscillator,486,RG,0.3667,0.4605,0.0019,0.085,0.003,1
nonlinear_oscillator,487,CG,0.2333,0.6532,0.0024,0.0683,0.006,0
nonlinear_oscillator,488,CG,0.0,1.1359,0.0013,0.0561,0.0048,0
nonlinear_oscillator,489,CG,0.0,1.024,0.0041,0.1225,0.0048,0
nonlinear_oscillator,490,CH,0.0,2.3834,0.0061,0.1146,0.0038,0
nonlinear_oscillator,491,CG,0.3,0.5217,0.0021,0.12,0.0028,0
nonlinear_oscillator,492,CG,0.0,1.6271,0.0025,0.1778,0.0041,0
nonlinear_oscillator,493,CH,0.0,2.6033,0.0114,0.1205,0.0024,0
nonlinear_oscillator,494,CG,0.0,1.125,0.0024,0.1723,0.0041,0
nonlinear_oscillator,495,CG,0.6,0.1348,0.0005,0.0558,0.0052,1
nonlinear_oscillator,496,CH,0.0,3.5481,0.0048,0.1053,0.006,0
nonlinear_oscillator,497,CG,0.0,0.8904,0.0014,0.0998,0.0016,0
nonlinear_oscillator,498,CH,0.5667,0.4056,0.0002,0.0768,0.0044,1
nonlinear_oscillator,499,CH,0.0,2.9481,0.0046,0.1495,0.008,0
population,0,CG,0.5667,0.6231,0.5241,2.7546,0.3955,1
population,1,CG,0.1333,0.8963,1.3566,1.6124,0.7338,0
population,2,RG,0.0,0.5853,0.0151,0.2523,0.0458,0
population,3,CG,0.0667,1.228,0.1857,0.8682,0.1158,0
population,4,RG,0.0333,0.3271,0.0385,0.7174,0.159,0
population,5,RG,0.0,0.8017,0.0293,0.3294,0.0557,0
population,6,CH,0.0,3.4562,0.0065,0.1201,0.0203,0
population,7,CH,0.1,2.2566,0.1434,0.4887,0.077,0
population,8,CH,0.0667,1.3418,0.1404,0.527,0.1005,0
population,9,RG,0.0,0.6309,0.2063,0.7715,0.1925,0
population,10,CG,0.1333,1.0489,0.1996,0.687,0.1613,0
population,11,RG,0.0333,0.4152,0.0034,0.1859,0.0561,0
population,12,CH,0.0,3.0842,0.1815,0.412,0.0715,0
population,13,CG,0.9333,0.4374,0.0462,0.6197,0.0853,1
population,14,CG,0.2333,1.1307,0.1669,0.7859,0.1771,0
population,15,CG,0.2333,0.5692,0.0194,0.3335,0.045,0
population,16,RG,0.0,0.7945,0.0086,0.1205,0.056,0
population,17,CH,0.0,4.0059,0.0065,0.1146,0.0191,0
population,18,RG,0.0,0.9506,0.0092,0.1228,0.0583,0
population,19,CG,0.4333,0.6432,0.2121,0.645,0.099,1
population,20,CH,0.0,2.3549,0.1796,0.418,0.0713,0
population,21,RG,0.0,1.0051,0.0272,0.3,0.0496,0
population,22,RG,0.0,0.891,0.0139,0.3951,0.0513,0
population,23,RG,0.0,0.9475,0.0168,0.1874,0.0536,0
population,24,RG,0.0,0.4924,0.0906,0.9724,0.2007,0
population,25,CL,1.0,0.9101,0.0239,0.1466,0.0495,1
population,26,CL,0.1667,1.7567,0.1684,0.6929,0.1854,0
population,27,RG,0.0,0.7404,0.0242,0.6582,0.0821,0
population,28,RG,0.0,0.762,0.0184,0.284,0.0548,0
population,29,RG,0.0,0.7413,0.2424,0.7273,0.2061,0
population,30,CH,0.0,3.0846,0.009,0.2103,0.0193,0
population,31,RG,0.0,0.7428,0.1996,0.6382,0.1955,0
population,32,RG,0.0,0.8263,0.031,0.2749,0.0783,0
population,33,CH,0.0333,2.3482,0.1859,0.5882,0.0591,0
population,34,CH,0.0,3.7343,0.009,0.2065,0.0193,0
population,35,CH,0.0,3.6743,0.1844,0.5346,0.064,0
population,36,RG,0.0,0.5728,0.0208,0.3167,0.049,0
population,37,CG,0.4333,0.2691,0.045,0.3141,0.074,1
population,38,RG,0.0,0.7192,0.0062,0.165,0.056,0
population,39,RG,0.0,0.8924,0.1691,0.6514,0.1882,0
population,40,RG,0.0,0.7817,0.0338,0.7405,0.1444,0
population,41,CG,0.0333,1.3228,0.0545,0.276,0.0673,0
population,42,RG,0.0333,0.4111,0.0081,0.6149,0.0365,0
population,43,RG,0.0,0.5708,0.019,0.3459,0.1763,0
population,44,RG,0.1333,0.6972,0.0767,0.7341,0.1085,0
population,45,CH,0.0,2.5864,0.1819,0.5489,0.0708,0
population,46,RG,0.0,0.9473,0.0314,0.2543,0.0473,0
population,47,RG,0.0,0.7745,0.0248,0.3749,0.1717,0
population,48,RG,0.1333,0.5186,0.0071,0.3496,0.0404,0
population,49,RG,0.0,1.1288,0.3089,0.7916,0.1753,0
population,50,CH,0.3333,0.9837,0.2755,0.61,0.1055,1
population,51,RG,0.0333,0.4532,0.2478,0.7828,0.1779,0
population,52,CH,0.0333,2.5084,0.0065,0.1107,0.0192,0
population,53,RG,0.0,0.6836,0.1832,0.7662,0.1869,0
population,54,RG,0.0,0.6974,0.0193,0.3013,0.0402,0
population,55,RG,0.2333,0.5125,1.1603,1.7363,0.7563,0
population,56,RG,0.5667,1.0361,0.203,0.6228,0.1931,1
population,57,RG,0.0,0.5903,0.0164,0.1975,0.0535,0
population,58,RG,0.0,0.81,0.039,0.4105,0.119,0
population,59,RG,0.0,0.7976,0.0247,0.3252,0.176,0
population,60,RG,0.0,0.4515,0.219,0.7516,0.1748,0
population,61,CH,0.0,2.5134,0.1825,0.4186,0.0715,0
population,62,RG,0.0,0.8016,0.0317,0.4899,0.1598,0
population,63,CH,0.0,3.8668,0.1757,0.5247,0.0677,0
population,64,RG,0.1333,0.7372,0.289,0.7306,0.1772,0
population,65,CG,0.3,0.5513,0.0094,0.2612,0.0402,0
population,66,RG,0.0,1.0599,0.0327,0.5819,0.1458,0
population,67,CH,0.0333,3.2858,0.0065,0.1107,0.0192,0
population,68,RG,0.0,0.7313,0.1596,0.5318,0.2131,0
population,69,CH,0.0333,3.7062,0.0089,0.2017,0.0192,0
population,70,RG,0.1667,0.6011,0.0183,0.3489,0.0541,0
population,71,RG,0.0,0.8351,0.2217,0.9311,0.1822,0
population,72,RG,0.0,0.7917,0.0305,0.393,0.0616,0
population,73,RG,0.1,0.7847,0.0918,0.6878,0.1692,0
population,74,CG,0.1,1.1772,1.3582,1.6431,0.7334,0
population,75,RG,0.0,0.7623,0.0221,0.3331,0.1732,0
population,76,RG,0.0333,0.3399,0.0392,0.7,0.1556,0
population,77,CG,0.0333,1.2064,0.0152,0.3427,0.0463,0
population,78,CG,0.4333,0.3546,0.1068,0.9509,0.2145,1
population,79,CG,0.2667,0.4768,0.0569,0.7178,0.1007,0
population,80,RG,0.0,1.2922,0.0219,0.3777,0.1709,0
population,81,CH,0.0,3.0199,0.0779,0.3349,0.0842,0
population,82,RG,0.2,0.5525,0.0081,0.1945,0.0494,0
population,83,RG,0.0,0.8036,0.2758,0.8007,0.1892,0
population,84,RG,0.0333,0.54,0.0178,0.229,0.0451,0
population,85,CH,0.0333,2.75,0.1633,0.2902,0.0336,0
population,86,RG,0.0,0.7306,0.0176,0.2778,0.0553,0
population,87,CL,0.2,1.4683,0.0298,0.8482,0.1437,0
population,88,CG,0.0333,1.493,0.0281,0.1922,0.0572,0
population,89,RG,0.0,0.9065,0.0093,0.125,0.0588,0
population,90,RG,0.0,1.0573,0.0088,0.1408,0.0542,0
population,91,CL,0.1667,2.8072,0.7145,2.4684,0.4823,0
population,92,RG,0.0,0.7171,0.0176,0.2795,0.0553,0
population,93,CG,0.0333,1.6558,0.0216,0.4132,0.0599,0
population,94,CG,0.1,0.9301,0.0394,0.6306,0.0829,0
population,95,RG,0.0333,0.3196,0.0452,0.4808,0.1467,0
population,96,RG,0.0,0.4486,0.0383,0.7024,0.0892,0
population,97,RG,0.1333,1.3575,0.0401,0.8919,0.1204,0
population,98,CH,0.7333,1.6877,0.0483,0.6199,0.0859,1
population,99,CG,0.0,1.3286,0.4257,1.1565,0.3376,0
population,100,RG,0.0,0.6236,0.1885,0.7291,0.1717,0
population,101,CG,0.4667,0.6229,0.3012,0.8509,0.2874,1
population,102,RG,0.0,1.4853,0.1559,0.6894,0.153,0
population,103,RG,0.0,0.7639,0.0289,0.2656,0.0492,0
population,104,RG,0.0333,0.8096,0.0094,0.2345,0.0635,0
population,105,RG,0.1,0.7192,0.0217,0.3366,0.0636,0
population,106,RG,0.0333,0.3756,0.0353,0.2453,0.049,0
population,107,CL,0.2,2.029,0.2379,0.9847,0.1062,0
population,108,RG,0.0,1.198,0.0124,0.1535,0.0585,0
population,109,CG,0.2333,0.6597,0.0182,0.3659,0.0499,0
population,110,RG,0.0333,0.5515,0.0151,0.2266,0.0471,0
population,111,RG,0.0333,0.4769,0.0285,0.2998,0.0535,0
population,112,RG,0.0,1.014,0.1487,0.7723,0.1724,0
population,113,RG,0.0667,0.424,0.0138,0.2906,0.0342,0
population,114,CG,0.2667,1.1129,0.0313,0.1477,0.0507,0
population,115,CG,0.0667,0.8174,0.0055,0.1635,0.0471,0
population,116,RG,0.0333,0.7039,0.0047,0.4765,0.056,0
population,117,CL,0.4333,1.689,0.0089,0.1405,0.0507,1
population,118,CL,0.1333,1.3804,0.0474,0.7717,0.0867,0
population,119,RG,0.1333,0.7758,0.0927,0.9628,0.2156,0
population,120,RG,0.0,0.7575,0.0294,0.2877,0.0559,0
population,121,CH,0.4667,1.2857,0.2508,0.9415,0.2327,1
population,122,CG,0.4667,0.3791,0.0291,0.3171,0.0405,1
population,123,RG,0.1667,0.5659,0.063,0.794,0.1052,0
population,124,CH,0.0,2.8115,0.1477,0.5235,0.073,0
population,125,RG,0.0,0.8062,0.0988,0.6195,0.1798,0
population,126,CG,0.0,2.5754,1.3288,1.3905,0.7219,0
population,127,RG,0.3,0.1717,0.0176,0.2787,0.0382,0
population,128,CG,0.0333,1.655,0.4636,0.9708,0.2355,0
population,129,RG,0.0,0.8245,0.0268,0.4073,0.0485,0
population,130,CL,0.5,1.1237,0.0223,0.274,0.049,1
population,131,RG,0.1,1.307,0.1236,0.8954,0.1578,0
population,132,RG,0.0,0.8345,0.01,0.1311,0.0597,0
population,133,RG,0.6667,0.4914,0.0079,0.1137,0.0489,1
population,134,CH,0.0,3.148,0.1392,0.4277,0.0761,0
population,135,CG,0.3,0.559,0.1979,0.7147,0.2115,0
population,136,CG,0.2667,1.3108,0.0421,0.2313,0.0538,0
population,137,RG,0.0667,0.5254,0.0405,0.4103,0.1201,0
population,138,RG,0.6333,0.2235,0.0055,0.1877,0.0469,1
population,139,CH,0.0,3.2874,0.1698,0.4364,0.0678,0
population,140,CG,0.1333,0.7523,0.0467,0.2455,0.0713,0
population,141,CG,0.1333,0.862,0.0203,0.2771,0.0335,0
population,142,RG,0.0,0.6707,0.0187,0.2,0.0543,0
population,143,RG,0.0,1.6146,0.1398,0.8706,0.1463,0
population,144,RG,0.0,1.1044,0.0306,0.3724,0.0662,0
population,145,RG,0.0333,0.4344,0.0091,0.2419,0.066,0
population,146,CL,0.2667,1.9762,0.0698,0.6427,0.1003,0
population,147,RG,0.0,0.525,0.0187,0.1983,0.0543,0
population,148,RG,0.1,0.5827,0.0102,0.5181,0.0372,0
population,149,RG,0.0,0.74,0.0288,0.3131,0.0537,0
population,150,RG,0.0333,0.854,0.0853,1.0362,0.2073,0
population,151,RG,0.0,0.7917,0.0169,0.2285,0.0534,0
population,152,RG,0.0,1.0884,0.0221,0.3148,0.1748,0
population,153,CG,0.3667,0.1099,0.0174,0.273,0.0542,1
population,154,RG,0.0,0.7815,0.0044,0.1073,0.0534,0
population,155,CL,0.1667,1.9002,0.158,0.8516,0.1645,0
population,156,CH,0.0,3.3036,0.1683,0.4595,0.0674,0
population,157,RG,0.0,0.891,0.2007,0.636,0.1962,0
population,158,RG,0.0667,0.512,0.0191,0.4074,0.052,0
population,159,RG,0.0,0.6641,0.0187,0.2027,0.0543,0
population,160,CG,0.3,0.7059,0.0118,0.1067,0.0488,0
population,161,CL,0.4,1.8638,0.4093,0.8183,0.236,1
population,162,CH,0.0,3.1662,0.1701,0.4343,0.0679,0
population,163,RG,0.0,0.7714,0.0312,0.439,0.0759,0
population,164,RG,0.0,0.679,0.0187,0.1984,0.0543,0
population,165,CH,0.0,3.2523,0.0065,0.1227,0.0198,0
population,166,CL,0.2333,2.118,0.2065,0.8719,0.1175,0
population,167,CH,0.0,2.8463,0.1695,0.431,0.068,0
population,168,CL,0.4,1.7609,0.1337,0.7293,0.1544,1
population,169,RG,0.0,0.658,0.217,0.6678,0.2054,0
population,170,CG,0.1667,0.6954,0.3274,1.1339,0.2955,0
population,171,RG,0.0,1.4215,0.0595,0.7608,0.108,0
population,172,RG,0.0,0.5475,0.0356,0.411,0.1091,0
population,173,RG,0.2667,0.4463,0.0169,0.1177,0.0549,0
population,174,CH,0.5,1.765,0.1306,0.4953,0.0804,1
population,175,RG,0.0,1.193,0.011,0.4536,0.0516,0
population,176,CG,0.5333,0.6288,0.0499,0.656,0.0959,1
population,177,RG,0.1333,0.4696,0.096,0.5396,0.197,0
population,178,RG,0.0,0.6953,0.0125,0.2807,0.0445,0
population,179,RG,0.0,1.4255,0.0092,0.2775,0.0636,0
population,180,RG,0.0,0.8004,0.2298,0.7114,0.2044,0
population,181,CG,0.3,0.5002,0.0414,0.2182,0.0716,0
population,182,RG,0.2,0.4961,0.0145,0.2565,0.0327,0
population,183,CL,0.1667,1.352,0.3028,0.6953,0.1142,0
population,184,RG,0.8333,0.6742,0.0119,0.1068,0.0487,1
population,185,CH,0.0,3.0406,0.0065,0.1094,0.0201,0
population,186,RG,0.0,0.5644,0.2355,0.7231,0.2045,0
population,187,CH,0.0333,2.5632,0.2097,0.6073,0.1057,0
population,188,CL,0.1667,2.1542,0.1902,0.7481,0.1195,0
population,189,RG,0.0,0.7283,0.0187,0.2047,0.0543,0
population,190,CG,0.2333,0.712,0.0736,1.2854,0.1063,0
population,191,CL,0.3333,2.0939,0.5237,0.8788,0.2529,1
population,192,RG,0.0,0.7024,0.2356,0.7072,0.2061,0
population,193,CG,0.4333,0.4236,0.0171,0.3266,0.046,1
population,194,CH,0.2667,2.3369,0.2908,1.0854,0.1036,0
population,195,RG,0.0,0.5792,0.03,0.526,0.1598,0
population,196,CG,0.7,0.4961,0.1554,0.9318,0.1644,1
population,197,CG,0.7333,0.4174,0.0176,0.7354,0.0667,1
population,198,CL,0.1667,2.2067,1.4405,1.3359,0.781,0
population,199,RG,0.0333,0.4428,0.0385,0.4111,0.1168,0
population,200,RG,0.0,0.7513,0.0348,0.6584,0.0669,0
population,201,CL,0.1333,1.3553,1.3945,1.4194,0.7968,0
population,202,CH,0.0667,1.9636,0.1869,0.4734,0.0449,0
population,203,CL,0.1667,1.8403,0.1788,0.7618,0.1828,0
population,204,CH,0.0,2.7791,0.076,0.3505,0.0828,0
population,205,RG,0.0,1.1509,0.0601,0.3942,0.0899,0
population,206,CG,0.1667,0.8291,0.4177,0.8076,0.2419,0
population,207,RG,0.0,1.2656,0.0215,0.3289,0.1725,0
population,208,CG,0.2667,1.8276,0.6494,2.0556,0.4582,0
population,209,CG,0.3,0.6079,0.0137,0.2757,0.0524,0
population,210,RG,0.0,0.7556,0.0145,0.2763,0.0446,0
population,211,CG,0.2667,0.3706,0.0199,0.1258,0.0547,0
population,212,RG,0.0,0.9049,0.0051,0.1174,0.0549,0
population,213,CG,0.3333,0.5084,0.0183,0.1341,0.0553,1
population,214,CG,0.2,0.5685,0.4817,1.5148,0.3866,0
population,215,RG,0.7,0.3782,0.0082,0.2253,0.049,1
population,216,CG,0.3,0.7578,1.4594,1.9978,0.7335,0
population,217,CG,0.6,0.3873,1.4066,1.3841,0.743,1
population,218,RG,0.0,0.5599,0.0194,0.2076,0.0495,0
population,219,RG,0.0333,0.3895,0.0027,0.1424,0.0553,0
population,220,RG,0.0,0.6092,0.1855,0.6393,0.1889,0
population,221,CG,0.4,0.3852,0.0538,0.2884,0.0781,1
population,222,CG,0.0333,0.9313,1.3298,1.3932,0.7218,0
population,223,RG,0.2667,0.5691,0.0164,0.6578,0.0569,0
population,224,RG,0.4667,0.4823,0.0171,0.4302,0.0532,1
population,225,CG,0.0,1.4624,0.0126,0.1517,0.0481,0
population,226,RG,0.0333,0.3534,0.0035,0.1616,0.0561,0
population,227,CG,0.8,0.4696,0.0058,0.4636,0.063,1
population,228,RG,0.0,0.6336,0.2071,0.8565,0.1602,0
population,229,RG,0.0,0.7994,0.0696,0.9492,0.1218,0
population,230,CG,0.5333,0.2748,1.2614,1.5418,0.6986,1
population,231,CG,0.1667,0.8173,0.0736,0.822,0.1019,0
population,232,RG,0.0,0.6175,0.0074,0.1325,0.0578,0
population,233,RG,0.0,0.8344,0.0927,0.4766,0.1157,0
population,234,RG,0.0,0.5534,0.0304,0.3595,0.0588,0
population,235,RG,0.0,1.0854,0.0219,0.3215,0.1743,0
population,236,RG,0.0,0.4671,0.0265,0.4381,0.1726,0
population,237,RG,0.0,0.4996,0.0353,0.6892,0.096,0
population,238,CG,0.2333,0.6828,0.4103,1.3309,0.3305,0
population,239,RG,0.3667,0.985,0.5773,1.1109,0.361,1
population,240,CG,0.0333,2.1243,1.3111,1.2384,0.7243,0
population,241,CG,0.0667,0.9297,0.052,0.635,0.0735,0
population,242,RG,0.0,1.14,0.0217,0.3298,0.0636,0
population,243,CG,0.5333,0.736,0.0162,0.1108,0.0494,1
population,244,RG,0.4667,0.3791,0.0199,0.2985,0.0545,1
population,245,RG,0.0,0.952,0.0863,1.3124,0.1199,0
population,246,RG,0.0333,0.3662,0.0341,0.4281,0.0542,0
population,247,CG,0.2667,0.7666,0.7659,1.8554,0.5382,0
population,248,RG,0.0,0.9733,0.0158,0.1796,0.054,0
population,249,CH,0.0,3.4923,0.1695,0.4298,0.0681,0
population,250,RG,0.0,1.1974,0.0138,0.2848,0.0544,0
population,251,CH,0.0,3.8744,0.0065,0.1109,0.0192,0
population,252,RG,0.0,1.047,0.0041,0.1849,0.0542,0
population,253,CG,0.3333,0.7082,0.6649,1.4821,0.4683,1
population,254,CH,0.0333,2.7516,0.0768,0.3321,0.0832,0
population,255,RG,0.1333,0.4932,0.0101,0.2683,0.0382,0
population,256,RG,0.0,0.718,0.2256,0.7523,0.1853,0
population,257,CH,0.9333,0.736,0.0281,0.1741,0.0507,1
population,258,CH,0.0,2.7653,0.0065,0.1117,0.0202,0
population,259,RG,0.0,0.6534,0.1162,0.4867,0.1518,0
population,260,RG,0.0,0.6677,0.1026,0.5125,0.1911,0
population,261,CG,0.0333,1.1747,1.3386,3.6719,0.6848,0
population,262,CG,0.2,1.231,0.0161,0.6555,0.0464,0
population,263,CH,0.0,2.4368,0.1906,0.5212,0.0544,0
population,264,CG,0.1333,1.0039,0.0387,0.7048,0.0747,0
population,265,CH,0.0,4.0474,0.0065,0.1105,0.0192,0
