domain,sys_idx,process_regime,transition_continuity,transition_curvature,transition_smoothness,transition_reversibility,transition_branching,transition_fragmentation
nonlinear_oscillator,299,RG,0.1634,0.0657,1.0,0.095,0.1091,0.5
nonlinear_oscillator,300,CG,0.0,0.208,0.9999,0.2525,0.0694,0.25
nonlinear_oscillator,301,CG,0.6466,0.1344,0.9998,0.31,0.0456,0.5
nonlinear_oscillator,302,CG,0.0129,0.1646,0.9997,0.392,0.2107,0.5
nonlinear_oscillator,303,CG,0.0,0.0887,0.9999,0.1425,0.112,0.25
nonlinear_oscillator,304,CL,0.0129,0.0861,0.9995,0.0332,0.0313,0.5
nonlinear_oscillator,305,CL,0.1634,0.1574,1.0,0.0249,0.0852,0.5
nonlinear_oscillator,306,CG,0.7892,0.1569,1.0,0.1425,0.498,0.5
nonlinear_oscillator,307,CG,0.35,0.1035,0.9999,0.3147,0.0321,0.5
nonlinear_oscillator,308,CH,0.0129,0.0701,0.9999,0.2461,0.0359,0.5
nonlinear_oscillator,309,CH,0.0,0.0809,0.9996,0.3188,0.0634,0.25
nonlinear_oscillator,310,CG,0.1187,0.1516,1.0,0.115,0.0819,0.5
nonlinear_oscillator,311,CG,0.0,0.0626,1.0,0.1275,0.1086,0.25
nonlinear_oscillator,312,CG,0.531,0.1257,1.0,0.13,0.0647,0.5
nonlinear_oscillator,313,CH,0.0032,0.1489,0.9998,0.2365,0.0265,0.5
nonlinear_oscillator,314,CG,0.0,0.0818,1.0,0.155,0.0702,0.25
nonlinear_oscillator,315,CG,0.0,0.2996,1.0,0.17,0.1056,0.25
nonlinear_oscillator,316,CL,0.2993,0.1063,0.9995,0.0021,0.0394,0.75
nonlinear_oscillator,317,RG,0.1634,0.1393,0.9999,0.095,0.1039,0.5
nonlinear_oscillator,318,RG,0.029,0.1362,1.0,0.1075,0.4947,0.5
nonlinear_oscillator,319,CG,0.0,0.0678,1.0,0.145,0.1015,0.25
nonlinear_oscillator,320,RG,0.7892,0.1666,0.9999,0.065,0.1009,0.5
nonlinear_oscillator,321,CG,0.6466,0.1484,0.9998,0.31,0.0611,0.5
nonlinear_oscillator,322,CG,0.029,0.11,1.0,0.095,0.0941,0.5
nonlinear_oscillator,323,CH,0.4335,0.163,0.9995,0.2358,0.0441,0.5
nonlinear_oscillator,324,CG,0.0,0.1278,0.9999,0.1575,0.1195,0.25
nonlinear_oscillator,325,CG,0.0,0.1964,0.9999,0.175,0.0513,0.25
nonlinear_oscillator,326,CH,0.1187,0.148,0.9998,0.3266,0.0657,0.5
nonlinear_oscillator,327,CG,0.0,0.0722,0.9999,0.22,0.1493,0.25
nonlinear_oscillator,328,CG,0.0,0.1048,0.9999,0.1375,0.1158,0.25
nonlinear_oscillator,329,RG,0.4335,0.0698,1.0,0.0825,0.133,0.5
nonlinear_oscillator,330,CG,0.0,0.2075,1.0,0.1775,0.1176,0.25
nonlinear_oscillator,331,RG,0.0129,0.1223,1.0,0.1025,0.1045,0.5
nonlinear_oscillator,332,CG,0.7892,0.12,0.9999,0.1375,0.0625,0.5
nonlinear_oscillator,333,CG,0.531,0.147,0.9999,0.2499,0.047,0.5
nonlinear_oscillator,334,RG,0.1634,0.0984,1.0,0.0875,0.0941,0.5
nonlinear_oscillator,335,CH,0.0032,0.1268,0.9995,0.155,0.0683,0.5
nonlinear_oscillator,336,CL,0.1634,0.147,0.9999,0.0074,0.0601,0.5
nonlinear_oscillator,337,RG,0.1187,0.0792,1.0,0.085,0.141,0.5
nonlinear_oscillator,338,CH,0.6466,0.0849,0.9998,0.3218,0.0211,0.5
nonlinear_oscillator,339,CG,0.0,0.0925,1.0,0.1975,0.0986,0.25
nonlinear_oscillator,340,CH,0.6466,0.122,0.9996,0.2376,0.0911,0.5
nonlinear_oscillator,341,CH,0.35,0.0738,0.9996,0.4525,0.0557,0.5
nonlinear_oscillator,342,CG,0.0129,0.0987,1.0,0.1025,0.1026,0.5
nonlinear_oscillator,343,CH,0.0,0.1654,0.9996,0.4207,0.0742,0.25
nonlinear_oscillator,344,RG,0.6466,0.1066,1.0,0.075,0.1094,0.5
nonlinear_oscillator,345,CG,0.0,0.0639,1.0,0.125,0.1293,0.25
nonlinear_oscillator,346,CL,0.3481,0.1175,0.9999,0.1117,0.0325,1.0
nonlinear_oscillator,347,RG,0.0,0.0987,1.0,0.0775,0.1223,0.25
nonlinear_oscillator,348,CG,0.531,0.0679,0.9999,0.12,0.0953,0.5
nonlinear_oscillator,349,CG,0.35,0.0676,0.9999,0.2199,0.0459,0.5
nonlinear_oscillator,350,RG,0.6466,0.1979,1.0,0.085,0.3939,0.5
nonlinear_oscillator,351,CL,0.2162,0.124,0.9997,0.0552,0.0646,0.5
nonlinear_oscillator,352,CG,0.0,0.0395,1.0,0.1525,0.0736,0.25
nonlinear_oscillator,353,CG,0.531,0.2326,0.9999,0.1524,0.0539,0.5
nonlinear_oscillator,354,CG,0.0032,0.0625,0.9998,0.3939,0.0524,0.5
nonlinear_oscillator,355,CL,0.2702,0.1238,0.9995,0.0511,0.0437,0.75
nonlinear_oscillator,356,RG,0.1634,0.0735,1.0,0.0775,0.1467,0.5
nonlinear_oscillator,357,CH,0.2162,0.1452,0.9994,0.3652,0.0161,0.5
nonlinear_oscillator,358,CG,0.0,0.0576,1.0,0.1775,0.1149,0.25
nonlinear_oscillator,359,CG,0.4335,0.1251,0.9999,0.2799,0.0519,0.5
nonlinear_oscillator,360,RG,0.0519,0.0839,1.0,0.0875,0.1233,0.5
nonlinear_oscillator,361,CG,0.0,0.0443,0.9999,0.1875,0.0722,0.25
nonlinear_oscillator,362,CG,0.4335,0.1535,0.9998,0.3449,0.0561,0.5
nonlinear_oscillator,363,CG,0.1634,0.0561,0.9999,0.2964,0.0302,0.5
nonlinear_oscillator,364,RG,0.1187,0.1221,1.0,0.085,0.1223,0.5
nonlinear_oscillator,365,CL,0.0,0.1144,0.9997,0.0,0.1005,0.25
nonlinear_oscillator,366,CG,0.35,0.1166,1.0,0.13,0.0722,0.5
nonlinear_oscillator,367,CG,0.0817,0.0763,0.9998,0.3244,0.0468,0.5
nonlinear_oscillator,368,CH,0.35,0.1242,0.9996,0.4599,0.0722,0.5
nonlinear_oscillator,369,CH,0.1634,0.1181,1.0,0.1963,0.0306,0.5
nonlinear_oscillator,370,CG,0.0,0.146,0.9999,0.1425,0.0341,0.25
nonlinear_oscillator,371,CG,0.1634,0.161,0.9999,0.2473,0.0415,0.5
nonlinear_oscillator,372,RG,0.0032,0.1752,1.0,0.095,0.1082,0.5
nonlinear_oscillator,373,CG,0.029,0.1256,1.0,0.1125,0.377,0.5
nonlinear_oscillator,374,CG,0.0,0.0818,0.9999,0.19,0.1291,0.25
nonlinear_oscillator,375,CG,0.0,0.1707,0.9999,0.1475,0.0743,0.25
nonlinear_oscillator,376,CG,0.1634,0.0908,0.9998,0.3504,0.0656,0.5
nonlinear_oscillator,377,CG,0.7892,0.1501,1.0,0.135,0.0769,0.5
nonlinear_oscillator,378,CG,0.0,0.174,1.0,0.18,0.1026,0.25
nonlinear_oscillator,379,CG,0.0,0.1429,0.9999,0.16,0.065,0.25
nonlinear_oscillator,380,RG,0.7892,0.1521,0.9999,0.085,0.1288,0.5
nonlinear_oscillator,381,RG,0.0,0.0878,0.9999,0.1,0.1093,0.25
nonlinear_oscillator,382,CG,0.5743,0.1577,0.9999,0.1696,0.0411,0.75
nonlinear_oscillator,383,CG,0.0,0.1862,0.9999,0.235,0.0675,0.25
nonlinear_oscillator,384,CG,0.514,0.1608,0.9999,0.1648,0.0396,0.75
nonlinear_oscillator,385,CH,0.0,0.1676,0.9997,0.3402,0.0625,0.25
nonlinear_oscillator,386,RG,0.1187,0.1828,0.9999,0.1175,0.0611,0.5
nonlinear_oscillator,387,RG,0.0519,0.1081,0.9999,0.085,0.0814,0.5
nonlinear_oscillator,388,RG,0.0,0.0836,0.9999,0.13,0.058,0.5
nonlinear_oscillator,389,CL,0.2702,0.1035,0.9994,0.0252,0.0351,0.75
nonlinear_oscillator,390,CH,0.0129,0.1034,0.9999,0.1979,0.0217,0.5
nonlinear_oscillator,391,CG,0.531,0.0765,0.9998,0.3249,0.0508,0.5
nonlinear_oscillator,392,CG,0.0,0.0481,1.0,0.14,0.1517,0.25
nonlinear_oscillator,393,CG,0.0,0.1032,0.9999,0.1925,0.0797,0.25
nonlinear_oscillator,394,CL,0.2688,0.1015,0.9999,0.0754,0.0532,0.75
nonlinear_oscillator,395,CG,0.35,0.1692,1.0,0.12,0.0899,0.5
nonlinear_oscillator,396,CG,0.0,0.0888,0.9999,0.155,0.0614,0.25
nonlinear_oscillator,397,CG,0.0,0.1298,1.0,0.1425,0.0655,0.25
nonlinear_oscillator,398,CH,0.7892,0.18,0.9996,0.2387,0.1297,0.5
nonlinear_oscillator,399,CH,0.029,0.1424,0.9999,0.2477,0.0386,0.5
nonlinear_oscillator,400,RG,0.4335,0.0987,0.9999,0.115,0.0828,0.5
nonlinear_oscillator,401,CH,0.1634,0.0727,0.9996,0.3707,0.022,0.5
nonlinear_oscillator,402,CH,0.0032,0.0724,0.9998,0.2906,0.0331,0.5
nonlinear_oscillator,403,CL,0.029,0.1181,0.9995,0.0395,0.0382,0.5
nonlinear_oscillator,404,CG,0.0,0.0893,1.0,0.165,0.1376,0.25
nonlinear_oscillator,405,CG,0.0,0.0844,1.0,0.1525,0.1176,0.25
nonlinear_oscillator,406,CG,0.0,0.1443,0.9999,0.2,0.0563,0.25
nonlinear_oscillator,407,CG,0.531,0.1016,0.9999,0.3025,0.1032,0.5
nonlinear_oscillator,408,CL,0.1187,0.0587,1.0,0.0115,0.0674,0.5
nonlinear_oscillator,409,RG,0.0,0.0853,0.9999,0.0675,0.0957,0.25
nonlinear_oscillator,410,CG,0.0,0.1815,0.9999,0.1525,0.0779,0.25
nonlinear_oscillator,411,CH,0.0519,0.1549,0.9998,0.25,0.0258,0.5
nonlinear_oscillator,412,CH,0.029,0.0701,0.9999,0.2613,0.036,0.5
nonlinear_oscillator,413,CG,0.7892,0.1023,0.9998,0.3125,0.0447,0.5
nonlinear_oscillator,414,CH,0.0,0.1207,0.9996,0.5129,0.0636,0.25
nonlinear_oscillator,415,RG,0.0032,0.0667,1.0,0.0925,0.1313,0.5
nonlinear_oscillator,416,RG,0.029,0.1135,1.0,0.115,0.0755,0.5
nonlinear_oscillator,417,CH,0.0519,0.0916,0.9998,0.1828,0.0819,0.5
nonlinear_oscillator,418,CG,0.0,0.1465,1.0,0.125,0.1303,0.25
nonlinear_oscillator,419,CG,0.1634,0.0662,0.9998,0.3173,0.0252,0.5
nonlinear_oscillator,420,CG,0.029,0.0886,1.0,0.1075,0.1179,0.5
nonlinear_oscillator,421,CG,0.0032,0.0785,0.9997,0.3929,0.0306,0.5
nonlinear_oscillator,422,CG,0.35,0.0961,0.9999,0.1725,0.0507,0.5
nonlinear_oscillator,423,RG,0.0519,0.0738,1.0,0.0925,0.0823,0.5
nonlinear_oscillator,424,CH,0.0,0.1167,0.9996,0.4293,0.0325,0.25
nonlinear_oscillator,425,CG,0.6466,0.0823,0.9999,0.2199,0.0409,0.5
nonlinear_oscillator,426,CG,0.0817,0.1395,0.9998,0.2998,0.0475,0.5
nonlinear_oscillator,427,CH,0.0,0.0835,0.9997,0.293,0.0364,0.25
nonlinear_oscillator,428,RG,0.0,0.0766,1.0,0.0625,0.1068,0.25
nonlinear_oscillator,429,RG,0.0817,0.1339,0.9999,0.13,0.0633,0.5
nonlinear_oscillator,430,RG,0.2781,0.1381,0.9999,0.105,0.0986,0.5
nonlinear_oscillator,431,CG,0.0,0.1847,0.9999,0.185,0.0841,0.25
nonlinear_oscillator,432,CG,0.7892,0.0843,0.9999,0.1849,0.0397,0.5
nonlinear_oscillator,433,CG,0.0,0.0713,0.9999,0.1724,0.0639,0.25
nonlinear_oscillator,434,CH,0.531,0.1453,0.9997,0.3619,0.0426,0.5
nonlinear_oscillator,435,RG,0.0817,0.0709,1.0,0.07,0.0658,0.5
nonlinear_oscillator,436,RG,0.0032,0.1214,1.0,0.1125,0.0681,0.5
nonlinear_oscillator,437,CG,0.4335,0.1665,0.9999,0.15,0.0561,0.5
nonlinear_oscillator,438,CH,0.0129,0.1331,0.9999,0.1213,0.0316,0.5
nonlinear_oscillator,439,CH,0.35,0.0778,0.9998,0.3456,0.0214,0.5
nonlinear_oscillator,440,CG,0.0,0.126,1.0,0.1325,0.3983,0.25
nonlinear_oscillator,441,CG,0.0,0.1424,0.9998,0.3075,0.0528,0.25
nonlinear_oscillator,442,CG,0.0,0.1399,0.9999,0.2375,0.0839,0.25
nonlinear_oscillator,443,CH,0.7892,0.0927,0.9993,0.4958,0.0634,0.5
nonlinear_oscillator,444,CG,0.7892,0.0745,1.0,0.1175,0.1241,0.5
nonlinear_oscillator,445,CG,0.7892,0.0917,0.9999,0.195,0.0612,0.5
nonlinear_oscillator,446,CG,0.0,0.0884,1.0,0.195,0.1811,0.25
nonlinear_oscillator,447,CG,0.0,0.0815,0.9999,0.145,0.0595,0.25
nonlinear_oscillator,448,CG,0.6466,0.1582,1.0,0.11,0.1315,0.5
nonlinear_oscillator,449,CG,0.0,0.0881,0.9999,0.1875,0.0929,0.25
nonlinear_oscillator,450,CG,0.0,0.1109,1.0,0.155,0.0893,0.25
nonlinear_oscillator,451,CH,0.2781,0.1897,0.9997,0.2748,0.0357,0.5
nonlinear_oscillator,452,CG,0.7892,0.0868,1.0,0.1425,0.0847,0.5
nonlinear_oscillator,453,CG,0.0,0.1603,0.9999,0.235,0.0762,0.25
nonlinear_oscillator,454,CG,0.0,0.1123,0.9999,0.155,0.0845,0.25
nonlinear_oscillator,455,CH,0.0,0.0953,0.9997,0.2209,0.0669,0.25
nonlinear_oscillator,456,RG,0.0817,0.1082,0.9999,0.105,0.0812,0.5
nonlinear_oscillator,457,CH,0.0519,0.1503,0.9999,0.062,0.0941,0.5
nonlinear_oscillator,458,CL,0.0817,0.0608,0.9997,0.0027,0.045,0.5
nonlinear_oscillator,459,CH,0.0,0.1222,0.9995,0.5755,0.0563,0.25
nonlinear_oscillator,460,CG,0.0,0.0694,1.0,0.185,0.0723,0.25
nonlinear_oscillator,461,CH,0.7892,0.0611,0.9996,0.0281,0.1014,0.5
nonlinear_oscillator,462,CG,0.0032,0.1682,0.9999,0.1125,0.0936,0.5
nonlinear_oscillator,463,CG,0.0,0.1231,0.9999,0.1175,0.0991,0.25
nonlinear_oscillator,464,CG,0.0,0.0581,1.0,0.1525,0.1234,0.25
nonlinear_oscillator,465,RG,0.1187,0.0954,1.0,0.1,0.0988,0.5
nonlinear_oscillator,466,CG,0.35,0.0884,0.9998,0.3329,0.0577,0.5
nonlinear_oscillator,467,CH,0.1187,0.1518,0.9999,0.0487,0.1241,0.5
nonlinear_oscillator,468,CH,0.1187,0.1688,0.9999,0.1992,0.0509,0.5
nonlinear_oscillator,469,CG,0.0129,0.2203,0.9998,0.3099,0.0751,0.5
nonlinear_oscillator,470,CG,0.7892,0.0901,1.0,0.13,0.0975,0.5
nonlinear_oscillator,471,CH,0.2781,0.1722,0.9996,0.2092,0.1254,0.5
nonlinear_oscillator,472,CG,0.0129,0.1345,1.0,0.115,0.0715,0.5
nonlinear_oscillator,473,CG,0.0,0.0918,0.9999,0.1425,0.0848,0.25
nonlinear_oscillator,474,CG,0.0,0.0765,0.9998,0.29,0.0886,0.25
nonlinear_oscillator,475,CH,0.0,0.1431,0.9996,0.5612,0.0513,0.25
nonlinear_oscillator,476,RG,0.1634,0.13,1.0,0.08,0.1027,0.5
nonlinear_oscillator,477,CG,0.7892,0.1807,0.9999,0.15,0.0778,0.5
nonlinear_oscillator,478,RG,0.0,0.0902,1.0,0.0675,0.1136,0.25
nonlinear_oscillator,479,CG,0.531,0.1101,0.9999,0.1525,0.0583,0.5
nonlinear_oscillator,480,RG,0.0519,0.1317,1.0,0.11,0.0728,0.5
nonlinear_oscillator,481,CG,0.0,0.0792,1.0,0.14,0.1361,0.25
nonlinear_oscillator,482,CH,0.531,0.1002,0.9997,0.2833,0.0144,0.5
nonlinear_oscillator,483,RG,0.4335,0.1014,1.0,0.08,0.0876,0.5
nonlinear_oscillator,484,CG,0.0,0.0801,1.0,0.145,0.0986,0.25
nonlinear_oscillator,485,CG,0.0,0.0651,0.9999,0.185,0.0665,0.25
nonlinear_oscillator,486,RG,0.0519,0.085,0.9999,0.135,0.0596,0.5
nonlinear_oscillator,487,CG,0.2162,0.0683,0.9998,0.2724,0.0512,0.5
nonlinear_oscillator,488,CG,0.0,0.0561,0.9999,0.18,0.0777,0.25
nonlinear_oscillator,489,CG,0.0,0.1225,0.9999,0.1825,0.0719,0.25
nonlinear_oscillator,490,CH,0.0,0.1146,0.9997,0.3393,0.017,0.25
nonlinear_oscillator,491,CG,0.1187,0.12,1.0,0.1025,0.1317,0.5
nonlinear_oscillator,492,CG,0.0,0.1778,1.0,0.19,0.1135,0.25
nonlinear_oscillator,493,CH,0.0,0.1205,0.9997,0.0886,0.0161,0.25
nonlinear_oscillator,494,CG,0.0,0.1723,0.9999,0.1325,0.1099,0.25
nonlinear_oscillator,495,CG,0.029,0.0558,1.0,0.1125,0.0786,0.5
nonlinear_oscillator,496,CH,0.0,0.1053,0.9997,0.4491,0.056,0.25
nonlinear_oscillator,497,CG,0.0,0.0998,1.0,0.15,0.0869,0.25
nonlinear_oscillator,498,CH,0.0129,0.0768,0.9999,0.2115,0.0363,0.5
nonlinear_oscillator,499,CH,0.0,0.1495,0.9995,0.3069,0.0327,0.25
population,0,CG,0.0129,2.7546,0.9999,0.35,0.3199,0.5
population,1,CG,0.4335,1.6124,0.9998,0.5,0.1199,0.5
population,2,RG,0.0,0.2523,1.0,0.3,0.1994,0.25
population,3,CG,0.6466,0.8682,0.9999,0.4,0.2144,0.5
population,4,RG,0.7892,0.7174,1.0,0.3,0.2667,0.5
population,5,RG,0.0,0.3294,1.0,0.2,0.1827,0.25
population,6,CH,0.0,0.1201,0.9996,0.3415,0.094,0.25
population,7,CH,0.531,0.4887,0.9997,0.3377,0.4007,0.5
population,8,CH,0.6466,0.527,0.9997,0.7337,0.206,0.5
population,9,RG,0.0,0.7715,1.0,0.25,0.1935,0.25
population,10,CG,0.4335,0.687,0.9999,0.4,0.0512,0.5
population,11,RG,0.7892,0.1859,1.0,0.25,0.3335,0.5
population,12,CH,0.0,0.412,0.9999,0.5954,0.1444,0.25
population,13,CG,0.6466,0.6197,0.9999,0.3,0.1088,0.5
population,14,CG,0.2162,0.7859,0.9999,0.35,0.0394,0.5
population,15,CG,0.2162,0.3335,0.9999,0.5,0.1118,0.5
population,16,RG,0.0,0.1205,1.0,0.2,0.2402,0.25
population,17,CH,0.0,0.1146,0.9998,0.867,0.031,0.25
population,18,RG,0.0,0.1228,1.0,0.2,0.1968,0.25
population,19,CG,0.0129,0.645,0.9998,0.35,0.2596,0.5
population,20,CH,0.0,0.418,0.9998,0.9098,0.0849,0.25
population,21,RG,0.0,0.3,0.9999,0.2,0.1408,0.25
population,22,RG,0.0,0.3951,0.9999,0.3,0.1414,0.25
population,23,RG,0.0,0.1874,1.0,0.2,0.0699,0.25
population,24,RG,0.0,0.9724,1.0,0.25,0.1688,0.25
population,25,CL,0.4878,0.1466,0.9997,0.2707,0.0083,0.75
population,26,CL,0.514,0.6929,0.9998,0.0377,0.0276,0.75
population,27,RG,0.0,0.6582,1.0,0.2,0.2761,0.25
population,28,RG,0.0,0.284,0.9999,0.35,0.0402,0.25
population,29,RG,0.0,0.7273,1.0,0.25,0.1768,0.25
population,30,CH,0.0,0.2103,0.9999,0.6924,0.7189,0.25
population,31,RG,0.0,0.6382,1.0,0.25,0.1757,0.25
population,32,RG,0.0,0.2749,1.0,0.2,0.2462,0.25
population,33,CH,0.7892,0.5882,0.9997,0.9958,0.0881,0.5
population,34,CH,0.0,0.2065,0.9998,0.8533,0.0372,0.25
population,35,CH,0.0,0.5346,0.9996,0.3074,0.0727,0.25
population,36,RG,0.0,0.3167,0.9999,0.35,0.138,0.25
population,37,CG,0.0129,0.3141,0.9998,0.45,0.1464,0.5
population,38,RG,0.0,0.165,1.0,0.25,0.1727,0.25
population,39,RG,0.0,0.6514,0.9999,0.2,0.1072,0.25
population,40,RG,0.0,0.7405,1.0,0.2,0.2832,0.25
population,41,CG,0.7892,0.276,0.9997,0.7,0.1396,0.5
population,42,RG,0.7892,0.6149,0.9999,0.35,0.1656,0.5
population,43,RG,0.0,0.3459,1.0,0.25,0.2887,0.25
population,44,RG,0.4335,0.7341,0.9999,0.2,0.0981,0.5
population,45,CH,0.0,0.5489,0.9998,0.9074,0.056,0.25
population,46,RG,0.0,0.2543,1.0,0.2,0.3068,0.25
population,47,RG,0.0,0.3749,1.0,0.2,0.2611,0.25
population,48,RG,0.4335,0.3496,0.9999,0.4,0.0721,0.5
population,49,RG,0.0,0.7916,0.9999,0.15,0.2057,0.25
population,50,CH,0.322,0.61,0.9994,0.8307,0.2131,0.75
population,51,RG,0.7892,0.7828,1.0,0.3,0.1311,0.5
population,52,CH,0.7892,0.1107,0.9998,0.89,0.2591,0.5
population,53,RG,0.0,0.7662,0.9999,0.3,0.1323,0.25
population,54,RG,0.0,0.3013,0.9999,0.35,0.1265,0.25
population,55,RG,0.2162,1.7363,0.9999,0.25,0.1056,0.5
population,56,RG,0.2618,0.6228,0.9998,0.3937,0.0103,0.75
population,57,RG,0.0,0.1975,1.0,0.3,0.1333,0.25
population,58,RG,0.0,0.4105,1.0,0.25,0.4572,0.25
population,59,RG,0.0,0.3252,1.0,0.2,0.2428,0.25
population,60,RG,0.0,0.7516,1.0,0.25,0.1658,0.25
population,61,CH,0.0,0.4186,0.9998,0.8602,0.036,0.25
population,62,RG,0.0,0.4899,1.0,0.2,0.1588,0.25
population,63,CH,0.0,0.5247,0.9998,0.3684,0.2563,0.25
population,64,RG,0.4335,0.7306,0.9999,0.2,0.0721,0.5
population,65,CG,0.1187,0.2612,0.9998,0.45,0.1652,0.5
population,66,RG,0.0,0.5819,1.0,0.15,0.1912,0.25
population,67,CH,0.7892,0.1107,0.9995,0.1025,0.1235,0.5
population,68,RG,0.0,0.5318,1.0,0.25,0.1496,0.25
population,69,CH,0.7892,0.2017,0.9995,0.1751,0.2122,0.5
population,70,RG,0.35,0.3489,0.9999,0.45,0.0418,0.5
population,71,RG,0.0,0.9311,1.0,0.25,0.1123,0.25
population,72,RG,0.0,0.393,1.0,0.2,0.1917,0.25
population,73,RG,0.531,0.6878,0.9999,0.2,0.0953,0.5
population,74,CG,0.6863,1.6431,0.9996,0.7,0.1128,1.0
population,75,RG,0.0,0.3331,1.0,0.2,0.2587,0.25
population,76,RG,0.7892,0.7,1.0,0.3,0.2774,0.5
population,77,CG,0.7892,0.3427,0.9997,0.7,0.0502,0.5
population,78,CG,0.0129,0.9509,0.9999,0.4,0.1045,0.5
population,79,CG,0.1634,0.7178,0.9999,0.45,0.1675,0.5
population,80,RG,0.0,0.3777,1.0,0.15,0.4482,0.25
population,81,CH,0.0,0.3349,0.9999,0.048,0.4449,0.25
population,82,RG,0.2781,0.1945,0.9998,0.45,0.0411,0.5
population,83,RG,0.0,0.8007,0.9999,0.25,0.1116,0.25
population,84,RG,0.7892,0.229,0.9999,0.35,0.1451,0.5
population,85,CH,0.7892,0.2902,0.9995,0.2444,0.0577,0.5
population,86,RG,0.0,0.2778,0.9999,0.35,0.0379,0.25
population,87,CL,0.5139,0.8482,0.9997,0.0,0.0149,1.0
population,88,CG,0.7892,0.1922,0.9998,0.65,0.0717,0.5
population,89,RG,0.0,0.125,0.9999,0.3,0.1311,0.25
population,90,RG,0.0,0.1408,1.0,0.15,0.1731,0.25
population,91,CL,0.4878,2.4684,0.9997,0.0063,0.0265,0.75
population,92,RG,0.0,0.2795,0.9999,0.35,0.0376,0.25
population,93,CG,0.7892,0.4132,0.9996,0.8,0.1491,0.5
population,94,CG,0.531,0.6306,0.9998,0.5,0.1047,0.5
population,95,RG,0.7892,0.4808,1.0,0.3,0.1811,0.5
population,96,RG,0.0,0.7024,1.0,0.25,0.2653,0.25
population,97,RG,0.4335,0.8919,0.9999,0.2497,0.0087,0.5
population,98,CH,0.1634,0.6199,0.9999,0.366,0.0344,0.5
population,99,CG,0.0,1.1565,0.9998,0.6,0.1149,0.25
population,100,RG,0.0,0.7291,1.0,0.25,0.1317,0.25
population,101,CG,0.0032,0.8509,0.9997,0.3,0.1549,0.5
population,102,RG,0.0,0.6894,1.0,0.0991,0.0907,0.25
population,103,RG,0.0,0.2656,1.0,0.2,0.3922,0.25
population,104,RG,0.7892,0.2345,0.9999,0.2,0.2072,0.5
population,105,RG,0.531,0.3366,0.9999,0.2,0.1207,0.5
population,106,RG,0.7892,0.2453,1.0,0.3,0.2369,0.5
population,107,CL,0.2781,0.9847,0.9998,0.1843,0.0349,0.5
population,108,RG,0.0,0.1535,1.0,0.15,0.1245,0.25
population,109,CG,0.2162,0.3659,0.9999,0.55,0.1018,0.5
population,110,RG,0.7892,0.2266,0.9999,0.3,0.2213,0.5
population,111,RG,0.7892,0.2998,1.0,0.3,0.1921,0.5
population,112,RG,0.0,0.7723,1.0,0.2,0.1191,0.25
population,113,RG,0.6466,0.2906,0.9999,0.35,0.1278,0.5
population,114,CG,0.3356,0.1477,0.9993,0.8487,0.0078,0.75
population,115,CG,0.6466,0.1635,0.9997,0.6,0.054,0.5
population,116,RG,0.7892,0.4765,0.9999,0.35,0.1461,0.5
population,117,CL,0.2217,0.1405,0.9994,0.2698,0.0019,1.0
population,118,CL,0.5743,0.7717,0.9998,0.0003,0.0229,0.75
population,119,RG,0.4335,0.9628,0.9999,0.2,0.0965,0.5
population,120,RG,0.0,0.2877,1.0,0.2,0.2453,0.25
population,121,CH,0.1504,0.9415,0.9991,0.8534,0.009,0.75
population,122,CG,0.0032,0.3171,0.9999,0.35,0.1647,0.5
population,123,RG,0.35,0.794,0.9999,0.25,0.1376,0.5
population,124,CH,0.0,0.5235,0.9998,0.9731,0.028,0.25
population,125,RG,0.0,0.6195,1.0,0.2,0.276,0.25
population,126,CG,0.0,1.3905,0.9996,0.65,0.2774,0.25
population,127,RG,0.1187,0.2787,0.9999,0.45,0.1147,0.5
population,128,CG,0.7892,0.9708,0.9999,0.4,0.0982,0.5
population,129,RG,0.0,0.4073,0.9999,0.3,0.1072,0.25
population,130,CL,0.1359,0.274,0.9992,0.3364,0.0016,1.0
population,131,RG,0.531,0.8954,0.9999,0.1,0.0724,0.5
population,132,RG,0.0,0.1311,1.0,0.25,0.1315,0.25
population,133,RG,0.0817,0.1137,0.9998,0.4921,0.0118,0.5
population,134,CH,0.0,0.4277,0.9997,0.4879,0.0294,0.25
population,135,CG,0.1187,0.7147,0.9999,0.45,0.0856,0.5
population,136,CG,0.3356,0.2313,0.9992,0.9988,0.0081,0.75
population,137,RG,0.6466,0.4103,1.0,0.25,0.2416,0.5
population,138,RG,0.0519,0.1877,0.9998,0.4997,0.068,0.5
population,139,CH,0.0,0.4364,0.9998,0.8465,0.0278,0.25
population,140,CG,0.4335,0.2455,0.9998,0.55,0.1078,0.5
population,141,CG,0.4335,0.2771,0.9999,0.5,0.1102,0.5
population,142,RG,0.0,0.2,0.9999,0.3,0.0698,0.25
population,143,RG,0.0,0.8706,1.0,0.0768,0.4164,0.25
population,144,RG,0.0,0.3724,1.0,0.15,0.1769,0.25
population,145,RG,0.7892,0.2419,1.0,0.3,0.2728,0.5
population,146,CL,0.3817,0.6427,0.9996,0.0386,0.0065,1.0
population,147,RG,0.0,0.1983,1.0,0.3,0.1635,0.25
population,148,RG,0.531,0.5181,0.9999,0.4,0.1865,0.5
population,149,RG,0.0,0.3131,1.0,0.3,0.1486,0.25
population,150,RG,0.7892,1.0362,0.9999,0.2,0.1626,0.5
