depth,sector,condition,rg_similarity,propagation_coherence,locality_constraint_stability,conservation_transport_alignment,proto_field_persistence,recursive_interaction_boundedness,constrained_relation_gain,classification
131072,Neutral,ConservationBoundInteraction,0.7654,0.7387,0.7352,0.7504,0.717,0.7027,0.7321,PROTO-PHYSICAL-PARTIAL
1,Neutral,ProtoFieldCoherenceMapping,0.96,0.9295,0.9155,0.9092,0.92,0.8831,0.9058,PROTO-PHYSICAL-STABLE
2,Neutral,ProtoFieldCoherenceMapping,0.954,0.9322,0.9304,0.9236,0.9157,0.8698,0.8966,PROTO-PHYSICAL-STABLE
4,Neutral,ProtoFieldCoherenceMapping,0.96,0.9398,0.9058,0.9211,0.92,0.902,0.93,PROTO-PHYSICAL-STABLE
6,Neutral,ProtoFieldCoherenceMapping,0.96,0.9516,0.9284,0.9188,0.92,0.8826,0.9265,PROTO-PHYSICAL-STABLE
8,Neutral,ProtoFieldCoherenceMapping,0.9541,0.9433,0.9101,0.9106,0.9172,0.8819,0.9063,PROTO-PHYSICAL-STABLE
12,Neutral,ProtoFieldCoherenceMapping,0.9509,0.9471,0.9188,0.9156,0.92,0.8897,0.8981,PROTO-PHYSICAL-STABLE
16,Neutral,ProtoFieldCoherenceMapping,0.9519,0.9432,0.9087,0.9235,0.9056,0.8669,0.8987,PROTO-PHYSICAL-STABLE
20,Neutral,ProtoFieldCoherenceMapping,0.96,0.9277,0.9068,0.9255,0.92,0.892,0.8963,PROTO-PHYSICAL-STABLE
24,Neutral,ProtoFieldCoherenceMapping,0.9572,0.9338,0.9103,0.9235,0.92,0.8994,0.9151,PROTO-PHYSICAL-STABLE
32,Neutral,ProtoFieldCoherenceMapping,0.96,0.9539,0.9264,0.9251,0.92,0.8832,0.9017,PROTO-PHYSICAL-STABLE
40,Neutral,ProtoFieldCoherenceMapping,0.9474,0.9156,0.8974,0.9032,0.92,0.8672,0.9198,PROTO-PHYSICAL-STABLE
48,Neutral,ProtoFieldCoherenceMapping,0.9404,0.9546,0.9147,0.9182,0.9089,0.8938,0.93,PROTO-PHYSICAL-STABLE
64,Neutral,ProtoFieldCoherenceMapping,0.96,0.947,0.8961,0.9146,0.908,0.8766,0.93,PROTO-PHYSICAL-STABLE
80,Neutral,ProtoFieldCoherenceMapping,0.9466,0.92,0.9058,0.9092,0.92,0.8734,0.9181,PROTO-PHYSICAL-STABLE
96,Neutral,ProtoFieldCoherenceMapping,0.96,0.9551,0.9306,0.93,0.9169,0.8673,0.9044,PROTO-PHYSICAL-STABLE
128,Neutral,ProtoFieldCoherenceMapping,0.96,0.9386,0.9205,0.9008,0.92,0.9,0.9194,PROTO-PHYSICAL-STABLE
160,Neutral,ProtoFieldCoherenceMapping,0.9536,0.9171,0.9084,0.9055,0.9103,0.8771,0.9066,PROTO-PHYSICAL-STABLE
192,Neutral,ProtoFieldCoherenceMapping,0.9555,0.927,0.8989,0.9162,0.92,0.9032,0.9175,PROTO-PHYSICAL-STABLE
256,Neutral,ProtoFieldCoherenceMapping,0.96,0.9461,0.8952,0.8976,0.92,0.8993,0.9207,PROTO-PHYSICAL-STABLE
320,Neutral,ProtoFieldCoherenceMapping,0.96,0.9196,0.9006,0.93,0.9136,0.8765,0.9133,PROTO-PHYSICAL-STABLE
512,Neutral,ProtoFieldCoherenceMapping,0.9575,0.937,0.9134,0.8974,0.9073,0.8931,0.93,PROTO-PHYSICAL-STABLE
768,Neutral,ProtoFieldCoherenceMapping,0.936,0.9148,0.9267,0.9146,0.9158,0.8994,0.9008,PROTO-PHYSICAL-STABLE
1024,Neutral,ProtoFieldCoherenceMapping,0.953,0.9522,0.8992,0.9088,0.92,0.8671,0.9275,PROTO-PHYSICAL-STABLE
1536,Neutral,ProtoFieldCoherenceMapping,0.95,0.9313,0.9213,0.9293,0.9164,0.8812,0.8994,PROTO-PHYSICAL-STABLE
2048,Neutral,ProtoFieldCoherenceMapping,0.9502,0.9128,0.9147,0.901,0.92,0.9014,0.9036,PROTO-PHYSICAL-STABLE
3072,Neutral,ProtoFieldCoherenceMapping,0.96,0.9473,0.8955,0.8956,0.92,0.8789,0.9145,PROTO-PHYSICAL-STABLE
4096,Neutral,ProtoFieldCoherenceMapping,0.9576,0.9402,0.9174,0.8938,0.92,0.8606,0.9195,PROTO-PHYSICAL-STABLE
6144,Neutral,ProtoFieldCoherenceMapping,0.9441,0.9307,0.902,0.8942,0.92,0.8738,0.9033,PROTO-PHYSICAL-STABLE
8192,Neutral,ProtoFieldCoherenceMapping,0.9514,0.904,0.8999,0.9024,0.9072,0.8908,0.9045,PROTO-PHYSICAL-STABLE
12288,Neutral,ProtoFieldCoherenceMapping,0.9236,0.9169,0.9035,0.8994,0.8939,0.8721,0.8769,PROTO-PHYSICAL-STABLE
16384,Neutral,ProtoFieldCoherenceMapping,0.9442,0.9133,0.8775,0.8961,0.8986,0.8519,0.8737,PROTO-PHYSICAL-STABLE
24576,Neutral,ProtoFieldCoherenceMapping,0.9087,0.8882,0.858,0.8769,0.873,0.8371,0.8577,PROTO-PHYSICAL-BOUNDED
32768,Neutral,ProtoFieldCoherenceMapping,0.8967,0.8879,0.8507,0.8665,0.8687,0.8321,0.8601,PROTO-PHYSICAL-BOUNDED
65536,Neutral,ProtoFieldCoherenceMapping,0.8513,0.8281,0.8267,0.8092,0.8135,0.7988,0.8168,PROTO-PHYSICAL-BOUNDED
131072,Neutral,ProtoFieldCoherenceMapping,0.7702,0.7438,0.7214,0.7119,0.7445,0.7166,0.7218,PROTO-PHYSICAL-PARTIAL
1,Neutral,RecursivePropagationPersistence,0.9495,0.9263,0.9393,0.8941,0.9001,0.8856,0.93,PROTO-PHYSICAL-STABLE
2,Neutral,RecursivePropagationPersistence,0.96,0.9395,0.94,0.9252,0.9101,0.8987,0.9268,PROTO-PHYSICAL-STABLE
4,Neutral,RecursivePropagationPersistence,0.9414,0.9483,0.9194,0.9052,0.9165,0.8921,0.93,PROTO-PHYSICAL-STABLE
6,Neutral,RecursivePropagationPersistence,0.9504,0.9338,0.9392,0.9159,0.9052,0.8995,0.9072,PROTO-PHYSICAL-STABLE
8,Neutral,RecursivePropagationPersistence,0.9435,0.9423,0.94,0.925,0.9185,0.8919,0.9115,PROTO-PHYSICAL-STABLE
12,Neutral,RecursivePropagationPersistence,0.9517,0.9261,0.94,0.9049,0.92,0.8951,0.9234,PROTO-PHYSICAL-STABLE
16,Neutral,RecursivePropagationPersistence,0.96,0.9492,0.9102,0.9206,0.8986,0.888,0.919,PROTO-PHYSICAL-STABLE
20,Neutral,RecursivePropagationPersistence,0.9469,0.956,0.9247,0.8984,0.8985,0.8845,0.9183,PROTO-PHYSICAL-STABLE
24,Neutral,RecursivePropagationPersistence,0.9503,0.9296,0.9373,0.9159,0.92,0.8987,0.9019,PROTO-PHYSICAL-STABLE
32,Neutral,RecursivePropagationPersistence,0.96,0.9263,0.9379,0.9019,0.9006,0.9031,0.9271,PROTO-PHYSICAL-STABLE
40,Neutral,RecursivePropagationPersistence,0.9454,0.9505,0.9275,0.8935,0.92,0.8795,0.913,PROTO-PHYSICAL-STABLE
48,Neutral,RecursivePropagationPersistence,0.96,0.9395,0.9297,0.9026,0.92,0.9054,0.921,PROTO-PHYSICAL-STABLE
64,Neutral,RecursivePropagationPersistence,0.9477,0.9329,0.9367,0.9187,0.92,0.9035,0.9261,PROTO-PHYSICAL-STABLE
80,Neutral,RecursivePropagationPersistence,0.9441,0.946,0.9352,0.8966,0.92,0.8882,0.905,PROTO-PHYSICAL-STABLE
96,Neutral,RecursivePropagationPersistence,0.96,0.9472,0.94,0.8899,0.92,0.8794,0.9189,PROTO-PHYSICAL-STABLE
128,Neutral,RecursivePropagationPersistence,0.96,0.9464,0.9311,0.9001,0.8975,0.87,0.9001,PROTO-PHYSICAL-STABLE
160,Neutral,RecursivePropagationPersistence,0.96,0.9353,0.9069,0.9148,0.92,0.877,0.919,PROTO-PHYSICAL-STABLE
192,Neutral,RecursivePropagationPersistence,0.96,0.953,0.9256,0.8961,0.9161,0.8959,0.9018,PROTO-PHYSICAL-STABLE
256,Neutral,RecursivePropagationPersistence,0.9485,0.9252,0.9216,0.8902,0.92,0.8895,0.93,PROTO-PHYSICAL-STABLE
320,Neutral,RecursivePropagationPersistence,0.96,0.9354,0.9165,0.8961,0.92,0.8901,0.9296,PROTO-PHYSICAL-STABLE
512,Neutral,RecursivePropagationPersistence,0.9587,0.9504,0.94,0.9163,0.92,0.8898,0.9034,PROTO-PHYSICAL-STABLE
768,Neutral,RecursivePropagationPersistence,0.9555,0.9252,0.9176,0.8944,0.92,0.8996,0.8994,PROTO-PHYSICAL-STABLE
1024,Neutral,RecursivePropagationPersistence,0.96,0.9291,0.94,0.8962,0.92,0.8958,0.9016,PROTO-PHYSICAL-STABLE
1536,Neutral,RecursivePropagationPersistence,0.9557,0.9331,0.9219,0.9048,0.92,0.8955,0.9163,PROTO-PHYSICAL-STABLE
2048,Neutral,RecursivePropagationPersistence,0.9444,0.9598,0.937,0.9162,0.9052,0.8762,0.916,PROTO-PHYSICAL-STABLE
3072,Neutral,RecursivePropagationPersistence,0.96,0.946,0.9147,0.9145,0.92,0.8992,0.922,PROTO-PHYSICAL-STABLE
4096,Neutral,RecursivePropagationPersistence,0.9449,0.9421,0.9246,0.9092,0.9086,0.8937,0.919,PROTO-PHYSICAL-STABLE
6144,Neutral,RecursivePropagationPersistence,0.9517,0.9243,0.8972,0.8827,0.9185,0.893,0.8938,PROTO-PHYSICAL-STABLE
8192,Neutral,RecursivePropagationPersistence,0.9226,0.9192,0.9211,0.9102,0.912,0.8705,0.8848,PROTO-PHYSICAL-STABLE
12288,Neutral,RecursivePropagationPersistence,0.9312,0.9127,0.9174,0.8955,0.8966,0.8822,0.9067,PROTO-PHYSICAL-STABLE
16384,Neutral,RecursivePropagationPersistence,0.9398,0.9073,0.8948,0.8833,0.8679,0.8707,0.883,PROTO-PHYSICAL-STABLE
24576,Neutral,RecursivePropagationPersistence,0.9164,0.8882,0.8677,0.874,0.862,0.8522,0.8674,PROTO-PHYSICAL-BOUNDED
32768,Neutral,RecursivePropagationPersistence,0.8881,0.9002,0.8573,0.8451,0.8429,0.8277,0.8457,PROTO-PHYSICAL-BOUNDED
65536,Neutral,RecursivePropagationPersistence,0.8373,0.8451,0.8259,0.8149,0.7976,0.7787,0.812,PROTO-PHYSICAL-BOUNDED
131072,Neutral,RecursivePropagationPersistence,0.7456,0.7405,0.7256,0.7046,0.7353,0.7035,0.7172,PROTO-PHYSICAL-PARTIAL
1,Neutral,InteractionLimitedStabilization,0.9427,0.9279,0.9254,0.8972,0.8931,0.9024,0.9216,PROTO-PHYSICAL-STABLE
2,Neutral,InteractionLimitedStabilization,0.96,0.9099,0.92,0.92,0.8787,0.91,0.897,PROTO-PHYSICAL-STABLE
4,Neutral,InteractionLimitedStabilization,0.9519,0.9147,0.9295,0.912,0.8762,0.91,0.915,PROTO-PHYSICAL-STABLE
6,Neutral,InteractionLimitedStabilization,0.937,0.9122,0.9161,0.8996,0.9008,0.91,0.9088,PROTO-PHYSICAL-STABLE
8,Neutral,InteractionLimitedStabilization,0.9497,0.927,0.9197,0.9012,0.8923,0.91,0.93,PROTO-PHYSICAL-STABLE
12,Neutral,InteractionLimitedStabilization,0.9531,0.9388,0.9228,0.9223,0.882,0.91,0.9008,PROTO-PHYSICAL-STABLE
16,Neutral,InteractionLimitedStabilization,0.9371,0.9361,0.9303,0.8944,0.8931,0.8962,0.9083,PROTO-PHYSICAL-STABLE
20,Neutral,InteractionLimitedStabilization,0.9506,0.9434,0.9183,0.9177,0.901,0.91,0.929,PROTO-PHYSICAL-STABLE
24,Neutral,InteractionLimitedStabilization,0.946,0.9201,0.9205,0.8975,0.8969,0.9094,0.9046,PROTO-PHYSICAL-STABLE
32,Neutral,InteractionLimitedStabilization,0.96,0.9411,0.9395,0.9065,0.8997,0.91,0.9268,PROTO-PHYSICAL-STABLE
40,Neutral,InteractionLimitedStabilization,0.96,0.9139,0.9352,0.8907,0.8886,0.91,0.93,PROTO-PHYSICAL-STABLE
48,Neutral,InteractionLimitedStabilization,0.96,0.906,0.921,0.892,0.9124,0.91,0.93,PROTO-PHYSICAL-STABLE
64,Neutral,InteractionLimitedStabilization,0.96,0.9116,0.94,0.8936,0.8873,0.91,0.8957,PROTO-PHYSICAL-STABLE
80,Neutral,InteractionLimitedStabilization,0.9393,0.9335,0.9361,0.917,0.8861,0.909,0.9025,PROTO-PHYSICAL-STABLE
96,Neutral,InteractionLimitedStabilization,0.9397,0.9068,0.9155,0.9126,0.8767,0.91,0.8959,PROTO-PHYSICAL-STABLE
128,Neutral,InteractionLimitedStabilization,0.9573,0.9138,0.9152,0.9158,0.8996,0.91,0.9096,PROTO-PHYSICAL-STABLE
160,Neutral,InteractionLimitedStabilization,0.96,0.9225,0.9054,0.9188,0.8849,0.91,0.93,PROTO-PHYSICAL-STABLE
192,Neutral,InteractionLimitedStabilization,0.9547,0.926,0.94,0.8875,0.8803,0.91,0.9263,PROTO-PHYSICAL-STABLE
256,Neutral,InteractionLimitedStabilization,0.9482,0.9199,0.94,0.9063,0.8897,0.91,0.9212,PROTO-PHYSICAL-STABLE
320,Neutral,InteractionLimitedStabilization,0.9587,0.9314,0.94,0.9014,0.8834,0.91,0.93,PROTO-PHYSICAL-STABLE
512,Neutral,InteractionLimitedStabilization,0.96,0.9387,0.91,0.921,0.8832,0.8969,0.93,PROTO-PHYSICAL-STABLE
768,Neutral,InteractionLimitedStabilization,0.96,0.9086,0.94,0.8869,0.8892,0.91,0.9044,PROTO-PHYSICAL-STABLE
1024,Neutral,InteractionLimitedStabilization,0.96,0.9099,0.94,0.885,0.9133,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,Neutral,InteractionLimitedStabilization,0.96,0.915,0.94,0.9128,0.8993,0.91,0.9126,PROTO-PHYSICAL-STABLE
2048,Neutral,InteractionLimitedStabilization,0.96,0.9119,0.932,0.9087,0.875,0.8997,0.8955,PROTO-PHYSICAL-STABLE
3072,Neutral,InteractionLimitedStabilization,0.96,0.9125,0.9114,0.8937,0.8854,0.8994,0.8997,PROTO-PHYSICAL-STABLE
4096,Neutral,InteractionLimitedStabilization,0.9416,0.9238,0.9089,0.9162,0.8926,0.91,0.9022,PROTO-PHYSICAL-STABLE
6144,Neutral,InteractionLimitedStabilization,0.9472,0.9319,0.9235,0.8777,0.8776,0.91,0.9177,PROTO-PHYSICAL-STABLE
8192,Neutral,InteractionLimitedStabilization,0.9306,0.917,0.8929,0.8976,0.8737,0.91,0.9021,PROTO-PHYSICAL-STABLE
12288,Neutral,InteractionLimitedStabilization,0.9328,0.9145,0.8887,0.8696,0.8554,0.9079,0.9132,PROTO-PHYSICAL-STABLE
16384,Neutral,InteractionLimitedStabilization,0.9305,0.8984,0.8818,0.8668,0.8859,0.8883,0.8762,PROTO-PHYSICAL-BOUNDED
24576,Neutral,InteractionLimitedStabilization,0.8963,0.8925,0.8688,0.873,0.86,0.8787,0.8911,PROTO-PHYSICAL-BOUNDED
32768,Neutral,InteractionLimitedStabilization,0.9021,0.8518,0.8748,0.853,0.8319,0.8704,0.8742,PROTO-PHYSICAL-BOUNDED
65536,Neutral,InteractionLimitedStabilization,0.8428,0.8312,0.8356,0.8148,0.8027,0.8251,0.8146,PROTO-PHYSICAL-BOUNDED
131072,Neutral,InteractionLimitedStabilization,0.7395,0.7353,0.7238,0.705,0.7017,0.7171,0.7406,PROTO-PHYSICAL-PARTIAL
1,Neutral,NullPhysicalizationControl,0.6734,0.6222,0.6287,0.6018,0.5925,0.5957,0.6328,PROTO-PHYSICAL-DEGRADING
2,Neutral,NullPhysicalizationControl,0.669,0.6417,0.6139,0.6031,0.6013,0.585,0.6204,PROTO-PHYSICAL-DEGRADING
4,Neutral,NullPhysicalizationControl,0.6608,0.6303,0.6287,0.6321,0.6179,0.6027,0.6318,PROTO-PHYSICAL-DEGRADING
6,Neutral,NullPhysicalizationControl,0.6514,0.6455,0.619,0.6191,0.6113,0.5809,0.6065,PROTO-PHYSICAL-DEGRADING
8,Neutral,NullPhysicalizationControl,0.6796,0.6268,0.6185,0.5992,0.6231,0.5883,0.5971,PROTO-PHYSICAL-DEGRADING
12,Neutral,NullPhysicalizationControl,0.6716,0.6273,0.624,0.631,0.6236,0.6091,0.6211,PROTO-PHYSICAL-DEGRADING
16,Neutral,NullPhysicalizationControl,0.6697,0.6355,0.6166,0.604,0.6134,0.6028,0.5994,PROTO-PHYSICAL-DEGRADING
20,Neutral,NullPhysicalizationControl,0.6537,0.6428,0.632,0.6001,0.6172,0.5991,0.6129,PROTO-PHYSICAL-DEGRADING
24,Neutral,NullPhysicalizationControl,0.6541,0.6281,0.6387,0.6186,0.6055,0.6042,0.6332,PROTO-PHYSICAL-DEGRADING
32,Neutral,NullPhysicalizationControl,0.677,0.6163,0.641,0.6304,0.615,0.6024,0.6355,PROTO-PHYSICAL-DEGRADING
40,Neutral,NullPhysicalizationControl,0.656,0.6398,0.6209,0.6297,0.5926,0.6101,0.5956,PROTO-PHYSICAL-DEGRADING
48,Neutral,NullPhysicalizationControl,0.6829,0.6426,0.6285,0.602,0.5908,0.605,0.6018,PROTO-PHYSICAL-DEGRADING
64,Neutral,NullPhysicalizationControl,0.6715,0.6362,0.6069,0.6192,0.6165,0.6133,0.6114,PROTO-PHYSICAL-DEGRADING
80,Neutral,NullPhysicalizationControl,0.6496,0.6333,0.633,0.6025,0.5898,0.608,0.6154,PROTO-PHYSICAL-DEGRADING
96,Neutral,NullPhysicalizationControl,0.6536,0.6551,0.6437,0.6109,0.5982,0.609,0.6073,PROTO-PHYSICAL-DEGRADING
128,Neutral,NullPhysicalizationControl,0.6745,0.645,0.6406,0.603,0.6149,0.6046,0.6275,PROTO-PHYSICAL-DEGRADING
160,Neutral,NullPhysicalizationControl,0.6607,0.6164,0.6397,0.597,0.6019,0.5985,0.6052,PROTO-PHYSICAL-DEGRADING
192,Neutral,NullPhysicalizationControl,0.6776,0.6367,0.6282,0.6195,0.5979,0.599,0.6204,PROTO-PHYSICAL-DEGRADING
256,Neutral,NullPhysicalizationControl,0.6746,0.6208,0.6221,0.6158,0.6102,0.6151,0.6061,PROTO-PHYSICAL-DEGRADING
320,Neutral,NullPhysicalizationControl,0.6796,0.6381,0.6198,0.6228,0.5966,0.6073,0.5955,PROTO-PHYSICAL-DEGRADING
512,Neutral,NullPhysicalizationControl,0.6603,0.6525,0.6061,0.6297,0.6089,0.5816,0.6125,PROTO-PHYSICAL-DEGRADING
768,Neutral,NullPhysicalizationControl,0.6691,0.6414,0.6406,0.6135,0.6059,0.578,0.6224,PROTO-PHYSICAL-DEGRADING
1024,Neutral,NullPhysicalizationControl,0.6671,0.6505,0.6373,0.5972,0.6028,0.6101,0.5971,PROTO-PHYSICAL-DEGRADING
1536,Neutral,NullPhysicalizationControl,0.6818,0.6319,0.6048,0.6103,0.6096,0.5802,0.6234,PROTO-PHYSICAL-DEGRADING
2048,Neutral,NullPhysicalizationControl,0.6697,0.6472,0.6264,0.613,0.6175,0.5743,0.6286,PROTO-PHYSICAL-DEGRADING
3072,Neutral,NullPhysicalizationControl,0.6808,0.6144,0.6332,0.6097,0.6207,0.5886,0.6172,PROTO-PHYSICAL-DEGRADING
4096,Neutral,NullPhysicalizationControl,0.6524,0.6142,0.6282,0.6214,0.5891,0.6057,0.6222,PROTO-PHYSICAL-DEGRADING
6144,Neutral,NullPhysicalizationControl,0.6782,0.6163,0.6167,0.5928,0.5906,0.5808,0.6152,PROTO-PHYSICAL-DEGRADING
8192,Neutral,NullPhysicalizationControl,0.6449,0.6393,0.6296,0.6077,0.5799,0.579,0.6171,PROTO-PHYSICAL-DEGRADING
12288,Neutral,NullPhysicalizationControl,0.6454,0.6261,0.6194,0.6055,0.5891,0.5749,0.5842,PROTO-PHYSICAL-DEGRADING
16384,Neutral,NullPhysicalizationControl,0.6614,0.6254,0.6226,0.5965,0.5876,0.5959,0.5925,PROTO-PHYSICAL-DEGRADING
24576,Neutral,NullPhysicalizationControl,0.654,0.5944,0.5809,0.5919,0.5582,0.567,0.5752,PROTO-PHYSICAL-DEGRADING
32768,Neutral,NullPhysicalizationControl,0.6344,0.592,0.5703,0.5821,0.5708,0.5451,0.5856,PROTO-PHYSICAL-DEGRADING
65536,Neutral,NullPhysicalizationControl,0.5809,0.5763,0.5613,0.5593,0.5527,0.5341,0.5614,PROTO-PHYSICAL-DEGRADING
131072,Neutral,NullPhysicalizationControl,0.518,0.5118,0.5078,0.485,0.4698,0.4799,0.4948,PROTO-PHYSICAL-FAILED
1,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
320,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
512,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
768,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1024,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
1536,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2048,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
3072,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4096,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6144,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8192,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12288,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16384,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24576,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32768,P-A,ConstrainedTransportPropagation,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
65536,P-A,ConstrainedTransportPropagation,0.9445,0.9164,0.9267,0.9102,0.8999,0.8886,0.8949,PROTO-PHYSICAL-STABLE
131072,P-A,ConstrainedTransportPropagation,0.8352,0.8343,0.8202,0.8234,0.785,0.8004,0.8144,PROTO-PHYSICAL-BOUNDED
1,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
2,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
4,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
6,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
8,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
12,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
16,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
20,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
24,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
32,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
40,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
48,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
64,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
80,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
96,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
128,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
160,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
192,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
256,P-A,RecursiveLocalityEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,PROTO-PHYSICAL-STABLE
