depth,sector,condition,rg_similarity,memory_persistence,historical_encoding_strength,lineage_memory_transfer,adaptive_history_modulation,reconstruction_accuracy,transport_memory_alignment,classification
32,Projection-Antisymmetry,LineageInheritanceAnalysis,0.7119,0.6999,0.7122,0.7146,0.6909,0.6626,0.6807,MEMORY-DEGRADING
40,Projection-Antisymmetry,LineageInheritanceAnalysis,0.6779,0.6599,0.6764,0.6765,0.6326,0.6247,0.6537,MEMORY-DEGRADING
48,Projection-Antisymmetry,LineageInheritanceAnalysis,0.6575,0.6414,0.6256,0.6324,0.6072,0.6143,0.6066,MEMORY-DEGRADING
64,Projection-Antisymmetry,LineageInheritanceAnalysis,0.594,0.5649,0.5687,0.5714,0.5398,0.5372,0.5536,MEMORY-DEGRADING
80,Projection-Antisymmetry,LineageInheritanceAnalysis,0.5347,0.5331,0.5234,0.5189,0.5068,0.4981,0.4971,MEMORY-FAILED
96,Projection-Antisymmetry,LineageInheritanceAnalysis,0.495,0.4707,0.4715,0.4837,0.4599,0.4621,0.4573,MEMORY-FAILED
128,Projection-Antisymmetry,LineageInheritanceAnalysis,0.4177,0.4079,0.4101,0.4015,0.3984,0.3868,0.3967,MEMORY-FAILED
160,Projection-Antisymmetry,LineageInheritanceAnalysis,0.3679,0.3592,0.3555,0.3552,0.3393,0.3357,0.3533,MEMORY-FAILED
192,Projection-Antisymmetry,LineageInheritanceAnalysis,0.3313,0.3147,0.3234,0.3225,0.3086,0.3028,0.3102,MEMORY-FAILED
256,Projection-Antisymmetry,LineageInheritanceAnalysis,0.2667,0.268,0.2579,0.2614,0.2502,0.2474,0.2548,MEMORY-FAILED
320,Projection-Antisymmetry,LineageInheritanceAnalysis,0.2298,0.2208,0.2254,0.2165,0.2104,0.2132,0.2157,MEMORY-FAILED
512,Projection-Antisymmetry,LineageInheritanceAnalysis,0.1543,0.1545,0.1525,0.1537,0.1485,0.1417,0.1509,MEMORY-FAILED
768,Projection-Antisymmetry,LineageInheritanceAnalysis,0.1087,0.1101,0.1066,0.1083,0.1023,0.1018,0.1054,MEMORY-FAILED
1024,Projection-Antisymmetry,LineageInheritanceAnalysis,0.0832,0.0833,0.084,0.0813,0.0799,0.0788,0.0791,MEMORY-FAILED
1536,Projection-Antisymmetry,LineageInheritanceAnalysis,0.0572,0.0564,0.057,0.0558,0.0542,0.0535,0.0551,MEMORY-FAILED
2048,Projection-Antisymmetry,LineageInheritanceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Antisymmetry,LineageInheritanceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Antisymmetry,LineageInheritanceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Antisymmetry,TransportMemoryPreservation,0.9302,0.94,0.8958,0.9158,0.8872,0.8707,0.9076,MEMORY-BOUNDED
2,Projection-Antisymmetry,TransportMemoryPreservation,0.9148,0.9226,0.9093,0.8965,0.8944,0.8907,0.9033,MEMORY-STABLE
4,Projection-Antisymmetry,TransportMemoryPreservation,0.9078,0.8991,0.8825,0.8873,0.8636,0.8456,0.8909,MEMORY-BOUNDED
6,Projection-Antisymmetry,TransportMemoryPreservation,0.9038,0.8978,0.8764,0.8468,0.8578,0.8469,0.891,MEMORY-BOUNDED
8,Projection-Antisymmetry,TransportMemoryPreservation,0.8773,0.8787,0.8605,0.853,0.8413,0.8429,0.8481,MEMORY-BOUNDED
12,Projection-Antisymmetry,TransportMemoryPreservation,0.8588,0.8292,0.8293,0.7986,0.8028,0.7997,0.851,MEMORY-BOUNDED
16,Projection-Antisymmetry,TransportMemoryPreservation,0.8189,0.8094,0.8012,0.7956,0.7887,0.7691,0.8186,MEMORY-BOUNDED
20,Projection-Antisymmetry,TransportMemoryPreservation,0.7977,0.7849,0.7671,0.7773,0.7435,0.7533,0.7749,MEMORY-PARTIAL
24,Projection-Antisymmetry,TransportMemoryPreservation,0.7821,0.7432,0.7494,0.7498,0.732,0.7166,0.7376,MEMORY-PARTIAL
32,Projection-Antisymmetry,TransportMemoryPreservation,0.7113,0.7054,0.7095,0.7048,0.6892,0.6661,0.702,MEMORY-PARTIAL
40,Projection-Antisymmetry,TransportMemoryPreservation,0.6722,0.6632,0.6548,0.6491,0.651,0.6413,0.6533,MEMORY-DEGRADING
48,Projection-Antisymmetry,TransportMemoryPreservation,0.6415,0.6367,0.6324,0.6207,0.6141,0.596,0.6426,MEMORY-DEGRADING
64,Projection-Antisymmetry,TransportMemoryPreservation,0.5875,0.5683,0.5568,0.5625,0.5524,0.552,0.5729,MEMORY-DEGRADING
80,Projection-Antisymmetry,TransportMemoryPreservation,0.5335,0.5247,0.5159,0.4981,0.5018,0.4929,0.5153,MEMORY-FAILED
96,Projection-Antisymmetry,TransportMemoryPreservation,0.4816,0.4799,0.4652,0.4654,0.4554,0.4487,0.473,MEMORY-FAILED
128,Projection-Antisymmetry,TransportMemoryPreservation,0.4114,0.4062,0.4023,0.403,0.3907,0.3854,0.4005,MEMORY-FAILED
160,Projection-Antisymmetry,TransportMemoryPreservation,0.3703,0.3518,0.3596,0.354,0.3479,0.3449,0.3504,MEMORY-FAILED
192,Projection-Antisymmetry,TransportMemoryPreservation,0.3244,0.316,0.3106,0.3069,0.3049,0.3038,0.3199,MEMORY-FAILED
256,Projection-Antisymmetry,TransportMemoryPreservation,0.2657,0.2601,0.2595,0.2562,0.2565,0.2448,0.2641,MEMORY-FAILED
320,Projection-Antisymmetry,TransportMemoryPreservation,0.2261,0.2216,0.2194,0.2208,0.2111,0.2086,0.2205,MEMORY-FAILED
512,Projection-Antisymmetry,TransportMemoryPreservation,0.154,0.1526,0.1489,0.1505,0.1478,0.1455,0.1486,MEMORY-FAILED
768,Projection-Antisymmetry,TransportMemoryPreservation,0.1098,0.1052,0.1062,0.1062,0.1054,0.1022,0.1082,MEMORY-FAILED
1024,Projection-Antisymmetry,TransportMemoryPreservation,0.0825,0.083,0.0831,0.0805,0.0808,0.0775,0.0832,MEMORY-FAILED
1536,Projection-Antisymmetry,TransportMemoryPreservation,0.057,0.0561,0.0567,0.0544,0.0544,0.0535,0.0568,MEMORY-FAILED
2048,Projection-Antisymmetry,TransportMemoryPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Antisymmetry,TransportMemoryPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Antisymmetry,TransportMemoryPreservation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.9488,0.9307,0.9064,0.8962,0.91,0.8729,0.9127,MEMORY-STABLE
2,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.9187,0.9214,0.9199,0.8795,0.9034,0.882,0.8787,MEMORY-STABLE
4,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.9062,0.8919,0.8895,0.8894,0.8877,0.8601,0.8784,MEMORY-BOUNDED
6,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.8941,0.863,0.8535,0.8524,0.853,0.8621,0.8734,MEMORY-BOUNDED
8,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.8685,0.8564,0.8404,0.8289,0.8588,0.8461,0.8481,MEMORY-BOUNDED
12,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.8347,0.826,0.8348,0.8115,0.8079,0.8154,0.8184,MEMORY-BOUNDED
16,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.8122,0.8027,0.7853,0.7827,0.7865,0.7704,0.7797,MEMORY-PARTIAL
20,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.778,0.7664,0.7795,0.7458,0.7774,0.7508,0.755,MEMORY-PARTIAL
24,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.7607,0.7363,0.7568,0.7286,0.7411,0.7312,0.7201,MEMORY-PARTIAL
32,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.7274,0.71,0.7009,0.6948,0.6938,0.6902,0.6934,MEMORY-PARTIAL
40,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.6671,0.6692,0.6495,0.6444,0.6605,0.6493,0.6431,MEMORY-DEGRADING
48,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.6399,0.6365,0.6321,0.6106,0.626,0.6157,0.6132,MEMORY-DEGRADING
64,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.5771,0.5595,0.5561,0.5663,0.5709,0.5529,0.567,MEMORY-DEGRADING
80,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.5278,0.5231,0.513,0.5008,0.5158,0.4878,0.5146,MEMORY-FAILED
96,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.4861,0.4712,0.4688,0.4665,0.4707,0.4624,0.4633,MEMORY-FAILED
128,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.4222,0.4021,0.4005,0.4001,0.4058,0.3951,0.3914,MEMORY-FAILED
160,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.3664,0.3523,0.3596,0.3553,0.3506,0.3409,0.3531,MEMORY-FAILED
192,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.322,0.316,0.3187,0.3096,0.3206,0.3051,0.3063,MEMORY-FAILED
256,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.2699,0.26,0.259,0.2599,0.2556,0.255,0.2566,MEMORY-FAILED
320,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.2196,0.2231,0.2159,0.2138,0.219,0.2118,0.2136,MEMORY-FAILED
512,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.1537,0.1491,0.151,0.1495,0.1509,0.1449,0.1453,MEMORY-FAILED
768,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.1068,0.106,0.1076,0.105,0.1052,0.1033,0.1048,MEMORY-FAILED
1024,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.0835,0.082,0.083,0.0804,0.0809,0.0791,0.0821,MEMORY-FAILED
1536,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.0568,0.0567,0.0567,0.0555,0.0556,0.0531,0.0545,MEMORY-FAILED
2048,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Antisymmetry,AdaptiveHistoricalModulation,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Antisymmetry,InteractionHistoryReconstruction,0.9212,0.94,0.93,0.892,0.91,0.9,0.9087,MEMORY-STABLE
2,Projection-Antisymmetry,InteractionHistoryReconstruction,0.9173,0.9126,0.9109,0.8826,0.8973,0.8797,0.8917,MEMORY-STABLE
4,Projection-Antisymmetry,InteractionHistoryReconstruction,0.905,0.8868,0.873,0.8738,0.8887,0.8923,0.8844,MEMORY-BOUNDED
6,Projection-Antisymmetry,InteractionHistoryReconstruction,0.9083,0.8802,0.8906,0.8589,0.8467,0.845,0.8693,MEMORY-BOUNDED
8,Projection-Antisymmetry,InteractionHistoryReconstruction,0.8759,0.8592,0.8404,0.8518,0.8478,0.8412,0.8624,MEMORY-BOUNDED
12,Projection-Antisymmetry,InteractionHistoryReconstruction,0.8485,0.8358,0.8399,0.8157,0.8178,0.8009,0.8249,MEMORY-BOUNDED
16,Projection-Antisymmetry,InteractionHistoryReconstruction,0.8212,0.8175,0.8061,0.7953,0.7913,0.7962,0.7778,MEMORY-BOUNDED
20,Projection-Antisymmetry,InteractionHistoryReconstruction,0.7907,0.77,0.7541,0.7614,0.7604,0.7602,0.7541,MEMORY-PARTIAL
24,Projection-Antisymmetry,InteractionHistoryReconstruction,0.7747,0.7383,0.7541,0.7363,0.7176,0.7395,0.7272,MEMORY-PARTIAL
32,Projection-Antisymmetry,InteractionHistoryReconstruction,0.7199,0.6981,0.6954,0.6957,0.6715,0.6999,0.6764,MEMORY-DEGRADING
40,Projection-Antisymmetry,InteractionHistoryReconstruction,0.659,0.653,0.6516,0.6404,0.6417,0.638,0.6381,MEMORY-DEGRADING
48,Projection-Antisymmetry,InteractionHistoryReconstruction,0.636,0.6396,0.624,0.6044,0.6099,0.6086,0.6244,MEMORY-DEGRADING
64,Projection-Antisymmetry,InteractionHistoryReconstruction,0.5614,0.5746,0.5663,0.5599,0.5434,0.5516,0.5465,MEMORY-DEGRADING
80,Projection-Antisymmetry,InteractionHistoryReconstruction,0.5106,0.5065,0.509,0.5143,0.5108,0.4977,0.5083,MEMORY-FAILED
96,Projection-Antisymmetry,InteractionHistoryReconstruction,0.4699,0.4733,0.4623,0.4549,0.4583,0.455,0.4656,MEMORY-FAILED
128,Projection-Antisymmetry,InteractionHistoryReconstruction,0.4067,0.3998,0.408,0.4018,0.4032,0.4056,0.3999,MEMORY-FAILED
160,Projection-Antisymmetry,InteractionHistoryReconstruction,0.3552,0.356,0.3552,0.3511,0.3408,0.3459,0.3452,MEMORY-FAILED
192,Projection-Antisymmetry,InteractionHistoryReconstruction,0.3211,0.3177,0.3124,0.3138,0.3114,0.315,0.318,MEMORY-FAILED
256,Projection-Antisymmetry,InteractionHistoryReconstruction,0.2641,0.2622,0.2601,0.2556,0.2488,0.2588,0.26,MEMORY-FAILED
320,Projection-Antisymmetry,InteractionHistoryReconstruction,0.2205,0.2248,0.2176,0.2132,0.2156,0.2149,0.2163,MEMORY-FAILED
512,Projection-Antisymmetry,InteractionHistoryReconstruction,0.1498,0.1541,0.1491,0.1505,0.1489,0.1451,0.148,MEMORY-FAILED
768,Projection-Antisymmetry,InteractionHistoryReconstruction,0.1095,0.1082,0.1066,0.1028,0.1034,0.1061,0.1045,MEMORY-FAILED
1024,Projection-Antisymmetry,InteractionHistoryReconstruction,0.0834,0.0808,0.0825,0.0793,0.0805,0.0808,0.0806,MEMORY-FAILED
1536,Projection-Antisymmetry,InteractionHistoryReconstruction,0.0578,0.0562,0.0563,0.0553,0.0551,0.055,0.056,MEMORY-FAILED
2048,Projection-Antisymmetry,InteractionHistoryReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Antisymmetry,InteractionHistoryReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Antisymmetry,InteractionHistoryReconstruction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Antisymmetry,NullMemoryControl,0.7668,0.7457,0.7564,0.7486,0.7138,0.7157,0.7539,MEMORY-PARTIAL
2,Projection-Antisymmetry,NullMemoryControl,0.7553,0.7322,0.7202,0.7292,0.7026,0.6967,0.7109,MEMORY-PARTIAL
4,Projection-Antisymmetry,NullMemoryControl,0.7094,0.7195,0.724,0.7284,0.7189,0.684,0.7334,MEMORY-PARTIAL
6,Projection-Antisymmetry,NullMemoryControl,0.6958,0.7252,0.6973,0.7023,0.7026,0.6764,0.6898,MEMORY-DEGRADING
8,Projection-Antisymmetry,NullMemoryControl,0.6907,0.6925,0.7137,0.7159,0.6665,0.6773,0.6808,MEMORY-DEGRADING
12,Projection-Antisymmetry,NullMemoryControl,0.6677,0.6859,0.6855,0.665,0.6484,0.6321,0.6741,MEMORY-DEGRADING
16,Projection-Antisymmetry,NullMemoryControl,0.6646,0.6448,0.6627,0.6736,0.6475,0.6341,0.6335,MEMORY-DEGRADING
20,Projection-Antisymmetry,NullMemoryControl,0.6217,0.6403,0.636,0.6192,0.6179,0.6104,0.6307,MEMORY-DEGRADING
24,Projection-Antisymmetry,NullMemoryControl,0.6012,0.6028,0.6093,0.6219,0.5798,0.577,0.6084,MEMORY-DEGRADING
32,Projection-Antisymmetry,NullMemoryControl,0.5738,0.5889,0.5728,0.5615,0.5487,0.5353,0.5716,MEMORY-DEGRADING
40,Projection-Antisymmetry,NullMemoryControl,0.5263,0.5571,0.5361,0.5571,0.531,0.5211,0.5203,MEMORY-DEGRADING
48,Projection-Antisymmetry,NullMemoryControl,0.5183,0.5195,0.5041,0.5014,0.485,0.4742,0.4872,MEMORY-FAILED
64,Projection-Antisymmetry,NullMemoryControl,0.4668,0.4562,0.4685,0.4631,0.4405,0.4321,0.4535,MEMORY-FAILED
80,Projection-Antisymmetry,NullMemoryControl,0.4116,0.4316,0.4221,0.4168,0.404,0.4108,0.4145,MEMORY-FAILED
96,Projection-Antisymmetry,NullMemoryControl,0.3861,0.3869,0.3879,0.3965,0.3696,0.3625,0.371,MEMORY-FAILED
128,Projection-Antisymmetry,NullMemoryControl,0.3351,0.3279,0.3284,0.3324,0.3233,0.3204,0.3262,MEMORY-FAILED
160,Projection-Antisymmetry,NullMemoryControl,0.2927,0.2856,0.2901,0.2989,0.2862,0.2764,0.2903,MEMORY-FAILED
192,Projection-Antisymmetry,NullMemoryControl,0.2636,0.2588,0.2511,0.2614,0.2494,0.2433,0.2568,MEMORY-FAILED
256,Projection-Antisymmetry,NullMemoryControl,0.2098,0.2073,0.2083,0.2077,0.2089,0.2067,0.21,MEMORY-FAILED
320,Projection-Antisymmetry,NullMemoryControl,0.1773,0.178,0.1748,0.1801,0.1745,0.1691,0.1763,MEMORY-FAILED
512,Projection-Antisymmetry,NullMemoryControl,0.1237,0.1218,0.1192,0.1218,0.1199,0.1196,0.1175,MEMORY-FAILED
768,Projection-Antisymmetry,NullMemoryControl,0.0872,0.0855,0.0848,0.0867,0.0847,0.0803,0.0831,MEMORY-FAILED
1024,Projection-Antisymmetry,NullMemoryControl,0.0682,0.0676,0.0657,0.0669,0.0644,0.0625,0.0665,MEMORY-FAILED
1536,Projection-Antisymmetry,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
2048,Projection-Antisymmetry,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Antisymmetry,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Antisymmetry,NullMemoryControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Neutral,HistoricalStateEncoding,0.96,0.9165,0.93,0.9139,0.9041,0.9,0.92,MEMORY-STABLE
2,Projection-Neutral,HistoricalStateEncoding,0.9264,0.9206,0.93,0.915,0.8936,0.9,0.9081,MEMORY-STABLE
4,Projection-Neutral,HistoricalStateEncoding,0.9159,0.9188,0.8815,0.8959,0.8567,0.8872,0.8809,MEMORY-BOUNDED
6,Projection-Neutral,HistoricalStateEncoding,0.9031,0.8967,0.8884,0.8624,0.8339,0.8345,0.8629,MEMORY-BOUNDED
8,Projection-Neutral,HistoricalStateEncoding,0.8818,0.8921,0.8815,0.8322,0.8194,0.8514,0.8453,MEMORY-BOUNDED
12,Projection-Neutral,HistoricalStateEncoding,0.8712,0.8426,0.8181,0.8221,0.794,0.8137,0.8117,MEMORY-BOUNDED
16,Projection-Neutral,HistoricalStateEncoding,0.8395,0.8131,0.7981,0.7777,0.7771,0.7888,0.7977,MEMORY-PARTIAL
20,Projection-Neutral,HistoricalStateEncoding,0.8078,0.7726,0.7623,0.7626,0.766,0.7397,0.7462,MEMORY-PARTIAL
24,Projection-Neutral,HistoricalStateEncoding,0.7726,0.7728,0.7394,0.7485,0.727,0.7316,0.7299,MEMORY-PARTIAL
32,Projection-Neutral,HistoricalStateEncoding,0.7186,0.7093,0.6972,0.6808,0.6892,0.6734,0.6798,MEMORY-DEGRADING
40,Projection-Neutral,HistoricalStateEncoding,0.6895,0.6671,0.6701,0.6407,0.6433,0.6394,0.6509,MEMORY-DEGRADING
48,Projection-Neutral,HistoricalStateEncoding,0.655,0.6344,0.627,0.6252,0.6106,0.6188,0.627,MEMORY-DEGRADING
64,Projection-Neutral,HistoricalStateEncoding,0.5959,0.5855,0.5768,0.5515,0.5436,0.5507,0.5475,MEMORY-DEGRADING
80,Projection-Neutral,HistoricalStateEncoding,0.5246,0.5335,0.5221,0.5146,0.4936,0.5084,0.5025,MEMORY-FAILED
96,Projection-Neutral,HistoricalStateEncoding,0.4975,0.4735,0.4803,0.4593,0.4592,0.4513,0.4576,MEMORY-FAILED
128,Projection-Neutral,HistoricalStateEncoding,0.4145,0.407,0.4042,0.4034,0.3951,0.3968,0.4076,MEMORY-FAILED
160,Projection-Neutral,HistoricalStateEncoding,0.3759,0.3639,0.364,0.3448,0.3428,0.3488,0.343,MEMORY-FAILED
192,Projection-Neutral,HistoricalStateEncoding,0.3302,0.3227,0.3227,0.314,0.3146,0.3032,0.3094,MEMORY-FAILED
256,Projection-Neutral,HistoricalStateEncoding,0.264,0.2625,0.2575,0.2521,0.2527,0.2519,0.2565,MEMORY-FAILED
320,Projection-Neutral,HistoricalStateEncoding,0.225,0.2265,0.2167,0.2162,0.2091,0.2123,0.212,MEMORY-FAILED
512,Projection-Neutral,HistoricalStateEncoding,0.1559,0.1523,0.1487,0.1459,0.1493,0.1478,0.1455,MEMORY-FAILED
768,Projection-Neutral,HistoricalStateEncoding,0.1115,0.1098,0.1088,0.105,0.1025,0.103,0.1062,MEMORY-FAILED
1024,Projection-Neutral,HistoricalStateEncoding,0.0858,0.0825,0.0831,0.0804,0.0809,0.0792,0.0806,MEMORY-FAILED
1536,Projection-Neutral,HistoricalStateEncoding,0.0573,0.0568,0.0557,0.0562,0.055,0.0548,0.0548,MEMORY-FAILED
2048,Projection-Neutral,HistoricalStateEncoding,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Neutral,HistoricalStateEncoding,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Neutral,HistoricalStateEncoding,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Neutral,RecursiveMemoryPersistence,0.96,0.94,0.93,0.9083,0.91,0.8795,0.8963,MEMORY-STABLE
2,Projection-Neutral,RecursiveMemoryPersistence,0.9557,0.94,0.9154,0.8974,0.888,0.893,0.9041,MEMORY-STABLE
4,Projection-Neutral,RecursiveMemoryPersistence,0.933,0.9155,0.9105,0.8825,0.89,0.8628,0.8865,MEMORY-STABLE
6,Projection-Neutral,RecursiveMemoryPersistence,0.9074,0.9136,0.8932,0.8873,0.8779,0.8567,0.889,MEMORY-BOUNDED
8,Projection-Neutral,RecursiveMemoryPersistence,0.8937,0.8664,0.8605,0.8668,0.8486,0.8511,0.8594,MEMORY-BOUNDED
12,Projection-Neutral,RecursiveMemoryPersistence,0.8606,0.849,0.8261,0.8335,0.8074,0.815,0.8201,MEMORY-BOUNDED
16,Projection-Neutral,RecursiveMemoryPersistence,0.8491,0.8056,0.7909,0.804,0.7918,0.7807,0.7797,MEMORY-PARTIAL
20,Projection-Neutral,RecursiveMemoryPersistence,0.8223,0.7979,0.7828,0.7734,0.7519,0.7648,0.7608,MEMORY-PARTIAL
24,Projection-Neutral,RecursiveMemoryPersistence,0.7899,0.7586,0.7373,0.7378,0.7498,0.7374,0.7428,MEMORY-PARTIAL
32,Projection-Neutral,RecursiveMemoryPersistence,0.736,0.712,0.7087,0.689,0.6784,0.6777,0.6949,MEMORY-PARTIAL
40,Projection-Neutral,RecursiveMemoryPersistence,0.6899,0.6722,0.6753,0.6507,0.6659,0.6323,0.6598,MEMORY-DEGRADING
48,Projection-Neutral,RecursiveMemoryPersistence,0.6565,0.6297,0.6383,0.6158,0.6096,0.6091,0.6141,MEMORY-DEGRADING
64,Projection-Neutral,RecursiveMemoryPersistence,0.5834,0.5835,0.5655,0.5706,0.5461,0.5556,0.5578,MEMORY-DEGRADING
80,Projection-Neutral,RecursiveMemoryPersistence,0.5375,0.5373,0.5272,0.5067,0.5154,0.4909,0.5069,MEMORY-FAILED
96,Projection-Neutral,RecursiveMemoryPersistence,0.4891,0.4804,0.4647,0.4625,0.4604,0.4585,0.4608,MEMORY-FAILED
128,Projection-Neutral,RecursiveMemoryPersistence,0.4308,0.411,0.4005,0.4001,0.4028,0.3894,0.3961,MEMORY-FAILED
160,Projection-Neutral,RecursiveMemoryPersistence,0.3646,0.3606,0.3604,0.3468,0.3504,0.3401,0.3514,MEMORY-FAILED
192,Projection-Neutral,RecursiveMemoryPersistence,0.3317,0.3261,0.3217,0.3213,0.3086,0.3042,0.3199,MEMORY-FAILED
256,Projection-Neutral,RecursiveMemoryPersistence,0.2656,0.2634,0.2574,0.2585,0.2585,0.2527,0.2536,MEMORY-FAILED
320,Projection-Neutral,RecursiveMemoryPersistence,0.225,0.2212,0.2168,0.2188,0.2121,0.2159,0.2176,MEMORY-FAILED
512,Projection-Neutral,RecursiveMemoryPersistence,0.159,0.1518,0.1484,0.1475,0.1466,0.1484,0.149,MEMORY-FAILED
768,Projection-Neutral,RecursiveMemoryPersistence,0.112,0.1084,0.1068,0.1044,0.1067,0.1048,0.1074,MEMORY-FAILED
1024,Projection-Neutral,RecursiveMemoryPersistence,0.0861,0.0825,0.081,0.0819,0.0821,0.0813,0.0812,MEMORY-FAILED
1536,Projection-Neutral,RecursiveMemoryPersistence,0.0581,0.0584,0.0561,0.0549,0.0558,0.0537,0.0555,MEMORY-FAILED
2048,Projection-Neutral,RecursiveMemoryPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
3072,Projection-Neutral,RecursiveMemoryPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
4096,Projection-Neutral,RecursiveMemoryPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MEMORY-FAILED
1,Projection-Neutral,LineageInheritanceAnalysis,0.9559,0.9358,0.93,0.9098,0.8834,0.8855,0.8939,MEMORY-STABLE
2,Projection-Neutral,LineageInheritanceAnalysis,0.9486,0.9195,0.9043,0.9068,0.8714,0.891,0.8894,MEMORY-STABLE
4,Projection-Neutral,LineageInheritanceAnalysis,0.9235,0.8899,0.895,0.8929,0.8823,0.8703,0.881,MEMORY-BOUNDED
6,Projection-Neutral,LineageInheritanceAnalysis,0.8969,0.8972,0.8957,0.8784,0.8501,0.8472,0.8592,MEMORY-BOUNDED
8,Projection-Neutral,LineageInheritanceAnalysis,0.8926,0.8767,0.8577,0.849,0.8527,0.8168,0.8476,MEMORY-BOUNDED
12,Projection-Neutral,LineageInheritanceAnalysis,0.86,0.8298,0.8348,0.836,0.8042,0.7842,0.8216,MEMORY-BOUNDED
16,Projection-Neutral,LineageInheritanceAnalysis,0.8396,0.8196,0.8044,0.8082,0.7804,0.7716,0.7701,MEMORY-BOUNDED
20,Projection-Neutral,LineageInheritanceAnalysis,0.7826,0.8011,0.7798,0.7681,0.7665,0.7302,0.762,MEMORY-PARTIAL
24,Projection-Neutral,LineageInheritanceAnalysis,0.7734,0.7546,0.7592,0.7668,0.729,0.7305,0.7432,MEMORY-PARTIAL
32,Projection-Neutral,LineageInheritanceAnalysis,0.7312,0.702,0.707,0.698,0.6802,0.6638,0.7009,MEMORY-PARTIAL
40,Projection-Neutral,LineageInheritanceAnalysis,0.6862,0.6731,0.6707,0.6583,0.6483,0.6294,0.6432,MEMORY-DEGRADING
48,Projection-Neutral,LineageInheritanceAnalysis,0.6455,0.6478,0.643,0.6398,0.6021,0.608,0.6031,MEMORY-DEGRADING
64,Projection-Neutral,LineageInheritanceAnalysis,0.5791,0.5828,0.5569,0.5727,0.5522,0.5355,0.5568,MEMORY-DEGRADING
80,Projection-Neutral,LineageInheritanceAnalysis,0.5341,0.5155,0.5164,0.5247,0.4968,0.4993,0.5001,MEMORY-FAILED
96,Projection-Neutral,LineageInheritanceAnalysis,0.4797,0.4736,0.4705,0.4735,0.456,0.4513,0.4728,MEMORY-FAILED
