depth,sector,condition,formalism_invariance_score,emergence_translation_fidelity,hierarchy_preservation_consistency,cross_formalism_operator_alignment,universality_retention_index,abstraction_equivalence_strength,implementation_dependency_bound,formalism_effectiveness,base_emergence,formalism_emergence,classification
33554432,Antisymmetry,HybridMultiFormalismCoupling,0.9211,0.9206,1.0,1.0,0.848,0.848,0.0789,0.9211,0.843,0.7801,FORMALISM-STABLE
67108864,Antisymmetry,HybridMultiFormalismCoupling,0.9207,0.9203,1.0,1.0,0.8473,0.8473,0.0793,0.9207,0.7555,0.6992,FORMALISM-STABLE
1,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
2,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
4,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
6,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
8,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
12,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
16,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
20,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
24,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
32,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
40,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
48,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
64,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
80,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
96,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
128,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
160,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
192,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
256,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
320,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
512,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
768,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
1024,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
1536,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
2048,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
3072,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
4096,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
6144,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
8192,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
12288,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9535,0.05,FORMALISM-FAILED
16384,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9534,0.05,FORMALISM-FAILED
24576,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9534,0.05,FORMALISM-FAILED
32768,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9534,0.05,FORMALISM-FAILED
65536,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9533,0.05,FORMALISM-FAILED
131072,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.953,0.05,FORMALISM-FAILED
262144,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9525,0.05,FORMALISM-FAILED
524288,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9516,0.05,FORMALISM-FAILED
1048576,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9496,0.05,FORMALISM-FAILED
2097152,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9458,0.05,FORMALISM-FAILED
4194304,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9381,0.05,FORMALISM-FAILED
8388608,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.9232,0.05,FORMALISM-FAILED
16777216,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.8949,0.05,FORMALISM-FAILED
33554432,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.843,0.05,FORMALISM-FAILED
67108864,Antisymmetry,NullRandomFormalismControl,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7555,0.05,FORMALISM-FAILED
1,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
2,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
4,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
6,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
8,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
12,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
16,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
20,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
24,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
32,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
40,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
48,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
64,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
80,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
96,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
128,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
160,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
192,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
256,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
320,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
512,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
768,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
1024,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
1536,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
2048,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
3072,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
4096,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
6144,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
8192,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
12288,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9233,0.9233,FORMALISM-STABLE
16384,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9232,0.9232,FORMALISM-STABLE
24576,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9232,0.9232,FORMALISM-STABLE
32768,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9232,0.9232,FORMALISM-STABLE
65536,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9231,0.9231,FORMALISM-STABLE
131072,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9228,0.9228,FORMALISM-STABLE
262144,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9224,0.9224,FORMALISM-STABLE
524288,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9214,0.9214,FORMALISM-STABLE
1048576,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9195,0.9195,FORMALISM-STABLE
2097152,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9158,0.9158,FORMALISM-STABLE
4194304,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.9084,0.9084,FORMALISM-STABLE
8388608,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.894,0.894,FORMALISM-STABLE
16777216,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8665,0.8665,FORMALISM-STABLE
33554432,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.8163,0.8163,FORMALISM-STABLE
67108864,Neutral,BaselineRecursiveOperator,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.7315,0.7315,FORMALISM-STABLE
1,Neutral,TensorNetworkPropagation,0.95,0.9511,1.0,1.0,0.9035,0.9035,0.05,0.95,0.9233,0.8806,FORMALISM-STABLE
2,Neutral,TensorNetworkPropagation,0.9493,0.9504,1.0,1.0,0.9021,0.9021,0.0507,0.9493,0.9233,0.8799,FORMALISM-STABLE
4,Neutral,TensorNetworkPropagation,0.9485,0.9496,1.0,1.0,0.9008,0.9008,0.0515,0.9485,0.9233,0.8793,FORMALISM-STABLE
6,Neutral,TensorNetworkPropagation,0.9481,0.9492,1.0,1.0,0.8999,0.8999,0.0519,0.9481,0.9233,0.8789,FORMALISM-STABLE
8,Neutral,TensorNetworkPropagation,0.9478,0.9489,1.0,1.0,0.8994,0.8994,0.0522,0.9478,0.9233,0.8787,FORMALISM-STABLE
12,Neutral,TensorNetworkPropagation,0.9474,0.9485,1.0,1.0,0.8986,0.8986,0.0526,0.9474,0.9233,0.8783,FORMALISM-STABLE
16,Neutral,TensorNetworkPropagation,0.9471,0.9482,1.0,1.0,0.898,0.898,0.0529,0.9471,0.9233,0.878,FORMALISM-STABLE
20,Neutral,TensorNetworkPropagation,0.9468,0.9479,1.0,1.0,0.8975,0.8975,0.0532,0.9468,0.9233,0.8778,FORMALISM-STABLE
24,Neutral,TensorNetworkPropagation,0.9466,0.9477,1.0,1.0,0.8972,0.8972,0.0534,0.9466,0.9233,0.8777,FORMALISM-STABLE
32,Neutral,TensorNetworkPropagation,0.9463,0.9474,1.0,1.0,0.8966,0.8966,0.0537,0.9463,0.9233,0.8774,FORMALISM-STABLE
40,Neutral,TensorNetworkPropagation,0.9461,0.9472,1.0,1.0,0.8962,0.8962,0.0539,0.9461,0.9233,0.8772,FORMALISM-STABLE
48,Neutral,TensorNetworkPropagation,0.9459,0.947,1.0,1.0,0.8958,0.8958,0.0541,0.9459,0.9233,0.877,FORMALISM-STABLE
64,Neutral,TensorNetworkPropagation,0.9456,0.9467,1.0,1.0,0.8952,0.8952,0.0544,0.9456,0.9233,0.8768,FORMALISM-STABLE
80,Neutral,TensorNetworkPropagation,0.9454,0.9465,1.0,1.0,0.8948,0.8948,0.0546,0.9454,0.9233,0.8765,FORMALISM-STABLE
96,Neutral,TensorNetworkPropagation,0.9452,0.9463,1.0,1.0,0.8944,0.8944,0.0548,0.9452,0.9233,0.8764,FORMALISM-STABLE
128,Neutral,TensorNetworkPropagation,0.9449,0.946,1.0,1.0,0.8938,0.8938,0.0551,0.9449,0.9233,0.8761,FORMALISM-STABLE
160,Neutral,TensorNetworkPropagation,0.9446,0.9457,1.0,1.0,0.8934,0.8934,0.0554,0.9446,0.9233,0.8759,FORMALISM-STABLE
192,Neutral,TensorNetworkPropagation,0.9445,0.9455,1.0,1.0,0.893,0.893,0.0555,0.9445,0.9233,0.8757,FORMALISM-STABLE
256,Neutral,TensorNetworkPropagation,0.9442,0.9452,1.0,1.0,0.8924,0.8924,0.0558,0.9442,0.9233,0.8755,FORMALISM-STABLE
320,Neutral,TensorNetworkPropagation,0.9439,0.945,1.0,1.0,0.892,0.892,0.0561,0.9439,0.9233,0.8753,FORMALISM-STABLE
512,Neutral,TensorNetworkPropagation,0.9434,0.9445,1.0,1.0,0.8911,0.8911,0.0566,0.9434,0.9233,0.8748,FORMALISM-STABLE
768,Neutral,TensorNetworkPropagation,0.943,0.9441,1.0,1.0,0.8903,0.8903,0.057,0.943,0.9233,0.8745,FORMALISM-STABLE
1024,Neutral,TensorNetworkPropagation,0.9427,0.9438,1.0,1.0,0.8897,0.8897,0.0573,0.9427,0.9233,0.8742,FORMALISM-STABLE
1536,Neutral,TensorNetworkPropagation,0.9423,0.9433,1.0,1.0,0.8889,0.8889,0.0577,0.9423,0.9233,0.8738,FORMALISM-STABLE
2048,Neutral,TensorNetworkPropagation,0.942,0.943,1.0,1.0,0.8883,0.8883,0.058,0.942,0.9233,0.8735,FORMALISM-STABLE
3072,Neutral,TensorNetworkPropagation,0.9415,0.9426,1.0,1.0,0.8875,0.8875,0.0585,0.9415,0.9233,0.8732,FORMALISM-STABLE
4096,Neutral,TensorNetworkPropagation,0.9412,0.9423,1.0,1.0,0.8869,0.8869,0.0588,0.9412,0.9233,0.8729,FORMALISM-STABLE
6144,Neutral,TensorNetworkPropagation,0.9408,0.9419,1.0,1.0,0.8861,0.8861,0.0592,0.9408,0.9233,0.8725,FORMALISM-STABLE
8192,Neutral,TensorNetworkPropagation,0.9405,0.9416,1.0,1.0,0.8856,0.8856,0.0595,0.9405,0.9233,0.8723,FORMALISM-STABLE
12288,Neutral,TensorNetworkPropagation,0.9401,0.9411,1.0,1.0,0.8847,0.8847,0.0599,0.9401,0.9233,0.8719,FORMALISM-STABLE
16384,Neutral,TensorNetworkPropagation,0.9398,0.9408,1.0,1.0,0.8842,0.8842,0.0602,0.9398,0.9232,0.8716,FORMALISM-STABLE
24576,Neutral,TensorNetworkPropagation,0.9393,0.9404,1.0,1.0,0.8834,0.8834,0.0607,0.9393,0.9232,0.8712,FORMALISM-STABLE
32768,Neutral,TensorNetworkPropagation,0.939,0.9401,1.0,1.0,0.8828,0.8828,0.061,0.939,0.9232,0.8709,FORMALISM-STABLE
65536,Neutral,TensorNetworkPropagation,0.9383,0.9394,1.0,1.0,0.8814,0.8814,0.0617,0.9383,0.9231,0.8701,FORMALISM-STABLE
131072,Neutral,TensorNetworkPropagation,0.9376,0.9386,1.0,1.0,0.8801,0.8801,0.0624,0.9376,0.9228,0.8693,FORMALISM-STABLE
262144,Neutral,TensorNetworkPropagation,0.9368,0.9379,1.0,1.0,0.8787,0.8787,0.0632,0.9368,0.9224,0.8682,FORMALISM-STABLE
524288,Neutral,TensorNetworkPropagation,0.9361,0.9372,1.0,1.0,0.8773,0.8773,0.0639,0.9361,0.9214,0.8667,FORMALISM-STABLE
1048576,Neutral,TensorNetworkPropagation,0.9354,0.9365,1.0,1.0,0.8759,0.8759,0.0646,0.9354,0.9195,0.8643,FORMALISM-STABLE
2097152,Neutral,TensorNetworkPropagation,0.9347,0.9357,1.0,1.0,0.8746,0.8746,0.0653,0.9347,0.9158,0.8601,FORMALISM-STABLE
4194304,Neutral,TensorNetworkPropagation,0.9339,0.935,1.0,1.0,0.8732,0.8732,0.0661,0.9339,0.9084,0.8526,FORMALISM-STABLE
8388608,Neutral,TensorNetworkPropagation,0.9332,0.9343,1.0,1.0,0.8718,0.8718,0.0668,0.9332,0.894,0.8385,FORMALISM-STABLE
16777216,Neutral,TensorNetworkPropagation,0.9325,0.9335,1.0,1.0,0.8705,0.8705,0.0675,0.9325,0.8665,0.8122,FORMALISM-STABLE
33554432,Neutral,TensorNetworkPropagation,0.9317,0.9328,1.0,1.0,0.8691,0.8691,0.0683,0.9317,0.8163,0.7648,FORMALISM-STABLE
67108864,Neutral,TensorNetworkPropagation,0.931,0.9321,1.0,1.0,0.8678,0.8678,0.069,0.931,0.7315,0.6852,FORMALISM-STABLE
1,Neutral,GraphDynamicalRecursion,0.92,0.9217,1.0,1.0,0.8479,0.8479,0.08,0.92,0.9233,0.8549,FORMALISM-STABLE
2,Neutral,GraphDynamicalRecursion,0.9189,0.9206,1.0,1.0,0.846,0.846,0.0811,0.9189,0.9233,0.854,FORMALISM-STABLE
4,Neutral,GraphDynamicalRecursion,0.9179,0.9196,1.0,1.0,0.844,0.844,0.0821,0.9179,0.9233,0.853,FORMALISM-STABLE
6,Neutral,GraphDynamicalRecursion,0.9173,0.9189,1.0,1.0,0.8429,0.8429,0.0827,0.9173,0.9233,0.8525,FORMALISM-STABLE
8,Neutral,GraphDynamicalRecursion,0.9168,0.9185,1.0,1.0,0.8421,0.8421,0.0832,0.9168,0.9233,0.8521,FORMALISM-STABLE
12,Neutral,GraphDynamicalRecursion,0.9162,0.9179,1.0,1.0,0.8409,0.8409,0.0838,0.9162,0.9233,0.8516,FORMALISM-STABLE
16,Neutral,GraphDynamicalRecursion,0.9158,0.9174,1.0,1.0,0.8401,0.8401,0.0842,0.9158,0.9233,0.8512,FORMALISM-STABLE
20,Neutral,GraphDynamicalRecursion,0.9154,0.9171,1.0,1.0,0.8395,0.8395,0.0846,0.9154,0.9233,0.8509,FORMALISM-STABLE
24,Neutral,GraphDynamicalRecursion,0.9151,0.9168,1.0,1.0,0.839,0.839,0.0849,0.9151,0.9233,0.8506,FORMALISM-STABLE
32,Neutral,GraphDynamicalRecursion,0.9147,0.9164,1.0,1.0,0.8382,0.8382,0.0853,0.9147,0.9233,0.8503,FORMALISM-STABLE
40,Neutral,GraphDynamicalRecursion,0.9144,0.916,1.0,1.0,0.8376,0.8376,0.0856,0.9144,0.9233,0.85,FORMALISM-STABLE
48,Neutral,GraphDynamicalRecursion,0.9141,0.9157,1.0,1.0,0.8371,0.8371,0.0859,0.9141,0.9233,0.8497,FORMALISM-STABLE
64,Neutral,GraphDynamicalRecursion,0.9136,0.9153,1.0,1.0,0.8362,0.8362,0.0864,0.9136,0.9233,0.8493,FORMALISM-STABLE
80,Neutral,GraphDynamicalRecursion,0.9133,0.915,1.0,1.0,0.8356,0.8356,0.0867,0.9133,0.9233,0.849,FORMALISM-STABLE
96,Neutral,GraphDynamicalRecursion,0.913,0.9147,1.0,1.0,0.8351,0.8351,0.087,0.913,0.9233,0.8488,FORMALISM-STABLE
128,Neutral,GraphDynamicalRecursion,0.9126,0.9142,1.0,1.0,0.8343,0.8343,0.0874,0.9126,0.9233,0.8484,FORMALISM-STABLE
160,Neutral,GraphDynamicalRecursion,0.9122,0.9139,1.0,1.0,0.8337,0.8337,0.0878,0.9122,0.9233,0.8481,FORMALISM-STABLE
192,Neutral,GraphDynamicalRecursion,0.9119,0.9136,1.0,1.0,0.8332,0.8332,0.0881,0.9119,0.9233,0.8479,FORMALISM-STABLE
256,Neutral,GraphDynamicalRecursion,0.9115,0.9132,1.0,1.0,0.8324,0.8324,0.0885,0.9115,0.9233,0.8475,FORMALISM-STABLE
320,Neutral,GraphDynamicalRecursion,0.9112,0.9128,1.0,1.0,0.8317,0.8317,0.0888,0.9112,0.9233,0.8472,FORMALISM-STABLE
512,Neutral,GraphDynamicalRecursion,0.9104,0.9121,1.0,1.0,0.8304,0.8304,0.0896,0.9104,0.9233,0.8465,FORMALISM-STABLE
768,Neutral,GraphDynamicalRecursion,0.9098,0.9115,1.0,1.0,0.8293,0.8293,0.0902,0.9098,0.9233,0.846,FORMALISM-STABLE
1024,Neutral,GraphDynamicalRecursion,0.9094,0.911,1.0,1.0,0.8285,0.8285,0.0906,0.9094,0.9233,0.8456,FORMALISM-STABLE
1536,Neutral,GraphDynamicalRecursion,0.9088,0.9104,1.0,1.0,0.8274,0.8274,0.0912,0.9088,0.9233,0.8451,FORMALISM-STABLE
2048,Neutral,GraphDynamicalRecursion,0.9083,0.91,1.0,1.0,0.8266,0.8266,0.0917,0.9083,0.9233,0.8447,FORMALISM-STABLE
3072,Neutral,GraphDynamicalRecursion,0.9077,0.9094,1.0,1.0,0.8254,0.8254,0.0923,0.9077,0.9233,0.8441,FORMALISM-STABLE
4096,Neutral,GraphDynamicalRecursion,0.9073,0.9089,1.0,1.0,0.8246,0.8246,0.0927,0.9073,0.9233,0.8437,FORMALISM-STABLE
6144,Neutral,GraphDynamicalRecursion,0.9066,0.9083,1.0,1.0,0.8235,0.8235,0.0934,0.9066,0.9233,0.8432,FORMALISM-STABLE
8192,Neutral,GraphDynamicalRecursion,0.9062,0.9079,1.0,1.0,0.8227,0.8227,0.0938,0.9062,0.9233,0.8428,FORMALISM-STABLE
12288,Neutral,GraphDynamicalRecursion,0.9056,0.9072,1.0,1.0,0.8216,0.8216,0.0944,0.9056,0.9233,0.8422,FORMALISM-STABLE
16384,Neutral,GraphDynamicalRecursion,0.9051,0.9068,1.0,1.0,0.8208,0.8208,0.0949,0.9051,0.9232,0.8419,FORMALISM-STABLE
24576,Neutral,GraphDynamicalRecursion,0.9045,0.9062,1.0,1.0,0.8196,0.8196,0.0955,0.9045,0.9232,0.8413,FORMALISM-STABLE
32768,Neutral,GraphDynamicalRecursion,0.9041,0.9057,1.0,1.0,0.8189,0.8189,0.0959,0.9041,0.9232,0.8409,FORMALISM-STABLE
65536,Neutral,GraphDynamicalRecursion,0.903,0.9047,1.0,1.0,0.8169,0.8169,0.097,0.903,0.9231,0.8398,FORMALISM-STABLE
131072,Neutral,GraphDynamicalRecursion,0.902,0.9036,1.0,1.0,0.815,0.815,0.098,0.902,0.9228,0.8387,FORMALISM-STABLE
262144,Neutral,GraphDynamicalRecursion,0.9009,0.9025,1.0,1.0,0.8131,0.8131,0.0991,0.9009,0.9224,0.8373,FORMALISM-STABLE
524288,Neutral,GraphDynamicalRecursion,0.8998,0.9015,1.0,1.0,0.8112,0.8112,0.1002,0.8998,0.9214,0.8356,FORMALISM-STABLE
1048576,Neutral,GraphDynamicalRecursion,0.8988,0.9004,1.0,1.0,0.8093,0.8093,0.1012,0.8988,0.9195,0.8329,FORMALISM-STABLE
2097152,Neutral,GraphDynamicalRecursion,0.8977,0.8994,1.0,1.0,0.8074,0.8074,0.1023,0.8977,0.9158,0.8287,FORMALISM-STABLE
4194304,Neutral,GraphDynamicalRecursion,0.8966,0.8983,1.0,1.0,0.8054,0.8054,0.1034,0.8966,0.9084,0.8211,FORMALISM-STABLE
8388608,Neutral,GraphDynamicalRecursion,0.8956,0.8972,1.0,1.0,0.8035,0.8035,0.1044,0.8956,0.894,0.8073,FORMALISM-STABLE
16777216,Neutral,GraphDynamicalRecursion,0.8945,0.8962,1.0,1.0,0.8016,0.8016,0.1055,0.8945,0.8665,0.7817,FORMALISM-STABLE
33554432,Neutral,GraphDynamicalRecursion,0.8935,0.8951,1.0,1.0,0.7997,0.7997,0.1065,0.8935,0.8163,0.7359,FORMALISM-STABLE
67108864,Neutral,GraphDynamicalRecursion,0.8924,0.8941,1.0,1.0,0.7979,0.7979,0.1076,0.8924,0.7315,0.6593,FORMALISM-STABLE
1,Neutral,CategoryMorphismComposition,0.9,0.9006,1.0,1.0,0.8106,0.8106,0.1,0.9,0.9233,0.8365,FORMALISM-STABLE
