sim_idx,sys_idx_a,domain_a,sys_idx_b,domain_b,observer_level_a,observer_level_b,recursive_closure_a,recursive_closure_b,reconstruction_a,reconstruction_b,operator_continuity_a,operator_continuity_b,coupling_strength,phase_sync_time,final_synchronization,mean_order_parameter,closure_correlation,final_closure_diff,transition_synchronization,phase_jumps_a,phase_jumps_b,closure_sign_changes_a,closure_sign_changes_b
1429,450,gray_scott,221,population,3,0,1.0,0.45,0.72,0.86,1.0,0.9333,0.7756169018460963,9,0.9984841288661604,0.9855812320275131,0.6742914121962786,0.048151230375214564,0.0,0,0,14,12
1430,140,gray_scott,85,branching,3,0,0.6239,0.4,1.0,1.0,0.9667,1.0,0.3955630039386377,22,0.9991115768733948,0.9546939457970831,0.8852148569298016,0.01979101649390264,0.0,0,0,15,11
1431,247,nonlinear_oscillator,211,branching,0,0,0.275,0.6654,0.0,0.0,1.0,1.0,0.7820387369020745,200,0.4279346912116092,0.45186699074160314,0.450746493265237,0.041935974624989436,0.0,0,0,9,15
1432,169,nonlinear_oscillator,416,kuramoto,0,3,0.1997,0.8192,1.0,1.0,1.0,1.0,0.7662359855047226,0,0.9999999962622761,0.9996542130987183,0.47768517652840237,0.06319464241529349,0.0,0,0,2,16
1433,477,coupled_map_lattice,330,nonlinear_oscillator,0,0,0.215,0.1775,0.58,0.0,1.0,1.0,0.6135951329882647,3,0.9999767780147446,0.9906272291018893,0.9972299172284922,0.004966237845068873,0.0,0,0,4,0
1434,177,kuramoto,22,kuramoto,0,3,0.2037,0.4251,1.0,1.0,1.0,1.0,0.48358063056420525,0,0.999999980127478,0.9999710738662475,0.925302119959399,0.0007517025551685534,0.0,0,0,1,11
1435,402,population,407,gray_scott,0,3,0.35,1.0,0.38,0.76,1.0,1.0,0.4020192476413687,12,0.9999787912409775,0.983754454215557,0.7213261528023078,0.06411116154856727,0.0,0,0,12,16
1436,10,nonlinear_oscillator,155,coupled_map_lattice,0,0,0.1875,0.19,0.0,0.4,1.0,1.0,0.1446542666490892,200,0.775196006222018,0.5739216888602635,0.9853047093656493,0.0010716055752614554,0.0,0,0,2,2
1437,15,kuramoto,377,branching,3,0,0.9801,0.5333,1.0,0.0,0.8,1.0,0.6277423171473505,14,0.941783674897563,0.9335789059252576,0.7766680731867284,0.047698150538620844,0.0,0,0,15,13
1438,293,gray_scott,253,gray_scott,3,3,0.8003,0.543,0.98,1.0,1.0,0.8,0.06783416537373176,105,0.5558877948797132,0.6354151701742545,0.3530080240378035,0.04534571887305901,0.0,0,0,16,11
1439,219,coupled_map_lattice,114,kuramoto,0,0,0.2,0.4196,0.6,1.0,1.0,1.0,0.7409574748109231,23,0.9999952547581291,0.939362507938364,0.9040022285990563,0.01227599236536548,0.0,0,0,2,12
1440,169,gray_scott,339,population,3,3,0.65,0.7966,1.0,1.0,0.7667,0.2,0.6569116377999173,0,0.8676112824016249,0.8809229588043805,0.7385113723896383,0.004050780868606496,0.0,0,0,9,8
1441,458,kuramoto,197,kuramoto,3,3,0.46,0.4999,1.0,1.0,1.0,1.0,0.39279932087049513,11,0.9999999967639471,0.9859465027046426,0.9943111615674936,7.335221984339441e-05,0.0,0,0,13,13
1442,379,gray_scott,238,gray_scott,3,3,0.9202,0.7996,1.0,1.0,1.0,0.9,0.25221364864418006,19,0.979277898618953,0.9561127949135281,0.9043520429722882,0.03470013819294733,0.0,0,0,15,14
1443,85,branching,229,gray_scott,0,3,0.4,0.9833,1.0,1.0,1.0,1.0,0.7787478894763045,10,0.999999998631498,0.983187988902759,0.7335971500454966,0.034038183524138114,0.0,0,0,11,15
1444,334,kuramoto,70,branching,3,0,0.9665,0.5134,1.0,0.34,1.0,1.0,0.2648000573933522,7,0.9999746341752782,0.9886187139571959,0.9236425492882652,0.000298152095136112,0.0,0,0,15,13
1445,358,coupled_map_lattice,79,nonlinear_oscillator,3,0,0.7738,0.1125,1.0,1.0,1.0,1.0,0.49042301555187956,33,0.9999999975481899,0.9058432694535707,0.5353747360646647,0.12182303288150725,0.0,0,0,16,0
1446,348,nonlinear_oscillator,425,kuramoto,0,3,0.12,0.5765,1.0,1.0,1.0,1.0,0.33906344927467624,0,0.9999999990270412,0.9969781904309473,0.6723849196474209,0.06839188267028318,0.0,0,0,0,14
1447,103,nonlinear_oscillator,186,kuramoto,0,3,0.2697,0.5843,1.0,1.0,1.0,0.7667,0.41893912772795683,16,0.9566950757869119,0.9292975082092201,0.7060123891315806,0.04161580792807184,0.0,0,0,6,14
1448,330,nonlinear_oscillator,301,nonlinear_oscillator,0,0,0.1775,0.31,0.0,0.0,1.0,1.0,0.6401483934323922,0,0.9922934190574795,0.9860812498634565,0.9351977136949207,0.0169415912065021,0.0,0,0,2,12
1449,114,kuramoto,180,coupled_map_lattice,0,0,0.4196,0.425,1.0,0.95,1.0,0.9,0.18963408716644387,54,0.9588484114879965,0.9093142475977705,0.956307382641982,0.0008926123861737224,0.0,0,0,12,12
1450,145,coupled_map_lattice,226,coupled_map_lattice,0,3,0.25,0.4945,0.94,1.0,1.0,0.9333,0.6877650556935747,2,0.9987370603008022,0.9949250800345644,0.9108033893828897,0.01171064264518015,0.0,0,0,5,13
1451,242,branching,170,gray_scott,3,3,0.6435,0.9832,1.0,1.0,1.0,1.0,0.3811939269821201,4,0.9999999966256506,0.994123355302727,0.8942480623030734,0.004571962076752933,0.0,0,0,13,15
1452,169,gray_scott,305,population,3,3,0.65,0.7,1.0,0.9,0.7667,0.4,0.7169315349765428,5,0.9598168953539032,0.9566266696789721,0.7858816819871646,0.022696368204805334,0.0,0,0,11,10
1453,357,coupled_map_lattice,101,population,0,0,0.18,0.3,0.42,0.5,0.9333,1.0,0.668568879311422,0,0.9940167604805061,0.9949433758584181,0.968547661939697,0.011037197526451277,0.0,0,0,0,8
1454,220,gray_scott,134,nonlinear_oscillator,3,0,1.0,0.1948,0.78,1.0,1.0,1.0,0.6723255979515012,0,0.9999982932950108,0.9990659724280184,0.40296836096973854,0.05446861996198047,0.0,0,0,15,2
1455,86,coupled_map_lattice,280,nonlinear_oscillator,0,0,0.21,0.1525,0.58,1.0,1.0,1.0,0.21874744546467673,0,0.9999658118828298,0.9956998675610484,0.9908518534083722,0.026494883035394236,0.0,0,0,3,0
1456,121,kuramoto,153,population,3,0,0.5724,0.45,1.0,0.98,1.0,0.8667,0.37056068461226327,0,0.9827702457907019,0.9846824105976352,0.9706423736794831,0.018560918676948094,0.0,0,0,13,12
1457,341,gray_scott,331,population,3,3,1.0,0.5,0.68,1.0,1.0,0.7333,0.4282631145516814,10,0.9147938259982062,0.9180679673626504,0.6901712403584694,0.04540488113292956,0.0,0,0,14,12
1458,53,kuramoto,211,kuramoto,3,3,0.7458,0.5894,1.0,1.0,1.0,1.0,0.5020204057144684,0,0.9999999969707789,0.9992329409801439,0.9636404771423939,0.0162328689856844,0.0,0,0,15,13
1459,164,kuramoto,454,nonlinear_oscillator,3,0,0.6545,0.155,1.0,0.0,1.0,1.0,0.10570293040184846,0,0.9999447375805509,0.9988725832825986,0.70946525960723,0.020020834707965496,0.0,0,0,15,0
1460,38,kuramoto,101,population,3,0,0.7054,0.3,1.0,0.5,1.0,1.0,0.591293260335471,4,0.9999868068636643,0.9943489858770727,0.7082724218092942,0.031912506409253874,0.0,0,0,16,10
1461,300,nonlinear_oscillator,153,coupled_map_lattice,0,0,0.2525,0.165,0.0,1.0,1.0,1.0,0.46942450141513853,45,0.9997994097380435,0.9021788410474991,0.9627091980208287,0.028036705634476734,0.0,0,0,8,0
1462,177,branching,401,gray_scott,0,0,0.1333,1.0,0.0,0.0,1.0,1.0,0.10305896180657408,0,0.9561518893657931,0.961071211835349,0.18242696655789878,0.10363244814510825,0.0,0,0,0,16
1463,167,gray_scott,220,kuramoto,3,3,0.9998,0.7062,0.9,1.0,1.0,1.0,0.6319104050515159,26,0.9999996994223481,0.924801983896281,0.8132862608060013,0.012766481361357926,0.0,0,0,15,15
1464,114,population,415,population,3,0,0.8487,0.45,0.92,0.85,0.4667,0.8667,0.1796457869148278,51,0.3307949773281797,0.6071852131682217,0.1801527257853802,0.24871163842142452,0.0,0,0,9,10
1465,37,coupled_map_lattice,302,nonlinear_oscillator,3,0,0.7304,0.392,1.0,1.0,1.0,0.8333,0.1358930270245406,22,0.6662588902039499,0.8245745290435353,0.6078757566026178,0.06140288453485746,0.0,0,0,14,11
1466,72,kuramoto,267,kuramoto,3,3,0.8424,0.9542,1.0,1.0,1.0,1.0,0.24301932859781233,0,0.999999992875583,0.9999177148109795,0.9951665622714657,0.003366692748364336,0.0,0,0,15,15
1467,4,kuramoto,172,coupled_map_lattice,3,0,0.6114,0.255,1.0,0.88,1.0,1.0,0.11181836809978928,155,0.9732020931650072,0.5424233258116936,0.6503979824661564,0.0333678927445896,0.0,0,0,14,5
1468,237,kuramoto,164,nonlinear_oscillator,3,0,0.8795,0.195,1.0,0.0,1.0,1.0,0.5544862143019799,76,0.9999033248567851,0.746598094576045,0.38237223935378456,0.026078806006969334,0.0,0,0,17,3
1469,222,kuramoto,4,gray_scott,3,3,0.9364,0.7494,1.0,1.0,1.0,0.8,0.23703369880438502,0,0.8777542661682218,0.9059927088556324,0.7519581051036034,0.05095600310309291,0.0,0,0,14,14
1470,186,branching,329,population,3,0,0.5999,0.45,0.9,0.92,1.0,0.9333,0.06921840852055296,0,0.888710758294396,0.9507307384705396,0.8912270035112143,0.02085437852278173,0.0,0,0,14,11
1471,221,population,211,branching,0,0,0.45,0.6654,0.86,0.0,0.9333,1.0,0.5070347487169516,27,0.9913579698877453,0.956758259427678,0.615174825507584,0.017177838447515553,0.0,0,0,12,16
1472,272,branching,85,branching,3,0,0.6567,0.4,1.0,1.0,1.0,1.0,0.3559643238359083,21,0.9999999958504487,0.962113761116199,0.8277179435770213,0.01830809423258232,0.0,0,0,14,10
1473,278,population,400,kuramoto,3,3,0.7987,0.7589,0.9667,1.0,0.3333,1.0,0.4197729350412451,0,0.9267336045571429,0.6678662727998775,0.42320394948284595,0.18044554150950173,0.0,0,0,8,14
1474,106,gray_scott,280,nonlinear_oscillator,3,0,0.9,0.1525,0.72,1.0,0.9333,1.0,0.052140586330936003,200,0.620368213822993,0.3066185718314888,0.26892751317187147,0.05095818474650663,0.0,0,0,15,0
1475,120,nonlinear_oscillator,103,kuramoto,0,3,0.1687,0.9347,1.0,1.0,1.0,1.0,0.7946271105056979,9,0.9999999992480213,0.984419781814737,0.5366991355231723,0.028141767943897784,0.0,0,0,0,15
1476,99,branching,158,coupled_map_lattice,0,3,0.6602,0.9523,0.0,1.0,1.0,1.0,0.6601793759414121,7,0.9999849003019954,0.9899611157753675,0.9545282144531435,0.03313148528185937,0.0,0,0,15,15
1477,186,coupled_map_lattice,209,gray_scott,3,3,0.7291,0.4755,1.0,1.0,1.0,1.0,0.7542020232365677,8,0.9999999795065868,0.9880274572786846,0.9103339371817872,0.004412704370381737,0.0,0,0,14,12
1478,224,kuramoto,48,nonlinear_oscillator,0,0,0.2939,0.2511,1.0,1.0,1.0,0.8667,0.12009998348831626,90,0.8772348192389481,0.6733286570935606,0.981055254349167,0.005621074973310606,0.0,0,0,8,6
1479,105,kuramoto,88,coupled_map_lattice,3,0,0.8664,0.34,1.0,0.96,1.0,1.0,0.7289963682742295,22,0.9999999297919875,0.9380603594068798,0.7101007063020859,0.0010030385309943307,0.0,0,0,14,10
1480,264,gray_scott,153,coupled_map_lattice,3,0,0.998,0.165,1.0,1.0,1.0,1.0,0.7897355335499738,0,0.9999999931483259,0.9987114219784801,0.4100105645703983,0.06748446139428124,0.0,0,0,15,0
1481,400,kuramoto,393,gray_scott,3,3,0.7589,1.0,1.0,0.9,1.0,0.9667,0.17360769762752204,0,0.9948787288627251,0.9878827020068901,0.9305980607343528,0.02392681141440267,0.0,0,0,15,15
1482,290,coupled_map_lattice,430,branching,3,0,0.879,0.4642,1.0,0.0,1.0,1.0,0.3804529847572666,10,0.9998794873037606,0.9856032167164801,0.9300321974390594,0.007532359417349118,0.0,0,0,14,14
1483,197,gray_scott,93,kuramoto,3,3,0.5056,0.8419,1.0,1.0,1.0,1.0,0.2787254199117974,52,0.9999999925972236,0.8573176624231607,0.5864928736827865,0.033452312088363634,0.0,0,0,14,16
1484,144,kuramoto,84,nonlinear_oscillator,3,0,0.7927,0.1075,1.0,1.0,1.0,1.0,0.42087401866488955,0,0.9999999927755908,0.9988891494744523,0.4421931548738702,0.1317076732024483,0.0,0,0,16,0
1485,281,kuramoto,21,nonlinear_oscillator,0,0,0.2584,0.13,1.0,1.0,1.0,1.0,0.7140359645283287,2,0.9999999967305252,0.9966638137378314,0.965764446262429,0.05578126373919362,0.0,0,0,5,0
1486,478,kuramoto,319,nonlinear_oscillator,3,0,0.7793,0.145,1.0,0.0,1.0,1.0,0.16283798798408855,30,0.9985915712554199,0.9604058004857388,0.5535556885921397,0.019904076301787088,0.0,0,0,14,0
1487,50,nonlinear_oscillator,114,gray_scott,0,3,0.185,0.8,0.0,1.0,1.0,0.6667,0.3288725635488511,1,0.1620006778295082,0.640960331170536,0.48130374949907895,0.050309388143232124,0.0,0,0,3,12
1488,296,gray_scott,175,kuramoto,3,3,0.7776,0.8257,1.0,1.0,0.9333,1.0,0.42669859927454484,14,0.9969183294674779,0.9781401367806412,0.9395038200007049,0.0064083870755747355,0.0,0,0,14,14
1489,492,nonlinear_oscillator,478,gray_scott,0,3,0.19,0.5999,0.0,1.0,1.0,0.7,0.5556140454602723,0,0.6561043651215286,0.7813249691000922,0.7626613695370256,0.005852568913935304,0.0,0,0,3,12
1490,153,coupled_map_lattice,3,population,0,0,0.165,0.4,1.0,0.0,1.0,0.8667,0.11267762756426002,108,0.8573918803497584,0.639506619100533,0.6274007276076371,0.014086889937956738,0.0,0,0,0,12
1491,297,nonlinear_oscillator,305,population,0,3,0.1025,0.7,1.0,0.9,1.0,0.4,0.39588201155323127,5,0.2642709336855046,0.6407427076958341,0.30849329366534367,0.08969996892507466,0.0,0,0,0,9
1492,330,gray_scott,126,gray_scott,3,0,0.65,1.0,1.0,0.0,0.6667,0.9667,0.7064433348133968,8,0.8727530091218727,0.8921505471363002,0.5732223868540295,0.06584078626750993,0.0,0,0,14,14
1493,362,kuramoto,395,kuramoto,0,3,0.3038,0.8411,1.0,1.0,1.0,1.0,0.15208197815350943,21,0.9999962212970699,0.9728787098200052,0.7370075719058482,0.01479833151267698,0.0,0,0,9,15
1494,327,nonlinear_oscillator,127,nonlinear_oscillator,0,0,0.22,0.27,0.0,0.0,1.0,1.0,0.4668145842124786,200,0.07501514954881096,0.0435055432143467,0.9219873448348012,0.00048579193028665084,0.0,0,0,6,9
1495,210,gray_scott,448,nonlinear_oscillator,3,0,1.0,0.11,0.8,1.0,0.9667,1.0,0.5798453897212655,32,0.9994973175628188,0.9024870964661248,0.34073675199160613,0.09429258478048787,0.0,0,0,14,0
1496,355,branching,40,gray_scott,0,3,0.4667,0.65,0.0,1.0,1.0,0.5,0.2303379036324653,0,0.8378590565735161,0.6472097071915013,0.4143367433400699,0.10356754511381931,0.0,0,0,14,10
1497,139,nonlinear_oscillator,335,kuramoto,0,3,0.14,0.6013,0.0,1.0,1.0,1.0,0.21688695603148272,40,0.9995454922568203,0.9450860742571072,0.686035573989161,0.008159321455724854,0.0,0,0,0,13
1498,146,gray_scott,481,branching,3,3,0.5366,0.7075,1.0,1.0,0.4667,1.0,0.18428263362750597,2,0.8153629830749196,0.6542091456578327,0.5460528305444701,0.10450505811679128,0.0,0,0,9,15
1499,362,kuramoto,434,branching,0,0,0.3038,0.2667,1.0,0.0,1.0,1.0,0.38091529813702324,3,0.9998787221882358,0.9918197019945617,0.997449263877343,0.0016967040788408085,0.0,0,0,8,8
1500,242,gray_scott,495,nonlinear_oscillator,3,0,0.8497,0.1125,1.0,1.0,0.8333,1.0,0.24675197083001027,0,0.9320095911959104,0.945477747285765,0.292249094596641,0.023314157472813533,0.0,0,0,15,0
1501,224,branching,410,nonlinear_oscillator,0,0,0.2,0.1525,0.0,0.0,1.0,1.0,0.38358795353308334,0,0.8943298114618907,0.9188519577555222,0.9922248753869988,0.007194545967612473,0.0,0,0,2,0
1502,19,nonlinear_oscillator,70,branching,0,0,0.145,0.5134,0.0,0.34,1.0,1.0,0.2266717715411216,0,0.9999848066634618,0.9993428705431276,0.7569024521657073,0.004961170342809702,0.0,0,0,0,13
1503,478,gray_scott,197,kuramoto,3,3,0.5999,0.4999,1.0,1.0,0.7,1.0,0.4494744760592671,16,0.9340199281295044,0.9089808406196929,0.8676064121344517,0.034618634028366096,0.0,0,0,12,12
1504,322,nonlinear_oscillator,206,nonlinear_oscillator,0,0,0.095,0.1675,1.0,0.0,1.0,1.0,0.37858556793880455,55,0.9999816763968312,0.880174612910002,0.9846130721084179,0.08575419279627602,0.0,0,0,0,0
1505,398,kuramoto,83,nonlinear_oscillator,3,0,0.7305,0.145,1.0,0.0,1.0,1.0,0.4902104087994959,0,0.9999557088026402,0.9997482997806799,0.5781966842338473,0.05809131411738082,0.0,0,0,14,0
1506,169,gray_scott,88,coupled_map_lattice,3,0,0.65,0.34,1.0,0.96,0.7667,1.0,0.1451087982465759,11,0.9716007649323407,0.6834929703412552,0.7369224137886463,0.009946286693039498,0.0,0,0,12,10
1507,186,branching,119,nonlinear_oscillator,3,0,0.5999,0.1175,0.9,1.0,1.0,1.0,0.7904397143207773,4,0.999999390424434,0.9950172610454086,0.7018217708286087,0.05943691571588115,0.0,0,0,13,0
1508,77,population,10,nonlinear_oscillator,3,0,0.7,0.1875,1.0,0.0,0.5333,1.0,0.250212190985866,0,0.3268384438990373,0.6240606650496422,0.4738066833975212,0.0023731579577266574,0.0,0,0,10,2
1509,127,nonlinear_oscillator,317,branching,0,0,0.27,0.3333,0.0,0.0,1.0,1.0,0.44213400380228085,0,0.952894439129728,0.9488762077274916,0.9802757117113746,0.002768868552283736,0.0,0,0,10,12
1510,488,branching,493,branching,3,0,0.5977,0.5333,0.9,0.0,1.0,1.0,0.5056488603446494,77,0.9998654113288072,0.770168654872825,0.752343687288654,0.0013435082251092726,0.0,0,0,14,14
1511,393,nonlinear_oscillator,242,branching,0,3,0.1925,0.6435,0.0,1.0,1.0,1.0,0.6788955327780233,11,0.9999446883501676,0.9849867323987874,0.7026910290076462,0.004684751175670753,0.0,0,0,4,14
1512,52,kuramoto,261,kuramoto,3,3,0.7595,0.6169,1.0,1.0,1.0,1.0,0.5759499822838297,10,0.999999998358976,0.9847556309145051,0.9279555285823945,0.0011546525915407378,0.0,0,0,14,14
1513,403,gray_scott,217,nonlinear_oscillator,3,0,0.9985,0.1175,1.0,0.0,1.0,1.0,0.48858023933107636,0,0.9999702529052252,0.9955040032748803,0.2810572238454413,0.06497599027777932,0.0,0,0,14,0
1514,392,kuramoto,115,population,3,3,0.9336,0.6,1.0,0.9,1.0,0.5,0.7099136082088886,17,0.9135443498846151,0.8708672712873409,0.6232694587309844,0.029068103826578956,0.0,0,0,12,12
1515,169,gray_scott,211,population,3,3,0.65,0.5,1.0,0.92,0.7667,0.8,0.6384241765005345,0,0.9996347195766504,0.9992482826215242,0.9471547219255065,0.013288035099565807,0.0,0,0,13,11
1516,211,nonlinear_oscillator,23,branching,0,0,0.14,0.6593,1.0,0.0,1.0,1.0,0.38259872282954416,0,0.9998793767587711,0.99943692930396,0.3722961358860969,0.024915041595534995,0.0,0,0,0,14
1517,479,gray_scott,120,nonlinear_oscillator,3,0,0.65,0.1687,1.0,1.0,0.6333,1.0,0.5157736222452136,37,0.9228801623464313,0.9021925274943031,0.6353866826544603,0.04614342617894326,0.0,0,0,13,0
1518,205,gray_scott,136,population,3,3,0.866,0.9988,1.0,0.74,1.0,0.1,0.12479273181209964,17,0.6508157911477604,0.6286231818542974,0.15696425859113727,0.6301907805465896,0.0,0,0,16,4
1519,477,coupled_map_lattice,349,nonlinear_oscillator,0,0,0.215,0.2199,0.58,1.0,1.0,1.0,0.6374696768964287,22,0.9999935408365535,0.9510917713876863,0.9985908702946428,0.0012223598823263232,0.0,0,0,4,4
1520,216,population,116,kuramoto,0,3,0.4,0.4412,0.4333,1.0,0.9,1.0,0.7733706384153877,0,0.9959873664052712,0.9953534564011448,0.9946834892446936,0.000637554523832011,0.0,0,0,12,12
1521,217,nonlinear_oscillator,296,gray_scott,0,3,0.1175,0.7776,0.0,1.0,1.0,0.9333,0.36347632561585924,65,0.9844665389112089,0.8054174390572577,0.514227236388328,0.05656945094530326,0.0,0,0,0,13
1522,270,nonlinear_oscillator,274,gray_scott,0,3,0.2175,0.85,0.0,0.88,1.0,0.7667,0.6411714246683985,200,0.8700444225030839,0.7167274545526385,0.5984276588063245,0.033444805818382946,0.0,0,0,6,15
1523,128,gray_scott,337,kuramoto,3,0,0.4436,0.878,1.0,0.0,1.0,0.9333,0.5172228984997965,0,0.9910078031918838,0.9916987099121788,0.6239996665581917,0.059915970882877014,0.0,0,0,11,15
1524,472,nonlinear_oscillator,154,gray_scott,0,3,0.115,0.5719,1.0,0.96,1.0,1.0,0.7649593354653441,0,0.9999999944742477,0.9999995968144444,0.7040089809581609,0.07879977999057185,0.0,0,0,0,13
1525,491,nonlinear_oscillator,287,nonlinear_oscillator,0,0,0.1025,0.1425,1.0,0.0,1.0,1.0,0.4086262155137769,0,0.9999712130139662,0.9977533187374964,0.9943814811236787,0.0680150413790545,0.0,0,0,0,0
1526,67,nonlinear_oscillator,331,population,0,3,0.1946,0.5,1.0,1.0,1.0,0.7333,0.37897249088902535,9,0.9248429401672938,0.9285330451249837,0.755875643274102,0.03197099691153721,0.0,0,0,0,12
1527,373,kuramoto,224,coupled_map_lattice,3,0,0.6868,0.341,1.0,0.3,1.0,0.8667,0.3669800785625225,0,0.9572999033204782,0.9578789458735681,0.8504123169184873,0.047494297865089366,0.0,0,0,14,9
1528,221,gray_scott,130,coupled_map_lattice,3,0,1.0,0.27,0.6667,0.64,0.9667,1.0,0.7834953489982759,1,0.999418534371858,0.9962981612138896,0.557102882356219,0.06271994402043046,0.0,0,0,15,7
1529,273,kuramoto,157,kuramoto,0,0,0.1249,0.7359,1.0,0.0,1.0,1.0,0.24962168769971355,61,0.9999376760137444,0.8925980561785027,0.1687604474541578,0.08520940494151721,0.0,0,0,0,16
1530,429,coupled_map_lattice,178,kuramoto,0,3,0.1949,0.702,0.42,1.0,0.9333,1.0,0.7287529464994349,10,0.9980748293030063,0.9834963494241012,0.6024880091369741,0.046664572851239025,0.0,0,0,2,14
1531,463,coupled_map_lattice,37,gray_scott,0,3,0.175,0.9965,0.52,1.0,0.8333,1.0,0.6102443295666323,41,0.9831929871818721,0.8424123821613426,0.46151213641069067,0.08100935546510732,0.0,0,0,0,15
1532,485,branching,7,nonlinear_oscillator,0,0,0.5291,0.18,0.18,0.0,1.0,1.0,0.418850030214402,122,0.9437148079735758,0.8277268236811649,0.6879492165232104,0.008432490615667036,0.0,0,0,13,2
1533,291,nonlinear_oscillator,263,coupled_map_lattice,0,3,0.1525,0.904,0.0,1.0,1.0,1.0,0.07432815160638186,0,0.9992347983038078,0.9937795347104605,0.3357426943989596,0.06969191450488654,0.0,0,0,0,16
1534,208,nonlinear_oscillator,46,nonlinear_oscillator,0,0,0.1725,0.195,0.0,0.0,1.0,1.0,0.20393221283854163,0,0.9747142960045598,0.9690906253085021,0.9973465322205394,0.0032989680955259754,0.0,0,0,1,3
1535,487,nonlinear_oscillator,132,gray_scott,0,0,0.2724,1.0,1.0,0.0,1.0,1.0,0.6131794562843311,8,0.9999622831494726,0.9891391092245476,0.38139263322999417,0.06716453346452214,0.0,0,0,7,15
1536,308,coupled_map_lattice,94,nonlinear_oscillator,0,0,0.1603,0.1872,0.32,0.0,0.4667,0.9667,0.7847669004849824,31,0.6112775930294768,0.6289646962982147,0.9725388273464687,0.011358405714500447,0.0,0,0,2,3
1537,146,gray_scott,383,nonlinear_oscillator,3,0,0.5366,0.235,1.0,0.0,0.4667,1.0,0.6675047130421932,5,0.6811856256955535,0.6851064077851068,0.6057732127547353,0.045219898662329096,0.0,0,0,10,7
1538,19,gray_scott,195,nonlinear_oscillator,3,0,0.9499,0.1425,1.0,1.0,1.0,1.0,0.46887535875970526,24,0.9999999987300676,0.9446671637111558,0.32929608627546053,0.04022558426997055,0.0,0,0,15,0
1539,179,coupled_map_lattice,290,kuramoto,0,3,0.3288,0.968,1.0,1.0,1.0,1.0,0.057498455690733544,0,0.9997699764318317,0.9962689564672658,0.6242348007880856,0.049988389368288824,0.0,0,0,9,16
1540,110,gray_scott,404,nonlinear_oscillator,3,0,0.75,0.165,1.0,0.0,0.6667,1.0,0.2451228450401835,13,0.17722989317705468,0.6416277041285987,0.47659475134142865,0.08837196351305061,0.0,0,0,11,0
1541,213,coupled_map_lattice,355,kuramoto,3,3,0.5851,0.5513,1.0,1.0,1.0,1.0,0.11150300037174611,25,0.9999294094129031,0.9681352661062259,0.9514377455736995,0.0034085934926443642,0.0,0,0,14,14
1542,350,kuramoto,465,branching,0,0,0.3019,0.3333,1.0,0.0,1.0,1.0,0.46699484141947595,9,0.9999920614175949,0.9877628850113628,0.9840360093501156,0.004455081578437287,0.0,0,0,8,12
1543,69,nonlinear_oscillator,145,nonlinear_oscillator,0,0,0.1498,0.2873,1.0,1.0,1.0,1.0,0.23595433151086292,19,0.9999999936794147,0.975022531625039,0.9593502834885059,0.037325225458870924,0.0,0,0,0,7
1544,442,nonlinear_oscillator,102,coupled_map_lattice,0,0,0.2375,0.26,0.0,0.96,1.0,1.0,0.0867210323110414,0,0.9987779532923649,0.9748226811201554,0.9947146548176984,0.0018090046644249711,0.0,0,0,6,6
1545,56,coupled_map_lattice,83,kuramoto,3,0,0.9278,0.3938,1.0,1.0,1.0,0.7333,0.7901505267004086,16,0.9852241823105847,0.9375655802090768,0.7462934994313618,0.008951905446581872,0.0,0,0,14,10
1546,297,gray_scott,295,gray_scott,3,3,0.5499,0.9992,1.0,1.0,0.5,1.0,0.7612239027930674,0,0.9365138935612188,0.9395787791715248,0.7056115995766016,0.029826040614426633,0.0,0,0,12,12
1547,410,nonlinear_oscillator,423,coupled_map_lattice,0,0,0.1525,0.245,0.0,0.8,1.0,1.0,0.7153259253409985,22,0.9999647301510255,0.9661182342296789,0.9775102316447778,0.011294677298066115,0.0,0,0,0,5
1548,347,kuramoto,395,kuramoto,3,3,0.5755,0.8411,1.0,1.0,0.9667,1.0,0.5828006449909819,0,0.999594314985346,0.9996154640660585,0.9075958244450966,0.026326822297234886,0.0,0,0,13,16
1549,230,population,113,kuramoto,0,0,0.3498,0.9744,0.54,0.0,0.8,1.0,0.4269863176196652,26,0.3711278571941566,0.6287060059351759,0.12212984372900737,0.0382454491235395,0.0,0,0,9,16
1550,163,nonlinear_oscillator,221,nonlinear_oscillator,0,0,0.16,0.1175,0.0,1.0,1.0,0.7667,0.4603192288012682,11,0.7493245243850861,0.8468542668749471,0.9932794317527482,0.043949003239226625,0.0,0,0,0,0
1551,115,population,69,nonlinear_oscillator,3,0,0.6,0.1498,0.9,1.0,0.5,1.0,0.7730262951527798,34,0.9306987701914309,0.829172376444287,0.5946881876168786,0.10860094214496929,0.0,0,0,12,0
1552,61,nonlinear_oscillator,363,gray_scott,0,3,0.1325,0.6991,1.0,1.0,1.0,0.7333,0.15156709566931847,69,0.255845049933295,0.5534097310528271,0.581458434361524,0.1485360376711018,0.0,0,0,0,12
1553,192,nonlinear_oscillator,499,gray_scott,0,3,0.1525,0.8998,0.0,1.0,1.0,1.0,0.6514382820904359,0,0.999948999615168,0.9999659568854982,0.5363316619245309,0.044496256321728996,0.0,0,0,0,15
1554,11,kuramoto,266,population,0,0,0.398,0.676,1.0,0.78,1.0,0.1,0.7358522608886592,0,0.40703325293751946,0.6341594220766043,0.17218294880737914,0.1279613771047142,0.0,0,0,10,7
