depth,sector,condition,rg_similarity,quantization_coherence,discrete_state_persistence,transition_boundary_stability,recursive_quantization_alignment,attractor_discretization_strength,discrete_regime_gain,classification
524288,A-N,RecursiveThresholdQuantization,0.898,0.8376,0.8514,0.8602,0.8302,0.8097,0.828,QUANTIZATION-BOUNDED
1048576,A-N,RecursiveThresholdQuantization,0.852,0.8055,0.8055,0.8117,0.7752,0.7623,0.7852,QUANTIZATION-BOUNDED
2097152,A-N,RecursiveThresholdQuantization,0.7518,0.7124,0.7213,0.7401,0.7064,0.6905,0.7174,QUANTIZATION-PARTIAL
1,A-N,StabilizationStateDiscretization,0.96,0.9151,0.9327,0.9021,0.8842,0.8542,0.8943,QUANTIZATION-STABLE
2,A-N,StabilizationStateDiscretization,0.9354,0.9279,0.9251,0.8666,0.8692,0.8709,0.9009,QUANTIZATION-STABLE
4,A-N,StabilizationStateDiscretization,0.9255,0.8985,0.9177,0.8744,0.8885,0.8776,0.887,QUANTIZATION-BOUNDED
6,A-N,StabilizationStateDiscretization,0.9576,0.9284,0.9102,0.8718,0.8707,0.8485,0.8903,QUANTIZATION-STABLE
8,A-N,StabilizationStateDiscretization,0.9312,0.9092,0.94,0.8901,0.8982,0.8695,0.8844,QUANTIZATION-STABLE
12,A-N,StabilizationStateDiscretization,0.9248,0.9167,0.94,0.8713,0.8791,0.8705,0.8915,QUANTIZATION-STABLE
16,A-N,StabilizationStateDiscretization,0.956,0.923,0.9291,0.8939,0.8973,0.8619,0.8981,QUANTIZATION-STABLE
20,A-N,StabilizationStateDiscretization,0.9261,0.9126,0.906,0.8787,0.8999,0.8607,0.9055,QUANTIZATION-STABLE
24,A-N,StabilizationStateDiscretization,0.9275,0.9091,0.9206,0.8853,0.8977,0.8825,0.8797,QUANTIZATION-STABLE
32,A-N,StabilizationStateDiscretization,0.922,0.9154,0.9337,0.879,0.8686,0.8717,0.8811,QUANTIZATION-STABLE
40,A-N,StabilizationStateDiscretization,0.9449,0.9307,0.938,0.8941,0.8721,0.8615,0.8833,QUANTIZATION-STABLE
48,A-N,StabilizationStateDiscretization,0.9364,0.9141,0.94,0.9036,0.8689,0.879,0.9006,QUANTIZATION-STABLE
64,A-N,StabilizationStateDiscretization,0.9418,0.9179,0.919,0.88,0.8967,0.8762,0.8722,QUANTIZATION-STABLE
80,A-N,StabilizationStateDiscretization,0.9236,0.9285,0.94,0.8906,0.8936,0.8561,0.8825,QUANTIZATION-STABLE
96,A-N,StabilizationStateDiscretization,0.9505,0.9158,0.9115,0.8986,0.876,0.8546,0.8933,QUANTIZATION-STABLE
128,A-N,StabilizationStateDiscretization,0.9249,0.9335,0.9368,0.8993,0.8925,0.8778,0.8681,QUANTIZATION-STABLE
160,A-N,StabilizationStateDiscretization,0.9568,0.9284,0.9288,0.899,0.9019,0.8647,0.8785,QUANTIZATION-STABLE
192,A-N,StabilizationStateDiscretization,0.9445,0.9199,0.9233,0.8702,0.873,0.8727,0.8807,QUANTIZATION-STABLE
256,A-N,StabilizationStateDiscretization,0.9434,0.9316,0.938,0.8717,0.8912,0.8468,0.8703,QUANTIZATION-STABLE
320,A-N,StabilizationStateDiscretization,0.9342,0.9266,0.9132,0.8739,0.8971,0.8713,0.8808,QUANTIZATION-STABLE
512,A-N,StabilizationStateDiscretization,0.9308,0.9281,0.9145,0.8817,0.8952,0.8834,0.867,QUANTIZATION-STABLE
768,A-N,StabilizationStateDiscretization,0.9491,0.9332,0.94,0.8919,0.8836,0.8671,0.8898,QUANTIZATION-STABLE
1024,A-N,StabilizationStateDiscretization,0.9515,0.908,0.9199,0.877,0.8711,0.8518,0.8822,QUANTIZATION-STABLE
1536,A-N,StabilizationStateDiscretization,0.9438,0.901,0.9307,0.8932,0.8843,0.8597,0.8711,QUANTIZATION-STABLE
2048,A-N,StabilizationStateDiscretization,0.9386,0.928,0.9136,0.8683,0.8739,0.8753,0.8692,QUANTIZATION-STABLE
3072,A-N,StabilizationStateDiscretization,0.9469,0.9307,0.9242,0.8768,0.8828,0.8554,0.8772,QUANTIZATION-STABLE
4096,A-N,StabilizationStateDiscretization,0.9298,0.9006,0.9325,0.8906,0.9006,0.8831,0.8804,QUANTIZATION-STABLE
6144,A-N,StabilizationStateDiscretization,0.9543,0.9289,0.9103,0.8853,0.8785,0.8775,0.8811,QUANTIZATION-STABLE
8192,A-N,StabilizationStateDiscretization,0.9241,0.8952,0.9058,0.8671,0.8699,0.8461,0.9002,QUANTIZATION-BOUNDED
12288,A-N,StabilizationStateDiscretization,0.9333,0.9125,0.9071,0.876,0.8915,0.881,0.884,QUANTIZATION-STABLE
16384,A-N,StabilizationStateDiscretization,0.9502,0.9268,0.9357,0.8954,0.8723,0.8553,0.8994,QUANTIZATION-STABLE
24576,A-N,StabilizationStateDiscretization,0.9365,0.9276,0.94,0.876,0.8788,0.8495,0.8671,QUANTIZATION-STABLE
32768,A-N,StabilizationStateDiscretization,0.932,0.92,0.9143,0.8814,0.8686,0.8723,0.8935,QUANTIZATION-STABLE
65536,A-N,StabilizationStateDiscretization,0.9425,0.9051,0.9099,0.8662,0.8771,0.8588,0.8612,QUANTIZATION-STABLE
131072,A-N,StabilizationStateDiscretization,0.9445,0.9037,0.8927,0.8863,0.8819,0.8697,0.8542,QUANTIZATION-STABLE
262144,A-N,StabilizationStateDiscretization,0.9105,0.9006,0.8775,0.8663,0.8406,0.8275,0.8547,QUANTIZATION-STABLE
524288,A-N,StabilizationStateDiscretization,0.8839,0.8521,0.874,0.841,0.8257,0.8248,0.8355,QUANTIZATION-BOUNDED
1048576,A-N,StabilizationStateDiscretization,0.8174,0.8164,0.8311,0.7708,0.7857,0.7731,0.7718,QUANTIZATION-BOUNDED
2097152,A-N,StabilizationStateDiscretization,0.7466,0.7149,0.7307,0.7061,0.6885,0.689,0.691,QUANTIZATION-PARTIAL
1,A-N,QuantizedPropagationPersistence,0.9375,0.9301,0.9123,0.8753,0.92,0.8699,0.8784,QUANTIZATION-STABLE
2,A-N,QuantizedPropagationPersistence,0.9482,0.899,0.9098,0.8978,0.8885,0.8606,0.9013,QUANTIZATION-BOUNDED
4,A-N,QuantizedPropagationPersistence,0.9197,0.9104,0.9,0.9047,0.8994,0.8594,0.8983,QUANTIZATION-STABLE
6,A-N,QuantizedPropagationPersistence,0.9496,0.9239,0.9022,0.8971,0.9098,0.8814,0.8953,QUANTIZATION-STABLE
8,A-N,QuantizedPropagationPersistence,0.9391,0.9355,0.8901,0.884,0.8988,0.8857,0.9145,QUANTIZATION-STABLE
12,A-N,QuantizedPropagationPersistence,0.9529,0.9076,0.9059,0.8978,0.9066,0.872,0.8945,QUANTIZATION-STABLE
16,A-N,QuantizedPropagationPersistence,0.9293,0.9354,0.8812,0.8885,0.9105,0.8943,0.9039,QUANTIZATION-STABLE
20,A-N,QuantizedPropagationPersistence,0.9497,0.9055,0.8874,0.8808,0.9179,0.8637,0.8924,QUANTIZATION-STABLE
24,A-N,QuantizedPropagationPersistence,0.94,0.8957,0.8802,0.893,0.9094,0.8815,0.8933,QUANTIZATION-BOUNDED
32,A-N,QuantizedPropagationPersistence,0.9221,0.9197,0.9062,0.8971,0.9151,0.8843,0.8763,QUANTIZATION-STABLE
40,A-N,QuantizedPropagationPersistence,0.9176,0.9047,0.8878,0.8726,0.8953,0.8947,0.8931,QUANTIZATION-STABLE
48,A-N,QuantizedPropagationPersistence,0.9338,0.907,0.9152,0.9025,0.8959,0.8697,0.8874,QUANTIZATION-STABLE
64,A-N,QuantizedPropagationPersistence,0.924,0.9131,0.9031,0.8912,0.8944,0.8647,0.8834,QUANTIZATION-STABLE
80,A-N,QuantizedPropagationPersistence,0.9202,0.9237,0.9116,0.8974,0.9,0.8579,0.8861,QUANTIZATION-STABLE
96,A-N,QuantizedPropagationPersistence,0.956,0.9354,0.9137,0.8694,0.8951,0.8924,0.8999,QUANTIZATION-STABLE
128,A-N,QuantizedPropagationPersistence,0.9204,0.8972,0.9077,0.8869,0.9087,0.8873,0.8817,QUANTIZATION-BOUNDED
160,A-N,QuantizedPropagationPersistence,0.9239,0.9267,0.8819,0.8873,0.8883,0.8673,0.8816,QUANTIZATION-STABLE
192,A-N,QuantizedPropagationPersistence,0.9367,0.9341,0.8987,0.8785,0.9158,0.8857,0.8925,QUANTIZATION-STABLE
256,A-N,QuantizedPropagationPersistence,0.9193,0.908,0.8945,0.9011,0.8954,0.8774,0.8777,QUANTIZATION-STABLE
320,A-N,QuantizedPropagationPersistence,0.937,0.8963,0.8774,0.8877,0.9112,0.8747,0.8963,QUANTIZATION-BOUNDED
512,A-N,QuantizedPropagationPersistence,0.9282,0.9208,0.8923,0.8783,0.8883,0.8726,0.8761,QUANTIZATION-STABLE
768,A-N,QuantizedPropagationPersistence,0.9551,0.9016,0.8852,0.8663,0.917,0.8673,0.911,QUANTIZATION-STABLE
1024,A-N,QuantizedPropagationPersistence,0.9434,0.925,0.8943,0.8747,0.8986,0.8941,0.8785,QUANTIZATION-STABLE
1536,A-N,QuantizedPropagationPersistence,0.9322,0.9141,0.8756,0.9002,0.899,0.8877,0.8869,QUANTIZATION-STABLE
2048,A-N,QuantizedPropagationPersistence,0.9434,0.8959,0.8929,0.8823,0.9026,0.8826,0.8801,QUANTIZATION-BOUNDED
3072,A-N,QuantizedPropagationPersistence,0.9448,0.9187,0.9012,0.8775,0.8869,0.875,0.8943,QUANTIZATION-STABLE
4096,A-N,QuantizedPropagationPersistence,0.9285,0.9146,0.892,0.8906,0.9183,0.8813,0.913,QUANTIZATION-STABLE
6144,A-N,QuantizedPropagationPersistence,0.9454,0.9266,0.9087,0.884,0.8997,0.8587,0.9081,QUANTIZATION-STABLE
8192,A-N,QuantizedPropagationPersistence,0.9401,0.9036,0.9034,0.8977,0.8935,0.8652,0.8924,QUANTIZATION-STABLE
12288,A-N,QuantizedPropagationPersistence,0.9235,0.896,0.8892,0.8895,0.8978,0.8678,0.9116,QUANTIZATION-BOUNDED
16384,A-N,QuantizedPropagationPersistence,0.9415,0.9331,0.8955,0.8972,0.9001,0.8597,0.8786,QUANTIZATION-STABLE
24576,A-N,QuantizedPropagationPersistence,0.9453,0.8977,0.8744,0.8871,0.9129,0.8731,0.8905,QUANTIZATION-BOUNDED
32768,A-N,QuantizedPropagationPersistence,0.9489,0.9019,0.896,0.8957,0.92,0.8855,0.8896,QUANTIZATION-STABLE
65536,A-N,QuantizedPropagationPersistence,0.929,0.9199,0.8906,0.8762,0.9155,0.8693,0.9065,QUANTIZATION-STABLE
131072,A-N,QuantizedPropagationPersistence,0.9401,0.8995,0.8882,0.8521,0.8904,0.8531,0.8639,QUANTIZATION-BOUNDED
262144,A-N,QuantizedPropagationPersistence,0.8906,0.8969,0.8809,0.8634,0.8926,0.8602,0.8699,QUANTIZATION-BOUNDED
524288,A-N,QuantizedPropagationPersistence,0.8853,0.8649,0.8281,0.824,0.8466,0.8176,0.8528,QUANTIZATION-BOUNDED
1048576,A-N,QuantizedPropagationPersistence,0.8183,0.8061,0.8015,0.7829,0.8171,0.7729,0.8024,QUANTIZATION-BOUNDED
2097152,A-N,QuantizedPropagationPersistence,0.7577,0.7303,0.6994,0.7166,0.7044,0.7023,0.7048,QUANTIZATION-PARTIAL
1,A-N,RecursiveTransitionBoundaryMapping,0.9566,0.9119,0.9125,0.908,0.8685,0.862,0.9189,QUANTIZATION-STABLE
2,A-N,RecursiveTransitionBoundaryMapping,0.953,0.9175,0.9151,0.9097,0.8578,0.8575,0.93,QUANTIZATION-STABLE
4,A-N,RecursiveTransitionBoundaryMapping,0.9481,0.9081,0.9095,0.8888,0.8779,0.8699,0.9028,QUANTIZATION-STABLE
6,A-N,RecursiveTransitionBoundaryMapping,0.9229,0.9217,0.878,0.9231,0.8793,0.8794,0.912,QUANTIZATION-STABLE
8,A-N,RecursiveTransitionBoundaryMapping,0.9564,0.8883,0.915,0.901,0.8899,0.8662,0.9286,QUANTIZATION-BOUNDED
12,A-N,RecursiveTransitionBoundaryMapping,0.9434,0.9062,0.8857,0.9227,0.8683,0.8836,0.93,QUANTIZATION-STABLE
16,A-N,RecursiveTransitionBoundaryMapping,0.9401,0.9048,0.8976,0.8876,0.858,0.8568,0.9139,QUANTIZATION-STABLE
20,A-N,RecursiveTransitionBoundaryMapping,0.9277,0.8869,0.9128,0.916,0.8666,0.8933,0.9006,QUANTIZATION-BOUNDED
24,A-N,RecursiveTransitionBoundaryMapping,0.9305,0.8887,0.8934,0.9248,0.8864,0.8662,0.9151,QUANTIZATION-BOUNDED
32,A-N,RecursiveTransitionBoundaryMapping,0.9415,0.8894,0.8816,0.912,0.8952,0.8784,0.9038,QUANTIZATION-BOUNDED
40,A-N,RecursiveTransitionBoundaryMapping,0.9421,0.8923,0.909,0.8884,0.8802,0.8705,0.9004,QUANTIZATION-BOUNDED
48,A-N,RecursiveTransitionBoundaryMapping,0.9513,0.8936,0.9017,0.912,0.878,0.8673,0.9003,QUANTIZATION-BOUNDED
64,A-N,RecursiveTransitionBoundaryMapping,0.9372,0.8911,0.8798,0.9207,0.8877,0.8807,0.9161,QUANTIZATION-BOUNDED
80,A-N,RecursiveTransitionBoundaryMapping,0.943,0.8909,0.9055,0.925,0.8658,0.8569,0.8984,QUANTIZATION-BOUNDED
96,A-N,RecursiveTransitionBoundaryMapping,0.9489,0.8888,0.8919,0.9128,0.8821,0.8657,0.9235,QUANTIZATION-BOUNDED
128,A-N,RecursiveTransitionBoundaryMapping,0.928,0.9201,0.9054,0.921,0.8768,0.8824,0.9173,QUANTIZATION-STABLE
160,A-N,RecursiveTransitionBoundaryMapping,0.9275,0.9039,0.9005,0.9218,0.8879,0.8843,0.9069,QUANTIZATION-STABLE
192,A-N,RecursiveTransitionBoundaryMapping,0.921,0.8872,0.9019,0.8917,0.8792,0.8748,0.93,QUANTIZATION-BOUNDED
256,A-N,RecursiveTransitionBoundaryMapping,0.9318,0.9,0.9062,0.9146,0.8675,0.8744,0.93,QUANTIZATION-BOUNDED
320,A-N,RecursiveTransitionBoundaryMapping,0.919,0.9009,0.9082,0.8894,0.8756,0.8784,0.9116,QUANTIZATION-STABLE
512,A-N,RecursiveTransitionBoundaryMapping,0.9563,0.9246,0.8787,0.8906,0.8876,0.8719,0.9153,QUANTIZATION-STABLE
768,A-N,RecursiveTransitionBoundaryMapping,0.9467,0.9018,0.8815,0.9084,0.8818,0.8717,0.9181,QUANTIZATION-STABLE
1024,A-N,RecursiveTransitionBoundaryMapping,0.9345,0.905,0.9072,0.9182,0.8943,0.8593,0.8996,QUANTIZATION-STABLE
1536,A-N,RecursiveTransitionBoundaryMapping,0.9191,0.9242,0.8892,0.9223,0.8879,0.8932,0.8982,QUANTIZATION-STABLE
2048,A-N,RecursiveTransitionBoundaryMapping,0.9549,0.9063,0.8879,0.9209,0.8704,0.8736,0.93,QUANTIZATION-STABLE
3072,A-N,RecursiveTransitionBoundaryMapping,0.925,0.9169,0.8984,0.9105,0.8849,0.8626,0.9047,QUANTIZATION-STABLE
4096,A-N,RecursiveTransitionBoundaryMapping,0.935,0.9107,0.908,0.8963,0.8908,0.8701,0.9006,QUANTIZATION-STABLE
6144,A-N,RecursiveTransitionBoundaryMapping,0.954,0.9189,0.9119,0.9203,0.8838,0.8877,0.93,QUANTIZATION-STABLE
8192,A-N,RecursiveTransitionBoundaryMapping,0.952,0.9186,0.8836,0.9095,0.877,0.8776,0.9194,QUANTIZATION-STABLE
12288,A-N,RecursiveTransitionBoundaryMapping,0.9496,0.899,0.9082,0.899,0.8668,0.8702,0.93,QUANTIZATION-BOUNDED
16384,A-N,RecursiveTransitionBoundaryMapping,0.9438,0.9034,0.8952,0.8929,0.8579,0.8909,0.895,QUANTIZATION-STABLE
24576,A-N,RecursiveTransitionBoundaryMapping,0.9194,0.9139,0.911,0.8919,0.8747,0.8732,0.8993,QUANTIZATION-STABLE
32768,A-N,RecursiveTransitionBoundaryMapping,0.9296,0.9172,0.879,0.9194,0.8577,0.8572,0.9115,QUANTIZATION-STABLE
65536,A-N,RecursiveTransitionBoundaryMapping,0.9283,0.8987,0.8891,0.8948,0.854,0.852,0.9112,QUANTIZATION-BOUNDED
131072,A-N,RecursiveTransitionBoundaryMapping,0.9365,0.8915,0.8994,0.8855,0.8799,0.8808,0.8905,QUANTIZATION-BOUNDED
262144,A-N,RecursiveTransitionBoundaryMapping,0.9142,0.8782,0.8805,0.8865,0.8322,0.8458,0.898,QUANTIZATION-BOUNDED
524288,A-N,RecursiveTransitionBoundaryMapping,0.8833,0.8387,0.8426,0.8488,0.8032,0.8112,0.8485,QUANTIZATION-BOUNDED
1048576,A-N,RecursiveTransitionBoundaryMapping,0.8124,0.7848,0.7876,0.784,0.76,0.7601,0.8135,QUANTIZATION-PARTIAL
2097152,A-N,RecursiveTransitionBoundaryMapping,0.7306,0.7024,0.7028,0.7208,0.6882,0.6808,0.7259,QUANTIZATION-PARTIAL
1,A-N,DiscreteConservationStructure,0.9149,0.9189,0.9199,0.8796,0.9052,0.869,0.8868,QUANTIZATION-STABLE
2,A-N,DiscreteConservationStructure,0.9165,0.9019,0.9083,0.9019,0.9144,0.8477,0.8889,QUANTIZATION-STABLE
4,A-N,DiscreteConservationStructure,0.9512,0.9188,0.8987,0.8907,0.9097,0.8727,0.9094,QUANTIZATION-STABLE
6,A-N,DiscreteConservationStructure,0.9144,0.9144,0.9284,0.8786,0.8769,0.8585,0.8993,QUANTIZATION-STABLE
8,A-N,DiscreteConservationStructure,0.9326,0.9096,0.8984,0.8806,0.9147,0.8537,0.914,QUANTIZATION-STABLE
12,A-N,DiscreteConservationStructure,0.9195,0.918,0.8962,0.8947,0.8935,0.8634,0.8804,QUANTIZATION-STABLE
16,A-N,DiscreteConservationStructure,0.9215,0.9195,0.9069,0.895,0.8852,0.8586,0.8865,QUANTIZATION-STABLE
20,A-N,DiscreteConservationStructure,0.9389,0.9233,0.9225,0.8901,0.8901,0.8539,0.8804,QUANTIZATION-STABLE
24,A-N,DiscreteConservationStructure,0.9398,0.9083,0.9167,0.869,0.9069,0.869,0.8894,QUANTIZATION-STABLE
32,A-N,DiscreteConservationStructure,0.9334,0.8999,0.9331,0.8842,0.9016,0.8515,0.8951,QUANTIZATION-BOUNDED
40,A-N,DiscreteConservationStructure,0.9473,0.8967,0.9095,0.8844,0.887,0.8723,0.8863,QUANTIZATION-BOUNDED
48,A-N,DiscreteConservationStructure,0.9428,0.9221,0.9189,0.8789,0.8987,0.8709,0.9036,QUANTIZATION-STABLE
64,A-N,DiscreteConservationStructure,0.9169,0.9132,0.9078,0.8909,0.9139,0.8645,0.8966,QUANTIZATION-STABLE
80,A-N,DiscreteConservationStructure,0.9163,0.9067,0.915,0.8674,0.8806,0.8471,0.9114,QUANTIZATION-STABLE
96,A-N,DiscreteConservationStructure,0.926,0.8991,0.9037,0.8736,0.8764,0.8556,0.8811,QUANTIZATION-BOUNDED
128,A-N,DiscreteConservationStructure,0.948,0.901,0.9198,0.8864,0.8791,0.8575,0.9104,QUANTIZATION-STABLE
160,A-N,DiscreteConservationStructure,0.9258,0.9105,0.914,0.8841,0.8987,0.8479,0.9009,QUANTIZATION-STABLE
192,A-N,DiscreteConservationStructure,0.9327,0.8939,0.9274,0.8745,0.8922,0.8826,0.8803,QUANTIZATION-BOUNDED
256,A-N,DiscreteConservationStructure,0.9432,0.9215,0.9318,0.8665,0.8812,0.8687,0.9077,QUANTIZATION-STABLE
320,A-N,DiscreteConservationStructure,0.9366,0.91,0.9047,0.874,0.9123,0.8746,0.9099,QUANTIZATION-STABLE
512,A-N,DiscreteConservationStructure,0.9192,0.9248,0.9335,0.9033,0.8903,0.8789,0.8959,QUANTIZATION-STABLE
768,A-N,DiscreteConservationStructure,0.9479,0.8924,0.896,0.8883,0.8949,0.8796,0.8755,QUANTIZATION-BOUNDED
1024,A-N,DiscreteConservationStructure,0.9443,0.8873,0.913,0.8823,0.8807,0.8854,0.8818,QUANTIZATION-BOUNDED
1536,A-N,DiscreteConservationStructure,0.9377,0.8873,0.9119,0.9044,0.9014,0.8851,0.9029,QUANTIZATION-BOUNDED
2048,A-N,DiscreteConservationStructure,0.9292,0.9131,0.9044,0.868,0.9039,0.853,0.8993,QUANTIZATION-STABLE
3072,A-N,DiscreteConservationStructure,0.9164,0.9212,0.9028,0.8762,0.8911,0.8774,0.9112,QUANTIZATION-STABLE
4096,A-N,DiscreteConservationStructure,0.9469,0.9246,0.897,0.8943,0.8862,0.8626,0.886,QUANTIZATION-STABLE
6144,A-N,DiscreteConservationStructure,0.9161,0.8906,0.9176,0.8961,0.8955,0.8521,0.8945,QUANTIZATION-BOUNDED
8192,A-N,DiscreteConservationStructure,0.937,0.9088,0.9134,0.8708,0.9083,0.8601,0.8825,QUANTIZATION-STABLE
12288,A-N,DiscreteConservationStructure,0.9269,0.8893,0.9179,0.8888,0.9037,0.8563,0.8898,QUANTIZATION-BOUNDED
16384,A-N,DiscreteConservationStructure,0.9347,0.919,0.9011,0.894,0.9125,0.8611,0.9084,QUANTIZATION-STABLE
24576,A-N,DiscreteConservationStructure,0.926,0.9184,0.9052,0.8986,0.8892,0.8583,0.8855,QUANTIZATION-STABLE
32768,A-N,DiscreteConservationStructure,0.9259,0.8926,0.8927,0.8917,0.8788,0.8543,0.8963,QUANTIZATION-BOUNDED
65536,A-N,DiscreteConservationStructure,0.9383,0.9154,0.8943,0.893,0.8711,0.8529,0.8705,QUANTIZATION-STABLE
131072,A-N,DiscreteConservationStructure,0.9351,0.8943,0.9011,0.8556,0.8929,0.8544,0.8785,QUANTIZATION-BOUNDED
262144,A-N,DiscreteConservationStructure,0.8856,0.8682,0.894,0.8498,0.8647,0.8349,0.88,QUANTIZATION-BOUNDED
524288,A-N,DiscreteConservationStructure,0.873,0.8446,0.8526,0.8465,0.8443,0.8282,0.8219,QUANTIZATION-BOUNDED
1048576,A-N,DiscreteConservationStructure,0.808,0.7856,0.8219,0.783,0.7836,0.7649,0.7802,QUANTIZATION-PARTIAL
2097152,A-N,DiscreteConservationStructure,0.7234,0.7271,0.7125,0.69,0.7214,0.7011,0.7218,QUANTIZATION-PARTIAL
1,A-N,NullQuantizationControl,0.647,0.6068,0.5953,0.6022,0.5904,0.5807,0.6085,QUANTIZATION-DEGRADING
2,A-N,NullQuantizationControl,0.6537,0.6258,0.6145,0.5903,0.5877,0.564,0.5821,QUANTIZATION-DEGRADING
4,A-N,NullQuantizationControl,0.6443,0.61,0.6196,0.598,0.5997,0.58,0.5849,QUANTIZATION-DEGRADING
6,A-N,NullQuantizationControl,0.6516,0.6019,0.6024,0.6006,0.5851,0.5748,0.5937,QUANTIZATION-DEGRADING
8,A-N,NullQuantizationControl,0.6561,0.6034,0.5919,0.5891,0.583,0.5846,0.6056,QUANTIZATION-DEGRADING
12,A-N,NullQuantizationControl,0.6317,0.6218,0.597,0.6037,0.5718,0.5735,0.6072,QUANTIZATION-DEGRADING
16,A-N,NullQuantizationControl,0.6328,0.6057,0.5966,0.594,0.5713,0.5675,0.6135,QUANTIZATION-DEGRADING
20,A-N,NullQuantizationControl,0.6273,0.6325,0.5957,0.5804,0.5872,0.5564,0.607,QUANTIZATION-DEGRADING
24,A-N,NullQuantizationControl,0.6596,0.6245,0.5989,0.5955,0.5727,0.5617,0.5969,QUANTIZATION-DEGRADING
32,A-N,NullQuantizationControl,0.657,0.6343,0.6236,0.6138,0.5737,0.5723,0.5926,QUANTIZATION-DEGRADING
40,A-N,NullQuantizationControl,0.6614,0.601,0.6168,0.6088,0.6051,0.5648,0.6122,QUANTIZATION-DEGRADING
48,A-N,NullQuantizationControl,0.6563,0.6241,0.6074,0.5809,0.581,0.5628,0.6024,QUANTIZATION-DEGRADING
64,A-N,NullQuantizationControl,0.6379,0.6012,0.6134,0.5911,0.5893,0.5729,0.5926,QUANTIZATION-DEGRADING
80,A-N,NullQuantizationControl,0.6513,0.628,0.5906,0.5933,0.579,0.5893,0.5962,QUANTIZATION-DEGRADING
96,A-N,NullQuantizationControl,0.6314,0.602,0.5965,0.6047,0.603,0.5686,0.6151,QUANTIZATION-DEGRADING
128,A-N,NullQuantizationControl,0.652,0.6075,0.62,0.5858,0.583,0.5887,0.6134,QUANTIZATION-DEGRADING
160,A-N,NullQuantizationControl,0.6579,0.6273,0.6131,0.6042,0.5804,0.5691,0.5971,QUANTIZATION-DEGRADING
192,A-N,NullQuantizationControl,0.655,0.5986,0.5925,0.5942,0.5999,0.5901,0.6144,QUANTIZATION-DEGRADING
256,A-N,NullQuantizationControl,0.6327,0.6264,0.6052,0.6099,0.5782,0.5836,0.5909,QUANTIZATION-DEGRADING
320,A-N,NullQuantizationControl,0.6293,0.6209,0.5971,0.6023,0.5746,0.5943,0.5965,QUANTIZATION-DEGRADING
512,A-N,NullQuantizationControl,0.6532,0.6326,0.6149,0.5933,0.5995,0.5643,0.6054,QUANTIZATION-DEGRADING
768,A-N,NullQuantizationControl,0.6479,0.6083,0.616,0.5942,0.5944,0.5896,0.5912,QUANTIZATION-DEGRADING
1024,A-N,NullQuantizationControl,0.6379,0.6058,0.5898,0.5963,0.5657,0.5604,0.5786,QUANTIZATION-DEGRADING
1536,A-N,NullQuantizationControl,0.63,0.6074,0.6172,0.5822,0.5819,0.5863,0.609,QUANTIZATION-DEGRADING
2048,A-N,NullQuantizationControl,0.6432,0.6262,0.6064,0.594,0.574,0.5555,0.5812,QUANTIZATION-DEGRADING
3072,A-N,NullQuantizationControl,0.6346,0.63,0.62,0.5963,0.5711,0.5664,0.5784,QUANTIZATION-DEGRADING
4096,A-N,NullQuantizationControl,0.6265,0.5987,0.5888,0.5886,0.5774,0.5856,0.5918,QUANTIZATION-DEGRADING
6144,A-N,NullQuantizationControl,0.6525,0.6049,0.5899,0.614,0.584,0.5692,0.5999,QUANTIZATION-DEGRADING
8192,A-N,NullQuantizationControl,0.661,0.6046,0.5994,0.6039,0.5924,0.5681,0.5917,QUANTIZATION-DEGRADING
12288,A-N,NullQuantizationControl,0.6565,0.6138,0.6196,0.5881,0.5731,0.5735,0.5831,QUANTIZATION-DEGRADING
16384,A-N,NullQuantizationControl,0.6453,0.5973,0.6191,0.5884,0.5666,0.5639,0.5988,QUANTIZATION-DEGRADING
24576,A-N,NullQuantizationControl,0.631,0.6151,0.5886,0.611,0.5893,0.5547,0.6006,QUANTIZATION-DEGRADING
32768,A-N,NullQuantizationControl,0.6335,0.6087,0.5996,0.6076,0.573,0.5654,0.5921,QUANTIZATION-DEGRADING
65536,A-N,NullQuantizationControl,0.6515,0.6269,0.5975,0.5745,0.5914,0.557,0.6044,QUANTIZATION-DEGRADING
131072,A-N,NullQuantizationControl,0.6456,0.6103,0.5969,0.5748,0.5882,0.5573,0.5926,QUANTIZATION-DEGRADING
262144,A-N,NullQuantizationControl,0.6325,0.5844,0.6003,0.5862,0.5706,0.5406,0.588,QUANTIZATION-DEGRADING
524288,A-N,NullQuantizationControl,0.6062,0.5881,0.5505,0.5657,0.5328,0.5308,0.5457,QUANTIZATION-DEGRADING
1048576,A-N,NullQuantizationControl,0.5704,0.5454,0.5506,0.5111,0.5205,0.4945,0.5225,QUANTIZATION-FAILED
2097152,A-N,NullQuantizationControl,0.5277,0.4773,0.4643,0.4842,0.4567,0.4475,0.4678,QUANTIZATION-FAILED
1,P-A-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
2,P-A-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
4,P-A-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
6,P-A-N,DiscreteAttractorEmergence,0.96,0.96,0.94,0.93,0.92,0.91,0.93,QUANTIZATION-STABLE
