depth,sector,condition,rg_similarity,class_transition_stability,bifurcation_strength,merge_coherence,collapse_predictability,relational_class_persistence,transition_entropy,classification
1,Antisymmetry-Neutral,PerturbationDrivenMigration,0.8298,0.7838,0.7992,0.7852,0.761,0.7888,0.2505,TRANSITION-STABLE
2,Antisymmetry-Neutral,PerturbationDrivenMigration,0.8025,0.7652,0.74,0.7533,0.7139,0.749,0.2505,TRANSITION-BOUNDED
4,Antisymmetry-Neutral,PerturbationDrivenMigration,0.708,0.6782,0.6963,0.6798,0.6723,0.6789,0.2186,TRANSITION-BOUNDED
6,Antisymmetry-Neutral,PerturbationDrivenMigration,0.667,0.6412,0.6474,0.6197,0.6173,0.6203,0.2048,TRANSITION-PARTIAL
8,Antisymmetry-Neutral,PerturbationDrivenMigration,0.6054,0.6019,0.5873,0.5756,0.5798,0.5907,0.1751,TRANSITION-PARTIAL
12,Antisymmetry-Neutral,PerturbationDrivenMigration,0.535,0.5238,0.5127,0.4953,0.5079,0.4992,0.1717,TRANSITION-DEGRADING
16,Antisymmetry-Neutral,PerturbationDrivenMigration,0.4854,0.4514,0.4626,0.4572,0.455,0.442,0.1384,TRANSITION-DEGRADING
20,Antisymmetry-Neutral,PerturbationDrivenMigration,0.4342,0.4142,0.4183,0.3969,0.3969,0.4114,0.1355,TRANSITION-DEGRADING
24,Antisymmetry-Neutral,PerturbationDrivenMigration,0.3874,0.3819,0.369,0.3704,0.3667,0.3707,0.1104,TRANSITION-FAILED
32,Antisymmetry-Neutral,PerturbationDrivenMigration,0.3288,0.3136,0.3178,0.309,0.3152,0.3081,0.094,TRANSITION-FAILED
40,Antisymmetry-Neutral,PerturbationDrivenMigration,0.281,0.2704,0.27,0.2652,0.2714,0.2685,0.0905,TRANSITION-FAILED
48,Antisymmetry-Neutral,PerturbationDrivenMigration,0.2567,0.239,0.2372,0.2374,0.2347,0.2401,0.0774,TRANSITION-FAILED
64,Antisymmetry-Neutral,PerturbationDrivenMigration,0.203,0.1966,0.198,0.1919,0.1899,0.1903,0.0594,TRANSITION-FAILED
80,Antisymmetry-Neutral,PerturbationDrivenMigration,0.1758,0.1651,0.1613,0.1618,0.1587,0.1621,0.0524,TRANSITION-FAILED
96,Antisymmetry-Neutral,PerturbationDrivenMigration,0.1465,0.1444,0.1418,0.1405,0.1362,0.1413,0.0424,TRANSITION-FAILED
1,Antisymmetry-Neutral,NullTransitionControl,0.6597,0.6395,0.6239,0.6031,0.6114,0.5912,0.3226,TRANSITION-PARTIAL
2,Antisymmetry-Neutral,NullTransitionControl,0.6157,0.6138,0.6219,0.5809,0.5941,0.5782,0.3281,TRANSITION-PARTIAL
4,Antisymmetry-Neutral,NullTransitionControl,0.5716,0.5708,0.5502,0.5417,0.5462,0.5344,0.2809,TRANSITION-DEGRADING
6,Antisymmetry-Neutral,NullTransitionControl,0.513,0.5095,0.5099,0.4919,0.5122,0.4908,0.2769,TRANSITION-DEGRADING
8,Antisymmetry-Neutral,NullTransitionControl,0.475,0.4822,0.4737,0.4585,0.4701,0.4559,0.2561,TRANSITION-DEGRADING
12,Antisymmetry-Neutral,NullTransitionControl,0.4097,0.4068,0.4286,0.4116,0.4008,0.4087,0.223,TRANSITION-DEGRADING
16,Antisymmetry-Neutral,NullTransitionControl,0.3824,0.3643,0.3694,0.3573,0.3497,0.3543,0.2012,TRANSITION-FAILED
20,Antisymmetry-Neutral,NullTransitionControl,0.3266,0.3361,0.332,0.3214,0.3164,0.3234,0.1826,TRANSITION-FAILED
24,Antisymmetry-Neutral,NullTransitionControl,0.2957,0.3025,0.3114,0.2942,0.2915,0.2955,0.1608,TRANSITION-FAILED
32,Antisymmetry-Neutral,NullTransitionControl,0.2653,0.2529,0.2581,0.2422,0.2404,0.2504,0.1287,TRANSITION-FAILED
40,Antisymmetry-Neutral,NullTransitionControl,0.2271,0.227,0.2174,0.2174,0.2116,0.2102,0.1238,TRANSITION-FAILED
48,Antisymmetry-Neutral,NullTransitionControl,0.1961,0.1966,0.1989,0.186,0.1903,0.1903,0.1073,TRANSITION-FAILED
64,Antisymmetry-Neutral,NullTransitionControl,0.1598,0.158,0.1566,0.1517,0.1568,0.1482,0.0819,TRANSITION-FAILED
80,Antisymmetry-Neutral,NullTransitionControl,0.133,0.1309,0.1348,0.1253,0.1284,0.1295,0.0718,TRANSITION-FAILED
96,Antisymmetry-Neutral,NullTransitionControl,0.1186,0.1145,0.1166,0.113,0.1102,0.1096,0.0579,TRANSITION-FAILED
1,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.858,0.8216,0.7934,0.8029,0.7527,0.7961,0.2243,TRANSITION-STABLE
2,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.8093,0.7605,0.7635,0.7445,0.7411,0.763,0.219,TRANSITION-BOUNDED
4,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.731,0.7302,0.6774,0.6861,0.683,0.6955,0.1847,TRANSITION-BOUNDED
6,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.6895,0.6572,0.6244,0.6342,0.6238,0.6449,0.1965,TRANSITION-PARTIAL
8,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.6201,0.618,0.5889,0.5808,0.5762,0.5964,0.1569,TRANSITION-PARTIAL
12,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.5486,0.5343,0.5061,0.5235,0.5105,0.5257,0.1442,TRANSITION-DEGRADING
16,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.4895,0.4739,0.4562,0.4676,0.4368,0.4621,0.1235,TRANSITION-DEGRADING
20,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.4498,0.4187,0.4033,0.4175,0.4055,0.4189,0.1242,TRANSITION-DEGRADING
24,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.3929,0.3805,0.3704,0.3869,0.3653,0.3672,0.1077,TRANSITION-FAILED
32,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.3464,0.331,0.3226,0.3155,0.3003,0.3141,0.0896,TRANSITION-FAILED
40,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.2954,0.2804,0.2672,0.2825,0.262,0.2699,0.0762,TRANSITION-FAILED
48,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.2635,0.2555,0.2381,0.2449,0.232,0.2466,0.0753,TRANSITION-FAILED
64,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.2091,0.1981,0.2001,0.1996,0.195,0.1933,0.0608,TRANSITION-FAILED
80,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.1751,0.1662,0.1648,0.1659,0.1605,0.1679,0.0505,TRANSITION-FAILED
96,Projection-Antisymmetry-Neutral,TransitionPathwayTracking,0.1543,0.1452,0.144,0.1424,0.1369,0.1429,0.0433,TRANSITION-FAILED
1,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.8225,0.8048,0.8135,0.7998,0.7748,0.7844,0.2353,TRANSITION-STABLE
2,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.7984,0.7534,0.7499,0.7407,0.7298,0.7398,0.2418,TRANSITION-BOUNDED
4,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.7435,0.6913,0.6982,0.7015,0.6677,0.6896,0.1896,TRANSITION-BOUNDED
6,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.6788,0.6544,0.6542,0.6248,0.6189,0.6094,0.2048,TRANSITION-PARTIAL
8,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.6283,0.5973,0.6076,0.587,0.5919,0.5892,0.1814,TRANSITION-PARTIAL
12,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.551,0.5294,0.5351,0.5128,0.5126,0.5059,0.1513,TRANSITION-DEGRADING
16,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.4816,0.4726,0.4797,0.4509,0.4618,0.4565,0.1262,TRANSITION-DEGRADING
20,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.4485,0.4183,0.4227,0.407,0.4022,0.4125,0.1253,TRANSITION-DEGRADING
24,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.3926,0.3921,0.3807,0.3806,0.3757,0.3638,0.1182,TRANSITION-FAILED
32,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.3353,0.3171,0.3166,0.3107,0.3119,0.3048,0.101,TRANSITION-FAILED
40,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.2864,0.2767,0.2775,0.2793,0.2654,0.2758,0.0789,TRANSITION-FAILED
48,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.2636,0.2488,0.2443,0.2376,0.2354,0.24,0.0704,TRANSITION-FAILED
64,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.2072,0.1988,0.2012,0.1965,0.1926,0.1938,0.0616,TRANSITION-FAILED
80,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.1741,0.171,0.165,0.1628,0.162,0.1582,0.0461,TRANSITION-FAILED
96,Projection-Antisymmetry-Neutral,ClassBifurcationAnalysis,0.1538,0.1465,0.1452,0.1391,0.1404,0.1397,0.0444,TRANSITION-FAILED
1,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.849,0.8047,0.7829,0.7954,0.7769,0.7819,0.2286,TRANSITION-STABLE
2,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.7977,0.7892,0.7364,0.7815,0.7329,0.7527,0.2163,TRANSITION-STABLE
4,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.7479,0.7253,0.6737,0.7006,0.6635,0.6723,0.2035,TRANSITION-BOUNDED
6,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.6957,0.6684,0.6371,0.6488,0.6293,0.6193,0.1879,TRANSITION-PARTIAL
8,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.6489,0.6157,0.6009,0.6005,0.588,0.5955,0.1724,TRANSITION-PARTIAL
12,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.5597,0.5454,0.5259,0.5402,0.5064,0.514,0.1593,TRANSITION-DEGRADING
16,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.4939,0.474,0.4613,0.4788,0.453,0.4467,0.1315,TRANSITION-DEGRADING
20,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.4439,0.4261,0.4066,0.4137,0.4039,0.4172,0.1088,TRANSITION-DEGRADING
24,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.4087,0.3889,0.3703,0.3853,0.3602,0.3679,0.1128,TRANSITION-FAILED
32,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.3374,0.3318,0.3189,0.3269,0.3078,0.319,0.0975,TRANSITION-FAILED
40,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.3013,0.2817,0.2797,0.2873,0.2688,0.2735,0.074,TRANSITION-FAILED
48,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.2565,0.2468,0.2404,0.2459,0.2333,0.2387,0.0701,TRANSITION-FAILED
64,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.2101,0.2055,0.1997,0.1995,0.1927,0.1936,0.0605,TRANSITION-FAILED
80,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.1794,0.173,0.1679,0.1657,0.16,0.1679,0.0491,TRANSITION-FAILED
96,Projection-Antisymmetry-Neutral,MergeSplitDynamics,0.156,0.1437,0.1402,0.145,0.1355,0.1393,0.0389,TRANSITION-FAILED
1,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.8385,0.8085,0.7683,0.8039,0.7543,0.7852,0.2461,TRANSITION-STABLE
2,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.8044,0.7542,0.7267,0.7498,0.7048,0.7664,0.2184,TRANSITION-BOUNDED
4,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.7139,0.7004,0.682,0.6871,0.6734,0.6823,0.1952,TRANSITION-BOUNDED
6,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.6845,0.6578,0.619,0.6175,0.6075,0.6545,0.1739,TRANSITION-PARTIAL
8,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.6138,0.5921,0.5658,0.6019,0.567,0.5914,0.1745,TRANSITION-PARTIAL
12,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.5476,0.5267,0.5058,0.5216,0.4913,0.5266,0.1458,TRANSITION-DEGRADING
16,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.4977,0.4678,0.4437,0.4494,0.4457,0.4719,0.1345,TRANSITION-DEGRADING
20,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.4302,0.4254,0.4124,0.4033,0.3971,0.4123,0.1169,TRANSITION-DEGRADING
24,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.3901,0.3856,0.3747,0.3781,0.3639,0.3737,0.1174,TRANSITION-FAILED
32,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.3393,0.3313,0.3169,0.3152,0.3013,0.3135,0.0956,TRANSITION-FAILED
40,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.2978,0.2859,0.2734,0.2721,0.2613,0.283,0.0767,TRANSITION-FAILED
48,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.253,0.2512,0.236,0.2447,0.2307,0.2495,0.0675,TRANSITION-FAILED
64,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.2112,0.1983,0.1889,0.1978,0.191,0.1988,0.0589,TRANSITION-FAILED
80,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.1717,0.164,0.1648,0.1673,0.1585,0.1623,0.0525,TRANSITION-FAILED
96,Projection-Antisymmetry-Neutral,RecursiveClassEvolution,0.1537,0.1444,0.1414,0.1381,0.1391,0.1411,0.0409,TRANSITION-FAILED
1,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.8121,0.7795,0.8105,0.7624,0.7712,0.7467,0.2362,TRANSITION-BOUNDED
2,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.7989,0.7699,0.7738,0.7404,0.748,0.7239,0.2373,TRANSITION-BOUNDED
4,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.7419,0.6853,0.7106,0.6635,0.6921,0.6603,0.208,TRANSITION-BOUNDED
6,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.6615,0.655,0.6297,0.6416,0.6295,0.6148,0.1748,TRANSITION-PARTIAL
8,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.6133,0.5961,0.5881,0.5696,0.5991,0.5853,0.1701,TRANSITION-PARTIAL
12,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.5366,0.5255,0.5266,0.4984,0.5229,0.5114,0.1634,TRANSITION-DEGRADING
16,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.4727,0.4612,0.4563,0.44,0.448,0.4354,0.1469,TRANSITION-DEGRADING
20,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.4325,0.4231,0.4182,0.4006,0.419,0.4009,0.1191,TRANSITION-DEGRADING
24,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.3965,0.3741,0.3842,0.3653,0.3759,0.3597,0.1105,TRANSITION-FAILED
32,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.3308,0.3151,0.3234,0.3041,0.3172,0.3111,0.0966,TRANSITION-FAILED
40,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.2954,0.276,0.2809,0.274,0.2759,0.2734,0.0857,TRANSITION-FAILED
48,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.2502,0.2448,0.2386,0.2359,0.2467,0.2405,0.0722,TRANSITION-FAILED
64,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.2064,0.1986,0.1979,0.1939,0.1911,0.1869,0.0584,TRANSITION-FAILED
80,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.1721,0.1667,0.1672,0.1577,0.1604,0.1582,0.0507,TRANSITION-FAILED
96,Projection-Antisymmetry-Neutral,CollapseTransitionMapping,0.1522,0.1406,0.1433,0.1416,0.1433,0.1367,0.0457,TRANSITION-FAILED
1,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.8123,0.8001,0.7665,0.7683,0.7836,0.7602,0.233,TRANSITION-STABLE
2,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.8013,0.774,0.749,0.7232,0.744,0.7518,0.2423,TRANSITION-BOUNDED
4,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.7272,0.6802,0.67,0.6734,0.6836,0.6645,0.2179,TRANSITION-BOUNDED
6,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.6653,0.6357,0.6332,0.6133,0.6028,0.6287,0.1969,TRANSITION-PARTIAL
8,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.6332,0.5984,0.5838,0.5868,0.5796,0.5872,0.1828,TRANSITION-PARTIAL
12,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.5282,0.5336,0.5256,0.5204,0.4996,0.507,0.1669,TRANSITION-DEGRADING
16,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.4802,0.4692,0.4674,0.4431,0.4391,0.4473,0.1352,TRANSITION-DEGRADING
20,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.427,0.4078,0.4063,0.3977,0.3949,0.4014,0.1347,TRANSITION-DEGRADING
24,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.4019,0.3857,0.381,0.3656,0.3701,0.3743,0.1133,TRANSITION-FAILED
32,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.3284,0.3223,0.3176,0.307,0.3029,0.3061,0.1029,TRANSITION-FAILED
40,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.2812,0.2778,0.2724,0.2658,0.2654,0.2728,0.0811,TRANSITION-FAILED
48,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.2596,0.2436,0.2423,0.2405,0.234,0.2389,0.0773,TRANSITION-FAILED
64,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.2066,0.1976,0.1911,0.197,0.1947,0.1897,0.0658,TRANSITION-FAILED
80,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.176,0.1642,0.1642,0.159,0.1601,0.1652,0.0487,TRANSITION-FAILED
96,Projection-Antisymmetry-Neutral,PerturbationDrivenMigration,0.1513,0.1439,0.1418,0.1414,0.1363,0.1381,0.046,TRANSITION-FAILED
1,Projection-Antisymmetry-Neutral,NullTransitionControl,0.6532,0.638,0.6404,0.6124,0.6195,0.6015,0.3339,TRANSITION-PARTIAL
2,Projection-Antisymmetry-Neutral,NullTransitionControl,0.6264,0.5974,0.6031,0.5836,0.5904,0.5637,0.3214,TRANSITION-PARTIAL
4,Projection-Antisymmetry-Neutral,NullTransitionControl,0.5746,0.571,0.5414,0.539,0.5314,0.5212,0.2879,TRANSITION-DEGRADING
6,Projection-Antisymmetry-Neutral,NullTransitionControl,0.5251,0.4968,0.5051,0.4956,0.495,0.4729,0.2851,TRANSITION-DEGRADING
8,Projection-Antisymmetry-Neutral,NullTransitionControl,0.4852,0.462,0.484,0.4571,0.4553,0.4534,0.2648,TRANSITION-DEGRADING
12,Projection-Antisymmetry-Neutral,NullTransitionControl,0.4291,0.4244,0.4152,0.4061,0.4101,0.3923,0.2305,TRANSITION-DEGRADING
16,Projection-Antisymmetry-Neutral,NullTransitionControl,0.362,0.3623,0.3691,0.3521,0.3554,0.3631,0.1885,TRANSITION-FAILED
20,Projection-Antisymmetry-Neutral,NullTransitionControl,0.342,0.3411,0.3332,0.3171,0.316,0.3201,0.167,TRANSITION-FAILED
24,Projection-Antisymmetry-Neutral,NullTransitionControl,0.3122,0.3002,0.2982,0.3003,0.2951,0.2943,0.156,TRANSITION-FAILED
32,Projection-Antisymmetry-Neutral,NullTransitionControl,0.2531,0.2623,0.2562,0.2475,0.2548,0.2389,0.1415,TRANSITION-FAILED
40,Projection-Antisymmetry-Neutral,NullTransitionControl,0.2203,0.2151,0.2239,0.2182,0.2205,0.2104,0.1207,TRANSITION-FAILED
48,Projection-Antisymmetry-Neutral,NullTransitionControl,0.201,0.1998,0.1948,0.1873,0.1897,0.1852,0.1045,TRANSITION-FAILED
64,Projection-Antisymmetry-Neutral,NullTransitionControl,0.1579,0.1558,0.1564,0.1483,0.151,0.153,0.0809,TRANSITION-FAILED
80,Projection-Antisymmetry-Neutral,NullTransitionControl,0.1348,0.1295,0.1367,0.1318,0.1326,0.1287,0.0671,TRANSITION-FAILED
96,Projection-Antisymmetry-Neutral,NullTransitionControl,0.1183,0.1167,0.1112,0.1073,0.1112,0.1085,0.0588,TRANSITION-FAILED
