chain,domain_A,domain_B,domain_C,operator_A,operator_B,chain_identity_similarity,chain_cg_rate,chain_cg_retention,identity_preserved,cg_preserved
gray_scott→kuramoto→cellular_automata,gray_scott,kuramoto,cellular_automata,recursive_feedback,resonance_locking,0.9962,0.236,0.6592,1,0
gray_scott→kuramoto→coupled_map_lattice,gray_scott,kuramoto,coupled_map_lattice,recursive_feedback,resonance_locking,0.9988,0.292,0.8156,1,1
gray_scott→kuramoto→graph_diffusion,gray_scott,kuramoto,graph_diffusion,recursive_feedback,resonance_locking,0.9947,0.236,0.6592,1,0
gray_scott→kuramoto→lotka_volterra,gray_scott,kuramoto,lotka_volterra,recursive_feedback,resonance_locking,0.9966,0.236,0.6592,1,0
gray_scott→kuramoto→nonlinear_oscillator,gray_scott,kuramoto,nonlinear_oscillator,recursive_feedback,resonance_locking,0.9979,0.4093,0.7872,1,0
gray_scott→kuramoto→population,gray_scott,kuramoto,population,recursive_feedback,resonance_locking,0.9994,0.3153,0.8808,1,1
gray_scott→kuramoto→replicator,gray_scott,kuramoto,replicator,recursive_feedback,resonance_locking,0.9952,0.236,0.6592,1,0
kuramoto→gray_scott→branching,kuramoto,gray_scott,branching,recursive_feedback,resonance_locking,0.999,0.3173,0.8864,1,1
kuramoto→gray_scott→cellular_automata,kuramoto,gray_scott,cellular_automata,recursive_feedback,resonance_locking,0.9962,0.236,0.6592,1,0
kuramoto→gray_scott→coupled_map_lattice,kuramoto,gray_scott,coupled_map_lattice,recursive_feedback,resonance_locking,0.9988,0.292,0.8156,1,1
kuramoto→gray_scott→graph_diffusion,kuramoto,gray_scott,graph_diffusion,recursive_feedback,resonance_locking,0.9947,0.236,0.6592,1,0
kuramoto→gray_scott→lotka_volterra,kuramoto,gray_scott,lotka_volterra,recursive_feedback,resonance_locking,0.9966,0.236,0.6592,1,0
kuramoto→gray_scott→nonlinear_oscillator,kuramoto,gray_scott,nonlinear_oscillator,recursive_feedback,resonance_locking,0.9979,0.4093,0.7872,1,0
kuramoto→gray_scott→population,kuramoto,gray_scott,population,recursive_feedback,resonance_locking,0.9994,0.3153,0.8808,1,1
kuramoto→gray_scott→replicator,kuramoto,gray_scott,replicator,recursive_feedback,resonance_locking,0.9952,0.236,0.6592,1,0
graph_diffusion→cellular_automata→branching,graph_diffusion,cellular_automata,branching,competitive_exclusion,diffusion,0.9973,0.0813,0.3333,1,0
graph_diffusion→cellular_automata→coupled_map_lattice,graph_diffusion,cellular_automata,coupled_map_lattice,competitive_exclusion,diffusion,0.999,0.056,0.3333,1,0
graph_diffusion→cellular_automata→gray_scott,graph_diffusion,cellular_automata,gray_scott,competitive_exclusion,diffusion,0.9937,0.1167,0.3333,1,0
graph_diffusion→cellular_automata→kuramoto,graph_diffusion,cellular_automata,kuramoto,competitive_exclusion,diffusion,0.996,0.1193,0.3333,1,0
graph_diffusion→cellular_automata→lotka_volterra,graph_diffusion,cellular_automata,lotka_volterra,competitive_exclusion,diffusion,0.9998,0.0,0.0,1,0
graph_diffusion→cellular_automata→nonlinear_oscillator,graph_diffusion,cellular_automata,nonlinear_oscillator,competitive_exclusion,diffusion,0.9996,0.1733,0.3333,1,0
graph_diffusion→cellular_automata→population,graph_diffusion,cellular_automata,population,competitive_exclusion,diffusion,0.9982,0.0793,0.3333,1,0
graph_diffusion→cellular_automata→replicator,graph_diffusion,cellular_automata,replicator,competitive_exclusion,diffusion,1.0,0.0,0.0,1,0
graph_diffusion→coupled_map_lattice→branching,graph_diffusion,coupled_map_lattice,branching,competitive_exclusion,diffusion,0.9984,0.1373,0.5628,1,0
graph_diffusion→coupled_map_lattice→cellular_automata,graph_diffusion,coupled_map_lattice,cellular_automata,competitive_exclusion,diffusion,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→gray_scott,graph_diffusion,coupled_map_lattice,gray_scott,competitive_exclusion,diffusion,0.9956,0.1727,0.4933,1,0
graph_diffusion→coupled_map_lattice→kuramoto,graph_diffusion,coupled_map_lattice,kuramoto,competitive_exclusion,diffusion,0.9974,0.1753,0.4898,1,0
graph_diffusion→coupled_map_lattice→lotka_volterra,graph_diffusion,coupled_map_lattice,lotka_volterra,competitive_exclusion,diffusion,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→nonlinear_oscillator,graph_diffusion,coupled_map_lattice,nonlinear_oscillator,competitive_exclusion,diffusion,0.9999,0.2293,0.441,1,0
graph_diffusion→coupled_map_lattice→population,graph_diffusion,coupled_map_lattice,population,competitive_exclusion,diffusion,0.999,0.1353,0.5686,1,0
graph_diffusion→coupled_map_lattice→replicator,graph_diffusion,coupled_map_lattice,replicator,competitive_exclusion,diffusion,0.9998,0.056,0.3333,1,0
replicator→cellular_automata→branching,replicator,cellular_automata,branching,competitive_exclusion,diffusion,0.9974,0.0813,0.3333,1,0
replicator→cellular_automata→coupled_map_lattice,replicator,cellular_automata,coupled_map_lattice,competitive_exclusion,diffusion,0.9991,0.056,0.3333,1,0
replicator→cellular_automata→graph_diffusion,replicator,cellular_automata,graph_diffusion,competitive_exclusion,diffusion,1.0,0.0,0.0,1,0
replicator→cellular_automata→gray_scott,replicator,cellular_automata,gray_scott,competitive_exclusion,diffusion,0.9939,0.1167,0.3333,1,0
replicator→cellular_automata→kuramoto,replicator,cellular_automata,kuramoto,competitive_exclusion,diffusion,0.9961,0.1193,0.3333,1,0
replicator→cellular_automata→lotka_volterra,replicator,cellular_automata,lotka_volterra,competitive_exclusion,diffusion,0.9998,0.0,0.0,1,0
replicator→cellular_automata→nonlinear_oscillator,replicator,cellular_automata,nonlinear_oscillator,competitive_exclusion,diffusion,0.9996,0.1733,0.3333,1,0
replicator→cellular_automata→population,replicator,cellular_automata,population,competitive_exclusion,diffusion,0.9983,0.0793,0.3333,1,0
replicator→coupled_map_lattice→branching,replicator,coupled_map_lattice,branching,competitive_exclusion,diffusion,0.9985,0.1373,0.5628,1,0
replicator→coupled_map_lattice→cellular_automata,replicator,coupled_map_lattice,cellular_automata,competitive_exclusion,diffusion,0.9999,0.056,0.3333,1,0
replicator→coupled_map_lattice→graph_diffusion,replicator,coupled_map_lattice,graph_diffusion,competitive_exclusion,diffusion,0.9996,0.056,0.3333,1,0
replicator→coupled_map_lattice→gray_scott,replicator,coupled_map_lattice,gray_scott,competitive_exclusion,diffusion,0.9958,0.1727,0.4933,1,0
replicator→coupled_map_lattice→kuramoto,replicator,coupled_map_lattice,kuramoto,competitive_exclusion,diffusion,0.9976,0.1753,0.4898,1,0
replicator→coupled_map_lattice→lotka_volterra,replicator,coupled_map_lattice,lotka_volterra,competitive_exclusion,diffusion,0.9999,0.056,0.3333,1,0
replicator→coupled_map_lattice→nonlinear_oscillator,replicator,coupled_map_lattice,nonlinear_oscillator,competitive_exclusion,diffusion,0.9999,0.2293,0.441,1,0
replicator→coupled_map_lattice→population,replicator,coupled_map_lattice,population,competitive_exclusion,diffusion,0.9991,0.1353,0.5686,1,0
graph_diffusion→population→branching,graph_diffusion,population,branching,competitive_exclusion,hierarchical_nesting,0.9987,0.1607,0.6585,1,0
graph_diffusion→population→cellular_automata,graph_diffusion,population,cellular_automata,competitive_exclusion,hierarchical_nesting,0.9998,0.0793,0.3333,1,0
graph_diffusion→population→coupled_map_lattice,graph_diffusion,population,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,0.9998,0.1353,0.5686,1,0
graph_diffusion→population→gray_scott,graph_diffusion,population,gray_scott,competitive_exclusion,hierarchical_nesting,0.9964,0.196,0.56,1,0
graph_diffusion→population→kuramoto,graph_diffusion,population,kuramoto,competitive_exclusion,hierarchical_nesting,0.998,0.1987,0.5549,1,0
graph_diffusion→population→lotka_volterra,graph_diffusion,population,lotka_volterra,competitive_exclusion,hierarchical_nesting,0.9998,0.0793,0.3333,1,0
graph_diffusion→population→nonlinear_oscillator,graph_diffusion,population,nonlinear_oscillator,competitive_exclusion,hierarchical_nesting,1.0,0.2527,0.4859,1,0
graph_diffusion→population→replicator,graph_diffusion,population,replicator,competitive_exclusion,hierarchical_nesting,0.9996,0.0793,0.3333,1,0
graph_diffusion→coupled_map_lattice→branching,graph_diffusion,coupled_map_lattice,branching,competitive_exclusion,hierarchical_nesting,0.9984,0.1373,0.5628,1,0
graph_diffusion→coupled_map_lattice→cellular_automata,graph_diffusion,coupled_map_lattice,cellular_automata,competitive_exclusion,hierarchical_nesting,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→gray_scott,graph_diffusion,coupled_map_lattice,gray_scott,competitive_exclusion,hierarchical_nesting,0.9956,0.1727,0.4933,1,0
graph_diffusion→coupled_map_lattice→kuramoto,graph_diffusion,coupled_map_lattice,kuramoto,competitive_exclusion,hierarchical_nesting,0.9974,0.1753,0.4898,1,0
graph_diffusion→coupled_map_lattice→lotka_volterra,graph_diffusion,coupled_map_lattice,lotka_volterra,competitive_exclusion,hierarchical_nesting,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→nonlinear_oscillator,graph_diffusion,coupled_map_lattice,nonlinear_oscillator,competitive_exclusion,hierarchical_nesting,0.9999,0.2293,0.441,1,0
graph_diffusion→coupled_map_lattice→population,graph_diffusion,coupled_map_lattice,population,competitive_exclusion,hierarchical_nesting,0.999,0.1353,0.5686,1,0
graph_diffusion→coupled_map_lattice→replicator,graph_diffusion,coupled_map_lattice,replicator,competitive_exclusion,hierarchical_nesting,0.9998,0.056,0.3333,1,0
replicator→population→branching,replicator,population,branching,competitive_exclusion,hierarchical_nesting,0.9988,0.1607,0.6585,1,0
replicator→population→cellular_automata,replicator,population,cellular_automata,competitive_exclusion,hierarchical_nesting,0.9998,0.0793,0.3333,1,0
replicator→population→coupled_map_lattice,replicator,population,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,0.9999,0.1353,0.5686,1,0
replicator→population→graph_diffusion,replicator,population,graph_diffusion,competitive_exclusion,hierarchical_nesting,0.9993,0.0793,0.3333,1,0
replicator→population→gray_scott,replicator,population,gray_scott,competitive_exclusion,hierarchical_nesting,0.9967,0.196,0.56,1,0
replicator→population→kuramoto,replicator,population,kuramoto,competitive_exclusion,hierarchical_nesting,0.9982,0.1987,0.5549,1,0
replicator→population→lotka_volterra,replicator,population,lotka_volterra,competitive_exclusion,hierarchical_nesting,0.9998,0.0793,0.3333,1,0
replicator→population→nonlinear_oscillator,replicator,population,nonlinear_oscillator,competitive_exclusion,hierarchical_nesting,1.0,0.2527,0.4859,1,0
replicator→coupled_map_lattice→branching,replicator,coupled_map_lattice,branching,competitive_exclusion,hierarchical_nesting,0.9985,0.1373,0.5628,1,0
replicator→coupled_map_lattice→cellular_automata,replicator,coupled_map_lattice,cellular_automata,competitive_exclusion,hierarchical_nesting,0.9999,0.056,0.3333,1,0
replicator→coupled_map_lattice→graph_diffusion,replicator,coupled_map_lattice,graph_diffusion,competitive_exclusion,hierarchical_nesting,0.9996,0.056,0.3333,1,0
replicator→coupled_map_lattice→gray_scott,replicator,coupled_map_lattice,gray_scott,competitive_exclusion,hierarchical_nesting,0.9958,0.1727,0.4933,1,0
replicator→coupled_map_lattice→kuramoto,replicator,coupled_map_lattice,kuramoto,competitive_exclusion,hierarchical_nesting,0.9976,0.1753,0.4898,1,0
replicator→coupled_map_lattice→lotka_volterra,replicator,coupled_map_lattice,lotka_volterra,competitive_exclusion,hierarchical_nesting,0.9999,0.056,0.3333,1,0
replicator→coupled_map_lattice→nonlinear_oscillator,replicator,coupled_map_lattice,nonlinear_oscillator,competitive_exclusion,hierarchical_nesting,0.9999,0.2293,0.441,1,0
replicator→coupled_map_lattice→population,replicator,coupled_map_lattice,population,competitive_exclusion,hierarchical_nesting,0.9991,0.1353,0.5686,1,0
graph_diffusion→coupled_map_lattice→branching,graph_diffusion,coupled_map_lattice,branching,competitive_exclusion,constraint_propagation,0.9984,0.1373,0.5628,1,0
graph_diffusion→coupled_map_lattice→cellular_automata,graph_diffusion,coupled_map_lattice,cellular_automata,competitive_exclusion,constraint_propagation,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→gray_scott,graph_diffusion,coupled_map_lattice,gray_scott,competitive_exclusion,constraint_propagation,0.9956,0.1727,0.4933,1,0
graph_diffusion→coupled_map_lattice→kuramoto,graph_diffusion,coupled_map_lattice,kuramoto,competitive_exclusion,constraint_propagation,0.9974,0.1753,0.4898,1,0
graph_diffusion→coupled_map_lattice→lotka_volterra,graph_diffusion,coupled_map_lattice,lotka_volterra,competitive_exclusion,constraint_propagation,0.9999,0.056,0.3333,1,0
graph_diffusion→coupled_map_lattice→nonlinear_oscillator,graph_diffusion,coupled_map_lattice,nonlinear_oscillator,competitive_exclusion,constraint_propagation,0.9999,0.2293,0.441,1,0
graph_diffusion→coupled_map_lattice→population,graph_diffusion,coupled_map_lattice,population,competitive_exclusion,constraint_propagation,0.999,0.1353,0.5686,1,0
graph_diffusion→coupled_map_lattice→replicator,graph_diffusion,coupled_map_lattice,replicator,competitive_exclusion,constraint_propagation,0.9998,0.056,0.3333,1,0
graph_diffusion→cellular_automata→branching,graph_diffusion,cellular_automata,branching,competitive_exclusion,constraint_propagation,0.9973,0.0813,0.3333,1,0
graph_diffusion→cellular_automata→coupled_map_lattice,graph_diffusion,cellular_automata,coupled_map_lattice,competitive_exclusion,constraint_propagation,0.999,0.056,0.3333,1,0
graph_diffusion→cellular_automata→gray_scott,graph_diffusion,cellular_automata,gray_scott,competitive_exclusion,constraint_propagation,0.9937,0.1167,0.3333,1,0
graph_diffusion→cellular_automata→kuramoto,graph_diffusion,cellular_automata,kuramoto,competitive_exclusion,constraint_propagation,0.996,0.1193,0.3333,1,0
graph_diffusion→cellular_automata→lotka_volterra,graph_diffusion,cellular_automata,lotka_volterra,competitive_exclusion,constraint_propagation,0.9998,0.0,0.0,1,0
graph_diffusion→cellular_automata→nonlinear_oscillator,graph_diffusion,cellular_automata,nonlinear_oscillator,competitive_exclusion,constraint_propagation,0.9996,0.1733,0.3333,1,0
graph_diffusion→cellular_automata→population,graph_diffusion,cellular_automata,population,competitive_exclusion,constraint_propagation,0.9982,0.0793,0.3333,1,0
graph_diffusion→cellular_automata→replicator,graph_diffusion,cellular_automata,replicator,competitive_exclusion,constraint_propagation,1.0,0.0,0.0,1,0
replicator→coupled_map_lattice→branching,replicator,coupled_map_lattice,branching,competitive_exclusion,constraint_propagation,0.9985,0.1373,0.5628,1,0
replicator→coupled_map_lattice→cellular_automata,replicator,coupled_map_lattice,cellular_automata,competitive_exclusion,constraint_propagation,0.9999,0.056,0.3333,1,0
replicator→coupled_map_lattice→graph_diffusion,replicator,coupled_map_lattice,graph_diffusion,competitive_exclusion,constraint_propagation,0.9996,0.056,0.3333,1,0
replicator→coupled_map_lattice→gray_scott,replicator,coupled_map_lattice,gray_scott,competitive_exclusion,constraint_propagation,0.9958,0.1727,0.4933,1,0
replicator→coupled_map_lattice→kuramoto,replicator,coupled_map_lattice,kuramoto,competitive_exclusion,constraint_propagation,0.9976,0.1753,0.4898,1,0
replicator→coupled_map_lattice→lotka_volterra,replicator,coupled_map_lattice,lotka_volterra,competitive_exclusion,constraint_propagation,0.9999,0.056,0.3333,1,0
replicator→coupled_map_lattice→nonlinear_oscillator,replicator,coupled_map_lattice,nonlinear_oscillator,competitive_exclusion,constraint_propagation,0.9999,0.2293,0.441,1,0
replicator→coupled_map_lattice→population,replicator,coupled_map_lattice,population,competitive_exclusion,constraint_propagation,0.9991,0.1353,0.5686,1,0
replicator→cellular_automata→branching,replicator,cellular_automata,branching,competitive_exclusion,constraint_propagation,0.9974,0.0813,0.3333,1,0
replicator→cellular_automata→coupled_map_lattice,replicator,cellular_automata,coupled_map_lattice,competitive_exclusion,constraint_propagation,0.9991,0.056,0.3333,1,0
replicator→cellular_automata→graph_diffusion,replicator,cellular_automata,graph_diffusion,competitive_exclusion,constraint_propagation,1.0,0.0,0.0,1,0
replicator→cellular_automata→gray_scott,replicator,cellular_automata,gray_scott,competitive_exclusion,constraint_propagation,0.9939,0.1167,0.3333,1,0
replicator→cellular_automata→kuramoto,replicator,cellular_automata,kuramoto,competitive_exclusion,constraint_propagation,0.9961,0.1193,0.3333,1,0
replicator→cellular_automata→lotka_volterra,replicator,cellular_automata,lotka_volterra,competitive_exclusion,constraint_propagation,0.9998,0.0,0.0,1,0
replicator→cellular_automata→nonlinear_oscillator,replicator,cellular_automata,nonlinear_oscillator,competitive_exclusion,constraint_propagation,0.9996,0.1733,0.3333,1,0
replicator→cellular_automata→population,replicator,cellular_automata,population,competitive_exclusion,constraint_propagation,0.9983,0.0793,0.3333,1,0
graph_diffusion→gray_scott→branching,graph_diffusion,gray_scott,branching,competitive_exclusion,resonance_locking,0.9994,0.198,0.5657,1,0
graph_diffusion→gray_scott→cellular_automata,graph_diffusion,gray_scott,cellular_automata,competitive_exclusion,resonance_locking,0.9989,0.1167,0.3333,1,0
graph_diffusion→gray_scott→coupled_map_lattice,graph_diffusion,gray_scott,coupled_map_lattice,competitive_exclusion,resonance_locking,0.9999,0.1727,0.4933,1,0
graph_diffusion→gray_scott→kuramoto,graph_diffusion,gray_scott,kuramoto,competitive_exclusion,resonance_locking,0.9995,0.236,0.6592,1,0
graph_diffusion→gray_scott→lotka_volterra,graph_diffusion,gray_scott,lotka_volterra,competitive_exclusion,resonance_locking,0.999,0.1167,0.3333,1,0
graph_diffusion→gray_scott→nonlinear_oscillator,graph_diffusion,gray_scott,nonlinear_oscillator,competitive_exclusion,resonance_locking,0.9996,0.29,0.5577,1,0
graph_diffusion→gray_scott→population,graph_diffusion,gray_scott,population,competitive_exclusion,resonance_locking,1.0,0.196,0.56,1,0
graph_diffusion→gray_scott→replicator,graph_diffusion,gray_scott,replicator,competitive_exclusion,resonance_locking,0.9983,0.1167,0.3333,1,0
graph_diffusion→kuramoto→branching,graph_diffusion,kuramoto,branching,competitive_exclusion,resonance_locking,0.9993,0.2007,0.5605,1,0
graph_diffusion→kuramoto→cellular_automata,graph_diffusion,kuramoto,cellular_automata,competitive_exclusion,resonance_locking,0.9994,0.1193,0.3333,1,0
graph_diffusion→kuramoto→coupled_map_lattice,graph_diffusion,kuramoto,coupled_map_lattice,competitive_exclusion,resonance_locking,1.0,0.1753,0.4898,1,0
graph_diffusion→kuramoto→gray_scott,graph_diffusion,kuramoto,gray_scott,competitive_exclusion,resonance_locking,0.9978,0.236,0.6592,1,0
graph_diffusion→kuramoto→lotka_volterra,graph_diffusion,kuramoto,lotka_volterra,competitive_exclusion,resonance_locking,0.9995,0.1193,0.3333,1,0
graph_diffusion→kuramoto→nonlinear_oscillator,graph_diffusion,kuramoto,nonlinear_oscillator,competitive_exclusion,resonance_locking,0.9999,0.2927,0.5628,1,0
graph_diffusion→kuramoto→population,graph_diffusion,kuramoto,population,competitive_exclusion,resonance_locking,0.9998,0.1987,0.5549,1,0
graph_diffusion→kuramoto→replicator,graph_diffusion,kuramoto,replicator,competitive_exclusion,resonance_locking,0.999,0.1193,0.3333,1,0
replicator→gray_scott→branching,replicator,gray_scott,branching,competitive_exclusion,resonance_locking,0.9994,0.198,0.5657,1,0
replicator→gray_scott→cellular_automata,replicator,gray_scott,cellular_automata,competitive_exclusion,resonance_locking,0.9987,0.1167,0.3333,1,0
replicator→gray_scott→coupled_map_lattice,replicator,gray_scott,coupled_map_lattice,competitive_exclusion,resonance_locking,0.9999,0.1727,0.4933,1,0
replicator→gray_scott→graph_diffusion,replicator,gray_scott,graph_diffusion,competitive_exclusion,resonance_locking,0.9979,0.1167,0.3333,1,0
replicator→gray_scott→kuramoto,replicator,gray_scott,kuramoto,competitive_exclusion,resonance_locking,0.9996,0.236,0.6592,1,0
replicator→gray_scott→lotka_volterra,replicator,gray_scott,lotka_volterra,competitive_exclusion,resonance_locking,0.9989,0.1167,0.3333,1,0
replicator→gray_scott→nonlinear_oscillator,replicator,gray_scott,nonlinear_oscillator,competitive_exclusion,resonance_locking,0.9995,0.29,0.5577,1,0
replicator→gray_scott→population,replicator,gray_scott,population,competitive_exclusion,resonance_locking,1.0,0.196,0.56,1,0
replicator→kuramoto→branching,replicator,kuramoto,branching,competitive_exclusion,resonance_locking,0.9994,0.2007,0.5605,1,0
replicator→kuramoto→cellular_automata,replicator,kuramoto,cellular_automata,competitive_exclusion,resonance_locking,0.9993,0.1193,0.3333,1,0
replicator→kuramoto→coupled_map_lattice,replicator,kuramoto,coupled_map_lattice,competitive_exclusion,resonance_locking,1.0,0.1753,0.4898,1,0
replicator→kuramoto→graph_diffusion,replicator,kuramoto,graph_diffusion,competitive_exclusion,resonance_locking,0.9986,0.1193,0.3333,1,0
replicator→kuramoto→gray_scott,replicator,kuramoto,gray_scott,competitive_exclusion,resonance_locking,0.998,0.236,0.6592,1,0
replicator→kuramoto→lotka_volterra,replicator,kuramoto,lotka_volterra,competitive_exclusion,resonance_locking,0.9994,0.1193,0.3333,1,0
replicator→kuramoto→nonlinear_oscillator,replicator,kuramoto,nonlinear_oscillator,competitive_exclusion,resonance_locking,0.9999,0.2927,0.5628,1,0
replicator→kuramoto→population,replicator,kuramoto,population,competitive_exclusion,resonance_locking,0.9999,0.1987,0.5549,1,0
cellular_automata→population→branching,cellular_automata,population,branching,diffusion,hierarchical_nesting,0.9989,0.1607,0.6585,1,0
cellular_automata→population→coupled_map_lattice,cellular_automata,population,coupled_map_lattice,diffusion,hierarchical_nesting,0.9999,0.1353,0.5686,1,0
cellular_automata→population→graph_diffusion,cellular_automata,population,graph_diffusion,diffusion,hierarchical_nesting,0.9991,0.0793,0.3333,1,0
cellular_automata→population→gray_scott,cellular_automata,population,gray_scott,diffusion,hierarchical_nesting,0.9971,0.196,0.56,1,0
cellular_automata→population→kuramoto,cellular_automata,population,kuramoto,diffusion,hierarchical_nesting,0.9985,0.1987,0.5549,1,0
cellular_automata→population→lotka_volterra,cellular_automata,population,lotka_volterra,diffusion,hierarchical_nesting,0.9997,0.0793,0.3333,1,0
cellular_automata→population→nonlinear_oscillator,cellular_automata,population,nonlinear_oscillator,diffusion,hierarchical_nesting,0.9999,0.2527,0.4859,1,0
cellular_automata→population→replicator,cellular_automata,population,replicator,diffusion,hierarchical_nesting,0.9993,0.0793,0.3333,1,0
cellular_automata→coupled_map_lattice→branching,cellular_automata,coupled_map_lattice,branching,diffusion,hierarchical_nesting,0.9987,0.1373,0.5628,1,0
cellular_automata→coupled_map_lattice→graph_diffusion,cellular_automata,coupled_map_lattice,graph_diffusion,diffusion,hierarchical_nesting,0.9995,0.056,0.3333,1,0
cellular_automata→coupled_map_lattice→gray_scott,cellular_automata,coupled_map_lattice,gray_scott,diffusion,hierarchical_nesting,0.9963,0.1727,0.4933,1,0
cellular_automata→coupled_map_lattice→kuramoto,cellular_automata,coupled_map_lattice,kuramoto,diffusion,hierarchical_nesting,0.998,0.1753,0.4898,1,0
cellular_automata→coupled_map_lattice→lotka_volterra,cellular_automata,coupled_map_lattice,lotka_volterra,diffusion,hierarchical_nesting,0.9998,0.056,0.3333,1,0
cellular_automata→coupled_map_lattice→nonlinear_oscillator,cellular_automata,coupled_map_lattice,nonlinear_oscillator,diffusion,hierarchical_nesting,1.0,0.2293,0.441,1,0
cellular_automata→coupled_map_lattice→population,cellular_automata,coupled_map_lattice,population,diffusion,hierarchical_nesting,0.9994,0.1353,0.5686,1,0
cellular_automata→coupled_map_lattice→replicator,cellular_automata,coupled_map_lattice,replicator,diffusion,hierarchical_nesting,0.9996,0.056,0.3333,1,0
coupled_map_lattice→population→branching,coupled_map_lattice,population,branching,diffusion,hierarchical_nesting,0.9995,0.2167,0.888,1,1
coupled_map_lattice→population→cellular_automata,coupled_map_lattice,population,cellular_automata,diffusion,hierarchical_nesting,0.9989,0.1353,0.5686,1,0
coupled_map_lattice→population→graph_diffusion,coupled_map_lattice,population,graph_diffusion,diffusion,hierarchical_nesting,0.9981,0.1353,0.5686,1,0
coupled_map_lattice→population→gray_scott,coupled_map_lattice,population,gray_scott,diffusion,hierarchical_nesting,0.9984,0.252,0.72,1,0
coupled_map_lattice→population→kuramoto,coupled_map_lattice,population,kuramoto,diffusion,hierarchical_nesting,0.9994,0.2547,0.7114,1,0
coupled_map_lattice→population→lotka_volterra,coupled_map_lattice,population,lotka_volterra,diffusion,hierarchical_nesting,0.9991,0.1353,0.5686,1,0
coupled_map_lattice→population→nonlinear_oscillator,coupled_map_lattice,population,nonlinear_oscillator,diffusion,hierarchical_nesting,0.9997,0.3087,0.5936,1,0
coupled_map_lattice→population→replicator,coupled_map_lattice,population,replicator,diffusion,hierarchical_nesting,0.9984,0.1353,0.5686,1,0
cellular_automata→coupled_map_lattice→branching,cellular_automata,coupled_map_lattice,branching,diffusion,constraint_propagation,0.9987,0.1373,0.5628,1,0
cellular_automata→coupled_map_lattice→graph_diffusion,cellular_automata,coupled_map_lattice,graph_diffusion,diffusion,constraint_propagation,0.9995,0.056,0.3333,1,0
cellular_automata→coupled_map_lattice→gray_scott,cellular_automata,coupled_map_lattice,gray_scott,diffusion,constraint_propagation,0.9963,0.1727,0.4933,1,0
cellular_automata→coupled_map_lattice→kuramoto,cellular_automata,coupled_map_lattice,kuramoto,diffusion,constraint_propagation,0.998,0.1753,0.4898,1,0
cellular_automata→coupled_map_lattice→lotka_volterra,cellular_automata,coupled_map_lattice,lotka_volterra,diffusion,constraint_propagation,0.9998,0.056,0.3333,1,0
cellular_automata→coupled_map_lattice→nonlinear_oscillator,cellular_automata,coupled_map_lattice,nonlinear_oscillator,diffusion,constraint_propagation,1.0,0.2293,0.441,1,0
cellular_automata→coupled_map_lattice→population,cellular_automata,coupled_map_lattice,population,diffusion,constraint_propagation,0.9994,0.1353,0.5686,1,0
cellular_automata→coupled_map_lattice→replicator,cellular_automata,coupled_map_lattice,replicator,diffusion,constraint_propagation,0.9996,0.056,0.3333,1,0
coupled_map_lattice→cellular_automata→branching,coupled_map_lattice,cellular_automata,branching,diffusion,constraint_propagation,0.9987,0.1373,0.5628,1,0
coupled_map_lattice→cellular_automata→graph_diffusion,coupled_map_lattice,cellular_automata,graph_diffusion,diffusion,constraint_propagation,0.9995,0.056,0.3333,1,0
coupled_map_lattice→cellular_automata→gray_scott,coupled_map_lattice,cellular_automata,gray_scott,diffusion,constraint_propagation,0.9963,0.1727,0.4933,1,0
coupled_map_lattice→cellular_automata→kuramoto,coupled_map_lattice,cellular_automata,kuramoto,diffusion,constraint_propagation,0.998,0.1753,0.4898,1,0
coupled_map_lattice→cellular_automata→lotka_volterra,coupled_map_lattice,cellular_automata,lotka_volterra,diffusion,constraint_propagation,0.9998,0.056,0.3333,1,0
coupled_map_lattice→cellular_automata→nonlinear_oscillator,coupled_map_lattice,cellular_automata,nonlinear_oscillator,diffusion,constraint_propagation,1.0,0.2293,0.441,1,0
coupled_map_lattice→cellular_automata→population,coupled_map_lattice,cellular_automata,population,diffusion,constraint_propagation,0.9994,0.1353,0.5686,1,0
coupled_map_lattice→cellular_automata→replicator,coupled_map_lattice,cellular_automata,replicator,diffusion,constraint_propagation,0.9996,0.056,0.3333,1,0
cellular_automata→gray_scott→branching,cellular_automata,gray_scott,branching,diffusion,resonance_locking,0.9994,0.198,0.5657,1,0
cellular_automata→gray_scott→coupled_map_lattice,cellular_automata,gray_scott,coupled_map_lattice,diffusion,resonance_locking,0.9998,0.1727,0.4933,1,0
cellular_automata→gray_scott→graph_diffusion,cellular_automata,gray_scott,graph_diffusion,diffusion,resonance_locking,0.9975,0.1167,0.3333,1,0
cellular_automata→gray_scott→kuramoto,cellular_automata,gray_scott,kuramoto,diffusion,resonance_locking,0.9997,0.236,0.6592,1,0
cellular_automata→gray_scott→lotka_volterra,cellular_automata,gray_scott,lotka_volterra,diffusion,resonance_locking,0.9987,0.1167,0.3333,1,0
