depth,sector,condition,rg_similarity,equilibrium_stability,transport_balance_index,bottleneck_equalization,recursive_flow_coherence,asymptotic_decay_suppression,equilibrium_persistence,classification
20,Projection-Neutral,AdaptiveBottleneckBalancing,0.5604,0.5304,0.5229,0.5321,0.5115,0.4954,0.5233,EQUILIBRIUM-DEGRADING
24,Projection-Neutral,AdaptiveBottleneckBalancing,0.5129,0.5038,0.4924,0.4909,0.4645,0.4695,0.4729,EQUILIBRIUM-DEGRADING
32,Projection-Neutral,AdaptiveBottleneckBalancing,0.4414,0.4425,0.4239,0.4342,0.41,0.4084,0.429,EQUILIBRIUM-DEGRADING
40,Projection-Neutral,AdaptiveBottleneckBalancing,0.4027,0.3831,0.3836,0.3824,0.3735,0.3654,0.3694,EQUILIBRIUM-FAILED
48,Projection-Neutral,AdaptiveBottleneckBalancing,0.3566,0.3485,0.3442,0.3452,0.3339,0.3216,0.3295,EQUILIBRIUM-FAILED
64,Projection-Neutral,AdaptiveBottleneckBalancing,0.3002,0.2857,0.2853,0.274,0.278,0.2686,0.2705,EQUILIBRIUM-FAILED
80,Projection-Neutral,AdaptiveBottleneckBalancing,0.2472,0.2468,0.2417,0.2401,0.2393,0.2311,0.2391,EQUILIBRIUM-FAILED
96,Projection-Neutral,AdaptiveBottleneckBalancing,0.2233,0.2119,0.2082,0.2106,0.2037,0.1994,0.208,EQUILIBRIUM-FAILED
128,Projection-Neutral,AdaptiveBottleneckBalancing,0.1772,0.1681,0.1705,0.1645,0.1647,0.1615,0.167,EQUILIBRIUM-FAILED
160,Projection-Neutral,AdaptiveBottleneckBalancing,0.149,0.1443,0.1403,0.1414,0.1366,0.1356,0.1375,EQUILIBRIUM-FAILED
192,Projection-Neutral,AdaptiveBottleneckBalancing,0.1266,0.1213,0.1174,0.1208,0.1175,0.1151,0.1183,EQUILIBRIUM-FAILED
256,Projection-Neutral,AdaptiveBottleneckBalancing,0.0962,0.0924,0.0913,0.0907,0.0881,0.0907,0.0896,EQUILIBRIUM-FAILED
1,Projection-Neutral,RecursiveFlowRedistribution,0.8997,0.8614,0.8606,0.8462,0.8383,0.8107,0.8431,EQUILIBRIUM-STABLE
2,Projection-Neutral,RecursiveFlowRedistribution,0.8608,0.8106,0.8287,0.7976,0.8251,0.7965,0.806,EQUILIBRIUM-STABLE
4,Projection-Neutral,RecursiveFlowRedistribution,0.8156,0.7702,0.7627,0.7765,0.7446,0.7265,0.7586,EQUILIBRIUM-STABLE
6,Projection-Neutral,RecursiveFlowRedistribution,0.7745,0.7434,0.7222,0.7059,0.7359,0.688,0.7111,EQUILIBRIUM-BOUNDED
8,Projection-Neutral,RecursiveFlowRedistribution,0.7157,0.6847,0.6952,0.6919,0.6825,0.6512,0.6948,EQUILIBRIUM-BOUNDED
12,Projection-Neutral,RecursiveFlowRedistribution,0.6507,0.6471,0.6112,0.6134,0.6039,0.5942,0.6148,EQUILIBRIUM-PARTIAL
16,Projection-Neutral,RecursiveFlowRedistribution,0.5847,0.5813,0.5721,0.5657,0.5597,0.5482,0.5738,EQUILIBRIUM-PARTIAL
20,Projection-Neutral,RecursiveFlowRedistribution,0.5362,0.5374,0.5331,0.5169,0.5178,0.5117,0.5127,EQUILIBRIUM-DEGRADING
24,Projection-Neutral,RecursiveFlowRedistribution,0.509,0.4887,0.4945,0.4797,0.4852,0.469,0.47,EQUILIBRIUM-DEGRADING
32,Projection-Neutral,RecursiveFlowRedistribution,0.4503,0.4369,0.42,0.4225,0.4123,0.398,0.4105,EQUILIBRIUM-DEGRADING
40,Projection-Neutral,RecursiveFlowRedistribution,0.3946,0.3781,0.3821,0.3665,0.3741,0.3509,0.3669,EQUILIBRIUM-FAILED
48,Projection-Neutral,RecursiveFlowRedistribution,0.3483,0.348,0.3346,0.3283,0.3337,0.3153,0.3375,EQUILIBRIUM-FAILED
64,Projection-Neutral,RecursiveFlowRedistribution,0.2955,0.2887,0.281,0.2746,0.2773,0.2655,0.2721,EQUILIBRIUM-FAILED
80,Projection-Neutral,RecursiveFlowRedistribution,0.2458,0.2372,0.2452,0.2341,0.2323,0.2293,0.2373,EQUILIBRIUM-FAILED
96,Projection-Neutral,RecursiveFlowRedistribution,0.2165,0.2121,0.2119,0.2105,0.2067,0.2003,0.203,EQUILIBRIUM-FAILED
128,Projection-Neutral,RecursiveFlowRedistribution,0.1716,0.1708,0.17,0.1649,0.1656,0.1616,0.1615,EQUILIBRIUM-FAILED
160,Projection-Neutral,RecursiveFlowRedistribution,0.1449,0.1396,0.141,0.1383,0.1357,0.1312,0.1379,EQUILIBRIUM-FAILED
192,Projection-Neutral,RecursiveFlowRedistribution,0.1223,0.1191,0.1178,0.1175,0.1181,0.1157,0.115,EQUILIBRIUM-FAILED
256,Projection-Neutral,RecursiveFlowRedistribution,0.0962,0.0941,0.0934,0.0892,0.0922,0.0886,0.0902,EQUILIBRIUM-FAILED
1,Projection-Neutral,SourceSinkSelfCorrection,0.8612,0.8384,0.8619,0.8357,0.8088,0.807,0.8326,EQUILIBRIUM-STABLE
2,Projection-Neutral,SourceSinkSelfCorrection,0.856,0.8066,0.82,0.809,0.7942,0.7733,0.7821,EQUILIBRIUM-STABLE
4,Projection-Neutral,SourceSinkSelfCorrection,0.7895,0.7652,0.794,0.7633,0.7477,0.7468,0.755,EQUILIBRIUM-STABLE
6,Projection-Neutral,SourceSinkSelfCorrection,0.7722,0.7169,0.7283,0.7245,0.6906,0.6958,0.7066,EQUILIBRIUM-BOUNDED
8,Projection-Neutral,SourceSinkSelfCorrection,0.717,0.6948,0.7084,0.6874,0.6708,0.6546,0.689,EQUILIBRIUM-BOUNDED
12,Projection-Neutral,SourceSinkSelfCorrection,0.6582,0.6243,0.6424,0.604,0.6158,0.605,0.6228,EQUILIBRIUM-PARTIAL
16,Projection-Neutral,SourceSinkSelfCorrection,0.5974,0.5732,0.5856,0.5492,0.5538,0.5633,0.5669,EQUILIBRIUM-PARTIAL
20,Projection-Neutral,SourceSinkSelfCorrection,0.5497,0.5352,0.5238,0.5088,0.5103,0.5013,0.5174,EQUILIBRIUM-DEGRADING
24,Projection-Neutral,SourceSinkSelfCorrection,0.5133,0.482,0.4875,0.4854,0.4632,0.4806,0.4731,EQUILIBRIUM-DEGRADING
32,Projection-Neutral,SourceSinkSelfCorrection,0.4442,0.4339,0.4212,0.4118,0.4146,0.4021,0.4222,EQUILIBRIUM-DEGRADING
40,Projection-Neutral,SourceSinkSelfCorrection,0.3873,0.368,0.3735,0.3708,0.3674,0.3602,0.3721,EQUILIBRIUM-FAILED
48,Projection-Neutral,SourceSinkSelfCorrection,0.3453,0.3408,0.3446,0.3275,0.3299,0.3314,0.3273,EQUILIBRIUM-FAILED
64,Projection-Neutral,SourceSinkSelfCorrection,0.29,0.278,0.2883,0.2728,0.2651,0.27,0.2746,EQUILIBRIUM-FAILED
80,Projection-Neutral,SourceSinkSelfCorrection,0.2475,0.2356,0.2436,0.2344,0.2366,0.2359,0.2367,EQUILIBRIUM-FAILED
96,Projection-Neutral,SourceSinkSelfCorrection,0.2137,0.2055,0.2142,0.2082,0.1988,0.1992,0.2023,EQUILIBRIUM-FAILED
128,Projection-Neutral,SourceSinkSelfCorrection,0.1755,0.169,0.1713,0.1595,0.1629,0.1604,0.1607,EQUILIBRIUM-FAILED
160,Projection-Neutral,SourceSinkSelfCorrection,0.1429,0.1413,0.1433,0.1348,0.1319,0.1361,0.1337,EQUILIBRIUM-FAILED
192,Projection-Neutral,SourceSinkSelfCorrection,0.1242,0.1167,0.1189,0.1185,0.1171,0.116,0.1185,EQUILIBRIUM-FAILED
256,Projection-Neutral,SourceSinkSelfCorrection,0.0945,0.0937,0.095,0.0918,0.0907,0.0905,0.0895,EQUILIBRIUM-FAILED
1,Projection-Neutral,TransportLoadEqualization,0.8642,0.8408,0.8353,0.8462,0.8329,0.8275,0.8402,EQUILIBRIUM-STABLE
2,Projection-Neutral,TransportLoadEqualization,0.8391,0.8098,0.8057,0.7972,0.7809,0.8023,0.8032,EQUILIBRIUM-STABLE
4,Projection-Neutral,TransportLoadEqualization,0.7975,0.7853,0.7701,0.7582,0.7457,0.7365,0.7621,EQUILIBRIUM-STABLE
6,Projection-Neutral,TransportLoadEqualization,0.7432,0.7147,0.7444,0.7162,0.7285,0.7079,0.7136,EQUILIBRIUM-BOUNDED
8,Projection-Neutral,TransportLoadEqualization,0.7126,0.6926,0.6859,0.6835,0.6671,0.687,0.6589,EQUILIBRIUM-BOUNDED
12,Projection-Neutral,TransportLoadEqualization,0.6457,0.6386,0.6311,0.6105,0.6251,0.6041,0.6088,EQUILIBRIUM-PARTIAL
16,Projection-Neutral,TransportLoadEqualization,0.5869,0.5724,0.5631,0.5596,0.5481,0.5694,0.5512,EQUILIBRIUM-PARTIAL
20,Projection-Neutral,TransportLoadEqualization,0.5451,0.5227,0.5156,0.5315,0.5156,0.5106,0.5252,EQUILIBRIUM-DEGRADING
24,Projection-Neutral,TransportLoadEqualization,0.4922,0.4873,0.4871,0.4872,0.4769,0.4811,0.4718,EQUILIBRIUM-DEGRADING
32,Projection-Neutral,TransportLoadEqualization,0.4406,0.4321,0.4235,0.4287,0.424,0.4044,0.4159,EQUILIBRIUM-DEGRADING
40,Projection-Neutral,TransportLoadEqualization,0.3931,0.3845,0.3746,0.3745,0.362,0.3695,0.3664,EQUILIBRIUM-FAILED
48,Projection-Neutral,TransportLoadEqualization,0.3512,0.3393,0.3442,0.3382,0.3352,0.3323,0.3236,EQUILIBRIUM-FAILED
64,Projection-Neutral,TransportLoadEqualization,0.2914,0.2855,0.2756,0.2785,0.2679,0.2677,0.2697,EQUILIBRIUM-FAILED
80,Projection-Neutral,TransportLoadEqualization,0.2469,0.2375,0.2427,0.2314,0.2287,0.2397,0.2375,EQUILIBRIUM-FAILED
96,Projection-Neutral,TransportLoadEqualization,0.2153,0.2129,0.2126,0.2061,0.2084,0.2065,0.2029,EQUILIBRIUM-FAILED
128,Projection-Neutral,TransportLoadEqualization,0.1743,0.1698,0.1709,0.1676,0.1632,0.1644,0.1641,EQUILIBRIUM-FAILED
160,Projection-Neutral,TransportLoadEqualization,0.1401,0.1374,0.1379,0.1371,0.1347,0.1336,0.133,EQUILIBRIUM-FAILED
192,Projection-Neutral,TransportLoadEqualization,0.1228,0.1194,0.1163,0.1191,0.1162,0.1181,0.1177,EQUILIBRIUM-FAILED
256,Projection-Neutral,TransportLoadEqualization,0.0947,0.0909,0.0911,0.0907,0.0923,0.0922,0.0907,EQUILIBRIUM-FAILED
1,Projection-Neutral,PerturbationEquilibriumRecovery,0.8747,0.8413,0.8409,0.818,0.8249,0.795,0.8441,EQUILIBRIUM-STABLE
2,Projection-Neutral,PerturbationEquilibriumRecovery,0.8507,0.8147,0.8006,0.8175,0.805,0.7843,0.7912,EQUILIBRIUM-STABLE
4,Projection-Neutral,PerturbationEquilibriumRecovery,0.8086,0.7467,0.7659,0.7592,0.7508,0.7205,0.7636,EQUILIBRIUM-BOUNDED
6,Projection-Neutral,PerturbationEquilibriumRecovery,0.7339,0.7198,0.7202,0.7125,0.6978,0.7079,0.7366,EQUILIBRIUM-BOUNDED
8,Projection-Neutral,PerturbationEquilibriumRecovery,0.7,0.6986,0.6716,0.6584,0.6809,0.6737,0.6941,EQUILIBRIUM-BOUNDED
12,Projection-Neutral,PerturbationEquilibriumRecovery,0.6433,0.6067,0.6103,0.6068,0.5998,0.5834,0.6211,EQUILIBRIUM-PARTIAL
16,Projection-Neutral,PerturbationEquilibriumRecovery,0.5965,0.5668,0.5766,0.5465,0.5457,0.5473,0.5718,EQUILIBRIUM-PARTIAL
20,Projection-Neutral,PerturbationEquilibriumRecovery,0.5439,0.5257,0.5206,0.5205,0.5052,0.4982,0.5238,EQUILIBRIUM-DEGRADING
24,Projection-Neutral,PerturbationEquilibriumRecovery,0.4959,0.473,0.4904,0.4819,0.4804,0.4654,0.4914,EQUILIBRIUM-DEGRADING
32,Projection-Neutral,PerturbationEquilibriumRecovery,0.4318,0.4128,0.4207,0.4208,0.4015,0.3945,0.4176,EQUILIBRIUM-DEGRADING
40,Projection-Neutral,PerturbationEquilibriumRecovery,0.3851,0.3634,0.3719,0.3591,0.3704,0.3541,0.3699,EQUILIBRIUM-FAILED
48,Projection-Neutral,PerturbationEquilibriumRecovery,0.3404,0.3396,0.3338,0.3313,0.3197,0.3196,0.3318,EQUILIBRIUM-FAILED
64,Projection-Neutral,PerturbationEquilibriumRecovery,0.2833,0.2718,0.2819,0.2728,0.2672,0.2712,0.2715,EQUILIBRIUM-FAILED
80,Projection-Neutral,PerturbationEquilibriumRecovery,0.2462,0.2379,0.2369,0.2295,0.2298,0.2334,0.242,EQUILIBRIUM-FAILED
96,Projection-Neutral,PerturbationEquilibriumRecovery,0.2164,0.2097,0.2038,0.1998,0.199,0.1963,0.2044,EQUILIBRIUM-FAILED
128,Projection-Neutral,PerturbationEquilibriumRecovery,0.173,0.167,0.1618,0.1661,0.1601,0.1594,0.1678,EQUILIBRIUM-FAILED
160,Projection-Neutral,PerturbationEquilibriumRecovery,0.1448,0.1349,0.1397,0.1325,0.1356,0.134,0.1386,EQUILIBRIUM-FAILED
192,Projection-Neutral,PerturbationEquilibriumRecovery,0.1242,0.1172,0.1178,0.1164,0.1165,0.1145,0.1161,EQUILIBRIUM-FAILED
256,Projection-Neutral,PerturbationEquilibriumRecovery,0.0956,0.0921,0.0919,0.0907,0.0894,0.0897,0.0921,EQUILIBRIUM-FAILED
1,Projection-Neutral,NullEquilibriumControl,0.6713,0.685,0.647,0.6685,0.6433,0.6229,0.6584,EQUILIBRIUM-PARTIAL
2,Projection-Neutral,NullEquilibriumControl,0.6574,0.6481,0.6459,0.6371,0.6245,0.6017,0.6492,EQUILIBRIUM-PARTIAL
4,Projection-Neutral,NullEquilibriumControl,0.6062,0.6339,0.5921,0.6211,0.5716,0.5621,0.6046,EQUILIBRIUM-PARTIAL
6,Projection-Neutral,NullEquilibriumControl,0.5895,0.5823,0.5661,0.5909,0.5654,0.5488,0.5707,EQUILIBRIUM-PARTIAL
8,Projection-Neutral,NullEquilibriumControl,0.5547,0.5455,0.5535,0.5417,0.5412,0.5217,0.5233,EQUILIBRIUM-DEGRADING
12,Projection-Neutral,NullEquilibriumControl,0.4937,0.5104,0.4873,0.5078,0.4885,0.4611,0.4901,EQUILIBRIUM-DEGRADING
16,Projection-Neutral,NullEquilibriumControl,0.4636,0.4603,0.4432,0.4613,0.4243,0.4314,0.4315,EQUILIBRIUM-DEGRADING
20,Projection-Neutral,NullEquilibriumControl,0.4317,0.426,0.41,0.4148,0.4064,0.3992,0.3977,EQUILIBRIUM-DEGRADING
24,Projection-Neutral,NullEquilibriumControl,0.3987,0.385,0.3907,0.3816,0.3707,0.3717,0.3762,EQUILIBRIUM-FAILED
32,Projection-Neutral,NullEquilibriumControl,0.3443,0.3391,0.3406,0.3392,0.3199,0.3109,0.3211,EQUILIBRIUM-FAILED
40,Projection-Neutral,NullEquilibriumControl,0.2959,0.3005,0.2966,0.2964,0.2912,0.2873,0.298,EQUILIBRIUM-FAILED
48,Projection-Neutral,NullEquilibriumControl,0.2744,0.2677,0.2703,0.2745,0.2649,0.2564,0.2567,EQUILIBRIUM-FAILED
64,Projection-Neutral,NullEquilibriumControl,0.2243,0.2283,0.2203,0.2236,0.2201,0.2055,0.2176,EQUILIBRIUM-FAILED
80,Projection-Neutral,NullEquilibriumControl,0.1932,0.191,0.1898,0.1969,0.1783,0.1763,0.1881,EQUILIBRIUM-FAILED
96,Projection-Neutral,NullEquilibriumControl,0.1698,0.164,0.1658,0.1646,0.1596,0.1584,0.1607,EQUILIBRIUM-FAILED
128,Projection-Neutral,NullEquilibriumControl,0.1335,0.1351,0.1301,0.1309,0.1297,0.1236,0.1286,EQUILIBRIUM-FAILED
160,Projection-Neutral,NullEquilibriumControl,0.1113,0.1137,0.1104,0.1123,0.1085,0.1011,0.1107,EQUILIBRIUM-FAILED
192,Projection-Neutral,NullEquilibriumControl,0.0977,0.095,0.0943,0.0936,0.0927,0.0909,0.0915,EQUILIBRIUM-FAILED
256,Projection-Neutral,NullEquilibriumControl,0.0745,0.0725,0.0707,0.0725,0.0695,0.0672,0.0703,EQUILIBRIUM-FAILED
1,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.9035,0.8654,0.8633,0.8421,0.8137,0.8071,0.8147,EQUILIBRIUM-STABLE
2,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.8696,0.8386,0.8018,0.7868,0.8038,0.7992,0.7891,EQUILIBRIUM-STABLE
4,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.8113,0.7722,0.7791,0.7556,0.7587,0.7565,0.7608,EQUILIBRIUM-STABLE
6,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.7621,0.744,0.7305,0.7146,0.7197,0.7003,0.7007,EQUILIBRIUM-BOUNDED
8,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.7123,0.7038,0.6983,0.6906,0.6503,0.6714,0.6874,EQUILIBRIUM-BOUNDED
12,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.6675,0.6241,0.6265,0.6107,0.6166,0.6073,0.6249,EQUILIBRIUM-PARTIAL
16,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.597,0.577,0.5814,0.5624,0.5552,0.5477,0.571,EQUILIBRIUM-PARTIAL
20,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.5585,0.5341,0.5231,0.5069,0.5036,0.5032,0.5133,EQUILIBRIUM-DEGRADING
24,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.5199,0.491,0.4951,0.4697,0.4664,0.4603,0.4741,EQUILIBRIUM-DEGRADING
32,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.4489,0.4204,0.4269,0.4141,0.4082,0.413,0.4129,EQUILIBRIUM-DEGRADING
40,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.3887,0.3745,0.3709,0.3667,0.3685,0.3639,0.3585,EQUILIBRIUM-FAILED
48,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.3472,0.334,0.3309,0.3322,0.3327,0.3333,0.3263,EQUILIBRIUM-FAILED
64,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.2987,0.2816,0.2809,0.2733,0.2698,0.2648,0.2729,EQUILIBRIUM-FAILED
80,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.2559,0.2421,0.2412,0.2291,0.2256,0.2345,0.2298,EQUILIBRIUM-FAILED
96,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.2163,0.2154,0.2076,0.203,0.1975,0.1977,0.2067,EQUILIBRIUM-FAILED
128,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.1751,0.1721,0.1685,0.1613,0.1593,0.1581,0.1603,EQUILIBRIUM-FAILED
160,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.1477,0.1429,0.136,0.1327,0.1331,0.1342,0.1338,EQUILIBRIUM-FAILED
192,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.1268,0.1213,0.1208,0.116,0.1174,0.1162,0.1165,EQUILIBRIUM-FAILED
256,Antisymmetry-Neutral,EquilibriumConvergenceAnalysis,0.0984,0.0953,0.0905,0.0914,0.0897,0.0909,0.0905,EQUILIBRIUM-FAILED
1,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.8952,0.8551,0.8535,0.8588,0.8091,0.8054,0.8177,EQUILIBRIUM-STABLE
2,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.8602,0.8548,0.8014,0.8223,0.7999,0.8045,0.7998,EQUILIBRIUM-STABLE
4,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.8222,0.8006,0.756,0.7875,0.7469,0.7509,0.7469,EQUILIBRIUM-STABLE
6,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.7635,0.7511,0.7313,0.7254,0.6963,0.7013,0.7221,EQUILIBRIUM-BOUNDED
8,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.7309,0.7096,0.6976,0.6815,0.6878,0.667,0.6984,EQUILIBRIUM-BOUNDED
12,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.6641,0.6448,0.6141,0.6158,0.6094,0.6096,0.6106,EQUILIBRIUM-PARTIAL
16,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.6116,0.5736,0.5793,0.5682,0.561,0.5557,0.5585,EQUILIBRIUM-PARTIAL
20,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.547,0.5379,0.5373,0.5316,0.5121,0.5019,0.5299,EQUILIBRIUM-DEGRADING
24,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.5045,0.4934,0.4788,0.4938,0.475,0.4648,0.4712,EQUILIBRIUM-DEGRADING
32,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.4469,0.4441,0.4254,0.4224,0.4167,0.419,0.4116,EQUILIBRIUM-DEGRADING
40,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.3957,0.3912,0.3766,0.3845,0.3709,0.355,0.368,EQUILIBRIUM-FAILED
48,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.3614,0.3479,0.3349,0.3418,0.3304,0.3246,0.339,EQUILIBRIUM-FAILED
64,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.2972,0.2891,0.2779,0.2867,0.2799,0.2688,0.2792,EQUILIBRIUM-FAILED
80,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.2495,0.2494,0.2379,0.2355,0.2297,0.2347,0.2348,EQUILIBRIUM-FAILED
96,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.2164,0.2181,0.2084,0.2091,0.2014,0.2036,0.2088,EQUILIBRIUM-FAILED
128,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.1761,0.1689,0.1655,0.1693,0.1599,0.1587,0.1623,EQUILIBRIUM-FAILED
160,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.1448,0.1423,0.1386,0.1408,0.1379,0.1325,0.1374,EQUILIBRIUM-FAILED
192,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.1254,0.1241,0.1201,0.1193,0.1133,0.1125,0.1166,EQUILIBRIUM-FAILED
256,Antisymmetry-Neutral,AdaptiveBottleneckBalancing,0.0981,0.0935,0.094,0.0941,0.0886,0.0883,0.0903,EQUILIBRIUM-FAILED
1,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.8842,0.837,0.8528,0.8172,0.8447,0.8057,0.8527,EQUILIBRIUM-STABLE
2,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.8577,0.8378,0.8152,0.791,0.8064,0.7651,0.8012,EQUILIBRIUM-STABLE
4,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.795,0.788,0.7604,0.7798,0.7443,0.7324,0.7742,EQUILIBRIUM-STABLE
6,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.7494,0.7496,0.7299,0.7061,0.721,0.6773,0.7195,EQUILIBRIUM-BOUNDED
8,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.7039,0.6945,0.6944,0.698,0.6695,0.6524,0.6819,EQUILIBRIUM-BOUNDED
12,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.6434,0.6233,0.6153,0.6075,0.6253,0.5932,0.6041,EQUILIBRIUM-PARTIAL
16,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.6081,0.5869,0.5586,0.5512,0.5523,0.5375,0.5697,EQUILIBRIUM-PARTIAL
20,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.5387,0.5386,0.5185,0.5196,0.5109,0.4931,0.5166,EQUILIBRIUM-DEGRADING
24,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.5006,0.5004,0.4878,0.4857,0.4705,0.4679,0.4918,EQUILIBRIUM-DEGRADING
32,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.4444,0.4217,0.4264,0.427,0.4102,0.4075,0.4109,EQUILIBRIUM-DEGRADING
40,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.3882,0.3817,0.3722,0.3793,0.3728,0.3662,0.3793,EQUILIBRIUM-FAILED
48,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.3558,0.3426,0.3356,0.3305,0.3356,0.3251,0.3371,EQUILIBRIUM-FAILED
64,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.2963,0.2844,0.2825,0.2806,0.2811,0.2674,0.2729,EQUILIBRIUM-FAILED
80,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.2481,0.244,0.2374,0.2405,0.2396,0.2316,0.2318,EQUILIBRIUM-FAILED
96,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.2174,0.2086,0.207,0.2051,0.2104,0.2031,0.2099,EQUILIBRIUM-FAILED
128,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.1711,0.1699,0.1656,0.1654,0.1668,0.1564,0.1631,EQUILIBRIUM-FAILED
160,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.1419,0.1423,0.1373,0.1343,0.1393,0.1302,0.1361,EQUILIBRIUM-FAILED
192,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.1237,0.1191,0.12,0.1159,0.1167,0.1121,0.1193,EQUILIBRIUM-FAILED
256,Antisymmetry-Neutral,RecursiveFlowRedistribution,0.095,0.0949,0.0937,0.0911,0.0929,0.0881,0.0925,EQUILIBRIUM-FAILED
1,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.8653,0.8391,0.8532,0.8189,0.8269,0.8353,0.8058,EQUILIBRIUM-STABLE
2,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.8637,0.8067,0.8102,0.7818,0.7863,0.7913,0.7979,EQUILIBRIUM-STABLE
4,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.7918,0.7862,0.7749,0.7679,0.7315,0.7484,0.7386,EQUILIBRIUM-STABLE
6,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.7385,0.7315,0.7275,0.7182,0.7183,0.7084,0.7215,EQUILIBRIUM-BOUNDED
8,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.7148,0.6967,0.6843,0.6771,0.681,0.6501,0.6689,EQUILIBRIUM-BOUNDED
12,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.6344,0.6197,0.6257,0.602,0.6159,0.6114,0.6075,EQUILIBRIUM-PARTIAL
16,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.5936,0.5767,0.5708,0.5449,0.5536,0.5606,0.5454,EQUILIBRIUM-PARTIAL
20,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.5572,0.5144,0.5394,0.5217,0.5083,0.5041,0.5131,EQUILIBRIUM-DEGRADING
24,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.511,0.4934,0.4987,0.4778,0.4629,0.4785,0.4817,EQUILIBRIUM-DEGRADING
32,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.4338,0.4244,0.4238,0.4188,0.4062,0.4021,0.4078,EQUILIBRIUM-DEGRADING
40,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.384,0.3691,0.3754,0.361,0.3608,0.3704,0.363,EQUILIBRIUM-FAILED
48,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.3458,0.3352,0.3381,0.3225,0.3323,0.329,0.3261,EQUILIBRIUM-FAILED
64,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.2926,0.2792,0.2867,0.2676,0.2703,0.2734,0.2746,EQUILIBRIUM-FAILED
80,Antisymmetry-Neutral,SourceSinkSelfCorrection,0.2503,0.2386,0.2435,0.2331,0.2366,0.2314,0.23,EQUILIBRIUM-FAILED
