depth,sector,condition,rg_similarity,abstraction_coherence,meta_model_fidelity,cross_model_integration,recursive_abstraction_persistence,predictive_abstraction_gain,higher_order_stabilization_strength,classification
192,Neutral,HigherOrderStabilizationTracking,0.595,0.6002,0.5984,0.5944,0.5856,0.572,0.5898,ABSTRACTION-DEGRADING
256,Neutral,HigherOrderStabilizationTracking,0.5322,0.534,0.5404,0.5206,0.5168,0.5076,0.5368,ABSTRACTION-FAILED
320,Neutral,HigherOrderStabilizationTracking,0.4746,0.4815,0.4706,0.4577,0.4774,0.453,0.4832,ABSTRACTION-FAILED
512,Neutral,HigherOrderStabilizationTracking,0.3754,0.3657,0.3652,0.3576,0.3659,0.3603,0.3667,ABSTRACTION-FAILED
768,Neutral,HigherOrderStabilizationTracking,0.2868,0.282,0.2775,0.2723,0.2796,0.2739,0.2807,ABSTRACTION-FAILED
1024,Neutral,HigherOrderStabilizationTracking,0.2297,0.2256,0.2287,0.2276,0.2206,0.2201,0.2319,ABSTRACTION-FAILED
1536,Neutral,HigherOrderStabilizationTracking,0.1652,0.1669,0.1697,0.1607,0.161,0.1648,0.1695,ABSTRACTION-FAILED
2048,Neutral,HigherOrderStabilizationTracking,0.1333,0.1332,0.1283,0.1301,0.1296,0.1283,0.1316,ABSTRACTION-FAILED
3072,Neutral,HigherOrderStabilizationTracking,0.0933,0.0928,0.0928,0.0893,0.0897,0.0902,0.0935,ABSTRACTION-FAILED
4096,Neutral,HigherOrderStabilizationTracking,0.0708,0.0717,0.0716,0.0701,0.0695,0.0693,0.0706,ABSTRACTION-FAILED
6144,Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Neutral,HigherOrderStabilizationTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Neutral,NullAbstractionControl,0.7678,0.7521,0.7656,0.7486,0.7278,0.7281,0.7417,ABSTRACTION-PARTIAL
2,Neutral,NullAbstractionControl,0.7484,0.7587,0.7419,0.7737,0.7308,0.7329,0.7624,ABSTRACTION-PARTIAL
4,Neutral,NullAbstractionControl,0.7407,0.7552,0.7565,0.7511,0.7377,0.7282,0.7474,ABSTRACTION-PARTIAL
6,Neutral,NullAbstractionControl,0.7451,0.7596,0.7342,0.7629,0.7142,0.7217,0.72,ABSTRACTION-PARTIAL
8,Neutral,NullAbstractionControl,0.7258,0.7625,0.7261,0.7413,0.717,0.6989,0.7427,ABSTRACTION-PARTIAL
12,Neutral,NullAbstractionControl,0.7523,0.7323,0.7371,0.7575,0.7025,0.7041,0.7044,ABSTRACTION-PARTIAL
16,Neutral,NullAbstractionControl,0.7372,0.7175,0.7248,0.7394,0.7092,0.7082,0.7022,ABSTRACTION-PARTIAL
20,Neutral,NullAbstractionControl,0.7295,0.7158,0.7082,0.7352,0.6852,0.6679,0.7057,ABSTRACTION-PARTIAL
24,Neutral,NullAbstractionControl,0.7207,0.7047,0.6895,0.7159,0.6858,0.6806,0.7087,ABSTRACTION-DEGRADING
32,Neutral,NullAbstractionControl,0.7007,0.6999,0.7053,0.6855,0.6659,0.656,0.6872,ABSTRACTION-DEGRADING
40,Neutral,NullAbstractionControl,0.6872,0.6877,0.6906,0.684,0.6454,0.6399,0.6847,ABSTRACTION-DEGRADING
48,Neutral,NullAbstractionControl,0.6832,0.6735,0.6679,0.6576,0.6589,0.6501,0.6369,ABSTRACTION-DEGRADING
64,Neutral,NullAbstractionControl,0.6251,0.6499,0.6299,0.6525,0.6059,0.6107,0.6382,ABSTRACTION-DEGRADING
80,Neutral,NullAbstractionControl,0.6115,0.6321,0.602,0.6052,0.5863,0.5795,0.5929,ABSTRACTION-DEGRADING
96,Neutral,NullAbstractionControl,0.5952,0.5849,0.5764,0.5916,0.5794,0.5735,0.5822,ABSTRACTION-DEGRADING
128,Neutral,NullAbstractionControl,0.5648,0.5619,0.5523,0.5404,0.5468,0.5252,0.5287,ABSTRACTION-DEGRADING
160,Neutral,NullAbstractionControl,0.5107,0.5138,0.5078,0.5123,0.5016,0.4901,0.4959,ABSTRACTION-FAILED
192,Neutral,NullAbstractionControl,0.475,0.4772,0.4705,0.4881,0.4604,0.4495,0.4792,ABSTRACTION-FAILED
256,Neutral,NullAbstractionControl,0.4375,0.4416,0.4359,0.4379,0.427,0.421,0.4317,ABSTRACTION-FAILED
320,Neutral,NullAbstractionControl,0.383,0.3881,0.3911,0.3923,0.3771,0.3638,0.377,ABSTRACTION-FAILED
512,Neutral,NullAbstractionControl,0.3025,0.2971,0.3035,0.2968,0.29,0.2828,0.301,ABSTRACTION-FAILED
768,Neutral,NullAbstractionControl,0.2356,0.2268,0.2305,0.2375,0.2188,0.2212,0.2268,ABSTRACTION-FAILED
1024,Neutral,NullAbstractionControl,0.1891,0.1903,0.1824,0.186,0.1784,0.1774,0.18,ABSTRACTION-FAILED
1536,Neutral,NullAbstractionControl,0.1345,0.1362,0.1336,0.1343,0.133,0.1283,0.1341,ABSTRACTION-FAILED
2048,Neutral,NullAbstractionControl,0.1044,0.1088,0.1052,0.1099,0.1004,0.1018,0.1044,ABSTRACTION-FAILED
3072,Neutral,NullAbstractionControl,0.0729,0.0736,0.0721,0.0738,0.0737,0.0706,0.0745,ABSTRACTION-FAILED
4096,Neutral,NullAbstractionControl,0.0558,0.0584,0.0583,0.0587,0.0549,0.055,0.0562,ABSTRACTION-FAILED
6144,Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Neutral,NullAbstractionControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry,MetaModelExtraction,0.96,0.94,0.93,0.92,0.8872,0.8857,0.9102,ABSTRACTION-STABLE
2,Projection-Antisymmetry,MetaModelExtraction,0.9434,0.9301,0.93,0.9167,0.9074,0.9,0.92,ABSTRACTION-STABLE
4,Projection-Antisymmetry,MetaModelExtraction,0.96,0.94,0.9275,0.9156,0.8926,0.886,0.8969,ABSTRACTION-STABLE
6,Projection-Antisymmetry,MetaModelExtraction,0.96,0.94,0.9249,0.8985,0.9072,0.8959,0.92,ABSTRACTION-STABLE
8,Projection-Antisymmetry,MetaModelExtraction,0.9464,0.9188,0.9009,0.8992,0.8894,0.8787,0.9085,ABSTRACTION-STABLE
12,Projection-Antisymmetry,MetaModelExtraction,0.9247,0.9157,0.8895,0.8987,0.8728,0.8587,0.8714,ABSTRACTION-BOUNDED
16,Projection-Antisymmetry,MetaModelExtraction,0.9358,0.8941,0.912,0.894,0.8636,0.8847,0.8857,ABSTRACTION-BOUNDED
20,Projection-Antisymmetry,MetaModelExtraction,0.9237,0.9014,0.868,0.8655,0.8643,0.8707,0.8725,ABSTRACTION-BOUNDED
24,Projection-Antisymmetry,MetaModelExtraction,0.889,0.8888,0.8623,0.8423,0.8578,0.8461,0.8614,ABSTRACTION-BOUNDED
32,Projection-Antisymmetry,MetaModelExtraction,0.8749,0.8531,0.8689,0.8468,0.8103,0.8399,0.8221,ABSTRACTION-BOUNDED
40,Projection-Antisymmetry,MetaModelExtraction,0.8636,0.8337,0.8311,0.8087,0.8255,0.7972,0.8219,ABSTRACTION-BOUNDED
48,Projection-Antisymmetry,MetaModelExtraction,0.8415,0.8208,0.8311,0.8048,0.8038,0.7764,0.7983,ABSTRACTION-BOUNDED
64,Projection-Antisymmetry,MetaModelExtraction,0.8291,0.8053,0.7954,0.7733,0.7489,0.7573,0.7701,ABSTRACTION-PARTIAL
80,Projection-Antisymmetry,MetaModelExtraction,0.7751,0.766,0.77,0.7344,0.728,0.7311,0.7457,ABSTRACTION-PARTIAL
96,Projection-Antisymmetry,MetaModelExtraction,0.7444,0.7393,0.7247,0.7129,0.6892,0.7186,0.7019,ABSTRACTION-PARTIAL
128,Projection-Antisymmetry,MetaModelExtraction,0.6927,0.6818,0.6788,0.6657,0.6539,0.6529,0.6753,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry,MetaModelExtraction,0.6657,0.6318,0.6415,0.6302,0.6011,0.6137,0.6145,ABSTRACTION-DEGRADING
192,Projection-Antisymmetry,MetaModelExtraction,0.6257,0.6086,0.6049,0.5852,0.571,0.5651,0.591,ABSTRACTION-DEGRADING
256,Projection-Antisymmetry,MetaModelExtraction,0.5417,0.5428,0.5237,0.5209,0.5236,0.5137,0.5213,ABSTRACTION-FAILED
320,Projection-Antisymmetry,MetaModelExtraction,0.4929,0.475,0.4746,0.4755,0.4582,0.4546,0.4657,ABSTRACTION-FAILED
512,Projection-Antisymmetry,MetaModelExtraction,0.3762,0.3671,0.3729,0.3542,0.3596,0.3621,0.367,ABSTRACTION-FAILED
768,Projection-Antisymmetry,MetaModelExtraction,0.2941,0.2846,0.2893,0.2783,0.2729,0.2719,0.2825,ABSTRACTION-FAILED
1024,Projection-Antisymmetry,MetaModelExtraction,0.2393,0.2359,0.2342,0.228,0.226,0.2257,0.2246,ABSTRACTION-FAILED
1536,Projection-Antisymmetry,MetaModelExtraction,0.1713,0.1665,0.1686,0.1646,0.1587,0.1603,0.165,ABSTRACTION-FAILED
2048,Projection-Antisymmetry,MetaModelExtraction,0.1363,0.13,0.1311,0.1308,0.1265,0.1249,0.1272,ABSTRACTION-FAILED
3072,Projection-Antisymmetry,MetaModelExtraction,0.0961,0.0934,0.0907,0.089,0.0879,0.0886,0.0904,ABSTRACTION-FAILED
4096,Projection-Antisymmetry,MetaModelExtraction,0.072,0.0715,0.069,0.0695,0.0681,0.0667,0.0676,ABSTRACTION-FAILED
6144,Projection-Antisymmetry,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry,MetaModelExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.9597,0.94,0.93,0.92,0.91,0.8961,0.913,ABSTRACTION-STABLE
2,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.96,0.94,0.914,0.92,0.8995,0.9,0.92,ABSTRACTION-STABLE
4,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.9548,0.9352,0.93,0.9113,0.8934,0.8857,0.9113,ABSTRACTION-STABLE
6,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.9413,0.9388,0.9239,0.8992,0.8832,0.8747,0.9156,ABSTRACTION-STABLE
8,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.9398,0.9171,0.9089,0.9081,0.8985,0.8895,0.9189,ABSTRACTION-STABLE
12,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.9273,0.9256,0.9062,0.9143,0.9021,0.8769,0.9103,ABSTRACTION-STABLE
16,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.9472,0.9165,0.8828,0.8743,0.8744,0.8768,0.8936,ABSTRACTION-BOUNDED
20,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.9165,0.9163,0.8899,0.892,0.8476,0.8548,0.8751,ABSTRACTION-BOUNDED
24,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.8972,0.8982,0.8707,0.8784,0.8574,0.8299,0.8683,ABSTRACTION-BOUNDED
32,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.8711,0.8883,0.8605,0.8308,0.849,0.8211,0.8385,ABSTRACTION-BOUNDED
40,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.8526,0.8692,0.8357,0.8215,0.8102,0.8123,0.8296,ABSTRACTION-BOUNDED
48,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.8385,0.833,0.8244,0.8122,0.8124,0.7991,0.812,ABSTRACTION-BOUNDED
64,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.8161,0.7929,0.7853,0.764,0.7709,0.7485,0.784,ABSTRACTION-PARTIAL
80,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.7868,0.7771,0.7493,0.7507,0.724,0.7254,0.7399,ABSTRACTION-PARTIAL
96,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.7525,0.7369,0.722,0.7053,0.7269,0.7025,0.728,ABSTRACTION-PARTIAL
128,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.6937,0.6967,0.6655,0.6627,0.6628,0.6487,0.6819,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.6615,0.6446,0.6284,0.6344,0.6278,0.6144,0.6243,ABSTRACTION-DEGRADING
192,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.6298,0.608,0.5859,0.5852,0.5771,0.58,0.5951,ABSTRACTION-DEGRADING
256,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.5545,0.5516,0.5383,0.5343,0.5199,0.5201,0.5276,ABSTRACTION-DEGRADING
320,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.4945,0.4888,0.469,0.4674,0.4773,0.457,0.4639,ABSTRACTION-FAILED
512,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.3818,0.3809,0.3674,0.3725,0.3551,0.3507,0.3587,ABSTRACTION-FAILED
768,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.2926,0.2883,0.2785,0.284,0.2814,0.2721,0.2845,ABSTRACTION-FAILED
1024,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.2434,0.2357,0.2273,0.2268,0.2238,0.2255,0.2228,ABSTRACTION-FAILED
1536,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.1731,0.1674,0.1695,0.165,0.164,0.1635,0.1638,ABSTRACTION-FAILED
2048,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.1334,0.1325,0.1337,0.132,0.1295,0.1285,0.132,ABSTRACTION-FAILED
3072,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.0933,0.094,0.0934,0.0903,0.0889,0.0903,0.092,ABSTRACTION-FAILED
4096,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.0742,0.0718,0.0716,0.0694,0.0693,0.0682,0.0709,ABSTRACTION-FAILED
6144,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.0509,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry,AbstractionCoherenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry,CrossModelIntegrationMapping,0.96,0.9363,0.9101,0.92,0.91,0.8875,0.92,ABSTRACTION-STABLE
2,Projection-Antisymmetry,CrossModelIntegrationMapping,0.9504,0.9335,0.9071,0.92,0.8871,0.8818,0.8962,ABSTRACTION-STABLE
4,Projection-Antisymmetry,CrossModelIntegrationMapping,0.9424,0.94,0.9163,0.9113,0.9046,0.9,0.9087,ABSTRACTION-STABLE
6,Projection-Antisymmetry,CrossModelIntegrationMapping,0.9312,0.94,0.9226,0.92,0.8763,0.8829,0.9076,ABSTRACTION-STABLE
8,Projection-Antisymmetry,CrossModelIntegrationMapping,0.931,0.9105,0.902,0.92,0.895,0.8871,0.9126,ABSTRACTION-STABLE
12,Projection-Antisymmetry,CrossModelIntegrationMapping,0.9255,0.9217,0.8986,0.9126,0.8642,0.8816,0.8891,ABSTRACTION-BOUNDED
16,Projection-Antisymmetry,CrossModelIntegrationMapping,0.9122,0.8917,0.8938,0.8813,0.8736,0.8436,0.8805,ABSTRACTION-BOUNDED
20,Projection-Antisymmetry,CrossModelIntegrationMapping,0.9139,0.9033,0.8768,0.8738,0.8578,0.8467,0.8524,ABSTRACTION-BOUNDED
24,Projection-Antisymmetry,CrossModelIntegrationMapping,0.8837,0.8751,0.87,0.8819,0.8642,0.8533,0.8589,ABSTRACTION-BOUNDED
32,Projection-Antisymmetry,CrossModelIntegrationMapping,0.8686,0.8684,0.8414,0.8423,0.8407,0.8305,0.8219,ABSTRACTION-BOUNDED
40,Projection-Antisymmetry,CrossModelIntegrationMapping,0.8708,0.8495,0.8397,0.8259,0.7996,0.7843,0.816,ABSTRACTION-BOUNDED
48,Projection-Antisymmetry,CrossModelIntegrationMapping,0.8521,0.8163,0.8262,0.824,0.7961,0.795,0.8054,ABSTRACTION-BOUNDED
64,Projection-Antisymmetry,CrossModelIntegrationMapping,0.8176,0.8077,0.7843,0.7952,0.7744,0.749,0.7629,ABSTRACTION-PARTIAL
80,Projection-Antisymmetry,CrossModelIntegrationMapping,0.7849,0.7688,0.7485,0.7631,0.7442,0.716,0.7286,ABSTRACTION-PARTIAL
96,Projection-Antisymmetry,CrossModelIntegrationMapping,0.7446,0.7249,0.7148,0.714,0.7026,0.7062,0.7277,ABSTRACTION-PARTIAL
128,Projection-Antisymmetry,CrossModelIntegrationMapping,0.6924,0.6782,0.6795,0.6745,0.6444,0.6385,0.6512,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry,CrossModelIntegrationMapping,0.6556,0.6362,0.6256,0.6309,0.6119,0.5977,0.6254,ABSTRACTION-DEGRADING
192,Projection-Antisymmetry,CrossModelIntegrationMapping,0.6189,0.5922,0.5812,0.5941,0.5844,0.5744,0.5822,ABSTRACTION-DEGRADING
256,Projection-Antisymmetry,CrossModelIntegrationMapping,0.5333,0.545,0.5329,0.5354,0.518,0.5019,0.5083,ABSTRACTION-FAILED
320,Projection-Antisymmetry,CrossModelIntegrationMapping,0.4812,0.4857,0.4778,0.4756,0.4702,0.4559,0.472,ABSTRACTION-FAILED
512,Projection-Antisymmetry,CrossModelIntegrationMapping,0.382,0.3768,0.3688,0.3624,0.3588,0.3484,0.3544,ABSTRACTION-FAILED
768,Projection-Antisymmetry,CrossModelIntegrationMapping,0.2951,0.2925,0.2799,0.2775,0.2752,0.2673,0.2809,ABSTRACTION-FAILED
1024,Projection-Antisymmetry,CrossModelIntegrationMapping,0.2323,0.2366,0.2259,0.2341,0.2222,0.2199,0.228,ABSTRACTION-FAILED
1536,Projection-Antisymmetry,CrossModelIntegrationMapping,0.1719,0.1722,0.1655,0.1669,0.1611,0.1619,0.1636,ABSTRACTION-FAILED
2048,Projection-Antisymmetry,CrossModelIntegrationMapping,0.1361,0.1337,0.1305,0.1336,0.1295,0.1273,0.1286,ABSTRACTION-FAILED
3072,Projection-Antisymmetry,CrossModelIntegrationMapping,0.0935,0.0936,0.0901,0.0914,0.0895,0.089,0.0893,ABSTRACTION-FAILED
4096,Projection-Antisymmetry,CrossModelIntegrationMapping,0.0714,0.0703,0.069,0.0709,0.0691,0.066,0.0684,ABSTRACTION-FAILED
6144,Projection-Antisymmetry,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry,CrossModelIntegrationMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.96,0.9199,0.93,0.905,0.91,0.8782,0.9013,ABSTRACTION-STABLE
2,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.96,0.94,0.9106,0.9191,0.91,0.8893,0.8959,ABSTRACTION-STABLE
4,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.9275,0.94,0.9262,0.8918,0.91,0.8994,0.8887,ABSTRACTION-STABLE
6,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.9583,0.9086,0.9001,0.9082,0.91,0.875,0.8878,ABSTRACTION-STABLE
8,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.9364,0.9182,0.9068,0.8826,0.8883,0.8719,0.9008,ABSTRACTION-STABLE
12,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.9381,0.917,0.9094,0.9052,0.88,0.8717,0.9056,ABSTRACTION-STABLE
16,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.896,0.878,0.8916,0.8789,0.879,0.8757,0.8816,ABSTRACTION-BOUNDED
20,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.8878,0.899,0.8769,0.8603,0.8644,0.8292,0.8523,ABSTRACTION-BOUNDED
24,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.9123,0.8629,0.8512,0.8747,0.8782,0.8228,0.8458,ABSTRACTION-BOUNDED
32,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.8784,0.8694,0.8629,0.8296,0.8564,0.8221,0.8421,ABSTRACTION-BOUNDED
40,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.8674,0.8278,0.8113,0.8026,0.8431,0.784,0.8288,ABSTRACTION-BOUNDED
48,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.8471,0.8361,0.8006,0.8002,0.821,0.7738,0.8167,ABSTRACTION-BOUNDED
64,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.7956,0.7755,0.7644,0.7831,0.7678,0.7559,0.7714,ABSTRACTION-PARTIAL
80,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.7601,0.7436,0.7367,0.7539,0.7633,0.7285,0.7524,ABSTRACTION-PARTIAL
96,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.7434,0.7154,0.7267,0.6974,0.7175,0.7115,0.7041,ABSTRACTION-PARTIAL
128,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.6844,0.6845,0.6674,0.6667,0.664,0.6597,0.6511,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.6423,0.63,0.6215,0.6332,0.6313,0.5986,0.6158,ABSTRACTION-DEGRADING
192,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.6081,0.6015,0.595,0.5817,0.5998,0.5615,0.586,ABSTRACTION-DEGRADING
256,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.5324,0.5199,0.5213,0.5168,0.517,0.5155,0.5148,ABSTRACTION-FAILED
320,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.4923,0.476,0.4779,0.4755,0.482,0.4642,0.4668,ABSTRACTION-FAILED
512,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.3768,0.3684,0.3652,0.3562,0.3722,0.3457,0.3622,ABSTRACTION-FAILED
768,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.285,0.2873,0.2835,0.2747,0.2861,0.2764,0.273,ABSTRACTION-FAILED
1024,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.2353,0.2259,0.2315,0.2286,0.2269,0.2215,0.225,ABSTRACTION-FAILED
1536,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.1674,0.165,0.1642,0.1653,0.1634,0.1568,0.164,ABSTRACTION-FAILED
2048,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.1355,0.1334,0.1291,0.1265,0.1311,0.1267,0.1297,ABSTRACTION-FAILED
3072,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.095,0.0897,0.09,0.0889,0.0914,0.0869,0.0899,ABSTRACTION-FAILED
4096,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.0727,0.0716,0.0708,0.0684,0.0687,0.0676,0.0677,ABSTRACTION-FAILED
6144,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
8192,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
12288,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
16384,Projection-Antisymmetry,RecursiveAbstractionPersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,ABSTRACTION-FAILED
1,Projection-Antisymmetry,PredictiveAbstractionGain,0.9366,0.9397,0.9291,0.92,0.91,0.8996,0.9054,ABSTRACTION-STABLE
2,Projection-Antisymmetry,PredictiveAbstractionGain,0.96,0.94,0.9129,0.8961,0.8998,0.9,0.92,ABSTRACTION-STABLE
4,Projection-Antisymmetry,PredictiveAbstractionGain,0.9286,0.9331,0.9085,0.8918,0.8866,0.9,0.8888,ABSTRACTION-STABLE
6,Projection-Antisymmetry,PredictiveAbstractionGain,0.9534,0.9224,0.9281,0.9144,0.8793,0.8872,0.9164,ABSTRACTION-STABLE
8,Projection-Antisymmetry,PredictiveAbstractionGain,0.9427,0.9259,0.9138,0.8891,0.8725,0.9,0.9075,ABSTRACTION-STABLE
12,Projection-Antisymmetry,PredictiveAbstractionGain,0.9177,0.9065,0.8818,0.8928,0.8684,0.8787,0.8715,ABSTRACTION-BOUNDED
16,Projection-Antisymmetry,PredictiveAbstractionGain,0.9138,0.8877,0.882,0.8784,0.8715,0.8753,0.861,ABSTRACTION-BOUNDED
20,Projection-Antisymmetry,PredictiveAbstractionGain,0.8994,0.8693,0.863,0.8675,0.849,0.8672,0.8537,ABSTRACTION-BOUNDED
24,Projection-Antisymmetry,PredictiveAbstractionGain,0.8882,0.8609,0.8631,0.8623,0.8498,0.8557,0.8382,ABSTRACTION-BOUNDED
32,Projection-Antisymmetry,PredictiveAbstractionGain,0.8528,0.8705,0.8311,0.8199,0.8239,0.8215,0.8316,ABSTRACTION-BOUNDED
40,Projection-Antisymmetry,PredictiveAbstractionGain,0.8426,0.8206,0.8292,0.8089,0.7968,0.8134,0.8372,ABSTRACTION-BOUNDED
48,Projection-Antisymmetry,PredictiveAbstractionGain,0.8232,0.8364,0.8134,0.7981,0.798,0.8056,0.8051,ABSTRACTION-BOUNDED
64,Projection-Antisymmetry,PredictiveAbstractionGain,0.7894,0.7977,0.7635,0.764,0.7683,0.7636,0.7572,ABSTRACTION-PARTIAL
80,Projection-Antisymmetry,PredictiveAbstractionGain,0.7784,0.7581,0.7353,0.7287,0.7447,0.7443,0.7515,ABSTRACTION-PARTIAL
96,Projection-Antisymmetry,PredictiveAbstractionGain,0.7358,0.7205,0.7353,0.7144,0.7175,0.7161,0.708,ABSTRACTION-PARTIAL
128,Projection-Antisymmetry,PredictiveAbstractionGain,0.6981,0.67,0.6763,0.6745,0.6518,0.6661,0.6493,ABSTRACTION-DEGRADING
160,Projection-Antisymmetry,PredictiveAbstractionGain,0.6326,0.6413,0.6197,0.622,0.6103,0.6118,0.6204,ABSTRACTION-DEGRADING
192,Projection-Antisymmetry,PredictiveAbstractionGain,0.6086,0.6059,0.5955,0.5888,0.5722,0.5823,0.5713,ABSTRACTION-DEGRADING
256,Projection-Antisymmetry,PredictiveAbstractionGain,0.5487,0.5339,0.5349,0.5121,0.5128,0.5222,0.5146,ABSTRACTION-FAILED
