depth,sector,condition,rg_similarity,interaction_coherence,collision_reproducibility,identity_retention_post_collision,recursive_exchange_stability,bounded_interaction_drift,interaction_gain,classification
6144,A-N,IdentityRetentionAfterCollision,0.9454,0.888,0.8836,0.93,0.9032,0.8592,0.8737,INTERACTION-BOUNDED
8192,A-N,IdentityRetentionAfterCollision,0.9301,0.9197,0.8967,0.93,0.8914,0.8826,0.9036,INTERACTION-STABLE
12288,A-N,IdentityRetentionAfterCollision,0.9428,0.9094,0.8834,0.8981,0.8863,0.8642,0.8907,INTERACTION-STABLE
16384,A-N,IdentityRetentionAfterCollision,0.9298,0.9173,0.8863,0.9159,0.8833,0.8876,0.9039,INTERACTION-STABLE
24576,A-N,IdentityRetentionAfterCollision,0.96,0.9021,0.8768,0.9113,0.8831,0.859,0.8853,INTERACTION-STABLE
32768,A-N,IdentityRetentionAfterCollision,0.9572,0.8871,0.8782,0.93,0.8758,0.8815,0.8952,INTERACTION-BOUNDED
65536,A-N,IdentityRetentionAfterCollision,0.9238,0.9238,0.88,0.9017,0.904,0.8689,0.8887,INTERACTION-STABLE
131072,A-N,IdentityRetentionAfterCollision,0.9461,0.8888,0.9112,0.8982,0.8863,0.892,0.8949,INTERACTION-BOUNDED
262144,A-N,IdentityRetentionAfterCollision,0.9437,0.9059,0.8826,0.9202,0.8815,0.8686,0.8905,INTERACTION-STABLE
524288,A-N,IdentityRetentionAfterCollision,0.9408,0.888,0.8822,0.9132,0.859,0.8527,0.8641,INTERACTION-BOUNDED
1048576,A-N,IdentityRetentionAfterCollision,0.9326,0.8893,0.8734,0.8998,0.8863,0.8599,0.8697,INTERACTION-BOUNDED
2097152,A-N,IdentityRetentionAfterCollision,0.9125,0.8662,0.8663,0.8939,0.8595,0.85,0.8428,INTERACTION-BOUNDED
4194304,A-N,IdentityRetentionAfterCollision,0.867,0.8429,0.8232,0.8484,0.8423,0.8201,0.8162,INTERACTION-BOUNDED
8388608,A-N,IdentityRetentionAfterCollision,0.8392,0.8035,0.7994,0.8047,0.7982,0.7566,0.7895,INTERACTION-BOUNDED
16777216,A-N,IdentityRetentionAfterCollision,0.737,0.7242,0.7152,0.7378,0.7153,0.7066,0.6921,INTERACTION-PARTIAL
1,A-N,ExchangeConservationTracking,0.9292,0.9211,0.8808,0.9036,0.9075,0.8783,0.8909,INTERACTION-STABLE
2,A-N,ExchangeConservationTracking,0.9198,0.9099,0.8963,0.8925,0.8876,0.8556,0.8866,INTERACTION-STABLE
4,A-N,ExchangeConservationTracking,0.9207,0.9356,0.9154,0.8966,0.9117,0.8538,0.8975,INTERACTION-STABLE
6,A-N,ExchangeConservationTracking,0.9544,0.9224,0.8931,0.9059,0.9014,0.857,0.9126,INTERACTION-STABLE
8,A-N,ExchangeConservationTracking,0.9437,0.9306,0.9053,0.9116,0.9061,0.8831,0.8845,INTERACTION-STABLE
12,A-N,ExchangeConservationTracking,0.9209,0.9033,0.9046,0.881,0.92,0.8585,0.8893,INTERACTION-STABLE
16,A-N,ExchangeConservationTracking,0.9298,0.917,0.88,0.8856,0.9058,0.8786,0.9105,INTERACTION-STABLE
20,A-N,ExchangeConservationTracking,0.9169,0.8972,0.8904,0.8814,0.9188,0.8539,0.9143,INTERACTION-BOUNDED
24,A-N,ExchangeConservationTracking,0.9205,0.9298,0.8973,0.8896,0.8916,0.8851,0.897,INTERACTION-STABLE
32,A-N,ExchangeConservationTracking,0.9429,0.9343,0.8977,0.8972,0.9181,0.8673,0.914,INTERACTION-STABLE
40,A-N,ExchangeConservationTracking,0.9457,0.9165,0.892,0.8881,0.9074,0.8464,0.902,INTERACTION-STABLE
48,A-N,ExchangeConservationTracking,0.9303,0.899,0.9105,0.8775,0.9115,0.8632,0.8961,INTERACTION-BOUNDED
64,A-N,ExchangeConservationTracking,0.9534,0.9123,0.9109,0.8865,0.9032,0.8505,0.8851,INTERACTION-STABLE
80,A-N,ExchangeConservationTracking,0.9174,0.9336,0.904,0.9132,0.9075,0.8704,0.8852,INTERACTION-STABLE
96,A-N,ExchangeConservationTracking,0.9508,0.9182,0.9025,0.8942,0.915,0.8843,0.8863,INTERACTION-STABLE
128,A-N,ExchangeConservationTracking,0.9342,0.9096,0.8972,0.8814,0.92,0.881,0.9044,INTERACTION-STABLE
160,A-N,ExchangeConservationTracking,0.9327,0.9298,0.888,0.8902,0.8963,0.8552,0.8929,INTERACTION-STABLE
192,A-N,ExchangeConservationTracking,0.9328,0.9303,0.8872,0.9092,0.9049,0.8668,0.8779,INTERACTION-STABLE
256,A-N,ExchangeConservationTracking,0.9519,0.9292,0.9116,0.9131,0.92,0.8755,0.8918,INTERACTION-STABLE
320,A-N,ExchangeConservationTracking,0.9459,0.8968,0.91,0.8835,0.92,0.8514,0.8989,INTERACTION-BOUNDED
512,A-N,ExchangeConservationTracking,0.929,0.9065,0.904,0.8789,0.8862,0.8549,0.8951,INTERACTION-STABLE
768,A-N,ExchangeConservationTracking,0.9442,0.9114,0.8809,0.9087,0.8998,0.8805,0.8759,INTERACTION-STABLE
1024,A-N,ExchangeConservationTracking,0.9278,0.924,0.8805,0.8788,0.92,0.8544,0.8873,INTERACTION-STABLE
1536,A-N,ExchangeConservationTracking,0.9371,0.9265,0.8891,0.8859,0.8958,0.8685,0.9085,INTERACTION-STABLE
2048,A-N,ExchangeConservationTracking,0.9491,0.9195,0.9097,0.9123,0.8892,0.8519,0.8946,INTERACTION-STABLE
3072,A-N,ExchangeConservationTracking,0.9522,0.9235,0.9136,0.8955,0.92,0.8626,0.8797,INTERACTION-STABLE
4096,A-N,ExchangeConservationTracking,0.9484,0.9172,0.8818,0.9079,0.9042,0.8519,0.889,INTERACTION-STABLE
6144,A-N,ExchangeConservationTracking,0.9473,0.9141,0.8908,0.8985,0.8898,0.8686,0.8942,INTERACTION-STABLE
8192,A-N,ExchangeConservationTracking,0.949,0.8974,0.911,0.8964,0.9172,0.8809,0.9011,INTERACTION-BOUNDED
12288,A-N,ExchangeConservationTracking,0.9524,0.9047,0.8837,0.8861,0.8897,0.8794,0.9084,INTERACTION-STABLE
16384,A-N,ExchangeConservationTracking,0.9352,0.9043,0.9056,0.8894,0.8875,0.8659,0.8986,INTERACTION-STABLE
24576,A-N,ExchangeConservationTracking,0.9428,0.9301,0.9068,0.9111,0.9101,0.8619,0.8961,INTERACTION-STABLE
32768,A-N,ExchangeConservationTracking,0.9261,0.9254,0.8921,0.9087,0.8985,0.8491,0.9004,INTERACTION-STABLE
65536,A-N,ExchangeConservationTracking,0.925,0.9312,0.8915,0.9102,0.9112,0.8756,0.9071,INTERACTION-STABLE
131072,A-N,ExchangeConservationTracking,0.9458,0.9096,0.8843,0.8867,0.92,0.8586,0.8889,INTERACTION-STABLE
262144,A-N,ExchangeConservationTracking,0.9355,0.9265,0.8991,0.907,0.9125,0.8511,0.8919,INTERACTION-STABLE
524288,A-N,ExchangeConservationTracking,0.9404,0.9063,0.869,0.8777,0.9034,0.8603,0.872,INTERACTION-STABLE
1048576,A-N,ExchangeConservationTracking,0.9413,0.9035,0.887,0.8972,0.8839,0.8602,0.8863,INTERACTION-STABLE
2097152,A-N,ExchangeConservationTracking,0.9154,0.882,0.8512,0.8555,0.8865,0.8369,0.8618,INTERACTION-BOUNDED
4194304,A-N,ExchangeConservationTracking,0.8623,0.8658,0.8526,0.8553,0.8517,0.822,0.8508,INTERACTION-BOUNDED
8388608,A-N,ExchangeConservationTracking,0.8411,0.8146,0.8016,0.7748,0.7837,0.7763,0.8,INTERACTION-BOUNDED
16777216,A-N,ExchangeConservationTracking,0.7564,0.7147,0.7128,0.7022,0.7032,0.701,0.7238,INTERACTION-PARTIAL
1,A-N,ConstructiveDestructiveCollision,0.9212,0.9261,0.906,0.8656,0.8828,0.8703,0.9082,INTERACTION-STABLE
2,A-N,ConstructiveDestructiveCollision,0.9481,0.9098,0.9064,0.8766,0.8671,0.8814,0.9182,INTERACTION-STABLE
4,A-N,ConstructiveDestructiveCollision,0.9462,0.9311,0.9155,0.8772,0.8612,0.8713,0.9172,INTERACTION-STABLE
6,A-N,ConstructiveDestructiveCollision,0.9519,0.9178,0.9001,0.8665,0.861,0.8598,0.9159,INTERACTION-STABLE
8,A-N,ConstructiveDestructiveCollision,0.9404,0.8981,0.8951,0.9037,0.8651,0.8671,0.9184,INTERACTION-BOUNDED
12,A-N,ConstructiveDestructiveCollision,0.9504,0.9289,0.8857,0.8745,0.876,0.8791,0.9038,INTERACTION-STABLE
16,A-N,ConstructiveDestructiveCollision,0.9199,0.9068,0.8872,0.8794,0.8899,0.8618,0.9239,INTERACTION-STABLE
20,A-N,ConstructiveDestructiveCollision,0.9501,0.912,0.8883,0.8766,0.8694,0.8812,0.9085,INTERACTION-STABLE
24,A-N,ConstructiveDestructiveCollision,0.9361,0.9173,0.903,0.8842,0.8746,0.8671,0.9104,INTERACTION-STABLE
32,A-N,ConstructiveDestructiveCollision,0.9539,0.9124,0.8853,0.8942,0.8774,0.8635,0.9127,INTERACTION-STABLE
40,A-N,ConstructiveDestructiveCollision,0.9344,0.932,0.8857,0.8777,0.8778,0.8718,0.9043,INTERACTION-STABLE
48,A-N,ConstructiveDestructiveCollision,0.9191,0.9175,0.8951,0.8704,0.8889,0.8734,0.9002,INTERACTION-STABLE
64,A-N,ConstructiveDestructiveCollision,0.9372,0.9279,0.9122,0.8951,0.8841,0.8637,0.9125,INTERACTION-STABLE
80,A-N,ConstructiveDestructiveCollision,0.9219,0.9115,0.903,0.8729,0.8812,0.8573,0.9068,INTERACTION-STABLE
96,A-N,ConstructiveDestructiveCollision,0.9345,0.9188,0.8788,0.8963,0.8814,0.8643,0.8995,INTERACTION-STABLE
128,A-N,ConstructiveDestructiveCollision,0.922,0.9074,0.8925,0.8684,0.8955,0.8577,0.9094,INTERACTION-STABLE
160,A-N,ConstructiveDestructiveCollision,0.9292,0.9123,0.8999,0.8851,0.8727,0.8795,0.93,INTERACTION-STABLE
192,A-N,ConstructiveDestructiveCollision,0.939,0.9257,0.914,0.8918,0.8871,0.8635,0.9155,INTERACTION-STABLE
256,A-N,ConstructiveDestructiveCollision,0.9433,0.9168,0.889,0.8807,0.8671,0.85,0.9218,INTERACTION-STABLE
320,A-N,ConstructiveDestructiveCollision,0.9477,0.9117,0.8917,0.8759,0.8819,0.8764,0.93,INTERACTION-STABLE
512,A-N,ConstructiveDestructiveCollision,0.9309,0.9149,0.8798,0.8903,0.8935,0.8702,0.93,INTERACTION-STABLE
768,A-N,ConstructiveDestructiveCollision,0.9471,0.9102,0.8834,0.8806,0.8574,0.879,0.9261,INTERACTION-STABLE
1024,A-N,ConstructiveDestructiveCollision,0.9375,0.9048,0.9002,0.8842,0.8852,0.8485,0.9047,INTERACTION-STABLE
1536,A-N,ConstructiveDestructiveCollision,0.9174,0.9261,0.9051,0.8928,0.8952,0.8682,0.8971,INTERACTION-STABLE
2048,A-N,ConstructiveDestructiveCollision,0.9528,0.9293,0.8945,0.9048,0.8656,0.8634,0.9035,INTERACTION-STABLE
3072,A-N,ConstructiveDestructiveCollision,0.9244,0.9244,0.8813,0.8714,0.8622,0.8825,0.8971,INTERACTION-STABLE
4096,A-N,ConstructiveDestructiveCollision,0.9509,0.9276,0.8761,0.8902,0.8615,0.8731,0.93,INTERACTION-STABLE
6144,A-N,ConstructiveDestructiveCollision,0.9485,0.9218,0.9034,0.8673,0.8661,0.8523,0.9126,INTERACTION-STABLE
8192,A-N,ConstructiveDestructiveCollision,0.9546,0.9209,0.8983,0.8805,0.8833,0.8616,0.9134,INTERACTION-STABLE
12288,A-N,ConstructiveDestructiveCollision,0.9276,0.8965,0.8967,0.9043,0.892,0.8638,0.9167,INTERACTION-BOUNDED
16384,A-N,ConstructiveDestructiveCollision,0.9518,0.8982,0.903,0.8847,0.8889,0.8485,0.9077,INTERACTION-BOUNDED
24576,A-N,ConstructiveDestructiveCollision,0.949,0.9307,0.8761,0.8968,0.8639,0.8472,0.9003,INTERACTION-STABLE
32768,A-N,ConstructiveDestructiveCollision,0.9223,0.9293,0.9003,0.8689,0.8771,0.8556,0.9056,INTERACTION-STABLE
65536,A-N,ConstructiveDestructiveCollision,0.9365,0.9212,0.8903,0.8713,0.8616,0.8585,0.8952,INTERACTION-STABLE
131072,A-N,ConstructiveDestructiveCollision,0.9253,0.9037,0.9111,0.9036,0.8629,0.8818,0.9284,INTERACTION-STABLE
262144,A-N,ConstructiveDestructiveCollision,0.9433,0.8965,0.8791,0.8808,0.8893,0.8763,0.928,INTERACTION-BOUNDED
524288,A-N,ConstructiveDestructiveCollision,0.9346,0.9098,0.8765,0.888,0.8604,0.8614,0.8937,INTERACTION-STABLE
1048576,A-N,ConstructiveDestructiveCollision,0.9187,0.8962,0.8705,0.8675,0.8548,0.8437,0.919,INTERACTION-BOUNDED
2097152,A-N,ConstructiveDestructiveCollision,0.9086,0.882,0.8847,0.8647,0.8295,0.8371,0.8749,INTERACTION-BOUNDED
4194304,A-N,ConstructiveDestructiveCollision,0.8706,0.8717,0.8515,0.8341,0.8258,0.8064,0.849,INTERACTION-BOUNDED
8388608,A-N,ConstructiveDestructiveCollision,0.8385,0.8067,0.7939,0.7913,0.7579,0.752,0.7962,INTERACTION-BOUNDED
16777216,A-N,ConstructiveDestructiveCollision,0.7382,0.7118,0.705,0.7037,0.6918,0.6768,0.7122,INTERACTION-PARTIAL
1,A-N,RecursiveInteractionReproducibility,0.9323,0.9085,0.9024,0.8917,0.8843,0.902,0.8852,INTERACTION-STABLE
2,A-N,RecursiveInteractionReproducibility,0.9518,0.8923,0.9008,0.8885,0.8779,0.91,0.884,INTERACTION-BOUNDED
4,A-N,RecursiveInteractionReproducibility,0.9394,0.9157,0.8925,0.8772,0.8796,0.8996,0.9012,INTERACTION-STABLE
6,A-N,RecursiveInteractionReproducibility,0.9286,0.9031,0.9144,0.8693,0.8802,0.8852,0.9142,INTERACTION-STABLE
8,A-N,RecursiveInteractionReproducibility,0.9422,0.8968,0.9213,0.8978,0.8889,0.8909,0.8909,INTERACTION-BOUNDED
12,A-N,RecursiveInteractionReproducibility,0.9194,0.9047,0.8871,0.8774,0.8609,0.91,0.9095,INTERACTION-STABLE
16,A-N,RecursiveInteractionReproducibility,0.92,0.9096,0.9134,0.8824,0.8912,0.91,0.8846,INTERACTION-STABLE
20,A-N,RecursiveInteractionReproducibility,0.918,0.9183,0.8945,0.8882,0.8607,0.9091,0.9102,INTERACTION-STABLE
24,A-N,RecursiveInteractionReproducibility,0.9137,0.9042,0.92,0.888,0.8953,0.9038,0.8948,INTERACTION-STABLE
32,A-N,RecursiveInteractionReproducibility,0.9414,0.8894,0.9019,0.8665,0.8872,0.8801,0.8805,INTERACTION-BOUNDED
40,A-N,RecursiveInteractionReproducibility,0.9209,0.9015,0.9138,0.8711,0.8919,0.9041,0.8814,INTERACTION-STABLE
48,A-N,RecursiveInteractionReproducibility,0.9154,0.9144,0.8993,0.8757,0.8855,0.8759,0.8984,INTERACTION-STABLE
64,A-N,RecursiveInteractionReproducibility,0.93,0.8926,0.9046,0.8891,0.8827,0.9038,0.9012,INTERACTION-BOUNDED
80,A-N,RecursiveInteractionReproducibility,0.9236,0.9202,0.8998,0.8901,0.8797,0.8764,0.904,INTERACTION-STABLE
96,A-N,RecursiveInteractionReproducibility,0.9281,0.9007,0.9081,0.903,0.8745,0.8786,0.8809,INTERACTION-STABLE
128,A-N,RecursiveInteractionReproducibility,0.9255,0.9105,0.8965,0.8987,0.8868,0.8876,0.8928,INTERACTION-STABLE
160,A-N,RecursiveInteractionReproducibility,0.9143,0.9188,0.9136,0.9021,0.856,0.8857,0.8875,INTERACTION-STABLE
192,A-N,RecursiveInteractionReproducibility,0.9146,0.9175,0.893,0.8898,0.8835,0.879,0.9086,INTERACTION-STABLE
256,A-N,RecursiveInteractionReproducibility,0.9322,0.8932,0.9057,0.8902,0.8743,0.891,0.8949,INTERACTION-BOUNDED
320,A-N,RecursiveInteractionReproducibility,0.9267,0.9147,0.9242,0.8694,0.8557,0.9088,0.9136,INTERACTION-STABLE
512,A-N,RecursiveInteractionReproducibility,0.9197,0.9088,0.8922,0.8692,0.8811,0.9033,0.8932,INTERACTION-STABLE
768,A-N,RecursiveInteractionReproducibility,0.9135,0.8947,0.9023,0.8766,0.8825,0.896,0.9094,INTERACTION-BOUNDED
1024,A-N,RecursiveInteractionReproducibility,0.9357,0.9115,0.8889,0.8967,0.8947,0.91,0.886,INTERACTION-STABLE
1536,A-N,RecursiveInteractionReproducibility,0.9152,0.9164,0.8875,0.8883,0.8717,0.8849,0.8818,INTERACTION-STABLE
2048,A-N,RecursiveInteractionReproducibility,0.9403,0.9048,0.9176,0.8879,0.8574,0.91,0.8814,INTERACTION-STABLE
3072,A-N,RecursiveInteractionReproducibility,0.9422,0.9176,0.8962,0.8877,0.8693,0.91,0.8964,INTERACTION-STABLE
4096,A-N,RecursiveInteractionReproducibility,0.9323,0.917,0.9116,0.8734,0.8718,0.8933,0.9102,INTERACTION-STABLE
6144,A-N,RecursiveInteractionReproducibility,0.9487,0.9,0.9085,0.8997,0.8653,0.887,0.9011,INTERACTION-STABLE
8192,A-N,RecursiveInteractionReproducibility,0.9267,0.8941,0.9132,0.8755,0.858,0.903,0.8814,INTERACTION-BOUNDED
12288,A-N,RecursiveInteractionReproducibility,0.9513,0.9126,0.898,0.8855,0.8609,0.8859,0.8912,INTERACTION-STABLE
16384,A-N,RecursiveInteractionReproducibility,0.9283,0.9217,0.9231,0.8697,0.8802,0.8981,0.8902,INTERACTION-STABLE
24576,A-N,RecursiveInteractionReproducibility,0.9148,0.8961,0.9094,0.8824,0.8947,0.9038,0.8839,INTERACTION-BOUNDED
32768,A-N,RecursiveInteractionReproducibility,0.9142,0.8856,0.92,0.9026,0.8885,0.8826,0.9104,INTERACTION-BOUNDED
65536,A-N,RecursiveInteractionReproducibility,0.9377,0.8891,0.9221,0.8729,0.8686,0.8873,0.9033,INTERACTION-BOUNDED
131072,A-N,RecursiveInteractionReproducibility,0.9426,0.9083,0.8972,0.8826,0.8901,0.8908,0.9086,INTERACTION-STABLE
262144,A-N,RecursiveInteractionReproducibility,0.9423,0.9157,0.8925,0.8731,0.8884,0.91,0.8895,INTERACTION-STABLE
524288,A-N,RecursiveInteractionReproducibility,0.9429,0.8992,0.9104,0.8933,0.8558,0.8885,0.8809,INTERACTION-BOUNDED
1048576,A-N,RecursiveInteractionReproducibility,0.9207,0.8743,0.8822,0.8767,0.8673,0.8921,0.8798,INTERACTION-BOUNDED
2097152,A-N,RecursiveInteractionReproducibility,0.8891,0.8957,0.8745,0.8685,0.8442,0.8784,0.8859,INTERACTION-BOUNDED
4194304,A-N,RecursiveInteractionReproducibility,0.8884,0.8667,0.8658,0.8188,0.8066,0.824,0.842,INTERACTION-BOUNDED
8388608,A-N,RecursiveInteractionReproducibility,0.8085,0.7901,0.7917,0.7733,0.7882,0.7864,0.7845,INTERACTION-PARTIAL
16777216,A-N,RecursiveInteractionReproducibility,0.7245,0.7182,0.7309,0.7033,0.6931,0.7084,0.7056,INTERACTION-PARTIAL
1,A-N,NullInteractionControl,0.638,0.6265,0.6087,0.5862,0.5906,0.5845,0.5865,INTERACTION-DEGRADING
2,A-N,NullInteractionControl,0.6662,0.6251,0.5862,0.6136,0.5701,0.5654,0.582,INTERACTION-DEGRADING
4,A-N,NullInteractionControl,0.651,0.6096,0.6171,0.5885,0.593,0.5933,0.6113,INTERACTION-DEGRADING
6,A-N,NullInteractionControl,0.6376,0.6199,0.5977,0.5985,0.6024,0.556,0.5861,INTERACTION-DEGRADING
8,A-N,NullInteractionControl,0.6355,0.6342,0.6115,0.5845,0.5811,0.5752,0.5987,INTERACTION-DEGRADING
12,A-N,NullInteractionControl,0.6391,0.6262,0.6227,0.6117,0.5754,0.5767,0.5761,INTERACTION-DEGRADING
16,A-N,NullInteractionControl,0.6373,0.6122,0.591,0.6145,0.5933,0.5776,0.5956,INTERACTION-DEGRADING
20,A-N,NullInteractionControl,0.6404,0.6246,0.6166,0.5997,0.5823,0.5755,0.6141,INTERACTION-DEGRADING
24,A-N,NullInteractionControl,0.6372,0.6148,0.6051,0.5838,0.5804,0.5795,0.5921,INTERACTION-DEGRADING
32,A-N,NullInteractionControl,0.6425,0.626,0.5943,0.6038,0.5952,0.5774,0.5872,INTERACTION-DEGRADING
40,A-N,NullInteractionControl,0.6357,0.6035,0.6214,0.608,0.5872,0.5652,0.6122,INTERACTION-DEGRADING
48,A-N,NullInteractionControl,0.6316,0.6175,0.5947,0.6072,0.5875,0.571,0.5873,INTERACTION-DEGRADING
64,A-N,NullInteractionControl,0.6594,0.6328,0.6129,0.5875,0.5827,0.5769,0.5879,INTERACTION-DEGRADING
80,A-N,NullInteractionControl,0.6459,0.6099,0.6245,0.5845,0.5798,0.5891,0.5918,INTERACTION-DEGRADING
96,A-N,NullInteractionControl,0.6362,0.6251,0.6016,0.5879,0.5899,0.5669,0.6133,INTERACTION-DEGRADING
128,A-N,NullInteractionControl,0.6494,0.6195,0.6064,0.6085,0.6008,0.57,0.6072,INTERACTION-DEGRADING
160,A-N,NullInteractionControl,0.6555,0.608,0.6074,0.5922,0.6027,0.5592,0.5822,INTERACTION-DEGRADING
192,A-N,NullInteractionControl,0.658,0.5967,0.5964,0.6,0.5959,0.5731,0.6139,INTERACTION-DEGRADING
256,A-N,NullInteractionControl,0.6596,0.6239,0.624,0.6029,0.5782,0.574,0.6082,INTERACTION-DEGRADING
320,A-N,NullInteractionControl,0.6508,0.6151,0.6041,0.6146,0.5722,0.5939,0.5795,INTERACTION-DEGRADING
512,A-N,NullInteractionControl,0.6557,0.604,0.5947,0.6116,0.5673,0.5878,0.6129,INTERACTION-DEGRADING
768,A-N,NullInteractionControl,0.6427,0.6323,0.603,0.6039,0.577,0.5677,0.5787,INTERACTION-DEGRADING
1024,A-N,NullInteractionControl,0.6406,0.6147,0.6228,0.577,0.5898,0.5935,0.5967,INTERACTION-DEGRADING
1536,A-N,NullInteractionControl,0.6324,0.6105,0.6084,0.5772,0.6002,0.5577,0.6049,INTERACTION-DEGRADING
2048,A-N,NullInteractionControl,0.6269,0.6199,0.6168,0.5814,0.5901,0.5667,0.5785,INTERACTION-DEGRADING
3072,A-N,NullInteractionControl,0.6558,0.6137,0.6238,0.608,0.5908,0.5762,0.5944,INTERACTION-DEGRADING
4096,A-N,NullInteractionControl,0.6586,0.6335,0.5976,0.5855,0.6041,0.5691,0.5771,INTERACTION-DEGRADING
6144,A-N,NullInteractionControl,0.6583,0.6241,0.6033,0.5842,0.5897,0.5892,0.6102,INTERACTION-DEGRADING
8192,A-N,NullInteractionControl,0.6416,0.6187,0.606,0.5866,0.5677,0.5625,0.5916,INTERACTION-DEGRADING
12288,A-N,NullInteractionControl,0.6398,0.6012,0.5954,0.6131,0.5823,0.5617,0.5875,INTERACTION-DEGRADING
16384,A-N,NullInteractionControl,0.6596,0.6096,0.5976,0.5836,0.5878,0.5859,0.5928,INTERACTION-DEGRADING
24576,A-N,NullInteractionControl,0.6316,0.6236,0.6049,0.609,0.5834,0.5651,0.594,INTERACTION-DEGRADING
32768,A-N,NullInteractionControl,0.6643,0.618,0.597,0.5825,0.5938,0.5679,0.5769,INTERACTION-DEGRADING
65536,A-N,NullInteractionControl,0.6297,0.6237,0.5868,0.612,0.5927,0.5689,0.5998,INTERACTION-DEGRADING
131072,A-N,NullInteractionControl,0.6295,0.6304,0.6158,0.6023,0.6026,0.5688,0.5867,INTERACTION-DEGRADING
262144,A-N,NullInteractionControl,0.6624,0.6219,0.598,0.5992,0.5894,0.569,0.5979,INTERACTION-DEGRADING
524288,A-N,NullInteractionControl,0.6482,0.6223,0.5981,0.594,0.5938,0.5856,0.5714,INTERACTION-DEGRADING
1048576,A-N,NullInteractionControl,0.6263,0.5921,0.5789,0.57,0.5902,0.5811,0.5732,INTERACTION-DEGRADING
2097152,A-N,NullInteractionControl,0.6409,0.6014,0.6004,0.5739,0.5507,0.569,0.5671,INTERACTION-DEGRADING
4194304,A-N,NullInteractionControl,0.6255,0.5597,0.5568,0.5525,0.5635,0.5472,0.555,INTERACTION-DEGRADING
8388608,A-N,NullInteractionControl,0.5596,0.5336,0.5372,0.523,0.5344,0.5034,0.5407,INTERACTION-FAILED
16777216,A-N,NullInteractionControl,0.4974,0.5013,0.4942,0.4864,0.464,0.4459,0.4731,INTERACTION-FAILED
1,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
8,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
12,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
16,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
20,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
24,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
32,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
40,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
48,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
64,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
80,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
96,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
128,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
160,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
192,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
256,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
320,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
512,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
768,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1024,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
1536,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
2048,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
3072,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
4096,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
6144,P-A-N,PacketCollisionDynamics,0.96,0.96,0.94,0.93,0.92,0.91,0.93,INTERACTION-STABLE
