depth,sector,condition,emergence_survival_fraction,operator_necessity_index,collapse_depth,hierarchy_preservation_rate,recursive_coherence_loss,phase_dependency_score,minimal_operator_sufficiency,efficacy,emergence_value,classification
4096,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9233,ABLATION-STABLE
6144,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9233,ABLATION-STABLE
8192,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9232,ABLATION-STABLE
12288,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9232,ABLATION-STABLE
16384,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9232,ABLATION-STABLE
24576,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9231,ABLATION-STABLE
32768,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9231,ABLATION-STABLE
65536,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9228,ABLATION-STABLE
131072,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9224,ABLATION-STABLE
262144,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9214,ABLATION-STABLE
524288,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9195,ABLATION-STABLE
1048576,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9158,ABLATION-STABLE
2097152,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.9084,ABLATION-STABLE
4194304,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.894,ABLATION-STABLE
8388608,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.8665,ABLATION-STABLE
16777216,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.8163,ABLATION-STABLE
33554432,Neutral,FullPABaseline,0.9651,0.0,0.0,1.0,0.0349,0.0,1.0,1.0,0.7315,ABLATION-STABLE
1,Neutral,PRemoved,0.4765,0.4,1.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
2,Neutral,PRemoved,0.4765,0.4,2.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
4,Neutral,PRemoved,0.4765,0.4,4.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
6,Neutral,PRemoved,0.4765,0.4,6.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
8,Neutral,PRemoved,0.4765,0.4,8.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
12,Neutral,PRemoved,0.4765,0.4,12.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
16,Neutral,PRemoved,0.4765,0.4,16.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
20,Neutral,PRemoved,0.4765,0.4,20.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
24,Neutral,PRemoved,0.4765,0.4,24.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
32,Neutral,PRemoved,0.4765,0.4,32.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
40,Neutral,PRemoved,0.4765,0.4,40.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
48,Neutral,PRemoved,0.4765,0.4,48.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
64,Neutral,PRemoved,0.4765,0.4,64.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
80,Neutral,PRemoved,0.4765,0.4,80.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
96,Neutral,PRemoved,0.4765,0.4,96.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
128,Neutral,PRemoved,0.4765,0.4,128.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
160,Neutral,PRemoved,0.4765,0.4,160.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
192,Neutral,PRemoved,0.4765,0.4,192.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
256,Neutral,PRemoved,0.4765,0.4,256.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
320,Neutral,PRemoved,0.4765,0.4,320.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
512,Neutral,PRemoved,0.4765,0.4,512.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
768,Neutral,PRemoved,0.4765,0.4,768.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
1024,Neutral,PRemoved,0.4765,0.4,1024.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
1536,Neutral,PRemoved,0.4765,0.4,1536.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
2048,Neutral,PRemoved,0.4765,0.4,2048.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
3072,Neutral,PRemoved,0.4765,0.4,3072.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
4096,Neutral,PRemoved,0.4765,0.4,4096.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
6144,Neutral,PRemoved,0.4765,0.4,6144.0,1.0,0.5235,0.1906,0.36,0.6,0.4559,ABLATION-DEGRADING
8192,Neutral,PRemoved,0.4765,0.4,8192.0,1.0,0.5235,0.1906,0.36,0.6,0.4558,ABLATION-DEGRADING
12288,Neutral,PRemoved,0.4765,0.4,12288.0,1.0,0.5235,0.1906,0.36,0.6,0.4558,ABLATION-DEGRADING
16384,Neutral,PRemoved,0.4765,0.4,16384.0,1.0,0.5235,0.1906,0.36,0.6,0.4558,ABLATION-DEGRADING
24576,Neutral,PRemoved,0.4765,0.4,24576.0,1.0,0.5235,0.1906,0.36,0.6,0.4558,ABLATION-DEGRADING
32768,Neutral,PRemoved,0.4765,0.4,32768.0,1.0,0.5235,0.1906,0.36,0.6,0.4558,ABLATION-DEGRADING
65536,Neutral,PRemoved,0.4765,0.4,65536.0,1.0,0.5235,0.1906,0.36,0.6,0.4557,ABLATION-DEGRADING
131072,Neutral,PRemoved,0.4765,0.4,131072.0,1.0,0.5235,0.1906,0.36,0.6,0.4554,ABLATION-DEGRADING
262144,Neutral,PRemoved,0.4766,0.4,262144.0,1.0,0.5234,0.1906,0.36,0.6,0.455,ABLATION-DEGRADING
524288,Neutral,PRemoved,0.4766,0.4,524288.0,1.0,0.5234,0.1906,0.36,0.6,0.4541,ABLATION-DEGRADING
1048576,Neutral,PRemoved,0.4767,0.4,1048576.0,1.0,0.5233,0.1907,0.36,0.6,0.4524,ABLATION-DEGRADING
2097152,Neutral,PRemoved,0.477,0.4,2097152.0,1.0,0.523,0.1908,0.36,0.6,0.449,ABLATION-DEGRADING
4194304,Neutral,PRemoved,0.4774,0.4,4194304.0,1.0,0.5226,0.191,0.36,0.6,0.4423,ABLATION-DEGRADING
8388608,Neutral,PRemoved,0.4783,0.4,8388608.0,1.0,0.5217,0.1913,0.36,0.6,0.4295,ABLATION-DEGRADING
16777216,Neutral,PRemoved,0.4802,0.4,16777216.0,1.0,0.5198,0.1921,0.36,0.6,0.4061,ABLATION-DEGRADING
33554432,Neutral,PRemoved,0.4838,0.4,33554432.0,1.0,0.5162,0.1935,0.36,0.6,0.3667,ABLATION-DEGRADING
1,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5077,ABLATION-DEGRADING
2,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5077,ABLATION-DEGRADING
4,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5077,ABLATION-DEGRADING
6,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5077,ABLATION-DEGRADING
8,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5077,ABLATION-DEGRADING
12,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
16,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
20,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
24,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
32,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
40,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
48,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
64,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
80,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
96,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
128,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
160,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
192,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
256,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
320,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
512,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
768,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
1024,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
1536,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
2048,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
3072,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
4096,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
6144,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
8192,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
12288,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
16384,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
24576,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
32768,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5075,ABLATION-DEGRADING
65536,Neutral,ARemoved,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5074,ABLATION-DEGRADING
131072,Neutral,ARemoved,0.5307,0.35,0.0,1.0,0.4693,0.1857,0.4225,0.65,0.5072,ABLATION-DEGRADING
262144,Neutral,ARemoved,0.5307,0.35,0.0,1.0,0.4693,0.1857,0.4225,0.65,0.5067,ABLATION-DEGRADING
524288,Neutral,ARemoved,0.5307,0.35,0.0,1.0,0.4693,0.1858,0.4225,0.65,0.5057,ABLATION-DEGRADING
1048576,Neutral,ARemoved,0.5308,0.35,0.0,1.0,0.4692,0.1858,0.4225,0.65,0.5037,ABLATION-DEGRADING
2097152,Neutral,ARemoved,0.531,0.35,0.0,1.0,0.469,0.1859,0.4225,0.65,0.4999,ABLATION-DEGRADING
4194304,Neutral,ARemoved,0.5314,0.35,0.0,1.0,0.4686,0.186,0.4225,0.65,0.4923,ABLATION-DEGRADING
8388608,Neutral,ARemoved,0.5323,0.35,0.0,1.0,0.4677,0.1863,0.4225,0.65,0.4779,ABLATION-DEGRADING
16777216,Neutral,ARemoved,0.5339,0.35,0.0,1.0,0.4661,0.1869,0.4225,0.65,0.4516,ABLATION-DEGRADING
33554432,Neutral,ARemoved,0.5371,0.35,0.0,1.0,0.4629,0.188,0.4225,0.65,0.4072,ABLATION-DEGRADING
1,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
2,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
4,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
6,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
8,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
12,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
16,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
20,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
24,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
32,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
40,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
48,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
64,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
80,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
96,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
128,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
160,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
192,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
256,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
320,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
512,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
768,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
1024,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
1536,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
2048,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
3072,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
4096,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
6144,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
8192,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
12288,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
16384,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6171,ABLATION-DEGRADING
24576,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6171,ABLATION-DEGRADING
32768,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6171,ABLATION-DEGRADING
65536,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6169,ABLATION-DEGRADING
131072,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6166,ABLATION-DEGRADING
262144,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.616,ABLATION-DEGRADING
524288,Neutral,NRemoved,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6148,ABLATION-DEGRADING
1048576,Neutral,NRemoved,0.6453,0.25,0.0,1.0,0.3547,0.1613,0.5625,0.75,0.6124,ABLATION-DEGRADING
2097152,Neutral,NRemoved,0.6455,0.25,0.0,1.0,0.3545,0.1614,0.5625,0.75,0.6076,ABLATION-DEGRADING
4194304,Neutral,NRemoved,0.6458,0.25,0.0,1.0,0.3542,0.1614,0.5625,0.75,0.5982,ABLATION-DEGRADING
8388608,Neutral,NRemoved,0.6464,0.25,0.0,1.0,0.3536,0.1616,0.5625,0.75,0.5803,ABLATION-DEGRADING
16777216,Neutral,NRemoved,0.6476,0.25,0.0,1.0,0.3524,0.1619,0.5625,0.75,0.5477,ABLATION-DEGRADING
33554432,Neutral,NRemoved,0.65,0.25,0.0,1.0,0.35,0.1625,0.5625,0.75,0.4927,ABLATION-DEGRADING
1,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
2,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
4,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
6,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
8,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
12,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
16,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
20,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
24,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
32,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
40,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
48,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
64,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
80,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
96,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
128,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
160,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
192,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
256,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
320,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
512,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
768,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
1024,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
1536,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
2048,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
3072,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
4096,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
6144,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
8192,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
12288,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6172,ABLATION-DEGRADING
16384,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6171,ABLATION-DEGRADING
24576,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6171,ABLATION-DEGRADING
32768,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6171,ABLATION-DEGRADING
65536,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6169,ABLATION-DEGRADING
131072,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6166,ABLATION-DEGRADING
262144,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.616,ABLATION-DEGRADING
524288,Neutral,PAOnly,0.6452,0.25,0.0,1.0,0.3548,0.1613,0.5625,0.75,0.6148,ABLATION-DEGRADING
1048576,Neutral,PAOnly,0.6453,0.25,0.0,1.0,0.3547,0.1613,0.5625,0.75,0.6124,ABLATION-DEGRADING
2097152,Neutral,PAOnly,0.6455,0.25,0.0,1.0,0.3545,0.1614,0.5625,0.75,0.6076,ABLATION-DEGRADING
4194304,Neutral,PAOnly,0.6458,0.25,0.0,1.0,0.3542,0.1614,0.5625,0.75,0.5982,ABLATION-DEGRADING
8388608,Neutral,PAOnly,0.6464,0.25,0.0,1.0,0.3536,0.1616,0.5625,0.75,0.5803,ABLATION-DEGRADING
16777216,Neutral,PAOnly,0.6476,0.25,0.0,1.0,0.3524,0.1619,0.5625,0.75,0.5477,ABLATION-DEGRADING
33554432,Neutral,PAOnly,0.65,0.25,0.0,1.0,0.35,0.1625,0.5625,0.75,0.4927,ABLATION-DEGRADING
1,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5077,ABLATION-DEGRADING
2,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5077,ABLATION-DEGRADING
4,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5077,ABLATION-DEGRADING
6,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5077,ABLATION-DEGRADING
8,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5077,ABLATION-DEGRADING
12,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
16,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
20,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
24,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
32,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
40,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
48,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
64,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
80,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
96,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
128,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
160,Neutral,PNOnly,0.5306,0.35,0.0,1.0,0.4694,0.1857,0.4225,0.65,0.5076,ABLATION-DEGRADING
