depth,sector,condition,rg_similarity,emergent_mode_stability,independent_mode_coherence,recursive_mode_persistence,composite_mode_gain,mode_reproduction_index,transport_mode_alignment,classification
4,Projection-Antisymmetry,ModeReproductionDynamics,0.8746,0.8715,0.8569,0.8405,0.8352,0.8535,0.85,MODE-BOUNDED
6,Projection-Antisymmetry,ModeReproductionDynamics,0.8521,0.833,0.8185,0.8315,0.8211,0.8189,0.8289,MODE-BOUNDED
8,Projection-Antisymmetry,ModeReproductionDynamics,0.8363,0.8211,0.8185,0.7936,0.8069,0.8087,0.8031,MODE-BOUNDED
12,Projection-Antisymmetry,ModeReproductionDynamics,0.791,0.7907,0.777,0.7692,0.7567,0.7637,0.7556,MODE-PARTIAL
16,Projection-Antisymmetry,ModeReproductionDynamics,0.7519,0.7243,0.7221,0.7381,0.7206,0.7141,0.7347,MODE-PARTIAL
20,Projection-Antisymmetry,ModeReproductionDynamics,0.7134,0.7053,0.6863,0.698,0.688,0.6819,0.6751,MODE-DEGRADING
24,Projection-Antisymmetry,ModeReproductionDynamics,0.6995,0.6695,0.656,0.6736,0.6597,0.671,0.6446,MODE-DEGRADING
32,Projection-Antisymmetry,ModeReproductionDynamics,0.634,0.6272,0.5987,0.6066,0.5938,0.6035,0.5985,MODE-DEGRADING
40,Projection-Antisymmetry,ModeReproductionDynamics,0.5823,0.5679,0.5755,0.5708,0.5408,0.5491,0.5586,MODE-DEGRADING
48,Projection-Antisymmetry,ModeReproductionDynamics,0.5392,0.5314,0.5168,0.5257,0.5194,0.5082,0.5229,MODE-FAILED
64,Projection-Antisymmetry,ModeReproductionDynamics,0.4724,0.4599,0.4527,0.4525,0.4481,0.4525,0.4623,MODE-FAILED
80,Projection-Antisymmetry,ModeReproductionDynamics,0.4222,0.4141,0.4058,0.4135,0.4053,0.3962,0.3968,MODE-FAILED
96,Projection-Antisymmetry,ModeReproductionDynamics,0.3773,0.3661,0.3631,0.3631,0.361,0.3573,0.3685,MODE-FAILED
128,Projection-Antisymmetry,ModeReproductionDynamics,0.3177,0.3101,0.3081,0.3026,0.2952,0.3092,0.3028,MODE-FAILED
160,Projection-Antisymmetry,ModeReproductionDynamics,0.2728,0.2646,0.2612,0.2641,0.2645,0.2595,0.2631,MODE-FAILED
192,Projection-Antisymmetry,ModeReproductionDynamics,0.2376,0.233,0.231,0.2285,0.231,0.2304,0.2301,MODE-FAILED
256,Projection-Antisymmetry,ModeReproductionDynamics,0.1926,0.1842,0.1865,0.1822,0.1848,0.1827,0.1819,MODE-FAILED
320,Projection-Antisymmetry,ModeReproductionDynamics,0.1629,0.1552,0.1536,0.1538,0.1541,0.1553,0.1527,MODE-FAILED
512,Projection-Antisymmetry,ModeReproductionDynamics,0.1048,0.1054,0.1027,0.1014,0.1006,0.1003,0.102,MODE-FAILED
768,Projection-Antisymmetry,ModeReproductionDynamics,0.0756,0.0723,0.0712,0.0731,0.0704,0.0704,0.0723,MODE-FAILED
1024,Projection-Antisymmetry,ModeReproductionDynamics,0.0568,0.0545,0.0541,0.0558,0.0525,0.0539,0.0544,MODE-FAILED
1536,Projection-Antisymmetry,ModeReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry,ModeReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Antisymmetry,NullModeControl,0.7286,0.7402,0.7171,0.7532,0.7022,0.683,0.7125,MODE-PARTIAL
2,Projection-Antisymmetry,NullModeControl,0.7184,0.7088,0.707,0.7412,0.711,0.682,0.719,MODE-PARTIAL
4,Projection-Antisymmetry,NullModeControl,0.7048,0.7217,0.6929,0.6896,0.6921,0.677,0.6804,MODE-DEGRADING
6,Projection-Antisymmetry,NullModeControl,0.7004,0.6745,0.6701,0.6767,0.6576,0.6513,0.6706,MODE-DEGRADING
8,Projection-Antisymmetry,NullModeControl,0.6744,0.6733,0.6444,0.6635,0.6534,0.6164,0.6329,MODE-DEGRADING
12,Projection-Antisymmetry,NullModeControl,0.6321,0.6393,0.6366,0.6167,0.6151,0.5865,0.6263,MODE-DEGRADING
16,Projection-Antisymmetry,NullModeControl,0.5988,0.5872,0.5842,0.5929,0.5867,0.5713,0.5699,MODE-DEGRADING
20,Projection-Antisymmetry,NullModeControl,0.5853,0.5798,0.5499,0.5577,0.5575,0.5361,0.5486,MODE-DEGRADING
24,Projection-Antisymmetry,NullModeControl,0.5533,0.5425,0.54,0.5419,0.5345,0.5302,0.5434,MODE-FAILED
32,Projection-Antisymmetry,NullModeControl,0.5144,0.4898,0.4841,0.5057,0.486,0.4641,0.4851,MODE-FAILED
40,Projection-Antisymmetry,NullModeControl,0.4782,0.4719,0.4669,0.4636,0.4373,0.4367,0.4485,MODE-FAILED
48,Projection-Antisymmetry,NullModeControl,0.4304,0.4396,0.4364,0.4348,0.4232,0.4195,0.4166,MODE-FAILED
64,Projection-Antisymmetry,NullModeControl,0.3712,0.3753,0.3776,0.3745,0.3557,0.357,0.3715,MODE-FAILED
80,Projection-Antisymmetry,NullModeControl,0.3482,0.3377,0.3334,0.3434,0.3266,0.3234,0.3321,MODE-FAILED
96,Projection-Antisymmetry,NullModeControl,0.3119,0.308,0.3044,0.2954,0.2976,0.2843,0.2883,MODE-FAILED
128,Projection-Antisymmetry,NullModeControl,0.2533,0.2496,0.2457,0.259,0.2462,0.2375,0.2494,MODE-FAILED
160,Projection-Antisymmetry,NullModeControl,0.2152,0.2148,0.2125,0.2147,0.2129,0.2108,0.2096,MODE-FAILED
192,Projection-Antisymmetry,NullModeControl,0.1874,0.1856,0.1922,0.1905,0.1805,0.1789,0.1884,MODE-FAILED
256,Projection-Antisymmetry,NullModeControl,0.1518,0.1543,0.1467,0.1564,0.1465,0.1421,0.1472,MODE-FAILED
320,Projection-Antisymmetry,NullModeControl,0.1292,0.1248,0.1239,0.1259,0.1253,0.1169,0.1242,MODE-FAILED
512,Projection-Antisymmetry,NullModeControl,0.0841,0.0859,0.0856,0.0838,0.0799,0.0815,0.0804,MODE-FAILED
768,Projection-Antisymmetry,NullModeControl,0.0583,0.06,0.0594,0.058,0.0562,0.0562,0.0567,MODE-FAILED
1024,Projection-Antisymmetry,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1536,Projection-Antisymmetry,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Antisymmetry,NullModeControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Neutral,EmergentModeExtraction,0.9469,0.9179,0.9227,0.886,0.88,0.8817,0.8684,MODE-STABLE
2,Projection-Neutral,EmergentModeExtraction,0.9477,0.9199,0.8744,0.8742,0.8718,0.8684,0.8625,MODE-BOUNDED
4,Projection-Neutral,EmergentModeExtraction,0.8927,0.8808,0.8675,0.8382,0.8513,0.839,0.8482,MODE-BOUNDED
6,Projection-Neutral,EmergentModeExtraction,0.8921,0.839,0.8384,0.8218,0.8062,0.8235,0.8358,MODE-BOUNDED
8,Projection-Neutral,EmergentModeExtraction,0.8658,0.8459,0.8284,0.8169,0.7932,0.7838,0.8018,MODE-BOUNDED
12,Projection-Neutral,EmergentModeExtraction,0.7981,0.7996,0.7858,0.7455,0.7542,0.7348,0.7668,MODE-PARTIAL
16,Projection-Neutral,EmergentModeExtraction,0.7837,0.743,0.7402,0.7102,0.7216,0.7294,0.726,MODE-PARTIAL
20,Projection-Neutral,EmergentModeExtraction,0.7296,0.7012,0.7129,0.6967,0.6807,0.6849,0.681,MODE-PARTIAL
24,Projection-Neutral,EmergentModeExtraction,0.7138,0.6884,0.6605,0.6666,0.661,0.6447,0.6453,MODE-DEGRADING
32,Projection-Neutral,EmergentModeExtraction,0.6492,0.6233,0.6068,0.5917,0.5997,0.5898,0.5988,MODE-DEGRADING
40,Projection-Neutral,EmergentModeExtraction,0.589,0.5879,0.5713,0.5706,0.5401,0.5502,0.5478,MODE-DEGRADING
48,Projection-Neutral,EmergentModeExtraction,0.5583,0.5476,0.5312,0.5284,0.513,0.5105,0.5121,MODE-FAILED
64,Projection-Neutral,EmergentModeExtraction,0.4892,0.4729,0.4635,0.4618,0.457,0.4533,0.4616,MODE-FAILED
80,Projection-Neutral,EmergentModeExtraction,0.4297,0.4261,0.4135,0.4065,0.4018,0.4024,0.4071,MODE-FAILED
96,Projection-Neutral,EmergentModeExtraction,0.3876,0.3727,0.3766,0.3582,0.3609,0.359,0.3724,MODE-FAILED
128,Projection-Neutral,EmergentModeExtraction,0.3205,0.3145,0.3094,0.3086,0.3076,0.3015,0.2984,MODE-FAILED
160,Projection-Neutral,EmergentModeExtraction,0.2815,0.2648,0.2721,0.2615,0.2607,0.2602,0.258,MODE-FAILED
192,Projection-Neutral,EmergentModeExtraction,0.2427,0.2354,0.2376,0.2271,0.2292,0.2214,0.2274,MODE-FAILED
256,Projection-Neutral,EmergentModeExtraction,0.1998,0.1901,0.1849,0.1866,0.1786,0.1793,0.1837,MODE-FAILED
320,Projection-Neutral,EmergentModeExtraction,0.164,0.1591,0.1558,0.1539,0.1548,0.1484,0.1544,MODE-FAILED
512,Projection-Neutral,EmergentModeExtraction,0.1112,0.1035,0.1047,0.1027,0.1019,0.1033,0.1037,MODE-FAILED
768,Projection-Neutral,EmergentModeExtraction,0.0745,0.0728,0.0731,0.0697,0.0715,0.0715,0.07,MODE-FAILED
1024,Projection-Neutral,EmergentModeExtraction,0.0591,0.0558,0.0556,0.0553,0.0546,0.0534,0.0542,MODE-FAILED
1536,Projection-Neutral,EmergentModeExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Neutral,EmergentModeExtraction,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Neutral,ModePersistenceAnalysis,0.9315,0.9158,0.8859,0.9046,0.9026,0.8603,0.9033,MODE-BOUNDED
2,Projection-Neutral,ModePersistenceAnalysis,0.9549,0.9,0.9042,0.8867,0.8779,0.8449,0.8988,MODE-BOUNDED
4,Projection-Neutral,ModePersistenceAnalysis,0.8965,0.8952,0.8787,0.8603,0.8297,0.8215,0.8383,MODE-BOUNDED
6,Projection-Neutral,ModePersistenceAnalysis,0.8698,0.869,0.8246,0.8583,0.8143,0.81,0.8249,MODE-BOUNDED
8,Projection-Neutral,ModePersistenceAnalysis,0.8527,0.8425,0.8186,0.8274,0.8055,0.7959,0.824,MODE-BOUNDED
12,Projection-Neutral,ModePersistenceAnalysis,0.8116,0.7838,0.7845,0.7891,0.7693,0.7414,0.7685,MODE-PARTIAL
16,Projection-Neutral,ModePersistenceAnalysis,0.7641,0.7619,0.725,0.7494,0.7272,0.7242,0.7224,MODE-PARTIAL
20,Projection-Neutral,ModePersistenceAnalysis,0.7516,0.731,0.7003,0.6999,0.675,0.6712,0.6891,MODE-PARTIAL
24,Projection-Neutral,ModePersistenceAnalysis,0.7079,0.6852,0.66,0.6612,0.653,0.6632,0.6529,MODE-DEGRADING
32,Projection-Neutral,ModePersistenceAnalysis,0.6448,0.6317,0.6213,0.6239,0.6165,0.5853,0.621,MODE-DEGRADING
40,Projection-Neutral,ModePersistenceAnalysis,0.6061,0.573,0.5713,0.5604,0.565,0.5412,0.5753,MODE-DEGRADING
48,Projection-Neutral,ModePersistenceAnalysis,0.5684,0.5455,0.5279,0.5304,0.5133,0.5215,0.526,MODE-FAILED
64,Projection-Neutral,ModePersistenceAnalysis,0.4928,0.4669,0.469,0.4622,0.4486,0.4555,0.4666,MODE-FAILED
80,Projection-Neutral,ModePersistenceAnalysis,0.4434,0.4297,0.4182,0.4197,0.4005,0.392,0.4017,MODE-FAILED
96,Projection-Neutral,ModePersistenceAnalysis,0.3944,0.3756,0.38,0.3803,0.3645,0.3684,0.3734,MODE-FAILED
128,Projection-Neutral,ModePersistenceAnalysis,0.3245,0.323,0.3149,0.3061,0.3019,0.2967,0.303,MODE-FAILED
160,Projection-Neutral,ModePersistenceAnalysis,0.2862,0.2732,0.2648,0.262,0.2624,0.256,0.2609,MODE-FAILED
192,Projection-Neutral,ModePersistenceAnalysis,0.243,0.2408,0.2376,0.2333,0.2323,0.2311,0.2338,MODE-FAILED
256,Projection-Neutral,ModePersistenceAnalysis,0.2001,0.1938,0.1856,0.1862,0.1802,0.1836,0.1881,MODE-FAILED
320,Projection-Neutral,ModePersistenceAnalysis,0.1657,0.1629,0.1558,0.1542,0.1535,0.1491,0.1537,MODE-FAILED
512,Projection-Neutral,ModePersistenceAnalysis,0.1078,0.105,0.1053,0.1043,0.1024,0.1029,0.1011,MODE-FAILED
768,Projection-Neutral,ModePersistenceAnalysis,0.0748,0.0745,0.0718,0.0738,0.072,0.0702,0.0726,MODE-FAILED
1024,Projection-Neutral,ModePersistenceAnalysis,0.0577,0.0576,0.0551,0.0549,0.0547,0.0529,0.0549,MODE-FAILED
1536,Projection-Neutral,ModePersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Neutral,ModePersistenceAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Neutral,IndependentTransportTracking,0.9356,0.9155,0.9123,0.908,0.8795,0.8719,0.8959,MODE-STABLE
2,Projection-Neutral,IndependentTransportTracking,0.9326,0.8953,0.8966,0.8973,0.8791,0.8651,0.8888,MODE-BOUNDED
4,Projection-Neutral,IndependentTransportTracking,0.883,0.8885,0.8634,0.8684,0.8191,0.8185,0.8633,MODE-BOUNDED
6,Projection-Neutral,IndependentTransportTracking,0.8595,0.8621,0.8658,0.8241,0.8098,0.798,0.841,MODE-BOUNDED
8,Projection-Neutral,IndependentTransportTracking,0.8381,0.8256,0.8333,0.8136,0.7841,0.7721,0.8176,MODE-BOUNDED
12,Projection-Neutral,IndependentTransportTracking,0.821,0.7828,0.7759,0.7647,0.7421,0.728,0.7672,MODE-PARTIAL
16,Projection-Neutral,IndependentTransportTracking,0.7623,0.7418,0.7514,0.7447,0.6989,0.6919,0.7279,MODE-PARTIAL
20,Projection-Neutral,IndependentTransportTracking,0.7389,0.7024,0.7265,0.6898,0.6668,0.6707,0.6914,MODE-PARTIAL
24,Projection-Neutral,IndependentTransportTracking,0.687,0.6816,0.6685,0.6765,0.6633,0.6555,0.6818,MODE-DEGRADING
32,Projection-Neutral,IndependentTransportTracking,0.641,0.6328,0.6238,0.6063,0.6013,0.6044,0.6088,MODE-DEGRADING
40,Projection-Neutral,IndependentTransportTracking,0.5814,0.5791,0.5662,0.5529,0.542,0.534,0.5799,MODE-DEGRADING
48,Projection-Neutral,IndependentTransportTracking,0.5566,0.544,0.5263,0.5222,0.5088,0.5046,0.5257,MODE-FAILED
64,Projection-Neutral,IndependentTransportTracking,0.4788,0.4624,0.4617,0.4596,0.452,0.4532,0.4654,MODE-FAILED
80,Projection-Neutral,IndependentTransportTracking,0.4329,0.4128,0.4268,0.401,0.3924,0.3871,0.4063,MODE-FAILED
96,Projection-Neutral,IndependentTransportTracking,0.3926,0.3747,0.3769,0.3767,0.3581,0.3503,0.3657,MODE-FAILED
128,Projection-Neutral,IndependentTransportTracking,0.3222,0.3174,0.3111,0.3035,0.3076,0.3012,0.3118,MODE-FAILED
160,Projection-Neutral,IndependentTransportTracking,0.2831,0.2728,0.2731,0.2675,0.2608,0.26,0.2683,MODE-FAILED
192,Projection-Neutral,IndependentTransportTracking,0.2444,0.2346,0.234,0.229,0.2305,0.2281,0.2329,MODE-FAILED
256,Projection-Neutral,IndependentTransportTracking,0.1992,0.1915,0.1935,0.1848,0.1802,0.1764,0.1846,MODE-FAILED
320,Projection-Neutral,IndependentTransportTracking,0.1609,0.1601,0.1588,0.1524,0.1492,0.1527,0.1569,MODE-FAILED
512,Projection-Neutral,IndependentTransportTracking,0.1084,0.1059,0.1047,0.1032,0.0996,0.0981,0.106,MODE-FAILED
768,Projection-Neutral,IndependentTransportTracking,0.0753,0.0732,0.0727,0.0718,0.0691,0.0678,0.0712,MODE-FAILED
1024,Projection-Neutral,IndependentTransportTracking,0.057,0.055,0.0565,0.0557,0.0543,0.052,0.0565,MODE-FAILED
1536,Projection-Neutral,IndependentTransportTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Neutral,IndependentTransportTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Neutral,RecursiveModeStabilization,0.9532,0.9136,0.8814,0.8989,0.8824,0.893,0.8935,MODE-BOUNDED
2,Projection-Neutral,RecursiveModeStabilization,0.9254,0.8871,0.875,0.8957,0.872,0.8702,0.8602,MODE-BOUNDED
4,Projection-Neutral,RecursiveModeStabilization,0.9134,0.8744,0.8433,0.8677,0.8353,0.8213,0.8652,MODE-BOUNDED
6,Projection-Neutral,RecursiveModeStabilization,0.8573,0.863,0.8383,0.835,0.8361,0.7976,0.8215,MODE-BOUNDED
8,Projection-Neutral,RecursiveModeStabilization,0.832,0.8434,0.8243,0.8276,0.8045,0.7837,0.8026,MODE-BOUNDED
12,Projection-Neutral,RecursiveModeStabilization,0.8188,0.7771,0.782,0.7925,0.7579,0.7373,0.772,MODE-PARTIAL
16,Projection-Neutral,RecursiveModeStabilization,0.7741,0.7434,0.728,0.7552,0.716,0.7227,0.7218,MODE-PARTIAL
20,Projection-Neutral,RecursiveModeStabilization,0.7263,0.7195,0.6987,0.7014,0.6856,0.6801,0.6983,MODE-DEGRADING
24,Projection-Neutral,RecursiveModeStabilization,0.6901,0.692,0.6701,0.6777,0.668,0.6431,0.6661,MODE-DEGRADING
32,Projection-Neutral,RecursiveModeStabilization,0.6349,0.6127,0.5985,0.6317,0.5985,0.6072,0.5998,MODE-DEGRADING
40,Projection-Neutral,RecursiveModeStabilization,0.6023,0.5704,0.5715,0.5627,0.5651,0.5523,0.5504,MODE-DEGRADING
48,Projection-Neutral,RecursiveModeStabilization,0.5417,0.5473,0.5353,0.5259,0.5199,0.5027,0.5177,MODE-FAILED
64,Projection-Neutral,RecursiveModeStabilization,0.4775,0.4637,0.4609,0.4665,0.4609,0.4577,0.4652,MODE-FAILED
80,Projection-Neutral,RecursiveModeStabilization,0.4335,0.4177,0.4051,0.4149,0.4118,0.3978,0.4097,MODE-FAILED
96,Projection-Neutral,RecursiveModeStabilization,0.3796,0.3716,0.376,0.3658,0.3605,0.3548,0.3632,MODE-FAILED
128,Projection-Neutral,RecursiveModeStabilization,0.3267,0.3175,0.3116,0.3055,0.2988,0.3035,0.3092,MODE-FAILED
160,Projection-Neutral,RecursiveModeStabilization,0.2719,0.2761,0.2611,0.2648,0.2586,0.263,0.2558,MODE-FAILED
192,Projection-Neutral,RecursiveModeStabilization,0.2379,0.2353,0.2365,0.2359,0.2294,0.2216,0.2339,MODE-FAILED
256,Projection-Neutral,RecursiveModeStabilization,0.1938,0.1893,0.1816,0.1885,0.1865,0.1832,0.1821,MODE-FAILED
320,Projection-Neutral,RecursiveModeStabilization,0.1586,0.1562,0.1539,0.1573,0.153,0.1487,0.1559,MODE-FAILED
512,Projection-Neutral,RecursiveModeStabilization,0.1084,0.1053,0.1025,0.1041,0.1007,0.1025,0.1,MODE-FAILED
768,Projection-Neutral,RecursiveModeStabilization,0.0748,0.0722,0.0702,0.071,0.0711,0.0706,0.0712,MODE-FAILED
1024,Projection-Neutral,RecursiveModeStabilization,0.0578,0.0556,0.0542,0.0557,0.0553,0.0526,0.0533,MODE-FAILED
1536,Projection-Neutral,RecursiveModeStabilization,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Neutral,RecursiveModeStabilization,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Neutral,CompositeModeInteractionMapping,0.933,0.919,0.8898,0.8992,0.8851,0.8491,0.879,MODE-BOUNDED
2,Projection-Neutral,CompositeModeInteractionMapping,0.9027,0.9041,0.8952,0.8823,0.8775,0.8533,0.8845,MODE-BOUNDED
4,Projection-Neutral,CompositeModeInteractionMapping,0.8793,0.8555,0.8509,0.8549,0.8528,0.8315,0.8323,MODE-BOUNDED
6,Projection-Neutral,CompositeModeInteractionMapping,0.8705,0.8583,0.8149,0.8175,0.836,0.8099,0.8403,MODE-BOUNDED
8,Projection-Neutral,CompositeModeInteractionMapping,0.8496,0.8189,0.8036,0.7924,0.8119,0.7703,0.7984,MODE-BOUNDED
12,Projection-Neutral,CompositeModeInteractionMapping,0.8149,0.7716,0.7857,0.7515,0.7676,0.7382,0.7713,MODE-PARTIAL
16,Projection-Neutral,CompositeModeInteractionMapping,0.762,0.7368,0.7345,0.7196,0.7172,0.714,0.7338,MODE-PARTIAL
20,Projection-Neutral,CompositeModeInteractionMapping,0.7265,0.7059,0.7101,0.6745,0.6829,0.6593,0.6877,MODE-PARTIAL
24,Projection-Neutral,CompositeModeInteractionMapping,0.6872,0.6751,0.6787,0.6603,0.6594,0.6513,0.6592,MODE-DEGRADING
32,Projection-Neutral,CompositeModeInteractionMapping,0.6367,0.6217,0.6063,0.5927,0.6139,0.5903,0.6149,MODE-DEGRADING
40,Projection-Neutral,CompositeModeInteractionMapping,0.5898,0.5709,0.5528,0.5599,0.5759,0.555,0.5652,MODE-DEGRADING
48,Projection-Neutral,CompositeModeInteractionMapping,0.5487,0.5419,0.5275,0.5092,0.5312,0.5071,0.5267,MODE-FAILED
64,Projection-Neutral,CompositeModeInteractionMapping,0.4817,0.4725,0.4621,0.4539,0.4692,0.4477,0.4574,MODE-FAILED
80,Projection-Neutral,CompositeModeInteractionMapping,0.4351,0.4105,0.4022,0.4114,0.4009,0.4022,0.4097,MODE-FAILED
96,Projection-Neutral,CompositeModeInteractionMapping,0.3919,0.3656,0.3615,0.3616,0.3622,0.3536,0.3726,MODE-FAILED
128,Projection-Neutral,CompositeModeInteractionMapping,0.319,0.3126,0.3122,0.3024,0.3136,0.2962,0.3107,MODE-FAILED
160,Projection-Neutral,CompositeModeInteractionMapping,0.2802,0.2621,0.2636,0.2665,0.2645,0.2541,0.2623,MODE-FAILED
192,Projection-Neutral,CompositeModeInteractionMapping,0.2403,0.2391,0.2272,0.2247,0.2291,0.2205,0.2342,MODE-FAILED
256,Projection-Neutral,CompositeModeInteractionMapping,0.1963,0.1862,0.187,0.184,0.1825,0.1809,0.1862,MODE-FAILED
320,Projection-Neutral,CompositeModeInteractionMapping,0.1576,0.1576,0.1518,0.1542,0.1523,0.1523,0.1508,MODE-FAILED
512,Projection-Neutral,CompositeModeInteractionMapping,0.1055,0.1029,0.1028,0.1002,0.1016,0.1018,0.1001,MODE-FAILED
768,Projection-Neutral,CompositeModeInteractionMapping,0.0751,0.071,0.0709,0.0717,0.0705,0.0685,0.0716,MODE-FAILED
1024,Projection-Neutral,CompositeModeInteractionMapping,0.0577,0.0562,0.0557,0.0548,0.0551,0.0531,0.0547,MODE-FAILED
1536,Projection-Neutral,CompositeModeInteractionMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Neutral,CompositeModeInteractionMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Neutral,ModeReproductionDynamics,0.9112,0.8944,0.9086,0.907,0.8674,0.889,0.8754,MODE-BOUNDED
2,Projection-Neutral,ModeReproductionDynamics,0.9071,0.8738,0.8954,0.8901,0.8757,0.8866,0.8897,MODE-BOUNDED
4,Projection-Neutral,ModeReproductionDynamics,0.8673,0.8627,0.8631,0.855,0.8505,0.8516,0.85,MODE-BOUNDED
6,Projection-Neutral,ModeReproductionDynamics,0.8721,0.8318,0.8387,0.8201,0.8172,0.8222,0.8188,MODE-BOUNDED
8,Projection-Neutral,ModeReproductionDynamics,0.8359,0.8243,0.7926,0.8241,0.7919,0.8173,0.7962,MODE-PARTIAL
12,Projection-Neutral,ModeReproductionDynamics,0.7862,0.7765,0.7604,0.7675,0.7528,0.7537,0.7513,MODE-PARTIAL
16,Projection-Neutral,ModeReproductionDynamics,0.7405,0.7336,0.7251,0.722,0.7,0.721,0.7191,MODE-PARTIAL
20,Projection-Neutral,ModeReproductionDynamics,0.7214,0.7089,0.6844,0.7109,0.689,0.6754,0.703,MODE-DEGRADING
24,Projection-Neutral,ModeReproductionDynamics,0.6847,0.6694,0.678,0.6513,0.665,0.6649,0.6511,MODE-DEGRADING
32,Projection-Neutral,ModeReproductionDynamics,0.6358,0.6229,0.6229,0.6243,0.5865,0.6132,0.5936,MODE-DEGRADING
40,Projection-Neutral,ModeReproductionDynamics,0.5813,0.5766,0.5702,0.562,0.5626,0.5645,0.5608,MODE-DEGRADING
48,Projection-Neutral,ModeReproductionDynamics,0.5391,0.5388,0.5296,0.5187,0.5112,0.5239,0.5126,MODE-FAILED
64,Projection-Neutral,ModeReproductionDynamics,0.4796,0.4695,0.4666,0.4627,0.4589,0.4523,0.4623,MODE-FAILED
80,Projection-Neutral,ModeReproductionDynamics,0.4213,0.4159,0.4168,0.4018,0.3958,0.4086,0.3965,MODE-FAILED
96,Projection-Neutral,ModeReproductionDynamics,0.3879,0.3741,0.3666,0.3678,0.3689,0.3581,0.364,MODE-FAILED
128,Projection-Neutral,ModeReproductionDynamics,0.3188,0.3179,0.311,0.3101,0.2955,0.3115,0.3034,MODE-FAILED
160,Projection-Neutral,ModeReproductionDynamics,0.2745,0.2681,0.2666,0.2679,0.2562,0.2608,0.2608,MODE-FAILED
192,Projection-Neutral,ModeReproductionDynamics,0.2428,0.236,0.2315,0.2321,0.23,0.2313,0.2315,MODE-FAILED
256,Projection-Neutral,ModeReproductionDynamics,0.1887,0.1896,0.1845,0.186,0.1838,0.1811,0.184,MODE-FAILED
320,Projection-Neutral,ModeReproductionDynamics,0.1606,0.1552,0.1541,0.1547,0.1492,0.1505,0.1518,MODE-FAILED
512,Projection-Neutral,ModeReproductionDynamics,0.107,0.1039,0.1043,0.1045,0.0993,0.1007,0.1019,MODE-FAILED
768,Projection-Neutral,ModeReproductionDynamics,0.0734,0.0719,0.0712,0.0728,0.0707,0.0717,0.0704,MODE-FAILED
1024,Projection-Neutral,ModeReproductionDynamics,0.0565,0.0542,0.0539,0.0556,0.0541,0.0537,0.0553,MODE-FAILED
1536,Projection-Neutral,ModeReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
2048,Projection-Neutral,ModeReproductionDynamics,0.05,0.05,0.05,0.05,0.05,0.05,0.05,MODE-FAILED
1,Projection-Neutral,NullModeControl,0.737,0.7224,0.7094,0.737,0.6927,0.6824,0.7353,MODE-PARTIAL
2,Projection-Neutral,NullModeControl,0.7141,0.7227,0.7211,0.7418,0.71,0.6659,0.69,MODE-PARTIAL
4,Projection-Neutral,NullModeControl,0.7061,0.7126,0.6842,0.7113,0.6863,0.6745,0.6872,MODE-DEGRADING
6,Projection-Neutral,NullModeControl,0.6752,0.6666,0.6828,0.6725,0.6712,0.6291,0.6804,MODE-DEGRADING
8,Projection-Neutral,NullModeControl,0.6646,0.6653,0.6618,0.68,0.6447,0.6123,0.637,MODE-DEGRADING
12,Projection-Neutral,NullModeControl,0.6193,0.6427,0.6242,0.6227,0.6179,0.587,0.6014,MODE-DEGRADING
16,Projection-Neutral,NullModeControl,0.6059,0.5968,0.6049,0.587,0.565,0.5617,0.5679,MODE-DEGRADING
20,Projection-Neutral,NullModeControl,0.5748,0.578,0.5773,0.5598,0.5496,0.555,0.5491,MODE-DEGRADING
24,Projection-Neutral,NullModeControl,0.54,0.5502,0.5447,0.5425,0.5194,0.5098,0.545,MODE-DEGRADING
32,Projection-Neutral,NullModeControl,0.4925,0.4914,0.4822,0.5054,0.4782,0.4852,0.4851,MODE-FAILED
