domain,sys_idx,collapse_available,recovery_possible,recovery_steps_mean,recovery_probability,recovery_entropy,collapse_regime_shifts,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score
kuramoto,465,10,1,7.94,1.0,0.0,1,CG,1.0,1.0,0.4678,0.146808,1.0,0.4678,0.5185,0.9206,0.02,0.708
kuramoto,466,10,1,5.98,1.0,0.0,1,CG,1.0,1.0,0.7636,0.122325,0.9999,0.7636,0.5456,0.9402,0.02,0.7849
kuramoto,472,12,1,8.12,1.0,0.0,1,CG,1.0,1.0,0.4543,0.146144,0.9999,0.4543,0.7516,0.9188,0.02,0.7044
kuramoto,474,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.6477,0.120891,0.9999,0.6477,0.0,0.0,0.1,0.3769
kuramoto,477,10,1,9.2,1.0,0.0,1,CG,1.0,1.0,0.7306,0.157516,0.9999,0.7306,0.567,0.908,0.02,0.7719
kuramoto,478,4,1,6.05,1.0,0.0,1,CG,1.0,1.0,0.7793,0.166456,0.9999,0.7793,0.5706,0.9395,0.06,0.7947
kuramoto,481,6,1,6.54,1.0,0.0,1,CG,1.0,1.0,0.9405,0.145487,0.9999,0.9405,0.738,0.9346,0.06,0.8343
kuramoto,484,10,1,7.42,1.0,0.0,1,CG,1.0,1.0,0.6164,0.122858,0.9999,0.6164,0.7641,0.9258,0.02,0.746
kuramoto,485,12,1,6.36,1.0,0.0,1,CG,1.0,1.0,0.6351,0.13229,0.9999,0.6351,0.6937,0.9364,0.02,0.7522
kuramoto,486,0,-1,-1.0,-1.0,-1.0,-1,CG,0.9333,0.0,0.7071,0.11243,0.9998,0.7071,0.0,0.0,0.1,0.3784
kuramoto,487,2,1,1.55,1.0,1.0,2,CG,0.8333,1.0,0.42,0.06726,0.9998,0.42,2.7957,0.9845,0.08,0.6813
kuramoto,489,13,1,7.74,1.0,0.0,1,CG,1.0,1.0,0.3542,0.120371,0.9999,0.3542,0.5195,0.9226,0.02,0.6799
kuramoto,497,4,1,6.38,1.0,0.0,1,CG,1.0,1.0,0.761,0.157724,0.9999,0.761,0.6175,0.9362,0.1,0.7957
kuramoto,499,15,1,6.74,1.0,0.0,1,CG,1.0,1.0,0.1921,0.128766,0.9999,0.1921,1.4839,0.9326,0.02,0.6409
nonlinear_oscillator,2,9,1,2.54,1.0,0.0,1,CG,1.0,1.0,0.2394,0.08129,0.9998,0.2394,0.4086,0.9746,0.02,0.659
nonlinear_oscillator,7,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.18,0.073815,0.9999,0.18,0.0,0.0,0.4,0.305
nonlinear_oscillator,9,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1725,0.08056,1.0,0.1725,0.0,0.0,0.58,0.3301
nonlinear_oscillator,10,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1875,0.076748,0.9999,0.1875,0.0,0.0,0.74,0.3579
nonlinear_oscillator,11,5,1,1.32,1.0,0.0,1,CG,1.0,1.0,0.1799,0.071859,0.9999,0.1799,0.3388,0.9868,0.14,0.664
nonlinear_oscillator,12,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1575,0.062016,0.9999,0.1575,0.0,0.0,0.24,0.2754
nonlinear_oscillator,13,2,1,1.65,1.0,0.0,1,CG,1.0,1.0,0.2149,0.070169,0.9999,0.2149,0.6843,0.9835,0.54,0.7322
nonlinear_oscillator,16,3,1,4.03,1.0,0.0,1,CG,1.0,1.0,0.1175,0.054462,1.0,0.1175,0.4896,0.9597,0.4,0.6833
nonlinear_oscillator,17,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1775,0.080596,0.9999,0.1775,0.0,0.0,0.38,0.3014
nonlinear_oscillator,19,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.145,0.070186,0.9999,0.145,0.0,0.0,0.22,0.2692
nonlinear_oscillator,21,1,1,1.1,1.0,0.0,1,CG,1.0,1.0,0.13,0.056683,0.9999,0.13,0.3481,0.989,0.5,0.7058
nonlinear_oscillator,29,5,1,2.56,1.0,0.0,1,CG,0.9667,1.0,0.2419,0.079933,0.9998,0.2419,0.8231,0.9744,0.2,0.68
nonlinear_oscillator,34,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.165,0.067793,0.9999,0.165,0.0,0.0,0.5,0.3162
nonlinear_oscillator,39,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.17,0.07892,0.9999,0.17,0.0,0.0,0.6,0.3325
nonlinear_oscillator,40,12,1,2.9,1.0,0.0,1,CG,1.0,1.0,0.1075,0.054065,1.0,0.1075,0.1841,0.971,0.02,0.6255
nonlinear_oscillator,41,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.185,0.089606,0.9999,0.185,0.0,0.0,0.6,0.3362
nonlinear_oscillator,42,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.18,0.072331,0.9999,0.18,0.0,0.0,0.54,0.326
nonlinear_oscillator,44,3,1,4.4,1.0,0.0,1,CG,0.8333,1.0,0.2982,0.096741,0.9997,0.2982,1.1745,0.956,0.16,0.6586
nonlinear_oscillator,45,14,1,4.06,1.0,0.0,1,CG,1.0,1.0,0.11,0.055392,1.0,0.11,0.2109,0.9594,0.02,0.6244
nonlinear_oscillator,46,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.195,0.09084,0.9999,0.195,0.0,0.0,0.74,0.3597
nonlinear_oscillator,47,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1525,0.069053,0.9999,0.1525,0.0,0.0,0.38,0.2951
nonlinear_oscillator,48,1,1,1.9,1.0,0.0,1,CG,0.8667,1.0,0.2511,0.082326,0.9998,0.2511,0.9449,0.981,0.46,0.7023
nonlinear_oscillator,50,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.185,0.089491,0.9999,0.185,0.0,0.0,0.64,0.3422
nonlinear_oscillator,56,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.16,0.068978,0.9999,0.16,0.0,0.0,0.26,0.279
nonlinear_oscillator,59,7,1,1.46,1.0,0.0,1,CG,1.0,1.0,0.1971,0.077602,0.9999,0.1971,0.3272,0.9854,0.12,0.6651
nonlinear_oscillator,61,4,1,1.88,1.0,0.0,1,CG,1.0,1.0,0.1325,0.056559,0.9999,0.1325,0.3777,0.9812,0.06,0.6393
nonlinear_oscillator,65,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1625,0.081589,1.0,0.1625,0.0,0.0,0.6,0.3306
nonlinear_oscillator,67,7,1,1.82,1.0,0.0,1,CG,1.0,1.0,0.1946,0.070498,1.0,0.1946,0.1692,0.9818,0.06,0.6549
nonlinear_oscillator,68,5,1,2.24,1.0,0.0,1,CG,0.7667,1.0,0.2482,0.079773,0.9998,0.2482,0.9536,0.9776,0.06,0.621
nonlinear_oscillator,69,3,1,1.47,1.0,0.9183,2,CG,1.0,1.0,0.1498,0.058829,0.9999,0.1498,0.6302,0.9853,0.18,0.6622
nonlinear_oscillator,70,1,1,1.2,1.0,0.0,1,CG,1.0,1.0,0.195,0.087316,0.9999,0.195,0.8083,0.988,0.3,0.6919
nonlinear_oscillator,74,6,1,4.52,1.0,0.0,1,CG,1.0,1.0,0.1075,0.058671,1.0,0.1075,0.5004,0.9548,0.06,0.6291
nonlinear_oscillator,75,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1325,0.059139,0.9999,0.1325,0.0,0.0,0.36,0.2871
nonlinear_oscillator,77,12,1,2.48,1.0,0.0,1,CG,0.9667,1.0,0.1125,0.053303,1.0,0.1125,0.1455,0.9752,0.04,0.6237
nonlinear_oscillator,78,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.16,0.079008,1.0,0.16,0.0,0.0,0.4,0.3
nonlinear_oscillator,79,1,1,5.4,1.0,0.0,1,CG,1.0,1.0,0.1125,0.061267,1.0,0.1125,0.5246,0.946,0.08,0.632
nonlinear_oscillator,81,3,1,3.43,1.0,0.0,1,CG,1.0,1.0,0.1125,0.052527,1.0,0.1125,0.3843,0.9657,0.28,0.665
nonlinear_oscillator,82,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.3025,0.11508,0.9998,0.3025,0.0,0.0,0.14,0.2966
nonlinear_oscillator,83,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.145,0.066217,0.9999,0.145,0.0,0.0,0.18,0.2632
nonlinear_oscillator,84,7,1,3.52,1.0,0.0,1,CG,1.0,1.0,0.1075,0.052447,1.0,0.1075,0.1665,0.9648,0.08,0.6336
nonlinear_oscillator,88,8,1,2.2,1.0,0.0,1,CG,1.0,1.0,0.1225,0.053588,1.0,0.1225,0.316,0.978,0.06,0.6363
nonlinear_oscillator,89,1,1,1.1,1.0,0.0,1,CG,1.0,1.0,0.14,0.054298,0.9999,0.14,0.4324,0.989,0.22,0.6663
nonlinear_oscillator,91,13,1,3.86,1.0,0.0,1,CG,1.0,1.0,0.095,0.051889,1.0,0.095,0.2764,0.9614,0.02,0.621
nonlinear_oscillator,93,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.195,0.075151,0.9999,0.195,0.0,0.0,0.5,0.3237
nonlinear_oscillator,94,0,-1,-1.0,-1.0,-1.0,-1,CG,0.9667,0.0,0.1872,0.077934,0.9999,0.1872,0.0,0.0,0.28,0.2821
nonlinear_oscillator,102,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1599,0.066001,0.9999,0.1599,0.0,0.0,0.52,0.318
nonlinear_oscillator,103,8,1,2.96,1.0,0.0,1,CG,1.0,1.0,0.2697,0.104552,0.9997,0.2697,0.6691,0.9704,0.04,0.669
nonlinear_oscillator,109,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.2,0.075984,0.9999,0.2,0.0,0.0,0.62,0.343
nonlinear_oscillator,110,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1375,0.06681,0.9999,0.1375,0.0,0.0,0.16,0.2584
nonlinear_oscillator,112,4,1,3.08,1.0,0.0,1,CG,1.0,1.0,0.115,0.058339,0.9999,0.115,0.6047,0.9692,0.06,0.6331
nonlinear_oscillator,114,1,1,1.2,1.0,0.0,1,CG,1.0,1.0,0.145,0.056147,0.9999,0.145,0.5215,0.988,0.18,0.6614
nonlinear_oscillator,115,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.155,0.075543,1.0,0.155,0.0,0.0,0.68,0.3407
nonlinear_oscillator,116,1,1,2.4,1.0,0.0,1,CG,1.0,1.0,0.1974,0.070231,0.9999,0.1974,0.5484,0.976,0.32,0.6937
nonlinear_oscillator,119,8,1,2.4,1.0,0.0,1,CG,1.0,1.0,0.1175,0.052396,0.9999,0.1175,0.2087,0.976,0.06,0.6348
nonlinear_oscillator,120,1,1,1.7,1.0,0.0,1,CG,1.0,1.0,0.1687,0.057896,0.9999,0.1687,0.8541,0.983,0.56,0.7236
nonlinear_oscillator,123,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.2125,0.085211,0.9999,0.2125,0.0,0.0,0.64,0.3491
nonlinear_oscillator,124,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1624,0.067372,0.9999,0.1624,0.0,0.0,0.24,0.2766
nonlinear_oscillator,127,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.27,0.112043,0.9998,0.27,0.0,0.0,0.56,0.3515
nonlinear_oscillator,134,1,1,1.9,1.0,0.0,1,CG,1.0,1.0,0.1948,0.070256,0.9999,0.1948,0.5172,0.981,0.12,0.6639
nonlinear_oscillator,138,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.165,0.070997,1.0,0.165,0.0,0.0,0.58,0.3282
nonlinear_oscillator,139,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.14,0.065629,1.0,0.14,0.0,0.0,0.34,0.286
nonlinear_oscillator,140,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1575,0.075693,1.0,0.1575,0.0,0.0,0.6,0.3294
nonlinear_oscillator,142,1,1,2.2,1.0,0.0,1,CG,1.0,1.0,0.1375,0.061656,0.9999,0.1375,0.6054,0.978,0.14,0.6521
nonlinear_oscillator,144,5,1,2.26,1.0,0.0,1,CG,1.0,1.0,0.125,0.057563,0.9999,0.125,0.3582,0.9774,0.06,0.6369
nonlinear_oscillator,145,8,1,2.46,1.0,0.0,1,CG,1.0,1.0,0.2873,0.100709,0.9998,0.2873,0.5939,0.9754,0.02,0.6711
nonlinear_oscillator,147,2,1,1.35,1.0,0.0,1,CG,1.0,1.0,0.1375,0.054197,0.9999,0.1375,0.208,0.9865,0.24,0.6683
nonlinear_oscillator,151,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1425,0.072367,1.0,0.1425,0.0,0.0,0.22,0.2686
nonlinear_oscillator,152,2,1,1.6,1.0,0.0,1,CG,1.0,1.0,0.1475,0.054464,0.9999,0.1475,0.527,0.984,0.08,0.6465
nonlinear_oscillator,153,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.125,0.064486,0.9999,0.125,0.0,0.0,0.2,0.2612
nonlinear_oscillator,154,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1275,0.063998,0.9999,0.1275,0.0,0.0,0.24,0.2679
nonlinear_oscillator,155,6,1,1.54,1.0,0.0,1,CG,0.9,1.0,0.2142,0.06753,0.9999,0.2142,0.5342,0.9846,0.04,0.6372
nonlinear_oscillator,156,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.24,0.089583,0.9999,0.24,0.0,0.0,0.6,0.35
nonlinear_oscillator,157,4,1,1.45,1.0,0.8113,2,CG,1.0,1.0,0.1792,0.057287,0.9999,0.1792,0.5324,0.9855,0.1,0.6576
nonlinear_oscillator,158,2,1,1.9,1.0,0.0,1,CG,0.9333,1.0,0.2544,0.088076,0.9997,0.2544,0.8854,0.981,0.1,0.6624
nonlinear_oscillator,159,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.21,0.07581,0.9999,0.21,0.0,0.0,0.48,0.3245
nonlinear_oscillator,161,4,1,3.12,1.0,0.0,1,CG,1.0,1.0,0.3073,0.080668,0.9998,0.3073,0.5279,0.9688,0.1,0.6871
nonlinear_oscillator,162,4,1,1.4,1.0,0.8113,2,CG,1.0,1.0,0.1647,0.057167,0.9999,0.1647,0.5627,0.986,0.04,0.6451
nonlinear_oscillator,163,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.16,0.080244,0.9999,0.16,0.0,0.0,0.64,0.336
nonlinear_oscillator,164,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.195,0.079542,0.9999,0.195,0.0,0.0,0.36,0.3027
nonlinear_oscillator,165,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.155,0.069342,0.9999,0.155,0.0,0.0,0.56,0.3227
nonlinear_oscillator,168,6,1,3.78,1.0,0.0,1,CG,0.9,1.0,0.1325,0.056297,0.9999,0.1325,0.5754,0.9622,0.08,0.6195
nonlinear_oscillator,169,9,1,2.06,1.0,0.0,1,CG,1.0,1.0,0.1997,0.074033,0.9999,0.1997,0.4056,0.9794,0.1,0.6618
nonlinear_oscillator,171,16,1,9.74,1.0,0.0,1,CG,0.7667,1.0,0.5048,0.169811,0.9995,0.5048,1.1914,0.9026,0.02,0.6679
nonlinear_oscillator,173,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1175,0.06186,0.9999,0.1175,0.0,0.0,0.12,0.2474
nonlinear_oscillator,175,3,1,1.83,1.0,0.0,1,CG,1.0,1.0,0.135,0.052832,0.9999,0.135,0.2458,0.9817,0.1,0.646
nonlinear_oscillator,177,13,1,4.02,1.0,0.0,1,CG,1.0,1.0,0.1,0.052904,1.0,0.1,0.2102,0.9598,0.02,0.622
nonlinear_oscillator,178,2,1,1.65,1.0,0.0,1,CG,1.0,1.0,0.2298,0.078843,0.9999,0.2298,0.4722,0.9835,0.16,0.679
nonlinear_oscillator,180,13,1,4.04,1.0,0.0,1,CG,1.0,1.0,0.105,0.054354,1.0,0.105,0.4402,0.9596,0.02,0.6232
nonlinear_oscillator,183,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1325,0.069842,0.9999,0.1325,0.0,0.0,0.52,0.3111
nonlinear_oscillator,185,0,-1,-1.0,-1.0,-1.0,-1,CG,0.9333,0.0,0.1824,0.059675,0.9999,0.1824,0.0,0.0,0.38,0.2893
nonlinear_oscillator,187,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.155,0.075491,1.0,0.155,0.0,0.0,0.44,0.3047
nonlinear_oscillator,188,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.2775,0.10526,0.9998,0.2775,0.0,0.0,0.32,0.3174
nonlinear_oscillator,190,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.115,0.063152,0.9999,0.115,0.0,0.0,0.32,0.2767
nonlinear_oscillator,191,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.205,0.084417,0.9999,0.205,0.0,0.0,0.76,0.3652
nonlinear_oscillator,192,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1525,0.061638,0.9999,0.1525,0.0,0.0,0.46,0.3071
nonlinear_oscillator,194,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.205,0.077223,0.9999,0.205,0.0,0.0,0.62,0.3442
nonlinear_oscillator,195,1,1,1.2,1.0,0.0,1,CG,1.0,1.0,0.1425,0.065136,0.9999,0.1425,0.4814,0.988,0.28,0.6758
nonlinear_oscillator,196,1,1,3.3,1.0,0.0,1,CG,1.0,1.0,0.115,0.066542,1.0,0.115,0.5925,0.967,0.28,0.6658
nonlinear_oscillator,197,3,1,2.1,1.0,0.0,1,CG,1.0,1.0,0.1175,0.056984,0.9999,0.1175,0.2876,0.979,0.08,0.6382
nonlinear_oscillator,198,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.26,0.103707,0.9998,0.26,0.0,0.0,0.22,0.298
nonlinear_oscillator,200,3,1,2.5,1.0,0.0,1,CG,1.0,1.0,0.1375,0.054422,0.9999,0.1375,0.4311,0.975,0.1,0.6456
nonlinear_oscillator,201,6,1,3.88,1.0,0.0,1,CG,1.0,1.0,0.1025,0.053409,1.0,0.1025,0.2339,0.9612,0.04,0.6258
nonlinear_oscillator,202,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1975,0.088493,0.9999,0.1975,0.0,0.0,0.58,0.3364
nonlinear_oscillator,203,7,1,5.98,1.0,0.0,1,CG,0.8333,1.0,0.3903,0.109766,0.9997,0.3903,0.8544,0.9402,0.04,0.6613
nonlinear_oscillator,205,4,1,2.95,1.0,0.0,1,CG,1.0,1.0,0.12,0.057579,1.0,0.12,0.3515,0.9705,0.04,0.6316
nonlinear_oscillator,206,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1675,0.08193,0.9999,0.1675,0.0,0.0,0.7,0.3469
nonlinear_oscillator,207,4,1,1.48,1.0,0.0,1,CG,1.0,1.0,0.1717,0.05626,0.9999,0.1717,0.5652,0.9852,0.22,0.6737
nonlinear_oscillator,208,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1725,0.079061,0.9999,0.1725,0.0,0.0,0.42,0.3061
nonlinear_oscillator,209,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1749,0.065258,0.9999,0.1749,0.0,0.0,0.3,0.2887
nonlinear_oscillator,211,3,1,2.17,1.0,0.0,1,CG,1.0,1.0,0.14,0.05451,0.9999,0.14,0.2296,0.9783,0.12,0.6497
nonlinear_oscillator,212,2,1,1.95,1.0,0.0,1,CG,1.0,1.0,0.2725,0.096208,0.9998,0.2725,0.7456,0.9805,0.22,0.6982
nonlinear_oscillator,216,5,1,2.22,1.0,0.971,2,CG,0.7333,1.0,0.1922,0.061245,0.9998,0.1922,0.8318,0.9778,0.04,0.5974
nonlinear_oscillator,217,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1175,0.071873,1.0,0.1175,0.0,0.0,0.64,0.3254
nonlinear_oscillator,218,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.185,0.067129,0.9999,0.185,0.0,0.0,0.64,0.3422
nonlinear_oscillator,220,5,1,3.44,1.0,0.0,1,CG,0.2333,1.0,0.1749,0.059096,0.9997,0.1749,0.4599,0.9656,0.1,0.5002
nonlinear_oscillator,221,10,1,3.02,1.0,0.0,1,CG,0.7667,1.0,0.1175,0.053743,0.9999,0.1175,0.2445,0.9698,0.04,0.5842
nonlinear_oscillator,222,0,-1,-1.0,-1.0,-1.0,-1,CG,0.9333,0.0,0.37,0.13909,0.9998,0.37,0.0,0.0,0.16,0.3032
nonlinear_oscillator,225,0,-1,-1.0,-1.0,-1.0,-1,CG,0.9667,0.0,0.2075,0.079061,0.9999,0.2075,0.0,0.0,0.32,0.2932
nonlinear_oscillator,227,3,1,2.73,1.0,0.0,1,CG,0.9333,1.0,0.16,0.067645,0.9999,0.16,0.6359,0.9727,0.28,0.6646
nonlinear_oscillator,230,1,1,1.5,1.0,0.0,1,CG,1.0,1.0,0.2724,0.083349,0.9998,0.2724,0.7227,0.985,0.16,0.6898
nonlinear_oscillator,231,2,1,2.65,1.0,0.0,1,CG,1.0,1.0,0.2024,0.08386,0.9999,0.2024,0.6114,0.9735,0.52,0.7246
nonlinear_oscillator,233,2,1,1.05,1.0,0.0,1,CG,1.0,1.0,0.1325,0.058374,0.9999,0.1325,0.447,0.9895,0.16,0.6555
nonlinear_oscillator,234,6,1,1.54,1.0,0.0,1,CG,1.0,1.0,0.1945,0.064008,0.9999,0.1945,0.4707,0.9846,0.04,0.6523
nonlinear_oscillator,236,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1375,0.059908,0.9999,0.1375,0.0,0.0,0.28,0.2764
nonlinear_oscillator,238,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1875,0.078868,0.9999,0.1875,0.0,0.0,0.56,0.3309
nonlinear_oscillator,240,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.2,0.102701,0.9999,0.2,0.0,0.0,0.56,0.334
nonlinear_oscillator,241,3,1,2.1,1.0,0.0,1,CG,1.0,1.0,0.135,0.056022,0.9999,0.135,0.654,0.979,0.06,0.6396
nonlinear_oscillator,242,3,1,3.63,1.0,0.0,1,CG,0.6,1.0,0.1498,0.059433,0.9998,0.1498,0.5608,0.9637,0.1,0.567
nonlinear_oscillator,243,14,1,5.96,1.0,0.0,1,CG,0.5,1.0,0.15,0.054428,0.9999,0.15,0.4605,0.9404,0.02,0.5316
nonlinear_oscillator,245,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.15,0.068238,0.9999,0.15,0.0,0.0,0.54,0.3185
nonlinear_oscillator,247,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.275,0.09981,0.9998,0.275,0.0,0.0,0.42,0.3317
nonlinear_oscillator,248,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.175,0.066073,0.9999,0.175,0.0,0.0,0.4,0.3037
nonlinear_oscillator,252,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.16,0.071149,0.9999,0.16,0.0,0.0,0.46,0.309
nonlinear_oscillator,253,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.2275,0.091447,0.9999,0.2275,0.0,0.0,0.48,0.3289
nonlinear_oscillator,255,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.22,0.088952,0.9999,0.22,0.0,0.0,0.48,0.327
nonlinear_oscillator,258,14,1,3.84,1.0,0.0,1,CG,1.0,1.0,0.1075,0.052072,1.0,0.1075,0.2483,0.9616,0.02,0.6241
nonlinear_oscillator,260,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.2375,0.110022,0.9999,0.2375,0.0,0.0,0.44,0.3254
nonlinear_oscillator,261,3,1,1.67,1.0,0.0,1,CG,1.0,1.0,0.115,0.058528,1.0,0.115,0.4627,0.9833,0.04,0.6322
nonlinear_oscillator,264,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.145,0.068703,0.9999,0.145,0.0,0.0,0.28,0.2782
nonlinear_oscillator,270,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.2175,0.090396,0.9999,0.2175,0.0,0.0,0.6,0.3444
nonlinear_oscillator,272,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1575,0.064701,0.9999,0.1575,0.0,0.0,0.36,0.2934
nonlinear_oscillator,277,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1125,0.059445,1.0,0.1125,0.0,0.0,0.16,0.2521
nonlinear_oscillator,280,2,1,1.25,1.0,0.0,1,CG,1.0,1.0,0.1525,0.063426,0.9999,0.1525,0.8478,0.9875,0.18,0.6632
nonlinear_oscillator,281,3,1,2.5,1.0,0.0,1,CG,1.0,1.0,0.125,0.053817,0.9999,0.125,0.3372,0.975,0.14,0.6485
nonlinear_oscillator,286,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.18,0.073594,0.9999,0.18,0.0,0.0,0.46,0.314
nonlinear_oscillator,287,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1425,0.07365,0.9999,0.1425,0.0,0.0,0.46,0.3046
nonlinear_oscillator,289,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.15,0.078631,1.0,0.15,0.0,0.0,0.6,0.3275
nonlinear_oscillator,290,1,1,2.1,1.0,0.0,1,CG,1.0,1.0,0.2068,0.067382,0.9999,0.2068,0.6334,0.979,0.36,0.7026
nonlinear_oscillator,291,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1525,0.067263,1.0,0.1525,0.0,0.0,0.56,0.3221
nonlinear_oscillator,294,8,1,1.96,1.0,0.0,1,CG,1.0,1.0,0.2372,0.078916,0.9999,0.2372,0.3988,0.9804,0.06,0.6654
nonlinear_oscillator,296,1,1,2.0,1.0,0.0,1,CG,1.0,1.0,0.1724,0.076759,0.9999,0.1724,0.8224,0.98,0.44,0.7061
nonlinear_oscillator,297,7,1,2.54,1.0,0.0,1,CG,1.0,1.0,0.1025,0.053429,1.0,0.1025,0.1516,0.9746,0.06,0.6308
nonlinear_oscillator,298,3,1,2.67,1.0,0.0,1,CG,1.0,1.0,0.13,0.059972,1.0,0.13,0.3769,0.9733,0.04,0.6345
nonlinear_oscillator,300,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.2525,0.090113,0.9998,0.2525,0.0,0.0,0.28,0.3051
nonlinear_oscillator,301,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.31,0.105446,0.9998,0.31,0.0,0.0,0.24,0.3135
nonlinear_oscillator,302,9,1,6.7,1.0,0.0,1,CG,0.8333,1.0,0.392,0.129424,0.9996,0.392,0.9371,0.933,0.06,0.6636
nonlinear_oscillator,303,0,-1,-1.0,-1.0,-1.0,-1,CG,1.0,0.0,0.1425,0.076155,0.9999,0.1425,0.0,0.0,0.28,0.2776
