domain_A,domain_B,operator_A,operator_B,property,val_A,val_B,identity_retention
graph_diffusion,coupled_map_lattice,competitive_exclusion,diffusion,org_memory,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,competitive_exclusion,diffusion,transition_smoothness,1.0,0.9998,0.9998
graph_diffusion,coupled_map_lattice,competitive_exclusion,diffusion,closure_persistence,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,competitive_exclusion,diffusion,trajectory_coherence,0.0,0.0049,0.0
graph_diffusion,coupled_map_lattice,competitive_exclusion,diffusion,recursive_identity_score,0.1985,0.2902,0.684
replicator,cellular_automata,competitive_exclusion,diffusion,recursive_continuity,0.9397,0.9465,0.9927
replicator,cellular_automata,competitive_exclusion,diffusion,reconstruction_ability,0.0,0.0,1.0
replicator,cellular_automata,competitive_exclusion,diffusion,org_memory,0.0199,0.0845,0.2359
replicator,cellular_automata,competitive_exclusion,diffusion,transition_smoothness,1.0,1.0,1.0
replicator,cellular_automata,competitive_exclusion,diffusion,closure_persistence,0.0199,0.0845,0.2359
replicator,cellular_automata,competitive_exclusion,diffusion,trajectory_coherence,0.0,0.0,1.0
replicator,cellular_automata,competitive_exclusion,diffusion,recursive_identity_score,0.1929,0.2104,0.9168
replicator,coupled_map_lattice,competitive_exclusion,diffusion,recursive_continuity,0.9397,0.846,0.9003
replicator,coupled_map_lattice,competitive_exclusion,diffusion,reconstruction_ability,0.0,0.1397,0.0
replicator,coupled_map_lattice,competitive_exclusion,diffusion,org_memory,0.0199,0.2613,0.0763
replicator,coupled_map_lattice,competitive_exclusion,diffusion,transition_smoothness,1.0,0.9998,0.9998
replicator,coupled_map_lattice,competitive_exclusion,diffusion,closure_persistence,0.0199,0.2613,0.0763
replicator,coupled_map_lattice,competitive_exclusion,diffusion,trajectory_coherence,0.0,0.0049,0.0
replicator,coupled_map_lattice,competitive_exclusion,diffusion,recursive_identity_score,0.1929,0.2902,0.6647
graph_diffusion,population,competitive_exclusion,hierarchical_nesting,recursive_continuity,0.9917,0.8583,0.8654
graph_diffusion,population,competitive_exclusion,hierarchical_nesting,reconstruction_ability,0.0,0.1643,0.0
graph_diffusion,population,competitive_exclusion,hierarchical_nesting,org_memory,0.0008,0.3661,0.0022
graph_diffusion,population,competitive_exclusion,hierarchical_nesting,transition_smoothness,1.0,0.9998,0.9998
graph_diffusion,population,competitive_exclusion,hierarchical_nesting,closure_persistence,0.0008,0.3661,0.0022
graph_diffusion,population,competitive_exclusion,hierarchical_nesting,trajectory_coherence,0.0,0.0169,0.0
graph_diffusion,population,competitive_exclusion,hierarchical_nesting,recursive_identity_score,0.1985,0.3296,0.6024
graph_diffusion,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,recursive_continuity,0.9917,0.846,0.8531
graph_diffusion,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,reconstruction_ability,0.0,0.1397,0.0
graph_diffusion,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,org_memory,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,transition_smoothness,1.0,0.9998,0.9998
graph_diffusion,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,closure_persistence,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,trajectory_coherence,0.0,0.0049,0.0
graph_diffusion,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,recursive_identity_score,0.1985,0.2902,0.684
replicator,population,competitive_exclusion,hierarchical_nesting,recursive_continuity,0.9397,0.8583,0.9134
replicator,population,competitive_exclusion,hierarchical_nesting,reconstruction_ability,0.0,0.1643,0.0
replicator,population,competitive_exclusion,hierarchical_nesting,org_memory,0.0199,0.3661,0.0544
replicator,population,competitive_exclusion,hierarchical_nesting,transition_smoothness,1.0,0.9998,0.9998
replicator,population,competitive_exclusion,hierarchical_nesting,closure_persistence,0.0199,0.3661,0.0544
replicator,population,competitive_exclusion,hierarchical_nesting,trajectory_coherence,0.0,0.0169,0.0
replicator,population,competitive_exclusion,hierarchical_nesting,recursive_identity_score,0.1929,0.3296,0.5853
replicator,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,recursive_continuity,0.9397,0.846,0.9003
replicator,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,reconstruction_ability,0.0,0.1397,0.0
replicator,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,org_memory,0.0199,0.2613,0.0763
replicator,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,transition_smoothness,1.0,0.9998,0.9998
replicator,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,closure_persistence,0.0199,0.2613,0.0763
replicator,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,trajectory_coherence,0.0,0.0049,0.0
replicator,coupled_map_lattice,competitive_exclusion,hierarchical_nesting,recursive_identity_score,0.1929,0.2902,0.6647
graph_diffusion,coupled_map_lattice,competitive_exclusion,constraint_propagation,recursive_continuity,0.9917,0.846,0.8531
graph_diffusion,coupled_map_lattice,competitive_exclusion,constraint_propagation,reconstruction_ability,0.0,0.1397,0.0
graph_diffusion,coupled_map_lattice,competitive_exclusion,constraint_propagation,org_memory,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,competitive_exclusion,constraint_propagation,transition_smoothness,1.0,0.9998,0.9998
graph_diffusion,coupled_map_lattice,competitive_exclusion,constraint_propagation,closure_persistence,0.0008,0.2613,0.0031
graph_diffusion,coupled_map_lattice,competitive_exclusion,constraint_propagation,trajectory_coherence,0.0,0.0049,0.0
graph_diffusion,coupled_map_lattice,competitive_exclusion,constraint_propagation,recursive_identity_score,0.1985,0.2902,0.684
graph_diffusion,cellular_automata,competitive_exclusion,constraint_propagation,recursive_continuity,0.9917,0.9465,0.9544
graph_diffusion,cellular_automata,competitive_exclusion,constraint_propagation,reconstruction_ability,0.0,0.0,1.0
graph_diffusion,cellular_automata,competitive_exclusion,constraint_propagation,org_memory,0.0008,0.0845,0.0095
graph_diffusion,cellular_automata,competitive_exclusion,constraint_propagation,transition_smoothness,1.0,1.0,1.0
graph_diffusion,cellular_automata,competitive_exclusion,constraint_propagation,closure_persistence,0.0008,0.0845,0.0095
graph_diffusion,cellular_automata,competitive_exclusion,constraint_propagation,trajectory_coherence,0.0,0.0,1.0
graph_diffusion,cellular_automata,competitive_exclusion,constraint_propagation,recursive_identity_score,0.1985,0.2104,0.9434
replicator,coupled_map_lattice,competitive_exclusion,constraint_propagation,recursive_continuity,0.9397,0.846,0.9003
replicator,coupled_map_lattice,competitive_exclusion,constraint_propagation,reconstruction_ability,0.0,0.1397,0.0
replicator,coupled_map_lattice,competitive_exclusion,constraint_propagation,org_memory,0.0199,0.2613,0.0763
replicator,coupled_map_lattice,competitive_exclusion,constraint_propagation,transition_smoothness,1.0,0.9998,0.9998
replicator,coupled_map_lattice,competitive_exclusion,constraint_propagation,closure_persistence,0.0199,0.2613,0.0763
replicator,coupled_map_lattice,competitive_exclusion,constraint_propagation,trajectory_coherence,0.0,0.0049,0.0
replicator,coupled_map_lattice,competitive_exclusion,constraint_propagation,recursive_identity_score,0.1929,0.2902,0.6647
replicator,cellular_automata,competitive_exclusion,constraint_propagation,recursive_continuity,0.9397,0.9465,0.9927
replicator,cellular_automata,competitive_exclusion,constraint_propagation,reconstruction_ability,0.0,0.0,1.0
replicator,cellular_automata,competitive_exclusion,constraint_propagation,org_memory,0.0199,0.0845,0.2359
replicator,cellular_automata,competitive_exclusion,constraint_propagation,transition_smoothness,1.0,1.0,1.0
replicator,cellular_automata,competitive_exclusion,constraint_propagation,closure_persistence,0.0199,0.0845,0.2359
replicator,cellular_automata,competitive_exclusion,constraint_propagation,trajectory_coherence,0.0,0.0,1.0
replicator,cellular_automata,competitive_exclusion,constraint_propagation,recursive_identity_score,0.1929,0.2104,0.9168
graph_diffusion,gray_scott,competitive_exclusion,resonance_locking,recursive_continuity,0.9917,0.9054,0.9129
graph_diffusion,gray_scott,competitive_exclusion,resonance_locking,reconstruction_ability,0.0,0.3047,0.0
graph_diffusion,gray_scott,competitive_exclusion,resonance_locking,org_memory,0.0008,0.7321,0.0011
graph_diffusion,gray_scott,competitive_exclusion,resonance_locking,transition_smoothness,1.0,0.9996,0.9996
graph_diffusion,gray_scott,competitive_exclusion,resonance_locking,closure_persistence,0.0008,0.7321,0.0011
graph_diffusion,gray_scott,competitive_exclusion,resonance_locking,trajectory_coherence,0.0,0.0183,0.0
graph_diffusion,gray_scott,competitive_exclusion,resonance_locking,recursive_identity_score,0.1985,0.4857,0.4087
graph_diffusion,kuramoto,competitive_exclusion,resonance_locking,recursive_continuity,0.9917,0.9617,0.9697
graph_diffusion,kuramoto,competitive_exclusion,resonance_locking,reconstruction_ability,0.0,0.324,0.0
graph_diffusion,kuramoto,competitive_exclusion,resonance_locking,org_memory,0.0008,0.5897,0.0014
graph_diffusion,kuramoto,competitive_exclusion,resonance_locking,transition_smoothness,1.0,0.9999,0.9999
graph_diffusion,kuramoto,competitive_exclusion,resonance_locking,closure_persistence,0.0008,0.5897,0.0014
graph_diffusion,kuramoto,competitive_exclusion,resonance_locking,trajectory_coherence,0.0,0.0176,0.0
graph_diffusion,kuramoto,competitive_exclusion,resonance_locking,recursive_identity_score,0.1985,0.4691,0.4232
replicator,gray_scott,competitive_exclusion,resonance_locking,recursive_continuity,0.9397,0.9054,0.9635
replicator,gray_scott,competitive_exclusion,resonance_locking,reconstruction_ability,0.0,0.3047,0.0
replicator,gray_scott,competitive_exclusion,resonance_locking,org_memory,0.0199,0.7321,0.0272
replicator,gray_scott,competitive_exclusion,resonance_locking,transition_smoothness,1.0,0.9996,0.9997
replicator,gray_scott,competitive_exclusion,resonance_locking,closure_persistence,0.0199,0.7321,0.0272
replicator,gray_scott,competitive_exclusion,resonance_locking,trajectory_coherence,0.0,0.0183,0.0
replicator,gray_scott,competitive_exclusion,resonance_locking,recursive_identity_score,0.1929,0.4857,0.3972
replicator,kuramoto,competitive_exclusion,resonance_locking,recursive_continuity,0.9397,0.9617,0.9771
replicator,kuramoto,competitive_exclusion,resonance_locking,reconstruction_ability,0.0,0.324,0.0
replicator,kuramoto,competitive_exclusion,resonance_locking,org_memory,0.0199,0.5897,0.0338
replicator,kuramoto,competitive_exclusion,resonance_locking,transition_smoothness,1.0,0.9999,0.9999
replicator,kuramoto,competitive_exclusion,resonance_locking,closure_persistence,0.0199,0.5897,0.0338
replicator,kuramoto,competitive_exclusion,resonance_locking,trajectory_coherence,0.0,0.0176,0.0
replicator,kuramoto,competitive_exclusion,resonance_locking,recursive_identity_score,0.1929,0.4691,0.4112
cellular_automata,population,diffusion,hierarchical_nesting,recursive_continuity,0.9465,0.8583,0.9067
cellular_automata,population,diffusion,hierarchical_nesting,reconstruction_ability,0.0,0.1643,0.0
cellular_automata,population,diffusion,hierarchical_nesting,org_memory,0.0845,0.3661,0.2308
cellular_automata,population,diffusion,hierarchical_nesting,transition_smoothness,1.0,0.9998,0.9998
cellular_automata,population,diffusion,hierarchical_nesting,closure_persistence,0.0845,0.3661,0.2308
cellular_automata,population,diffusion,hierarchical_nesting,trajectory_coherence,0.0,0.0169,0.0
cellular_automata,population,diffusion,hierarchical_nesting,recursive_identity_score,0.2104,0.3296,0.6385
cellular_automata,coupled_map_lattice,diffusion,hierarchical_nesting,recursive_continuity,0.9465,0.846,0.8938
cellular_automata,coupled_map_lattice,diffusion,hierarchical_nesting,reconstruction_ability,0.0,0.1397,0.0
cellular_automata,coupled_map_lattice,diffusion,hierarchical_nesting,org_memory,0.0845,0.2613,0.3234
cellular_automata,coupled_map_lattice,diffusion,hierarchical_nesting,transition_smoothness,1.0,0.9998,0.9998
cellular_automata,coupled_map_lattice,diffusion,hierarchical_nesting,closure_persistence,0.0845,0.2613,0.3234
cellular_automata,coupled_map_lattice,diffusion,hierarchical_nesting,trajectory_coherence,0.0,0.0049,0.0
cellular_automata,coupled_map_lattice,diffusion,hierarchical_nesting,recursive_identity_score,0.2104,0.2902,0.725
coupled_map_lattice,population,diffusion,hierarchical_nesting,recursive_continuity,0.846,0.8583,0.9857
coupled_map_lattice,population,diffusion,hierarchical_nesting,reconstruction_ability,0.1397,0.1643,0.85
coupled_map_lattice,population,diffusion,hierarchical_nesting,org_memory,0.2613,0.3661,0.7136
coupled_map_lattice,population,diffusion,hierarchical_nesting,transition_smoothness,0.9998,0.9998,1.0
coupled_map_lattice,population,diffusion,hierarchical_nesting,closure_persistence,0.2613,0.3661,0.7136
coupled_map_lattice,population,diffusion,hierarchical_nesting,trajectory_coherence,0.0049,0.0169,0.2884
coupled_map_lattice,population,diffusion,hierarchical_nesting,recursive_identity_score,0.2902,0.3296,0.8806
cellular_automata,coupled_map_lattice,diffusion,constraint_propagation,recursive_continuity,0.9465,0.846,0.8938
cellular_automata,coupled_map_lattice,diffusion,constraint_propagation,reconstruction_ability,0.0,0.1397,0.0
cellular_automata,coupled_map_lattice,diffusion,constraint_propagation,org_memory,0.0845,0.2613,0.3234
cellular_automata,coupled_map_lattice,diffusion,constraint_propagation,transition_smoothness,1.0,0.9998,0.9998
cellular_automata,coupled_map_lattice,diffusion,constraint_propagation,closure_persistence,0.0845,0.2613,0.3234
cellular_automata,coupled_map_lattice,diffusion,constraint_propagation,trajectory_coherence,0.0,0.0049,0.0
cellular_automata,coupled_map_lattice,diffusion,constraint_propagation,recursive_identity_score,0.2104,0.2902,0.725
coupled_map_lattice,cellular_automata,diffusion,constraint_propagation,recursive_continuity,0.846,0.9465,0.8938
coupled_map_lattice,cellular_automata,diffusion,constraint_propagation,reconstruction_ability,0.1397,0.0,0.0
coupled_map_lattice,cellular_automata,diffusion,constraint_propagation,org_memory,0.2613,0.0845,0.3234
coupled_map_lattice,cellular_automata,diffusion,constraint_propagation,transition_smoothness,0.9998,1.0,0.9998
coupled_map_lattice,cellular_automata,diffusion,constraint_propagation,closure_persistence,0.2613,0.0845,0.3234
coupled_map_lattice,cellular_automata,diffusion,constraint_propagation,trajectory_coherence,0.0049,0.0,0.0
coupled_map_lattice,cellular_automata,diffusion,constraint_propagation,recursive_identity_score,0.2902,0.2104,0.725
cellular_automata,gray_scott,diffusion,resonance_locking,recursive_continuity,0.9465,0.9054,0.9565
cellular_automata,gray_scott,diffusion,resonance_locking,reconstruction_ability,0.0,0.3047,0.0
cellular_automata,gray_scott,diffusion,resonance_locking,org_memory,0.0845,0.7321,0.1154
cellular_automata,gray_scott,diffusion,resonance_locking,transition_smoothness,1.0,0.9996,0.9997
cellular_automata,gray_scott,diffusion,resonance_locking,closure_persistence,0.0845,0.7321,0.1154
cellular_automata,gray_scott,diffusion,resonance_locking,trajectory_coherence,0.0,0.0183,0.0
cellular_automata,gray_scott,diffusion,resonance_locking,recursive_identity_score,0.2104,0.4857,0.4332
cellular_automata,kuramoto,diffusion,resonance_locking,recursive_continuity,0.9465,0.9617,0.9842
cellular_automata,kuramoto,diffusion,resonance_locking,reconstruction_ability,0.0,0.324,0.0
cellular_automata,kuramoto,diffusion,resonance_locking,org_memory,0.0845,0.5897,0.1433
cellular_automata,kuramoto,diffusion,resonance_locking,transition_smoothness,1.0,0.9999,0.9999
cellular_automata,kuramoto,diffusion,resonance_locking,closure_persistence,0.0845,0.5897,0.1433
cellular_automata,kuramoto,diffusion,resonance_locking,trajectory_coherence,0.0,0.0176,0.0
cellular_automata,kuramoto,diffusion,resonance_locking,recursive_identity_score,0.2104,0.4691,0.4486
coupled_map_lattice,gray_scott,diffusion,resonance_locking,recursive_continuity,0.846,0.9054,0.9344
coupled_map_lattice,gray_scott,diffusion,resonance_locking,reconstruction_ability,0.1397,0.3047,0.4583
coupled_map_lattice,gray_scott,diffusion,resonance_locking,org_memory,0.2613,0.7321,0.3569
coupled_map_lattice,gray_scott,diffusion,resonance_locking,transition_smoothness,0.9998,0.9996,0.9999
coupled_map_lattice,gray_scott,diffusion,resonance_locking,closure_persistence,0.2613,0.7321,0.3569
coupled_map_lattice,gray_scott,diffusion,resonance_locking,trajectory_coherence,0.0049,0.0183,0.267
coupled_map_lattice,gray_scott,diffusion,resonance_locking,recursive_identity_score,0.2902,0.4857,0.5975
coupled_map_lattice,kuramoto,diffusion,resonance_locking,recursive_continuity,0.846,0.9617,0.8797
coupled_map_lattice,kuramoto,diffusion,resonance_locking,reconstruction_ability,0.1397,0.324,0.4311
coupled_map_lattice,kuramoto,diffusion,resonance_locking,org_memory,0.2613,0.5897,0.4431
coupled_map_lattice,kuramoto,diffusion,resonance_locking,transition_smoothness,0.9998,0.9999,0.9999
coupled_map_lattice,kuramoto,diffusion,resonance_locking,closure_persistence,0.2613,0.5897,0.4431
coupled_map_lattice,kuramoto,diffusion,resonance_locking,trajectory_coherence,0.0049,0.0176,0.2773
coupled_map_lattice,kuramoto,diffusion,resonance_locking,recursive_identity_score,0.2902,0.4691,0.6187
population,coupled_map_lattice,hierarchical_nesting,constraint_propagation,recursive_continuity,0.8583,0.846,0.9857
population,coupled_map_lattice,hierarchical_nesting,constraint_propagation,reconstruction_ability,0.1643,0.1397,0.85
population,coupled_map_lattice,hierarchical_nesting,constraint_propagation,org_memory,0.3661,0.2613,0.7136
population,coupled_map_lattice,hierarchical_nesting,constraint_propagation,transition_smoothness,0.9998,0.9998,1.0
population,coupled_map_lattice,hierarchical_nesting,constraint_propagation,closure_persistence,0.3661,0.2613,0.7136
population,coupled_map_lattice,hierarchical_nesting,constraint_propagation,trajectory_coherence,0.0169,0.0049,0.2884
population,coupled_map_lattice,hierarchical_nesting,constraint_propagation,recursive_identity_score,0.3296,0.2902,0.8806
population,cellular_automata,hierarchical_nesting,constraint_propagation,recursive_continuity,0.8583,0.9465,0.9067
population,cellular_automata,hierarchical_nesting,constraint_propagation,reconstruction_ability,0.1643,0.0,0.0
population,cellular_automata,hierarchical_nesting,constraint_propagation,org_memory,0.3661,0.0845,0.2308
population,cellular_automata,hierarchical_nesting,constraint_propagation,transition_smoothness,0.9998,1.0,0.9998
population,cellular_automata,hierarchical_nesting,constraint_propagation,closure_persistence,0.3661,0.0845,0.2308
population,cellular_automata,hierarchical_nesting,constraint_propagation,trajectory_coherence,0.0169,0.0,0.0
population,cellular_automata,hierarchical_nesting,constraint_propagation,recursive_identity_score,0.3296,0.2104,0.6385
coupled_map_lattice,cellular_automata,hierarchical_nesting,constraint_propagation,recursive_continuity,0.846,0.9465,0.8938
coupled_map_lattice,cellular_automata,hierarchical_nesting,constraint_propagation,reconstruction_ability,0.1397,0.0,0.0
coupled_map_lattice,cellular_automata,hierarchical_nesting,constraint_propagation,org_memory,0.2613,0.0845,0.3234
coupled_map_lattice,cellular_automata,hierarchical_nesting,constraint_propagation,transition_smoothness,0.9998,1.0,0.9998
coupled_map_lattice,cellular_automata,hierarchical_nesting,constraint_propagation,closure_persistence,0.2613,0.0845,0.3234
coupled_map_lattice,cellular_automata,hierarchical_nesting,constraint_propagation,trajectory_coherence,0.0049,0.0,0.0
coupled_map_lattice,cellular_automata,hierarchical_nesting,constraint_propagation,recursive_identity_score,0.2902,0.2104,0.725
population,gray_scott,hierarchical_nesting,resonance_locking,recursive_continuity,0.8583,0.9054,0.9479
population,gray_scott,hierarchical_nesting,resonance_locking,reconstruction_ability,0.1643,0.3047,0.5392
population,gray_scott,hierarchical_nesting,resonance_locking,org_memory,0.3661,0.7321,0.5001
population,gray_scott,hierarchical_nesting,resonance_locking,transition_smoothness,0.9998,0.9996,0.9998
population,gray_scott,hierarchical_nesting,resonance_locking,closure_persistence,0.3661,0.7321,0.5001
population,gray_scott,hierarchical_nesting,resonance_locking,trajectory_coherence,0.0169,0.0183,0.9256
population,gray_scott,hierarchical_nesting,resonance_locking,recursive_identity_score,0.3296,0.4857,0.6785
population,kuramoto,hierarchical_nesting,resonance_locking,recursive_continuity,0.8583,0.9617,0.8924
population,kuramoto,hierarchical_nesting,resonance_locking,reconstruction_ability,0.1643,0.324,0.5071
population,kuramoto,hierarchical_nesting,resonance_locking,org_memory,0.3661,0.5897,0.6209
population,kuramoto,hierarchical_nesting,resonance_locking,transition_smoothness,0.9998,0.9999,0.9999
population,kuramoto,hierarchical_nesting,resonance_locking,closure_persistence,0.3661,0.5897,0.6209
population,kuramoto,hierarchical_nesting,resonance_locking,trajectory_coherence,0.0169,0.0176,0.9614
population,kuramoto,hierarchical_nesting,resonance_locking,recursive_identity_score,0.3296,0.4691,0.7025
coupled_map_lattice,gray_scott,hierarchical_nesting,resonance_locking,recursive_continuity,0.846,0.9054,0.9344
coupled_map_lattice,gray_scott,hierarchical_nesting,resonance_locking,reconstruction_ability,0.1397,0.3047,0.4583
coupled_map_lattice,gray_scott,hierarchical_nesting,resonance_locking,org_memory,0.2613,0.7321,0.3569
coupled_map_lattice,gray_scott,hierarchical_nesting,resonance_locking,transition_smoothness,0.9998,0.9996,0.9999
coupled_map_lattice,gray_scott,hierarchical_nesting,resonance_locking,closure_persistence,0.2613,0.7321,0.3569
coupled_map_lattice,gray_scott,hierarchical_nesting,resonance_locking,trajectory_coherence,0.0049,0.0183,0.267
coupled_map_lattice,gray_scott,hierarchical_nesting,resonance_locking,recursive_identity_score,0.2902,0.4857,0.5975
coupled_map_lattice,kuramoto,hierarchical_nesting,resonance_locking,recursive_continuity,0.846,0.9617,0.8797
coupled_map_lattice,kuramoto,hierarchical_nesting,resonance_locking,reconstruction_ability,0.1397,0.324,0.4311
coupled_map_lattice,kuramoto,hierarchical_nesting,resonance_locking,org_memory,0.2613,0.5897,0.4431
coupled_map_lattice,kuramoto,hierarchical_nesting,resonance_locking,transition_smoothness,0.9998,0.9999,0.9999
coupled_map_lattice,kuramoto,hierarchical_nesting,resonance_locking,closure_persistence,0.2613,0.5897,0.4431
coupled_map_lattice,kuramoto,hierarchical_nesting,resonance_locking,trajectory_coherence,0.0049,0.0176,0.2773
coupled_map_lattice,kuramoto,hierarchical_nesting,resonance_locking,recursive_identity_score,0.2902,0.4691,0.6187
coupled_map_lattice,gray_scott,constraint_propagation,resonance_locking,recursive_continuity,0.846,0.9054,0.9344
coupled_map_lattice,gray_scott,constraint_propagation,resonance_locking,reconstruction_ability,0.1397,0.3047,0.4583
coupled_map_lattice,gray_scott,constraint_propagation,resonance_locking,org_memory,0.2613,0.7321,0.3569
coupled_map_lattice,gray_scott,constraint_propagation,resonance_locking,transition_smoothness,0.9998,0.9996,0.9999
coupled_map_lattice,gray_scott,constraint_propagation,resonance_locking,closure_persistence,0.2613,0.7321,0.3569
coupled_map_lattice,gray_scott,constraint_propagation,resonance_locking,trajectory_coherence,0.0049,0.0183,0.267
coupled_map_lattice,gray_scott,constraint_propagation,resonance_locking,recursive_identity_score,0.2902,0.4857,0.5975
coupled_map_lattice,kuramoto,constraint_propagation,resonance_locking,recursive_continuity,0.846,0.9617,0.8797
coupled_map_lattice,kuramoto,constraint_propagation,resonance_locking,reconstruction_ability,0.1397,0.324,0.4311
coupled_map_lattice,kuramoto,constraint_propagation,resonance_locking,org_memory,0.2613,0.5897,0.4431
coupled_map_lattice,kuramoto,constraint_propagation,resonance_locking,transition_smoothness,0.9998,0.9999,0.9999
coupled_map_lattice,kuramoto,constraint_propagation,resonance_locking,closure_persistence,0.2613,0.5897,0.4431
coupled_map_lattice,kuramoto,constraint_propagation,resonance_locking,trajectory_coherence,0.0049,0.0176,0.2773
coupled_map_lattice,kuramoto,constraint_propagation,resonance_locking,recursive_identity_score,0.2902,0.4691,0.6187
cellular_automata,gray_scott,constraint_propagation,resonance_locking,recursive_continuity,0.9465,0.9054,0.9565
cellular_automata,gray_scott,constraint_propagation,resonance_locking,reconstruction_ability,0.0,0.3047,0.0
cellular_automata,gray_scott,constraint_propagation,resonance_locking,org_memory,0.0845,0.7321,0.1154
cellular_automata,gray_scott,constraint_propagation,resonance_locking,transition_smoothness,1.0,0.9996,0.9997
cellular_automata,gray_scott,constraint_propagation,resonance_locking,closure_persistence,0.0845,0.7321,0.1154
cellular_automata,gray_scott,constraint_propagation,resonance_locking,trajectory_coherence,0.0,0.0183,0.0
cellular_automata,gray_scott,constraint_propagation,resonance_locking,recursive_identity_score,0.2104,0.4857,0.4332
cellular_automata,kuramoto,constraint_propagation,resonance_locking,recursive_continuity,0.9465,0.9617,0.9842
cellular_automata,kuramoto,constraint_propagation,resonance_locking,reconstruction_ability,0.0,0.324,0.0
cellular_automata,kuramoto,constraint_propagation,resonance_locking,org_memory,0.0845,0.5897,0.1433
cellular_automata,kuramoto,constraint_propagation,resonance_locking,transition_smoothness,1.0,0.9999,0.9999
cellular_automata,kuramoto,constraint_propagation,resonance_locking,closure_persistence,0.0845,0.5897,0.1433
cellular_automata,kuramoto,constraint_propagation,resonance_locking,trajectory_coherence,0.0,0.0176,0.0
cellular_automata,kuramoto,constraint_propagation,resonance_locking,recursive_identity_score,0.2104,0.4691,0.4486
