domain,sys_idx,process_regime,recursive_continuity,reconstruction_ability,org_memory,transition_continuity,transition_smoothness,closure_persistence,adaptive_continuity,recovery_identity,trajectory_coherence,recursive_identity_score
population,184,RG,0.7667,0.0,0.5441,0.045375,0.9997,0.5441,0.0,0.0,0.0,0.2894
population,185,CH,0.8667,0.0,0.7953,0.123938,0.9999,0.7953,0.0,0.0,0.0,0.3722
population,186,RG,1.0,0.0,0.3,0.03778,0.9999,0.3,0.0,0.0,0.0,0.275
population,187,CH,0.9333,0.0,0.352,0.091484,0.9998,0.352,0.0,0.0,0.0,0.2747
population,188,CL,0.9333,0.0,0.2518,0.043669,0.9996,0.2518,0.0,0.0,0.0,0.2496
population,189,RG,1.0,0.0,0.25,0.030983,1.0,0.25,0.0,0.0,0.0,0.2625
population,190,CG,0.7667,0.9333,0.5,0.078162,0.9998,0.5,0.6645,0.922,0.08,0.662
population,191,CL,0.9,0.0,0.1314,0.029567,0.9996,0.1314,0.0,0.0,0.0,0.2128
population,192,RG,1.0,0.0,0.25,0.037084,1.0,0.25,0.0,0.0,0.0,0.2625
population,193,CG,0.8333,0.92,0.5,0.059661,0.9998,0.5,0.3897,0.8588,0.02,0.6535
population,194,CH,0.7667,0.0,0.6551,0.088227,0.9993,0.6551,0.0,0.0,0.0,0.3171
population,195,RG,1.0,0.0,0.25,0.026812,1.0,0.25,0.0,0.0,0.0,0.2625
population,196,CG,0.9667,0.8,0.3,0.062125,0.9998,0.3,0.3969,0.716,0.02,0.5787
population,197,CG,0.9,0.42,0.4,0.059179,0.9998,0.4,0.1753,0.2942,0.02,0.4321
population,198,CL,0.7333,0.0,0.0064,0.014652,0.9997,0.0064,0.0,0.0,0.0,0.1483
population,199,RG,1.0,0.0,0.25,0.039622,1.0,0.25,0.0,0.0,0.0,0.2625
population,200,RG,1.0,0.0,0.2,0.027042,1.0,0.2,0.0,0.0,0.0,0.25
population,201,CL,0.9667,0.0,0.0114,0.020913,0.9996,0.0114,0.0,0.0,0.0,0.1962
population,202,CH,0.1667,0.0,0.8431,0.143375,0.9998,0.8431,0.0,0.0,0.0,0.2441
population,203,CL,0.9667,0.0,0.0,0.001081,0.9996,0.0,0.0,0.0,0.0,0.1933
population,204,CH,0.9333,0.0,0.621,0.090337,0.9998,0.621,0.0,0.0,0.0,0.3419
population,205,RG,1.0,0.0,0.15,0.019664,0.9999,0.15,0.0,0.0,0.0,0.2375
population,206,CG,0.5667,0.8667,0.45,0.070657,0.9996,0.45,0.7186,0.8053,0.06,0.5723
population,207,RG,1.0,0.0,0.15,0.013652,1.0,0.15,0.0,0.0,0.0,0.2375
population,208,CG,0.9667,0.48,0.4,0.093171,0.9998,0.4,0.8772,0.314,0.06,0.4694
population,209,CG,0.8667,0.84,0.45,0.065653,0.9999,0.45,0.5106,0.7854,0.04,0.6196
population,210,RG,1.0,0.0,0.3,0.031704,0.9999,0.3,0.0,0.0,0.0,0.275
population,211,CG,0.8,0.92,0.5,0.057037,0.9998,0.5,0.341,0.8956,0.04,0.6553
population,212,RG,1.0,0.0,0.2,0.018559,1.0,0.2,0.0,0.0,0.0,0.25
population,213,CG,0.8667,0.94,0.45,0.063747,0.9999,0.45,0.4779,0.907,0.06,0.6659
population,214,CG,0.6,0.9,0.5,0.086634,0.9997,0.5,0.5117,0.87,0.06,0.6095
population,215,RG,0.7667,0.0,0.55,0.038445,0.9998,0.55,0.0,0.0,0.0,0.2908
population,216,CG,0.9,0.4333,0.4,0.072421,0.9997,0.4,0.3284,0.271,0.1,0.444
population,217,CG,0.9333,0.74,0.4,0.060606,0.9997,0.4,0.2866,0.6044,0.02,0.5653
population,218,RG,1.0,0.0,0.25,0.0366,1.0,0.25,0.0,0.0,0.0,0.2625
population,219,RG,1.0,0.0,0.3,0.035157,0.9999,0.3,0.0,0.0,0.0,0.275
population,220,RG,1.0,0.0,0.25,0.027143,1.0,0.25,0.0,0.0,0.0,0.2625
population,221,CG,0.9333,0.86,0.45,0.061388,0.9998,0.45,0.3313,0.8108,0.02,0.6388
population,222,CG,0.3667,1.0,0.65,0.103227,0.9996,0.65,0.9313,0.98,0.14,0.6538
population,223,RG,0.9667,0.0,0.3,0.040601,0.9998,0.3,0.0,0.0,0.0,0.2683
population,224,RG,0.8667,0.0,0.5,0.033063,0.9997,0.5,0.0,0.0,0.0,0.2983
population,225,CG,0.4667,0.0,0.7,0.088047,0.9995,0.7,0.0,0.0,0.2,0.2983
population,226,RG,1.0,0.0,0.25,0.040507,1.0,0.25,0.0,0.0,0.0,0.2625
population,227,CG,0.9667,0.82,0.25,0.058007,0.9998,0.25,0.3851,0.705,0.02,0.5696
population,228,RG,1.0,0.0,0.35,0.039357,0.9999,0.35,0.0,0.0,0.0,0.2875
population,229,RG,1.0,0.0,0.2,0.02225,1.0,0.2,0.0,0.0,0.0,0.25
population,230,CG,0.8,0.54,0.3498,0.064174,0.9997,0.3498,0.1484,0.3746,0.02,0.4417
population,231,CG,0.9,0.8,0.45,0.080815,0.9998,0.45,0.6538,0.79,0.08,0.623
population,232,RG,1.0,0.0,0.3,0.039178,0.9999,0.3,0.0,0.0,0.0,0.275
population,233,RG,1.0,0.0,0.2,0.023255,1.0,0.2,0.0,0.0,0.0,0.25
population,234,RG,1.0,0.0,0.25,0.030835,1.0,0.25,0.0,0.0,0.0,0.2625
population,235,RG,1.0,0.0,0.15,0.017904,1.0,0.15,0.0,0.0,0.0,0.2375
population,236,RG,1.0,0.0,0.3,0.036281,0.9999,0.3,0.0,0.0,0.0,0.275
population,237,RG,1.0,0.0,0.25,0.031758,1.0,0.25,0.0,0.0,0.0,0.2625
population,238,CG,0.6667,0.8333,0.5,0.079544,0.9997,0.5,0.569,0.793,0.06,0.5946
population,239,RG,0.4,0.0,0.2815,0.040202,0.9998,0.2815,0.0,0.0,0.0,0.1504
population,240,CG,0.0,0.0,0.9,0.131873,0.9994,0.9,0.0,0.0,0.14,0.246
population,241,CG,0.3333,0.0,0.6,0.089654,0.9995,0.6,0.0,0.0,0.12,0.2347
population,242,RG,1.0,0.0,0.2,0.014499,0.9999,0.2,0.0,0.0,0.0,0.25
population,243,CG,0.8,0.96,0.5975,0.050085,0.9992,0.5975,0.7066,0.924,0.02,0.691
population,244,RG,0.9667,0.0,0.35,0.052193,0.9999,0.35,0.0,0.0,0.0,0.2808
population,245,RG,1.0,0.0,0.2,0.020533,0.9999,0.2,0.0,0.0,0.0,0.25
population,246,RG,1.0,0.0,0.3,0.041305,0.9999,0.3,0.0,0.0,0.0,0.275
population,247,CG,0.9,0.35,0.4,0.079509,0.9997,0.4,0.2683,0.2865,0.08,0.4225
population,248,RG,1.0,0.0,0.2,0.027488,1.0,0.2,0.0,0.0,0.0,0.25
population,249,CH,0.9333,0.0,0.346,0.102094,0.9998,0.346,0.0,0.0,0.0,0.2732
population,250,RG,1.0,0.0,0.15,0.009865,1.0,0.15,0.0,0.0,0.0,0.2375
population,251,CH,0.7,0.0,0.2565,0.139637,0.9998,0.2565,0.0,0.0,0.0,0.2041
population,252,RG,1.0,0.0,0.15,0.022354,1.0,0.15,0.0,0.0,0.0,0.2375
population,253,CG,0.9,0.575,0.45,0.074147,0.9997,0.45,0.4072,0.4928,0.1,0.5252
population,254,CH,0.9333,0.0,0.0363,0.057692,0.9998,0.0363,0.0,0.0,0.0,0.1957
population,255,RG,0.9333,0.0,0.4,0.051844,0.9999,0.4,0.0,0.0,0.0,0.2867
population,256,RG,1.0,0.0,0.25,0.024692,1.0,0.25,0.0,0.0,0.0,0.2625
population,257,CH,0.7667,0.0,0.6887,0.054011,0.9991,0.6887,0.0,0.0,0.0,0.3255
population,258,CH,0.8667,0.0,0.9143,0.161093,0.9999,0.9143,0.0,0.0,0.0,0.4019
population,259,RG,1.0,0.0,0.25,0.026484,1.0,0.25,0.0,0.0,0.0,0.2625
population,260,RG,1.0,0.0,0.25,0.037227,1.0,0.25,0.0,0.0,0.0,0.2625
population,261,CG,0.3,0.0,0.65,0.105255,0.9997,0.65,0.0,0.0,0.18,0.2495
population,262,CG,0.3,1.0,0.6491,0.082454,0.9997,0.6491,1.231,0.9882,0.08,0.6325
population,263,CH,0.9333,0.0,0.9701,0.14187,0.9999,0.9701,0.0,0.0,0.0,0.4292
population,264,CG,0.7667,0.0,0.45,0.08592,0.9997,0.45,0.0,0.0,0.12,0.2838
population,265,CH,0.8333,0.0,0.5089,0.123362,0.9999,0.5089,0.0,0.0,0.0,0.2939
population,266,CG,0.1,0.78,0.676,0.116305,0.9999,0.676,0.5391,0.748,0.06,0.5052
population,267,CH,0.9333,0.0,0.2242,0.096067,0.9999,0.2242,0.0,0.0,0.0,0.2427
population,268,RG,0.9667,0.0,0.35,0.04853,0.9997,0.35,0.0,0.0,0.0,0.2808
population,269,RG,0.8667,0.0,0.45,0.053229,0.9999,0.45,0.0,0.0,0.0,0.2858
population,270,RG,0.9667,0.0,0.35,0.046469,0.9999,0.35,0.0,0.0,0.0,0.2808
population,271,RG,0.9333,0.0,0.3,0.034608,0.9999,0.3,0.0,0.0,0.0,0.2617
population,272,RG,1.0,0.0,0.25,0.031246,1.0,0.25,0.0,0.0,0.0,0.2625
population,273,CL,0.8667,0.0,0.1295,0.044969,0.9996,0.1295,0.0,0.0,0.0,0.2057
population,274,RG,0.8667,0.0,0.1,0.013824,0.9999,0.1,0.0,0.0,0.0,0.1983
population,275,CG,0.5333,0.9,0.65,0.091151,0.9997,0.65,1.0493,0.888,0.14,0.6484
population,276,CG,0.9333,0.88,0.4,0.054212,0.9999,0.4,0.3135,0.7532,0.02,0.6226
population,277,RG,1.0,0.0,0.3,0.036306,0.9999,0.3,0.0,0.0,0.0,0.275
population,278,CG,0.3333,0.9667,0.7987,0.074186,0.9995,0.7987,1.0343,0.9531,0.14,0.672
population,279,CG,0.8667,0.94,0.4,0.062951,0.9999,0.4,0.3815,0.8926,0.04,0.6482
population,280,CG,0.9,0.78,0.4,0.058304,0.9999,0.4,0.3049,0.7244,0.04,0.5897
population,281,RG,1.0,0.0,0.35,0.024885,0.9999,0.35,0.0,0.0,0.0,0.2875
population,282,RG,1.0,0.0,0.15,0.021766,0.9999,0.15,0.0,0.0,0.0,0.2375
population,283,RG,1.0,0.0,0.25,0.029692,1.0,0.25,0.0,0.0,0.0,0.2625
population,284,CG,0.0,0.9,0.9987,0.095018,0.9998,0.9987,1.5268,0.8192,0.02,0.6006
population,285,CG,0.0667,0.88,0.9366,0.104482,0.9994,0.9366,0.9476,0.7954,0.12,0.6048
population,286,RG,0.9667,0.0,0.3,0.045961,0.9999,0.3,0.0,0.0,0.0,0.2683
population,287,RG,0.9,0.0,0.1,0.009848,0.9999,0.1,0.0,0.0,0.0,0.205
population,288,RG,0.9667,0.0,0.4,0.047656,0.9999,0.4,0.0,0.0,0.0,0.2933
population,289,RG,1.0,0.0,0.3,0.032024,0.9999,0.3,0.0,0.0,0.0,0.275
population,290,CG,0.7,0.95,0.5,0.081675,0.9997,0.5,0.6278,0.8735,0.06,0.6425
population,291,CL,0.9,0.0,0.0,0.001207,0.9996,0.0,0.0,0.0,0.0,0.18
population,292,CH,0.9,0.0,0.6681,0.137589,0.9998,0.6681,0.0,0.0,0.0,0.347
population,293,CH,0.4333,0.0,0.8276,0.18158,0.9998,0.8276,0.0,0.0,0.0,0.2936
population,294,RG,1.0,0.0,0.25,0.017861,1.0,0.25,0.0,0.0,0.0,0.2625
population,295,RG,1.0,0.0,0.3,0.046512,0.9999,0.3,0.0,0.0,0.0,0.275
population,296,RG,1.0,0.0,0.3,0.042375,0.9999,0.3,0.0,0.0,0.0,0.275
population,297,RG,0.9667,0.0,0.35,0.044431,0.9999,0.35,0.0,0.0,0.0,0.2808
population,298,CH,0.9333,0.0,0.2197,0.049038,0.9995,0.2197,0.0,0.0,0.0,0.2416
population,299,CG,0.3333,1.0,0.5498,0.087699,0.9995,0.5498,1.0998,0.986,0.1,0.617
population,300,CG,0.3333,1.0,0.6,0.083631,0.9996,0.6,0.748,0.9765,0.1,0.6281
population,301,CG,0.8667,0.9,0.45,0.054643,0.9999,0.45,0.1537,0.8846,0.02,0.6465
population,302,RG,0.8667,0.0,0.4,0.046796,0.9999,0.4,0.0,0.0,0.0,0.2733
population,303,RG,0.8,0.0,0.3489,0.049141,0.9997,0.3489,0.0,0.0,0.0,0.2472
population,304,RG,0.9,0.0,0.4,0.028062,0.9999,0.4,0.0,0.0,0.0,0.28
population,305,CG,0.4,0.9,0.7,0.113463,0.9997,0.7,1.1583,0.833,0.12,0.623
population,306,RG,1.0,0.0,0.25,0.031638,1.0,0.25,0.0,0.0,0.0,0.2625
population,307,CG,0.8,0.925,0.5,0.071792,0.9997,0.5,0.4175,0.8727,0.04,0.6532
population,308,CH,0.8667,0.0,0.5701,0.143117,0.9999,0.5701,0.0,0.0,0.0,0.3159
population,309,CG,0.8667,0.92,0.45,0.065459,0.9999,0.45,0.3849,0.8668,0.04,0.6519
population,310,RG,1.0,0.0,0.15,0.019901,0.9999,0.15,0.0,0.0,0.0,0.2375
population,311,RG,1.0,0.0,0.2,0.047981,0.9998,0.2,0.0,0.0,0.0,0.25
population,312,RG,1.0,0.0,0.15,0.012317,0.9999,0.15,0.0,0.0,0.0,0.2375
population,313,RG,0.8667,0.0,0.45,0.052208,0.9999,0.45,0.0,0.0,0.0,0.2858
population,314,RG,0.9333,0.0,0.25,0.047511,0.9999,0.25,0.0,0.0,0.0,0.2492
population,315,RG,1.0,0.0,0.25,0.02692,1.0,0.25,0.0,0.0,0.0,0.2625
population,316,RG,1.0,0.0,0.25,0.033363,1.0,0.25,0.0,0.0,0.0,0.2625
population,317,RG,1.0,0.0,0.25,0.028485,0.9999,0.25,0.0,0.0,0.0,0.2625
population,318,CG,0.3333,0.95,0.8499,0.103693,0.9993,0.8499,1.3509,0.9375,0.14,0.6782
population,319,RG,0.9667,0.0,0.45,0.041409,0.9998,0.45,0.0,0.0,0.0,0.3058
population,320,RG,0.9,0.0,0.1,0.013002,0.9999,0.1,0.0,0.0,0.0,0.205
population,321,RG,1.0,0.0,0.2,0.028813,0.9999,0.2,0.0,0.0,0.0,0.25
population,322,CG,0.4,0.0,0.75,0.114003,0.9996,0.75,0.0,0.0,0.12,0.2855
population,323,RG,1.0,0.0,0.15,0.01542,1.0,0.15,0.0,0.0,0.0,0.2375
population,324,RG,0.9667,0.0,0.3,0.043409,0.9999,0.3,0.0,0.0,0.0,0.2683
population,325,RG,1.0,0.0,0.15,0.020795,1.0,0.15,0.0,0.0,0.0,0.2375
population,326,RG,1.0,0.0,0.25,0.034101,1.0,0.25,0.0,0.0,0.0,0.2625
population,327,RG,1.0,0.0,0.15,0.026834,0.9998,0.15,0.0,0.0,0.0,0.2375
population,328,CH,0.9,0.0,0.959,0.144884,0.9999,0.959,0.0,0.0,0.0,0.4198
population,329,CG,0.9333,0.92,0.45,0.067205,0.9998,0.45,0.4394,0.8848,0.02,0.6649
population,330,CG,0.5,1.0,0.65,0.075855,0.9995,0.65,1.1052,0.965,0.12,0.6752
population,331,CG,0.7333,1.0,0.5,0.081332,0.9997,0.5,0.6964,0.9195,0.04,0.6656
population,332,CG,0.9333,0.76,0.3999,0.055692,0.9998,0.3999,0.6567,0.7018,0.04,0.5879
population,333,RG,1.0,0.0,0.15,0.010135,0.9999,0.15,0.0,0.0,0.0,0.2375
population,334,CG,0.3667,1.0,0.4996,0.056468,0.9995,0.4996,1.0654,0.9715,0.06,0.603
population,335,RG,1.0,0.0,0.25,0.02239,1.0,0.25,0.0,0.0,0.0,0.2625
population,336,CG,0.7333,1.0,0.55,0.075176,0.9998,0.55,0.7422,0.965,0.08,0.6909
population,337,RG,0.9333,0.0,0.1,0.013826,0.9998,0.1,0.0,0.0,0.0,0.2117
population,338,RG,1.0,0.0,0.35,0.041019,0.9999,0.35,0.0,0.0,0.0,0.2875
population,339,CG,0.2,1.0,0.7966,0.090903,0.9995,0.7966,0.9962,0.9863,0.08,0.6491
population,340,RG,1.0,0.0,0.2,0.0258,0.9999,0.2,0.0,0.0,0.0,0.25
population,341,RG,0.9667,0.0,0.3,0.025864,1.0,0.3,0.0,0.0,0.0,0.2683
population,342,RG,0.9667,0.0,0.4,0.051327,0.9998,0.4,0.0,0.0,0.0,0.2933
population,343,CL,1.0,0.0,0.1914,0.037079,0.9996,0.1914,0.0,0.0,0.0,0.2479
population,344,CH,0.2667,0.0,0.7598,0.070816,0.9994,0.7598,0.0,0.0,0.0,0.2433
population,345,RG,0.9667,0.0,0.3,0.043575,0.9999,0.3,0.0,0.0,0.0,0.2683
population,346,CH,0.1667,0.0,0.2859,0.102021,0.9995,0.2859,0.0,0.0,0.0,0.1048
population,347,RG,1.0,0.0,0.3,0.018857,0.9999,0.3,0.0,0.0,0.0,0.275
population,348,RG,1.0,0.0,0.25,0.025057,1.0,0.25,0.0,0.0,0.0,0.2625
population,349,CG,0.9667,0.8,0.3,0.057439,0.9999,0.3,0.2222,0.763,0.02,0.5858
population,350,CL,0.9,0.0,0.1089,0.041329,0.9996,0.1089,0.0,0.0,0.0,0.2072
population,351,RG,1.0,0.0,0.2,0.021673,1.0,0.2,0.0,0.0,0.0,0.25
population,352,RG,1.0,0.0,0.25,0.029816,1.0,0.25,0.0,0.0,0.0,0.2625
population,353,CH,0.8,0.0,0.0264,0.075886,0.9999,0.0264,0.0,0.0,0.0,0.1666
population,354,RG,1.0,0.0,0.15,0.010054,0.9999,0.15,0.0,0.0,0.0,0.2375
population,355,RG,1.0,0.0,0.25,0.03277,1.0,0.25,0.0,0.0,0.0,0.2625
population,356,CH,0.8,0.0,0.4724,0.148634,0.9999,0.4724,0.0,0.0,0.0,0.2781
population,357,RG,1.0,0.0,0.15,0.028955,0.9999,0.15,0.0,0.0,0.0,0.2375
population,358,RG,1.0,0.0,0.35,0.035421,0.9999,0.35,0.0,0.0,0.0,0.2875
population,359,RG,1.0,0.0,0.3,0.036347,0.9999,0.3,0.0,0.0,0.0,0.275
population,360,RG,0.9667,0.0,0.4,0.046371,0.9998,0.4,0.0,0.0,0.0,0.2933
population,361,CG,0.8667,0.8,0.4,0.067752,0.9999,0.4,0.3615,0.7468,0.06,0.5944
population,362,CL,0.7333,0.0,0.0,0.013988,0.9993,0.0,0.0,0.0,0.0,0.1467
population,363,RG,0.8667,0.0,0.4,0.048706,0.9999,0.4,0.0,0.0,0.0,0.2733
population,364,CH,0.1,0.0,0.541,0.083999,0.9995,0.541,0.0,0.0,0.0,0.1553
population,365,CH,0.4333,0.0,0.4667,0.181487,0.9997,0.4667,0.0,0.0,0.0,0.2033
population,366,RG,1.0,0.0,0.25,0.033366,1.0,0.25,0.0,0.0,0.0,0.2625
population,367,CG,0.1667,0.48,0.75,0.182471,0.9994,0.75,0.6441,0.3286,0.02,0.3931
population,368,CG,0.7,0.925,0.55,0.063935,0.9998,0.55,0.5574,0.8802,0.04,0.6468
population,369,CH,0.9667,0.0,0.9954,0.14314,0.9999,0.9954,0.0,0.0,0.0,0.4422
population,370,RG,1.0,0.0,0.25,0.028172,1.0,0.25,0.0,0.0,0.0,0.2625
population,371,RG,1.0,0.0,0.25,0.030585,1.0,0.25,0.0,0.0,0.0,0.2625
population,372,RG,1.0,0.0,0.2,0.027232,0.9999,0.2,0.0,0.0,0.0,0.25
population,373,CG,0.0,0.0,1.0,0.183182,0.9989,1.0,0.0,0.0,0.12,0.268
population,374,RG,1.0,0.0,0.25,0.031919,1.0,0.25,0.0,0.0,0.0,0.2625
population,375,CG,0.8,0.8,0.5,0.066197,0.9997,0.5,0.3858,0.751,0.08,0.6097
population,376,RG,1.0,0.0,0.25,0.038073,1.0,0.25,0.0,0.0,0.0,0.2625
population,377,RG,1.0,0.0,0.3,0.041237,0.9999,0.3,0.0,0.0,0.0,0.275
population,378,RG,1.0,0.0,0.3,0.024455,0.9999,0.3,0.0,0.0,0.0,0.275
population,379,RG,1.0,0.0,0.25,0.024846,1.0,0.25,0.0,0.0,0.0,0.2625
population,380,RG,1.0,0.0,0.25,0.033527,1.0,0.25,0.0,0.0,0.0,0.2625
population,381,CG,0.8333,0.92,0.5,0.062762,0.9997,0.5,0.2056,0.9066,0.04,0.6636
population,382,CL,0.4333,0.0,0.1404,0.023161,0.9998,0.1404,0.0,0.0,0.0,0.1218
population,383,CL,0.9333,0.0,0.0,0.000884,0.9996,0.0,0.0,0.0,0.0,0.1867
population,384,RG,0.8667,0.0,0.15,0.029393,0.9999,0.15,0.0,0.0,0.0,0.2108
population,385,RG,0.9667,0.0,0.3,0.040699,0.9999,0.3,0.0,0.0,0.0,0.2683
population,386,RG,1.0,0.0,0.25,0.035518,0.9999,0.25,0.0,0.0,0.0,0.2625
population,387,RG,0.9667,0.0,0.4,0.051936,0.9999,0.4,0.0,0.0,0.0,0.2933
population,388,RG,0.9333,0.0,0.4,0.029897,0.9999,0.4,0.0,0.0,0.0,0.2867
population,389,CG,0.9667,0.7,0.35,0.083349,0.9996,0.35,0.6753,0.468,0.1,0.541
population,390,RG,1.0,0.0,0.3,0.030755,0.9999,0.3,0.0,0.0,0.0,0.275
population,391,RG,1.0,0.0,0.15,0.025926,0.9999,0.15,0.0,0.0,0.0,0.2375
population,392,RG,0.9667,0.0,0.3,0.04818,0.9999,0.3,0.0,0.0,0.0,0.2683
population,393,RG,1.0,0.0,0.25,0.02771,1.0,0.25,0.0,0.0,0.0,0.2625
population,394,CH,0.9333,0.0,0.2983,0.089567,0.9998,0.2983,0.0,0.0,0.0,0.2612
population,395,CH,0.9,0.0,0.7874,0.111593,0.9998,0.7874,0.0,0.0,0.0,0.3769
population,396,CG,0.8667,0.7,0.45,0.079826,0.9997,0.45,0.4949,0.4857,0.08,0.5457
population,397,CG,0.9667,0.86,0.45,0.055154,0.9998,0.45,0.1639,0.808,0.04,0.648
population,398,CH,0.3,0.0,0.2082,0.143033,0.9998,0.2082,0.0,0.0,0.0,0.1121
population,399,CH,0.9,0.0,0.5943,0.13254,0.9999,0.5943,0.0,0.0,0.0,0.3286
population,400,RG,1.0,0.0,0.3,0.020536,0.9999,0.3,0.0,0.0,0.0,0.275
population,401,CG,0.9667,0.64,0.35,0.060287,0.9998,0.35,0.321,0.5162,0.02,0.5213
population,402,CG,1.0,0.38,0.35,0.055388,0.9999,0.35,0.1427,0.2242,0.02,0.4191
population,403,RG,1.0,0.0,0.25,0.031629,0.9999,0.25,0.0,0.0,0.0,0.2625
population,404,CH,0.9333,0.0,0.2548,0.116673,0.9998,0.2548,0.0,0.0,0.0,0.2504
population,405,CG,0.3667,0.0,0.85,0.09703,0.9993,0.85,0.0,0.0,0.12,0.3038
population,406,CG,0.9333,0.88,0.4996,0.05396,0.9997,0.4996,0.4324,0.847,0.02,0.6616
population,407,CG,0.8667,0.975,0.4,0.069431,0.9997,0.4,0.9458,0.948,0.06,0.6683
population,408,RG,1.0,0.0,0.25,0.033694,1.0,0.25,0.0,0.0,0.0,0.2625
population,409,CH,0.4333,0.0,0.2389,0.14435,0.9998,0.2389,0.0,0.0,0.0,0.1464
population,410,RG,1.0,0.0,0.25,0.022043,1.0,0.25,0.0,0.0,0.0,0.2625
population,411,CG,0.8,0.5,0.3,0.059012,0.9998,0.3,0.2511,0.3994,0.02,0.4229
population,412,CG,0.8,0.88,0.5,0.057282,0.9998,0.5,0.3302,0.8148,0.02,0.6302
population,413,RG,1.0,0.0,0.25,0.034074,1.0,0.25,0.0,0.0,0.0,0.2625
population,414,RG,1.0,0.0,0.3,0.030096,0.9999,0.3,0.0,0.0,0.0,0.275
population,415,CG,0.8667,0.85,0.45,0.078587,0.9997,0.45,0.627,0.794,0.08,0.6294
population,416,RG,0.9333,0.0,0.2,0.029366,0.9998,0.2,0.0,0.0,0.0,0.2367
population,417,CL,0.7333,0.0,0.0109,0.015597,0.9997,0.0109,0.0,0.0,0.0,0.1494
population,418,RG,1.0,0.0,0.3,0.026235,0.9999,0.3,0.0,0.0,0.0,0.275
population,419,CG,0.9667,0.76,0.25,0.057351,0.9999,0.25,0.372,0.6692,0.02,0.5492
population,420,RG,0.8667,0.0,0.45,0.053387,0.9998,0.45,0.0,0.0,0.0,0.2858
population,421,RG,1.0,0.0,0.25,0.026851,0.9998,0.25,0.0,0.0,0.0,0.2625
population,422,RG,1.0,0.0,0.25,0.027451,1.0,0.25,0.0,0.0,0.0,0.2625
population,423,RG,1.0,0.0,0.2,0.024676,1.0,0.2,0.0,0.0,0.0,0.25
population,424,RG,0.9333,0.0,0.45,0.048847,0.9998,0.45,0.0,0.0,0.0,0.2991
population,425,RG,1.0,0.0,0.3,0.036112,0.9999,0.3,0.0,0.0,0.0,0.275
population,426,RG,1.0,0.0,0.25,0.016337,1.0,0.25,0.0,0.0,0.0,0.2625
population,427,RG,1.0,0.0,0.2,0.030375,1.0,0.2,0.0,0.0,0.0,0.25
population,428,CL,1.0,0.0,0.4681,0.035061,0.9993,0.4681,0.0,0.0,0.0,0.317
population,429,CH,0.1667,0.0,0.4465,0.086025,0.9998,0.4465,0.0,0.0,0.0,0.145
population,430,RG,1.0,0.0,0.35,0.023388,0.9999,0.35,0.0,0.0,0.0,0.2875
population,431,RG,1.0,0.0,0.35,0.042566,0.9999,0.35,0.0,0.0,0.0,0.2875
population,432,CG,0.3,0.95,0.6,0.086123,0.9996,0.6,0.7523,0.9345,0.08,0.5997
population,433,CH,0.8,0.0,0.1058,0.068193,0.9998,0.1058,0.0,0.0,0.0,0.1865
population,434,CH,1.0,0.0,0.5346,0.110662,0.9994,0.5346,0.0,0.0,0.0,0.3337
population,435,RG,1.0,0.0,0.25,0.033175,1.0,0.25,0.0,0.0,0.0,0.2625
population,436,CG,0.1667,0.0,0.75,0.083512,0.9993,0.75,0.0,0.0,0.14,0.2418
population,437,CH,0.1333,0.0,0.5151,0.122189,0.9999,0.5151,0.0,0.0,0.0,0.1554
population,438,RG,1.0,0.0,0.25,0.02974,1.0,0.25,0.0,0.0,0.0,0.2625
population,439,CH,0.7333,0.0,0.6922,0.160231,0.9998,0.6922,0.0,0.0,0.0,0.3197
population,440,CG,0.8667,0.88,0.4,0.061111,0.9999,0.4,0.3486,0.8318,0.04,0.6241
population,441,RG,1.0,0.0,0.25,0.029199,1.0,0.25,0.0,0.0,0.0,0.2625
population,442,CH,0.9,0.0,0.608,0.107922,0.9998,0.608,0.0,0.0,0.0,0.332
population,443,RG,1.0,0.0,0.35,0.04465,0.9999,0.35,0.0,0.0,0.0,0.2875
population,444,RG,0.8333,0.0,0.2,0.044055,0.9997,0.2,0.0,0.0,0.0,0.2167
population,445,RG,1.0,0.0,0.2,0.018161,1.0,0.2,0.0,0.0,0.0,0.25
population,446,CG,0.4667,0.9,0.7,0.059333,0.9996,0.7,0.8967,0.884,0.12,0.6439
population,447,CH,0.8,0.0,0.9806,0.12504,0.9998,0.9806,0.0,0.0,0.0,0.4051
population,448,CG,0.9667,0.42,0.3,0.052189,0.9999,0.3,0.0629,0.232,0.02,0.4111
population,449,RG,1.0,0.0,0.15,0.016355,1.0,0.15,0.0,0.0,0.0,0.2375
population,450,RG,0.9667,0.0,0.1,0.006898,0.9999,0.1,0.0,0.0,0.0,0.2183
population,451,RG,0.9667,0.0,0.45,0.044352,0.9997,0.45,0.0,0.0,0.0,0.3058
population,452,CH,0.9333,0.0,0.9216,0.143512,0.9998,0.9216,0.0,0.0,0.0,0.4171
population,453,RG,1.0,0.0,0.35,0.02475,0.9999,0.35,0.0,0.0,0.0,0.2875
population,454,RG,0.9667,0.0,0.3,0.043878,0.9999,0.3,0.0,0.0,0.0,0.2683
population,455,RG,1.0,0.0,0.15,0.015466,1.0,0.15,0.0,0.0,0.0,0.2375
population,456,RG,1.0,0.0,0.3,0.034491,0.9999,0.3,0.0,0.0,0.0,0.275
