depth,sector,condition,artifact_reproduction_score,hierarchy_spoof_success,leakage_dependence_index,adversarial_false_positive_rate,universality_authenticity_score,recursive_bias_sensitivity,structural_nonrandomness_index,adversarial_emergence,authentic_emergence,classification
256,Neutral,AdversarialOptimizationTowardHierarchy,0.9162,1.0,0.8652,1.0,0.9162,0.0838,0.9162,0.846,0.9233,ARTIFACT-STABLE
320,Neutral,AdversarialOptimizationTowardHierarchy,0.927,1.0,0.876,1.0,0.927,0.073,0.927,0.8559,0.9233,ARTIFACT-STABLE
512,Neutral,AdversarialOptimizationTowardHierarchy,0.9152,1.0,0.8641,1.0,0.9152,0.0848,0.9152,0.845,0.9233,ARTIFACT-STABLE
768,Neutral,AdversarialOptimizationTowardHierarchy,0.9185,1.0,0.8675,1.0,0.9185,0.0815,0.9185,0.8481,0.9233,ARTIFACT-STABLE
1024,Neutral,AdversarialOptimizationTowardHierarchy,0.9188,1.0,0.8677,1.0,0.9188,0.0812,0.9188,0.8483,0.9233,ARTIFACT-STABLE
1536,Neutral,AdversarialOptimizationTowardHierarchy,0.9223,1.0,0.8713,1.0,0.9223,0.0777,0.9223,0.8516,0.9233,ARTIFACT-STABLE
2048,Neutral,AdversarialOptimizationTowardHierarchy,0.9144,1.0,0.8633,1.0,0.9144,0.0856,0.9144,0.8443,0.9233,ARTIFACT-STABLE
3072,Neutral,AdversarialOptimizationTowardHierarchy,0.9192,1.0,0.8681,1.0,0.9192,0.0808,0.9192,0.8486,0.9233,ARTIFACT-STABLE
4096,Neutral,AdversarialOptimizationTowardHierarchy,0.9177,1.0,0.8666,1.0,0.9177,0.0823,0.9177,0.8473,0.9233,ARTIFACT-STABLE
6144,Neutral,AdversarialOptimizationTowardHierarchy,0.9215,1.0,0.8704,1.0,0.9215,0.0785,0.9215,0.8508,0.9233,ARTIFACT-STABLE
8192,Neutral,AdversarialOptimizationTowardHierarchy,0.9182,1.0,0.8672,1.0,0.9182,0.0818,0.9182,0.8478,0.9233,ARTIFACT-STABLE
12288,Neutral,AdversarialOptimizationTowardHierarchy,0.9192,1.0,0.8681,1.0,0.9192,0.0808,0.9192,0.8486,0.9233,ARTIFACT-STABLE
16384,Neutral,AdversarialOptimizationTowardHierarchy,0.9136,1.0,0.8625,1.0,0.9136,0.0864,0.9136,0.8435,0.9232,ARTIFACT-STABLE
24576,Neutral,AdversarialOptimizationTowardHierarchy,0.9191,1.0,0.868,1.0,0.9191,0.0809,0.9191,0.8485,0.9232,ARTIFACT-STABLE
32768,Neutral,AdversarialOptimizationTowardHierarchy,0.9182,1.0,0.8671,1.0,0.9182,0.0818,0.9182,0.8477,0.9232,ARTIFACT-STABLE
65536,Neutral,AdversarialOptimizationTowardHierarchy,0.928,1.0,0.8767,1.0,0.928,0.072,0.928,0.8566,0.9231,ARTIFACT-STABLE
131072,Neutral,AdversarialOptimizationTowardHierarchy,0.9123,1.0,0.8608,1.0,0.9123,0.0877,0.9123,0.8419,0.9228,ARTIFACT-STABLE
262144,Neutral,AdversarialOptimizationTowardHierarchy,0.9293,1.0,0.8774,1.0,0.9293,0.0707,0.9293,0.8572,0.9224,ARTIFACT-STABLE
524288,Neutral,AdversarialOptimizationTowardHierarchy,0.922,1.0,0.869,1.0,0.922,0.078,0.922,0.8495,0.9214,ARTIFACT-STABLE
1048576,Neutral,AdversarialOptimizationTowardHierarchy,0.9221,1.0,0.8673,1.0,0.9221,0.0779,0.9221,0.8479,0.9195,ARTIFACT-STABLE
2097152,Neutral,AdversarialOptimizationTowardHierarchy,0.9234,1.0,0.8648,1.0,0.9234,0.0766,0.9234,0.8456,0.9158,ARTIFACT-STABLE
4194304,Neutral,AdversarialOptimizationTowardHierarchy,0.9258,1.0,0.8598,1.0,0.9258,0.0742,0.9258,0.841,0.9084,ARTIFACT-STABLE
8388608,Neutral,AdversarialOptimizationTowardHierarchy,0.9143,1.0,0.8342,1.0,0.9143,0.0857,0.9143,0.8174,0.894,ARTIFACT-STABLE
16777216,Neutral,AdversarialOptimizationTowardHierarchy,0.9092,1.0,0.802,1.0,0.9092,0.0908,0.9092,0.7879,0.8665,ARTIFACT-STABLE
33554432,Neutral,AdversarialOptimizationTowardHierarchy,0.9155,1.0,0.758,1.0,0.9155,0.0845,0.9155,0.7473,0.8163,ARTIFACT-STABLE
67108864,Neutral,AdversarialOptimizationTowardHierarchy,0.9247,1.0,0.6809,1.0,0.9247,0.0753,0.9247,0.6764,0.7315,ARTIFACT-STABLE
1,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
2,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
4,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
6,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
8,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
12,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
16,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
20,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
24,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
32,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
40,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
48,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
64,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
80,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
96,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
128,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
160,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
192,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
256,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
320,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
512,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
768,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
1024,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
1536,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
2048,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
3072,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
4096,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
6144,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
8192,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
12288,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9233,ARTIFACT-FAILED
16384,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9232,ARTIFACT-FAILED
24576,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9232,ARTIFACT-FAILED
32768,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9232,ARTIFACT-FAILED
65536,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9231,ARTIFACT-FAILED
131072,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9228,ARTIFACT-FAILED
262144,Neutral,FullNullAdversarialControl,0.0542,1.0,0.0,0.0,0.0542,0.9458,0.0542,0.05,0.9224,ARTIFACT-FAILED
524288,Neutral,FullNullAdversarialControl,0.0543,1.0,0.0,0.0,0.0543,0.9457,0.0543,0.05,0.9214,ARTIFACT-FAILED
1048576,Neutral,FullNullAdversarialControl,0.0544,1.0,0.0,0.0,0.0544,0.9456,0.0544,0.05,0.9195,ARTIFACT-FAILED
2097152,Neutral,FullNullAdversarialControl,0.0546,1.0,0.0,0.0,0.0546,0.9454,0.0546,0.05,0.9158,ARTIFACT-FAILED
4194304,Neutral,FullNullAdversarialControl,0.055,1.0,0.0,0.0,0.055,0.945,0.055,0.05,0.9084,ARTIFACT-FAILED
8388608,Neutral,FullNullAdversarialControl,0.0559,1.0,0.0,0.0,0.0559,0.9441,0.0559,0.05,0.894,ARTIFACT-FAILED
16777216,Neutral,FullNullAdversarialControl,0.0577,1.0,0.0,0.0,0.0577,0.9423,0.0577,0.05,0.8665,ARTIFACT-FAILED
33554432,Neutral,FullNullAdversarialControl,0.0613,1.0,0.0,0.0,0.0613,0.9387,0.0613,0.05,0.8163,ARTIFACT-FAILED
67108864,Neutral,FullNullAdversarialControl,0.0683,1.0,0.0,0.0,0.0683,0.9317,0.0683,0.05,0.7315,ARTIFACT-FAILED
1,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
2,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
4,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
6,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
8,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
12,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
16,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
20,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
24,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
32,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
40,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
48,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
64,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
80,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
96,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
128,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
160,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
192,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
256,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
320,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
512,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
768,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
1024,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
1536,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
2048,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9283,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
3072,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9282,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
4096,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9282,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
6144,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9282,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
8192,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9282,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
12288,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9282,0.0,1.0,0.0,1.0,0.904,0.904,ARTIFACT-STABLE
16384,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9282,0.0,1.0,0.0,1.0,0.9039,0.9039,ARTIFACT-STABLE
24576,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9282,0.0,1.0,0.0,1.0,0.9039,0.9039,ARTIFACT-STABLE
32768,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9281,0.0,1.0,0.0,1.0,0.9039,0.9039,ARTIFACT-STABLE
65536,A-N,AuthenticBaselineRecursion,1.0,1.0,0.928,0.0,1.0,0.0,1.0,0.9038,0.9038,ARTIFACT-STABLE
131072,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9278,0.0,1.0,0.0,1.0,0.9035,0.9035,ARTIFACT-STABLE
262144,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9273,0.0,1.0,0.0,1.0,0.9031,0.9031,ARTIFACT-STABLE
524288,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9263,0.0,1.0,0.0,1.0,0.9022,0.9022,ARTIFACT-STABLE
1048576,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9243,0.0,1.0,0.0,1.0,0.9003,0.9003,ARTIFACT-STABLE
2097152,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9203,0.0,1.0,0.0,1.0,0.8967,0.8967,ARTIFACT-STABLE
4194304,A-N,AuthenticBaselineRecursion,1.0,1.0,0.9124,0.0,1.0,0.0,1.0,0.8894,0.8894,ARTIFACT-STABLE
8388608,A-N,AuthenticBaselineRecursion,1.0,1.0,0.8971,0.0,1.0,0.0,1.0,0.8753,0.8753,ARTIFACT-STABLE
16777216,A-N,AuthenticBaselineRecursion,1.0,1.0,0.8678,0.0,1.0,0.0,1.0,0.8484,0.8484,ARTIFACT-STABLE
33554432,A-N,AuthenticBaselineRecursion,1.0,1.0,0.8144,0.0,1.0,0.0,1.0,0.7992,0.7992,ARTIFACT-STABLE
67108864,A-N,AuthenticBaselineRecursion,1.0,1.0,0.7242,0.0,1.0,0.0,1.0,0.7162,0.7162,ARTIFACT-STABLE
1,A-N,RandomizedMetricScrambling,0.9584,1.0,0.9691,1.0,0.9584,0.0416,0.9584,0.9416,0.904,ARTIFACT-STABLE
2,A-N,RandomizedMetricScrambling,0.7519,1.0,0.6845,0.0,0.7519,0.2481,0.7519,0.6797,0.904,ARTIFACT-STABLE
4,A-N,RandomizedMetricScrambling,0.2198,1.0,0.1616,0.0,0.2198,0.7802,0.2198,0.1987,0.904,ARTIFACT-FAILED
6,A-N,RandomizedMetricScrambling,0.0594,1.0,0.004,0.0,0.0594,0.9406,0.0594,0.0537,0.904,ARTIFACT-FAILED
8,A-N,RandomizedMetricScrambling,0.896,1.0,0.8261,1.0,0.896,0.104,0.896,0.81,0.904,ARTIFACT-STABLE
12,A-N,RandomizedMetricScrambling,0.6147,1.0,0.5497,0.0,0.6147,0.3853,0.6147,0.5557,0.904,ARTIFACT-BOUNDED
16,A-N,RandomizedMetricScrambling,0.1077,1.0,0.0515,0.0,0.1077,0.8923,0.1077,0.0974,0.904,ARTIFACT-FAILED
20,A-N,RandomizedMetricScrambling,0.7069,1.0,0.6403,0.0,0.7069,0.2931,0.7069,0.6391,0.904,ARTIFACT-BOUNDED
24,A-N,RandomizedMetricScrambling,0.4263,1.0,0.3645,0.0,0.4263,0.5737,0.4263,0.3853,0.904,ARTIFACT-DEGRADING
32,A-N,RandomizedMetricScrambling,0.2905,1.0,0.2311,0.0,0.2905,0.7095,0.2905,0.2626,0.904,ARTIFACT-FAILED
40,A-N,RandomizedMetricScrambling,0.4257,1.0,0.3639,0.0,0.4257,0.5743,0.4257,0.3848,0.904,ARTIFACT-DEGRADING
48,A-N,RandomizedMetricScrambling,0.2314,1.0,0.173,0.0,0.2314,0.7686,0.2314,0.2092,0.904,ARTIFACT-FAILED
64,A-N,RandomizedMetricScrambling,0.1408,1.0,0.084,0.0,0.1408,0.8592,0.1408,0.1273,0.904,ARTIFACT-FAILED
80,A-N,RandomizedMetricScrambling,0.7139,1.0,0.6471,0.0,0.7139,0.2861,0.7139,0.6453,0.904,ARTIFACT-BOUNDED
96,A-N,RandomizedMetricScrambling,0.889,1.0,0.8192,1.0,0.889,0.111,0.889,0.8037,0.904,ARTIFACT-STABLE
128,A-N,RandomizedMetricScrambling,0.0735,1.0,0.0179,0.0,0.0735,0.9265,0.0735,0.0665,0.904,ARTIFACT-FAILED
160,A-N,RandomizedMetricScrambling,0.9653,1.0,0.8942,1.0,0.9653,0.0347,0.9653,0.8727,0.904,ARTIFACT-STABLE
192,A-N,RandomizedMetricScrambling,0.6788,1.0,0.6126,0.0,0.6788,0.3212,0.6788,0.6136,0.904,ARTIFACT-BOUNDED
256,A-N,RandomizedMetricScrambling,0.3859,1.0,0.3248,0.0,0.3859,0.6141,0.3859,0.3488,0.904,ARTIFACT-DEGRADING
320,A-N,RandomizedMetricScrambling,0.439,1.0,0.377,0.0,0.439,0.561,0.439,0.3968,0.904,ARTIFACT-DEGRADING
512,A-N,RandomizedMetricScrambling,0.6482,1.0,0.5826,0.0,0.6482,0.3518,0.6482,0.586,0.904,ARTIFACT-BOUNDED
768,A-N,RandomizedMetricScrambling,0.6614,1.0,0.5955,0.0,0.6614,0.3386,0.6614,0.5979,0.904,ARTIFACT-BOUNDED
1024,A-N,RandomizedMetricScrambling,0.601,1.0,0.5362,0.0,0.601,0.399,0.601,0.5433,0.904,ARTIFACT-BOUNDED
1536,A-N,RandomizedMetricScrambling,0.134,1.0,0.0773,0.0,0.134,0.866,0.134,0.1211,0.904,ARTIFACT-FAILED
2048,A-N,RandomizedMetricScrambling,0.4162,1.0,0.3546,0.0,0.4162,0.5838,0.4162,0.3762,0.904,ARTIFACT-DEGRADING
3072,A-N,RandomizedMetricScrambling,0.9858,1.0,0.9422,1.0,0.9858,0.0142,0.9858,0.9168,0.904,ARTIFACT-STABLE
4096,A-N,RandomizedMetricScrambling,0.2769,1.0,0.2177,0.0,0.2769,0.7231,0.2769,0.2503,0.904,ARTIFACT-FAILED
6144,A-N,RandomizedMetricScrambling,0.5046,1.0,0.4415,0.0,0.5046,0.4954,0.5046,0.4562,0.904,ARTIFACT-DEGRADING
8192,A-N,RandomizedMetricScrambling,0.1299,1.0,0.0733,0.0,0.1299,0.8701,0.1299,0.1174,0.904,ARTIFACT-FAILED
12288,A-N,RandomizedMetricScrambling,0.5479,1.0,0.484,0.0,0.5479,0.4521,0.5479,0.4953,0.904,ARTIFACT-DEGRADING
16384,A-N,RandomizedMetricScrambling,0.1531,1.0,0.0961,0.0,0.1531,0.8469,0.1531,0.1384,0.9039,ARTIFACT-FAILED
24576,A-N,RandomizedMetricScrambling,0.7137,1.0,0.6469,0.0,0.7137,0.2863,0.7137,0.6451,0.9039,ARTIFACT-BOUNDED
32768,A-N,RandomizedMetricScrambling,0.0796,1.0,0.0239,0.0,0.0796,0.9204,0.0796,0.072,0.9039,ARTIFACT-FAILED
65536,A-N,RandomizedMetricScrambling,0.9094,1.0,0.839,1.0,0.9094,0.0906,0.9094,0.8219,0.9038,ARTIFACT-STABLE
131072,A-N,RandomizedMetricScrambling,0.8467,1.0,0.7772,1.0,0.8467,0.1533,0.8467,0.765,0.9035,ARTIFACT-STABLE
262144,A-N,RandomizedMetricScrambling,0.2816,1.0,0.2221,0.0,0.2816,0.7184,0.2816,0.2543,0.9031,ARTIFACT-FAILED
524288,A-N,RandomizedMetricScrambling,0.5893,1.0,0.5235,0.0,0.5893,0.4107,0.5893,0.5316,0.9022,ARTIFACT-BOUNDED
1048576,A-N,RandomizedMetricScrambling,0.9698,1.0,0.9538,1.0,0.9698,0.0302,0.9698,0.9275,0.9003,ARTIFACT-STABLE
2097152,A-N,RandomizedMetricScrambling,0.5176,1.0,0.4501,0.0,0.5176,0.4824,0.5176,0.4641,0.8967,ARTIFACT-DEGRADING
4194304,A-N,RandomizedMetricScrambling,0.8326,1.0,0.7506,1.0,0.8326,0.1674,0.8326,0.7406,0.8894,ARTIFACT-STABLE
8388608,A-N,RandomizedMetricScrambling,0.9002,1.0,0.8021,1.0,0.9002,0.0998,0.9002,0.7879,0.8753,ARTIFACT-STABLE
16777216,A-N,RandomizedMetricScrambling,0.2676,1.0,0.1924,0.0,0.2676,0.7324,0.2676,0.227,0.8484,ARTIFACT-FAILED
33554432,A-N,RandomizedMetricScrambling,0.0878,1.0,0.0219,0.0,0.0878,0.9122,0.0878,0.0701,0.7992,ARTIFACT-FAILED
67108864,A-N,RandomizedMetricScrambling,0.2762,1.0,0.1607,0.0,0.2762,0.7238,0.2762,0.1978,0.7162,ARTIFACT-FAILED
1,A-N,HiddenDepthEncodingInjection,0.4908,1.0,0.4279,0.0,0.4908,0.5092,0.4908,0.4436,0.904,ARTIFACT-DEGRADING
2,A-N,HiddenDepthEncodingInjection,0.3414,1.0,0.2811,0.0,0.3414,0.6586,0.3414,0.3086,0.904,ARTIFACT-DEGRADING
4,A-N,HiddenDepthEncodingInjection,0.4396,1.0,0.3776,0.0,0.4396,0.5604,0.4396,0.3974,0.904,ARTIFACT-DEGRADING
6,A-N,HiddenDepthEncodingInjection,0.4704,1.0,0.4079,0.0,0.4704,0.5296,0.4704,0.4252,0.904,ARTIFACT-DEGRADING
8,A-N,HiddenDepthEncodingInjection,0.4114,1.0,0.3499,0.0,0.4114,0.5886,0.4114,0.3719,0.904,ARTIFACT-DEGRADING
12,A-N,HiddenDepthEncodingInjection,0.3885,1.0,0.3274,0.0,0.3885,0.6115,0.3885,0.3512,0.904,ARTIFACT-DEGRADING
16,A-N,HiddenDepthEncodingInjection,0.2747,1.0,0.2156,0.0,0.2747,0.7253,0.2747,0.2484,0.904,ARTIFACT-FAILED
20,A-N,HiddenDepthEncodingInjection,0.4431,1.0,0.3811,0.0,0.4431,0.5569,0.4431,0.4006,0.904,ARTIFACT-DEGRADING
24,A-N,HiddenDepthEncodingInjection,0.2885,1.0,0.2291,0.0,0.2885,0.7115,0.2885,0.2608,0.904,ARTIFACT-FAILED
32,A-N,HiddenDepthEncodingInjection,0.3917,1.0,0.3306,0.0,0.3917,0.6083,0.3917,0.3541,0.904,ARTIFACT-DEGRADING
40,A-N,HiddenDepthEncodingInjection,0.3752,1.0,0.3143,0.0,0.3752,0.6248,0.3752,0.3391,0.904,ARTIFACT-DEGRADING
48,A-N,HiddenDepthEncodingInjection,0.4407,1.0,0.3787,0.0,0.4407,0.5593,0.4407,0.3984,0.904,ARTIFACT-DEGRADING
64,A-N,HiddenDepthEncodingInjection,0.4263,1.0,0.3645,0.0,0.4263,0.5737,0.4263,0.3854,0.904,ARTIFACT-DEGRADING
80,A-N,HiddenDepthEncodingInjection,0.323,1.0,0.2631,0.0,0.323,0.677,0.323,0.292,0.904,ARTIFACT-DEGRADING
96,A-N,HiddenDepthEncodingInjection,0.3089,1.0,0.2492,0.0,0.3089,0.6911,0.3089,0.2793,0.904,ARTIFACT-DEGRADING
128,A-N,HiddenDepthEncodingInjection,0.3105,1.0,0.2507,0.0,0.3105,0.6895,0.3105,0.2807,0.904,ARTIFACT-DEGRADING
160,A-N,HiddenDepthEncodingInjection,0.4941,1.0,0.4311,0.0,0.4941,0.5059,0.4941,0.4466,0.904,ARTIFACT-DEGRADING
192,A-N,HiddenDepthEncodingInjection,0.4343,1.0,0.3724,0.0,0.4343,0.5657,0.4343,0.3926,0.904,ARTIFACT-DEGRADING
256,A-N,HiddenDepthEncodingInjection,0.4881,1.0,0.4252,0.0,0.4881,0.5119,0.4881,0.4412,0.904,ARTIFACT-DEGRADING
320,A-N,HiddenDepthEncodingInjection,0.3521,1.0,0.2916,0.0,0.3521,0.6479,0.3521,0.3183,0.904,ARTIFACT-DEGRADING
512,A-N,HiddenDepthEncodingInjection,0.2927,1.0,0.2333,0.0,0.2927,0.7073,0.2927,0.2646,0.904,ARTIFACT-FAILED
768,A-N,HiddenDepthEncodingInjection,0.3314,1.0,0.2713,0.0,0.3314,0.6686,0.3314,0.2996,0.904,ARTIFACT-DEGRADING
1024,A-N,HiddenDepthEncodingInjection,0.3926,1.0,0.3314,0.0,0.3926,0.6074,0.3926,0.3549,0.904,ARTIFACT-DEGRADING
1536,A-N,HiddenDepthEncodingInjection,0.4348,1.0,0.3729,0.0,0.4348,0.5652,0.4348,0.393,0.904,ARTIFACT-DEGRADING
2048,A-N,HiddenDepthEncodingInjection,0.2595,1.0,0.2006,0.0,0.2595,0.7405,0.2595,0.2346,0.904,ARTIFACT-FAILED
3072,A-N,HiddenDepthEncodingInjection,0.3891,1.0,0.3279,0.0,0.3891,0.6109,0.3891,0.3517,0.904,ARTIFACT-DEGRADING
