depth,sector,condition,compression_survival_fraction,emergence_reconstruction_fidelity,minimal_architecture_score,generalization_consistency,recursive_information_efficiency,compression_degradation_bound,structural_redundancy_index,compression_ratio,base_emergence,compressed_emergence,classification
40,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
48,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
64,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
80,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
96,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
128,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
160,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
192,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
256,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
320,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
512,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
768,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
1024,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
1536,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
2048,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
3072,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3767,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
4096,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3768,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
6144,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3768,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
8192,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3768,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
12288,A-N,CompressedOperatorBasis,0.9637,0.9616,1.0,1.0,1.3768,0.0363,1.0,0.7,0.904,0.8712,COMPRESSION-STABLE
16384,A-N,CompressedOperatorBasis,0.9638,0.9616,1.0,1.0,1.3768,0.0362,1.0,0.7,0.9039,0.8712,COMPRESSION-STABLE
24576,A-N,CompressedOperatorBasis,0.9638,0.9617,1.0,1.0,1.3768,0.0362,1.0,0.7,0.9039,0.8712,COMPRESSION-STABLE
32768,A-N,CompressedOperatorBasis,0.9638,0.9617,1.0,1.0,1.3769,0.0362,1.0,0.7,0.9039,0.8712,COMPRESSION-STABLE
65536,A-N,CompressedOperatorBasis,0.9639,0.9618,1.0,1.0,1.377,0.0361,1.0,0.7,0.9038,0.8711,COMPRESSION-STABLE
131072,A-N,CompressedOperatorBasis,0.9641,0.962,1.0,1.0,1.3772,0.0359,1.0,0.7,0.9035,0.8711,COMPRESSION-STABLE
262144,A-N,CompressedOperatorBasis,0.9644,0.9623,1.0,1.0,1.3777,0.0356,1.0,0.7,0.9031,0.8709,COMPRESSION-STABLE
524288,A-N,CompressedOperatorBasis,0.9651,0.963,1.0,1.0,1.3787,0.0349,1.0,0.7,0.9022,0.8706,COMPRESSION-STABLE
1048576,A-N,CompressedOperatorBasis,0.9664,0.9645,1.0,1.0,1.3806,0.0336,1.0,0.7,0.9003,0.8701,COMPRESSION-STABLE
2097152,A-N,CompressedOperatorBasis,0.9692,0.9673,1.0,1.0,1.3845,0.0308,1.0,0.7,0.8967,0.869,COMPRESSION-STABLE
4194304,A-N,CompressedOperatorBasis,0.9746,0.9731,1.0,1.0,1.3923,0.0254,1.0,0.7,0.8894,0.8668,COMPRESSION-STABLE
8388608,A-N,CompressedOperatorBasis,0.9855,0.9846,1.0,1.0,1.4078,0.0145,1.0,0.7,0.8753,0.8626,COMPRESSION-STABLE
16777216,A-N,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.8484,0.8545,COMPRESSION-STABLE
33554432,A-N,CompressedOperatorBasis,1.0,1.0,1.0,1.0,1.4286,0.0,1.0,0.7,0.7992,0.8398,COMPRESSION-STABLE
67108864,A-N,CompressedOperatorBasis,0.9981,0.9979,1.0,1.0,1.4258,0.0019,1.0,0.7,0.7162,0.7149,COMPRESSION-STABLE
1,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
2,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
4,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
6,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
8,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
12,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
16,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
20,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
24,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
32,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
40,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
48,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
64,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
80,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
96,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
128,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
160,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
192,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
256,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
320,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
512,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
768,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
1024,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
1536,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
2048,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
3072,A-N,LowPrecisionRecursion,0.942,0.9386,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
4096,A-N,LowPrecisionRecursion,0.942,0.9387,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
6144,A-N,LowPrecisionRecursion,0.942,0.9387,0.942,1.0,1.8841,0.058,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
8192,A-N,LowPrecisionRecursion,0.9421,0.9387,0.9421,1.0,1.8841,0.0579,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
12288,A-N,LowPrecisionRecursion,0.9421,0.9387,0.9421,1.0,1.8841,0.0579,1.0,0.5,0.904,0.8516,COMPRESSION-STABLE
16384,A-N,LowPrecisionRecursion,0.9421,0.9387,0.9421,1.0,1.8841,0.0579,1.0,0.5,0.9039,0.8516,COMPRESSION-STABLE
24576,A-N,LowPrecisionRecursion,0.9421,0.9387,0.9421,1.0,1.8842,0.0579,1.0,0.5,0.9039,0.8516,COMPRESSION-STABLE
32768,A-N,LowPrecisionRecursion,0.9421,0.9387,0.9421,1.0,1.8842,0.0579,1.0,0.5,0.9039,0.8516,COMPRESSION-STABLE
65536,A-N,LowPrecisionRecursion,0.9422,0.9388,0.9422,1.0,1.8843,0.0578,1.0,0.5,0.9038,0.8515,COMPRESSION-STABLE
131072,A-N,LowPrecisionRecursion,0.9423,0.9389,0.9423,1.0,1.8846,0.0577,1.0,0.5,0.9035,0.8514,COMPRESSION-STABLE
262144,A-N,LowPrecisionRecursion,0.9426,0.9392,0.9426,1.0,1.8852,0.0574,1.0,0.5,0.9031,0.8512,COMPRESSION-STABLE
524288,A-N,LowPrecisionRecursion,0.9431,0.9398,0.9431,1.0,1.8863,0.0569,1.0,0.5,0.9022,0.8509,COMPRESSION-STABLE
1048576,A-N,LowPrecisionRecursion,0.9443,0.941,0.9443,1.0,1.8885,0.0557,1.0,0.5,0.9003,0.8501,COMPRESSION-STABLE
2097152,A-N,LowPrecisionRecursion,0.9465,0.9433,0.9465,1.0,1.893,0.0535,1.0,0.5,0.8967,0.8487,COMPRESSION-STABLE
4194304,A-N,LowPrecisionRecursion,0.9509,0.948,0.9509,1.0,1.9018,0.0491,1.0,0.5,0.8894,0.8458,COMPRESSION-STABLE
8388608,A-N,LowPrecisionRecursion,0.9598,0.9574,0.9598,1.0,1.9196,0.0402,1.0,0.5,0.8753,0.8401,COMPRESSION-STABLE
16777216,A-N,LowPrecisionRecursion,0.9776,0.9762,0.9776,1.0,1.9551,0.0224,1.0,0.5,0.8484,0.8294,COMPRESSION-STABLE
33554432,A-N,LowPrecisionRecursion,0.8233,0.8115,0.8233,1.0,1.6466,0.1767,1.0,0.5,0.7992,0.658,COMPRESSION-STABLE
67108864,A-N,LowPrecisionRecursion,0.8724,0.8628,0.8724,1.0,1.7447,0.1276,1.0,0.5,0.7162,0.6248,COMPRESSION-STABLE
1,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
2,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
4,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
6,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
8,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
12,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
16,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
20,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
24,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
32,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
40,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
48,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
64,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
80,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
96,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
128,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
160,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
192,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
256,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
320,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
512,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
768,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
1024,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
1536,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
2048,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
3072,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
4096,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
6144,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
8192,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
12288,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.904,0.5624,COMPRESSION-DEGRADING
16384,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.9039,0.5624,COMPRESSION-DEGRADING
24576,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.9039,0.5623,COMPRESSION-DEGRADING
32768,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.9039,0.5623,COMPRESSION-DEGRADING
65536,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.9038,0.5623,COMPRESSION-DEGRADING
131072,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.9035,0.5621,COMPRESSION-DEGRADING
262144,A-N,SparseRecursiveConnectivity,0.6221,0.6,0.6221,1.0,1.0369,0.3779,1.0,0.6,0.9031,0.5618,COMPRESSION-DEGRADING
524288,A-N,SparseRecursiveConnectivity,0.6222,0.6,0.6222,1.0,1.0369,0.3778,1.0,0.6,0.9022,0.5613,COMPRESSION-DEGRADING
1048576,A-N,SparseRecursiveConnectivity,0.6222,0.6,0.6222,1.0,1.037,0.3778,1.0,0.6,0.9003,0.5602,COMPRESSION-DEGRADING
2097152,A-N,SparseRecursiveConnectivity,0.6223,0.6,0.6223,1.0,1.0372,0.3777,1.0,0.6,0.8967,0.558,COMPRESSION-DEGRADING
4194304,A-N,SparseRecursiveConnectivity,0.6225,0.6,0.6225,1.0,1.0375,0.3775,1.0,0.6,0.8894,0.5537,COMPRESSION-DEGRADING
8388608,A-N,SparseRecursiveConnectivity,0.6228,0.6,0.6228,1.0,1.0381,0.3772,1.0,0.6,0.8753,0.5452,COMPRESSION-DEGRADING
16777216,A-N,SparseRecursiveConnectivity,0.6236,0.6,0.6236,1.0,1.0393,0.3764,1.0,0.6,0.8484,0.529,COMPRESSION-DEGRADING
33554432,A-N,SparseRecursiveConnectivity,0.625,0.6,0.625,1.0,1.0417,0.375,1.0,0.6,0.7992,0.4995,COMPRESSION-DEGRADING
67108864,A-N,SparseRecursiveConnectivity,0.6279,0.6,0.6279,1.0,1.0465,0.3721,1.0,0.6,0.7162,0.4497,COMPRESSION-DEGRADING
1,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
2,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
4,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
6,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
8,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
12,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
16,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
20,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
24,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
32,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
40,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
48,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
64,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
80,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
96,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
128,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
160,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
192,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
256,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
320,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
512,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
768,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
1024,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
1536,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
2048,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
3072,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5385,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
4096,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
6144,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
8192,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.904,0.904,COMPRESSION-STABLE
12288,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.904,0.9039,COMPRESSION-STABLE
16384,A-N,CompressedMemoryRepresentation,1.0,1.0,1.0,1.0,1.5384,0.0,1.0,0.65,0.9039,0.9039,COMPRESSION-STABLE
24576,A-N,CompressedMemoryRepresentation,0.9999,0.9999,1.0,1.0,1.5384,0.0001,1.0,0.65,0.9039,0.9039,COMPRESSION-STABLE
32768,A-N,CompressedMemoryRepresentation,0.9999,0.9999,1.0,1.0,1.5384,0.0001,1.0,0.65,0.9039,0.9038,COMPRESSION-STABLE
65536,A-N,CompressedMemoryRepresentation,0.9999,0.9999,1.0,1.0,1.5382,0.0001,1.0,0.65,0.9038,0.9036,COMPRESSION-STABLE
131072,A-N,CompressedMemoryRepresentation,0.9997,0.9997,1.0,1.0,1.538,0.0003,1.0,0.65,0.9035,0.9033,COMPRESSION-STABLE
262144,A-N,CompressedMemoryRepresentation,0.9994,0.9994,1.0,1.0,1.5376,0.0006,1.0,0.65,0.9031,0.9026,COMPRESSION-STABLE
524288,A-N,CompressedMemoryRepresentation,0.9989,0.9988,1.0,1.0,1.5368,0.0011,1.0,0.65,0.9022,0.9012,COMPRESSION-STABLE
1048576,A-N,CompressedMemoryRepresentation,0.9978,0.9977,1.0,1.0,1.5351,0.0022,1.0,0.65,0.9003,0.8983,COMPRESSION-STABLE
2097152,A-N,CompressedMemoryRepresentation,0.9956,0.9954,1.0,1.0,1.5318,0.0044,1.0,0.65,0.8967,0.8927,COMPRESSION-STABLE
4194304,A-N,CompressedMemoryRepresentation,0.9914,0.9909,1.0,1.0,1.5252,0.0086,1.0,0.65,0.8894,0.8818,COMPRESSION-STABLE
8388608,A-N,CompressedMemoryRepresentation,0.9832,0.9822,1.0,1.0,1.5126,0.0168,1.0,0.65,0.8753,0.8606,COMPRESSION-STABLE
16777216,A-N,CompressedMemoryRepresentation,0.9679,0.9659,1.0,1.0,1.4891,0.0321,1.0,0.65,0.8484,0.8212,COMPRESSION-STABLE
33554432,A-N,CompressedMemoryRepresentation,0.9413,0.9373,1.0,1.0,1.4481,0.0587,1.0,0.65,0.7992,0.7523,COMPRESSION-STABLE
67108864,A-N,CompressedMemoryRepresentation,0.8994,0.8919,1.0,1.0,1.3837,0.1006,1.0,0.65,0.7162,0.6442,COMPRESSION-STABLE
1,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
2,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
4,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
6,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
8,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
12,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
16,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
20,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
24,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
32,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
40,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
48,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
64,A-N,ReducedInteractionChannels,0.677,0.658,0.677,1.0,1.2308,0.323,1.0,0.55,0.904,0.612,COMPRESSION-BOUNDED
