chain_idx,step,domain,cg_rate,mean_reversibility,mean_recursive_closure,mean_continuity,cg_decay
170,5,gray_scott∘population,0.151,0.2884,0.2884,0.9181,0.9496
171,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
171,1,cellular_automata∘kuramoto,0.124,0.2437,0.2437,0.9345,0.5344
171,2,kuramoto∘lotka_volterra,0.0764,0.1903,0.1903,0.9418,0.0548
171,3,lotka_volterra∘gray_scott,0.1423,0.3082,0.3082,0.929,0.76
171,4,gray_scott∘coupled_map_lattice,0.1364,0.2728,0.2728,0.917,0.6875
171,5,coupled_map_lattice∘cellular_automata,0.1086,0.2291,0.2291,0.9264,0.3437
172,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
172,1,kuramoto∘graph_diffusion,0.101,0.1865,0.1865,0.9538,0.3964
172,2,graph_diffusion∘replicator,0.0892,0.1745,0.1745,0.9451,0.4666
172,3,replicator∘lotka_volterra,0.059,0.1557,0.1557,0.9472,0.6473
172,4,lotka_volterra∘coupled_map_lattice,0.0948,0.1965,0.1965,0.9261,0.4333
172,5,coupled_map_lattice∘gray_scott,0.1514,0.3114,0.3114,0.9211,0.0944
173,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
173,1,graph_diffusion∘cellular_automata,0.0577,0.1281,0.1281,0.9551,0.6659
173,2,cellular_automata∘lotka_volterra,0.0433,0.1324,0.1324,0.9521,0.248
173,3,lotka_volterra∘coupled_map_lattice,0.0869,0.1849,0.1849,0.9286,1.5068
173,4,coupled_map_lattice∘graph_diffusion,0.0608,0.1279,0.1279,0.9515,0.7534
173,5,graph_diffusion∘kuramoto,0.114,0.215,0.215,0.9423,2.2888
174,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
174,1,kuramoto∘graph_diffusion,0.101,0.1865,0.1865,0.9538,0.3964
174,2,graph_diffusion∘coupled_map_lattice,0.1157,0.2119,0.2119,0.9294,0.3079
174,3,coupled_map_lattice∘lotka_volterra,0.0723,0.1744,0.1744,0.9393,0.5679
174,4,lotka_volterra∘kuramoto,0.1197,0.2382,0.2382,0.9362,0.284
174,5,kuramoto∘population,0.1297,0.2469,0.2469,0.9263,0.2244
175,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
175,1,gray_scott∘kuramoto,0.1877,0.3642,0.3642,0.9247,0.0982
175,2,kuramoto∘population,0.1637,0.3098,0.3098,0.9206,0.2136
175,3,population∘cellular_automata,0.1223,0.2476,0.2476,0.9282,0.4126
175,4,cellular_automata∘coupled_map_lattice,0.1264,0.2425,0.2425,0.9166,0.3927
175,5,coupled_map_lattice∘replicator,0.1019,0.2026,0.2026,0.9266,0.5103
176,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
176,1,cellular_automata∘kuramoto,0.124,0.2437,0.2437,0.9345,0.5344
176,2,kuramoto∘cellular_automata,0.1024,0.2146,0.2146,0.9351,0.2672
176,3,cellular_automata∘kuramoto,0.1348,0.2583,0.2583,0.9341,0.6681
176,4,kuramoto∘gray_scott,0.1715,0.3423,0.3423,0.9252,1.1214
176,5,gray_scott∘kuramoto,0.1694,0.3222,0.3222,0.9292,1.0951
177,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
177,1,graph_diffusion∘population,0.0872,0.1632,0.1632,0.9454,1.5144
177,2,population∘gray_scott,0.1476,0.2947,0.2947,0.9308,3.259
177,3,gray_scott∘kuramoto,0.1574,0.2984,0.2984,0.932,3.5416
177,4,kuramoto∘graph_diffusion,0.0961,0.1846,0.1846,0.9532,1.7708
177,5,graph_diffusion∘coupled_map_lattice,0.1133,0.211,0.211,0.9291,2.2682
178,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
178,1,gray_scott∘cellular_automata,0.1445,0.3058,0.3058,0.926,0.3058
178,2,cellular_automata∘lotka_volterra,0.0866,0.2213,0.2213,0.9376,0.5838
178,3,lotka_volterra∘kuramoto,0.1269,0.2617,0.2617,0.9354,0.3901
178,4,kuramoto∘coupled_map_lattice,0.1287,0.2496,0.2496,0.9202,0.3814
178,5,coupled_map_lattice∘gray_scott,0.1684,0.3379,0.3379,0.9182,0.1907
179,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
179,1,kuramoto∘graph_diffusion,0.101,0.1865,0.1865,0.9538,0.3964
179,2,graph_diffusion∘population,0.1203,0.221,0.221,0.9351,0.2806
179,3,population∘cellular_automata,0.1006,0.2032,0.2032,0.9355,0.3986
179,4,cellular_automata∘lotka_volterra,0.0647,0.17,0.17,0.9423,0.6133
179,5,lotka_volterra∘population,0.1022,0.2127,0.2127,0.9294,0.3891
180,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
180,1,cellular_automata∘lotka_volterra,0.0548,0.1611,0.1611,0.9425,0.322
180,2,lotka_volterra∘graph_diffusion,0.0447,0.1159,0.1159,0.9584,0.4466
180,3,graph_diffusion∘gray_scott,0.1264,0.2711,0.2711,0.9373,0.5641
180,4,gray_scott∘cellular_automata,0.1036,0.2282,0.2282,0.9366,0.282
180,5,cellular_automata∘gray_scott,0.1559,0.3272,0.3272,0.9264,0.9284
181,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
181,1,graph_diffusion∘cellular_automata,0.0577,0.1281,0.1281,0.9551,0.6659
181,2,cellular_automata∘coupled_map_lattice,0.0941,0.1827,0.1827,0.93,1.7158
181,3,coupled_map_lattice∘replicator,0.0858,0.1727,0.1727,0.9333,1.4749
181,4,replicator∘kuramoto,0.1265,0.2374,0.2374,0.9332,2.6495
181,5,kuramoto∘coupled_map_lattice,0.1285,0.2374,0.2374,0.9191,2.7076
182,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
182,1,gray_scott∘graph_diffusion,0.1214,0.2485,0.2485,0.9453,0.4167
182,2,graph_diffusion∘population,0.1305,0.252,0.252,0.9309,0.3728
182,3,population∘replicator,0.104,0.2073,0.2073,0.9337,0.5004
182,4,replicator∘population,0.1218,0.2314,0.2314,0.9251,0.4146
182,5,population∘cellular_automata,0.1013,0.2084,0.2084,0.9304,0.5131
183,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
183,1,kuramoto∘cellular_automata,0.124,0.2437,0.2437,0.9345,0.2583
183,2,cellular_automata∘graph_diffusion,0.0794,0.1573,0.1573,0.9544,0.5255
183,3,graph_diffusion∘coupled_map_lattice,0.1049,0.1973,0.1973,0.9297,0.3725
183,4,coupled_map_lattice∘population,0.1223,0.2264,0.2264,0.9231,0.2687
183,5,population∘kuramoto,0.1448,0.2643,0.2643,0.9281,0.1343
184,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
184,1,graph_diffusion∘coupled_map_lattice,0.0826,0.1541,0.1541,0.9397,1.3828
184,2,coupled_map_lattice∘kuramoto,0.1249,0.2281,0.2281,0.9364,2.6035
184,3,kuramoto∘graph_diffusion,0.0798,0.1495,0.1495,0.9554,1.3017
184,4,graph_diffusion∘cellular_automata,0.0803,0.1674,0.1674,0.9456,1.3167
184,5,cellular_automata∘coupled_map_lattice,0.1054,0.2024,0.2024,0.9253,2.0412
185,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
185,1,graph_diffusion∘replicator,0.0561,0.1167,0.1167,0.9555,0.617
185,2,replicator∘cellular_automata,0.0684,0.151,0.151,0.9456,0.9744
185,3,cellular_automata∘population,0.1041,0.2033,0.2033,0.9311,2.0016
185,4,population∘lotka_volterra,0.0664,0.17,0.17,0.9401,0.9159
185,5,lotka_volterra∘gray_scott,0.1373,0.2981,0.2981,0.9282,2.9597
186,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
186,1,kuramoto∘replicator,0.1223,0.2324,0.2324,0.9348,0.2685
186,2,replicator∘graph_diffusion,0.0785,0.1516,0.1516,0.9546,0.5306
186,3,graph_diffusion∘cellular_automata,0.0797,0.1685,0.1685,0.9452,0.5236
186,4,cellular_automata∘kuramoto,0.1235,0.2353,0.2353,0.9392,0.2618
186,5,kuramoto∘coupled_map_lattice,0.127,0.2364,0.2364,0.9221,0.2406
187,0,gray_scott,0.2081,0.4262,0.4262,0.9162,0.0
187,1,gray_scott∘lotka_volterra,0.1185,0.2815,0.2815,0.9327,0.4309
187,2,lotka_volterra∘graph_diffusion,0.0766,0.1762,0.1762,0.9535,0.6321
187,3,graph_diffusion∘cellular_automata,0.0787,0.1808,0.1808,0.9447,0.6219
187,4,cellular_automata∘kuramoto,0.123,0.2414,0.2414,0.9389,0.4092
187,5,kuramoto∘gray_scott,0.1655,0.3338,0.3338,0.9276,0.2046
188,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
188,1,replicator∘gray_scott,0.1428,0.2944,0.2944,0.9264,0.8437
188,2,gray_scott∘graph_diffusion,0.0887,0.1826,0.1826,0.9504,0.1457
188,3,graph_diffusion∘lotka_volterra,0.0588,0.1597,0.1597,0.9498,0.2414
188,4,lotka_volterra∘population,0.0992,0.2076,0.2076,0.9331,0.281
188,5,population∘cellular_automata,0.09,0.1965,0.1965,0.9345,0.1624
189,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
189,1,coupled_map_lattice∘population,0.1351,0.2465,0.2465,0.9107,0.0349
189,2,population∘coupled_map_lattice,0.1328,0.2419,0.2419,0.9079,0.0175
189,3,coupled_map_lattice∘population,0.1362,0.2487,0.2487,0.9122,0.0437
189,4,population∘graph_diffusion,0.0855,0.1598,0.1598,0.9433,0.3454
189,5,graph_diffusion∘lotka_volterra,0.0571,0.1483,0.1483,0.9462,0.5625
190,0,replicator,0.0774,0.1626,0.1626,0.9365,0.0
190,1,replicator∘kuramoto,0.1223,0.2324,0.2324,0.9348,0.5797
190,2,kuramoto∘coupled_map_lattice,0.1264,0.2349,0.2349,0.9199,0.6327
190,3,coupled_map_lattice∘graph_diffusion,0.0806,0.1528,0.1528,0.9472,0.0402
190,4,graph_diffusion∘kuramoto,0.1239,0.2275,0.2275,0.9401,0.5998
190,5,kuramoto∘gray_scott,0.166,0.3268,0.3268,0.9282,1.1436
191,0,population,0.1397,0.2555,0.2555,0.9165,0.0
191,1,population∘graph_diffusion,0.0872,0.1632,0.1632,0.9454,0.3759
191,2,graph_diffusion∘cellular_automata,0.084,0.1743,0.1743,0.9406,0.3986
191,3,cellular_automata∘graph_diffusion,0.0593,0.1225,0.1225,0.9575,0.5752
191,4,graph_diffusion∘population,0.0995,0.189,0.189,0.937,0.2876
191,5,population∘kuramoto,0.1334,0.2456,0.2456,0.9351,0.0451
192,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
192,1,coupled_map_lattice∘gray_scott,0.1693,0.3318,0.3318,0.9106,0.2972
192,2,gray_scott∘population,0.1545,0.2937,0.2937,0.9135,0.1835
192,3,population∘replicator,0.116,0.2281,0.2281,0.925,0.1116
192,4,replicator∘coupled_map_lattice,0.1233,0.2328,0.2328,0.915,0.0558
192,5,coupled_map_lattice∘graph_diffusion,0.079,0.1518,0.1518,0.9447,0.3951
193,0,graph_diffusion,0.0347,0.0708,0.0708,0.9744,0.0
193,1,graph_diffusion∘lotka_volterra,0.0317,0.1038,0.1038,0.9618,0.0849
193,2,lotka_volterra∘gray_scott,0.1199,0.265,0.265,0.939,2.4593
193,3,gray_scott∘cellular_automata,0.1004,0.2252,0.2252,0.9374,1.8955
193,4,cellular_automata∘replicator,0.0889,0.1939,0.1939,0.937,1.5648
193,5,replicator∘population,0.1143,0.2247,0.2247,0.9267,2.2968
194,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
194,1,kuramoto∘lotka_volterra,0.098,0.2195,0.2195,0.9412,0.414
194,2,lotka_volterra∘population,0.1188,0.2375,0.2375,0.9288,0.2894
194,3,population∘gray_scott,0.1635,0.3318,0.3318,0.9225,0.0225
194,4,gray_scott∘kuramoto,0.1654,0.317,0.317,0.9278,0.0112
194,5,kuramoto∘replicator,0.1214,0.2398,0.2398,0.9322,0.2741
195,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
195,1,coupled_map_lattice∘replicator,0.104,0.2,0.2,0.9208,0.2034
195,2,replicator∘graph_diffusion,0.0693,0.1354,0.1354,0.9476,0.4689
195,3,graph_diffusion∘kuramoto,0.1183,0.2188,0.2188,0.9404,0.0939
195,4,kuramoto∘cellular_automata,0.0996,0.2021,0.2021,0.9381,0.2374
195,5,cellular_automata∘kuramoto,0.1334,0.2521,0.2521,0.9356,0.0219
196,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
196,1,kuramoto∘lotka_volterra,0.098,0.2195,0.2195,0.9412,0.414
196,2,lotka_volterra∘gray_scott,0.1531,0.3228,0.3228,0.9287,0.0847
196,3,gray_scott∘lotka_volterra,0.0909,0.2298,0.2298,0.9389,0.4563
196,4,lotka_volterra∘coupled_map_lattice,0.1107,0.2336,0.2336,0.922,0.3379
196,5,coupled_map_lattice∘cellular_automata,0.0958,0.2095,0.2095,0.9289,0.4273
197,0,kuramoto,0.1672,0.3021,0.3021,0.9331,0.0
197,1,kuramoto∘coupled_map_lattice,0.1489,0.2698,0.2698,0.9191,0.1097
197,2,coupled_map_lattice∘cellular_automata,0.1149,0.2276,0.2276,0.9274,0.3132
197,3,cellular_automata∘lotka_volterra,0.0718,0.1822,0.1822,0.9383,0.5705
197,4,lotka_volterra∘population,0.1057,0.2188,0.2188,0.9274,0.3677
197,5,population∘coupled_map_lattice,0.1181,0.2281,0.2281,0.9162,0.2936
198,0,cellular_automata,0.0808,0.1854,0.1854,0.9358,0.0
198,1,cellular_automata∘replicator,0.0791,0.174,0.174,0.9362,0.021
198,2,replicator∘cellular_automata,0.08,0.1797,0.1797,0.936,0.0105
198,3,cellular_automata∘gray_scott,0.1441,0.303,0.303,0.9261,0.7821
198,4,gray_scott∘replicator,0.1107,0.2328,0.2328,0.9313,0.3701
198,5,replicator∘graph_diffusion,0.0727,0.1518,0.1518,0.9529,0.1005
199,0,coupled_map_lattice,0.1305,0.2374,0.2374,0.905,0.0
199,1,coupled_map_lattice∘cellular_automata,0.1057,0.2114,0.2114,0.9204,0.1904
199,2,cellular_automata∘replicator,0.0916,0.187,0.187,0.9285,0.2986
199,3,replicator∘coupled_map_lattice,0.1111,0.2122,0.2122,0.9167,0.1493
199,4,coupled_map_lattice∘cellular_automata,0.0959,0.1988,0.1988,0.9263,0.265
199,5,cellular_automata∘population,0.1178,0.2271,0.2271,0.9214,0.0976
