depth,sector,condition,rg_similarity,causal_coherence,temporal_order_stability,propagation_directionality,causal_chain_persistence,recursive_temporal_alignment,temporal_emergence_gain,classification
6,A-N,PropagationAsymmetryTracking,0.9541,0.9081,0.8822,0.9241,0.9045,0.8476,0.8988,CAUSAL-TEMPORAL-STABLE
8,A-N,PropagationAsymmetryTracking,0.9495,0.9138,0.8762,0.9148,0.8825,0.8574,0.8913,CAUSAL-TEMPORAL-STABLE
12,A-N,PropagationAsymmetryTracking,0.9339,0.9253,0.8874,0.8988,0.9151,0.8523,0.8898,CAUSAL-TEMPORAL-STABLE
16,A-N,PropagationAsymmetryTracking,0.9282,0.9019,0.8889,0.9186,0.8864,0.8539,0.886,CAUSAL-TEMPORAL-STABLE
20,A-N,PropagationAsymmetryTracking,0.9409,0.9133,0.8761,0.9183,0.9014,0.8829,0.9032,CAUSAL-TEMPORAL-STABLE
24,A-N,PropagationAsymmetryTracking,0.9388,0.9283,0.8996,0.9293,0.881,0.8804,0.8677,CAUSAL-TEMPORAL-STABLE
32,A-N,PropagationAsymmetryTracking,0.9303,0.9085,0.885,0.918,0.8889,0.8475,0.8666,CAUSAL-TEMPORAL-STABLE
40,A-N,PropagationAsymmetryTracking,0.9355,0.9104,0.91,0.9212,0.9006,0.8647,0.8758,CAUSAL-TEMPORAL-STABLE
48,A-N,PropagationAsymmetryTracking,0.935,0.9333,0.8816,0.9269,0.9069,0.8482,0.8906,CAUSAL-TEMPORAL-STABLE
64,A-N,PropagationAsymmetryTracking,0.9323,0.9022,0.8785,0.93,0.9089,0.8646,0.8808,CAUSAL-TEMPORAL-STABLE
80,A-N,PropagationAsymmetryTracking,0.9509,0.9177,0.8807,0.8983,0.8781,0.8461,0.8971,CAUSAL-TEMPORAL-STABLE
96,A-N,PropagationAsymmetryTracking,0.9354,0.9336,0.895,0.9239,0.9127,0.8753,0.8748,CAUSAL-TEMPORAL-STABLE
128,A-N,PropagationAsymmetryTracking,0.9268,0.9341,0.8842,0.8983,0.9051,0.8685,0.8826,CAUSAL-TEMPORAL-STABLE
160,A-N,PropagationAsymmetryTracking,0.9553,0.925,0.8907,0.9152,0.8846,0.851,0.8712,CAUSAL-TEMPORAL-STABLE
192,A-N,PropagationAsymmetryTracking,0.946,0.9094,0.8925,0.9249,0.8774,0.882,0.9051,CAUSAL-TEMPORAL-STABLE
256,A-N,PropagationAsymmetryTracking,0.9543,0.9149,0.9084,0.897,0.913,0.8554,0.8945,CAUSAL-TEMPORAL-STABLE
320,A-N,PropagationAsymmetryTracking,0.9426,0.9268,0.8858,0.9281,0.9056,0.8761,0.9052,CAUSAL-TEMPORAL-STABLE
512,A-N,PropagationAsymmetryTracking,0.9245,0.9069,0.8772,0.901,0.8987,0.8504,0.902,CAUSAL-TEMPORAL-STABLE
768,A-N,PropagationAsymmetryTracking,0.9552,0.8981,0.9065,0.8999,0.8973,0.856,0.8844,CAUSAL-TEMPORAL-BOUNDED
1024,A-N,PropagationAsymmetryTracking,0.9307,0.9222,0.8905,0.9146,0.8826,0.8674,0.8788,CAUSAL-TEMPORAL-STABLE
1536,A-N,PropagationAsymmetryTracking,0.9255,0.9213,0.8908,0.8995,0.8889,0.8489,0.8926,CAUSAL-TEMPORAL-STABLE
2048,A-N,PropagationAsymmetryTracking,0.9245,0.907,0.9052,0.9003,0.8951,0.8465,0.8853,CAUSAL-TEMPORAL-STABLE
3072,A-N,PropagationAsymmetryTracking,0.9523,0.9235,0.9085,0.9,0.8931,0.8599,0.8994,CAUSAL-TEMPORAL-STABLE
4096,A-N,PropagationAsymmetryTracking,0.9256,0.9173,0.8967,0.9043,0.9095,0.8768,0.8844,CAUSAL-TEMPORAL-STABLE
6144,A-N,PropagationAsymmetryTracking,0.9207,0.9009,0.8879,0.9121,0.8849,0.8518,0.8761,CAUSAL-TEMPORAL-STABLE
8192,A-N,PropagationAsymmetryTracking,0.9217,0.8979,0.8723,0.892,0.9046,0.8435,0.8657,CAUSAL-TEMPORAL-BOUNDED
12288,A-N,PropagationAsymmetryTracking,0.9224,0.9171,0.8779,0.9225,0.885,0.8726,0.876,CAUSAL-TEMPORAL-STABLE
16384,A-N,PropagationAsymmetryTracking,0.9499,0.9183,0.8885,0.9109,0.8922,0.8414,0.894,CAUSAL-TEMPORAL-STABLE
24576,A-N,PropagationAsymmetryTracking,0.9242,0.9173,0.9008,0.9144,0.8707,0.8495,0.8735,CAUSAL-TEMPORAL-STABLE
32768,A-N,PropagationAsymmetryTracking,0.9144,0.9192,0.8721,0.9139,0.8976,0.8351,0.8697,CAUSAL-TEMPORAL-STABLE
65536,A-N,PropagationAsymmetryTracking,0.8952,0.9001,0.8818,0.8701,0.8609,0.8528,0.8394,CAUSAL-TEMPORAL-STABLE
131072,A-N,PropagationAsymmetryTracking,0.8841,0.856,0.8503,0.8671,0.8555,0.8086,0.8201,CAUSAL-TEMPORAL-BOUNDED
262144,A-N,PropagationAsymmetryTracking,0.8492,0.7977,0.7832,0.8238,0.797,0.7609,0.7831,CAUSAL-TEMPORAL-PARTIAL
524288,A-N,PropagationAsymmetryTracking,0.742,0.7363,0.698,0.7331,0.7067,0.6928,0.7133,CAUSAL-TEMPORAL-PARTIAL
1,A-N,CausalChainPersistenceMapping,0.921,0.9002,0.9048,0.898,0.9007,0.8716,0.8985,CAUSAL-TEMPORAL-STABLE
2,A-N,CausalChainPersistenceMapping,0.9365,0.9074,0.8911,0.8675,0.9003,0.8916,0.8823,CAUSAL-TEMPORAL-STABLE
4,A-N,CausalChainPersistenceMapping,0.9444,0.9342,0.8901,0.8738,0.894,0.8575,0.8824,CAUSAL-TEMPORAL-STABLE
6,A-N,CausalChainPersistenceMapping,0.9494,0.9098,0.884,0.884,0.9169,0.8839,0.8954,CAUSAL-TEMPORAL-STABLE
8,A-N,CausalChainPersistenceMapping,0.9381,0.8978,0.8888,0.8907,0.906,0.8796,0.8828,CAUSAL-TEMPORAL-BOUNDED
12,A-N,CausalChainPersistenceMapping,0.9385,0.9127,0.8859,0.8726,0.9126,0.8942,0.9033,CAUSAL-TEMPORAL-STABLE
16,A-N,CausalChainPersistenceMapping,0.9367,0.9022,0.9007,0.8802,0.8889,0.8877,0.9001,CAUSAL-TEMPORAL-STABLE
20,A-N,CausalChainPersistenceMapping,0.9208,0.922,0.8765,0.874,0.8959,0.8755,0.9117,CAUSAL-TEMPORAL-STABLE
24,A-N,CausalChainPersistenceMapping,0.9311,0.9247,0.8815,0.8746,0.8877,0.8787,0.8955,CAUSAL-TEMPORAL-STABLE
32,A-N,CausalChainPersistenceMapping,0.953,0.9333,0.8761,0.8797,0.9038,0.8649,0.9054,CAUSAL-TEMPORAL-STABLE
40,A-N,CausalChainPersistenceMapping,0.9308,0.9097,0.883,0.8718,0.8997,0.8728,0.9,CAUSAL-TEMPORAL-STABLE
48,A-N,CausalChainPersistenceMapping,0.9566,0.9294,0.8796,0.8865,0.9116,0.8581,0.8839,CAUSAL-TEMPORAL-STABLE
64,A-N,CausalChainPersistenceMapping,0.9548,0.9067,0.8888,0.8931,0.9117,0.8832,0.8972,CAUSAL-TEMPORAL-STABLE
80,A-N,CausalChainPersistenceMapping,0.9239,0.9039,0.8779,0.8675,0.9036,0.8801,0.9008,CAUSAL-TEMPORAL-STABLE
96,A-N,CausalChainPersistenceMapping,0.9253,0.9299,0.8978,0.8722,0.9154,0.8684,0.9009,CAUSAL-TEMPORAL-STABLE
128,A-N,CausalChainPersistenceMapping,0.9552,0.9288,0.8814,0.8798,0.896,0.8706,0.9053,CAUSAL-TEMPORAL-STABLE
160,A-N,CausalChainPersistenceMapping,0.9343,0.9191,0.8916,0.8709,0.9082,0.8694,0.8982,CAUSAL-TEMPORAL-STABLE
192,A-N,CausalChainPersistenceMapping,0.9285,0.9288,0.8824,0.9041,0.9105,0.8816,0.8986,CAUSAL-TEMPORAL-STABLE
256,A-N,CausalChainPersistenceMapping,0.9497,0.9017,0.9018,0.8792,0.919,0.8919,0.8953,CAUSAL-TEMPORAL-STABLE
320,A-N,CausalChainPersistenceMapping,0.9219,0.92,0.8901,0.8865,0.9165,0.873,0.8794,CAUSAL-TEMPORAL-STABLE
512,A-N,CausalChainPersistenceMapping,0.956,0.9299,0.8789,0.8753,0.8893,0.8811,0.8992,CAUSAL-TEMPORAL-STABLE
768,A-N,CausalChainPersistenceMapping,0.9412,0.9265,0.8877,0.8913,0.9173,0.8866,0.8838,CAUSAL-TEMPORAL-STABLE
1024,A-N,CausalChainPersistenceMapping,0.9534,0.9271,0.8845,0.8921,0.892,0.889,0.9078,CAUSAL-TEMPORAL-STABLE
1536,A-N,CausalChainPersistenceMapping,0.9171,0.9175,0.8784,0.9024,0.8942,0.8863,0.9057,CAUSAL-TEMPORAL-STABLE
2048,A-N,CausalChainPersistenceMapping,0.9339,0.9233,0.8889,0.8883,0.9083,0.8561,0.8908,CAUSAL-TEMPORAL-STABLE
3072,A-N,CausalChainPersistenceMapping,0.9259,0.8981,0.8813,0.8774,0.8976,0.8617,0.9032,CAUSAL-TEMPORAL-BOUNDED
4096,A-N,CausalChainPersistenceMapping,0.9455,0.9096,0.8973,0.8981,0.892,0.8874,0.8866,CAUSAL-TEMPORAL-STABLE
6144,A-N,CausalChainPersistenceMapping,0.9441,0.9115,0.9057,0.8783,0.9019,0.8548,0.9099,CAUSAL-TEMPORAL-STABLE
8192,A-N,CausalChainPersistenceMapping,0.9367,0.9288,0.9063,0.8762,0.9032,0.8864,0.8862,CAUSAL-TEMPORAL-STABLE
12288,A-N,CausalChainPersistenceMapping,0.9284,0.8968,0.885,0.8865,0.8956,0.858,0.878,CAUSAL-TEMPORAL-BOUNDED
16384,A-N,CausalChainPersistenceMapping,0.9447,0.9228,0.8954,0.8773,0.9062,0.8723,0.8939,CAUSAL-TEMPORAL-STABLE
24576,A-N,CausalChainPersistenceMapping,0.925,0.8967,0.8841,0.8587,0.9123,0.8629,0.8732,CAUSAL-TEMPORAL-BOUNDED
32768,A-N,CausalChainPersistenceMapping,0.9025,0.9065,0.8774,0.8615,0.891,0.8443,0.8651,CAUSAL-TEMPORAL-STABLE
65536,A-N,CausalChainPersistenceMapping,0.8964,0.8775,0.8665,0.8385,0.8576,0.8564,0.8859,CAUSAL-TEMPORAL-BOUNDED
131072,A-N,CausalChainPersistenceMapping,0.8904,0.8714,0.8393,0.8405,0.8647,0.8267,0.8459,CAUSAL-TEMPORAL-BOUNDED
262144,A-N,CausalChainPersistenceMapping,0.8299,0.8216,0.8005,0.7829,0.794,0.761,0.8015,CAUSAL-TEMPORAL-BOUNDED
524288,A-N,CausalChainPersistenceMapping,0.7406,0.7408,0.7222,0.7173,0.7034,0.7033,0.7007,CAUSAL-TEMPORAL-PARTIAL
1,A-N,TransportDirectionCoherence,0.9283,0.9236,0.891,0.9221,0.8797,0.884,0.9112,CAUSAL-TEMPORAL-STABLE
2,A-N,TransportDirectionCoherence,0.9555,0.8941,0.8958,0.8911,0.8631,0.8525,0.9058,CAUSAL-TEMPORAL-BOUNDED
4,A-N,TransportDirectionCoherence,0.9415,0.905,0.9138,0.8902,0.8845,0.8774,0.9111,CAUSAL-TEMPORAL-STABLE
6,A-N,TransportDirectionCoherence,0.9374,0.9168,0.9126,0.8856,0.886,0.8679,0.9175,CAUSAL-TEMPORAL-STABLE
8,A-N,TransportDirectionCoherence,0.9471,0.921,0.9203,0.8904,0.8905,0.8564,0.8962,CAUSAL-TEMPORAL-STABLE
12,A-N,TransportDirectionCoherence,0.9553,0.9039,0.908,0.8867,0.8926,0.8842,0.9051,CAUSAL-TEMPORAL-STABLE
16,A-N,TransportDirectionCoherence,0.9341,0.8861,0.9091,0.9219,0.8644,0.8759,0.903,CAUSAL-TEMPORAL-BOUNDED
20,A-N,TransportDirectionCoherence,0.9202,0.903,0.9212,0.8879,0.888,0.8633,0.93,CAUSAL-TEMPORAL-STABLE
24,A-N,TransportDirectionCoherence,0.9422,0.9161,0.9217,0.9159,0.8862,0.8587,0.9049,CAUSAL-TEMPORAL-STABLE
32,A-N,TransportDirectionCoherence,0.928,0.8924,0.9158,0.9015,0.8649,0.8468,0.9296,CAUSAL-TEMPORAL-BOUNDED
40,A-N,TransportDirectionCoherence,0.9459,0.9015,0.9016,0.915,0.8799,0.8698,0.93,CAUSAL-TEMPORAL-STABLE
48,A-N,TransportDirectionCoherence,0.9562,0.9123,0.9246,0.9254,0.8803,0.8783,0.93,CAUSAL-TEMPORAL-STABLE
64,A-N,TransportDirectionCoherence,0.9546,0.9183,0.9126,0.8923,0.8763,0.8644,0.9,CAUSAL-TEMPORAL-STABLE
80,A-N,TransportDirectionCoherence,0.9225,0.8936,0.9072,0.9032,0.8822,0.8543,0.9192,CAUSAL-TEMPORAL-BOUNDED
96,A-N,TransportDirectionCoherence,0.9432,0.8977,0.9214,0.8963,0.8722,0.8847,0.9248,CAUSAL-TEMPORAL-BOUNDED
128,A-N,TransportDirectionCoherence,0.94,0.9053,0.9027,0.9162,0.8922,0.8482,0.9076,CAUSAL-TEMPORAL-STABLE
160,A-N,TransportDirectionCoherence,0.9367,0.9035,0.913,0.9088,0.8625,0.8562,0.928,CAUSAL-TEMPORAL-STABLE
192,A-N,TransportDirectionCoherence,0.9186,0.9128,0.9121,0.8984,0.8573,0.8504,0.9181,CAUSAL-TEMPORAL-STABLE
256,A-N,TransportDirectionCoherence,0.9319,0.9116,0.9233,0.8926,0.8904,0.8529,0.8978,CAUSAL-TEMPORAL-STABLE
320,A-N,TransportDirectionCoherence,0.9326,0.9191,0.8973,0.9217,0.8637,0.8653,0.9228,CAUSAL-TEMPORAL-STABLE
512,A-N,TransportDirectionCoherence,0.9416,0.8948,0.9238,0.9218,0.8898,0.8811,0.897,CAUSAL-TEMPORAL-BOUNDED
768,A-N,TransportDirectionCoherence,0.9181,0.899,0.8951,0.8941,0.8578,0.8786,0.9171,CAUSAL-TEMPORAL-BOUNDED
1024,A-N,TransportDirectionCoherence,0.928,0.8863,0.888,0.9091,0.882,0.8572,0.9222,CAUSAL-TEMPORAL-BOUNDED
1536,A-N,TransportDirectionCoherence,0.9303,0.922,0.9014,0.8961,0.8627,0.882,0.9079,CAUSAL-TEMPORAL-STABLE
2048,A-N,TransportDirectionCoherence,0.9277,0.9204,0.9233,0.8906,0.8568,0.8575,0.9123,CAUSAL-TEMPORAL-STABLE
3072,A-N,TransportDirectionCoherence,0.9522,0.914,0.9188,0.9128,0.8581,0.8494,0.9072,CAUSAL-TEMPORAL-STABLE
4096,A-N,TransportDirectionCoherence,0.9507,0.8906,0.9072,0.9195,0.8713,0.8473,0.9134,CAUSAL-TEMPORAL-BOUNDED
6144,A-N,TransportDirectionCoherence,0.9527,0.893,0.9152,0.8879,0.8866,0.8707,0.9275,CAUSAL-TEMPORAL-BOUNDED
8192,A-N,TransportDirectionCoherence,0.9139,0.8838,0.8897,0.9111,0.8604,0.8503,0.9064,CAUSAL-TEMPORAL-BOUNDED
12288,A-N,TransportDirectionCoherence,0.9471,0.8847,0.8815,0.917,0.8567,0.8618,0.9123,CAUSAL-TEMPORAL-BOUNDED
16384,A-N,TransportDirectionCoherence,0.9124,0.9132,0.8927,0.8931,0.8828,0.8718,0.9208,CAUSAL-TEMPORAL-STABLE
24576,A-N,TransportDirectionCoherence,0.9351,0.9122,0.9091,0.9119,0.8521,0.8547,0.9031,CAUSAL-TEMPORAL-STABLE
32768,A-N,TransportDirectionCoherence,0.9233,0.8734,0.8766,0.9097,0.8426,0.8542,0.8931,CAUSAL-TEMPORAL-BOUNDED
65536,A-N,TransportDirectionCoherence,0.8977,0.8599,0.8621,0.8927,0.8571,0.8428,0.8761,CAUSAL-TEMPORAL-BOUNDED
131072,A-N,TransportDirectionCoherence,0.8711,0.8447,0.8325,0.8433,0.8347,0.8197,0.8739,CAUSAL-TEMPORAL-BOUNDED
262144,A-N,TransportDirectionCoherence,0.8293,0.8001,0.784,0.7848,0.7756,0.7762,0.8214,CAUSAL-TEMPORAL-BOUNDED
524288,A-N,TransportDirectionCoherence,0.7396,0.7026,0.7121,0.7029,0.698,0.7014,0.7253,CAUSAL-TEMPORAL-PARTIAL
1,A-N,RecursiveTemporalStabilization,0.9412,0.9088,0.8967,0.8675,0.8654,0.8953,0.8967,CAUSAL-TEMPORAL-STABLE
2,A-N,RecursiveTemporalStabilization,0.9366,0.9233,0.9234,0.878,0.8824,0.8902,0.897,CAUSAL-TEMPORAL-STABLE
4,A-N,RecursiveTemporalStabilization,0.9414,0.9117,0.9074,0.8856,0.8863,0.8831,0.8891,CAUSAL-TEMPORAL-STABLE
6,A-N,RecursiveTemporalStabilization,0.922,0.9219,0.9004,0.886,0.8708,0.9049,0.8933,CAUSAL-TEMPORAL-STABLE
8,A-N,RecursiveTemporalStabilization,0.9265,0.8983,0.887,0.9037,0.8891,0.9003,0.9048,CAUSAL-TEMPORAL-BOUNDED
12,A-N,RecursiveTemporalStabilization,0.9203,0.9247,0.9252,0.8706,0.8703,0.8795,0.8854,CAUSAL-TEMPORAL-STABLE
16,A-N,RecursiveTemporalStabilization,0.9265,0.9176,0.9183,0.8901,0.8954,0.91,0.8805,CAUSAL-TEMPORAL-STABLE
20,A-N,RecursiveTemporalStabilization,0.9477,0.922,0.9119,0.8831,0.8622,0.8974,0.9123,CAUSAL-TEMPORAL-STABLE
24,A-N,RecursiveTemporalStabilization,0.9491,0.9141,0.9015,0.886,0.8819,0.9098,0.8878,CAUSAL-TEMPORAL-STABLE
32,A-N,RecursiveTemporalStabilization,0.943,0.8957,0.8883,0.8906,0.8905,0.891,0.9103,CAUSAL-TEMPORAL-BOUNDED
40,A-N,RecursiveTemporalStabilization,0.9142,0.9203,0.9059,0.8682,0.8691,0.9015,0.9018,CAUSAL-TEMPORAL-STABLE
48,A-N,RecursiveTemporalStabilization,0.9254,0.8888,0.9132,0.9044,0.8785,0.9019,0.9056,CAUSAL-TEMPORAL-BOUNDED
64,A-N,RecursiveTemporalStabilization,0.921,0.8887,0.9017,0.899,0.8747,0.9061,0.8973,CAUSAL-TEMPORAL-BOUNDED
80,A-N,RecursiveTemporalStabilization,0.9475,0.9039,0.9095,0.9021,0.8764,0.91,0.8934,CAUSAL-TEMPORAL-STABLE
96,A-N,RecursiveTemporalStabilization,0.9424,0.8967,0.8862,0.9004,0.8766,0.91,0.8769,CAUSAL-TEMPORAL-BOUNDED
128,A-N,RecursiveTemporalStabilization,0.9318,0.8935,0.915,0.8756,0.8767,0.9045,0.8984,CAUSAL-TEMPORAL-BOUNDED
160,A-N,RecursiveTemporalStabilization,0.9213,0.8928,0.895,0.893,0.8943,0.9041,0.8781,CAUSAL-TEMPORAL-BOUNDED
192,A-N,RecursiveTemporalStabilization,0.9364,0.9136,0.8871,0.8875,0.8814,0.8906,0.896,CAUSAL-TEMPORAL-STABLE
256,A-N,RecursiveTemporalStabilization,0.9488,0.9195,0.9124,0.8858,0.867,0.891,0.9108,CAUSAL-TEMPORAL-STABLE
320,A-N,RecursiveTemporalStabilization,0.9272,0.8859,0.9122,0.9049,0.8558,0.8916,0.903,CAUSAL-TEMPORAL-BOUNDED
512,A-N,RecursiveTemporalStabilization,0.9474,0.8938,0.9054,0.87,0.8794,0.8888,0.8971,CAUSAL-TEMPORAL-BOUNDED
768,A-N,RecursiveTemporalStabilization,0.9445,0.9232,0.9093,0.8977,0.8824,0.9046,0.8865,CAUSAL-TEMPORAL-STABLE
1024,A-N,RecursiveTemporalStabilization,0.9133,0.8932,0.9028,0.8948,0.8829,0.9031,0.8964,CAUSAL-TEMPORAL-BOUNDED
1536,A-N,RecursiveTemporalStabilization,0.9451,0.9133,0.9179,0.8714,0.8682,0.8837,0.9099,CAUSAL-TEMPORAL-STABLE
2048,A-N,RecursiveTemporalStabilization,0.9243,0.9226,0.9095,0.8941,0.8625,0.91,0.9121,CAUSAL-TEMPORAL-STABLE
3072,A-N,RecursiveTemporalStabilization,0.9395,0.9132,0.8991,0.889,0.8561,0.8904,0.8999,CAUSAL-TEMPORAL-STABLE
4096,A-N,RecursiveTemporalStabilization,0.9296,0.9047,0.915,0.8698,0.8849,0.8864,0.8776,CAUSAL-TEMPORAL-STABLE
6144,A-N,RecursiveTemporalStabilization,0.9431,0.9196,0.9119,0.8908,0.8647,0.9016,0.9112,CAUSAL-TEMPORAL-STABLE
8192,A-N,RecursiveTemporalStabilization,0.9215,0.9091,0.9174,0.8628,0.8525,0.8873,0.9045,CAUSAL-TEMPORAL-STABLE
12288,A-N,RecursiveTemporalStabilization,0.9076,0.9122,0.9084,0.8868,0.8838,0.8749,0.8726,CAUSAL-TEMPORAL-STABLE
16384,A-N,RecursiveTemporalStabilization,0.9236,0.9169,0.9163,0.8765,0.8759,0.8993,0.891,CAUSAL-TEMPORAL-STABLE
24576,A-N,RecursiveTemporalStabilization,0.919,0.8974,0.9082,0.8718,0.8691,0.8978,0.8789,CAUSAL-TEMPORAL-BOUNDED
32768,A-N,RecursiveTemporalStabilization,0.9031,0.8896,0.8838,0.8832,0.8663,0.8988,0.8634,CAUSAL-TEMPORAL-BOUNDED
65536,A-N,RecursiveTemporalStabilization,0.8831,0.8604,0.8618,0.8759,0.8406,0.8495,0.8625,CAUSAL-TEMPORAL-BOUNDED
131072,A-N,RecursiveTemporalStabilization,0.8917,0.8511,0.8322,0.8487,0.8161,0.8252,0.8395,CAUSAL-TEMPORAL-BOUNDED
262144,A-N,RecursiveTemporalStabilization,0.8122,0.8093,0.793,0.7971,0.7652,0.7749,0.8021,CAUSAL-TEMPORAL-BOUNDED
524288,A-N,RecursiveTemporalStabilization,0.7244,0.7033,0.7083,0.7163,0.697,0.7064,0.7227,CAUSAL-TEMPORAL-PARTIAL
1,A-N,NullCausalControl,0.6475,0.5995,0.6091,0.5791,0.5887,0.5734,0.6148,CAUSAL-TEMPORAL-DEGRADING
2,A-N,NullCausalControl,0.661,0.6252,0.5914,0.6046,0.6027,0.5954,0.5875,CAUSAL-TEMPORAL-DEGRADING
4,A-N,NullCausalControl,0.6608,0.6209,0.602,0.5883,0.577,0.592,0.5908,CAUSAL-TEMPORAL-DEGRADING
6,A-N,NullCausalControl,0.6297,0.6187,0.6251,0.6066,0.584,0.5754,0.6054,CAUSAL-TEMPORAL-DEGRADING
8,A-N,NullCausalControl,0.6576,0.6345,0.6087,0.5853,0.5725,0.5694,0.5987,CAUSAL-TEMPORAL-DEGRADING
12,A-N,NullCausalControl,0.6293,0.6019,0.6093,0.5843,0.5744,0.5631,0.594,CAUSAL-TEMPORAL-DEGRADING
16,A-N,NullCausalControl,0.6372,0.6044,0.6012,0.58,0.5887,0.5627,0.602,CAUSAL-TEMPORAL-DEGRADING
20,A-N,NullCausalControl,0.6274,0.6222,0.6229,0.601,0.576,0.566,0.6137,CAUSAL-TEMPORAL-DEGRADING
24,A-N,NullCausalControl,0.6523,0.6349,0.6134,0.604,0.6013,0.5874,0.5846,CAUSAL-TEMPORAL-DEGRADING
32,A-N,NullCausalControl,0.639,0.6217,0.6155,0.5842,0.5955,0.5833,0.5986,CAUSAL-TEMPORAL-DEGRADING
40,A-N,NullCausalControl,0.6488,0.5972,0.6014,0.5951,0.5795,0.5764,0.5759,CAUSAL-TEMPORAL-DEGRADING
48,A-N,NullCausalControl,0.6502,0.6054,0.6177,0.5846,0.6044,0.5689,0.5836,CAUSAL-TEMPORAL-DEGRADING
64,A-N,NullCausalControl,0.643,0.5984,0.6217,0.5847,0.5818,0.5848,0.6082,CAUSAL-TEMPORAL-DEGRADING
80,A-N,NullCausalControl,0.6645,0.6262,0.589,0.5807,0.5657,0.5677,0.5885,CAUSAL-TEMPORAL-DEGRADING
96,A-N,NullCausalControl,0.6637,0.6166,0.6145,0.5811,0.5661,0.5824,0.5904,CAUSAL-TEMPORAL-DEGRADING
128,A-N,NullCausalControl,0.6427,0.6274,0.5997,0.6124,0.566,0.5629,0.6143,CAUSAL-TEMPORAL-DEGRADING
160,A-N,NullCausalControl,0.6617,0.6241,0.6115,0.6147,0.6039,0.5934,0.6063,CAUSAL-TEMPORAL-DEGRADING
192,A-N,NullCausalControl,0.6338,0.6106,0.5951,0.5844,0.6,0.5814,0.6035,CAUSAL-TEMPORAL-DEGRADING
256,A-N,NullCausalControl,0.6366,0.603,0.5992,0.5811,0.5721,0.5779,0.5771,CAUSAL-TEMPORAL-DEGRADING
320,A-N,NullCausalControl,0.6391,0.6274,0.6087,0.6007,0.5656,0.5911,0.6123,CAUSAL-TEMPORAL-DEGRADING
512,A-N,NullCausalControl,0.6662,0.6329,0.6087,0.6106,0.5706,0.5769,0.5943,CAUSAL-TEMPORAL-DEGRADING
768,A-N,NullCausalControl,0.6331,0.62,0.6024,0.6035,0.597,0.5652,0.6097,CAUSAL-TEMPORAL-DEGRADING
1024,A-N,NullCausalControl,0.645,0.6058,0.5903,0.5897,0.5763,0.5909,0.6008,CAUSAL-TEMPORAL-DEGRADING
1536,A-N,NullCausalControl,0.6659,0.631,0.6165,0.5793,0.5811,0.5721,0.5873,CAUSAL-TEMPORAL-DEGRADING
2048,A-N,NullCausalControl,0.6556,0.6333,0.6168,0.5954,0.5789,0.5905,0.6066,CAUSAL-TEMPORAL-DEGRADING
3072,A-N,NullCausalControl,0.6438,0.6279,0.5908,0.6,0.5916,0.5569,0.5868,CAUSAL-TEMPORAL-DEGRADING
4096,A-N,NullCausalControl,0.6406,0.5947,0.5938,0.5785,0.5933,0.556,0.5791,CAUSAL-TEMPORAL-DEGRADING
6144,A-N,NullCausalControl,0.6336,0.6061,0.5856,0.6039,0.5755,0.5636,0.5968,CAUSAL-TEMPORAL-DEGRADING
8192,A-N,NullCausalControl,0.6405,0.6326,0.5946,0.5833,0.5997,0.5809,0.5973,CAUSAL-TEMPORAL-DEGRADING
12288,A-N,NullCausalControl,0.6243,0.5994,0.5843,0.5812,0.5954,0.579,0.5868,CAUSAL-TEMPORAL-DEGRADING
16384,A-N,NullCausalControl,0.6571,0.6053,0.6026,0.5823,0.5709,0.5772,0.5926,CAUSAL-TEMPORAL-DEGRADING
24576,A-N,NullCausalControl,0.6337,0.6261,0.5863,0.5749,0.5766,0.5866,0.5811,CAUSAL-TEMPORAL-DEGRADING
32768,A-N,NullCausalControl,0.6372,0.5947,0.5784,0.5788,0.5629,0.5828,0.6019,CAUSAL-TEMPORAL-DEGRADING
65536,A-N,NullCausalControl,0.6131,0.6034,0.5784,0.5934,0.5575,0.5614,0.5884,CAUSAL-TEMPORAL-DEGRADING
131072,A-N,NullCausalControl,0.6202,0.5878,0.5511,0.5441,0.5576,0.5353,0.5492,CAUSAL-TEMPORAL-DEGRADING
262144,A-N,NullCausalControl,0.5784,0.5351,0.5441,0.5241,0.5153,0.4956,0.5239,CAUSAL-TEMPORAL-FAILED
524288,A-N,NullCausalControl,0.4989,0.4804,0.4673,0.459,0.4794,0.4557,0.4853,CAUSAL-TEMPORAL-FAILED
1,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
2,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
4,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
6,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
8,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
12,P-A-N,CausalOrderingExtraction,0.96,0.96,0.94,0.93,0.92,0.91,0.93,CAUSAL-TEMPORAL-STABLE
