depth,sector,condition,rg_similarity,circulation_stability,flow_persistence,bottleneck_resilience,source_sink_balance,recursive_transport_coherence,circulation_hierarchy_index,classification
32,Projection-Neutral,NullCirculationControl,0.3228,0.3098,0.3206,0.3287,0.3072,0.2925,0.3133,FLOW-FAILED
40,Projection-Neutral,NullCirculationControl,0.2853,0.2759,0.2846,0.2787,0.2659,0.2726,0.2802,FLOW-FAILED
48,Projection-Neutral,NullCirculationControl,0.2596,0.2456,0.2429,0.255,0.2386,0.2308,0.2476,FLOW-FAILED
64,Projection-Neutral,NullCirculationControl,0.2057,0.206,0.2067,0.207,0.2018,0.1946,0.2068,FLOW-FAILED
80,Projection-Neutral,NullCirculationControl,0.1794,0.179,0.1788,0.1769,0.1665,0.1611,0.1753,FLOW-FAILED
96,Projection-Neutral,NullCirculationControl,0.1521,0.1524,0.1543,0.1519,0.1481,0.1422,0.1517,FLOW-FAILED
128,Projection-Neutral,NullCirculationControl,0.1257,0.1235,0.1185,0.1254,0.118,0.1162,0.1218,FLOW-FAILED
160,Projection-Neutral,NullCirculationControl,0.1007,0.099,0.0995,0.1028,0.0951,0.0963,0.1,FLOW-FAILED
192,Projection-Neutral,NullCirculationControl,0.0869,0.0849,0.0828,0.0863,0.0813,0.0835,0.0851,FLOW-FAILED
1,Antisymmetry-Neutral,TopologicalFlowMapping,0.8727,0.836,0.8486,0.82,0.8163,0.7842,0.8228,FLOW-STABLE
2,Antisymmetry-Neutral,TopologicalFlowMapping,0.8552,0.8348,0.815,0.8045,0.7619,0.7592,0.7731,FLOW-STABLE
4,Antisymmetry-Neutral,TopologicalFlowMapping,0.7802,0.7768,0.7471,0.7221,0.7246,0.7084,0.7253,FLOW-BOUNDED
6,Antisymmetry-Neutral,TopologicalFlowMapping,0.7314,0.7102,0.7075,0.6863,0.6889,0.6929,0.6903,FLOW-BOUNDED
8,Antisymmetry-Neutral,TopologicalFlowMapping,0.6953,0.6736,0.6734,0.6432,0.6515,0.6255,0.6615,FLOW-BOUNDED
12,Antisymmetry-Neutral,TopologicalFlowMapping,0.6401,0.6107,0.6134,0.5976,0.5672,0.5818,0.589,FLOW-PARTIAL
16,Antisymmetry-Neutral,TopologicalFlowMapping,0.5639,0.5664,0.5355,0.5412,0.5163,0.5135,0.5233,FLOW-DEGRADING
20,Antisymmetry-Neutral,TopologicalFlowMapping,0.5362,0.5074,0.4933,0.5007,0.4904,0.466,0.4901,FLOW-DEGRADING
24,Antisymmetry-Neutral,TopologicalFlowMapping,0.4763,0.4643,0.4597,0.4583,0.4392,0.4474,0.453,FLOW-DEGRADING
32,Antisymmetry-Neutral,TopologicalFlowMapping,0.4201,0.4029,0.4073,0.384,0.3825,0.3732,0.3828,FLOW-DEGRADING
40,Antisymmetry-Neutral,TopologicalFlowMapping,0.3651,0.3599,0.355,0.3396,0.3356,0.3403,0.3465,FLOW-FAILED
48,Antisymmetry-Neutral,TopologicalFlowMapping,0.327,0.3206,0.3131,0.3023,0.3033,0.303,0.3033,FLOW-FAILED
64,Antisymmetry-Neutral,TopologicalFlowMapping,0.2703,0.2641,0.2663,0.2555,0.2488,0.242,0.2561,FLOW-FAILED
80,Antisymmetry-Neutral,TopologicalFlowMapping,0.2367,0.2212,0.2184,0.2193,0.2112,0.2093,0.2147,FLOW-FAILED
96,Antisymmetry-Neutral,TopologicalFlowMapping,0.2036,0.1924,0.1888,0.1909,0.1892,0.1878,0.1862,FLOW-FAILED
128,Antisymmetry-Neutral,TopologicalFlowMapping,0.1604,0.1566,0.1532,0.1501,0.1504,0.1489,0.1514,FLOW-FAILED
160,Antisymmetry-Neutral,TopologicalFlowMapping,0.1359,0.1258,0.1297,0.1253,0.1246,0.1183,0.1228,FLOW-FAILED
192,Antisymmetry-Neutral,TopologicalFlowMapping,0.116,0.1075,0.1103,0.1058,0.1033,0.1056,0.1057,FLOW-FAILED
1,Antisymmetry-Neutral,CirculationLoopDetection,0.8781,0.8448,0.854,0.8312,0.7877,0.7961,0.8179,FLOW-STABLE
2,Antisymmetry-Neutral,CirculationLoopDetection,0.8483,0.8368,0.8186,0.7831,0.7899,0.7853,0.8027,FLOW-STABLE
4,Antisymmetry-Neutral,CirculationLoopDetection,0.8035,0.7615,0.739,0.7536,0.7227,0.7186,0.7493,FLOW-BOUNDED
6,Antisymmetry-Neutral,CirculationLoopDetection,0.7585,0.7255,0.719,0.6924,0.6772,0.6935,0.7029,FLOW-BOUNDED
8,Antisymmetry-Neutral,CirculationLoopDetection,0.7144,0.6988,0.6666,0.6507,0.6523,0.6486,0.6475,FLOW-BOUNDED
12,Antisymmetry-Neutral,CirculationLoopDetection,0.6481,0.6053,0.6065,0.5975,0.5861,0.5801,0.6064,FLOW-PARTIAL
16,Antisymmetry-Neutral,CirculationLoopDetection,0.5856,0.5617,0.5601,0.5287,0.5232,0.5386,0.5502,FLOW-PARTIAL
20,Antisymmetry-Neutral,CirculationLoopDetection,0.5407,0.5177,0.4954,0.4949,0.4903,0.4779,0.4923,FLOW-DEGRADING
24,Antisymmetry-Neutral,CirculationLoopDetection,0.4781,0.4647,0.4738,0.4582,0.4362,0.4383,0.4526,FLOW-DEGRADING
32,Antisymmetry-Neutral,CirculationLoopDetection,0.4258,0.4062,0.4029,0.3984,0.3787,0.3938,0.4002,FLOW-DEGRADING
40,Antisymmetry-Neutral,CirculationLoopDetection,0.3772,0.3666,0.3556,0.3539,0.3456,0.3377,0.3574,FLOW-FAILED
48,Antisymmetry-Neutral,CirculationLoopDetection,0.3277,0.3302,0.3135,0.3187,0.3048,0.2989,0.315,FLOW-FAILED
64,Antisymmetry-Neutral,CirculationLoopDetection,0.2801,0.2659,0.2655,0.2596,0.2503,0.2527,0.2576,FLOW-FAILED
80,Antisymmetry-Neutral,CirculationLoopDetection,0.2318,0.2284,0.2266,0.2211,0.2087,0.2096,0.2147,FLOW-FAILED
96,Antisymmetry-Neutral,CirculationLoopDetection,0.2069,0.1951,0.1918,0.1898,0.1897,0.19,0.1913,FLOW-FAILED
128,Antisymmetry-Neutral,CirculationLoopDetection,0.1651,0.1567,0.1527,0.153,0.1486,0.1465,0.1485,FLOW-FAILED
160,Antisymmetry-Neutral,CirculationLoopDetection,0.1328,0.1333,0.1269,0.1265,0.1212,0.1256,0.1229,FLOW-FAILED
192,Antisymmetry-Neutral,CirculationLoopDetection,0.1146,0.1117,0.1112,0.1065,0.1039,0.1043,0.1056,FLOW-FAILED
1,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.8505,0.8254,0.8393,0.8525,0.7888,0.8078,0.826,FLOW-STABLE
2,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.8301,0.8057,0.7885,0.8169,0.775,0.7816,0.783,FLOW-STABLE
4,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.7848,0.7628,0.7305,0.7553,0.7358,0.704,0.7497,FLOW-BOUNDED
6,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.7362,0.7157,0.6913,0.7003,0.6959,0.6887,0.7043,FLOW-BOUNDED
8,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.6857,0.6683,0.6752,0.6731,0.6348,0.6475,0.6579,FLOW-BOUNDED
12,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.6154,0.595,0.5817,0.6027,0.587,0.5612,0.5822,FLOW-PARTIAL
16,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.5616,0.54,0.5478,0.5527,0.5199,0.5169,0.5441,FLOW-DEGRADING
20,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.5133,0.4992,0.5045,0.5024,0.4888,0.473,0.497,FLOW-DEGRADING
24,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.4902,0.4555,0.4515,0.4735,0.4516,0.4359,0.4531,FLOW-DEGRADING
32,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.425,0.4003,0.3864,0.4004,0.3828,0.3842,0.3821,FLOW-DEGRADING
40,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.3649,0.3571,0.3434,0.3516,0.3356,0.3347,0.35,FLOW-FAILED
48,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.3218,0.3204,0.3056,0.3158,0.306,0.3013,0.3112,FLOW-FAILED
64,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.2764,0.2648,0.2589,0.2609,0.2531,0.2456,0.2583,FLOW-FAILED
80,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.228,0.217,0.2196,0.2259,0.2137,0.2136,0.2215,FLOW-FAILED
96,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.1962,0.1974,0.1946,0.1927,0.1855,0.1846,0.1866,FLOW-FAILED
128,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.1567,0.1525,0.1529,0.1528,0.151,0.1487,0.1481,FLOW-FAILED
160,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.1337,0.1249,0.1283,0.128,0.121,0.1237,0.1244,FLOW-FAILED
192,Antisymmetry-Neutral,FlowBottleneckAnalysis,0.1109,0.1108,0.1092,0.1092,0.1063,0.1055,0.1086,FLOW-FAILED
1,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.857,0.8342,0.8451,0.8169,0.8239,0.8051,0.8343,FLOW-STABLE
2,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.8519,0.793,0.8013,0.7793,0.8054,0.7558,0.8162,FLOW-STABLE
4,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.7956,0.7686,0.7536,0.7535,0.7297,0.7054,0.7491,FLOW-STABLE
6,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.7402,0.7043,0.7087,0.684,0.6883,0.683,0.6977,FLOW-BOUNDED
8,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.6839,0.6719,0.6538,0.6693,0.6504,0.6401,0.6743,FLOW-BOUNDED
12,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.6281,0.6154,0.6092,0.5798,0.5996,0.5818,0.5833,FLOW-PARTIAL
16,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.5645,0.5437,0.5457,0.5276,0.5394,0.5268,0.5352,FLOW-DEGRADING
20,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.52,0.5019,0.4991,0.4997,0.4945,0.4793,0.493,FLOW-DEGRADING
24,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.4856,0.4547,0.4616,0.4493,0.4475,0.4353,0.4677,FLOW-DEGRADING
32,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.4195,0.4004,0.393,0.3885,0.3945,0.3879,0.3874,FLOW-DEGRADING
40,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.3701,0.359,0.3504,0.3379,0.3569,0.3352,0.3505,FLOW-FAILED
48,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.3349,0.3228,0.3102,0.313,0.3141,0.2964,0.3127,FLOW-FAILED
64,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.274,0.2584,0.2536,0.258,0.2528,0.2483,0.256,FLOW-FAILED
80,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.232,0.2214,0.2238,0.2127,0.2148,0.2063,0.2163,FLOW-FAILED
96,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.2035,0.1968,0.1879,0.1865,0.1916,0.1803,0.1951,FLOW-FAILED
128,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.16,0.1505,0.1493,0.1517,0.1493,0.1489,0.1495,FLOW-FAILED
160,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.1354,0.1295,0.1244,0.1213,0.1233,0.1242,0.1276,FLOW-FAILED
192,Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.1118,0.1112,0.109,0.1042,0.1074,0.1045,0.1049,FLOW-FAILED
1,Antisymmetry-Neutral,RecursiveTransportStability,0.8744,0.8531,0.8393,0.7989,0.8008,0.8237,0.8222,FLOW-STABLE
2,Antisymmetry-Neutral,RecursiveTransportStability,0.8472,0.7916,0.7946,0.7736,0.7817,0.7927,0.8003,FLOW-STABLE
4,Antisymmetry-Neutral,RecursiveTransportStability,0.7918,0.7474,0.7707,0.7423,0.742,0.7562,0.7231,FLOW-BOUNDED
6,Antisymmetry-Neutral,RecursiveTransportStability,0.7282,0.713,0.7172,0.7017,0.6977,0.7111,0.6848,FLOW-BOUNDED
8,Antisymmetry-Neutral,RecursiveTransportStability,0.6863,0.6777,0.6627,0.6564,0.6572,0.6505,0.6631,FLOW-BOUNDED
12,Antisymmetry-Neutral,RecursiveTransportStability,0.6095,0.5941,0.5953,0.6013,0.5918,0.5773,0.5839,FLOW-PARTIAL
16,Antisymmetry-Neutral,RecursiveTransportStability,0.5713,0.5476,0.5553,0.5355,0.5224,0.5244,0.5294,FLOW-DEGRADING
20,Antisymmetry-Neutral,RecursiveTransportStability,0.5096,0.5054,0.5061,0.4878,0.4889,0.4868,0.5013,FLOW-DEGRADING
24,Antisymmetry-Neutral,RecursiveTransportStability,0.4828,0.4661,0.4553,0.454,0.4425,0.4489,0.4469,FLOW-DEGRADING
32,Antisymmetry-Neutral,RecursiveTransportStability,0.4114,0.4037,0.4048,0.3967,0.3775,0.3888,0.3843,FLOW-DEGRADING
40,Antisymmetry-Neutral,RecursiveTransportStability,0.365,0.3571,0.3607,0.352,0.3362,0.3388,0.3378,FLOW-FAILED
48,Antisymmetry-Neutral,RecursiveTransportStability,0.3246,0.3202,0.3088,0.3033,0.31,0.3113,0.3008,FLOW-FAILED
64,Antisymmetry-Neutral,RecursiveTransportStability,0.2645,0.2577,0.2572,0.2582,0.2548,0.2522,0.2568,FLOW-FAILED
80,Antisymmetry-Neutral,RecursiveTransportStability,0.2285,0.2209,0.2265,0.2117,0.2143,0.2203,0.2202,FLOW-FAILED
96,Antisymmetry-Neutral,RecursiveTransportStability,0.1953,0.1901,0.1915,0.1914,0.1906,0.187,0.1853,FLOW-FAILED
128,Antisymmetry-Neutral,RecursiveTransportStability,0.1588,0.1564,0.1525,0.1526,0.149,0.1466,0.1509,FLOW-FAILED
160,Antisymmetry-Neutral,RecursiveTransportStability,0.1285,0.1257,0.1247,0.125,0.1203,0.1212,0.1248,FLOW-FAILED
192,Antisymmetry-Neutral,RecursiveTransportStability,0.1107,0.1094,0.1085,0.1078,0.1029,0.1053,0.1074,FLOW-FAILED
1,Antisymmetry-Neutral,PerturbationFlowRecovery,0.8375,0.8442,0.8097,0.8248,0.8132,0.7867,0.8065,FLOW-STABLE
2,Antisymmetry-Neutral,PerturbationFlowRecovery,0.8302,0.8096,0.8086,0.7988,0.7507,0.7574,0.7614,FLOW-STABLE
4,Antisymmetry-Neutral,PerturbationFlowRecovery,0.7664,0.7427,0.7506,0.7226,0.7192,0.7189,0.7292,FLOW-BOUNDED
6,Antisymmetry-Neutral,PerturbationFlowRecovery,0.7156,0.6982,0.7027,0.6953,0.6783,0.6843,0.6991,FLOW-BOUNDED
8,Antisymmetry-Neutral,PerturbationFlowRecovery,0.6772,0.6534,0.6723,0.6578,0.6245,0.6249,0.6367,FLOW-BOUNDED
12,Antisymmetry-Neutral,PerturbationFlowRecovery,0.6276,0.5893,0.5876,0.5845,0.5749,0.5774,0.5768,FLOW-PARTIAL
16,Antisymmetry-Neutral,PerturbationFlowRecovery,0.5693,0.5361,0.5398,0.5219,0.532,0.5334,0.5343,FLOW-DEGRADING
20,Antisymmetry-Neutral,PerturbationFlowRecovery,0.5261,0.5048,0.4913,0.4828,0.4829,0.4761,0.4768,FLOW-DEGRADING
24,Antisymmetry-Neutral,PerturbationFlowRecovery,0.4821,0.4648,0.453,0.4476,0.4364,0.437,0.4418,FLOW-DEGRADING
32,Antisymmetry-Neutral,PerturbationFlowRecovery,0.4071,0.3923,0.4033,0.3949,0.3731,0.3756,0.3778,FLOW-FAILED
40,Antisymmetry-Neutral,PerturbationFlowRecovery,0.3639,0.3571,0.3438,0.3451,0.3333,0.3382,0.3452,FLOW-FAILED
48,Antisymmetry-Neutral,PerturbationFlowRecovery,0.3193,0.3148,0.3101,0.309,0.3,0.2969,0.311,FLOW-FAILED
64,Antisymmetry-Neutral,PerturbationFlowRecovery,0.2698,0.2586,0.2637,0.2521,0.2467,0.2488,0.2543,FLOW-FAILED
80,Antisymmetry-Neutral,PerturbationFlowRecovery,0.2278,0.214,0.2148,0.2181,0.214,0.2134,0.216,FLOW-FAILED
96,Antisymmetry-Neutral,PerturbationFlowRecovery,0.1934,0.1913,0.1897,0.1925,0.1842,0.1849,0.1851,FLOW-FAILED
128,Antisymmetry-Neutral,PerturbationFlowRecovery,0.1554,0.152,0.1529,0.1504,0.1488,0.1443,0.1502,FLOW-FAILED
160,Antisymmetry-Neutral,PerturbationFlowRecovery,0.1307,0.1245,0.1255,0.1227,0.1184,0.123,0.122,FLOW-FAILED
192,Antisymmetry-Neutral,PerturbationFlowRecovery,0.1096,0.1077,0.1054,0.1036,0.1048,0.1052,0.1054,FLOW-FAILED
1,Antisymmetry-Neutral,NullCirculationControl,0.6826,0.6792,0.6583,0.6856,0.6276,0.638,0.6297,FLOW-BOUNDED
2,Antisymmetry-Neutral,NullCirculationControl,0.6384,0.6451,0.6401,0.6547,0.6032,0.5861,0.633,FLOW-PARTIAL
4,Antisymmetry-Neutral,NullCirculationControl,0.6028,0.6004,0.5864,0.6125,0.5792,0.5651,0.5811,FLOW-PARTIAL
6,Antisymmetry-Neutral,NullCirculationControl,0.5727,0.5569,0.5649,0.568,0.5303,0.5203,0.5556,FLOW-PARTIAL
8,Antisymmetry-Neutral,NullCirculationControl,0.5248,0.5201,0.5261,0.5374,0.5127,0.5083,0.5245,FLOW-DEGRADING
12,Antisymmetry-Neutral,NullCirculationControl,0.483,0.4671,0.4862,0.4686,0.4621,0.4463,0.4707,FLOW-DEGRADING
16,Antisymmetry-Neutral,NullCirculationControl,0.4314,0.4392,0.4231,0.4348,0.4238,0.4036,0.4181,FLOW-DEGRADING
20,Antisymmetry-Neutral,NullCirculationControl,0.3998,0.3953,0.3862,0.3925,0.3828,0.3799,0.3859,FLOW-FAILED
24,Antisymmetry-Neutral,NullCirculationControl,0.3644,0.3725,0.3525,0.3764,0.3518,0.3362,0.3652,FLOW-FAILED
32,Antisymmetry-Neutral,NullCirculationControl,0.327,0.3211,0.3189,0.3107,0.298,0.2998,0.3009,FLOW-FAILED
40,Antisymmetry-Neutral,NullCirculationControl,0.2891,0.2796,0.2762,0.2881,0.2661,0.2621,0.2715,FLOW-FAILED
48,Antisymmetry-Neutral,NullCirculationControl,0.2593,0.2469,0.2414,0.2484,0.2368,0.2423,0.2425,FLOW-FAILED
64,Antisymmetry-Neutral,NullCirculationControl,0.2152,0.2103,0.2033,0.2067,0.2023,0.1936,0.1985,FLOW-FAILED
80,Antisymmetry-Neutral,NullCirculationControl,0.1782,0.1729,0.1735,0.1821,0.1638,0.162,0.1767,FLOW-FAILED
96,Antisymmetry-Neutral,NullCirculationControl,0.1582,0.1548,0.1521,0.1557,0.1449,0.149,0.1481,FLOW-FAILED
128,Antisymmetry-Neutral,NullCirculationControl,0.1242,0.1196,0.1223,0.1208,0.1192,0.1117,0.1184,FLOW-FAILED
160,Antisymmetry-Neutral,NullCirculationControl,0.1051,0.1024,0.0985,0.1,0.0982,0.0945,0.0982,FLOW-FAILED
192,Antisymmetry-Neutral,NullCirculationControl,0.0863,0.0873,0.0878,0.0883,0.0847,0.0791,0.0845,FLOW-FAILED
1,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.885,0.8424,0.8418,0.8004,0.7974,0.7886,0.828,FLOW-STABLE
2,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.8568,0.819,0.7885,0.7977,0.7767,0.7838,0.7819,FLOW-STABLE
4,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.798,0.7824,0.7612,0.7426,0.7436,0.7055,0.7491,FLOW-STABLE
6,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.757,0.7288,0.6971,0.7074,0.6706,0.665,0.6993,FLOW-BOUNDED
8,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.7155,0.6812,0.6773,0.6644,0.6508,0.6498,0.6453,FLOW-BOUNDED
12,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.6352,0.6221,0.593,0.5981,0.5763,0.5827,0.587,FLOW-PARTIAL
16,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.5639,0.5544,0.5516,0.5242,0.5393,0.5267,0.5277,FLOW-PARTIAL
20,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.529,0.5194,0.5049,0.4827,0.4885,0.4746,0.4943,FLOW-DEGRADING
24,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.4813,0.4608,0.469,0.4416,0.4396,0.4432,0.4494,FLOW-DEGRADING
32,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.4162,0.3975,0.3995,0.383,0.3862,0.375,0.397,FLOW-FAILED
40,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.3671,0.3506,0.346,0.3424,0.3355,0.3392,0.3482,FLOW-FAILED
48,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.3277,0.3151,0.3143,0.3074,0.3006,0.3063,0.3083,FLOW-FAILED
64,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.2745,0.2603,0.2615,0.2594,0.2464,0.249,0.2605,FLOW-FAILED
80,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.229,0.2222,0.22,0.2137,0.2171,0.2161,0.2179,FLOW-FAILED
96,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.2027,0.1953,0.1941,0.1927,0.1883,0.1796,0.1901,FLOW-FAILED
128,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.158,0.1561,0.1549,0.1494,0.1501,0.1443,0.1471,FLOW-FAILED
160,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.1327,0.129,0.1245,0.1251,0.1254,0.1201,0.1221,FLOW-FAILED
192,Projection-Antisymmetry-Neutral,TopologicalFlowMapping,0.1116,0.1085,0.1078,0.1064,0.1051,0.1014,0.1036,FLOW-FAILED
1,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.8732,0.8621,0.8491,0.8258,0.8209,0.8009,0.8286,FLOW-STABLE
2,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.8553,0.8397,0.8231,0.7967,0.7634,0.7639,0.8104,FLOW-STABLE
4,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.8002,0.7573,0.7588,0.7407,0.7185,0.7453,0.736,FLOW-STABLE
6,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.7354,0.74,0.6962,0.6986,0.6795,0.6956,0.711,FLOW-BOUNDED
8,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.7169,0.6777,0.6861,0.6658,0.6579,0.6492,0.6604,FLOW-BOUNDED
12,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.6485,0.6254,0.6031,0.5861,0.5935,0.5937,0.6051,FLOW-PARTIAL
16,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.5875,0.5716,0.5413,0.5495,0.5159,0.5302,0.5466,FLOW-DEGRADING
20,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.5367,0.503,0.5043,0.5042,0.4834,0.4921,0.4993,FLOW-DEGRADING
24,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.4866,0.4769,0.4646,0.4621,0.45,0.4502,0.4535,FLOW-DEGRADING
32,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.4149,0.4078,0.3928,0.3884,0.3794,0.3957,0.3927,FLOW-DEGRADING
40,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.3772,0.358,0.3494,0.354,0.3322,0.3344,0.3543,FLOW-FAILED
48,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.3365,0.3292,0.3183,0.3196,0.3059,0.2992,0.3195,FLOW-FAILED
64,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.2768,0.2728,0.2653,0.2578,0.2498,0.2528,0.2619,FLOW-FAILED
80,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.2366,0.2292,0.226,0.2239,0.2191,0.217,0.2239,FLOW-FAILED
96,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.2037,0.1934,0.196,0.1869,0.1875,0.1847,0.1873,FLOW-FAILED
128,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.1589,0.1601,0.1561,0.1524,0.1446,0.1443,0.1539,FLOW-FAILED
160,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.1329,0.129,0.1255,0.1232,0.1207,0.123,0.1252,FLOW-FAILED
192,Projection-Antisymmetry-Neutral,CirculationLoopDetection,0.1162,0.1122,0.1111,0.1072,0.1069,0.1044,0.1062,FLOW-FAILED
1,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.8608,0.8527,0.8443,0.8165,0.7994,0.8034,0.829,FLOW-STABLE
2,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.8437,0.7898,0.8117,0.8173,0.7684,0.7701,0.7976,FLOW-STABLE
4,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.7716,0.7691,0.7465,0.7405,0.7156,0.7333,0.746,FLOW-BOUNDED
6,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.7293,0.7196,0.7191,0.7252,0.6901,0.6719,0.6907,FLOW-BOUNDED
8,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.6826,0.6596,0.6742,0.659,0.6393,0.6509,0.6672,FLOW-BOUNDED
12,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.6231,0.592,0.5857,0.6083,0.5695,0.5614,0.5755,FLOW-PARTIAL
16,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.5637,0.5399,0.5376,0.5461,0.5249,0.5293,0.5379,FLOW-DEGRADING
20,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.5297,0.5102,0.5004,0.5075,0.4923,0.4801,0.4801,FLOW-DEGRADING
24,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.4884,0.4528,0.4472,0.4575,0.4524,0.4501,0.458,FLOW-DEGRADING
32,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.4104,0.4103,0.393,0.4053,0.3932,0.3744,0.3851,FLOW-DEGRADING
40,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.3745,0.3593,0.3492,0.3609,0.3433,0.3431,0.3526,FLOW-FAILED
48,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.3343,0.3169,0.3181,0.3115,0.3009,0.2975,0.3087,FLOW-FAILED
64,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.2725,0.2599,0.2549,0.2595,0.2563,0.2487,0.2589,FLOW-FAILED
80,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.2254,0.2167,0.2181,0.2183,0.2163,0.207,0.2174,FLOW-FAILED
96,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.1975,0.1907,0.1871,0.1966,0.1898,0.186,0.1903,FLOW-FAILED
128,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.1558,0.1557,0.1545,0.1548,0.1465,0.1462,0.1471,FLOW-FAILED
160,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.1349,0.1295,0.1227,0.1302,0.1239,0.1201,0.1262,FLOW-FAILED
192,Projection-Antisymmetry-Neutral,FlowBottleneckAnalysis,0.1145,0.1079,0.105,0.1073,0.1039,0.1023,0.1053,FLOW-FAILED
1,Projection-Antisymmetry-Neutral,AttractorSourceSinkCharacterization,0.8744,0.8407,0.8118,0.8177,0.8065,0.7954,0.8455,FLOW-STABLE
