depth,sector,condition,rg_similarity,field_coherence,distributed_influence_index,stabilization_gradient_strength,recursive_field_persistence,transport_field_alignment,attractor_field_coupling,classification
2,Projection-Antisymmetry,NullFieldControl,0.696,0.6939,0.6856,0.7145,0.6856,0.6759,0.6875,FIELD-PARTIAL
4,Projection-Antisymmetry,NullFieldControl,0.6639,0.6767,0.6792,0.6929,0.6608,0.6511,0.6749,FIELD-PARTIAL
6,Projection-Antisymmetry,NullFieldControl,0.6626,0.6337,0.6453,0.6337,0.6158,0.6125,0.6313,FIELD-DEGRADING
8,Projection-Antisymmetry,NullFieldControl,0.6244,0.6248,0.61,0.6272,0.5939,0.6038,0.6228,FIELD-DEGRADING
12,Projection-Antisymmetry,NullFieldControl,0.5912,0.5942,0.5767,0.6003,0.5752,0.5578,0.5672,FIELD-DEGRADING
16,Projection-Antisymmetry,NullFieldControl,0.5496,0.5536,0.5534,0.5463,0.5312,0.5077,0.5412,FIELD-DEGRADING
20,Projection-Antisymmetry,NullFieldControl,0.5227,0.5203,0.5096,0.5285,0.5075,0.4962,0.5024,FIELD-DEGRADING
24,Projection-Antisymmetry,NullFieldControl,0.4948,0.4832,0.4777,0.4995,0.4564,0.4649,0.4734,FIELD-FAILED
32,Projection-Antisymmetry,NullFieldControl,0.4363,0.4471,0.436,0.4433,0.4247,0.4163,0.4185,FIELD-FAILED
40,Projection-Antisymmetry,NullFieldControl,0.4038,0.413,0.3961,0.4018,0.3833,0.3831,0.3944,FIELD-FAILED
48,Projection-Antisymmetry,NullFieldControl,0.3635,0.3734,0.374,0.3722,0.3585,0.3494,0.3555,FIELD-FAILED
64,Projection-Antisymmetry,NullFieldControl,0.3205,0.3205,0.3052,0.3122,0.3015,0.2955,0.3014,FIELD-FAILED
80,Projection-Antisymmetry,NullFieldControl,0.2862,0.2817,0.2662,0.273,0.2654,0.2601,0.2727,FIELD-FAILED
96,Projection-Antisymmetry,NullFieldControl,0.2427,0.2526,0.2453,0.2498,0.2355,0.2324,0.2452,FIELD-FAILED
128,Projection-Antisymmetry,NullFieldControl,0.2022,0.1995,0.2035,0.2005,0.1949,0.194,0.1982,FIELD-FAILED
160,Projection-Antisymmetry,NullFieldControl,0.1764,0.1665,0.1717,0.1708,0.1649,0.1612,0.1664,FIELD-FAILED
192,Projection-Antisymmetry,NullFieldControl,0.1462,0.1499,0.1439,0.1522,0.1445,0.1364,0.1439,FIELD-FAILED
256,Projection-Antisymmetry,NullFieldControl,0.1168,0.1183,0.1164,0.1165,0.1149,0.1079,0.1166,FIELD-FAILED
320,Projection-Antisymmetry,NullFieldControl,0.1004,0.095,0.095,0.0991,0.0935,0.0894,0.0959,FIELD-FAILED
512,Projection-Antisymmetry,NullFieldControl,0.0643,0.0628,0.0624,0.0637,0.0605,0.0616,0.0617,FIELD-FAILED
768,Projection-Antisymmetry,NullFieldControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1024,Projection-Antisymmetry,NullFieldControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Neutral,DistributedInfluenceMapping,0.9306,0.9102,0.8908,0.8658,0.8612,0.8404,0.8666,FIELD-STABLE
2,Projection-Neutral,DistributedInfluenceMapping,0.9226,0.8794,0.8581,0.8359,0.8514,0.8521,0.8389,FIELD-STABLE
4,Projection-Neutral,DistributedInfluenceMapping,0.8748,0.836,0.8519,0.803,0.8,0.8003,0.8066,FIELD-BOUNDED
6,Projection-Neutral,DistributedInfluenceMapping,0.8385,0.8222,0.7988,0.7864,0.7921,0.7676,0.8011,FIELD-BOUNDED
8,Projection-Neutral,DistributedInfluenceMapping,0.8149,0.8002,0.7634,0.743,0.7545,0.7339,0.746,FIELD-BOUNDED
12,Projection-Neutral,DistributedInfluenceMapping,0.7503,0.7319,0.7191,0.6996,0.6871,0.6879,0.7131,FIELD-PARTIAL
16,Projection-Neutral,DistributedInfluenceMapping,0.7201,0.6865,0.6745,0.661,0.6482,0.6597,0.6552,FIELD-PARTIAL
20,Projection-Neutral,DistributedInfluenceMapping,0.6819,0.6473,0.6514,0.639,0.6197,0.6218,0.6396,FIELD-DEGRADING
24,Projection-Neutral,DistributedInfluenceMapping,0.6358,0.6026,0.6158,0.6012,0.5946,0.5991,0.5951,FIELD-DEGRADING
32,Projection-Neutral,DistributedInfluenceMapping,0.5745,0.5421,0.5494,0.543,0.5246,0.5215,0.5331,FIELD-DEGRADING
40,Projection-Neutral,DistributedInfluenceMapping,0.5278,0.5127,0.4943,0.4813,0.4828,0.4829,0.4896,FIELD-DEGRADING
48,Projection-Neutral,DistributedInfluenceMapping,0.4803,0.4686,0.4479,0.4459,0.4437,0.4499,0.4545,FIELD-FAILED
64,Projection-Neutral,DistributedInfluenceMapping,0.4038,0.3967,0.3962,0.3798,0.3853,0.3735,0.3892,FIELD-FAILED
80,Projection-Neutral,DistributedInfluenceMapping,0.3599,0.3418,0.3411,0.3288,0.3347,0.3316,0.3411,FIELD-FAILED
96,Projection-Neutral,DistributedInfluenceMapping,0.3148,0.3113,0.3019,0.2937,0.2933,0.293,0.2954,FIELD-FAILED
128,Projection-Neutral,DistributedInfluenceMapping,0.2611,0.2581,0.2536,0.2399,0.2403,0.2377,0.2473,FIELD-FAILED
160,Projection-Neutral,DistributedInfluenceMapping,0.2219,0.2135,0.2111,0.2082,0.2083,0.2074,0.2113,FIELD-FAILED
192,Projection-Neutral,DistributedInfluenceMapping,0.1901,0.1829,0.1821,0.18,0.1782,0.1798,0.1837,FIELD-FAILED
256,Projection-Neutral,DistributedInfluenceMapping,0.1488,0.1475,0.1465,0.1402,0.1405,0.1383,0.1414,FIELD-FAILED
320,Projection-Neutral,DistributedInfluenceMapping,0.1281,0.1221,0.1216,0.1197,0.117,0.1138,0.12,FIELD-FAILED
512,Projection-Neutral,DistributedInfluenceMapping,0.0817,0.0782,0.078,0.0784,0.0749,0.0757,0.0782,FIELD-FAILED
768,Projection-Neutral,DistributedInfluenceMapping,0.0577,0.0541,0.0534,0.0524,0.0512,0.0514,0.0535,FIELD-FAILED
1024,Projection-Neutral,DistributedInfluenceMapping,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Neutral,StabilizationGradientAnalysis,0.9327,0.9007,0.9015,0.8719,0.8771,0.8573,0.8759,FIELD-STABLE
2,Projection-Neutral,StabilizationGradientAnalysis,0.9195,0.8701,0.8793,0.8736,0.8615,0.8554,0.8396,FIELD-STABLE
4,Projection-Neutral,StabilizationGradientAnalysis,0.8857,0.8669,0.8192,0.8224,0.8143,0.8259,0.818,FIELD-BOUNDED
6,Projection-Neutral,StabilizationGradientAnalysis,0.8644,0.8073,0.7876,0.8101,0.7796,0.7654,0.806,FIELD-BOUNDED
8,Projection-Neutral,StabilizationGradientAnalysis,0.8118,0.7789,0.7707,0.7598,0.7543,0.7549,0.7832,FIELD-BOUNDED
12,Projection-Neutral,StabilizationGradientAnalysis,0.7571,0.7438,0.7131,0.7371,0.7128,0.7077,0.7144,FIELD-PARTIAL
16,Projection-Neutral,StabilizationGradientAnalysis,0.7303,0.7098,0.6666,0.6911,0.6778,0.6614,0.6752,FIELD-PARTIAL
20,Projection-Neutral,StabilizationGradientAnalysis,0.6839,0.6475,0.6534,0.64,0.6165,0.6258,0.6422,FIELD-DEGRADING
24,Projection-Neutral,StabilizationGradientAnalysis,0.6472,0.6247,0.5972,0.6034,0.5937,0.5764,0.6089,FIELD-DEGRADING
32,Projection-Neutral,StabilizationGradientAnalysis,0.578,0.563,0.5463,0.5508,0.5437,0.5355,0.5374,FIELD-DEGRADING
40,Projection-Neutral,StabilizationGradientAnalysis,0.5284,0.5082,0.498,0.5064,0.4774,0.4858,0.4985,FIELD-DEGRADING
48,Projection-Neutral,StabilizationGradientAnalysis,0.4867,0.4582,0.4611,0.4513,0.4537,0.4389,0.4528,FIELD-FAILED
64,Projection-Neutral,StabilizationGradientAnalysis,0.4112,0.4014,0.3999,0.3862,0.391,0.3865,0.3819,FIELD-FAILED
80,Projection-Neutral,StabilizationGradientAnalysis,0.3546,0.3566,0.3452,0.3492,0.3418,0.3294,0.34,FIELD-FAILED
96,Projection-Neutral,StabilizationGradientAnalysis,0.3279,0.3065,0.3,0.3021,0.3005,0.2998,0.3071,FIELD-FAILED
128,Projection-Neutral,StabilizationGradientAnalysis,0.2654,0.2596,0.2525,0.2533,0.2432,0.2411,0.2529,FIELD-FAILED
160,Projection-Neutral,StabilizationGradientAnalysis,0.2189,0.216,0.2114,0.2136,0.2086,0.2012,0.2105,FIELD-FAILED
192,Projection-Neutral,StabilizationGradientAnalysis,0.1914,0.1856,0.1809,0.1825,0.1803,0.1748,0.1844,FIELD-FAILED
256,Projection-Neutral,StabilizationGradientAnalysis,0.1507,0.1477,0.1451,0.1467,0.1431,0.1407,0.1447,FIELD-FAILED
320,Projection-Neutral,StabilizationGradientAnalysis,0.1282,0.1246,0.1186,0.1205,0.1185,0.1155,0.1177,FIELD-FAILED
512,Projection-Neutral,StabilizationGradientAnalysis,0.084,0.082,0.0786,0.08,0.0766,0.0774,0.0789,FIELD-FAILED
768,Projection-Neutral,StabilizationGradientAnalysis,0.0558,0.0557,0.0554,0.0542,0.0534,0.0516,0.0548,FIELD-FAILED
1024,Projection-Neutral,StabilizationGradientAnalysis,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Neutral,FieldMediatedTransportTracking,0.9326,0.9088,0.8771,0.871,0.8692,0.8701,0.8737,FIELD-STABLE
2,Projection-Neutral,FieldMediatedTransportTracking,0.9163,0.8839,0.8511,0.839,0.868,0.8453,0.8657,FIELD-STABLE
4,Projection-Neutral,FieldMediatedTransportTracking,0.851,0.8561,0.8333,0.8001,0.8082,0.8009,0.8239,FIELD-BOUNDED
6,Projection-Neutral,FieldMediatedTransportTracking,0.8503,0.7967,0.8003,0.8036,0.775,0.7923,0.7783,FIELD-BOUNDED
8,Projection-Neutral,FieldMediatedTransportTracking,0.807,0.7936,0.7773,0.7464,0.7732,0.7723,0.7472,FIELD-BOUNDED
12,Projection-Neutral,FieldMediatedTransportTracking,0.7571,0.73,0.7213,0.7179,0.7163,0.6954,0.7131,FIELD-PARTIAL
16,Projection-Neutral,FieldMediatedTransportTracking,0.7152,0.6949,0.6664,0.6526,0.6508,0.6555,0.6544,FIELD-PARTIAL
20,Projection-Neutral,FieldMediatedTransportTracking,0.6756,0.6596,0.6444,0.6407,0.6344,0.6214,0.6176,FIELD-DEGRADING
24,Projection-Neutral,FieldMediatedTransportTracking,0.6391,0.6148,0.6173,0.5995,0.5905,0.5844,0.6064,FIELD-DEGRADING
32,Projection-Neutral,FieldMediatedTransportTracking,0.5655,0.5427,0.5478,0.5371,0.5366,0.5404,0.5231,FIELD-DEGRADING
40,Projection-Neutral,FieldMediatedTransportTracking,0.5136,0.4983,0.4962,0.4794,0.496,0.483,0.4926,FIELD-FAILED
48,Projection-Neutral,FieldMediatedTransportTracking,0.4718,0.4678,0.4605,0.4399,0.4539,0.4418,0.4454,FIELD-FAILED
64,Projection-Neutral,FieldMediatedTransportTracking,0.4073,0.3894,0.3879,0.3896,0.3742,0.3846,0.3881,FIELD-FAILED
80,Projection-Neutral,FieldMediatedTransportTracking,0.3573,0.3461,0.3475,0.3378,0.3412,0.333,0.3298,FIELD-FAILED
96,Projection-Neutral,FieldMediatedTransportTracking,0.323,0.3153,0.3108,0.2945,0.3005,0.2986,0.2922,FIELD-FAILED
128,Projection-Neutral,FieldMediatedTransportTracking,0.2579,0.2553,0.2524,0.2473,0.2479,0.2409,0.2428,FIELD-FAILED
160,Projection-Neutral,FieldMediatedTransportTracking,0.2177,0.2181,0.2087,0.2093,0.2088,0.203,0.2117,FIELD-FAILED
192,Projection-Neutral,FieldMediatedTransportTracking,0.1929,0.1865,0.1849,0.1821,0.1758,0.1782,0.1784,FIELD-FAILED
256,Projection-Neutral,FieldMediatedTransportTracking,0.1505,0.1476,0.1482,0.1395,0.1395,0.1428,0.1442,FIELD-FAILED
320,Projection-Neutral,FieldMediatedTransportTracking,0.127,0.1216,0.1214,0.1173,0.1182,0.1186,0.1173,FIELD-FAILED
512,Projection-Neutral,FieldMediatedTransportTracking,0.0838,0.0796,0.08,0.0758,0.0774,0.0783,0.0757,FIELD-FAILED
768,Projection-Neutral,FieldMediatedTransportTracking,0.0561,0.0542,0.0532,0.0536,0.0519,0.0534,0.0524,FIELD-FAILED
1024,Projection-Neutral,FieldMediatedTransportTracking,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Neutral,PerturbationPropagationGeometry,0.9047,0.9037,0.8584,0.8724,0.8577,0.8539,0.8461,FIELD-STABLE
2,Projection-Neutral,PerturbationPropagationGeometry,0.9094,0.8772,0.8605,0.8433,0.8571,0.8352,0.8416,FIELD-STABLE
4,Projection-Neutral,PerturbationPropagationGeometry,0.8703,0.8243,0.8114,0.82,0.8227,0.8125,0.8012,FIELD-BOUNDED
6,Projection-Neutral,PerturbationPropagationGeometry,0.8328,0.816,0.8112,0.796,0.7777,0.7565,0.7946,FIELD-BOUNDED
8,Projection-Neutral,PerturbationPropagationGeometry,0.8071,0.7599,0.7758,0.7678,0.7623,0.7416,0.7531,FIELD-BOUNDED
12,Projection-Neutral,PerturbationPropagationGeometry,0.7366,0.7148,0.7143,0.72,0.6851,0.7076,0.6944,FIELD-PARTIAL
16,Projection-Neutral,PerturbationPropagationGeometry,0.7012,0.685,0.6784,0.6664,0.6604,0.6586,0.6623,FIELD-PARTIAL
20,Projection-Neutral,PerturbationPropagationGeometry,0.6696,0.6496,0.6232,0.6283,0.6155,0.6118,0.6372,FIELD-DEGRADING
24,Projection-Neutral,PerturbationPropagationGeometry,0.6217,0.6077,0.5883,0.5936,0.5924,0.5673,0.6038,FIELD-DEGRADING
32,Projection-Neutral,PerturbationPropagationGeometry,0.5645,0.555,0.5342,0.5351,0.5397,0.5297,0.5282,FIELD-DEGRADING
40,Projection-Neutral,PerturbationPropagationGeometry,0.5184,0.5011,0.4903,0.4852,0.4751,0.4727,0.4758,FIELD-DEGRADING
48,Projection-Neutral,PerturbationPropagationGeometry,0.4655,0.4475,0.4525,0.446,0.4486,0.4452,0.4461,FIELD-FAILED
64,Projection-Neutral,PerturbationPropagationGeometry,0.4067,0.3841,0.3894,0.3828,0.3779,0.3745,0.3859,FIELD-FAILED
80,Projection-Neutral,PerturbationPropagationGeometry,0.3522,0.3469,0.3321,0.3414,0.3353,0.3341,0.3345,FIELD-FAILED
96,Projection-Neutral,PerturbationPropagationGeometry,0.3199,0.2991,0.3066,0.3041,0.3017,0.2885,0.2986,FIELD-FAILED
128,Projection-Neutral,PerturbationPropagationGeometry,0.2567,0.2522,0.2463,0.2499,0.2453,0.2402,0.2409,FIELD-FAILED
160,Projection-Neutral,PerturbationPropagationGeometry,0.2229,0.2093,0.2056,0.2069,0.202,0.1985,0.2069,FIELD-FAILED
192,Projection-Neutral,PerturbationPropagationGeometry,0.1927,0.1858,0.1854,0.1838,0.1782,0.1757,0.1774,FIELD-FAILED
256,Projection-Neutral,PerturbationPropagationGeometry,0.1493,0.1459,0.1463,0.1415,0.1428,0.1418,0.1416,FIELD-FAILED
320,Projection-Neutral,PerturbationPropagationGeometry,0.124,0.1214,0.1162,0.1195,0.1139,0.1171,0.116,FIELD-FAILED
512,Projection-Neutral,PerturbationPropagationGeometry,0.083,0.0794,0.0765,0.077,0.0757,0.0754,0.0767,FIELD-FAILED
768,Projection-Neutral,PerturbationPropagationGeometry,0.0558,0.0536,0.0527,0.0534,0.0525,0.0514,0.0526,FIELD-FAILED
1024,Projection-Neutral,PerturbationPropagationGeometry,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Neutral,AttractorFieldCoupling,0.9225,0.8885,0.8763,0.8798,0.8727,0.8271,0.8971,FIELD-STABLE
2,Projection-Neutral,AttractorFieldCoupling,0.8844,0.8832,0.8488,0.8335,0.8537,0.8123,0.849,FIELD-BOUNDED
4,Projection-Neutral,AttractorFieldCoupling,0.8599,0.8221,0.8125,0.8155,0.7972,0.8142,0.8171,FIELD-BOUNDED
6,Projection-Neutral,AttractorFieldCoupling,0.8348,0.806,0.7961,0.7784,0.7956,0.7817,0.8211,FIELD-BOUNDED
8,Projection-Neutral,AttractorFieldCoupling,0.8044,0.7636,0.7729,0.7486,0.7418,0.7481,0.7914,FIELD-BOUNDED
12,Projection-Neutral,AttractorFieldCoupling,0.7563,0.7245,0.7177,0.715,0.7013,0.7022,0.7143,FIELD-PARTIAL
16,Projection-Neutral,AttractorFieldCoupling,0.6913,0.6821,0.6696,0.6524,0.6446,0.6504,0.6688,FIELD-PARTIAL
20,Projection-Neutral,AttractorFieldCoupling,0.6664,0.6456,0.6231,0.6233,0.6164,0.6142,0.631,FIELD-DEGRADING
24,Projection-Neutral,AttractorFieldCoupling,0.6211,0.6126,0.5983,0.5981,0.5926,0.5796,0.6198,FIELD-DEGRADING
32,Projection-Neutral,AttractorFieldCoupling,0.5746,0.5531,0.5291,0.5328,0.5293,0.5271,0.5409,FIELD-DEGRADING
40,Projection-Neutral,AttractorFieldCoupling,0.5017,0.508,0.484,0.4875,0.4797,0.4838,0.4943,FIELD-DEGRADING
48,Projection-Neutral,AttractorFieldCoupling,0.4599,0.459,0.45,0.4436,0.4478,0.4385,0.448,FIELD-FAILED
64,Projection-Neutral,AttractorFieldCoupling,0.4044,0.388,0.3911,0.3886,0.3725,0.3826,0.3889,FIELD-FAILED
80,Projection-Neutral,AttractorFieldCoupling,0.3497,0.3361,0.3323,0.3311,0.3305,0.325,0.3469,FIELD-FAILED
96,Projection-Neutral,AttractorFieldCoupling,0.3179,0.3049,0.3054,0.2972,0.2974,0.2872,0.3061,FIELD-FAILED
128,Projection-Neutral,AttractorFieldCoupling,0.2603,0.2447,0.245,0.2393,0.2446,0.2427,0.2553,FIELD-FAILED
160,Projection-Neutral,AttractorFieldCoupling,0.2189,0.2144,0.2048,0.2043,0.2082,0.202,0.2157,FIELD-FAILED
192,Projection-Neutral,AttractorFieldCoupling,0.1911,0.1875,0.1798,0.1778,0.1811,0.1785,0.1822,FIELD-FAILED
256,Projection-Neutral,AttractorFieldCoupling,0.1524,0.1477,0.1444,0.1437,0.1392,0.1383,0.1451,FIELD-FAILED
320,Projection-Neutral,AttractorFieldCoupling,0.1255,0.1188,0.1188,0.1159,0.1139,0.1131,0.1227,FIELD-FAILED
512,Projection-Neutral,AttractorFieldCoupling,0.0798,0.0778,0.078,0.0772,0.0773,0.075,0.0794,FIELD-FAILED
768,Projection-Neutral,AttractorFieldCoupling,0.0546,0.0548,0.0544,0.0534,0.0513,0.0517,0.0537,FIELD-FAILED
1024,Projection-Neutral,AttractorFieldCoupling,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Neutral,RecursiveFieldCoherencePersistence,0.9087,0.8803,0.8761,0.8787,0.8608,0.8569,0.8664,FIELD-STABLE
2,Projection-Neutral,RecursiveFieldCoherencePersistence,0.9001,0.8876,0.8716,0.8566,0.8704,0.8192,0.8628,FIELD-STABLE
4,Projection-Neutral,RecursiveFieldCoherencePersistence,0.8483,0.8564,0.8113,0.8115,0.8114,0.799,0.8063,FIELD-BOUNDED
6,Projection-Neutral,RecursiveFieldCoherencePersistence,0.8241,0.8035,0.7867,0.7834,0.7794,0.7591,0.7701,FIELD-BOUNDED
8,Projection-Neutral,RecursiveFieldCoherencePersistence,0.8056,0.7933,0.7709,0.7734,0.7618,0.7273,0.7611,FIELD-BOUNDED
12,Projection-Neutral,RecursiveFieldCoherencePersistence,0.7535,0.7361,0.728,0.7138,0.7336,0.6909,0.7259,FIELD-PARTIAL
16,Projection-Neutral,RecursiveFieldCoherencePersistence,0.7047,0.702,0.6846,0.6778,0.688,0.6459,0.6699,FIELD-PARTIAL
20,Projection-Neutral,RecursiveFieldCoherencePersistence,0.6616,0.6351,0.6478,0.6179,0.6323,0.6108,0.6377,FIELD-DEGRADING
24,Projection-Neutral,RecursiveFieldCoherencePersistence,0.6327,0.612,0.5959,0.5961,0.5988,0.5741,0.6049,FIELD-DEGRADING
32,Projection-Neutral,RecursiveFieldCoherencePersistence,0.5597,0.5599,0.538,0.5302,0.5458,0.5159,0.534,FIELD-DEGRADING
40,Projection-Neutral,RecursiveFieldCoherencePersistence,0.5042,0.5084,0.4881,0.479,0.4884,0.4849,0.4852,FIELD-DEGRADING
48,Projection-Neutral,RecursiveFieldCoherencePersistence,0.4601,0.4673,0.4604,0.4364,0.4434,0.429,0.4415,FIELD-FAILED
64,Projection-Neutral,RecursiveFieldCoherencePersistence,0.4024,0.3984,0.3893,0.3749,0.3911,0.3783,0.3798,FIELD-FAILED
80,Projection-Neutral,RecursiveFieldCoherencePersistence,0.3508,0.342,0.335,0.3313,0.3339,0.3255,0.335,FIELD-FAILED
96,Projection-Neutral,RecursiveFieldCoherencePersistence,0.3058,0.3035,0.2953,0.3025,0.2973,0.2912,0.296,FIELD-FAILED
128,Projection-Neutral,RecursiveFieldCoherencePersistence,0.251,0.2563,0.252,0.249,0.2468,0.244,0.2482,FIELD-FAILED
160,Projection-Neutral,RecursiveFieldCoherencePersistence,0.2134,0.2172,0.205,0.2024,0.2121,0.1992,0.2077,FIELD-FAILED
192,Projection-Neutral,RecursiveFieldCoherencePersistence,0.1887,0.1879,0.1848,0.1832,0.1803,0.1778,0.1772,FIELD-FAILED
256,Projection-Neutral,RecursiveFieldCoherencePersistence,0.1498,0.149,0.1411,0.1423,0.1433,0.1377,0.1433,FIELD-FAILED
320,Projection-Neutral,RecursiveFieldCoherencePersistence,0.1214,0.1208,0.1165,0.1184,0.1211,0.1172,0.1182,FIELD-FAILED
512,Projection-Neutral,RecursiveFieldCoherencePersistence,0.0819,0.0797,0.0779,0.0778,0.0784,0.0767,0.0767,FIELD-FAILED
768,Projection-Neutral,RecursiveFieldCoherencePersistence,0.0548,0.0543,0.0524,0.0533,0.054,0.0515,0.0536,FIELD-FAILED
1024,Projection-Neutral,RecursiveFieldCoherencePersistence,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Projection-Neutral,NullFieldControl,0.7331,0.7172,0.6951,0.7021,0.6917,0.668,0.705,FIELD-PARTIAL
2,Projection-Neutral,NullFieldControl,0.6876,0.7016,0.6746,0.7145,0.6707,0.6567,0.6849,FIELD-PARTIAL
4,Projection-Neutral,NullFieldControl,0.6848,0.6846,0.6699,0.6802,0.6636,0.6321,0.6582,FIELD-PARTIAL
6,Projection-Neutral,NullFieldControl,0.6513,0.6482,0.638,0.6503,0.6182,0.6034,0.6451,FIELD-DEGRADING
8,Projection-Neutral,NullFieldControl,0.6211,0.6407,0.6189,0.6257,0.6118,0.5765,0.6172,FIELD-DEGRADING
12,Projection-Neutral,NullFieldControl,0.5869,0.5848,0.5717,0.5721,0.576,0.549,0.5824,FIELD-DEGRADING
16,Projection-Neutral,NullFieldControl,0.5645,0.5542,0.5294,0.5366,0.5256,0.5349,0.5292,FIELD-DEGRADING
20,Projection-Neutral,NullFieldControl,0.5268,0.5268,0.5095,0.5267,0.505,0.4978,0.4944,FIELD-DEGRADING
24,Projection-Neutral,NullFieldControl,0.5,0.4782,0.488,0.4942,0.4649,0.4657,0.4661,FIELD-FAILED
32,Projection-Neutral,NullFieldControl,0.4449,0.4326,0.4355,0.4478,0.4162,0.4048,0.4238,FIELD-FAILED
40,Projection-Neutral,NullFieldControl,0.4069,0.4097,0.404,0.4048,0.3896,0.3856,0.3815,FIELD-FAILED
48,Projection-Neutral,NullFieldControl,0.3712,0.3588,0.3587,0.3725,0.3578,0.3576,0.356,FIELD-FAILED
64,Projection-Neutral,NullFieldControl,0.3277,0.3092,0.3133,0.3211,0.2977,0.2915,0.3011,FIELD-FAILED
80,Projection-Neutral,NullFieldControl,0.2821,0.2735,0.269,0.273,0.2694,0.257,0.271,FIELD-FAILED
96,Projection-Neutral,NullFieldControl,0.2496,0.2532,0.2415,0.253,0.23,0.2314,0.239,FIELD-FAILED
128,Projection-Neutral,NullFieldControl,0.2044,0.1983,0.2036,0.1999,0.1929,0.1853,0.198,FIELD-FAILED
160,Projection-Neutral,NullFieldControl,0.1699,0.1679,0.1735,0.1704,0.1605,0.1569,0.1677,FIELD-FAILED
192,Projection-Neutral,NullFieldControl,0.1487,0.1481,0.1441,0.1447,0.1408,0.1405,0.1452,FIELD-FAILED
256,Projection-Neutral,NullFieldControl,0.119,0.1194,0.1128,0.1178,0.1116,0.1119,0.1163,FIELD-FAILED
320,Projection-Neutral,NullFieldControl,0.0999,0.0973,0.0979,0.0988,0.0912,0.0921,0.0925,FIELD-FAILED
512,Projection-Neutral,NullFieldControl,0.0653,0.0649,0.0615,0.0622,0.0594,0.0614,0.0608,FIELD-FAILED
768,Projection-Neutral,NullFieldControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1024,Projection-Neutral,NullFieldControl,0.05,0.05,0.05,0.05,0.05,0.05,0.05,FIELD-FAILED
1,Antisymmetry-Neutral,DistributedInfluenceMapping,0.914,0.8971,0.882,0.8771,0.8425,0.8502,0.8549,FIELD-STABLE
2,Antisymmetry-Neutral,DistributedInfluenceMapping,0.8959,0.885,0.8634,0.8678,0.8335,0.8396,0.8562,FIELD-STABLE
4,Antisymmetry-Neutral,DistributedInfluenceMapping,0.8739,0.8526,0.8214,0.825,0.8131,0.8006,0.8291,FIELD-BOUNDED
6,Antisymmetry-Neutral,DistributedInfluenceMapping,0.8297,0.8126,0.805,0.7956,0.7861,0.7687,0.7992,FIELD-BOUNDED
8,Antisymmetry-Neutral,DistributedInfluenceMapping,0.8144,0.7977,0.7603,0.7578,0.7486,0.743,0.746,FIELD-BOUNDED
12,Antisymmetry-Neutral,DistributedInfluenceMapping,0.7542,0.7313,0.7169,0.7088,0.7153,0.7101,0.7187,FIELD-PARTIAL
16,Antisymmetry-Neutral,DistributedInfluenceMapping,0.7219,0.6923,0.6837,0.6684,0.6613,0.6472,0.6581,FIELD-PARTIAL
20,Antisymmetry-Neutral,DistributedInfluenceMapping,0.6598,0.6606,0.6311,0.6268,0.6121,0.6162,0.6146,FIELD-DEGRADING
24,Antisymmetry-Neutral,DistributedInfluenceMapping,0.646,0.6137,0.607,0.5822,0.594,0.5757,0.6045,FIELD-DEGRADING
32,Antisymmetry-Neutral,DistributedInfluenceMapping,0.5795,0.5532,0.5511,0.5407,0.5303,0.532,0.5304,FIELD-DEGRADING
40,Antisymmetry-Neutral,DistributedInfluenceMapping,0.5213,0.4966,0.4924,0.496,0.4828,0.477,0.4938,FIELD-FAILED
48,Antisymmetry-Neutral,DistributedInfluenceMapping,0.4867,0.4638,0.4466,0.443,0.4457,0.4375,0.4544,FIELD-FAILED
64,Antisymmetry-Neutral,DistributedInfluenceMapping,0.4127,0.3991,0.3864,0.3783,0.3767,0.3762,0.3906,FIELD-FAILED
80,Antisymmetry-Neutral,DistributedInfluenceMapping,0.3526,0.3529,0.3405,0.3346,0.3348,0.3377,0.3414,FIELD-FAILED
96,Antisymmetry-Neutral,DistributedInfluenceMapping,0.3144,0.3051,0.3118,0.3053,0.2908,0.2971,0.2966,FIELD-FAILED
128,Antisymmetry-Neutral,DistributedInfluenceMapping,0.2644,0.2559,0.2511,0.2457,0.2421,0.2403,0.2427,FIELD-FAILED
160,Antisymmetry-Neutral,DistributedInfluenceMapping,0.2206,0.2167,0.2126,0.2077,0.208,0.2061,0.2068,FIELD-FAILED
192,Antisymmetry-Neutral,DistributedInfluenceMapping,0.1918,0.1889,0.1856,0.1829,0.1734,0.1768,0.1824,FIELD-FAILED
